group	Bacteroidaceae	Ruminococcaceae	Enterobacteriaceae	Burkholderiaceae	Coriobacteriaceae	Desulfovibrionaceae	Micrococcaceae		Lachnospiraceae	Tannerellaceae	Acutalibacteraceae	Barnesiellaceae	Methanobacteriaceae	Streptococcaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae
Healthy	46.57127	1.7704	0	0.77778	0.17629	0.03795	0		2.0069	6.14371	1.97691	0	0	0	0.17629	0.0429	0.03795	0
Healthy	56.18605	3.82129	0.06894	0.04178	0.16904	1.79765	0		0.98998	5.30594	0.88816	1.37882	0.03306	0	0.16904	0.36217	1.79765	0
Healthy	45.00466	1.04988	20.7052	1.06732	0.0302	0.1202	0		0.55783	0.25997	0.07223	0	0	0.07492	0.0302	0.10853	0.1202	0
Healthy	45.96429	6.88608	0	8.06826	0	0	0		6.66124	0.171	0	0	0	0	0	0	0	0
Healthy	20.50412	2.30749	0	0	0.39232	0.60142	0		6.31536	1.27606	4.83941	0.78963	2.15254	0.10771	0.39232	0.92154	0.60142	0.01436
Healthy	53.6931	1.64266	0.05832	0.10853	0	0	0		1.62386	0.96597	0.12201	0	0	0	0	0.01485	0	0
Healthy	0.07323	4.82957	4.70043	2.35075	0	0	0.0121		38.98218	0	0	0	0	0.28289	0	0.5379	0	0.10808
Healthy	53.92158	0	0	0	0	0	0		9.94093	0	0	0	0	0	0	0	0	0
Healthy	46.60058	6.86314	0	0.0108	0.76737	0.03016	0		7.24649	6.87244	0.04167	0.68174	0.11142	0.25358	0.76737	0.05709	0.03016	0.01388
Healthy	66.03499	1.44193	0	0.14668	0	0	0		0.82778	1.99054	0	0	0	0	0	0	0	0
Healthy	46.00185	3.50978	0.06217	0.21793	0	0.10551	0		5.77651	4.4963	1.07647	3.18738	0.04975	0.00558	0	0.01935	0.10551	0
Healthy	29.60928	5.00745	0.0408	2.10293	0.29408	0	0		4.55696	3.56258	5.06995	1.55377	0.20292	0.22491	0.29408	0.06662	0	0.00472
Healthy	28.6106	18.30205	0	0	1.41441	0	0		6.49458	0	6.43809	0	0.40605	0	1.41441	0	0	0
Healthy	34.80677	3.28853	0	0	0.07916	0	0		11.31074	0.14945	2.31123	0	0	0	0.07916	0	0	0
Healthy	52.34244	8.305	1.03983	0.32356	0.08258	0.00508	0		11.55632	0.51945	4.17141	0.55553	0.42949	0.13754	0.08258	0	0.00508	0
Healthy	32.40804	3.68127	0	3.06576	0.05015	0.38816	0		23.48085	6.01292	0.20301	1.10203	0	0	0.05015	0.29331	0.38816	0
Healthy	16.0348	11.10345	0.01464	0.15684	0.49501	0	0.00028		17.9239	1.7901	6.29149	1.21189	0.52483	0.53037	0.49501	0.05264	0	0
Healthy	16.61181	10.28534	0.08398	0.13717	0.8321	0.06753	0		19.14772	1.87499	4.73349	0.77064	0.46669	0.78132	0.8321	0.19152	0.06753	0.29356
Healthy	39.22266	5.4946	0	0.05694	0.14072	0	0		22.3262	0.25698	3.26743	0	0	0.01572	0.14072	0	0	0
Healthy	17.63998	5.45909	0	0.0242	0.00528	0	0		23.84768	3.21779	5.12804	7.15983	0	0.0906	0.00528	0	0	0
Healthy	25.3889	7.43596	0.00258	0.1847	0.18702	0.03171	0		18.78117	14.95121	0.09398	0.91996	2.24353	0.88634	0.18702	0.03949	0.03171	0.01445
Healthy	64.61502	14.26646	0.02073	0	0.38046	0	0		9.16596	0.18518	0	0	0	0.14198	0.38046	0	0	0
Healthy	4.75775	25.57917	0.03258	4.28902	0.23925	0.03536	0		3.89057	0.73167	2.47908	0.11129	0	0	0.23925	2.13926	0.03536	0.46096
Healthy	1.51245	8.66951	1.57685	0	2.9525	0	0		45.0127	0	11.93296	0.08794	4.40276	0.03054	2.9525	0	0	0.06905
D006973	63.82478	8.2539	8.39656	0.07079	0.37786	0	0		1.22412	0.21849	0.043	0.06156	0	0	0.37786	0.03059	0	0.00402
Healthy	62.15806	0.95371	4.39963	0	0.14717	0.01148	0		1.5051	2.85904	1.11319	0	0	0.42969	0.14717	0.75648	0.01148	0
Healthy	54.87052	1.73932	0	0.12471	0	0	0		8.99905	5.82934	0	1.69363	0	0.09369	0	0	0	0
Healthy	63.50656	2.86142	0	0.44661	0.03286	0.1446	0		10.98777	3.52225	0.0312	0.18968	0	0.10928	0.03286	0.01901	0.1446	0
Healthy	52.46213	1.35095	0	0.1558	0.256	0.06551	0		14.73322	1.82227	0	2.7228	0	0	0.256	0.04292	0.06551	0.02086
Healthy	13.1383	17.37577	0.845	1.79597	0.04534	0.08215	0		5.57253	4.3286	1.55479	0	0	0	0.04534	0.2259	0.08215	0.00752
Healthy	51.81624	1.36644	0	0.17127	0.23948	0.09886	0		14.8852	1.87388	0.00754	2.73946	0	0	0.23948	0.06234	0.09886	0.01464
Healthy	29.52754	1.49534	0	0	0	0	0		12.57695	49.8202	0	0	0	0	0	0.26809	0	0
Healthy	52.57727	1.48176	0.90698	0.16971	0.28235	0.0314	0		8.16923	4.27302	4.72026	0	0	2.2437	0.28235	0.12547	0.0314	0.11903
Healthy	44.16475	3.98999	0.06475	0.1208	0.23698	0.00374	0		5.73369	7.45498	0.02853	3.5322	0	2.63354	0.23698	0.00946	0.00374	0.06343
Healthy	36.63174	8.56533	0	0.82936	0.24667	0.28677	0		13.48075	8.64199	0	1.18457	0.24689	0	0.24667	0	0.28677	0
Healthy	35.66659	5.13117	0	0	0.02341	0	0		39.25469	0.53146	0	0.7037	0	0.13186	0.02341	0.00129	0	0
Healthy	31.99482	7.4502	0	0.0688	3.40674	0.83945	0		24.01902	4.11001	0.01244	0.33131	0.34901	7.84997	3.40674	1.39602	0.83945	0.0358
Healthy	22.13223	11.24047	0.17601	0.02359	0.36375	0.07127	0.04286		11.15036	2.45613	5.07152	0	0	7.3772	0.36375	0.02812	0.07127	0.02817
Healthy	49.73581	3.82356	1.07164	0.21909	0.63053	0.17596	0		0.8796	1.7635	0.5643	0	0	0	0.63053	0.36844	0.17596	0.01757
Healthy	10.71603	10.43867	0.199	0.03236	0.02782	0	0		42.38459	0.29399	1.08075	1.16859	0.0461	0.16327	0.02782	0.05411	0	0.06508
Healthy	10.23407	10.0898	0	0	1.81965	0	0		30.88416	0.64272	0.12241	0.89744	0	0	1.81965	0	0	0
Healthy	23.00345	9.06416	2.26417	0	2.73058	0	0.6548		23.28223	1.56853	0	0.03406	0	8.42778	2.73058	0	0	1.59321
Healthy	73.63874	0.00682	0.49002	1.46097	0	0.00172	0		13.88409	0.26833	0	0	0	0.00285	0	0.13535	0.00172	0.12444
Healthy	49.07497	2.25176	0	0	0	0	0		9.83615	0.82067	1.14642	0.31814	0.9037	0	0	0	0	0
Healthy	13.6263	7.65618	0.12224	0.10551	0	1.64579	0		1.53203	5.07056	2.16754	5.60383	0	0	0	0.15506	1.64579	0.2234
Healthy	0.08708	0.01103	0.05997	0	0	0	0.06864		0.04122	0	0	0	0	6.76795	0	0	0	0
Healthy	11.04415	9.98902	0.37326	0.09326	1.8874	0	0		11.81004	0.70138	3.86835	4.99869	10.5082	0.12448	1.8874	0	0	0.05888
Healthy	30.46151	8.73634	0.24768	0.69499	2.03119	0.04827	0.03606		13.91273	1.49409	0.0191	0.52495	0	0.17218	2.03119	0.27882	0.04827	1.08858
Healthy	16.24376	2.83333	0	0	0	0	0		56.78264	0.28438	0	0.09704	0	0.40843	0	0	0	0.0978
Healthy	41.78209	5.42401	1.25009	0.0499	0.52661	0.00563	0		21.70843	1.59139	5.28422	1.42524	0	0	0.52661	0.02498	0.00563	0.35597
Healthy	38.4079	13.05827	0.01346	0.35921	0	0.02711	0.00064		20.96011	1.47034	3.69319	2.75974	0.13359	0.09486	0	0.01688	0.02711	0.04117
Healthy	18.71812	7.08012	0.02953	0.06682	0	0.00245	0		33.01383	0.93023	12.19209	0	0	1.08709	0	0.02608	0.00245	0.05997
Healthy	5.7774	0.0014	22.9827	0.28985	1.14237	0.06608	0		0.245	11.04871	0	0	0	0.052	1.14237	0	0.06608	0
Healthy	21.61554	5.69579	0.03113	0.09245	0.37169	0.02316	0		49.45111	1.82279	0.25986	2.5141	0	0.10975	0.37169	0.03226	0.02316	0.01548
Healthy	62.20414	1.74522	0	0.03641	0	0.28054	0		0.75852	13.63699	1.20252	2.74419	0.61379	0	0	0	0.28054	0
Healthy	41.8523	9.69848	0.08494	0.01766	0	0.04022	0		16.20866	3.4892	1.6615	0	0	0.00268	0	0.01137	0.04022	0.04652
Healthy	11.66254	12.98763	0	0	0.46867	0	0		17.52132	0	0.27991	0	11.4758	0.05448	0.46867	0	0	0
Healthy	22.44762	11.03994	0.02279	0.04709	0.66456	0.21895	0		23.4526	0.51128	10.8801	3.39535	0.22246	0.25593	0.66456	0.34552	0.21895	0.08246
D006973	43.03927	6.41929	0.14068	0.38716	0.08336	0	0		32.38131	4.64985	9.50196	0	0	0.16293	0.08336	0.01512	0	0
Healthy	24.66887	6.33985	0	5.85099	0	0	0		28.87652	1.62377	2.62145	0	0	0.44908	0	0.03607	0	0.0117
Healthy	29.22655	2.6133	0	0.03747	0.19269	0	0		23.75908	4.2311	6.05074	4.17686	0.64188	2.99903	0.19269	0.40844	0	0
Healthy	48.23655	3.32514	0	0.55204	2.71805	0.02458	0		17.96831	3.79766	0.02683	1.84436	0	0.11226	2.71805	0.12686	0.02458	0.01268
Healthy	19.35887	16.34003	0.06668	0.06492	0.42719	0	0		22.61631	2.01588	0.05055	0	3.66315	0.85461	0.42719	0.06341	0	0
Healthy	34.38823	3.9336	0.22896	0	0	0.02244	0		2.04266	4.95634	2.07734	2.61163	0	0.03919	0	0	0.02244	0
D006973	42.09257	0.00086	22.93657	0	0.27415	0	0.02564		0.28734	0.53318	0	0	0	0	0.27415	0	0	0
Healthy	49.4338	3.66764	0	0	0	0	0		22.9828	0	0	0	0	0	0	0	0	0
Healthy	55.20952	4.83841	0	6.04214	0.04294	0	0		5.34763	5.81506	0	3.7872	0	0.58068	0.04294	3.05037	0	0
Healthy	62.65449	1.4694	0	0.24438	0	0	0		0.90802	2.02425	0	0	0	0	0	0.01679	0	0
Healthy	37.56649	1.94789	0.0787	0.34962	0.47611	0.06013	0		3.45998	8.12253	1.14366	0	0	0	0.47611	0.01057	0.06013	0
Healthy	9.6808	0	0.49882	0	0	0	0.01005		3.83	24.35102	0.00112	0	0	0.28523	0	0.00254	0	0.09209
Healthy	5.49265	2.35627	39.45582	0.62589	0.63273	0.00245	0		9.77077	0.72646	0.69572	0.99847	2.878	0.3206	0.63273	0.00721	0.00245	0.04337
Healthy	18.14385	8.83829	0	0	0	0	0		27.95244	0.14417	6.45913	1.60835	0.50663	0.02928	0	0	0	0
Healthy	40.97356	6.99929	0	0.01775	0.11069	0.02608	0		2.01068	5.77426	0.63641	0.76416	0	0.00501	0.11069	0.01477	0.02608	0.15874
Healthy	18.98348	2.21443	0	0.003	0	0	0		54.94439	3.00542	0.01977	0.39606	0	0	0	0	0	0
Healthy	10.17921	51.12671	0	0	0.12669	0	0		12.64951	0	1.50597	0	5.91318	0.06909	0.12669	0	0	0
Healthy	54.01305	5.06545	0.45621	0.19577	0.03136	0	0		1.43021	6.95299	0	2.09	0	0.06685	0.03136	1.58585	0	0
Healthy	5.15364	4.37489	0	0.05413	2.45112	0.07456	0		23.58926	1.58901	1.84174	1.84821	0.22609	0.20074	2.45112	0.05231	0.07456	2.81303
Healthy	23.53992	0.68904	0	0.12954	0.11598	0.04505	0		3.06471	0	0.18818	3.35884	0	0.01177	0.11598	1.37242	0.04505	0
Healthy	60.49111	2.58681	0	0	0	0	0		4.85192	6.96214	0.50154	0.0918	0	0	0	0	0	0
Healthy	11.19018	4.59644	0.14638	1.73015	0.06573	0	0		51.74343	5.43662	1.38151	2.81565	0.20727	0.00625	0.06573	0.04015	0	0
Healthy	12.79418	4.79002	0	0	0.9468	0	0		39.16761	0.8303	0.29166	1.02147	0	0.36691	0.9468	0	0	0
Healthy	27.68799	1.47191	0.06778	0.44904	0.01095	0	0		45.96371	2.09175	2.27061	2.49957	0.80213	0.41762	0.01095	0	0	0
Healthy	63.56819	1.57775	0	0.29186	0	0	0		0.92453	2.06678	0	0	0	0	0	0.00747	0	0
D006973	67.92868	5.02408	0.22571	5.87166	0.24042	0.13888	0		1.46429	0.6424	0	0.86801	0	0.00129	0.24042	0.0529	0.13888	0
Healthy	8.93194	4.39375	0	0.15947	0	0.071	0		18.57244	4.029	13.92338	1.5129	2.68708	0.22564	0	0.07505	0.071	0.60331
Healthy	3.34927	2.55172	15.20499	0.02173	0	0.00949	0		35.70922	0.1985	0.54562	0.4571	0	1.48226	0	0.00062	0.00949	0.51254
Healthy	20.7861	2.31655	1.76217	0.05485	0.44751	0	0.01292		40.13242	1.5986	5.5269	0.36578	0.03732	0.89605	0.44751	0.19157	0	0.06603
Healthy	4.70662	4.58196	0.02017	0.01227	0.19709	0.05451	0		56.89302	0.63581	5.49761	0.31225	4.11402	0	0.19709	0	0.05451	0
Healthy	46.47109	3.3514	0.11397	0.2765	0	0.06774	0		5.48392	4.14896	1.01423	3.07569	0.05697	0	0	0.02295	0.06774	0
Healthy	38.78031	0	0	0	0	0	0		32.31532	0	10.6701	0.61859	0	0	0	0	0	0
Healthy	0	0	64.1016	0	0	0	0		0	0	0	0	0	0.24208	0	0	0	0
Healthy	8.71197	5.80632	0.32461	0.16505	0.45152	0.15293	0		31.42424	0.52105	11.88939	1.60819	0	0.7381	0.45152	0	0.15293	0.20957
Healthy	15.00484	6.46286	0.0011	0.68787	0.3587	0.12175	0		41.7028	1.48497	3.29523	3.65865	0.08659	0.18346	0.3587	0.04786	0.12175	0
Healthy	55.46715	3.79522	0.17471	0.0466	0.14383	1.68288	0		1.18477	5.53085	1.01064	1.46706	0.06375	0	0.14383	0.386	1.68288	0
Healthy	16.57932	3.18572	0.02813	0.09442	0.09524	0.00335	0		46.59024	6.84927	7.52104	0.28563	0.58978	0.04093	0.09524	0	0.00335	0
Healthy	42.59094	6.28472	0.05512	0.03351	0.1074	0.00334	0		36.96435	1.31272	1.73183	0.52239	0	0.05439	0.1074	0	0.00334	0
Healthy	31.51518	8.27493	0.86796	3.29607	0	0.02861	0		16.31647	1.16012	3.07035	0.11594	1.38448	0	0	0.78207	0.02861	0
Healthy	48.26498	6.81066	0	0.08676	0.18604	0	0		16.79689	0.30163	3.65104	0	0	0	0.18604	0	0	0
Healthy	20.99078	11.95631	0.34944	0.71372	0.62244	0	0		31.05377	0	0.0216	0	0	3.0403	0.62244	0.04636	0	1.7983
Healthy	0.25511	3.08997	0.02269	0	3.65309	0	0		47.35669	0.27448	12.21425	0	0	0.62491	3.65309	0	0	0.24237
Healthy	32.1362	19.3572	0	0	0	0	0		17.43485	0.00888	1.80874	1.22177	0	0	0	0.01504	0	0
Healthy	24.62845	8.12994	0	0	0	0	0		29.86637	0	5.88304	0.94968	0	0	0	0	0	0.09918
Healthy	78.17398	5.20468	0.00724	0.00465	0.22124	0	0		4.49158	0.31769	0	0.29657	0	0.01624	0.22124	0	0	0
Healthy	7.98446	2.04696	0	0	0.9505	0	0		56.31005	0.20121	0	0.72996	0	0	0.9505	0	0	0
Healthy	48.36602	1.69787	0	0.66392	0.15197	0.03819	0		1.6962	5.51708	1.86561	0	0	0	0.15197	0.02173	0.03819	0
Healthy	27.9883	0.22477	0	0.02764	0	0	0		33.11335	4.14981	1.25221	3.59375	0.07658	0.04975	0	0.05562	0	0
Healthy	15.33673	3.32721	0.45166	0.05766	0.7235	0.69686	0		0.59844	5.85212	2.21399	1.95961	0	0.08361	0.7235	1.20406	0.69686	0.02342
Healthy	61.00508	0.27938	0.83784	2.4723	3.83008	0	0.00295		4.33428	0	0.00216	0	0	0.00321	3.83008	0.40744	0	0.00822
Healthy	92.23703	1.4702	4.7802	0	0	0	0		0.75738	0	0	0	0	0	0	0.05489	0	0
D006973	68.00981	6.81991	0.20622	7.11796	0.27858	0	0.00241		2.69929	1.54559	0.49859	0	0	0.09128	0.27858	0.00683	0	0
Healthy	35.44909	0.52639	1.89855	0.25344	0	0.07373	0		2.61056	20.7409	0	3.14589	0	0	0	0.19818	0.07373	0
Healthy	19.48455	0.74143	0.20269	0.03209	1.07557	0.01216	0		6.14998	1.9991	5.63325	2.72443	0	0.00309	1.07557	0.04991	0.01216	0
Healthy	20.49155	0.30004	0	0.05391	0	0	0		47.55484	5.15266	0	0.15765	0	0	0	0	0	0
Healthy	19.66284	3.79369	0	1.04495	0.05326	0.37836	0		18.84165	9.52625	0.34964	2.78591	0	0	0.05326	0.31033	0.37836	0.04327
Healthy	25.08572	9.64489	0	0.03758	0.50066	0.0025	0		46.14859	0.43573	7.22119	0.31875	0	0.00574	0.50066	0.01542	0.0025	0.09932
Healthy	19.5748	3.73512	0	1.1305	0.07947	0.43856	0		20.12963	9.43841	0.30701	2.60572	0	0	0.07947	0.39399	0.43856	0.057
Healthy	52.67305	1.75641	0.07345	0.16779	0	0	0		1.53952	0.99319	0.19175	0	0	0	0	0.02257	0	0
Healthy	41.57566	0	0	0	0	0	0.03263		0	0	0	0	0	0.41515	0	0	0	0
Healthy	22.96139	5.49784	8.44249	0.02508	0.71657	0.31131	0		20.08926	5.15259	2.73524	0.63076	0.58844	0.06425	0.71657	1.44914	0.31131	0
Healthy	20.63703	4.51367	0.85535	0.78518	0	0	0		31.30048	0	0	0	0.39124	0	0	0	0	0
Healthy	10.05144	11.70162	0.01393	1.36842	1.05732	0.04058	0		32.74164	0.88191	7.53305	0.27897	0	1.04227	1.05732	0.00985	0.04058	0.03722
Healthy	63.35315	5.25824	0.11128	0.13982	0.37323	0	0.00473		13.55256	1.84895	0.00472	1.14036	0	0.34813	0.37323	0.00683	0	0.00232
Healthy	45.27429	4.74719	0	0.35837	0	0	0		15.84558	5.03952	2.34265	0.10398	0	0	0	0	0	0
Healthy	44.95819	6.12907	0	0.02538	0.07765	0	0		15.20925	10.58456	2.65869	4.28442	0	0.03509	0.07765	0.14281	0	0.00301
Healthy	12.74763	11.67059	0.27974	0.04878	1.15308	0.05119	0		32.72536	1.21768	11.61667	0.52853	2.23143	4.25328	1.15308	0.15864	0.05119	0.13726
Healthy	23.71644	7.32751	9.24227	0.18456	1.55774	0.1071	0.00943		6.434	3.93871	0.01636	2.72492	0	0.00984	1.55774	0.03332	0.1071	0.52262
Healthy	42.70307	7.61823	0.09412	1.57033	0.23941	0	0		16.2186	0.84224	3.32447	1.64144	0.09898	0.02895	0.23941	0.1953	0	0.02185
Healthy	55.09743	0.81438	0.26577	0.29357	0.06607	0.07184	0		15.49266	7.78916	2.072	0.08187	0	0.0072	0.06607	0.01918	0.07184	0
Healthy	28.42015	5.63522	0.16894	0.44869	0.5414	0.04541	0		28.30473	4.43807	0.06679	0.27447	0	0.02182	0.5414	0.0217	0.04541	0
Healthy	85.76701	0.87854	0.50431	0.12559	0.13187	0	0		1.3533	3.23998	0.39353	0	0	0.22118	0.13187	0.17507	0	0
Healthy	46.31599	0	2.7113	0.09109	0	0.01862	0		11.89373	34.0151	0.05045	0	0	0.06968	0	0.51931	0.01862	0
Healthy	8.06714	1.94002	0	0.00529	0.7682	0	0		29.00896	0.28761	26.39206	0.04424	1.22198	5.24183	0.7682	0.0012	0	0.09599
Healthy	54.64931	3.5266	0.09102	0.26517	0	0.16199	0		4.70886	2.13191	0.0067	2.85277	0	0	0	0.13142	0.16199	0
Healthy	18.01873	13.07398	0	0	0.784	0	0		10.20658	0	5.33346	0	13.0073	0	0.784	0	0	0
Healthy	50.44765	3.85358	1.05461	0.29922	0.67529	0.14537	0		0.83373	1.68066	0.59852	0	0	0	0.67529	0.37887	0.14537	0.02121
Healthy	17.39672	24.90227	0.23061	0.00556	0.05352	0.02951	0		13.53684	1.70258	2.37273	0	0	0.0972	0.05352	0.10811	0.02951	0.01861
Healthy	30.902	9.01613	0	3.78623	0.69214	0	0.05125		20.13988	6.7335	3.42578	0	0	3.18989	0.69214	0.03435	0	0.00549
Healthy	64.47198	3.55552	1.35434	0	0	0.01432	0		5.08711	4.01321	0.24737	1.51146	0	0.25922	0	0.00163	0.01432	0
Healthy	54.58879	3.45019	0.06567	0.25451	0	0.15014	0		4.75776	2.15482	0	2.7787	0	0	0	1.85428	0.15014	0
Healthy	54.1138	3.73468	0.06423	0.0309	0.12423	1.83113	0		1.0296	5.39618	1.05543	1.35958	0.05847	0	0.12423	3.75471	1.83113	0
Healthy	39.55514	12.77415	0	0	0.15025	0	0		39.45841	0	1.32898	0	0.09805	0.79898	0.15025	0	0	0
Healthy	27.25262	4.37878	0	0.45707	0.10293	0.56485	0		4.85705	11.58923	0.1562	1.08128	0	0	0.10293	0	0.56485	0.1353
Healthy	7.35251	11.69512	0.07982	0.20182	0.39764	0.16248	0.00417		9.0824	0.01918	0.03212	4.30802	0	3.92209	0.39764	0.20173	0.16248	1.11214
Healthy	8.99422	3.95496	10.5558	0.30039	1.28323	0.69191	0		1.01254	2.89217	1.89486	0	0	0	1.28323	0.07873	0.69191	0.16113
Healthy	24.64582	3.8946	0.64566	0.74605	0.28173	0.30363	0		5.06038	0.86368	7.74791	3.43889	0.22484	0	0.28173	0.06829	0.30363	0.00545
Healthy	40.4185	4.46554	0	2.3087	0	0	0		7.45482	2.17663	1.77574	0	0	0.36713	0	0.05876	0	0
Healthy	48.0867	3.23929	0.41483	0.04616	0.70373	0	0		39.1358	0.00569	0	0.00621	0	0.03666	0.70373	0	0	0.02638
Healthy	21.30606	2.5092	0	0	0.38901	0.74315	0		6.43677	1.23414	5.03771	0.75751	2.32247	0.10733	0.38901	0.87031	0.74315	0
Healthy	31.42897	3.76699	0	3.11276	0.09569	0.54517	0		23.89813	6.09391	0.2105	1.05915	0	0	0.09569	0.23109	0.54517	0.01391
Healthy	26.52604	19.87289	0	5.74877	0	0.16419	0		15.61761	2.07899	2.04301	0	0.61693	0.0173	0	1.84234	0.16419	0
Healthy	64.29251	23.72424	0	0.77799	0	0	0		0.35796	1.24457	0.15771	0	0	0	0	0.01022	0	0
Healthy	7.44438	8.41084	0.75057	0.07271	0	0.03822	0		34.07471	1.95657	17.63812	3.13271	2.47832	0.78396	0	0.71416	0.03822	0.04911
Healthy	12.34935	7.14284	0.31592	0	1.04435	0	0		18.57003	0.56801	31.62532	0.06958	1.2636	0	1.04435	0.00305	0	0
Healthy	15.33509	2.4814	0.44133	0.0368	0.71663	0.68415	0		0.65747	6.20384	2.28952	2.04066	0	0.07088	0.71663	2.64294	0.68415	0.01812
Healthy	77.75445	2.50054	0	0.06033	0.00623	0	0		8.47756	0.87758	0.9359	0	0	0	0.00623	0	0	0
Healthy	49.13067	3.12001	0	0.09105	0	0	0		27.67521	2.11547	0	2.78758	0	0.07214	0	0	0	0
Healthy	0	36.1403	0	0	0	0	0		2.28081	0	0	0	0	0	0	0	0	0
Healthy	16.91623	4.79005	12.8824	0.94112	0.11814	0.23795	0		6.15423	4.76015	2.02697	0.95859	0.95618	0	0.11814	0.0232	0.23795	0
Healthy	37.95172	0	0	0	0	0	0		31.88283	0	0	0	0	0	0	0	0	0
Healthy	32.17151	2.28526	0	0.84802	0	0	0		40.74592	2.22804	1.97905	2.78453	0.42282	0.13581	0	0	0	0
Healthy	47.97273	5.73536	0.05833	0.00263	0.97485	0	0		24.1807	0.9323	7.51266	0	0	0.17814	0.97485	0.0003	0	0
D006973	87.41508	2.14902	0.05475	0.00284	0.17521	0.02461	0		4.12456	0.62134	0.59972	0.074	0	0.01508	0.17521	0.01483	0.02461	0.00259
Healthy	21.33657	3.34317	0	1.01535	0.08153	0	0		56.28629	1.32801	1.01743	0	0	1.90487	0.08153	0	0	0
Healthy	16.60376	7.90289	0.00891	0.02177	0.06902	0.00573	0		47.72142	2.771	0.00829	0.3642	0	0.00714	0.06902	0.0063	0.00573	0
Healthy	3.21568	2.50005	15.69949	0.02736	0	0.00319	0.00389		35.33078	0.21378	0.54169	0.42572	0	1.47288	0	0.00656	0.00319	0.46336
Healthy	20.1324	14.04992	0.25258	0.90539	0.15335	0	0		9.86027	0.07289	0.28721	1.60462	1.22427	0.1933	0.15335	2.23793	0	0
Healthy	29.87602	1.1386	0	0.28073	0.61525	0.14185	0		4.48437	4.89359	4.501	5.08864	0	0	0.61525	1.10571	0.14185	0.03548
Healthy	24.85947	2.30897	0	0	0	0	0		32.93119	2.34769	0	0	2.86015	0	0	0	0	0
Healthy	16.09894	0.35458	0	0	0	0	0		6.24613	2.56929	0	8.1888	0	0	0	0	0	0
Healthy	38.0037	3.90884	0	0.04496	0.1068	0	0		11.46942	0.37432	3.10177	0	0	0	0.1068	0	0	0
Healthy	23.0419	8.70763	0	1.14509	0.3691	0.04985	0		27.45418	6.68363	0.06077	1.63137	0	0	0.3691	0.06237	0.04985	0.0097
D006973	32.60266	5.77579	21.73211	0.56529	0.08139	0.00111	0		11.24354	0.45328	0	0	0	0	0.08139	0.84968	0.00111	0.01069
Healthy	23.39922	11.72179	0	0	0.2526	0	0		40.95522	1.80308	0.00126	0.10023	0	1.50373	0.2526	0.29168	0	0
Healthy	41.11869	0.6569	0	0	0	0	0		35.43431	0.41596	3.49557	0.78	0	0	0	0	0	0
Healthy	67.14626	0.0837	1.16767	0	0	0	0		2.52066	0	0	0	0	0	0	0.01215	0	0
Healthy	21.92394	9.53317	0	0.08956	1.73004	0	0		21.6788	0.00934	24.1739	0	2.05034	0.28609	1.73004	0.00104	0	0
Healthy	85.69532	0.91344	0.35884	0.08192	0.13703	0	0		1.06159	3.33442	0.37974	0	0	0.23984	0.13703	0.16164	0	0
Healthy	34.66937	4.34507	0.16451	0.08956	1.30424	0.0863	0		6.13728	6.62628	1.40761	0	0.19165	0.2488	1.30424	0.16766	0.0863	0.38269
Healthy	23.32263	0.68416	0	0.13231	0.12202	0.02729	0		1.26694	0	0.16767	3.25587	0	0.02661	0.12202	1.43445	0.02729	0
Healthy	8.18515	5.63954	0	0.27376	1.18894	0	0		33.8383	2.02152	20.0314	1.2766	0	5.24658	1.18894	0.01004	0	0
Healthy	67.13676	0.00531	0.00608	0	4.53704	0	0.01084		10.41085	6.23897	0	0	0	0.15621	4.53704	0	0	0
Healthy	0.43813	0.00088	80.18885	0.01465	0	0	0.00023		4.29397	0.00406	0	0	0	0.36095	0	0	0	0
Healthy	67.1886	0.08589	0.95903	0	0	0	0		2.32638	0	0	0	0	0	0	0	0	0
Healthy	4.73998	5.50511	0.01684	0.04409	0.28977	0.21362	0		54.15019	0.66679	5.41299	0.33335	3.55074	0	0.28977	0.01139	0.21362	0
Healthy	23.91484	0.70539	0	0.0823	0.10093	0.08082	0		1.07416	0	0.14691	3.33044	0	0.02263	0.10093	1.50167	0.08082	0
Healthy	56.15529	0.21039	0	0.0795	0	0	0		25.94487	2.51365	2.8031	0	0	0	0	0	0	0
Healthy	55.14266	4.19829	0	0.00619	0.08619	0.00272	0		16.86365	2.91008	0	0.27	0	0	0.08619	0.03783	0.00272	0
Healthy	26.8547	4.48755	0.02795	0	0	0	0		34.48028	0.00639	7.46391	1.153	0	0.03198	0	0.09743	0	0.08739
Healthy	35.59778	3.69891	0	5.06943	0.00628	0.15114	0		21.36465	3.20388	0	2.73067	0	0.08637	0.00628	0.15656	0.15114	0.13643
Healthy	26.67307	0.9355	0	0	0	0	0		35.78451	0.87586	1.81634	2.78029	7.62638	2.78531	0	0	0	0
Healthy	9.90596	2.04327	1.58131	0.04325	0	0	0		0.69045	0.03097	0	0.79682	0	0	0	0.30865	0	0
D006973	56.24613	18.01239	0.40027	0.63392	0	0.15832	0		1.04633	0.61671	0.24592	0.03218	0	0	0	0.36203	0.15832	0.05467
Healthy	34.85203	3.66512	0	5.1546	0.01508	0.17345	0		21.17164	3.07241	0	2.67969	0	0.0692	0.01508	0.17156	0.17345	0.09859
