group	Blautia_A_wexlerae	Streptococcus_sp001556435	Ruminococcus_B_gnavus	Anaerostipes_hadrus	Streptococcus_parasanguinis_D	Clostridium_A_leptum	Adlercreutzia_equolifaciens	Eisenbergiella_tayi	Gordonibacter_pamelaeae	Eggerthella_lenta	Faecalibacterium_sp900539885	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Bacteroides_thetaiotaomicron	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Dorea_formicigenerans
Healthy	0	0	0	0	0	0	0	0	0	0	0.72061	3.16588	3.81223	0	0	0	0	0	0	0
D008545	0.17682	1.63471	1.2886	1.6449	1.74438	0	0.70053	0	0.00634	0.03087	0	0	15.6157	0	0	6.00483	0	0.20559	0.17682	3.7101
Healthy	0.02453	0	0	0.03148	0	0.02393	0	0.24781	0	0	0.87445	2.99115	0	0	0	0.02001	0	0.07065	0.02453	0.24513
Healthy	0.09957	0	0	0	0	0	0	0	0	0	0.87486	8.78376	1.77802	1.59696	0.08195	0.38073	0.14791	0.46787	0.09957	0.02477
Healthy	0	0	0	0	0	0.1613	0	0	0	0	2.39949	0	0.81955	0	0	0.19684	0	0.17744	0	0
Healthy	0.22411	0.44688	0	0	0	0	0	0	0	0	9.29104	2.32081	3.85078	1.21063	0	0.03291	0	0.50269	0.22411	0
Healthy	0.19399	0	0	0	0	0	0.00978	0	0	0	3.84607	5.42696	0.58793	0	0	0.32876	0.03874	0.02969	0.19399	0.01805
Healthy	0.13808	0	0.01852	0	0	0	0	0	0	0	1.21897	0.32583	3.87222	0.41959	0.35948	0.22	0.29118	0.06808	0.13808	0.13039
Healthy	0.09905	0.01043	0.00772	0.01251	0	0	0	0	0	0	10.3558	8.47135	0	0.82515	0.0865	0.14315	0.29798	0.00876	0.09905	0.19767
Healthy	1.10495	0	0	0.45179	0	0	0.20674	0	0	0	2.31772	0	0	1.4508	1.40165	0.41305	0.20042	0.10242	1.10495	0.21618
Healthy	0.06774	0	0.049	0	0	0	0.02397	0	0	0	4.35958	5.50524	0.68724	0.01554	0	0	0.23006	0.132	0.06774	0.07225
Healthy	0.22235	0.37201	0.01557	0.08424	0.11199	0	0.28854	0	0	0.00061	5.18205	23.4107	2.17007	0.38808	1.65328	2.59892	2.51173	0.00138	0.22235	0.99439
Healthy	0.02186	0	0.1409	0.0159	0	0.28607	0	0	0	0	4.28301	0.62822	0	1.16084	0.01053	0	0.06298	0.01509	0.02186	0
Healthy	0	0	0.01524	0	0	0.07144	0	0	0	0	6.68161	0.24221	0	0.01365	0	0	0	0.10067	0	0
Healthy	0	0.00681	4.49294	0	0.01433	0	0	0	0	0	0	0	0	0	0	0	0	0.26963	0	0
Healthy	0	0	0	0	0	0	0.00302	0	0	0	3.59901	0.13188	0.50367	0.77719	0	0.35674	0.03989	0.03815	0	0.01139
Healthy	0.03079	0	0	0	0	0	0	0	0	0	1.95734	1.18515	0.68628	0.42146	0.01975	0.64789	0.22324	0.22502	0.03079	0.09359
Healthy	0.39222	0	6.37102	0.10628	0.05166	0	0	0	0	0	0.03374	0.03003	0.03046	10.9313	3.89371	0	0.00155	0.15092	0.39222	0
Healthy	0.0541	0	0.11527	0	0	0	0	0.05755	0	0	1.70432	0.34761	0	0	0	0	0	0	0.0541	0.00674
Healthy	0.17841	0.00854	0	0.00806	0	0.02425	0.02079	0	0	0	1.58494	34.0773	0	0.66112	0.66433	0.07668	0.9726	0.27085	0.17841	0.28061
Healthy	0.04287	0	0	0	0	0	0	0	0	0	5.33615	1.6719	0.01084	0	0.30436	0.0631	0.13946	0.11862	0.04287	0.02673
Healthy	0.1279	0	0	0	0	0	0	0	0	0	0.19194	1.32344	0.0169	0.59592	0.21395	0	0.36396	0.10282	0.1279	0.04038
Healthy	0.45702	0.43945	0.00738	0.01295	0.1557	0.17625	0	0	0	0	5.33892	6.44648	0.04814	0.04038	0.67225	0.78978	0.55195	0.02803	0.45702	0.16144
Healthy	0	0	0	0	0	0	0.08056	0	0	0	3.36616	3.07228	0.29995	0.01838	0	0	0	0.09152	0	0.01255
Healthy	0	0.156	0	0	0.0532	0	0	0	0	0	0.00099	0	0	0	0	0	0	0	0	0
Healthy	0.03799	0.0094	0.05433	0	0	0.3525	0	0.19173	0	0	0.74589	0.05765	0	0.25306	0.12357	0.50162	0.05702	2.69161	0.03799	0.16576
Healthy	0	0.04908	0	0	0	0	0	0	0	0	0	0	0	0.20778	0	0	0	0	0	0
Healthy	0.01819	0	0	0	0	0	0	0	0	0	1.85224	1.52421	1.07014	0	0.05138	0.0202	0.00225	0.03117	0.01819	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.30134	0	0	0	0	0	0	0	0	0
Healthy	0.00365	0.01613	0.02884	0.28035	0.00355	0	0	0	0	0.0372	8.97394	0	0.01054	0	0	0	0	0.13936	0.00365	0
Healthy	0.14612	0	0	0.00533	0	0	0	0	0	0	3.60867	6.05584	0.77139	0.15691	0.00544	0.73193	0.17707	0.00478	0.14612	0.0856
Healthy	0.2167	0.15953	0	0.09517	0	0	0	0	0	0	4.93733	3.76828	1.26811	0.34643	0.98426	0.08247	0	0.21821	0.2167	0
Healthy	0.39852	0	0.00521	0.18483	0	0.1406	0.10046	0.05397	0.00582	0	5.95576	0.70251	3.792	0	0.45028	1.0228	0.49944	0.08502	0.39852	0.20881
Healthy	0.67419	0.26364	0	0.05047	0.01442	0.00847	0.89877	0.00953	0.00021	0.01219	8.7384	17.2216	0.00017	1.013	1.12538	0.10184	0.46006	0.04053	0.67419	0.11536
Healthy	0.0522	0.03355	0.01194	0.03165	0.24639	0.94841	0.00556	0.1033	0	0	0.13883	5.31381	0.00658	1.60137	0.05618	0.08576	0.25426	0.38381	0.0522	0.58301
Healthy	0.40114	0	0	0.07831	0	0	0	0.02663	0	0	3.89302	1.2215	8.04852	0.74361	0.31031	1.35721	0.61408	0.08248	0.40114	0.12886
Healthy	0.18079	0	0	0	0	0.02683	0	0.0567	0.14611	0.02291	0.11187	0	1.90148	0	0	0	0	0.00557	0.18079	0
Healthy	2.17074	1.44804	0	0	0.67952	0	0	0	0	0	11.0999	0	0	2.10271	1.48763	0	1.9915	1.93849	2.17074	0
Healthy	0.10055	0	0.05081	0	0	0	0	0	0	0	5.36339	6.99183	0.59437	0	0.29127	0.77981	1.00579	0.5911	0.10055	0.31746
Healthy	0.2139	0.00177	0	0.10719	0.11576	0	0	0	0	0	6.02286	0.19504	4.765	1.28024	0.41375	0.49817	0.39766	0.0353	0.2139	0.15089
Healthy	0	0	0	0	0	0.18143	0	0.01459	0	0	2.81074	0	0	0	0	0	0	0.96057	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.07754	2.6979	19.9753	0.12712	0	0	0.07456	1.78913	0	0
Healthy	0.00713	0	0.53862	0	0	0.17843	0	0.00692	0	0	1.62934	0.82658	0	0	0	0.00785	0	0	0.00713	0.01632
Healthy	0.05334	0	0	0	0	0	0	0	0	0	3.45506	1.22861	0.00512	6.41034	0	0	0.03594	0.13928	0.05334	0
Healthy	0.39125	0	0.01642	0.22546	0	0	0	0	0	0	10.9228	6.22995	1.3711	0.10537	0.02408	0.14356	0.26971	0.17118	0.39125	0.11078
Healthy	0	0	0	0	0	1.11115	0.24821	0	0	0	4.33669	0	1.10035	0.39561	0	0	0	0.1055	0	0
Healthy	0	0	0	0	0	0.17996	0	0	0	0	2.45101	0	0	0	0	0	0	1.23859	0	0
Healthy	0.24163	0.03264	0.03344	0.04428	0.00152	0.00067	0.02284	0	0.00737	0	16.6242	0.00984	15.9513	1.46751	0.26801	0	0	0.00474	0.24163	0.21021
Healthy	0.03315	0	0.00807	0	0	0.05612	0	0.0359	0.01524	0	0.40084	0.26197	0.52659	0	0.01831	0	0.05932	0.02115	0.03315	0
Healthy	1.44976	0	0	0	0	0	0	0	0	0	20.3138	0.30216	0	0	1.74869	3.33508	1.28903	1.25814	1.44976	1.39927
Healthy	0	0.01008	0.70303	0	0	0	0	0	0	0	0	0	0	2.19892	0	0	0	0.01055	0	0
Healthy	0	0	0	0	0	3.11558	0	0	0	0	2.33477	0	0	3.26432	0	0	0	3.32961	0	0
Healthy	0.06446	0.00221	0.00713	0	0	0.05555	0	0.01156	0.02223	0	0.93458	3.17188	4.40374	0	0.06631	0.09844	0.0901	0.11128	0.06446	0.01617
Healthy	0.20694	0	0.00115	0.1669	0	0.01141	0.00032	0	0	0	0.44599	0.59057	1.76387	0.58485	0.40015	2.29521	1.42807	0.26461	0.20694	0.05047
Healthy	0.89208	0	0	0	0	0	0	0	0	0	27.3379	13.4488	9.13784	0	0.42947	2.20511	0.91639	0.46858	0.89208	0.28684
Healthy	0.44256	0.63987	0.08482	0.02462	1.11697	0.04002	0	0	0	0	8.84623	1.27411	1.1627	0.04144	0.72681	2.18663	1.28634	0.14649	0.44256	0.25765
Healthy	0.01195	0	0.56926	0	0	0.14604	0	0.0035	0	0	1.6754	0.90216	0	0	0	0.01307	0	0.16671	0.01195	0.01454
Healthy	0	0	0	0	0	0	0	0	0	0	0.38265	1.46396	1.92515	0	0	0.38006	0	0	0	0
Healthy	0.10432	0.10391	0	0.04291	0.11415	0.03563	0	0	0	0	12.2539	12.0644	0.00697	0.71614	0.42374	0.03342	0.43455	0.27688	0.10432	0.02606
D008545	0.42037	0.63845	0.01551	0.04873	1.10119	0.05397	0.08834	0.00179	0.04978	0.00564	1.69057	5.86349	0	2.50696	0	0.50934	0.41018	0.00555	0.42037	0
Healthy	0.00986	0	0.16037	0	0	0	0	0.04975	0	0	1.01859	0.36653	0	0	0	0	0	0	0.00986	0.00286
Healthy	0.03414	0	0.00686	0	0	0.03477	0	0.02585	0.02455	0	0.40947	0.25616	0.53951	0	0.01036	0	0.05519	0.0168	0.03414	0
Healthy	0.24729	0	0	0.01523	0	0.01159	0.02872	0	0	0	4.77005	4.28327	1.51803	1.52138	0.54808	0.10754	0.38026	0.03012	0.24729	0.11045
Healthy	0	0.11957	18.817	0.00108	0.11275	0.06489	0	0	0.00495	0.02148	0.00136	0.00613	0.00545	2.55154	0.09124	0	0	0.00932	0	0
Healthy	0.20582	0	1.75217	0	0	0.51628	0	0.05136	0	0	1.88624	1.53564	0	0	0.02852	0.05591	0	0	0.20582	0.08321
Healthy	0	0	45.5019	0	0	0	0	16.2469	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.52078	0.16851	0	0	0	0	0.04119	0	0	0	4.25935	9.71163	10.1243	0.52202	2.00749	1.39323	0.42585	9.61954	0.52078	1.45594
Healthy	0.34225	0.15901	0.00324	1.00385	0.04319	0.02162	0.10484	0	0.08947	0.01124	10.9615	11.0742	12.8012	0.07158	2.29728	0	1.66693	0.07598	0.34225	0
Healthy	1.76297	0	0	0.38611	0	0	0.26879	0	0.01356	0	5.79401	0	0	0.03376	1.83804	1.39563	0.36626	0.16449	1.76297	0.56625
Healthy	0	0	0	0	0	0	0	0	0	0	0.59166	0	0	7.86576	0	0	0	0.03548	0	0
Healthy	0.14065	0	0	0	0	0.03442	0	0.05863	0.15515	0.00983	0.11478	0	1.92937	0	0	0	0	1.04049	0.14065	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.01506	0.0307	0.00266	0.00568	0	0	0	0	0	0	0.65922	0.0052	0.80206	0.18216	0.00367	0.00305	0	0.68722	0.01506	0.02371
Healthy	0.32489	0	0	0.11525	0	0	0	0	0	0	7.85285	10.9443	2.34333	0.09124	0.63368	0.74823	0.34284	0.06369	0.32489	0.04986
Healthy	0.24101	0.03728	0.00298	0.1839	0	0.00805	0.00851	0.00378	0.00421	0	2.89893	18.4545	8.42172	0.66164	2.12998	0.60754	1.34834	0.00691	0.24101	0
Healthy	0.65774	0.06002	0	0.02039	0.04664	0.01848	0.21066	0	0.01809	0	9.96416	8.54178	9.57528	0	0.7793	1.17838	1.80453	0.03043	0.65774	0.49583
Healthy	0.15036	0.00128	0.00278	0.01063	0.00068	0.14975	0.51473	1.1556	0.12701	0.00671	0.29439	0.17439	8.39543	0.1376	0.0151	0.21952	0	0.52288	0.15036	0.00799
Healthy	0.083	0.02929	0	0.13995	0	0	0.03319	0	0	0	3.09986	3.10548	0.83522	0.19423	0.62809	0.04954	0	0	0.083	0
Healthy	0	0	0	0	0	0.14	0	0	0	0	2.49104	0	0.81023	0	0	0.19443	0	0.22377	0	0
Healthy	0.26307	0	0	0.14712	0	0.0276	0	0	0	0	1.19643	7.65001	4.4226	1.16374	0.74421	0.33435	0.27494	0.02715	0.26307	0.13007
Healthy	0	0	0	0	0	0	0	0	0	0	1.50752	0	0	0	0	0	0	0	0	0
Healthy	0.02311	0	0.00287	0	0	0.28907	0	0	0	0	2.18052	2.44265	0	1.47213	0.00791	0.06695	0.01192	0.05596	0.02311	0.00425
Healthy	0.16455	0.00742	0	0.04452	0	0	0	0	0	0	5.89465	0.97446	0.02996	4.78051	0.67444	0.21454	0.94192	0.01692	0.16455	0.22108
Healthy	0.1666	0.00703	0	0.03144	0	0.08063	0	0	0	0	4.34128	2.80189	0.65649	0.48377	0.13127	0.33291	0.29754	0.27697	0.1666	0.09919
Healthy	0.0785	1.10313	0.07419	0.69532	0.57126	0	0	0	0	0	0.10933	6.73604	3.09492	0.3292	4.74227	0	0.34007	0.02943	0.0785	0.20348
Healthy	0.0646	0.02839	0	0.01246	0	0	0.18957	0	0	0	7.41547	0.60996	0.32312	0.09911	0	0	0	0.06623	0.0646	0
Healthy	0.1194	0	0.01323	0.0128	0	0	0	0	0	0	1.88756	0.3087	4.12254	0.36637	0.40011	0.26794	0.30007	0.21757	0.1194	0.197
Healthy	4.54149	1.58836	0	0.62381	0.63254	0	0	0	0	0	14.3527	2.83058	3.90077	0	5.63275	0.56946	2.38164	2.94672	4.54149	5.60914
Healthy	1.70506	2.48377	0	0.16063	0.29908	0.04985	0.00837	0.00028	0	0	3.46182	5.15765	3.10593	0.00142	5.83803	5.19683	1.74075	0.01645	1.70506	1.75085
Healthy	0.1212	0.16048	0	0.05979	0	0	0	0	0	0	3.34998	3.10598	0	0.23931	0.76011	0.09005	0.16124	0.57714	0.1212	0.26581
Healthy	0.8651	0.03722	0.04795	0.19272	0.01984	0.01269	0.02603	0.06349	0	0	1.9173	18.5947	0.00331	0.00121	0.43905	0.69805	0	0.3672	0.8651	0.4979
Healthy	0	0.02226	0	0	0.05612	0	0	0.03276	0	0	0.00584	0	0	0	0	0	0	0	0	0
Healthy	0.0265	0	0	0	0	0	0.12188	0	0	0	3.84531	2.11888	0.1398	0.17325	0	0	0.04213	0.11307	0.0265	0.00584
Healthy	0	0	0	0	0	0	0	0	0	0	1.36302	0	0	0	0	0	0	0	0	0
Healthy	0.66261	0	0.02707	0	0	0	0.07832	0.09915	0.2212	0	5.91026	0.0139	0.06332	0.76507	1.0191	0	0.19007	0.30902	0.66261	0.10806
D008545	3.02767	0.20888	0.00028	0.38541	0.05417	0.51451	0.10858	0.14243	0.24766	0.01262	1.52347	2.17524	0.00027	0.03679	1.62112	3.3005	0.02062	0.26117	3.02767	2.82371
Healthy	0	0	0	0	0	0.04293	0.07426	0	0.02252	0	8.48811	3.00596	0.06784	0.03136	0	0	0.01814	0.3297	0	0.05204
Healthy	0.11031	0.05721	0	0.01772	0.04932	0	0	0	0	0	0.37684	5.9367	0.15074	0.03465	0.39516	1.13521	0.24617	0.19296	0.11031	0.25573
Healthy	1.90732	0	0	0.48104	0	1.67549	0	0	0	0	7.94932	3.28967	4.11484	0	1.93673	0.16468	4.07631	1.77683	1.90732	0
Healthy	0.02782	0	0.07541	0	0	0	0	0	0	0	1.33063	0.14389	0	0	0	0	0.18841	0.06643	0.02782	0
Healthy	0.08483	0.01322	0	0.01458	0	0	0.05835	0	0	0	6.16123	0.35887	0	1.24295	0.11583	0.15557	0.04307	0.55186	0.08483	0.06334
Healthy	0.16765	0	0.05298	0.00253	0	0.00692	0.06438	0	0.00503	0	7.77486	0.57048	1.77165	9.73616	0.10631	0.0515	0.02658	0.02682	0.16765	0
Healthy	0.02855	0	0.87888	0	0.02009	0	0	0	0	0.04844	0.14551	0	0.00231	0	0	0	0	0.04693	0.02855	0
Healthy	0.00971	0	0	0	0.03296	0	0.10709	0	0	0	6.55325	0.21206	0	1.17999	0	0.06861	0	0.30142	0.00971	0.01378
Healthy	0.53581	0.07064	0	0.03972	0.22141	0.16625	0	0	0	0	5.26283	13.013	4.8803	0.52812	0.543	0.53856	0.52489	0.36052	0.53581	0.3198
Healthy	0.22387	0.42772	0.06624	0.30392	0.11019	0.05672	0.01877	0	0	0	5.2759	1.78653	1.41092	2.82175	0.24817	0.12829	0.2302	0.14598	0.22387	0.19975
Healthy	4.56435	0.02654	0.0158	0.11671	0.014	0.0395	0	0	0	0.03917	13.1177	0	16.9909	0	4.48	0	1.25508	0.10166	4.56435	0.5304
Healthy	0.04266	0.00637	0	0	0	0	0	0	0	0	1.39867	1.45218	1.63918	0	0	0.59874	0.09436	0.05029	0.04266	0.05696
Healthy	1.37619	0.71633	0	0.17473	0.08236	0.00362	0.07728	0.00148	0	0	6.55498	9.42692	2.023	0.13769	1.47699	2.41936	0.57493	0.19277	1.37619	0.70653
Healthy	0.0793	0.05783	0.14942	0.04705	0	0.0061	0.01007	0	0	0	1.97956	0.36594	0.00936	0.07239	0.12549	0.05999	0.04174	0.08632	0.0793	0.04569
Healthy	0.10694	0.06271	0.10458	0.05583	0.03175	0.32197	0	0	0	0	3.07065	5.41096	0	0.87487	0.24302	0.06224	0.34656	0.08914	0.10694	0.16567
Healthy	0	0	0.00138	0.00017	0.01327	0	0	0	0	0.00919	0.00063	0	0	0	0	0	0	0	0	0
Healthy	0.32196	0.01899	0.05136	0.10221	0	0	0.06715	0	0.01269	0	22.1227	11.4383	0.98273	1.6549	0.4571	0.28947	0.05512	0.28145	0.32196	0.29736
Healthy	0.14961	0.10808	0.06721	0.04304	0	0	0	0	0	0	15.6651	10.2193	0	1.71045	0.09917	0.03169	0.03823	0.10165	0.14961	0.05804
Healthy	0.11992	0.73234	0	0	0.30041	0	0	0	0	0	3.51086	23.0299	0	0	0.37538	0	0.54602	0.26585	0.11992	0.59356
Healthy	0.21056	0.00649	0.05476	0.00407	0	0.01005	0.05886	0	0.01391	0.00196	7.78592	0.7152	2.24783	4.5755	0.13257	0.05943	0.03232	0.03352	0.21056	0
Healthy	2.09826	4.99158	0.11092	0.14442	0.89274	0	0	0	0	0	13.7774	6.57865	9.60666	0.45959	0.01658	1.1824	0	0.3799	2.09826	0.59232
Healthy	0	5.92212	0	0	1.03069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.17166	0.02009	0.00921	0.00323	0	0	0.04786	0	0.00141	0	5.84716	8.12778	0.8393	0.49706	0	0.00363	0.03369	0.01592	0.17166	0.00483
Healthy	1.91896	0	0	0.50753	0	0	0	0	0	0	2.98849	15.2147	0	0.25522	2.88	2.53307	2.19451	0.49496	1.91896	0.07475
Healthy	0.30948	0	0	0	0.04688	0	0	0	0	0	6.19288	42.4619	2.38069	0	0	0.16812	0.02394	0.39661	0.30948	0.22946
Healthy	0	0	0	0	0	0	0	0	0	0	0.98175	22.1206	0	0	0	0	0	0	0	0
Healthy	0.20038	0.03277	0	0	0.0038	0	0	0.09344	0	0	1.81197	3.37783	5.78053	0.03247	0.24326	0.48304	0.65885	0.02397	0.20038	0.27903
Healthy	0	0	0	0	0	0	0	0	0	0	1.37762	5.93593	0	0	0.82847	0	0	0	0	0
Healthy	0.42914	0.18825	0.10392	0.15882	0.11396	0.04089	0	0.01953	0	0	5.23823	2.94971	0	0.13886	1.76766	1.28451	1.03107	0.06742	0.42914	0.42677
Healthy	0.06754	0.03694	0	0.00424	0	0	0.2305	0	0	0	7.20022	0.59144	0.35632	0.08835	0	0	0.00734	0.08172	0.06754	0.00544
Healthy	0.03653	0	0	0.04803	0	0	0	0	0	0	2.74232	1.64572	0	0.65347	0.13645	0.03423	0.08773	0.06653	0.03653	0.03839
Healthy	0.6589	0	0	0	0	0	0	0	0	0	5.53753	2.67122	0	0	0.37718	0.10913	0.76801	0.69384	0.6589	1.746
Healthy	0.00313	0	0.05403	0	0	0	0.0225	0.14062	0	0	1.31569	4.99564	0	0.47856	0	0	0.12878	1.29326	0.00313	0
Healthy	0.29276	0	0.00023	0.02038	0	0.00991	0.00775	0.00241	0	0	2.11787	2.21795	0.00164	0.58288	0.62547	1.45616	0.60325	0.17969	0.29276	0.26436
Healthy	0	0	0	0	0	3.11807	0	0	0	0	2.57487	0	0	3.2424	0	0	0	3.56064	0	0
Healthy	0.02975	0.01361	0	0	0	0	0	0	0	0	1.40939	1.47681	1.64681	0	0	0.5623	0.10507	0.05646	0.02975	0.04591
Healthy	0.19966	0	0	0.07277	0	0	0	0	0	0	0.61694	5.11076	6.88277	7.40041	0.28197	0	1.02949	0.70856	0.19966	0
Healthy	0.29632	0.00651	0.01962	0.06465	0	0.05532	0.02167	0	0	0	0.88225	6.59906	0	0.03906	0.05091	0.50429	0.40574	0.02892	0.29632	0.23687
Healthy	0.28347	0	0.00727	0	0	0.05124	0	0.4753	0	0	2.17683	1.5182	1.29409	0	0	0.35637	0.27846	0.02835	0.28347	0.05736
Healthy	0.06124	0	0	0	0.02664	0	0	0	0	0	1.18111	0.0942	0.71916	1.04822	0.00334	0.0369	0	0.0818	0.06124	0.01111
Healthy	0.23912	0.35272	0	0.02941	0.03104	0.09449	0.0131	0	0	0	3.04316	8.24063	0	0.08432	0.74319	1.93821	0.26315	0.00886	0.23912	0.16113
Healthy	0.46406	0	0	0.07029	0	0.0137	0	0	0	0	1.07191	10.7935	2.26922	0.0936	0.08665	0.21724	0.0185	0.16195	0.46406	0.01587
Healthy	1.25771	0.47352	0.05922	0.33316	0.11218	0.06197	0.36189	0.00087	0.00841	0.02153	11.682	1.68746	0.00276	0	0.44579	0.32461	0.72295	0.06153	1.25771	0.42121
Healthy	0	0	0	0	0	0	0	0	0	0	0.4862	1.34333	0.96731	0.07771	0	0	0	4.46274	0	0
Healthy	0.09158	0.01493	0	0.0502	0	0	0	0	0	0	12.0396	26.2715	0.54766	0	0.09464	1.15878	0.30164	0.64783	0.09158	0.13705
Healthy	0.03307	0	0.00424	0	0	0.05108	0	0.02935	0.01457	0	0.39706	0.26392	0.52013	0	0.02161	0	0.04993	0.00744	0.03307	0
Healthy	0.05341	0.03325	0.09079	0	0	0.12642	0	0	0	0	5.41627	0	0	0.30591	0.01455	0.08991	0	0.28822	0.05341	0
Healthy	0.15615	0.17503	0	0.23802	0.0989	0	0	0	0	0	0.23224	8.82371	5.93404	0.63251	0.33302	0.37798	0.50135	0.01836	0.15615	0.39601
Healthy	1.97014	0.23748	0.01833	0.15921	0.06096	0.01774	0.28236	0	0.001	0.00597	7.30142	0.04429	0.0132	0	1.60361	0	1.26519	0.12604	1.97014	0.01663
Healthy	0.00913	0.01524	0	0	0.09126	0	0	0	0	0.00572	0.00403	0	0	0	0	0	0	0.00599	0.00913	0
Healthy	0.03654	0	0	0	0	0	0	0	0	0	4.55948	0.71613	0	0.88989	0	0	0	0.30822	0.03654	0
Healthy	0.67388	0.08508	0.03682	0.02525	0.02874	0.02469	0.04494	0	0	0	10.8539	0.53221	6.1614	0.33783	1.94593	2.5804	2.72096	0.08755	0.67388	0.65191
D008545	0.84473	4.19384	2.19231	0.01126	0.17214	0	0	0	0	0.17329	0	24.3871	8.48141	0	0.28752	0	0	0.23002	0.84473	0.33657
Healthy	0.28728	0.05234	0	0.58708	0	0	0.11632	0	0.02459	0	16.5485	8.72259	10.2421	0	1.15529	0	0.8453	0.80214	0.28728	0
Healthy	0.02197	0	0	0	0	0.00066	0.00385	0	0.00161	0	1.62259	1.31038	0.23193	0.00507	0	0	0.01248	0.00544	0.02197	0.03158
Healthy	0	0	0.03025	0	0	0.05386	0	0	0	0	0	0	0	1.44257	0	0	0	1.80805	0	0
Healthy	0	0	0.66941	0	0	0	0	0	0	0	0	0.68621	0	0.76486	0	0	0	0.08671	0	0.05121
Healthy	0.06075	0	0.04723	0	0	0	0.04209	0	0	0	4.19395	5.36054	0.70141	0.00852	0	0.00622	0.15944	0.14802	0.06075	0.05541
Healthy	0.00176	0.16323	0.0966	0.15691	0.00154	0	0	0	0	0.00078	6.34366	0.00364	0	0.15618	0.72378	0	0.26927	0.008	0.00176	0
Healthy	1.27883	0.01758	0	0.18871	0.00282	0.0191	0.12112	0.0008	0	0.00068	7.08009	1.83446	1.58675	0.22852	1.68092	0.93808	0.53431	0.33043	1.27883	0.90018
Healthy	0	0	0	0	0	3.22159	0	0	0	0	2.50568	0	0	3.08974	0	0	0	3.61301	0	0
Healthy	4.06449	0.03534	0.83297	0.214	0.04118	0.15521	0.10755	0.01404	0.04048	0.01018	1.73439	0	22.2761	0.07452	0.35005	0	0	0.07279	4.06449	0
Healthy	0	0	0	0	0	0	0	0.02027	0	0	0.49956	0	0.69795	0.01359	0	0	0	0.65743	0	0
Healthy	0.28783	0.52688	0.55231	2.56075	0.23055	0	0	0	0	0	17.6109	0.8193	0	0	2.3264	0	0.68297	1.4959	0.28783	1.6565
Healthy	0.0212	0.04636	0	0	0	0	0	0	0	0	4.16388	0	1.89533	0.01578	0	0.02402	0.01754	0.02274	0.0212	0.02193
Healthy	1.39602	0.07997	0	0.4148	0.14519	0	0	0	0	0.00958	12.9825	0.1546	0.00105	5.16591	3.86381	2.98658	0.99878	0.58194	1.39602	1.0285
Healthy	0.0775	10.0295	0	0	4.09312	0.84083	0	0	0	0	5.27139	9.19269	0	0.64685	0.04561	1.35563	0	0.1967	0.0775	0.84245
Healthy	0.11398	0.0251	0.02166	0	0.15796	0.0304	0	0.03069	0	0	2.96062	0.52949	0	2.03173	0.06702	0.5246	0.36599	0.10655	0.11398	0.66633
Healthy	0.12526	0.14285	0	0.01408	0.01586	0.05241	0.0039	0	0	0	8.72739	13.8854	0.03703	4.61513	0.26759	0.84836	0.53276	0.10933	0.12526	0.22359
Healthy	0.15352	0.14891	0	0.07048	0.46513	0.00755	0	0	0	0	5.31525	2.29949	0.65889	0.08962	0	0.08596	0.07912	0.23218	0.15352	0.03892
Healthy	0	0	0	0	0	0	0	0	0	0	3.05349	0	0.18904	0.04802	0	0.31082	0.31352	0	0	0
Healthy	0.49286	0	0	0.03335	0	0.03432	0.02211	0	0	0	13.2907	2.48249	0.09485	0.67881	0.71797	0.54812	0.24589	0.31827	0.49286	0.16943
Healthy	0.44237	0.0216	0.00545	0	0	0	0	0	0	0	4.87011	10.05	0.01571	0.11478	1.4544	0.1231	0	0.52887	0.44237	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.36351	0	0	0	0	0	0	0	0	0
Healthy	0.49198	0	0.21826	0	0	0	0	0	0	0	9.96137	7.86381	0	0	0.25848	3.05692	1.12104	0.33659	0.49198	0.64873
Healthy	0.06699	0.01835	0.00584	0.32163	0	0.03857	0.00447	0.03293	0.00442	0	0.73419	0	0	3.0579	0.39933	0	0.25468	0.00399	0.06699	0
D008545	9.91196	10.5769	0.00781	0.25196	4.29393	0.16022	2.00552	3.50837	0	0.02209	0.02213	0.0299	0.00455	2.23269	0.0001	0.00104	0	0.00846	9.91196	0
Healthy	0	0	0.62104	0	0	0	0	0	0	0	0	0.63258	0	0.71856	0	0	0	0.05519	0	0.05036
D008545	3.66263	0.13335	0.00326	0	0.02938	0.069	0	0.01733	0.21103	0.00751	2.60253	3.02432	0.00038	3.8839	0	0	3.04825	0.00154	3.66263	0
