group	Blautia_A_wexlerae	Streptococcus_sp001556435	Ruminococcus_B_gnavus	Anaerostipes_hadrus	Streptococcus_parasanguinis_D	Clostridium_A_leptum	Adlercreutzia_equolifaciens	Eisenbergiella_tayi	Gordonibacter_pamelaeae	Eggerthella_lenta	Faecalibacterium_sp900539885	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Bacteroides_thetaiotaomicron	Anaerobutyricum_hallii_A	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Dorea_formicigenerans
Healthy	1.5185	0.36812	0.08494	0.02995	0.09563	0.36082	0.07829	0	0	0	1.37983	4.50949	10.4931	0	2.93196	1.64273	1.54213	0.06202	1.5185	0.68573
Healthy	0.06372	0	0.03095	0.02148	0	2.61938	0	0	0	0	7.74201	0	0	1.13389	0.03383	0.08797	0	0.00693	0.06372	0.02261
Healthy	4.26326	12.1804	0.01073	0.14417	2.87508	0.08101	0	0	0.03042	0.00115	2.21486	3.07731	6.64593	0.40477	2.93058	2.49819	3.79631	0.02758	4.26326	1.07404
Healthy	0.13799	0.49284	0.19827	0	0	0	0	0	0	0	3.29824	4.68797	4.84148	1.058	0	0	0	0.44901	0.13799	0
Healthy	0.00433	0.03714	0	0.01303	0.05434	0	0.00387	0	0	0	5.71834	3.32931	2.47337	0.12827	0	0.04034	0.05791	0.22368	0.00433	0
Healthy	0.16508	0	0	0.0101	0	0	0.13326	0	0.00264	0	11.721	6.18801	0	0.00942	0.25588	0.30471	0.33405	0.07233	0.16508	0.18623
Healthy	0.02082	0	0	0	0	0	0	0	0	0	2.36049	3.37017	0.97302	2.19231	0.04583	0.06157	0.00285	0	0.02082	0
Healthy	0.48566	0.58623	0.09088	0.07937	0.04146	0.11131	0.25069	0.01802	0.00931	0.01799	7.68466	1.20484	3.51069	0.77192	1.30915	0.97336	1.02403	0.24894	0.48566	0.84626
Healthy	0	0	0	0	0	0	0	0	0	0	18.0538	0.23085	0.05279	0.24188	0	0	0	0.04522	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.86281	12.983	12.1993	0	0	0	0	0	0	0
Healthy	0.00827	0	0	0	0	0	0	0	0	0	4.65646	0.74387	0	0.91611	0	0	0.02417	0.03575	0.00827	0
Healthy	0.10914	0	0	0	0	0	0	0	0	0	3.71994	1.10866	0.16947	0.16143	0.02923	0	0	0.21507	0.10914	0.03956
Healthy	0.60862	0	0	0	0	0	0	0	0	0	8.53755	2.45716	7.43489	0	0.17201	0.05441	0.09004	0.86456	0.60862	0.08574
Healthy	0.13568	0	0	0	0	0	0.69813	0	0	0	18.5606	3.39046	0	0	0.24406	0.6574	0.37737	1.26444	0.13568	0.20625
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.27633	0.08695	0	0.54	0	0	0	0	0	0	5.38761	17.2957	2.68433	0.66184	0.76896	0.20685	0	0.06154	0.27633	0.04776
Healthy	1.72027	0.41218	0	0.38646	0.04946	0	0.09962	0	0.06098	0.00202	5.49195	0.17733	0.68281	1.11726	0.27384	0.3694	0.96882	0.01124	1.72027	1.5553
Healthy	0.54225	0.08827	0	0.02094	0.05442	0.30366	0	0	0	0	1.61018	3.05624	0	3.09442	0.41152	0.45312	0.5473	0.07512	0.54225	0.49374
Healthy	0.02195	0.05298	0	0	0.00967	0	0	0	0	0	5.13381	0.29188	0	0.86271	0	0.05338	0	0.03076	0.02195	0.00949
Healthy	0	0.26629	0	0	0.04694	0	0	0	0	0	0.00181	0	0	0	0	0	0	0	0	0
Healthy	0.44781	0.41387	0	0.07913	0.06441	0.00257	0.08358	0	0.02042	0.01072	4.26153	5.2011	0.13732	0.00551	0.90098	1.02547	0.31939	0.00615	0.44781	0.15162
Healthy	0.07722	0	0	0	0	0	0.02144	0	0	0	3.69208	0.56498	0.37993	0.29188	0.01964	0	0	0.01991	0.07722	0.09117
Healthy	0.34081	0.0524	0.00646	0.01055	0.00336	0	0.00427	0	0.0005	0	4.91988	0.65421	0.36147	0.5503	0.4217	0.09731	0.38189	0.245	0.34081	0.18109
Healthy	1.59342	0.00525	0.0719	0.23212	0.04579	0.50152	0	2.57426	0	0	0.28166	16.4309	33.4064	0.19863	0.73469	0.68902	0.23658	0.00428	1.59342	0.38576
Healthy	0	0	0.02625	0	0.26147	0	0.03528	0	0	0	0	0.00263	0	0	0	0	0	0	0	0.05764
Healthy	0.05675	0	0	0	0	0	0	0	0	0	4.84093	0.79082	0	0.86317	0	0	0.04461	0.08205	0.05675	0
Healthy	0.25197	0.18345	0.00052	0.01116	0.04732	0.02334	0.00881	0.00395	0.03103	0.00217	2.00861	0.24059	1.73171	0.19585	0.05383	0.14454	0.05219	0.07814	0.25197	0.00829
Healthy	0.32931	0	0	0.29269	0	0	0	0	0	0	3.79727	12.9605	7.31116	0	1.02095	0.27323	0.34267	0.13409	0.32931	0.06912
Healthy	0.10959	0	0	0	0	0	0	0	0	0	3.34182	1.14657	0.2359	0.21343	0.00319	0	0	0.08407	0.10959	0.03545
Healthy	0.01815	0	0	0	0	0	0	0	0	0	0	2.13346	3.68892	0	0	0.0201	0.13352	0	0.01815	0.01621
Healthy	1.20335	0	0.01392	0.36026	0	0.12017	0.06956	0.00154	0	0	5.29415	0	31.3498	0.65978	0.17447	1.95656	2.57861	0.09094	1.20335	0.17737
Healthy	0.47525	0	0	0.26579	0	0	0.06738	0	0	0	4.09195	3.47857	1.28963	0.15541	0.45656	0.11886	0.20944	0.13792	0.47525	0.05849
Healthy	0.11634	1.68013	0	0.05701	0.51196	0	0	0	0	0	9.46639	0.11784	2.04806	0.00238	0.53258	0.17815	0.16312	0.02853	0.11634	0.16119
Healthy	0	0	0	0	0	0	0.02565	0	0	0	2.07458	0.55861	1.93174	0.11277	0	0	0.386	0.09256	0	0
Healthy	0.50148	0.13593	0.00509	0.40185	0.0382	0.08848	0.08959	0	0.02382	0	15.6427	0	28.3262	0	0.40036	0	0	0.13333	0.50148	1.50612
Healthy	0.07045	0	0	0	0.02557	0	0	0	0	0	1.10668	0.09876	0.64452	1.02665	0.00493	0.04097	0	0.11216	0.07045	0.0234
Healthy	0.82857	0.08174	0.00294	0.10918	0	0.10955	0.22708	0	0.01404	0	7.33575	1.46278	5.88042	0.09867	0.59663	0.56582	0.30412	0.01935	0.82857	0.57367
Healthy	0	0.01691	0	0	0	0	0	0	0	0	1.53418	1.23785	8.99682	0.10222	0	0	0.3681	0.45824	0	0.02492
Healthy	0.67306	0.50235	0	0.41937	0.01323	0.05121	0.042	0	0	0	6.00038	31.8237	17.1944	0	1.53138	0.64322	0.82099	0.17519	0.67306	0.3843
Healthy	0.33636	0.18812	0	0	0	0	0	0	0	0	0.69305	14.4598	2.11265	6.70603	0.74629	1.73078	1.38478	0	0.33636	0.21738
Healthy	0.28098	0.16383	0	0.0486	0.07274	0.04689	0.14344	0.01034	0.0109	0	1.65263	3.8628	8.9581	0	1.13545	0.72673	0.69979	0.08207	0.28098	0.38613
Healthy	0.12579	0	0	0	0	0.03785	0	0.06424	0.14538	0.00975	0.09482	0	1.86508	0	0	0	0	0.70175	0.12579	0
Healthy	0	0	0.01247	0	0.02248	0	0	0	0	0	0	0	0	0	0	0	0	0.07644	0	0
Healthy	0.06696	0.00515	0.00607	0	0	0.04737	0.00266	0.0069	0.03257	0	0.90784	3.23427	4.53244	0	0.07294	0.10731	0.07317	0.24324	0.06696	0.00602
Healthy	0.25205	1.61116	0.01008	0	4.20877	0.03838	0.00598	0.10127	0	0	5.8721	0.26742	6.68424	1.1009	0.24197	1.05115	0.36329	0.1496	0.25205	0.0203
Healthy	0.30952	0.13538	0	0.26689	0.08182	0.53457	0.02444	0	0	0	1.96618	6.39991	2.02425	1.59851	0.06657	1.56238	0.01857	0.03694	0.30952	0.2346
Healthy	0.09931	0.01302	0.02469	0.12591	0.03173	0.00192	0.03255	0.00473	0.01794	0	10.0945	7.07845	0.00361	0	0.59028	0.32393	0.14037	1.16592	0.09931	0.27648
Healthy	0.19322	0.135	0.03013	0.04437	0.0294	0.0014	0	0	0	0	0.96439	4.09826	0	0	0.9138	0.70183	0.26176	0.4206	0.19322	0.20598
Healthy	0.10418	0.00926	0	0	0	0	0.01559	0	0	0	4.65297	2.13402	0.6934	0.01815	0.02629	0	0.07776	0.20913	0.10418	0
Healthy	0.00382	0	0	0	0	0	0	0	0	0	1.68695	1.49373	1.04971	0	0.00602	0.0083	0	0.26831	0.00382	0.01356
Healthy	0.97441	0.36711	0.72368	1.86918	0.05361	0.07142	0.13023	0	0.02136	0.07961	5.89317	13.9973	11.5926	0.539	1.1731	0.39305	1.57534	0.51859	0.97441	0.88978
Healthy	0.2759	0.00639	0	0.0117	0	0	0	0	0	0	6.77289	4.70807	3.06612	0	0.23652	0.6689	0.24612	0.32009	0.2759	0.35288
Healthy	0.0085	0	0	0	0	0	0	0	0	0	1.73326	2.17859	0.0025	0	0	0.31917	0.01715	0.29607	0.0085	0
Healthy	0.11151	0	0	0	0	0	0	0	0	0	3.6361	1.12308	0.24725	0.19405	0.00892	0	0	0.0214	0.11151	0.07052
Healthy	0.05377	0	0	0.00906	0	0.19504	0	0	0	0	38.0657	6.50025	0.58798	0	0.04724	0.07861	0	0.01046	0.05377	0.03564
Healthy	0.15225	1.81537	0	0.10379	0.95773	0	0	0	0	0	1.25069	12.6983	6.05088	1.51638	0.56439	1.54066	0.35584	0.13731	0.15225	0.20197
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.33974	0.01218	0	0.27071	0	0.03111	0	0	0	0	2.76636	2.52318	1.00527	0	0.62249	0.17558	0.27214	0.09328	0.33974	0.05031
Healthy	0.1243	0.15263	0	0.08367	0	0	0	0	0	0	4.90462	5.09169	0.87382	0.91909	0.44309	0.0448	0	0.04052	0.1243	0
Healthy	0.02191	0	0.06918	0	0	0	0.02991	0.15155	0	0	1.27322	5.10742	0	0.45143	0	0	0.19769	0.84718	0.02191	0.02429
Healthy	0.46432	0	0	0	0	0	0	0	0	0	4.48166	0.25355	6.29325	0	0.17476	0.25463	0.90624	0	0.46432	0.47135
Healthy	0	0	0	0	0	0	0.11538	0	0	0	3.70652	2.33221	0.11404	0.1506	0.00656	0	0.08639	0.22767	0	0.01698
Healthy	0.02035	0.03557	0.00067	0.01843	0.0123	0	0	0.02751	0	0	2.99825	0.14902	0	0	0.14135	0	0	0.0122	0.02035	0.03495
Healthy	0.19292	0	1.60319	0	0	0.55358	0	0.06436	0	0	1.77502	1.59724	0	0	0.00915	0.06458	0	0	0.19292	0.08504
Healthy	0.04063	0.04692	0	0	0	0	0	0	0	0	4.01979	0	1.93644	0.03439	0	0.01427	0.01004	0.02049	0.04063	0.04787
Healthy	0.53018	0.13986	0.00885	0.16521	0.01502	0	0	0	0	0	11.419	0.14886	0.03075	5.19534	1.32947	1.39471	0.50781	0.04918	0.53018	0.43666
Healthy	0.26472	0	0	0.06531	0	0.16308	0.00628	0	0.00521	0	10.0904	1.3665	0.10178	4.0549	0.19752	0.06104	0.03623	0.06815	0.26472	0.07241
Healthy	0.02537	0.02294	0.07368	0	0	0.13634	0	0	0	0	5.26976	0	0	0.29599	0.01022	0.10109	0	0.00229	0.02537	0
Healthy	0.13997	0.18805	0.25216	0.00605	0.05463	0	0	0	0	0	0	0	0	0	0.53066	0	0.11747	1.54401	0.13997	0.20827
Healthy	0.55792	0.19779	0.02119	2.23822	0.0438	0.09384	0	1.24103	0	0.11416	0	0	0.20336	17.8772	0	0.25755	0	0.19777	0.55792	0.67802
Healthy	0.00665	0.00792	0.00531	0.6718	0	0	0.06031	0	0.00313	0.02599	7.86889	9.51028	0	0	0.19	0.16415	0.2722	0.07549	0.00665	0.12881
Healthy	0	0	0	0	0	0	0	0	0	0	1.67461	0	1.28065	3.04321	0	0	0	0.37682	0	0
D008545	0.98941	0.025	0.00612	0.24923	0.00771	1.16223	0.12108	0	0.0395	0.00649	4.26824	0.01235	14.4401	0	1.05563	2.08075	0.7539	0.00505	0.98941	0.50722
Healthy	4.14793	11.8732	0.00856	0.14772	2.8628	0.06105	0	0	0.03303	0.00183	2.036	2.88219	6.4862	0.39304	2.6826	2.38275	3.68749	0.03333	4.14793	1.0305
Healthy	1.4966	0.12834	0.00266	0.22133	0.12691	0.02057	0.09832	0	0	0	7.93657	9.69592	1.77875	0.02654	0.57946	4.37568	2.09831	0.24586	1.4966	0.89109
Healthy	0	0.03087	1.98945	0	0.00056	0	0	0	0	0	0	0	0	0	0	0	0	0.17083	0	0
Healthy	0.28598	0.03886	0	0.03816	0.0259	0	0.01185	0	0	0	5.89377	13.1273	1.38653	0.56364	0.17298	0.53809	0.20046	0.00617	0.28598	0.16167
Healthy	0.37771	3.74105	0.04096	0.15686	6.83176	0.36687	0	0	0	0	0.88408	7.95523	0	2.29484	1.02358	1.88457	6.10368	0.00315	0.37771	1.51266
Healthy	0.97672	0.18325	2.13689	0.01174	0.03784	0	0	0	0	0.00771	18.6226	0.01725	0.01021	0.7709	0.20517	0.17667	0.69141	0.36345	0.97672	0.41487
Healthy	0.46262	0.05759	0.01219	0.21273	0.04664	0.33011	0.02793	0.01293	0.00039	0	4.3988	0.85841	0	8.42003	0.42083	0.75596	0.49994	0.17671	0.46262	0.38663
Healthy	0.06835	0.56598	0.22895	0.42808	0.48093	0.05541	0	0.01185	0.00214	0.00117	11.756	18.6152	0.0197	0.30469	4.37762	2.63884	0	0.00769	0.06835	0.65577
Healthy	0.01291	0.00415	0	0	0	0	0	0	0	0	1.65789	1.48117	1.02664	0	0.02566	0.03186	0	0.27917	0.01291	0.01112
Healthy	0.35148	0.23305	0	0.69532	0	0	0.0312	0	0	0	4.35067	9.34756	3.07398	0.18588	0.76671	0.12764	0	0.03823	0.35148	0.00723
Healthy	0.64181	0.03522	0.00487	0.72541	0	0	0	0	0	0	11.472	0.06157	0.04045	0.27337	0.15589	0.20163	0.82368	0.02765	0.64181	0.40836
Healthy	1.38123	0.005	0	0.28346	0	0	0.20443	0	0	0	0.2996	0.09568	2.67182	0.03265	0.28761	0.03622	0.23426	0.02127	1.38123	0.00566
Healthy	0.01507	0.04421	0	0.00852	0.06883	0	0.00983	0	0	0	6.05677	3.28359	2.49902	0.11322	0	0.02276	0.09205	0.03414	0.01507	0
Healthy	0.00557	0.25509	0.40848	0.02025	0.01623	0	0	0	0	0.01306	7.71851	0	0	10.631	5.481	0.13073	0	0.01797	0.00557	0.08172
Healthy	0.17359	0.48807	0	0.00651	0.40251	0.02384	0.03192	0	0	0	5.81231	7.1897	2.13523	4.69998	0.12931	0.23031	0.25586	0.08174	0.17359	0.14092
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.05044	0.07445	0	0.33009	0	0	0	0	0	0	4.31248	11.3934	2.47199	1.19959	0.64657	0.06077	0	0.03302	0.05044	0
Healthy	0.29411	0	0	0.02755	0	0	0	0	0	0	0.11817	6.48989	0.90266	0.74517	0.25772	0	0.09736	0.48644	0.29411	0.3644
Healthy	2.15447	0.07384	0.0114	1.29101	0	1.56588	0.07108	0.00146	0	0	5.54091	5.03719	5.91739	0.07931	2.89932	0.46759	5.97371	0.42876	2.15447	0.16343
Healthy	0.23219	0.12516	0	0.06025	0.05371	0	0	0	0	0	6.12735	3.22525	3.34168	0.64088	0.17384	0.14836	0.1158	0.08574	0.23219	0.3633
Healthy	0.19874	0.006	0.32613	0.0505	0	0	0	0	0	0	3.18869	10.5654	0.01244	0	0.04751	0.04695	1.04654	0.00506	0.19874	0.08603
Healthy	0.44402	0	0.00171	0.00414	0	0	0	0	0	0	2.20204	3.39489	1.38913	0.68145	0.47426	2.37015	0.64632	1.42026	0.44402	0.38187
Healthy	0.12214	0	0	0.03543	0	0	0	0	0	0	27.6592	6.99703	0.79366	0	0.17623	1.05425	0.40267	0.07175	0.12214	0.20901
Healthy	1.26088	0.09112	0	0.0623	0.03903	0.02454	0	0	0	0	4.87901	17.4516	0.26809	0.02047	2.20815	2.2068	2.1151	0.47254	1.26088	0.49137
Healthy	0	0	7.75625	0	0.03817	0	0	0	0	0.04783	0	0	0	0	0	0	0	15.9755	0	0
Healthy	0.01789	0.0523	0.00091	0.00879	0.01494	0	0	0	0	0	7.20935	0.05439	0.0632	0.02953	0.03618	0.0073	0.81808	0.21964	0.01789	0.03276
Healthy	0.01863	0	0	0	0	0	0	0	0	0	3.52608	2.77777	0.25814	0.09989	0	0.00793	0.03649	0.0288	0.01863	0.02174
Healthy	0	0	0	0	0	0	0	0	0	0	0.98283	0	0	6.37467	0	0	0	0	0	0
Healthy	0.22019	0	0	0.33421	0	0	0	0	0	0	0.86701	7.10754	0	0.5326	2.18993	0.38987	1.30022	1.77151	0.22019	0.49948
Healthy	0.67833	0.26408	0.00528	0.01248	0.08833	0.02497	0.12802	0.20041	0	0.00493	9.53132	2.60135	3.14346	1.11051	0.69632	0.4626	0.31069	0.03178	0.67833	0.26067
Healthy	0	2.07505	0	0	0.34543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.99836	0.07597	0.51752	0.25416	0.12029	0.00615	0.17526	0	0.01672	0.01993	6.63265	8.09008	4.77382	0.83307	0.13782	0.9287	0.77282	0.00952	0.99836	0
Healthy	0.41669	0	0	0	0	0	0	0	0	0	1.95808	3.26977	0	4.54029	0.21508	0.39357	0	0.3072	0.41669	0.05582
Healthy	0.72555	0	0.02657	0.02075	0	0.14094	0.05825	0.02684	0	0	5.80888	4.76271	3.51077	0.10622	1.77736	0.50534	0.62218	0.03166	0.72555	0.54673
Healthy	0.04195	0	0.0408	0	0	0	0	0.01015	0	0	1.32832	0.11836	0	0	0	0	0.21412	0.04221	0.04195	0
Healthy	0.06422	0.02913	0	0	0	0	0	0	0	0	4.19445	0	1.94291	0	0	0.00778	0.06227	0.01323	0.06422	0.04733
Healthy	0.01548	0	0	0	0	0	0	0	0	0	2.14559	3.46475	1.07099	2.26752	0.03456	0.06836	0.02386	0.26291	0.01548	0
Healthy	0.64923	0.01828	0.00127	0.03431	0	0.01879	0.03482	0.09952	0.00377	0	7.79271	0	0.02283	0.20082	2.40709	1.11823	1.08281	0.01434	0.64923	0.43219
Healthy	0.03057	0	0	0	0	0	0	0	0	0	1.53945	1.09398	0	0.3137	0.1202	0	0.07182	1.0576	0.03057	0
Healthy	0.15394	0.07793	0	0	0.02048	0.0461	0	0	0	0	2.32887	0.80584	4.76074	0.04841	0.07438	0.24956	0.19851	0.14899	0.15394	0.05519
Healthy	0.03842	0.09111	0	0	0	0	0	0	0	0	3.25208	1.9529	0.94061	0.31456	0.07832	0.66853	0.07911	0.02225	0.03842	0
Healthy	0.00704	0.01041	0	0	0	0	0.00443	0	0	0	2.3511	3.54592	1.02405	2.20095	0.05727	0.05731	0.01996	0.04774	0.00704	0
Healthy	0.84157	0	0	0.12534	0	0	0	0	0	0	9.38873	7.71462	1.33943	1.0004	0.46322	0	1.14539	0.54005	0.84157	0.65431
Healthy	0.29937	0.05216	0.00805	0.06248	0.0161	0	0	0	0	0	0.46439	0.54871	0	0	0.40841	0.56265	0.2839	0.01436	0.29937	0.07348
Healthy	0.27329	0	0	0.19961	0	0	0	0	0	0	4.42476	6.35843	1.26566	0.89695	0.61453	0.21165	0.07924	0.04087	0.27329	0.20591
Healthy	1.65986	0	0	0.2459	0	0	0	0	0	0	13.536	2.10907	0.82095	0	0.26493	0.80868	0	1.15966	1.65986	0.43921
Healthy	0.15919	0	1.75437	0	0	0.52165	0	0.05932	0	0	1.86857	1.62082	0	0	0.00855	0.07811	0	0.19626	0.15919	0.08972
Healthy	0	0	0	0	0	0.13615	0	0	0	0	2.42985	0	0.77708	0	0	0.16815	0	0.2647	0	0
Healthy	10.7882	8.25162	0	1.13015	0	0	1.92975	0	0	0	5.20293	0.78154	0	2.77879	0.18405	3.86265	1.80323	0	10.7882	4.30303
Healthy	0.00519	0	0.04255	0	0	0	0.0123	0.20392	0	0	1.37117	5.02661	0	0.4824	0	0	0.15331	0.54828	0.00519	0.00997
Healthy	0.0414	0	0.12522	0	0	0	0	0.06647	0	0	1.56627	0.35942	0	0	0	0	0	0	0.0414	0.0164
Healthy	1.82851	0.00881	0	0.25099	0	0	0	0	0	0	2.14458	1.08327	0.048	4.21043	1.58432	0.75545	1.68544	0.58192	1.82851	0.5972
Healthy	0.21077	0.184	0	0.21547	0.04835	0	0	0	0	0	2.64489	13.9084	3.11402	0.64473	0.25444	0.00453	0.22336	0.02446	0.21077	0.21694
Healthy	0.0077	0	0.06041	0	0	0	0.02018	0.17624	0	0	1.38269	5.15759	0	0.45336	0	0	0.17054	0.46466	0.0077	0.03229
Healthy	0.49612	0.37937	0	0.00828	0.10698	0.10797	0	0	0	0	7.82754	5.78088	0.00475	0.59376	0.5188	0.54207	0.44033	0.04272	0.49612	0.12583
Healthy	6.52547	0	0	0.3978	0	0	0.3691	0	0	0	1.24235	2.08939	44.4455	0	0	0	0	0	6.52547	6.43845
Healthy	0.41621	0	0.0054	0.10151	0	0	0	0	0	0	1.26741	2.91643	3.45355	1.87896	0.40599	0.56853	0.49066	0.17836	0.41621	0.23331
Healthy	0.04333	0.00762	0.8581	0.10171	0	0	0	0	0	0	1.01248	0.13168	0	1.87485	0.00784	0.03577	0.117	0.45415	0.04333	0.11938
Healthy	0	0.04132	2.0423	0	0.01018	0	0	0	0.00569	0	0	0	0	0	0	0	0	0.13794	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.42962	0	0	0	0	0	0	0	0	0
Healthy	3.27826	1.614	0.03041	0.0533	0	0	0	0	0	0	10.7971	8.8613	4.14103	0.16979	1.95539	1.35614	0.55551	0.37445	3.27826	0.79541
Healthy	0.04477	0	0	0	0	0	0	0	0	0	3.6521	1.13915	0.23339	0.18799	0	0	0	0.4696	0.04477	0
Healthy	0.07662	0	0	0	0	0	0	0	0	0	3.53311	1.17154	0.22849	0.16367	0	0	0	0.23565	0.07662	0.07143
Healthy	0.48991	0.01696	0.01715	0.04186	0.00882	0.14936	0.02152	0.0078	0.01544	0.00032	7.37689	16.1545	0.00121	0.93971	0.46011	0	0.83439	0.29763	0.48991	0.25557
Healthy	0.74266	0.15412	0	0.06746	0	0	0	0	0	0	10.4525	1.90229	10.8136	0	0.74424	2.29417	1.14601	0.08616	0.74266	0.95346
Healthy	0.91214	0.14557	0.15084	0.0743	0.07029	0.04397	0.01448	0	0	0	13.1738	13.7678	10.7075	0	0.87011	2.97881	1.96539	0.15212	0.91214	0.55333
Healthy	2.42915	6.28444	0.37323	0.11792	1.3901	0.00777	0.00609	0.00041	0	0.00087	7.96898	7.59192	11.1641	0.31788	0.18328	1.37173	0	0.04213	2.42915	0.66005
Healthy	2.24459	0	0	0.8581	0	0	0	0	0	0	23.1938	2.07525	4.83756	0	0.27352	0	1.25005	0	2.24459	0.89869
Healthy	0.35916	0.03255	0.01757	0.06458	0.02536	0	0.03262	0.00264	0.02495	0.00142	2.5812	3.03989	8.70982	1.10891	0.86177	1.32783	0.77584	0.02371	0.35916	0.28816
Healthy	0.93517	0.0434	0.1535	0.15603	0	0.03905	0.98508	0	0	0.00547	3.68747	2.40386	3.82171	0.55637	0.40949	1.22485	0.2981	0.01206	0.93517	0.15698
Healthy	0.15126	0.02557	0.17791	0.00538	0.00754	0	0.01674	0	0	0	7.98751	3.76694	0.00635	0.12618	0.05301	0.13632	0.05578	0.05578	0.15126	0.13256
Healthy	0.52206	0.0428	0	0.0457	0	0	0	0	0	0	1.11355	6.35985	2.28717	0.03966	0.31414	0.25737	0.6993	0.03758	0.52206	0.17017
Healthy	0.01875	0.07343	0	0	0.04826	0	0	0	0	0	4.47299	1.55742	1.85238	0.19576	0	0.0024	0.02335	0.03581	0.01875	0
Healthy	0.07528	0.494	0.00483	0.53712	0.02944	0.03136	0	0	0.01054	0.04941	5.49425	0	27.5844	0.7005	0.50972	0	3.90069	0.00531	0.07528	1.19353
Healthy	0	0.05079	0	0	0	0	0	0	0	0	3.14863	0.32228	0	0.06118	0	0.05766	0.0344	0.09511	0	0
Healthy	1.63427	0.05086	0	0.33049	0	0	0	0	0	0	18.062	4.14631	1.63422	0	1.28681	0.49992	1.2423	1.73861	1.63427	1.69863
Healthy	0.34622	0.01848	0.24991	0.11338	0	0	0.06002	0	0.00116	0.00763	16.8632	0.00227	0	5.01082	0	0.26577	0.47997	0.00521	0.34622	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.02963	0.0089	0	0	0	0	0	0.00786	0	0
Healthy	0	0	0.8125	0	0	0	0	0	0	0	0	0	0	1.61821	0	0	0	0	0	0
Healthy	2.72837	4.56482	0.28342	0.14782	0.90072	0	0	0	0	0	15.0865	7.57234	10.2576	0.42238	0	1.10711	0	0.13705	2.72837	0.39943
Healthy	0.97103	0	0	0.07211	0	0	0	0	0	0	7.8163	7.75157	1.38926	0.9636	0.32426	0.13711	0.90583	0.78946	0.97103	0.57748
Healthy	0.18804	0.44904	0	0.02102	0.2676	0.35155	0	0	0	0	1.12954	3.75939	0.12263	0.33561	0.67894	1.83918	1.31398	0.15484	0.18804	0.37122
Healthy	0.29069	0.02389	0.03273	0.0362	0	0	0	0.01316	0	0.00335	22.0754	1.96743	3.70962	0.09898	0.4436	0.05006	0	0.06766	0.29069	0.28268
Healthy	0	1.33211	0	0	0	0	0	0	0	0	0.00499	0.00232	0	0	0	0	0	0	0	0
Healthy	0.20248	0.03098	0.08233	0.15169	0.01615	0.08105	0.00326	0	0	0	3.82362	5.44984	9.10522	0	0.35237	1.62878	0.76524	0.00077	0.20248	0.3202
Healthy	0	0.25475	12.7376	0	0.14655	0	0	0	0	7e-05	9e-05	0	0	0	0	0	0	0.71155	0	0
Healthy	0.01261	0	0	0	0	0	0.13703	0	0	0	7.06813	0.26316	0.62992	0.05452	0	0	0	0.11894	0.01261	0
Healthy	0.03696	0	0	0.05746	0	0	0	0	0	0	0.50967	1.7516	2.06624	0.76711	0.1086	0.18213	0.20915	0.3397	0.03696	0.0742
Healthy	0.19898	0	1.68189	0	0	0.45379	0	0.06793	0	0	2.13626	1.58955	0	0	0.00318	0.06065	0	0.10508	0.19898	0.11145
Healthy	0	0	2.69923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40699	0	0
Healthy	0.03962	0.0474	0.00084	0	0	0	0	0	0	0	0.04218	0	0	1.62915	0	0	0	0.02677	0.03962	0
Healthy	0.14812	0.01145	0	0	0	0.12003	0	0.04952	0	0	7.28957	1.6136	3.25049	1.63646	0.0075	0.24436	0.29535	0.72367	0.14812	0.03539
Healthy	0.68552	2.13624	0.02697	0.51524	0.00637	0	0	0	0	0	7.16892	0	0	0	0	0	0	0.04508	0.68552	0
Healthy	0.32534	0.02817	2.17421	0.00198	0.01076	0.02344	0	0	0.00644	0.03764	1.11059	0	8.83249	0	0	1.63043	0.28079	0.62097	0.32534	1.14067
Healthy	1.12602	0.33882	0.00559	0.43417	0.05109	0.05217	0.29401	0.31483	0.22603	0.00418	3.17109	5.74503	9.27236	0.01235	2.63983	2.31971	1.79866	0.16971	1.12602	2.27529
Healthy	0.2542	0.01042	0	0	0	0	0	0	0	0	3.60797	3.34599	0.07599	0	0.0991	1.83225	1.20722	0.01442	0.2542	0.0125
Healthy	0.47161	0.17883	0.02023	0	0.00248	0.06879	0.32566	0	0.13622	0.01568	2.28774	3.26529	1.30991	0	0.23825	0.84458	0.08251	0.03822	0.47161	0.15774
Healthy	0.03298	0	0	0	0	0	0	0	0	0	4.77443	0.73536	0	0.83827	0	0	0.01472	0.19539	0.03298	0
Healthy	0	0	0.10123	0	0	0	0	0.05514	0	0	1.08933	0.32568	0	0	0	0	0	0	0	0
