group	Veillonellales	Coriobacteriales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Acidaminococcales	Peptostreptococcales
Healthy	0.2602	0.239	0		82.99465	6.29628	0.55071	0	0.02982	0	0	0.239	0	0
Healthy	0.59226	0.20832	0.15417		36.25359	9.17758	0.7624	0.14577	0.00834	0	0.54942	0.20832	0	0.15417
Healthy	0	0.25935	0		63.32827	14.61272	0	0	0.16061	0	0.05353	0.25935	0	0
Healthy	0	0.27293	0		20.864	2.98327	0	0	0	5.73709	4.57667	0.27293	6.80856	0
Healthy	0.51805	0.20949	0		58.84551	6.81091	0	8.13114	0.35696	0	0	0.20949	0	0
Healthy	6.50562	0.05285	0.15122		66.80943	4.22041	0.81014	0	0	0	0.02503	0.05285	0	0.15122
Healthy	6.20217	0	0		70.63648	4.69129	0	0	0.20796	0	0.36642	0	0	0
Healthy	2.82719	0	0		73.14741	1.72415	0.52748	0	0.01046	0	0	0	0	0
Healthy	0.02608	1.15313	0		42.19125	23.80849	0.04164	0.03008	3.63964	0	0	1.15313	0	0
Healthy	0	0.1482	0		67.05309	5.97067	0.09185	0.56197	0.54442	0	0.00047	0.1482	0	0
Healthy	0	0.03061	0		77.87985	0.69477	0.11803	0	0.07572	0	0.02461	0.03061	0	0
Healthy	8.19476	0	0.03091		83.57456	4.99754	0.19074	1.37537	0	0	0.00036	0	0	0.03091
Healthy	0	0.11416	0		43.23673	22.44835	0.35282	0	0	0	7.07218	0.11416	0	0
Healthy	0.62685	0.08943	0.13131		21.21822	22.19163	0.15676	0	0.00571	0	0.03068	0.08943	0	0.13131
Healthy	0	0	0		83.62879	1.35342	0	0.05846	0.05599	0.6732	0	0	0	0
Healthy	1.94683	1.46142	0		9.64181	22.92103	1.36281	0	0.07199	1.51831	4.08595	1.46142	0	0
Healthy	0	0.3561	0.36434		15.2001	50.82137	0	0	0.10204	0.41172	0.01137	0.3561	0	0.36434
Healthy	0.023	4.75024	0.00864		6.84403	2.29972	5.28272	0	0	0	0	4.75024	0	0.00864
Healthy	0.01208	0.22931	0.00826		64.07225	20.32889	1.18181	0.02786	1.37251	0	0	0.22931	0	0.00826
Healthy	6.82016	2.36591	0.00257		24.68236	25.33694	0.71467	1.73321	0.02924	0	0.21195	2.36591	1.36651	0.00257
Healthy	0.04092	0.00771	0.29017		47.58464	9.96944	3.12897	0	0	0	0.02608	0.00771	0	0.29017
Healthy	0.06613	1.90207	0.04687		41.69468	14.53917	0.12877	7.46565	0.07476	2.58859	0.03567	1.90207	0	0.04687
Healthy	0.52446	0.00331	0.30967		41.82928	31.00509	0.05275	0.09818	0.16469	0.04879	0.17285	0.00331	0	0.30967
Healthy	0	0.44293	0		83.32758	3.40973	0.12491	0	0.28935	0	0.03567	0.44293	0	0
Healthy	0.85009	0.35287	0.49756		25.55658	15.06191	1.31321	0	0.0605	0	1.12563	0.35287	0	0.49756
Healthy	0	0.3159	0.27633		45.19073	20.85388	0.53268	0	2.01035	0	0	0.3159	1.38538	0.27633
Healthy	0	1.01716	0.01195		35.35294	5.77072	0	6.54328	0.30027	25.1723	0	1.01716	0	0.01195
Healthy	0.04695	0.00983	0		40.45877	29.14473	2.24622	0.76858	5.82004	0	0.03848	0.00983	0.88013	0
Healthy	0.23996	0.01306	0.02572		39.76939	18.13691	0.89265	0.94624	0.90663	0	0.06618	0.01306	0	0.02572
Healthy	6.42822	0.03192	0.01107		40.0581	12.8056	1.10372	2.87693	1.58452	0	0.94072	0.03192	0	0.01107
Healthy	2.17314	0	0		7.38156	0	2.90729	0	0	0	0	0	0	0
Healthy	4.13448	0	0.37412		40.00541	17.67872	1.44863	0.05151	0.04528	0	0.31	0	0	0.37412
Healthy	0	0	0		67.45016	12.90721	0	0.11621	0	0.05076	0	0	0	0
Healthy	0.00272	0.07108	0.04726		18.93339	28.61221	0.04844	1.77402	0.07849	0	0.04387	0.07108	3.54093	0.04726
Healthy	0.15995	0.19052	0		33.38716	13.96411	0.0546	0	0.09861	0	1.22523	0.19052	3.84709	0
Healthy	0	0.01378	0.00279		14.36023	21.23129	1.10797	5.50325	1.41746	0.05808	0	0.01378	1.79344	0.00279
Healthy	0	0.05756	0.00373		26.99455	52.59742	0.01539	0.55641	0.15098	0.1082	0.72541	0.05756	0	0.00373
Healthy	0.06149	0.53123	0.01007		32.13403	10.98274	1.15812	0	0.02629	0.09203	0.68012	0.53123	12.4621	0.01007
Healthy	3.47983	0.83719	0		15.76133	39.77654	0	0.93483	0	0	1.96761	0.83719	0	0
Healthy	0.24214	0.0532	0.66857		0.00116	39.62724	7.46327	0	0.88337	0	3.71166	0.0532	0	0.66857
Healthy	0.15082	0.69723	0.00332		21.72158	1.457	0.0274	0	3.89876	0.00083	0	0.69723	0.11165	0.00332
Healthy	0	0.02949	0.00384		80.02181	11.18939	0.23876	0	0.15155	0	0.00703	0.02949	0	0.00384
Healthy	0	0	0		92.37086	1.72893	0.06106	1.85231	0.50884	0	0	0	0	0
Healthy	0.14734	0	0		36.46828	38.8167	0	0	0	7.54448	6.35549	0	0	0
Healthy	0.01761	1.33277	0.07496		38.19224	8.44434	7.74478	0.71933	2.24124	0	0.08378	1.33277	0	0.07496
Healthy	0	0	0		0.03814	0	87.6699	0	0.04965	0	0	0	0	0
Healthy	0.05289	0.21191	0.28323		45.26473	24.73501	1.01853	0.01764	1.83111	1.70994	0.40302	0.21191	1.23038	0.28323
Healthy	3.61042	0	0		74.29777	9.69299	0	0.70276	0.01528	0	0	0	0	0
Healthy	0.03405	0.7347	0.0975		36.8274	23.67886	0.16438	0	0.03217	1.80075	0.02874	0.7347	0	0.0975
Healthy	0	0	0		81.72666	12.33075	0	0	0	0	0.51735	0	0	0
Healthy	2.62063	0	0		73.74703	2.06269	0.60422	0	0.00901	0	0	0	0	0
Healthy	2.80683	0	0		70.62031	5.91702	0.14705	0.09043	0.24334	0.04311	0	0	0	0
Healthy	0.00036	0.65028	0.31151		42.29907	10.32986	0.18304	0.98179	0.09001	0	3.35605	0.65028	0	0.31151
Healthy	6.52691	0	0		28.91364	46.34829	0	0	0	0	0.76987	0	0	0
Healthy	0	0.38363	0		29.45115	6.27347	0	23.484	0	2.20838	0.21724	0.38363	2.52302	0
Healthy	7.61911	0	0		59.94951	4.55439	0.13388	0.90006	0.11188	0.91984	0	0	0	0
Healthy	2.84921	0.00443	0		69.31403	5.77806	0.09389	0.11704	0.26229	0.06314	0	0.00443	0	0
Healthy	0	0	0		51.86404	25.99537	0	0	0.04924	0	0	0	3.95932	0
Healthy	0.83182	0	0.42534		87.79754	6.25106	0.02213	0	0	0	0.03373	0	0	0.42534
Healthy	1.84818	0.02019	0.14632		52.10296	18.21306	1.81989	0	0.05455	0	0.32	0.02019	0	0.14632
Healthy	9.46156	0	0		3.58455	15.24503	0	0	0	0	0	0	0	0
Healthy	6.41941	0	0		68.68363	5.14392	0.02321	0	0.21457	0	0.27242	0	0	0
Healthy	0	0.08428	0		68.74356	1.1663	0.0328	0	0.04583	0	0.50213	0.08428	0	0
Healthy	0	4.46641	0		28.65617	24.27811	2.17787	1.91177	0	0	3.5968	4.46641	1.91706	0
Healthy	0.0024	0.25148	0		63.79876	14.13543	0	0	0.15651	0	0.07183	0.25148	0	0
Healthy	3.23865	0	0		79.20896	0.78978	0	0	0.26069	0	0	0	0	0
Healthy	0	0	0.09037		56.25764	26.29808	0	0.00383	0.01474	0	0	0	2.4818	0.09037
Healthy	0	0.25072	0.28594		32.27683	21.11407	0	0.46621	1.15039	0.11285	0	0.25072	5.57201	0.28594
Healthy	0	0.25121	0		64.17502	14.52991	0	0	0.19017	0	0.06868	0.25121	0	0
Healthy	1.95053	0.29517	0		42.13047	15.26306	0.68054	0.4713	2.89444	0.14447	1.90703	0.29517	0	0
D011236	2.26906	1.05056	0.9829		60.45568	18.90107	0.15124	0	0.00601	0.14448	0.00419	1.05056	0	0.9829
Healthy	0	3.58572	0		0	19.60951	0	17.4263	0	0	0	3.58572	0	0
Healthy	5.37393	0	0.20194		32.80466	24.55488	0.40379	0	0	0.15253	0	0	0	0.20194
Healthy	0.00129	0.02957	0.05314		56.49432	10.44091	0.6727	0	0.04209	0	0.06302	0.02957	0	0.05314
Healthy	0.13021	4.0174	0.03828		68.44359	3.57365	0.74512	0	0.77874	0	0	4.0174	0	0.03828
Healthy	0	0	0		92.1473	0.64707	4.12779	0.53649	0	0	0	0	0	0
Healthy	1.29797	0	0		23.00519	21.35409	1.83545	3.051	0	3.06931	0	0	0	0
Healthy	0	0	0		64.06188	23.87406	0	0	3.18134	0	0.0405	0	0	0
Healthy	0	0.06704	0		64.13532	23.7909	0	0	3.01158	0	0.07771	0.06704	0	0
Healthy	0	0.3515	0		14.14777	30.93293	0.01484	1.18295	0.16203	0	0.40002	0.3515	0	0
Healthy	0	1.55705	0.41789		18.69823	27.93452	0.04559	0.00566	0	0	16.44743	1.55705	1.62095	0.41789
Healthy	0	0.15085	0.4104		12.99612	35.61448	0.16489	0.02702	0.04103	1.70278	1.21208	0.15085	1.52412	0.4104
Healthy	0.1432	1.08057	0.06758		24.87301	25.4783	2.31023	0	0.21396	0.81474	0.12564	1.08057	0	0.06758
Healthy	0	0.6947	0		28.73911	8.61824	0	0	0	9.23471	0.57303	0.6947	2.69908	0
Healthy	0.0031	0.33927	0		24.27956	19.89236	0	14.9065	0.04026	0	3.0786	0.33927	0	0
Healthy	0	0.99055	0		75.23177	7.83141	0.04317	0.28653	0	0	0.07882	0.99055	0	0
Healthy	0.02726	0.06275	0.66049		62.65267	13.89969	8.48501	0	0.30935	0	0	0.06275	0	0.66049
Healthy	0	0	0		33.92343	47.44119	0.07032	0	0.39488	0.89622	0.91029	0	0	0
Healthy	0.13071	0	0		60.8361	7.41268	0.74286	5.74457	2.38969	0	0.07792	0	0.24554	0
Healthy	4.71729	0.36271	0.14908		22.48595	19.30605	0.47299	0	0.18365	0	0.00749	0.36271	0	0.14908
D011236	0	0.37767	0		63.33618	14.89071	0	0.004	0.00582	0	0.12091	0.37767	0.04644	0
Healthy	0	0.19455	0		67.57311	2.81573	0	10.3129	0.08094	0	0	0.19455	0.85189	0
Healthy	0	1.00994	0.05592		40.07286	15.96171	0.24052	0	0	0.71531	3.61034	1.00994	1.40714	0.05592
Healthy	0	0.47274	0.05482		57.19092	3.33986	0.02631	0	0.39081	0	1.04246	0.47274	0	0.05482
Healthy	0.00048	0	0.04787		0.0487	0.01695	15.6337	0	0	0	0.18018	0	0	0.04787
Healthy	0	0	0		85.92767	1.3669	1.31886	0	0	0	1.26078	0	0	0
Healthy	0.06649	1.80717	0		26.65492	22.85331	2.36877	0	0.26927	0.49771	0	1.80717	0	0
Healthy	0	0	0		56.2617	25.93152	0	0	0	0	0	0	3.79571	0
Healthy	0.14201	0.09271	0.02165		51.67547	20.33841	0.1676	0	0.84737	0	12.39793	0.09271	0.36619	0.02165
Healthy	0	0.18417	0.06551		20.97575	13.4946	0.78469	0	0.24481	0	0.00754	0.18417	0	0.06551
Healthy	0	0	0		0.04408	0.00232	0.159	0	0	0	0	0	0	0
Healthy	0.00282	0.30291	0		58.29294	11.19733	0.08584	0.95693	0.00077	0	0.11387	0.30291	0.00449	0
Healthy	0.10549	3.87743	0.00065		0.01473	13.95278	4.27323	0.00118	0	0	0.29224	3.87743	0	0.00065
Healthy	0.20528	0.21615	0		64.8518	1.95559	0	0.83121	0.01982	0	0	0.21615	0	0
Healthy	0.01109	0	0		68.21432	15.78988	0.12255	0.39632	0.25346	0	0	0	3.1767	0
Healthy	6.30271	0	0		69.01303	4.99949	0	0	0.19767	0	0.27498	0	0	0
Healthy	0	2.77932	0		48.7416	3.15258	0	0	0	0	0	2.77932	0	0
Healthy	0.01348	0	0		28.85223	1.68143	18.67253	0	5.67678	0	0	0	0	0
Healthy	0.84416	0.31875	0		58.72881	4.88406	1.10102	0.64191	0.37347	0	0.04425	0.31875	0.00324	0
Healthy	2.86633	0	0.61698		38.48591	13.15882	3.29189	3.66082	0	0	0.24055	0	0	0.61698
Healthy	1.07405	1.17142	0		29.64285	9.87281	0.49793	1.26041	0	0	0.01338	1.17142	2.10912	0
Healthy	0.00198	1.34228	0.1		31.96207	26.60135	0.30901	0.08939	0.56276	0	0.10371	1.34228	0	0.1
Healthy	0.35673	0	0.30225		29.88316	33.09255	0.21568	0.09638	0	0.83654	2.01021	0	0.12298	0.30225
Healthy	0	1.86334	0		56.71029	5.97775	0.17465	0	0.12171	0.17766	0	1.86334	0	0
Healthy	4.41165	0.04655	0		68.24682	5.25075	0	0	5.94144	0	0	0.04655	0	0
Healthy	2.76131	0	0		80.64045	0.65658	0	0	0.16545	0	0	0	0	0
Healthy	2.73148	1.47832	0		13.55565	0.3762	9.93651	44.3916	0.2551	0	0.13414	1.47832	0	0
Healthy	0.29548	0.08092	0.01069		26.91606	22.62267	0.07966	12.5439	2.0776	0.00886	0.05917	0.08092	0	0.01069
Healthy	1.09017	7.05585	0.03452		30.46926	16.62348	0.8687	0	1.3721	0	0.11123	7.05585	0	0.03452
Healthy	7.54867	0.08225	0		13.19024	6.25322	1.19543	0	0	0	0	0.08225	0	0
Healthy	4.95061	0.02042	0		20.1959	27.47749	0.47565	0	0	0	0.01117	0.02042	0	0
Healthy	0.00429	0.8544	0.14746		22.26482	20.47828	2.01556	0.87286	1.36827	1.43462	0	0.8544	0	0.14746
Healthy	0.05124	0.02224	0.21993		64.07224	18.49618	0.15724	0	0.00643	0	0	0.02224	0.00334	0.21993
Healthy	24.41184	0.49107	0.20308		13.76706	15.68105	0	0	0.11785	0	0.09703	0.49107	1.28594	0.20308
Healthy	0.98843	0	0		46.47794	20.14283	2.02587	0.02587	6.04808	0	0.02499	0	3.26728	0
Healthy	0.79662	0.23581	0		45.03545	23.05958	0.02496	1.81914	0	9.02686	0	0.23581	0.05093	0
Healthy	0	0	0		81.27551	2.98726	0.08922	0	0.32864	0	0	0	0	0
Healthy	2.47905	1.50031	0		13.21373	0.39047	9.88235	43.4397	0.30473	0	0.16516	1.50031	0	0
Healthy	5.49084	0	0		53.02912	18.56895	1.36227	1.87694	0.00578	0	0	0	0	0
Healthy	2.73472	0.61498	0.21189		12.07781	37.12354	1.7727	0	0.06759	0	0.00841	0.61498	0	0.21189
Healthy	0	2.38139	0		29.81266	37.98924	0	0	0.04694	0.67796	1.28214	2.38139	0	0
Healthy	9.09907	0.24101	0		76.63304	1.82519	0.37113	0	0.02805	0	0.09797	0.24101	0	0
Healthy	0.9075	0.1148	0.21255		45.48252	13.89714	1.0041	0	0.00403	0	0.59342	0.1148	0	0.21255
Healthy	0.3738	0.36374	0		66.78557	2.50994	0.02894	0.63345	0.01246	0	0	0.36374	0	0
Healthy	0.0068	0.25051	0		63.94943	10.4235	0.16205	0	0.31437	0	0.02068	0.25051	3.56166	0
Healthy	0	0	0.29111		30.0198	4.1556	2.9113	0	0	0	0	0	0	0.29111
Healthy	0	0.13008	0		61.69048	10.17214	0	0	0	0	0.24703	0.13008	0	0
Healthy	0	0.31976	0.00748		5.40398	52.67782	0	0	0.09599	3.42295	0.96226	0.31976	10.40661	0.00748
Healthy	0.84037	0.7469	0.01238		45.86689	20.01501	0.06871	0	1.40404	0	0.15746	0.7469	0	0.01238
Healthy	0	0	0		72.28686	12.96048	0	0	0.02892	0	0	0	0	0
Healthy	18.00399	0.65816	0		44.13677	4.44309	0	7.1259	0.2694	0	0.18017	0.65816	0	0
Healthy	0	0.62103	0		15.68105	29.20642	0	0.00548	0.24799	0	0.05333	0.62103	0	0
Healthy	0	0	0		92.17976	1.97522	0.06494	1.8733	0.53159	0	0	0	0	0
Healthy	0	0.67161	0		61.21567	3.08403	0.10871	0	7.35104	0	0.01213	0.67161	0	0
Healthy	0.05853	0.50562	0		45.81514	8.04226	1.20757	0	1.98576	0.07196	0.15116	0.50562	0	0
Healthy	6.15992	0.04435	0		11.94756	34.85489	0.039	0.69784	0.48374	1.31778	0.01159	0.04435	0	0
Healthy	0.02472	0.17312	0.1229		60.09151	19.26642	0.05673	0	0.09344	0	3.33254	0.17312	0	0.1229
Healthy	8.03066	0	0		6.10528	28.41553	0	0	0	0	0	0	0	0
Healthy	1.32785	0.03053	0		84.30083	3.22191	0.04867	0	0	0	0.22781	0.03053	0	0
Healthy	0	1.6807	0.0213		39.73911	4.38976	0.03647	2.98314	0.17413	1.67696	0.57724	1.6807	2.35582	0.0213
Healthy	15.7034	0.83256	0		56.41676	4.05729	0	0	0.24725	0	0	0.83256	0	0
Healthy	0.0719	0.55294	0		46.58744	8.04005	1.23047	0	1.85884	0.05882	0.10332	0.55294	0	0
Healthy	0	0.10854	0		59.46027	1.71557	0.04098	4.66138	0.1233	0.16213	0.00942	0.10854	0	0
Healthy	7.47465	0.13333	0.13353		56.5792	21.33139	0.05146	0	0.81636	0	0.31005	0.13333	0	0.13353
Healthy	0	0.00074	0		97.67362	0.00089	0.00203	0.00431	0	0	0	0.00074	0	0
Healthy	0	0.9291	0		45.27481	12.28364	0	3.29025	0.8243	2.94825	0	0.9291	0	0
Healthy	0	0.32328	0		29.47014	5.86862	0	23.1101	0.01818	2.14605	0.21676	0.32328	2.49701	0
Healthy	0	0	0		85.49418	10.26623	1.20807	0	0	0	0	0	0	0
Healthy	0	0	0		92.94877	0.62702	4.1579	0.55513	0	0	0	0	0	0
Healthy	6.3789	0.14659	0		76.96651	2.9733	0.08687	0	0.25053	0	0.14595	0.14659	0	0
Healthy	6.95298	0.8409	0		45.9343	8.4139	0.09955	0.10918	2.40783	0.00287	0.42548	0.8409	0	0
Healthy	0	0	0		74.91638	6.8447	0	0.2125	0.07875	0	0	0	0	0
Healthy	6.20098	0	0		66.92907	3.34498	0.04148	0	0.16176	0	0.2637	0	0	0
Healthy	0.00341	2.83204	0		11.35751	26.87821	0.19572	0	0.27122	0	0.03959	2.83204	0	0
Healthy	0.22593	0.16486	0		33.89588	38.10767	0.03976	0	0.10037	0	1.3308	0.16486	3.85052	0
Healthy	0	0	0		86.92476	3.41217	1.5362	0	0.10489	0	0.04231	0	0	0
Healthy	2.70466	1.37341	0.02318		34.73166	11.89261	0.18886	0	6.00826	0.08105	0.91548	1.37341	0	0.02318
Healthy	0	1.05984	0		26.85938	25.59372	0.439	1.21439	2.70131	0.4182	0.01369	1.05984	0	0
Healthy	0	2.98672	0		1.70617	42.43654	2.78783	0	0	4.59177	0.63052	2.98672	0	0
Healthy	3.2465	0.11391	0		89.29252	1.26368	0.36457	0	0.11036	0	0.03687	0.11391	0	0
Healthy	1.35298	0	0.00694		57.19523	8.60283	0.1348	1.22072	3.09391	0	0.30699	0	0	0.00694
Healthy	9.17277	0.72918	0		54.53618	0.84418	1.03393	7.01615	0.21952	0	0.31315	0.72918	0	0
Healthy	3.30805	0	0		79.23344	1.00055	0	0	0.23517	0	0	0	0	0
Healthy	2.26471	0.51914	0.03313		7.31188	13.83051	0.42773	4.32216	3.38681	0	1.2407	0.51914	0	0.03313
Healthy	5.94996	0	0.52529		18.12975	34.30594	0.46398	1.23974	0.19099	4.87042	0.12133	0	0	0.52529
Healthy	1.41066	0.28545	0.006		36.17394	4.07282	1.26174	30.6252	0.02206	0	0.0011	0.28545	0	0.006
Healthy	0	0	0		45.01472	16.5556	0	0.57529	0.37923	3.47638	0	0	0	0
Healthy	0	0.05778	0		63.99492	23.77976	0	0	3.06927	0	0.10023	0.05778	0	0
Healthy	0	0.61893	0		70.46586	3.81006	0	0	3.02483	0.01845	0.15762	0.61893	0	0
Healthy	3.35419	0.10049	1.67647		15.74434	50.09561	0.99829	0	0.08042	0	0.80785	0.10049	0	1.67647
Healthy	2.67796	0.03416	0		0.01052	0.00143	5.85638	0	0	0	0.70123	0.03416	0	0
Healthy	0	2.1774	0		42.76044	13.23055	0.21767	0.1126	1.06858	0	0	2.1774	0	0
Healthy	0.80969	0	0		69.40911	19.37166	0	3.13991	0.04987	0	0	0	0	0
Healthy	0	0.0011	0		36.09966	6.14055	3.13477	6.58545	0.33156	0	0.01273	0.0011	0	0
Healthy	0.018	0.01178	0		71.1126	14.23835	0	0.70914	0.80756	0	0.06666	0.01178	0	0
Healthy	0.40077	0	0		20.00069	6.68963	15.641	0	0	0	0	0	0	0
Healthy	0	0.08449	0		49.82563	23.14259	0	0	2.53961	0.0691	0.66574	0.08449	0	0
Healthy	0.08131	0.21292	0		72.02697	5.88627	0	0	7.93719	0	0	0.21292	0	0
Healthy	7.34693	0.13429	0.46797		54.63981	13.75319	0	0	0.07799	0	0.85808	0.13429	0	0.46797
Healthy	0	0.79689	0		10.18654	0	33.1783	0	0.18778	0	0	0.79689	0	0
Healthy	0.07584	0	0		74.51959	18.60809	0	0.18063	0.00387	0.08662	0.01913	0	1.75872	0
Healthy	0.43081	0.0003	0.01349		87.04731	3.95675	1.57665	0.01119	0.01037	0	0.07151	0.0003	0	0.01349
Healthy	0	1.29052	0		25.91966	13.66098	0.51895	0.91213	1.5059	0.69324	0	1.29052	0	0
Healthy	2.6056	0.01808	0.16795		27.00068	1.07872	13.47374	0	0	0	0.00057	0.01808	0	0.16795
Healthy	0	0	0		37.12973	9.58738	0.0036	11.2789	4.97084	2.63237	0	0	0.66627	0
Healthy	0	0.69601	0		1.81896	26.88239	15.42036	0	0	0	0	0.69601	0	0
Healthy	0.028	0.1544	0.00045		39.43204	23.89167	0.11904	0	0.70432	0	0.06164	0.1544	0	0.00045
Healthy	2.8501	2.32069	0.14691		40.03673	6.89579	0.03109	1.93009	1.65864	0	0.01671	2.32069	0	0.14691
Healthy	1.7078	0.70801	0.00915		30.67102	6.60217	0.08729	0	0.20787	0	0.10184	0.70801	0	0.00915
Healthy	0	0	0		20.07762	27.65037	0.50497	2.14355	0	1.10419	0	0	0	0
Healthy	0.14985	0.04562	0		82.81448	1.44198	0.70262	0	0.23091	0	0	0.04562	0	0
Healthy	7.08914	0	0		15.43674	1.81058	24.8353	0	0	0	0	0	0	0
Healthy	9.16478	0.10102	0.0052		22.24715	27.43919	0.33823	0.00565	0.06515	0	0.25066	0.10102	0	0.0052
Healthy	0	0.08786	1.85425		67.57796	7.09404	0.50306	1.25337	0.24992	0.15968	1.09675	0.08786	0	1.85425
Healthy	0.01111	0.63759	0.03518		57.57644	8.33585	0.44107	0	0.05655	0	0.38175	0.63759	0	0.03518
Healthy	3.08086	0	0		78.92345	0.9869	0	0	0.23086	0	0.01048	0	0	0
Healthy	0	3.53082	0		20.02427	26.71483	0.02862	0	5.35197	0	0	3.53082	0	0
Healthy	0.12021	0.09109	0		62.5651	13.3881	0.50344	0	0.10212	0	0.49288	0.09109	7.86018	0
Healthy	6.44336	0	0		90.445	3.1116	0	0	0	0	0	0	0	0
Healthy	3.10949	0.69077	0		45.99729	0.65321	0.54371	0.15608	0.00439	0	0.53671	0.69077	0.0719	0
Healthy	0	0	0		29.55664	5.11956	6.07823	20.4633	0.01825	0.52052	0.05963	0	1.123	0
Healthy	0	0	0		53.25361	5.05758	0	0	0	9.59731	0	0	0	0
Healthy	18.3647	0.47945	0		39.25094	6.43691	0	0	0	0	0	0.47945	0	0
Healthy	8.69167	0.19684	0		66.71114	2.16242	11.4312	0	0.15152	0	0	0.19684	0	0
Healthy	0.00257	0.23322	0.03411		45.16251	14.41541	0.12543	1.22439	0.5499	0	0.16311	0.23322	0	0.03411
Healthy	4.45827	2.13567	0.3751		38.84305	19.24218	0.12381	0.72343	1.06786	0	0.01709	2.13567	0	0.3751
Healthy	8.60768	0.2106	0		65.83018	1.70287	11.7311	0	0.20383	0	0	0.2106	0	0
Healthy	0	6.33637	0		34.12652	21.53719	0	0	0	0	0.04451	6.33637	3.40113	0
Healthy	0	0.08659	0.01293		34.44254	0	44.4709	0	0	0	0.06042	0.08659	0	0.01293
Healthy	0.00668	0.49942	0.09753		4.01644	36.3218	15.78313	0	0.02161	0	1.46783	0.49942	0	0.09753
Healthy	0.05879	0	0		22.07556	17.47819	12.0614	1.0315	0	3.86897	1.77298	0	3.4164	0
Healthy	0	0.0754	0		81.14162	1.46323	0	3.38056	0.65084	0	0	0.0754	0	0
Healthy	0.00998	0	0.10745		40.93628	26.58907	0	0	0	0	1.23487	0	1.78382	0.10745
Healthy	0	2.34395	0		24.97887	34.71415	0	0.86696	0	1.41679	1.31232	2.34395	0	0
Healthy	0	0	0		45.05654	7.88445	0.88681	0.54241	0	2.97451	6.75537	0	0	0
Healthy	0.04811	25.15479	0.17063		0.71756	0	14.06899	0	0.00698	0	0.02129	25.15479	0	0.17063
Healthy	0	0.79782	0		57.8648	3.90621	0	0	0.12314	0.0738	0.0051	0.79782	0	0
Healthy	2.27627	0.09097	0.00043		50.39368	11.05529	1.61522	0.07023	0.35574	0	0.02629	0.09097	0	0.00043
Healthy	0	4.16136	0		1.76456	16.42551	0	0	0	0	0	4.16136	0	0
Healthy	7.81757	0.2053	0.04292		53.77834	9.83496	0.10583	0	0.13711	0	0.06672	0.2053	0	0.04292
Healthy	1.18713	0.00325	0.02033		89.98095	0.88909	0.16982	0	0.02916	0	0.05465	0.00325	0	0.02033
Healthy	0	6.82519	0		33.7514	21.18618	0	0	0	0	0.10709	6.82519	3.4041	0
Healthy	4.33794	0	0		68.96628	4.87193	0.06409	0	0.20805	0	0.02383	0	0	0
Healthy	0.10264	0.08487	1.1119		37.14462	31.38034	0.05902	1.4189	0.00888	4.86383	3.65775	0.08487	0	1.1119
Healthy	0.0579	0.92466	0		67.68915	0.35529	0.96743	0.00222	0.02144	0	0.33992	0.92466	0.02948	0
Healthy	0.20975	0.12605	0		28.73117	34.88759	0.25953	0	0.01236	0	2.7082	0.12605	2.48172	0
Healthy	0.00273	0.34673	0.03477		12.17958	32.40016	1.90269	1.27653	0	1.64981	0.87439	0.34673	7.05933	0.03477
Healthy	7.18892	0.00691	0		50.49195	16.92877	0.11296	0.0577	0	0	1.65788	0.00691	0	0
Healthy	0.00142	0	0		17.05268	20.72907	0.86706	0	0	0	0.00289	0	0	0
Healthy	0.26578	0	0		42.6371	27.75482	0	0	0	0	0.25063	0	0	0
Healthy	10.90757	0.00958	0.36318		0.72957	9.42202	3.42126	0	0.40504	0	0.07186	0.00958	0	0.36318
Healthy	0.34542	0.26201	0		64.51356	6.74165	0.25818	0	1.43298	0.18142	0	0.26201	0	0
Healthy	0	3.23096	0.00336		9.13805	28.53973	8.16123	0	0.01639	8.75407	6.25705	3.23096	0.02714	0.00336
Healthy	8.41592	0.24998	0		66.0232	1.56566	10.9231	0	0.17577	0	0	0.24998	0	0
Healthy	0.90955	0	0		45.02526	19.62882	2.06382	0.01991	5.86381	0	0.02789	0	3.34023	0
Healthy	2.69371	0	0		70.51941	6.08248	0.09361	0.12672	0.30472	0.06083	0	0	0	0
Healthy	0.00184	1.44738	0.17555		66.04936	5.0589	0.43889	0	0.62079	0	0.04868	1.44738	0	0.17555
Healthy	0	9.3068	0		0.82862	11.32273	0	23.5237	0.00135	0	0.77542	9.3068	0	0
Healthy	0.1824	0.00805	0		3.41982	0	65.90596	0	0	0	0	0.00805	0	0
Healthy	0	2.39212	0		44.31726	18.21927	0	0	5.7491	0	0	2.39212	0	0
Healthy	0	0	0		52.79777	17.38997	0.07027	1.50496	6.06536	0.70616	0	0	1.64596	0
Healthy	0	1.05891	0		32.01276	19.75656	0.11747	1.26451	0.00829	7.89196	0	1.05891	0	0
Healthy	0	0.46561	0		22.06988	52.05179	0.17223	0	0.02746	0	0	0.46561	0	0
Healthy	2.64022	1.49586	0		13.01942	1.23209	9.87097	44.2378	0.23109	0	0.17061	1.49586	0	0
Healthy	0	0.1382	0		60.96992	1.87912	0.03993	4.6755	0.17692	0.23747	0	0.1382	0	0
