g	Phytobacter	Acinetobacter	Pseudomonas_E	Leclercia	Serratia	Veillonella	Staphylococcus	Longicatena	Bacteroides	Phocaeicola	Alistipes	Faecalibacterium	Agathobacter	Parabacteroides	Roseburia	Mediterraneibacter	Enterocloster	Blautia_A
Healthy	-0.616202580443336	-5	-0.603992552294838	-0.921035955498239	-5	-5	-5	-5	1.4559345614088	1.11989893443402	1.06660393394346	0.655995608197051	-5	0.0446494960355426	-0.445510839996181	0.264465996420278	-0.230585745691034	0.0191121344991314
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.67182433856168	0.720882525025053	0.607984432440714	0.200429126547824	0.622224387866044	0.429671548617864	0.0911497161897778	0.394577748021771	0.643196959692125	0.0945864127590947	-0.366834646316097
Healthy	-0.780441668452776	-5	-5	-5	-5	-5	-5	-3.01322826573375	1.09420795660693	1.08409310238647	0.841796048564561	0.623157251577039	1.1146580135766	0.340608679283063	0.584854550459879	-0.394339473628638	-0.520525465897375	-0.0671053360529905
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.670152117013197	0.502727471403209	0.988859381159409	0.527043142690893	-0.414945554013373	-0.048681913159248	0.116006354542298	-0.486329690801185	-1.20641913263184	-5
Healthy	-0.499242245528963	-5	-1.72468864545819	-5	-5	0.514788075455446	-5	-1.8921119748172	1.48066651194531	-0.767156300376879	-5	-0.423382263818458	-5	0.82997817472624	-1.74304184743907	-2.31336373073771	-0.973385032065324	-2.59516628338006
Healthy	-1.29696669526631	-5	-5	-5	-5	-2.2335871528876	-5	-5	0.882905730120255	1.27801764860442	-0.248089933528748	0.644239615356128	1.37489693359491	-2.24412514432751	0.394500711306375	-0.02764902672331	-0.615127105507079	-0.0546102055944311
Healthy	-5	-5	-5	-5	-5	-0.837764276233798	-5	-5	1.04277155037511	0.880929579133008	0.0640422153767301	0.664203699876524	1.57278461847229	-0.318740667397981	-0.90229161941837	-0.734757531366199	-0.110205442875549	-0.295163393788596
D007234	-5	-5	1.53217336043821	1.53303715144399	-5	1.18632363466859	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.422589839851482	0.210281055963031	0.201514559150557	0.242444521121299	-0.142209323390408	-1.60783085051026	-5	-5	-5	-1.31443738884177
Healthy	-0.479988355551093	-5	-5	-5	-5	0.0388585015597659	-5	-5	1.75253842445022	1.23907438867956	-5	0.625684837715415	-0.1990150061958	0.404649016704395	-0.153514436499102	-1.61350103444935	-0.843541714759544	-1.85636076472546
D007234	1.14157236197627	-5	0.452765945552988	1.80495414590316	0.215066234615022	0.929250284530029	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-1.14170347546611	-5	-5	-5	-5	-5	1.49547412324212	1.12783956017616	1.23340836743242	1.01460075402458	-0.348285971649083	0.946646278593981	0.0646713401361032	0.0453621026533479	-1.07160414774329	-1.20915209603457
Healthy	-0.636651308677243	-5	-5	-5	-5	-5	-5	-5	1.56806448880549	0.94505871717169	1.19922734236509	0.350746008077005	0.551391437465529	0.643151527059879	0.0587523819205574	-1.32458830628514	-1.23619777592541	-2.02965312376991
D007234	0.15219964138156	-5	0.0222014724507932	1.78861382494706	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.26704363042438	-5	-5	-5	-5	-2.61978875828839	-5	-2.45717457304082	0.734863009641368	1.40757461212159	0.587237134869804	0.481850931318503	1.04068183483346	-5	0.49708176280948	-0.0800176334937883	-0.446553913791745	-1.11975822410452
Healthy	-5	-5	-5	-5	-5	-1.2385232204553	-5	-5	1.52040321686297	0.821408053438461	1.24933706479944	0.640802318667544	0.141550104217721	0.248772417657787	-0.0423208950941545	-0.711683689833709	-1.77832500292923	-1.41805034162668
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.25165689551245	1.06060001866735	1.59830463477341	0.615580796991692	0.247857929914485	0.713116569659749	0.463564532213337	-0.501827339363456	-0.279650475913936	-0.77249893502857	-0.646891973851849
D007234	-5	1.45348208712769	0.174774801177701	1.52656812646704	-1.27237742203086	0.726868148528939	-0.314025506119774	0.434744502327412	-5	-5	-5	-5	-5	-5	-5	1.33819982543797	-5	-5
Healthy	0.351378812659065	-5	-5	-5	-5	0.293921363005754	-5	-0.607373383525961	-0.969643194689158	-5	-1.71399287792053	-5	-5	-5	-5	-5	0.847310399354296	-5
Healthy	-0.0746879085003505	-5	-0.962215058246362	-5	-5	-1.22228326139037	-5	-1.03381131904386	1.32919828179811	1.21191068671026	0.781751785427043	0.812716877470093	0.92704580430865	-0.254144804826271	0.173489294389452	-0.93225979707376	0.010495006057456	0.0270191736215697
Healthy	-5	-5	-5	-5	-5	-1.23582386760967	-5	-5	1.36930066646997	1.35573246584927	0.418122232259061	0.785638714988039	0.865965783067617	-0.425436324184721	0.0838930226748235	-2.02090709936167	-0.611827724952211	-0.496032367783781
Healthy	-0.568732756450789	-5	-5	-5	-5	-1.51243743974362	-5	-5	0.603697447930666	1.22127414549783	0.305078237045995	0.717001073992593	0.175381331469754	0.116694063058728	0.479483172968039	-1.80244378684646	0.354515639473392	-0.240407691354025
Healthy	-5	-5	-5	-5	-5	-0.759750368481201	-5	-5	0.607830177353295	1.12965058483685	0.0767423616812132	0.162668935255393	0.119061139126028	-0.991612769885841	0.337726744238046	0.376175322717833	-0.83698779022517	-0.291664097317737
Healthy	-5	-2.16749108729376	-5	-5	-5	-5	-5	-5	1.16978490358371	1.15888423672623	1.1905857561645	-0.111085131906848	0.510780859206555	-5	-0.619499325100805	-1.61564658586249	-5	-5
D007234	-5	1.51712078094949	1.68147108118553	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.4427334711301	-5	-5	-5	-5	-5	-5	-2.66756154008439	0.720304044111147	0.490096194996097	0.964413798590488	0.737915864323833	0.696825383168826	-0.0933956282750197	0.139094760285387	0.0233512452468229	-0.38655990134121	0.353870088285183
D007234	-5	1.47435192347776	-5	-5	-5	-5	0.533328388964941	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.552531869050244	-5	-5	-5	-5	-0.265680319140993	-5	-1.55814782422671	1.64672241866655	1.20936915289155	0.91953151019943	0.90434924219615	-1.49784610712864	0.79963067153768	-1.36171046458574	-2.24412514432751	-0.251819728321649	-0.9479990198987
D007234	1.67307447603177	-5	0.925187252579396	-5	-1.13123804178795	-5	-1.93704216591549	-5	1.48738586694587	-5	-5	-5	-5	-0.247697967505113	-5	-5	0.34736905126879	-5
Healthy	-0.566550206238404	-0.566726328908551	-5	-0.82623117686335	-1.55752023093555	1.04988446330992	-5	-2.94309514866353	1.4543510074567	0.890296916933545	-2.78251605578609	0.751490809436159	-5	-0.960982678002588	-1.27851914522995	-0.806764058360246	-2.13786862068696	-1.48811663902113
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.970247358384329	0.430903489889836	0.648595149494425	0.264737565526906	0.465965485921305	1.01780728030537	-0.0912630561709122	-1.53180041392739	-0.921035955498239	-1.15508812608786
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.38656566520721	1.02258135777185	1.3094278753406	0.590855204339237	0.4468570230184	0.512360154941612	0.861197956226961	-0.97228353779101	-5	-0.815905069104159
Healthy	-0.705930772529109	-5	-5	-5	-5	-2.59859945921846	-5	-5	1.43699321604346	0.733113769786766	1.21034715074295	0.511721639695628	0.32299206459641	0.641377920480965	-0.132255641925335	-1.6615435063954	-0.118672415899449	-1.79398412323666
Healthy	-0.0105679816522272	-5	-5	-5	-5	-0.0560555942146507	-5	-5	1.76046289505727	0.977966285230286	-5	-1.03692083935817	0.280125174861293	-5	-5	-0.912644569945949	-1.54348214219474	-5
Healthy	-0.352646375098534	-5	-5	-5	-5	-0.762355742360807	-5	-3.55284196865778	1.29099700983926	0.476118324957208	0.62240987774003	0.927134671238368	0.889585162248671	0.254153964000311	0.977029093395634	-0.0216642425425746	-0.515031435091517	-0.328216426231516
Healthy	-0.799724200888149	-5	-5	-5	-5	-5	-5	-2.11918640771921	1.49911139848095	0.504128185209738	1.19442331087948	0.352589598979626	0.529790833412835	0.816817104225552	-0.24640162234792	-0.29816444074994	-0.0589111416594382	-0.318125877871353
D007234	1.57253251114153	1.19780442858361	1.13698391701309	0.950562481555919	-1.93404701968613	-5	-5	0.0971149516418011	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.31917208371561	0.665318271278418	0.450101238218544	0.653818173334758	-5	0.282356969597714	0.727298016545531	0.316163322346075	0.385347049336977	-0.672007968281222
D007234	-5	-5	-2.94309514866353	-5	-5	-1.02204787879854	0.746862960501525	-3.1249387366083	-5	-5	-5	-5	-5	-5	-1.6663512434853	-5	-5	-5
Healthy	0.275659111648495	-5	-5	-5	-5	-5	-5	-5	0.637680817066705	0.681759367216103	0.885531398454523	0.575244438127422	0.809565101200088	0.0472008557403522	0.687300606760222	-0.250936511752492	-0.110900081154795	-1.01723142274899
Healthy	-5	-5	-5	-5	-5	-0.559925690982369	-5	-5	1.02443394334811	0.80023991692835	0.263870311420427	0.624580119697301	0.886854365020978	-0.216618173111379	0.325176880079742	-2.01592296609717	-1.28466531620769	-0.828507572747099
Healthy	-5	-5	-5	-5	-5	-0.511209641635145	-5	-5	1.41431271815237	1.01624379292491	0.0370637703786542	0.105888111950953	0.82343444962572	0.300632434300966	-0.0991469519786247	0.121963422456999	-0.802388676830286	-0.568378952372645
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.40969850715263	1.1503234642292	0.400386002902073	0.515982403762714	0.790449840925926	-0.373218375478392	0.482783572464646	-1.33799812061008	-1.5394028111024	-0.582378862136106
D007234	-5	-5	1.74155740754122	0.921376897846451	-0.0100076532410141	0.862358608590788	-0.0158644033625684	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.86367140514564	1.10533336537872	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	-5	-5	-5	-5	-5	1.49579831860056	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.43914235217938	-5	-5	-5	1.28592416660867	-5	-5	1.10990945645856	-5	-5
Healthy	1.47859116743669	-5	-5	-5	-5	-1.7705741520793	-0.113757514035136	-5	1.17961899820602	1.66695981883373	-5	-5	-5	0.202131253270807	-5	-5	-5	-5
Healthy	0.343825946175276	-5	-5	-5	-5	-0.796912693527552	-5	-1.53551045256603	1.08698803517	0.835355052460108	-5	0.92053550159987	0.91726702849458	-2.17263072694617	0.221826165716111	0.437680816500447	-0.541543459555569	-0.725195810365438
D007234	-5	1.63663240310558	1.54076117665799	-5	-0.117048776749389	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-0.991059338622913	-2.31515463835559	0.812988850506202	0.176004391472253	-1.32910504647979	-5	-5	-5	-5	-5
Healthy	-0.0519686767419698	-5	-5	-5	-5	-5	-5	-2.60205999132796	1.48625828557227	0.847726855657811	1.28868486691273	0.0359217931671015	-1.05487622987788	0.785156082465179	-1.35713994741551	-1.19613336571502	-1.54591772926891	-1.36703683183274
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.14729410059092	0.444466388020193	1.07196149800389	0.133062839609879	0.122212600566255	0.590096946177638	-0.373669899755347	-0.345197985431559	-0.230438064151941	-1.45308735681876
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.2958025446819	0.171670883800834	-5	0.146261405645483	-0.300413734941313	0.298887993155336	0.349737810502881
Healthy	-1.35047043405218	-5	-5	-5	-5	-5	-5	-5	0.979015878313016	1.10334353543818	0.646224285342348	0.750236007580492	1.62813860211097	0.241581342286446	0.103766103269333	-0.0574066644068401	-0.308617878502796	-0.748240145471199
Healthy	0.960535464994212	-5	-5	-5	-5	-5	-5	-5	0.838107639906571	0.862542213637105	0.687738477820436	0.496828669783313	0.659174320176156	-0.20305119725605	-0.601209607247861	-0.708853238268114	-1.07972010536705	-0.759675444909566
D007234	-5	-5	1.28972069233298	0.952616171834568	1.3673486516584	0.862160013170079	-0.307179509182989	-1.77754366332075	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.06885757049082	-5	-5	-5	-5	-0.146441709544069	-5	-5	1.22788439179666	1.37008043009677	0.79307411614985	-5	-0.136468966398424	-5	-5	-0.352979092834156	-1.3212995650017	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.885481652191946	1.15361214628175	0.333781683460156	0.835039593136575	0.675088787261721	-0.943781418727694	-0.210588526448577	-0.876181013981003	-1.88173527391052	-0.992465582102742
Healthy	-1.18722029299104	-5	-5	-5	-5	-5	-5	-5	1.24295068466674	0.534816513439203	0.696531119969607	0.373285409260442	-5	0.65469045776456	-0.979514414203448	-0.873803632079469	-0.125060356090755	-5
D007234	-1.8784401558125	0.668495874332999	-0.0832250553988921	-5	0.779324430944866	1.23318223299226	-1.43497907165471	0.410547797833406	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	1.71498498282195	1.24080899849476	-2.3585258894959	-3.26760624017703	-2.80687540164554	1.48314978705204	-2.20273245916928	-5	-4	-5	-5	-5	-5	-5	-2.70333480973847	-5	-5
D007234	-1.38955277855788	0.582097468468987	0.932410848302544	0.980807095420418	1.81157795477373	1.03450532891808	-2.03526907894637	-0.997099931388613	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	1.76531837077303	-5	-0.201301025584539	-5	-5	-5	-5	-5	1.41364019127588	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.0367606007378408	-5	-5	-5	-5	-5	-5	-5	1.69479054609214	-0.286576664346907	0.400309989706431	-0.433220863658808	-0.569360663835345	0.25266859863604	-5	-2.13018179202067	-0.561805859206663	-1.50003813440381
Healthy	-5	-5	-1.08518101955253	-5	-5	-5	-5	-5	0.627439598451377	0.332567719035397	0.134046353139479	-0.436886915527962	1.12247179077573	-5	-0.123164653014734	-1.39512622944736	0.750374923286069	0.382380904568291
D007234	1.58979673402763	-5	-5	-5	-5	-5	-5	-5	1.46269456467575	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.52812180069271	-5	-1.63376387628171	-5	-5	-5	-5	-0.857141448886609	0.228349020623637	0.114013501903522	-0.485930633085059	-0.584559201938182	0.516473232949083	-0.423762339899278	-0.0841887561949407	0.552884701132397	-0.565159746702426	0.0890922558427193
D007234	1.31773770084699	-5	-5	1.64163679173086	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.482777701972093	-0.318975964170277	-5	-0.995334766752123	-5	-5	-5	-1.31104653736258	1.04607315133389	1.05858885435902	0.451095311633917	0.801387243563699	-0.198198540425395	0.730737875262046	-0.334634802824779	0.0564360174790686	-0.654508643525354	-0.991825815993574
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.801588228816108	1.03779330191162	0.388921392430526	0.558719367775568	1.03647359135307	-0.114480472295044	0.413222623847872	0.290811192394213	-1.246340352714	-0.408323357858316
Healthy	1.12622267422298	-5	-5	-5	-5	-5	-0.29312866326705	-5	-0.6238977416299	0.0906283330584939	-5	-5	-5	-1.12101887660626	-5	-5	-5	-5
Healthy	0.0584639856022508	-5	-5	-5	-5	-1.04383156952464	-5	-5	1.24351427058103	0.657144807153543	1.17351346908547	0.642851157067042	0.746012666595079	0.771639651873103	0.25355606722012	-0.86087686589042	-1.77108659400531	-1.26456079674852
Healthy	-5	-5	-5	-5	-5	-1.46130062045759	-5	-0.0957714836599216	-5	-5	-5	1.49051904606147	-0.259890064467148	-5	-0.0423448330565088	-0.42137224914041	0.282291225281716	0.642280474932197
Healthy	1.12033730786774	-5	-5	-5	-5	-2.34969247686806	-5	-2.11520463605102	1.58650336296327	1.07047379029856	0.715406614132306	0.489241090524176	-2.37882371822496	-0.909459800245764	-5	-1.17101804599208	-0.507281506352255	-2.48545224733971
Healthy	-5	-5	-5	-5	-5	-1.71964930695399	-5	-5	1.79253834419282	0.875417238936825	0.00945089579869393	0.637288546537136	-0.777543663320753	0.672124654002603	-0.491281791000438	-0.372460050801039	-0.341235207440989	-5
Healthy	0.380265525129201	-5	-5	-5	-5	-0.888334304060481	-5	-5	1.11697813083482	0.664657955795002	0.705808994571625	1.16006646509554	0.834780453142317	0.134648771941498	0.77622305170835	-0.609700911289869	0.0533473921692674	0.360146394144718
Healthy	-1.59773861754532	-5	-5	-5	-5	-5	-5	-2	1.58038867285112	0.201790269623615	0.824940267223059	0.537644083197544	-5	0.368420779474894	-5	-1.72491910154314	0.784710702253595	-1.29174911140862
Healthy	-0.106854341253803	-5	-5	-5	-5	-3.67778070526608	-5	-1.78941397509484	1.0417829799498	0.500863305994295	0.292984454514687	0.119269089517506	-0.468866100880393	0.178654702061793	-0.378211151049159	-0.771471322642818	-0.0112092434622063	-0.0207430736631238
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.58263280197999	1.05358815202503	1.37434244838074	0.210069592142559	0.0909665988400203	0.739733691659403	-0.78099212174311	-0.801727901530653	-1.26664221207441	-2.30277065724028
Healthy	-0.851705902565254	-5	-5	-5	-5	-5	-5	-5	1.49154517951061	0.507615729483392	1.19932780112758	0.401079871735809	0.545451857171014	0.803464626966006	-0.213596436568319	-1.0298856777149	-0.0136314064297271	-0.433432887006503
Healthy	-2.37468754903833	-5	-5	-2.11125903931711	-5	-1.81445784514562	-5	-2.18708664335714	0.927790080827761	1.19655281568424	-0.157696621367697	0.769022655185129	1.36161849333887	0.283988317831098	0.224691006234037	0.267934008793779	0.0549575960124065	-0.422623108082985
Healthy	-5	-5	-5	-5	-5	-2.03338901331807	-5	-5	0.855868510118026	1.20397148284429	0.89276445834019	0.750432791718331	0.731041322052782	0.143092903748938	0.533674210396434	-0.108919935188991	-0.644414399938869	-0.457012831579201
D007234	1.81869102596358	-2.0017406615763	-0.110227833228551	-5	-0.483451405773248	-3.42021640338319	-1.14496568332412	0.375028622874481	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.47521455067878	-0.605303222108116	-5	-1.17411970106382	-5	-5	-5	-5	1.51205610900684	0.688862789977531	1.55315722149061	0.255173571203417	0.187450212762292	0.906566675589683	0.183924351757001	-0.678608721688311	-1.68550077202685	-2.1180450286604
D007234	-5	-5	1.99728592579616	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.294084996121205	-5	-0.786641646375609	-5	-5	-5	-5	-2.68824613894425	0.869289817403865	0.147472266089839	0.666056297355203	0.732156441527046	0.575751138260924	0.246454262771179	-1.29030613027221	-1.29808678878766	-0.0585084439981048	-0.565191661346907
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.17222012809825	1.59644105142651	-0.345159524211449	0.0124027129311546	1.0097019661066	0.635905772443086	-0.0188476104346876	-5	-1.18455508375565	-5
Healthy	1.07622196520077	-5	-5	-5	-5	-0.151158391636992	-5	-5	1.2205351086929	1.37224127321741	0.819337925820799	-1.87876854485038	-0.143162398597425	-5	-5	-1.52782885330764	-1.30434324006381	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.688701843837015	0.860538634224639	0.429353320835006	0.282984440133955	-0.906368223171052	0.0766986854623497	0.947494009148556	-0.0686947185783268	-5	-0.693617867849802
Healthy	-5	-5	-5	-5	-5	0.165511410785553	-5	-5	1.12507345557411	1.35626933821263	-0.234965098204304	0.911826918691507	1.05858961332983	0.326479236380961	0.747819495903665	-1.03848398855105	-0.521664419994159	0.0102405763818244
Healthy	1.19793109876072	-5	-5	-5	-5	-1.84679509991572	-5	-5	0.479120192583274	1.43228140726233	-5	-5	-5	0.45903646166705	-5	-0.237846807696405	-5	-5
Healthy	-1.39544996742874	-5	-5	-5	-5	-1.54121111828916	-5	-5	1.34980826648893	0.939161686095143	1.14476096077607	0.675007105260207	0.323963306569016	0.989203677387277	-0.0756328298999847	-0.654626269440912	-1.87289520163519	-0.805235975889113
Healthy	-1.43830246734601	-5	-5	-5	-5	-5	-5	-5	1.70078952940888	0.730541651852511	0.976631010038843	0.166062865797312	-5	1.19240853603945	-0.572432752280549	-0.259432056170605	-0.677346627786762	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.61112954347898	1.18261320688115	0.309344801827056	0.67440273198607	-0.173938161507055	0.787232994840819	0.508148449836853	-0.39017090042489	-5	-1.07520400420209
D007234	1.18354912624892	-5	0.422024856858589	-5	-5	-5	-5	-5	1.42480995579951	1.44260376830482	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	1.31442154062581	-5	-5	-5	-5	-2.51712641639125	-5	-5	1.10255615534469	0.72861184672594	0.939192160639634	0.724617434868582	-0.205762982559285	0.245803744957511	0.0562109499544785	-0.57191382374635	-0.44286589817241	-1.0505611989635
Healthy	1.00691123325744	-5	-5	-5	-5	-5	-5	-0.947113764743618	0.938112758734691	-0.413198976028003	0.104282207094438	-0.955381854176115	-5	0.466397497901496	-5	-0.285351762649026	-1.04440844959428	-0.725334230918611
D007234	-1.83564714421556	-5	1.81971242227442	-5	-5	-5	-0.170696227168975	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.70701042720739	1.00056031257214	-5	-5	-5	-5	-5	1.01054629798609	-5	-5
Healthy	-5	-5	-0.234510265370566	-2.02548830726267	-5	0.576510657488453	-1.71399287792053	0.161586592023395	-1.94005811193804	-5	-2.40011692792631	-3.06550154875643	-5	1.40884873823689	-5	-2.50723961097316	0.320794127451871	-5
Healthy	-1.58419227236446	-5	-5	-5	-5	-2.2020403562628	-5	-2.84163750790475	0.751429233038717	1.02157709561709	0.249618991093808	0.720840404573109	0.62438627275241	0.213392895986985	0.281660481154082	-0.755426027182564	-0.226967278244564	-0.272166058821152
