g	Phytobacter	Acinetobacter	Pseudomonas_E	Leclercia	Serratia	Veillonella	Staphylococcus	Longicatena	Bacteroides	Phocaeicola	Alistipes	Faecalibacterium	Agathobacter	Parabacteroides	Roseburia	Mediterraneibacter	Enterocloster	Blautia_A
Healthy	-5	-5	-5	-5	-5	-1.81474123470341	-5	0.0443907890843876	-0.0689949672932145	-0.418516841724145	-0.837226561164813	-0.963331189699903	-5	-1.65955588515988	-1.71331903064507	-0.935392279869374	-0.38943564773124	-0.657320766412523
Healthy	0.0778546237488343	-5	-5	-5	-2.10623823794206	-5	-5	-1.33951398421503	0.752394976455762	0.727114072089551	-0.467959418156523	-5	0.482493409586687	0.465635620553329	-2.88941028970075	-2.09474395125155	-0.559500228746589	0.297068589643715
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.59481602960338	1.04584929071122	1.35877861529176	0.219987724698776	0.0915684829058785	0.74818647595171	-0.818270715117317	-0.690369832574101	-1.35105481783433	-2.7851561519523
D007234	-5	1.79259274931413	0.689529946655178	1.33383021179684	-0.279146380727689	-5	-0.256780384444636	-0.355197189246936	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.01577959398608	1.49175070345267	1.27839710462431	0.849401599372167	-0.156331277020856	0.664862826758356	-0.210207832269325	-1.22672565166255	-1.17082492608291	-1.54485047882017
Healthy	-1.34065436425382	-5	-5	-5	-5	-5	-5	-5	1.02660598131179	1.48272941391472	0.239334521648231	0.150572247668998	0.718710067004163	-5	0.399211497000631	-0.0547826101592741	-0.348857724237655	-0.401691094102905
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.839662159259455	0.299439741369305	0.0525438939985084	0.105360284729234	1.50693248703916	-0.362200170879953	0.422967180527763	-0.225570631908195	0.380945302491992	0.155597143052673
Healthy	-1.74256143314019	-2.49214412830417	-5	-5	-5	-1.12644690648638	-5	-3	1.65674953855088	0.662890931983436	1.12432747144644	0.866508270819569	-0.0514354488666391	0.468990909080905	-0.0128344452293824	-1.12726117252733	-0.327606552818975	-0.243219404493149
Healthy	-5	-5	-5	-5	-5	-1.05114709380029	-5	-1.60607399341416	1.46846563738502	0.898228639627151	1.20105064312464	0.548095693988175	1.15939903698841	0.206685584349619	-0.167203781587587	-0.519131076312832	-0.865599744081016	0.0945549746709747
Healthy	1.49406842255843	-2.63078414258986	-5	-1.96818772866963	-1.55595520408192	-0.225453838985103	-3.11918640771921	-0.615861725141284	-2.53461714855158	-2.25414480482627	-2.37059040089728	-2.1438755557577	-5	1.11970809885151	-5	0.204814298522279	-5	-5
Healthy	-1.6285626825959	-5	-1.397831448621	-5	0.154396581568744	-0.955421045123387	-5	-5	1.28437929228279	0.265544186442356	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.292532022862861	-5	-5	-5	-5	-1.64320953964828	-5	-5	1.88343491848498	0.976349979003273	-5	-0.312649430441973	-5	0.519636389599008	-0.438600439557972	-1.3292904047762	-0.911934822309795	-1.74232142513082
D007234	-5	-5	1.32438967780706	-5	-5	-1.07453319930846	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-2.23582386760967	-5	-2.5543957967264	1.18249026217155	0.880553509170161	1.1314040300733	0.15034804177676	0.704446525813137	0.0808644900980364	0.0446808439843005	-0.868894837906269	-5	-2.10623823794206
Healthy	-0.216525212417754	-5	-5	-5	-5	-5	-5	-1.92045699259709	1.14236255654926	0.192054247888083	1.33390933558788	0.353115730434646	-5	0.775048742004871	-5	-0.99012436628784	-1.09301884677115	-0.924927737293881
Healthy	-5	-5	-5	-5	-5	-1.07836553894629	-5	-5	0.973654693495932	0.749255388943564	0.674194037113134	0.772509469147765	0.954441756638909	0.667321243625608	0.307213547676819	0.0165026748443862	-0.458657935609943	-0.867068250785085
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-2.12436006299583	-1.78277934435548	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-1.10237290870956	-2.61439372640169	1.89923326105901	-2.48678239993206	-2.75202673363819	-3.06048074738138	-1.47547406337362	-2.22040350874218	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.1224403423089	0.4008590586479	1.07646530723368	0.156415874557425	0.153769146729675	0.557973727582115	-0.366511345146816	-0.400236975654801	-0.29797464934805	-1.32956859063939
D007234	-1.56751174422949	1.32501067700585	-0.0555123927133048	-1.53835143193654	-1.34208406317004	-0.0793862814352421	-1.12702836926156	-2.11069829749369	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.59859945921846	-5	-0.831355223112183	-5	-5	-1.94309514866353	-5	-5	1.15052833699975	0.446574443970101	0.033793552561799	0.510071585741454	0.408962057836087	-0.472576341317936	0.0563978786493139	0.235826290966117	-0.435310269118554	-0.215610968055332
D007234	1.59263979493828	-5	0.69808226831671	-5	-0.296596837689286	-5	-5	-5	1.48573235466928	-5	-5	-5	-5	0.35217865769881	-5	-5	0.472763760610584	-5
D007234	-5	1.40392330936668	0.67603755826244	0.315957757028624	-0.307223560190939	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.673664139071248	-5	-5	-5	-5	-5	-5	-5	-0.986741334716483	-0.0545560354346374	-5	-0.018022920110226	-5	-5	-1.30320691491826	-5	-5	-5
Healthy	-1.82304101941309	-0.904795766878181	-5	-5	-5	-5	-5	-5	1.75585832169065	1.10408950894068	0.944746130010623	0.167110478596657	-0.766065203269315	-5	0.0464912623002706	-0.581665557695016	-0.959991363986458	-0.803685614646401
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.3316912349515	1.62559753036335	1.09563513965417	0.197112322602376	-0.457448426659968	0.294135419126248	-0.762431129801801	-0.589881031640449	-5	-1.29722492209896
Healthy	-1.06153031163235	-1.78146449478347	-5	-5	-5	-0.837764276233798	-5	-2.14508697769214	1.1104988019402	1.85842024713283	-2.35556141053216	-0.244811414391675	0.142038885303705	-2.20342566678957	-0.506458304832518	-2.03198428600636	-1.04585401117045	-2.20481541031758
Healthy	-5	-5	-5	-5	-5	-0.733509591688856	-5	-5	1.13375185205295	1.10410898763842	0.595865325468556	0.675643634521496	0.786891906459645	-0.0512985785239755	0.862541021646892	0.381573511428956	0.42075424792547	-0.334597265757671
Healthy	-5	-5	-5	-5	-5	-5	-5	-2.22548303427145	1.08387476394367	-0.0863344686175699	0.711097442233555	0.840259827573623	-0.0943606017327764	0.724328309541916	0.00691935450255115	0.0374145447169941	0.0122296308959598	0.129867053363277
D007234	-5	-5	-0.176343222931775	-5	1.71192282874888	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	-2.16241156176449	0.252435519456813	-5	-1.89414932561486	1.10686579064283	-0.818842682119394	0.372738986810792	-5	-5	-5	-5	-5	-5	-5	-5	1.31841000576211	-5
Healthy	-0.717491176409629	-5	-0.114062365300403	-5	-5	-5	-5	-5	0.377790554473421	1.10467519656851	-0.269888249909259	0.562036971785865	-1.6959405337824	0.350898971963758	0.901958262306446	0.523419973113808	-5	0.190048614041428
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-1.95506845385084	-5	-5	1.70028003016665	1.40313442524298	-0.180607435881711	0.517902865811122	-0.984849896770529	0.576457684073364	-0.676129393459491	-0.559846870226439	-0.415069772049269	-5
Healthy	-5	-5	-1.33133458454551	-5	-5	-2.70996538863748	-5	-5	1.00267783866476	1.48179694276096	1.28890710137324	0.84018641895542	-0.258178953113192	0.669938583132496	-0.247413821259591	-1.13804762507855	-0.912680087793599	-1.45148774365896
Healthy	0.364995380414714	-5	-5	-5	-5	-5	-5	-5	1.56248438773071	-5	1.05240110796875	-0.188699866185419	-5	1.3137345927271	-1.35251922682632	-1.53730259189828	0.252986452921732	-5
Healthy	-0.696005229933957	-1.61475131759678	-5	-1.48999148705977	-5	-1.73048705578208	-5	-2.23732143627256	1.20995016328142	1.27520743398671	0.698392877967268	0.429566575377145	-5	0.577854709161548	0.560620291247343	-1.11770319906235	-0.0210620694249734	-0.141763664570487
Healthy	-1.05988213325228	-5	-5	-5	-5	-5	-5	-5	1.31258627265713	1.24022015803834	0.828127333871544	1.02961141820555	0.457810769513836	0.333088405069574	0.106010612334504	0.359345914031992	-0.16802790034189	-0.244239447389598
Healthy	-5	-5	-5	-5	-5	-0.679189273932372	-5	-5	1.63167627754624	1.03467416942805	0.830439815527457	0.547691037202046	0.776278303609433	0.656338770945159	0.637194428973508	-0.368738916616739	-5	-1.07862570458153
Healthy	-5	-5	-5	-0.414031949992882	-5	-5	-5	-5	1.23020871566058	0.586167433790183	1.50891415188636	1.25135857617225	-0.551958767844322	-0.259826862184871	0.749094445708585	-0.861507832850024	-2.12959609472097	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-1.18621892182592	1.54285591361061	0.835436260424413	0.221082847781397	0.558900481487196	0.854494903644415	0.403618043992883	0.272556326663324	-0.0118380644666731	-0.152581592140597	-0.515700160653214
Healthy	0.775828086758772	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.40889447616294	0.425100361470318	-5	-1.08502252755567	-0.223676627676916	-2.00392634551472	-0.0263180814960164
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.10488776113666	0.9792537375388	1.20312376369458	0.470914474018984	0.00826793716986289	0.639683669975017	-0.256419687746627	-0.604621180177846	-5	-0.475642829820656
Healthy	0.911762003001047	-5	-5	-5	-5	-1.3421795439843	-5	-1.25297682254837	1.05353018218644	1.0145805966079	0.464236110213029	0.311573750391393	0.873080423472125	-0.501813548077769	-0.0440718431030494	-0.904830648568245	-0.401351728824959	-0.356211861916728
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.997925204324394	0.302841563054695	0.9515240213408	1.02511366791985	-0.224535190654261	0.0236762559339601	0.316412806635437	-0.75168335965822	0.0907552136040066	-0.374883128500423
D007234	1.87262884273255	-5	-5	-5	-2.44733178388781	-5	-0.933003579550305	-5	-5	-2.24108810760203	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.86831462550095	1.0097019661066	-5	0.233673690469636	-5	0.460190975748579	-5	0.138400600795411	0.24125751889048	-0.0189428678611862
Healthy	-1.39480273261162	-0.860813819583871	-5	-5	-5	-5	-5	-5	1.43313464385913	1.59436094407986	0.560584456595285	0.986487783004507	-5	0.856452158462088	0.194431082563702	-0.526702847151113	-1.31939257100821	-0.931591480221838
Healthy	-0.933748638031038	-5	-1.00052146632069	-5	-5	-1.16774662980299	-5	-1.20697834015402	0.431936012298832	0.589111464400596	0.464876871458186	0.696802687466645	0.986065095365385	0.257376143045228	0.194472714218307	-1.21896306137887	-0.156175688411051	-0.547753425479563
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.69049909411714	0.557668378255873	0.698117951867031	1.65922962442157	0.896618798322609	-0.691755823259394	0.335467930469223	-0.0928252006366423	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.61773801489493	1.22762064988814	-0.0633907634470824	-0.015103805562609	0.54897259042848	0.561486589462551	0.485352261241138	-0.902812127429104	-0.888300722426449	-0.917430035730077
D007234	-2.07779372256098	-1.53536144090497	0.422085660666209	-0.443975053824423	1.79159178139817	0.694448122627634	-3.11350927482752	0.824574871849266	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.698756278870145	1.90513887066181	-5	-5	1.0485587132507	-5	0.536704866024489	-5	-5	-5
Healthy	-0.655705994101688	-5	-5	-5	-5	-0.785103192439779	-5	-5	1.5069038319336	1.12483047521605	-5	-5	-5	-5	-5	-0.00369852119439642	-0.436768171479018	-0.883990320575262
Healthy	-0.65576496544836	-5	-5	-5	-5	-5	-5	-1.43474265657979	0.985025678364033	0.493858003264738	0.500704283521169	0.66548342795189	1.01142706469423	0.0759846847441197	0.854363134106003	0.418457078952257	0.454491185090403	-0.260609638537782
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.26114505787301	0.984128389342389	0.165511410785553	0.0270518202849495	0.263029763342898	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.918998028302796	0.394646019142825	0.937095929981493	0.998840624776462	0.746402980657854	-0.166425818692096	0.0879233209252971	-1.24848994972996	0.2706718501183	-0.649248182183584
D007234	0.400586337577359	-2.21824462534753	0.860563781005316	-2.86646109162978	1.2240565534931	0.17526821544256	0.254100743416029	0.11203495117343	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.21896306137887	-5	-0.745572778459332	-5	-5	-2.07675598136972	-5	-1.22112552799726	1.01532873326685	0.647845384412741	0.974488204277585	-0.619228156559993	0.172737168164676	-0.0573224090021907	0.596530022185476	-1.01331782022049	0.747393938515076	-0.836242476018044
Healthy	-5	-5	-5	-5	-5	-5	-5	-0.566902523032012	1.45429684619943	1.43197954301621	1.04531319726925	0.254492487724581	0.222211668124419	0.129512658736716	-0.00340077729983324	-0.594568258032626	-1.03682628362475	-0.690476290346887
D007234	-1.42342831593471	-5	-0.548843210575429	1.51770790510183	-5	0.84843483965981	-0.78799894248771	-1.11103465569966	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.70465285166638	-5	-5	-5	-5	-5	-5	-1.75374768770068	1.41843238868188	1.44799804358051	1.16666865864741	0.210173998542721	-0.0871670652771622	-0.0177378148563872	-5	-0.82027590393991	-2.57186520597121	-5
D007234	0.989688258185225	1.24034228511102	-0.657458891376695	-2.79048498545737	-2.57348873863542	1.65301858212357	-1.66675430103804	-0.143887653265518	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D007234	-5	-1.15452986701833	0.970293864888932	1.65586910638456	1.19881400932817	-1.84496777120903	-0.588245649955114	-1.7325935812471	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.12038809293415	-5	-5	-5	-5	-5	-5	-1.61942699693311	1.41411828293266	1.43876552986924	1.1597443035483	0.211534339415678	-0.0476338297929267	-0.00741997466664645	-5	-0.704784876133702	-5	-5
D007234	-2.58004425151024	-5	-0.239879214735432	-5	-5	0.16321506191041	-2.10846254232744	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.11232644754555	-5	-5	-5	-5	-2.04287180232319	-5	-5	1.35386162827025	0.918807489719212	1.14681801551574	0.672713749570009	0.328762755324261	0.992006218322321	-0.0809009782736942	-0.92016780032278	-1.84801760454253	-1.01295971302073
Healthy	-0.393468162871985	-5	-5	-5	-5	-1.57577192930402	-5	-5	1.23374443281472	0.482610641576589	0.859071616259422	0.687804432342187	0.604492813769689	0.314661295040105	-0.0131655885789395	0.395335131300997	0.38790746729134	-0.264057951662158
Healthy	1.42385362465526	-5	-0.558839225964884	-5	-5	-5	-1.16222223044627	-5	-2.40340290437354	-0.197883342699823	-5	-2.80687540164554	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.73482222357039	0.725253160897597	0.439203175801102	0.882897768332468	-5	-5	0.238698310062986	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.22205490369926	0.964989913189517	0.93810474572733	1.01106735179124	0.363969044978839	0.811622587998804	0.857419346642917	-0.501276029252095	-0.0466462903622606	-0.667339399729365
Healthy	1.09637150155543	-1.46737299877111	-0.762179889205935	-5	-5	-5	-0.425899250713553	-0.734474664780926	1.04819817293726	0.81923389656635	-1.8523236757589	-5	-5	1.02065416688031	-5	-0.578363173279246	-5	-5
D007234	-2.80134291304558	-2.08565684288056	0.778494930826251	-2.59176003468815	-1.91973437266016	0.38342396570732	-1.22475374025976	-0.40311713369207	-5	-5	-5	-5	-5	-5	-5	-5	0.755264891412247	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.60465527388789	1.24525843243895	0.27177192803563	0.295879239998643	0.509402816315774	0.543977453482102	0.498561407028519	-0.705754283861882	-0.941953769604718	-0.858926673732525
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.960274753755021	0.501279778500174	1.02774783425824	-0.224608028303388	-0.474165107199368	0.577212520749531	-0.411851594254163	-1.94500413847086	-0.717287276964733	0.0428274325324682
Healthy	-0.561536764882366	-5	-5	-5	-5	-5	-5	-1.67778070526608	1.15709425147259	0.24308023524408	0.837342815660578	0.86777085766848	0.717131043911834	0.646688914042364	0.681768404135852	-0.0194058442237799	0.109737118112256	0.114721044923249
Healthy	-0.718398556174345	-5	-5	-5	-5	-1.2643212740941	-1.85980632142137	-2.34969247686806	0.406224989697399	1.1564537414368	0.711188656971841	0.841080280822452	0.350511617113784	-1.03277974021703	0.531098103792038	-2.23807216157947	-1.18615224577115	-0.78847900275977
Healthy	-0.0778664573923793	-5	-5	-5	-5	-5	-5	-5	1.36035480790591	-0.278378966446495	1.13759904515246	0.439684724460633	-0.0124231052730126	0.773316802153078	-0.147398030661765	0.125390168165737	-0.771086594005312	-0.640809800844189
D007234	1.11532787871963	0.744866186406358	-0.749628797565521	1.40115764710712	-5	1.50324181835862	-0.668775218979268	0.60463098969367	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.0764693132220678	-5	-5	-5	-5	-0.071337916708389	-5	-5	1.76463992942542	0.930628155889964	-5	-1.06213120343614	0.24493239849554	-5	-5	-0.43073145762239	-1.56224943717961	-5
Healthy	-5	-5	-5	-5	-5	-2.56703070912559	-5	-5	1.38904889767699	1.02483485110793	1.31041735743691	0.582586020698348	0.421347222460386	0.509780300759586	0.870026220964103	-0.730463707244033	-5	-0.945770090136603
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.507163416008565	0.327938968674922	0.0683751283498303	0.748918732837	0.495162601191939	-0.507435157329235	-0.349391392691923	0.289865314878882	-0.564649431091955	-0.602042619896113
D007234	-5	-5	0.303403432132273	-5	-2.040481623027	-0.74610494286823	-5	-3.431798275933	-5	-5	-5	-5	-5	-5	-5	-1.96018944585165	-5	-5
Healthy	-5	-5	-1.40704642845213	-5	-5	-2.3829996588791	-5	-5	0.809202031925678	1.47779302276323	1.31034616278717	0.869975838229862	-0.264385133886425	0.693467525561467	-0.177956209426501	-1.24481141439167	-0.963610671334308	-1.420445039599
Healthy	-0.8918749052614	-5	-5	-5	-5	-1.76045027915953	-5	-5	0.340216000761915	0.618519808662814	-0.0260367025939095	0.470730874454433	0.344973563978647	-0.636030955021161	1.14517246796333	-1.55129368009492	-1.47275688361191	-0.977118186667969
D007234	1.13282332994741	-5	1.22363376151259	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-0.90347233439356	-5	-5	1.51640103251298	0.857844902792016	1.2477077012122	0.640834095900827	0.180297952488594	0.282298026879403	-0.0341024798358971	-0.702721089766887	-2.15864052954514	-1.64975198166584
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.54069152793569	1.04573321282057	1.06146567359758	0.478663155036755	0.722465271668997	0.671838127626865	0.252612768142935	-0.843238901693376	-0.439220877396921	-0.751511774422557
Healthy	1.20252945593138	-0.382695549437002	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.915686280099798	0.658368230541581	-5	0.319295566148717	-0.901841016539466	-0.700253066506197	-0.862867523991007
Healthy	-1.24018112262517	-5	-5	-5	-5	-0.703861546591278	-5	-5	1.66214485525508	0.973190683149946	0.940722128463517	0.285807012791501	0.152285285960443	0.691351183962544	0.0457961410496433	-0.21371008345758	-1.72468864545819	-1.61672334959235
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.67257633462603	-5	-5	-5	-5	-5
D007234	-5	-5	-1.47964749591668	-1.58087069225802	-2.68613277963085	-2	1.30603473783007	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.543588413894823	-5	-5	-5	-5	-5	-5	-2.01322826573375	0.585549835338398	-0.0492701411351805	1.2557967198238	0.13625749559006	-0.26767862862322	0.318916469742361	-1.17134010346468	-1.00357589604491	-0.0083309926200515	-0.319039335088589
D007234	1.65293843574672	1.07844630495445	-0.409124742095984	-0.984724093318125	-0.0984762941435875	-3.02227639471115	-2.13906337929991	0.770298117135372	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.18078284362936	0.508998100354204	1.06787432005584	0.732771592468704	-5	1.20588667723468	-1.25321016784739	-0.723216615299731	0.298363946978924	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-0.154343940016456	-0.142275609031693	0.122854558785159	0.330294021446033	1.68199977559995	-0.738000051348173	-0.597377572251472	0.922948514951537	-5	0.0929451007815579
Healthy	-5	-5	-5	-5	-5	-0.32886419890564	-5	-5	1.32576044942919	0.759936646417953	1.24657957261088	0.589456972761045	0.357380196065705	1.08192849883331	0.220646697666245	-0.247375437373234	-5	-2.01502287358451
D007234	1.65288725020103	1.21997751844655	0.319462097292113	-5	-5	0.963489383398108	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.144919637850866	-5	-5	-0.652143295148675	-5	-0.642636969384857	-5	-0.913319906265376	1.45365570472585	0.945713237702171	-5	1.33999392077032	-5	0.262683600480246	-5	-0.149139426928893	0.362718030694414	-5
D007234	1.76988009272151	-5	-5	-5	-5	-5	-5	-5	0.541634151272064	0.550178192204178	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.52156105316395	1.0838464792955	1.3960711328125	0.264116248699968	0.107430453836883	0.794137960441896	-0.722642955952984	-0.852354587498258	-1.32339783041798	-1.92481814538131
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.5890796951426	1.03935382936483	1.36533295902213	0.218004785150092	0.0722940235155631	0.741198887872237	-0.827017810494131	-1.24161805822532	-1.5151309672796	-5
D007234	-5	-5	0.829171855955537	-5	1.2364720116506	-5	0.0739272012633751	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.3616305649476	-5	-5	0.0686421879182056	-5	-5	-5	-5	1.85028057562427	0.448089214424729	0.159151948808871	0.378793855109683	-5	0.94664922496755	-5	0.0873163602618692	0.401795018065451	-5
D007234	-5	0.907279117322459	0.491385509330281	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-1.79615153625377	-5	-5	-5	-5	-5	-5	-3.30102999566398	0.4628066414247	0.469332975422367	0.587385402713526	0.590845177209597	-1.36522054185405	-0.300734775779676	0.202499215153767	-1.84527179255984	-0.248482253635082	-0.549396824238743
Healthy	-0.862740861363232	-5	-5	-5	-5	-5	-5	-2.58838029403677	1.48639392006406	0.508130927663412	1.19189570101901	0.364922285008307	0.502468089229489	0.840434201718015	-0.266626163055293	-1.68718817378791	-0.0650826062136683	-0.385587946757869
Healthy	-0.551309135689573	-5	-5	-5	-5	-0.813410908727593	-5	-0.622784843736939	1.48663461304082	0.807258263197317	1.24914672833046	0.158398681794192	1.00264158066117	-2.30539480106643	0.696817527098444	0.260793815515785	0.0148312379567747	-0.284916329305073
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-0.63292375773125	-0.400651941497595	-1.48122293107323	0.80013327465058	0.494103088093094	-1.22519116968929	-1.11047420332881	-1.70619564008066	0.184972354017005	-0.63039456591565
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.577502140058935	1.46958051055338	0.197145423264736	0.103896041465631	-0.445716830435498	0.407375606156916	0.265051429483583	0.357031031812213	-0.588043762069599	-0.98577357061077
Healthy	-5	-5	-5	-5	-5	-0.86976275211477	-5	-5	1.4203639255323	0.816677364614439	0.52191571605388	0.0209658901691737	1.09911444655194	0.626314699093945	0.491336476003186	0.039441881406334	0.179571896925794	-0.798357118161775
Healthy	-0.369226454324784	-5	-5	-5	-5	-5	-5	-5	1.49153215598429	0.840548322420399	0.396492266254436	0.00270157738447249	0.982312850933258	-1.59722293038965	-5	0.132128356446812	-0.0123292670464838	0.730153789333544
Healthy	-1.17730898922395	-5	-5	-5	-5	-5	-5	-1.83003182600311	1.56992222592981	0.21335038191977	0.832646843165633	0.519367213581242	-5	0.372516173004876	-5	-1.63469925136201	0.789074915887336	-1.53805150479624
D007234	1.46432274274679	-5	-0.508064296193284	0.701122237590359	0.118009962308283	0.969263975907431	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	0.275479510297196	-5	-5	1.09840419221728	1.27156747325078	0.0725145858005615	0.704857172156108	1.01577498718239	-0.816701678924188	0.713568658673346	-0.337138327705375	-0.732922183259565	-0.731937122177316
Healthy	0.494975080483279	-0.738546797258189	-5	-0.878932832532271	-5	-1.14972144748196	-5	-5	0.476633123033001	0.561568833740056	0.250680988534731	-0.283304008197128	0.482290323212799	-0.0806917402267179	0.342837036916425	-1.38237070224216	-0.116173961534253	-0.259376811958366
D007234	1.67326159262918	1.51573227771403	0.524054524571092	-5	-5	0.316312191561979	-5	-5	-0.508624296892266	-1.37986394502624	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	1.70254555754873	1.4102660674361	-0.18585899267993	0.530034404249389	-0.893571105206589	0.572468473486916	-0.56759196857292	-0.46690188754059	-0.422324410705142	-5
Healthy	-5	-5	-5	-5	-5	-1.68676570830528	-5	-5	1.33423453797199	0.918865078874958	0.674445929408989	-0.0698765561692871	0.51381002111313	0.682229940600048	-0.352304137593818	-0.671477694122664	-0.775415146268469	-1.12673754056127
Healthy	-0.0721627391145506	-5	-0.150605158014582	-5	-5	-1.38426031138084	-5	-5	0.916781256898572	0.406550399007429	0.382909941744614	0.687405878808906	1.04846161438529	0.289760585333558	0.898199542769484	-0.565654687437171	0.392015966336982	0.021222386912848
D007234	-5	1.9790487398042	-0.036127210306205	-2.10402526764094	-1.48017200622428	-1.32651830292665	-0.75850332667249	0.517346356902168	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0391678571793036	-5	-5	-5	-5	-0.0773420003909167	-5	-5	1.75573418243354	0.975358730591295	-5	-1.13852533114283	0.274965624539286	-5	-5	-0.396227924612856	-1.37726803483528	-5
Healthy	-1.72353819582676	-5	-5	-5	-5	-5	-5	-0.797212084966159	1.32372265751075	0.143514420075551	0.8961562482768	0.239249413476724	0.189341499534264	0.952933795722291	-0.764648336822588	-1.61636413163812	0.556368846245205	-0.028019458750121
D007234	1.40610413431883	-5	-0.144559593846175	-5	-0.708231675828481	-1.246340352714	-5	-5	1.55740505249312	-5	-5	-5	-5	0.553057325316767	-5	-5	0.66366795167183	-5
D007234	-5	1.94826577956799	0.753092573084404	-5	-5	-5	-1.49457867241672	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-2.15366288787019	-5	-5	-5	-5	-2.53017798402184	-5	-2.14206473528057	0.335197045077562	0.161915766237168	0.00585374766536997	0.444547536556732	-0.237794241945119	-0.079746196171295	-0.488170093939268	-0.261750746855877	0.287819638611778	-0.212334116643382
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	0.836929553293642	1.03657460515871	-0.00758346337090877	0.357835786084924	1.07002345148785	-0.0864616412339701	0.468602809489014	-0.401275134642945	-0.90031935889075	-0.30935213425641
Healthy	-1.08107890990866	-5	-5	-5	-5	-0.414764936634225	-5	-1.41386297476921	1.28649688824188	-1.59687947882418	-5	-0.491941864317635	-5	0.604995649317233	-5	-1.80465394165158	0.317520127284809	-5
