p	Bacteroidota	Firmicutes_A	Firmicutes	Desulfobacterota	Firmicutes_C	Methanobacteriota
Healthy	1.49356427633227	1.1086857570507	-1.61834351741421	-2.12090412049993	1.11346904426635	-5
Healthy	1.33045943275192	1.54941111098063	0.70645576145229	-5	0.66441066625717	-5
Healthy	1.12349589629023	0.806771975129058	-0.867996607013368	-0.341931337516564	0.415260555485293	-5
Healthy	1.81791352489197	0.89347657602406	-1.16304326294045	-0.470454157138276	-0.0941232027331172	-5
Healthy	1.66387781019517	1.42169044813617	-0.0665886443976464	-2.90308998699194	0.776590780723774	-5
Healthy	1.84899289555575	0.516286756742558	-1.64820369310298	-5	0.7701993436501	-5
Healthy	1.6475331865481	1.04352810361786	-0.758055266755733	-0.960942981966556	1.24868546482757	-5
Healthy	1.56000304445673	1.62673639063625	0.716771865592201	-5	-2.33161408331	-1.60800692774029
Healthy	1.25952794138506	1.74560717886567	-5	-5	0.706197853673996	-5
Healthy	1.62839833114676	1.61067634238685	0.292838433016156	-5	0.339403735860026	-5
Healthy	1.80403694856363	1.21357804935372	-1.33236029394359	-1.29713882942707	-1.72422809983507	-5
Healthy	1.96760834270013	0.33969584950589	-1.88840147511961	-5	-5	-5
Healthy	1.69670438392489	1.51071574552102	-0.293982431100993	-0.970291637485105	0.0857185951654024	-5
Healthy	1.71218039327238	1.64177295694328	-0.984305011473482	-5	0.0614600188564993	-5
Healthy	1.85173953724011	0.539787206963553	-5	-1.50265561898242	-5	-5
Healthy	1.42350882927382	1.66372004899893	-5	-5	0.74992946410767	-5
Healthy	1.15158158231486	1.84136516505698	0.190037398989312	-1.08857603462371	0.118615195569278	-0.731024418902193
Healthy	1.76379227371666	0.942225394038726	-5	-0.253233509274442	-0.336176622715236	-5
Healthy	1.34524587426771	1.77264422665499	-0.460296761052174	-5	0.0313438202620874	-0.951092298516229
Healthy	-0.446736102130203	0.853369020778802	-0.34356637993405	-5	-5	-5
Healthy	1.90515172992153	1.16590402368497	-0.268346780304104	-5	-5	-5
Healthy	1.30818415943938	1.67775710506271	-0.720538390742327	-0.720287439179074	-5	-5
Healthy	1.46048845128655	-0.601487100636577	-1.69550947222651	-5	-1.45568385825257	-5
Healthy	1.58838141538367	1.29462822967002	0.0735093989447644	-5	-1.79344395590097	-5
Healthy	1.47030565369035	1.72806664688125	0.374258801735391	-5	-0.332603088723377	-0.683463552596444
Healthy	1.52154105801303	1.18056740329026	-0.13499083395651	-5	-5	-5
Healthy	1.62193708491111	1.48141123776671	0.275695943772669	-5	-5	0.388704955700738
Healthy	1.8422493624299	1.03803448288161	-0.652162790782278	0.0853084206935297	-5	-2.08301995267962
Healthy	1.45822828621146	1.7636263758975	-0.465035207605334	-5	-0.409760221691033	-0.672252928747544
Healthy	1.81760403789488	0.383240712265224	-5	-5	1.04397967690349	-5
Healthy	0.889549319851817	1.89740598462153	-1.25266589038409	-5	-0.663660364179217	-5
Healthy	1.40084905039548	1.31392160918484	0.192826614678094	-1.40660315769979	-1.81901441921327	-5
Healthy	1.8803962977303	0.745483117577596	-2.75696195131371	-1.82073553566097	-5	-5
Healthy	1.44655083564052	1.75178633158743	-0.30019694972716	-5	-0.867580201902385	-5
Healthy	1.82018917291727	0.892972326282529	-1.2185318571582	-0.481038835550238	-0.0562186872401727	-5
Healthy	1.40671301227427	1.66820619715723	0.919402906871174	-1.10757145305477	-0.649345021321921	-0.0978066703730758
Healthy	1.25929732031192	1.77721404573176	-5	-5	-5	-5
Healthy	1.89530517121279	0.938137297650076	-1.13170831198214	-2.79317412396815	-5	-5
Healthy	1.81245075376518	1.36596264140317	-1.16583371605738	-0.388223603002689	-5	-5
Healthy	1.59146586560344	1.09462169057043	0.0255802854362789	-0.722184573429135	-0.644625115568388	-1.12389767862221
Healthy	1.94824376338362	0.405878868331657	-0.63537397104496	-2.59516628338006	0.555024278341712	-5
Healthy	1.902603793708	1.0933519823094	-1.07618627890881	-1.41668784801692	-5	-5
Healthy	1.80714744013724	1.13265153073686	-1.5054280157698	-0.859272037155817	-0.41491168253253	-0.75340295089363
Healthy	1.58393825894487	1.07610425239176	-0.274586622650022	-0.449820584291501	0.309242535683534	0.488614163981458
Healthy	1.90763543760992	0.732929862907847	-5	-1.54683460747414	-5	-5
Healthy	1.40001116347393	1.29993941694529	0.256277457032671	-0.4315987810515	1.35289398495645	-5
Healthy	1.7468348775601	1.40153649503355	0.953170410062659	-5	0.167656956106924	0.279443352577086
Healthy	1.43602485997618	1.49570595381986	-5	-1.26696331706642	-5	-0.367390883139056
Healthy	1.89328788413065	1.16768706622592	-0.363742852536496	-5	-0.404404585179866	-5
Healthy	1.81086762923236	1.39345533900023	-0.295772243975001	-1.45892023222337	-5	-5
Healthy	1.90097133349062	1.09161948151491	-0.997488368715092	-1.33629907461035	-5	-5
Healthy	1.67173058524069	1.52914432399509	-0.119701008574247	-5	0.827994413772519	-0.742177483965524
Healthy	1.52251334995078	1.42053414725031	-0.682103733507044	-5	-0.55211358549957	-5
Healthy	1.84248723314806	0.795370377864658	-0.247436853219887	0.217452358012074	-5	-1.54106013810967
Healthy	1.89035561818262	0.958802703399502	-1.26865302445405	-2.80966830182971	-5	-5
Healthy	1.79020259096065	1.42670494278751	-1.79290445958078	-5	-1.70818731253288	-5
Healthy	1.75068639596413	1.07685007757803	-0.521404648588605	-0.95436412892178	-2.66958622665081	-0.709275519980777
Healthy	1.73645698054468	1.52648272598072	-0.499091465490491	-5	0.276567492614683	-5
Healthy	1.63656221152152	0.685083081773877	-1.69336055897574	-1.48678239993206	-5	-5
Healthy	1.86071421216417	0.529733125569346	-5	-1.28567024025477	-5	-5
Healthy	1.35594032910961	1.01612538353125	-5	-5	-0.504608316733061	-5
Healthy	1.28344913507257	1.76962948341265	1.11050890380876	-5	0.266222286089953	0.0203820023100244
Healthy	1.78701036043699	1.39733331000103	-1.0268721464003	-0.831237424377643	-2.09745322068601	-5
Healthy	1.78904336346585	1.39453643002807	-0.994219100045348	-0.82929834418393	-5	-5
Healthy	1.78698851626489	0.547050688176596	-5	-0.476253533188435	0.975085613689644	-5
Healthy	1.78024643641179	1.14563607374448	-0.255128343264855	-5	-0.369500934993356	-5
Healthy	1.78464916825017	0.772601120532011	-5	-5	-0.62182020961905	-5
Healthy	1.59105948454855	1.19668730668016	0.993012752319757	-5	-0.245751074050475	-5
Healthy	1.20512583727329	1.84684893146272	-0.23051928278377	-5	-5	-5
Healthy	1.86313571622313	0.56260449277382	-5	-5	1.00602125104217	-5
Healthy	1.79995502038762	1.40552427687326	-1.02890978686288	-0.688627638196451	-2.08777794346758	-5
Healthy	1.93699953868876	0.878078658061945	-0.929112855981459	-0.989742457001699	-5	-5
Healthy	1.79562541141711	1.46293334758363	-1.15720360482442	-1.89517159634634	-0.666472121478908	-5
Healthy	1.70525998257671	0.856096619470512	-2.10679324694015	-0.0116506608530314	-5	-5
Healthy	1.8137514040382	0.981531397830807	-5	-1.2098556349571	-0.525375865581386	-0.264249443050053
Healthy	1.65819280795176	0.818556438818155	-0.216053564833748	-0.181760906146476	0.486852524143322	-5
Healthy	1.58462144870961	1.58449281066138	-0.27574051917945	-1.18708664335714	0.990982713978623	-5
Healthy	1.75917269340802	1.39267321586803	-1.71354353025302	-1.24902901556268	0.226146043037372	-0.603992552294838
Healthy	1.41344243740169	1.86976856311412	-5	-5	-5	-5
Healthy	1.78339441350103	1.00932084295081	-0.831767770486579	-0.422289958839038	0.881186582455558	-0.0241731402651672
Healthy	1.59828842602444	1.53079794617608	-0.482553366080614	-0.604324214730064	1.00037246490087	-5
Healthy	1.83322720348008	0.339564720744175	-5	-5	1.02170476943826	-5
Healthy	1.71027217662072	1.55568318976661	-1.21296481797378	-0.608906033729366	-2.69897000433602	-5
Healthy	1.78679307551743	1.38127486445892	-1.34524606674707	-5	-5	-5
Healthy	1.4180109463338	1.64651380543217	0.179683897698728	-5	0.585353552711389	-5
Healthy	1.78004577521362	1.14116338956612	-0.36897246014147	-5	-0.460422116654691	-5
Healthy	1.77946769879883	1.44949814640934	-0.734403976912408	-5	-5	-5
Healthy	1.06194266859472	1.7652327007658	0.885516701288187	-5	-0.865440422577375	-0.191222045296204
Healthy	1.63071744373332	1.58329424022553	-1.1786175002527	-5	-1.44297427761362	-5
Healthy	1.87396969779597	0.99279026086462	-0.558037929911472	-1.73471037413917	-5	-5
Healthy	1.13305580649568	0.853379368841177	-0.855456925727212	-0.145918756170271	0.44715027601437	-5
Healthy	1.85360793726677	1.02171922850814	-2.65955588515988	-1.82739706879014	-1.47638358094563	-5
Healthy	1.44728752485348	1.73679515299428	0.629334151724093	-5	0.410804217827063	-5
Healthy	1.64525598723438	1.60981683481143	-0.0889703004937882	-2.33254704711005	-1.23150989482875	-5
Healthy	1.51982996187314	1.58392127862756	0.868222280049216	-1.0519784668589	0.424515760887521	-0.163429052339501
Healthy	1.93359989623458	1.00281550518044	-0.284255639895637	-5	-0.445692591194441	-5
Healthy	1.53024017922384	1.74514188333472	-0.63712186421107	-2.42365864979421	-1.30891850787703	-5
Healthy	1.84831094876434	1.211817363788	0.304886726880107	-1.73025362686923	0.559891071511696	-5
Healthy	1.79890403654049	1.23204928215509	-1.51541547071716	-5	1.10412880717098	-5
Healthy	1.52028251858544	1.54576406064084	0.228043433509841	-5	-0.550614177886614	-0.185532648252216
Healthy	1.64257777817935	1.52333108790772	-0.527902071630646	-5	0.0322721538792363	-5
Healthy	1.8395273190905	0.782800013240915	-0.279973073180271	0.154998796858298	-5	-1.85016530328421
Healthy	1.34745823525243	1.56648663481458	-0.175796039171376	-0.988810312390009	-5	-0.236220220664651
Healthy	1.12424950751656	1.80334968959274	1.01701788816255	-1.55924829952081	0.755196216792059	0.516117404014169
Healthy	1.83239323446241	1.01211983580451	-0.365563037462101	-5	0.683102898251826	-5
Healthy	1.74767083118137	1.06435764063349	-0.595371510358081	-1.06722192993945	-5	-0.691286223360996
Healthy	1.6997597018861	1.42992386507408	0.106109268076676	-5	-0.919193195665638	-1.1087971727397
Healthy	0.989984347155344	1.79709524343957	1.2402641177506	-5	-0.38344047112217	-1.45087407324189
Healthy	1.69762325578217	0.852264622895017	-5	-0.090652610581442	-5	-5
Healthy	1.93269608074609	0.914887667414394	-1.3058337040668	-1.32002730572258	0.109247722726692	-5
Healthy	1.44215431825314	1.56276497736574	-0.718625697644953	-2.29929628285498	0.585561113253916	-5
Healthy	1.44769978587616	1.74267258870357	-1.69940451611004	-5	-5	-5
Healthy	0.992245470404764	1.71019058793031	-0.420856888356185	-5	1.09307235793528	-5
Healthy	1.62850305786177	1.35017802148473	-0.0835460514500749	-0.857986167015641	0.595127907424166	-5
Healthy	1.89328244254808	0.872297905435093	-0.684323479651987	0.189296564480904	-1.03268608171292	-1.03461012978488
Healthy	1.51167431480752	1.56002995672657	0.415989409775816	-5	0.25020280076303	0.815216349987667
Healthy	1.38690239553102	1.76396341803372	-0.720241827197527	-1.33828194230534	-1.54485047882017	-5
Healthy	1.4021019112055	1.77471800848193	-0.048754790735713	-5	0.597043255132234	-5
Healthy	1.88732568509417	0.840752661491784	-1.05640656723163	-1.98758462523757	0.965537055768076	-5
Healthy	1.46192001102786	1.62417294113089	-0.392866795608433	-1.06083032037482	0.278014672065929	0.828015709534763
Healthy	1.83212324129133	0.877155296873409	-0.52712658475644	-5	0.781603883546812	-5
Healthy	0.839399477589831	0.741554966417343	-5	-5	-5	-5
Healthy	1.95979455001318	0.163313470721263	-0.664943480560908	-5	-1.47146893936459	-5
Healthy	1.80810748638921	1.1436548346525	-1.71242219092129	-0.725426535803529	-0.426989074326613	-0.688776089567544
Healthy	1.53392005922317	1.36283312396803	0.0150242633246252	-5	0.364320185775914	-5
Healthy	1.51337104143792	1.76793326227628	-5	-5	0.421116717448923	-5
Healthy	1.84112379863689	0.769490316573303	-0.301142926910974	0.225567713439471	-5	-1.75080164260889
Healthy	1.46482624102165	1.20914141425671	-0.405000083267754	-0.186285608118855	0.386068917092623	0.293260875908029
Healthy	1.47934881916713	1.75960152474697	-0.632681359070309	-5	-1.11781711236973	-5
Healthy	1.68565316931533	1.35641578185387	0.870129897270743	-5	-5	0.528260908991754
Healthy	1.76611141354806	0.918537242247304	-5	-0.454185884038717	-0.276363751548955	-5
Healthy	1.83859624517168	0.573581685079558	-1.48017200622428	-5	0.770695932022493	-5
Healthy	1.92571581828593	0.797725144405064	-1.75522823850471	-1.17263072694617	-5	-5
Healthy	1.12388886461312	1.70433526726466	0.583002560080506	-1.80631897045872	-1.12499664639996	-5
Healthy	1.49240722410362	1.77740847867906	-1.3347005005001	-1.02904906565458	-0.104660342496373	-5
Healthy	1.65175857405642	1.48502130772093	-0.355640201258412	-5	0.224450183956584	-5
Healthy	1.81873895555548	1.23984532072405	-0.681269033111902	-2.09963287134353	0.721269676607568	-5
Healthy	1.7496754173402	0.708358003620255	-1.11047420332881	-1.21204387671607	0.410444849855314	-5
Healthy	1.4171748100161	0.918629438578189	0.156555208395287	-0.478234474122917	-5	1.52860062963061
Healthy	1.43424274139237	1.80773528500083	-1.47612352436187	-5	-0.480172006224281	-0.530560920816393
Healthy	1.31756068239971	1.45843523171584	0.0111134963380321	-5	0.270175554788268	1.32405825208445
Healthy	1.61376996185642	1.05463603249303	-2.27654432796481	0.219838532526917	-5	-5
Healthy	1.68212295478174	1.29414424391811	-1.9613798380503	-1.76929568638743	-5	-5
Healthy	1.83496307400649	1.00417687158102	-0.346160624597503	-5	0.6558757249061	-5
Healthy	1.17286436316283	1.80972740745797	0.0187920070191681	-5	0.224771250660267	-0.0642761447734687
Healthy	1.73702883666313	0.873083331994693	-0.466520280274016	-0.874063533033906	0.955189685433538	-5
Healthy	1.60461339629586	1.52315625762967	-5	-1.64397414280688	-0.344304641900412	-5
Healthy	1.34406161240005	1.83087231082505	-0.383282986810365	-5	-5	-5
Healthy	1.86739965719606	1.00205715038054	-5	-5	-0.931999773854828	-5
Healthy	1.75332140766362	1.2177686427741	-5	-5	0.171878503215528	-5
Healthy	1.81981041845706	1.21453258042098	-1.39415646094191	-5	1.01605130894559	-5
Healthy	1.92362077923589	0.66170386173977	-5	-0.418289218100965	-5	-0.191863329532638
Healthy	1.23208313301804	1.12136448262956	0.263782780904469	-5	0.170871646707303	-0.796749476056704
Healthy	0.932999064948841	1.74136309841259	0.738626784677017	-5	-1.4611750110621	0.102889715529244
Healthy	1.80754152214339	1.18746008458181	-1.23158391178367	-0.91388942619868	-1.86806070478958	-5
Healthy	1.80527808068277	1.44782772418392	-1.15608236199361	-0.439268640118027	-5	-5
Healthy	1.68187475455202	1.56514435307016	-5	-5	-1.45050628678499	-5
Healthy	1.73424513018294	1.5025598463161	-1.21161948468044	-0.420170690580463	0.00260229774101594	-1.65757731917779
Healthy	1.84667550724037	1.01277566015306	-0.339115557585661	-1.91435271170314	0.611898477051448	-5
Healthy	1.65432490850471	0.809253917551751	-0.203682434305506	-0.164670962677237	0.502336974038757	-5
Healthy	0.952624405874026	1.8810667236086	-5	-5	-5	-5
Healthy	1.29087943842079	1.29502449775478	-1.10579474085792	-5	0.44070919767089	-5
Healthy	1.58894353083727	1.18346117588539	-0.105855694858373	-5	-5	-5
Healthy	1.73979663245331	1.52091931163098	-0.683861843690182	-0.803796171378852	-5	-5
Healthy	-0.0946143304531225	1.83935559803672	0.429781339627466	-2.64975198166584	-5	-5
Healthy	1.81232913845757	1.40472427430048	-1.11463877996849	-0.35448930864974	-5	-5
Healthy	1.04690078461455	1.85911180632526	-5	-5	0.864347893323088	-5
Healthy	1.24243159853042	1.67920205928686	-0.602738019719488	-5	0.395696739866061	-0.766902312135297
Healthy	1.62995121181597	0.803646907294407	-0.284841010141251	-1.85855022659953	-0.847864603138124	-5
Healthy	1.8445753934764	0.525033139267167	-1.3337629041042	-5	0.776570440218725	-5
Healthy	1.7541370245132	1.35176442913036	-0.426768570195741	-5	0.874593131257384	-5
Healthy	1.60189177821748	1.57679786817196	-5	-5	-5	-5
Healthy	1.7178105861371	1.21338731625293	-5	-0.505177774056221	-5	-5
Healthy	0.123521713101379	1.59416915726957	0.746443472210338	-5	0.441008203188998	-5
Healthy	1.8318208414387	1.01953251492144	-1.27140275661657	-1.35369431971524	-0.369084199281594	-5
Healthy	1.90866679473157	0.797811626447583	-1.33208031468264	-1.29098458302788	-5	-5
