group	Faecalibacterium	Mediterraneibacter	Streptococcus	Enterocloster	Bariatricus	Blautia_A	Dorea	Eubacterium_G	Eubacterium_I	Coprococcus_A	Bacteroides	Alistipes	Parabacteroides	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella	Holdemania	Pseudodesulfovibrio
Healthy	5.46963	0.03949	0.04228	0.05036	0	0.09306	0.17232	0	0.03689	0	10.47317	4.23423	1.29558	1.4621	0.89593	0.02587	0	0	0.0073	0
Healthy	4.38497	0.02769	0.02337	2.3277	0.88899	0.1947	0.39356	0.08086	0.06551	0.27117	2.57407	3.76093	0.70254	0.00514	0.43607	0.03409	0	0	0.05687	0
Healthy	27.8179	0	0	0	0	0	0	0	0	0	1.90251	16.06125	0	4.29552	0	0	0	0	0	0
Healthy	0.87115	0.10021	0.23665	3.42406	0.61399	2.04584	1.21904	0.29395	0.28109	0.41828	0.1029	0.21102	0.01403	0	0	0	0	0	0	0
Healthy	0	0.98103	0.22468	0.91361	0.10393	0.13553	0.16664	0	0	0	32.07391	0	0	0	0	0.04839	0	0	0	0
Healthy	3.49802	1.51294	0.04979	0.95457	0.52744	1.28024	0.84486	0	0	1.07548	0	0	0	0	0	0	0	0	0	0
Healthy	2.32371	0.50032	2.93431	1.61807	0.46125	0.15892	0.23321	0.04705	0.03511	0.09794	21.89304	6.98008	4.15904	0	1.45712	0.51168	0.01954	0.03848	0.00559	0.0038
Healthy	7.88453	0.55397	0	0.08122	4.10767	2.39395	0	0	3.03672	0.17676	3.28207	14.89926	0.39266	0	0	0	0	0	0	0
Healthy	13.5037	1.39833	0.09439	1.26381	0.95287	0.27572	0.46463	1.02381	0.53616	0.30009	2.52952	3.82205	0.57495	1.0791	0	0.02535	0	0	0	0
Healthy	10.3087	2.66292	0.20741	0.70719	0.93911	0.70656	0.83026	0	0.74521	0.57322	7.74937	1.40835	0	0.82136	1.68167	1.69144	0.08067	0	0	0
Healthy	3.94646	0.00541	0	0	0	0.11422	0.04769	0	0.01333	0	24.40203	24.35364	6.23402	2.78698	0	0.14042	0.08021	0.39317	0.06297	0
Healthy	8.47775	0.46332	0.17368	1.67756	0.58278	0.33864	0.68915	0.10277	0	0.08422	4.53918	6.94401	1.03031	0.6637	1.25963	0.09016	0.18542	0	0	0
Healthy	2.25041	1.96009	0	1.87283	1.00544	0.12871	0.82182	1.05023	0.11185	0.11501	15.52343	2.52386	1.31467	3.51752	0.80319	0.02232	1.93487	0	0.02206	0
Healthy	2.3338	0.04789	0.00187	0.06744	0.03261	0.0242	0	0	0	0	37.1947	15.52388	4.1518	0	0.82888	0.02982	0.03908	0.17986	0	0
Healthy	0	0.03176	0.82483	0	0	0	0	0	0	0	0.03244	0	0	0	0	0	0	0	0	0
Healthy	26.9891	0	0.02681	2.42016	1.10932	0.88669	0.29169	1.11268	0	0.2292	4.88656	2.65244	1.53446	0	0	0	0	0	0	0
Healthy	0	3.89171	0	0	0	0	0	0	0	0	19.1198	0	1.32655	0	0	0	0	0	0	0
Healthy	10.2082	0.75777	0	0.29979	0	0.01403	0.01671	0	0	0	53.34192	0.00561	0.00346	0	1.52371	0.12496	0	0.00804	0.09654	0
Healthy	3.34144	0.09752	0	0.02816	0	0.32501	0.24129	0.10825	0.09213	0.02863	21.03267	5.41139	0.58935	0.64006	1.01161	0	0	0	0.06673	0
Healthy	1.57515	0	0	0	0	0	0.07606	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.42954	0.79941	0.05378	2.54715	0	0	0	0	0	0	70.90591	1.32215	8.8397	0	0	0.56171	0.03753	0.09231	0.03525	0
Healthy	1.45436	0.03164	0.02625	1.17527	0.69416	0.56276	0.07514	0.28353	0.71679	0	12.06783	2.74229	3.95321	1.1619	2.1559	0.04196	0	0	0.03261	0
D000236	10.9512	3.12119	0	0.70964	5.1771	1.3124	0.63334	0	0.77865	0	14.24092	8.19668	1.6586	0	0	0	0.22834	0	0	0
Healthy	0.68694	0.34593	0.56144	0.53667	0.42721	0.40683	0.43426	0.21957	0.1116	0.20151	17.50096	7.93297	0.02703	0	0.701	0.0642	0.50084	0	0.00157	0.00319
Healthy	0.54869	0.51508	0.41582	0.92487	0.61434	0.27579	0.2149	0.48871	0	0	9.26909	8.13934	0.00066	0	0.57499	0.02959	0.04577	0.04909	0.02104	0
Healthy	0.83566	0.00777	0.53727	1.14031	0.87487	1.03824	0.42403	0.65293	0.16521	0.15347	1.33551	1.85364	1.14641	0	0.88157	0.00573	0.00336	0	0.01658	0
Healthy	1.9689	0.45886	0.04231	0.69151	0.1957	0.02978	0.10814	0	0	0.01636	5.79631	2.98497	1.81607	0.72746	0.79785	0.01499	0.12812	0	0	0
Healthy	3.62239	0.53166	0.03922	0.41985	0.02323	0.20732	0.00669	0	0	0	36.70297	13.49076	5.05722	0	1.8452	0.03827	0	0.01588	0	0
Healthy	3.31513	0.29104	0	0	0.02097	0	0	0	0	0	23.51721	14.70369	12.59523	0	0.17899	0	0	0	0	0
Healthy	1.6384	0.19308	0	0.01777	0	0.01697	0.005	0.01316	0	0	32.76871	35.56932	7.96475	0.34636	2.28234	0.00684	0.05006	0.00326	0	0
D000236	2.95968	4.75763	0.61168	3.72411	2.32527	1.40991	1.94666	0.96012	0.08099	1.14054	5.94495	0.12471	1.38693	0	0.17042	0.0122	0	0.00191	0.00601	0
Healthy	3.26961	1.50416	15.18573	2.04405	2.8137	4.70618	0.64883	0.03004	0	0.27076	7.20009	1.67336	0.28902	0	0	0	0	0	0	0
Healthy	3.41098	0.04226	0.07028	0.73801	0.03703	0.05596	0	0	0	0	27.36666	15.77807	4.05496	0	1.26718	0.07357	0.05157	0.11602	0	0
Healthy	4.12315	1.43552	0.04971	0.42526	0.28623	0.4604	0.13595	0.46026	0.06786	0.12279	6.96649	6.62994	2.08457	1.94477	1.62915	0.01362	0	0	0	0
Healthy	0.31051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	4.41401	0.00279	0.13024	0.20086	0.30285	0.0858	0.09491	0.59075	0.01723	0.09074	23.80966	3.89716	4.76398	0.78426	0.53965	0.00639	0.00563	0.01742	0.0193	0
Healthy	2.5158	0.27662	2.1438	0.71536	1.37628	1.22352	3.81408	0	0.4062	0.09706	2.40136	0.21807	0.87822	0.05195	0	0.05272	0.6663	0	0.04187	0
D000236	18.346	0.82637	0	0	0	0	0	0	0	0	1.35942	9.21475	0.08377	0	0	0	0	0	0	0
Healthy	3.6409	0.60349	0	0	0	0.07419	0.05746	0	0.04721	0	15.01218	32.18093	9.40353	0.98644	0.94666	0.16765	0.25189	0.13	0.08811	0
Healthy	1.68611	0.46818	0	0.13654	0	0	0	0	0	0	51.3425	9.90592	14.10908	0	0.62321	0.07841	0.03803	0.0668	0	0
Healthy	3.07687	0.06594	0	0.1622	0	0.1762	0	0	0.03245	0.07003	26.30127	5.35226	0.43545	0	0	0	0	0.08554	0	0
Healthy	20.0883	1.5344	0	2.06507	1.87866	0.78914	0.0963	1.23837	0	0	0.44893	2.05477	0	0	0	0	0	0	0	0
Healthy	0.85608	1.141	1.85376	0.16874	0.36474	0.31509	0.21958	0.01266	0.03857	0.09127	1.18244	0.74794	2.02504	0	0.56107	0.12216	0	0	0	0
Healthy	0.29345	0.27757	0.0077	0.49888	0.4062	0.06493	0.18317	0.31434	0.20256	0.05695	36.19009	0.15995	9.21974	0	0	0	0	0	0	0
Healthy	7.49372	0.74633	0.03139	0.07345	0	0.04164	0.02654	0	0.08551	0.0061	37.42365	1.74901	5.00477	11.7845	1.9701	0.01911	0	0	0	0
D000236	4.90225	1.09163	0.16495	2.39189	2.0058	1.01558	0.9832	0.01541	0.44754	0.43462	3.11888	0.09255	0.5214	0	0	0	0	0	0	0
D000236	7.52993	7.40877	0.07856	0.70878	0.44888	0.64235	1.1806	0.64205	0.61666	0.38918	13.59867	3.50955	1.09835	0	0	0	0	0	0	0
Healthy	2.32592	0.01157	0.2353	0.87879	0.08318	0.34211	0.18666	0	0.03508	0	30.3849	15.57255	6.6113	0	0.94109	0.15781	0	0.01544	0	0
D000236	7.49427	5.216	8.54881	1.53038	1.36584	1.82879	0.84842	0.07909	0.31181	0.49347	4.41776	2.42888	0.54475	0	0	0.11177	0	0	0	0
Healthy	12.6319	0.77392	0.39333	0.33261	0.00048	0.1754	0.13774	0	0.01262	0	14.6708	18.56998	0.35642	0.01391	0.86133	0.03237	0.21244	0.11799	0	0
Healthy	3.39526	0.67804	3.76277	1.12372	1.83206	1.18404	0.50661	0.67636	0.38234	0.30691	11.83683	1.3531	1.86056	0.07767	0.34465	0.07745	0.02216	0.06274	0.09839	0.00371
Healthy	0.48993	0.29657	21.41129	0.7072	0.09999	0.47456	1.06003	0.04305	0.61436	0.03861	3.59751	1.73554	0.78676	0.05247	0	0	0.04903	0	0	0
Healthy	0.09959	0.14233	0	0.03753	0	0	0	0	0	0	57.24825	0	0	0	0	0.01849	0	0	0	0
Healthy	5.35516	0.47719	0.05696	0.06277	0.23085	0.07299	0.02712	0	0	0	3.15162	1.59987	0.11849	1.18437	0	0.06231	0	0	0.10254	0
Healthy	13.3436	1.01994	3.71183	0	2.15336	1.85203	0	0	0.17649	0	6.17401	7.16942	2.38516	0	0	0	0.1302	0	0	0
Healthy	5.05414	0.44407	8.05628	3.49106	1.02147	9.82076	3.58938	0	0.2563	0	14.85254	0.51578	1.36239	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	25.4947	0	0	0	0	0	0	0	0	0
Healthy	8.20124	5.22084	0.70166	3.82471	2.35492	2.5431	0.0049	0.71804	0.63929	0.19076	5.36664	1.92101	1.88829	0	0.53476	0.05088	0	0.04607	0	0.0131
D000236	4.82665	0.07613	0.38742	0.50321	0.96157	0.40221	0.1889	0.4992	0.21088	0.25148	1.87681	6.34087	1.24273	0.00361	0	0.04165	0	0	0.01875	0
D000236	5.46401	0.97248	0.16286	1.45697	1.96006	2.16455	0.45724	0.00191	0.16753	0.53688	8.11446	2.06368	0.61688	0	0.4908	0.01868	0.00251	0	0.01148	0
Healthy	7.2338	1.75106	0.0646	1.20525	0	0	0.00587	0	0	0	43.11174	0.44654	7.44959	0	0.38999	0.10534	0	0.0026	0.05028	0
Healthy	3.28516	3.238	0.43402	0.05211	1.92467	0.1096	0.25076	0.21437	0	0.0354	12.62585	4.00518	1.12035	0	1.02417	0.01411	0.03771	0	0	0.0898
Healthy	11.6472	0.86732	0.1245	0.23335	0.1821	0.25395	0.14636	0.08694	0.0143	0.09442	10.19466	3.29445	0.94163	0	0.26215	0.00426	0.24273	0	0.00148	0
Healthy	2.21144	0	0.00383	0.04315	0.00562	0.00927	0	0	0	0	37.11205	16.02465	4.57363	0	0.76874	0.03164	0.02318	0.22899	0	0
Healthy	0.19425	0.18592	0	1.93359	0.05062	2.47901	5.08163	0.02129	0.03026	0.28302	0.45402	0.71787	0.16104	0	0	0	0	0	0	0
Healthy	8.0912	0.67502	0.50102	0.55972	0.41316	0.3845	0.10352	0	0.03051	0.15592	9.64948	6.1645	17.11457	2.99716	1.57548	0.05243	0	0	0	0.0316
Healthy	3.39938	0.28684	0	0.35171	0.03039	0.00282	0.00482	0	0	0	49.84161	0.64096	3.59633	4.47882	0.89711	0	0	0	0	0
Healthy	0	0.21935	0.16109	0.33146	0	0	0.16989	0	0	0	4.22101	0	2.17981	0.00199	0	0	0	0	0	0
Healthy	5.43348	1.01349	0.06218	0.30241	0.48172	0.33887	0.10929	0	0.11055	0.08968	3.31244	2.85653	2.17731	0.40026	0.31505	0.003	0	0	0	0
Healthy	0.00477	0.0071	0.01847	0.37183	0	0	0	0	0	0	65.78514	0.02258	0	0	0	0	0	0	0	0
Healthy	0	0	0.78107	0	0	0	0	0	0	0	0.22506	0	0	0	0	0	0	0	0	0
Healthy	2.73368	0.41316	9.45995	4.99821	2.15207	9.00925	4.74108	0.05518	0.6892	0.3622	11.6528	0.99567	3.7679	0.01482	1.1904	0.06468	0	0	0.38152	0.0346
Healthy	5.03154	0.49172	0.02759	0.03489	0.01465	0.01574	0.00619	0	0.03432	0.00224	32.06114	1.17122	3.29522	8.25565	1.34465	0	0	0	0	0
Healthy	3.60569	0.13204	0.06329	0	0	0.09503	0.0589	0	0.05485	0.00768	27.65138	19.20541	2.97505	4.75688	0.88347	0.09632	0.01219	0.21506	0.02015	0
Healthy	0.00267	0.08366	0.03018	0.44361	0	0	0	0	0	0	50.20779	0	7.01148	0	0	0.0154	0	0	0	0
Healthy	13.1131	1.13854	4.13754	0.73518	1.60782	0.32108	0.44437	0	0.15371	0.11901	6.37359	0.9349	0.39674	1.93054	0.26832	0.0337	0.01667	0.00079	0	0.00936
Healthy	5.70388	0.05775	0.55633	0.6592	0.47104	0.60115	0.1501	0	0.0126	0.18355	10.84619	4.00574	18.02795	2.12159	1.86644	0.02425	0	0	0	0
Healthy	9.59839	1.70587	0.32385	0.45706	0.66432	0.61347	0.30543	0.88044	0.30499	0.42204	9.349	2.33801	2.71728	1.42425	0.33229	0	0.05262	0	0	0
D000236	20.4173	1.545	0	2.67124	2.75522	1.00019	0.28148	0.71692	0.1851	0.08205	12.7364	2.08002	2.11871	0	0.32137	0.24053	0	0.00263	0	0
Healthy	0.00102	2.63802	0.19648	0	0	0	0	0	0	0	17.80804	0	0.99704	0.36994	0	0	0	0	0	0
Healthy	3.47903	0.55048	0	0.66224	0.21863	0.09172	0.08512	0.71618	0	0.03792	4.60151	7.37848	1.1205	0.26192	0.73835	0.23611	0	0	0	0.14056
Healthy	11.6457	0.00493	8.28678	1.69091	0	0	0	0	0	0	0	0	0	0.0198	0	0.00587	0	0	0	0
Healthy	19.4144	0	0	2.06719	1.31056	1.39439	1.13023	0	0.45403	0.05847	0.24453	0	0	0	0	0	0	0	0	0
D000236	15.7516	8.04534	18.33613	2.05215	0.63952	1.67926	0.41816	0.4468	0	0	0.89703	3.55719	0	0	0	0	0	0	0	0
Healthy	0.05227	0.13803	0	0.03456	0	0	0	0	0	0	58.03342	0	0	0	0	0.00296	0	0	0	0
Healthy	3.05799	2.15575	0.224	1.05458	0.67784	0.53337	0.44537	0.38247	0.51408	0.16516	6.61006	1.26167	1.66947	0.02612	1.44205	0.04395	0.01031	0.03825	0.00556	0.0165
Healthy	0.05856	0.64765	19.73703	0.86444	0	0	0	0	0	0	17.97506	0	2.70007	0	0	0	0	0	0	0
Healthy	0.70933	0.0036	0.01218	1.18447	0	0	0	0	0	0	11.15646	16.53222	0	0.12119	0.67649	1.68676	0	0	0	0
Healthy	2.30526	1.41726	0.08399	2.4976	0	0	0	0	0	0	71.28627	1.44824	8.82017	0	0	0.57387	0.02602	0.08963	0.04729	0
Healthy	2.3202	0.55774	0.09193	0.28614	0.15621	0.14571	0.03244	0.13744	0	0.01932	7.3214	7.03626	1.30287	0	0	0.9009	0.01445	0	0.06111	0.16394
Healthy	4.58983	0.38391	0.65614	0.11746	0.23013	0.23119	0.1119	0	0.00412	0.03755	13.04055	6.01086	0.23294	0	0	0.0045	0.07354	0	0	0
Healthy	4.58308	2.07439	0.01329	1.06006	0	0.00222	0.04653	0	0	0	35.6284	2.71926	0.68663	0	1.68742	0.1022	0	0.04955	0	0.00099
Healthy	4.36824	0.15465	0.44653	0.28984	0.06829	4.08529	0.1207	0.18217	1.26297	0	11.14032	11.76356	2.38471	1.72015	0	0.05838	0	0	0	0
Healthy	0.09887	0.01026	0.01016	0.07197	0	0.18363	0	0	0	0	8.40468	1.17993	2.81396	0	0	0.04241	0	0.01131	0.03108	0.60414
D000236	7.59986	0.88513	0.16619	0.19797	0.49868	0.14813	0	0.12294	0	0.07639	1.11152	10.37105	0.49161	0	0	0	0	0	0	0.07939
Healthy	1.56012	2.42001	0	0.36538	0.38107	0.09907	0.21287	0.35804	0.08172	0.07438	3.70615	1.60153	2.9569	0.14849	1.16321	0.02663	0.19026	0.0175	0.00736	0
Healthy	5.06232	0.02935	0.01018	0.10368	0.41134	0.2653	0.08748	0.18719	0.04059	0.04755	14.78049	10.45242	6.91204	2.06661	0.945	0.07434	0.0264	0	0	0.05874
Healthy	4.20551	0.00321	0.45275	2.20114	2.5459	1.35716	0.59206	0.36457	0.06161	0.03471	6.16017	7.90937	0.71102	0	0.94382	0.01104	0	0.33703	0.00657	0
Healthy	24.7067	0	0	0	0	0.21531	0	0	0	0.7252	0	0	0	0	0	0	0	0	0	0
Healthy	1.62413	0.32355	0	0	0	0.02754	0	0	0	0	21.40686	12.55612	2.12529	0	0	0.00613	0.22501	0.19159	0	0
Healthy	2.06233	0.32751	0.29531	0.07102	0.04376	0.03728	0.0071	0	0	0	51.07862	6.51823	2.40611	0	0.65396	0.05457	0.38514	0.22241	0.14789	0
Healthy	7.82288	0.08953	0.01296	0.11931	0.00544	0.0347	0.01304	0	0	0	6.14286	20.52008	5.07288	0	0.89933	0.00603	0.02194	0.01458	0	0
Healthy	3.52669	0.1619	0.09236	0	0	0.13935	0.05004	0	0.04788	0.02649	23.35218	20.7832	3.12653	4.95668	0.87137	0.11546	0.01824	0.19453	0.02545	0
Healthy	6.93214	0.04652	0	0.26893	0.01383	0.00476	0	0	0	0	8.76749	15.84612	5.40957	0	0	0	0.01538	0.00203	0	0
Healthy	1.07655	0.1131	0.0039	0.17664	0.17716	0.04337	0.11693	0.64569	0.07827	0.02819	11.6026	4.4267	7.91785	0	0.6436	0.02886	0.14254	0.28787	0	0.05744
Healthy	3.38048	0.15316	1.56428	4.13587	0.89431	0.86999	0.19042	0.1009	0.17002	0.8466	4.63758	19.5503	0.27374	0.04738	0	0.11189	0.29826	0	0.00256	0.02348
Healthy	8.10379	0.4326	0.02031	0.02656	0	0.13221	0.15261	1.41204	0	0.02568	18.62262	8.68764	1.76595	1.86301	0.69424	0.02262	0	0	0.05989	0
Healthy	0.0012	0.00446	1.44299	0	0	0	0	0	0	0	0.30182	0.00278	9.87387	0	0	0	0	0	0	0
Healthy	5.11406	0.16218	0.15754	0.59978	0.73074	0.3541	0.20138	2.15247	0.31826	0	8.11841	0.42373	0.28426	0	0	0.00261	0	0.02341	0	0
D000236	13.4662	4.1277	0	0.89491	0.64639	0.42071	0.04356	0.27279	0	0	1.3103	3.24941	0.44902	0	0	0	0	0	0	0
Healthy	3.73129	0.38072	0	0	0	0.22999	0.14008	0	0.05387	0	2.22646	4.5402	0.65314	0.10001	0	0	0	0	0	0
Healthy	2.47273	3.96864	0	7.12885	0	0.17163	0	0	0	0	29.56949	13.22495	16.99697	0.12193	1.33372	1.68619	0.18457	0.15802	0	0
Healthy	3.97147	0.1069	0	0.58922	0	0	0	0	0	0	12.26261	17.95121	5.06602	0.02803	0	0.03657	0.02241	0.02858	0	0
Healthy	3.21931	0.29368	0	0.30718	0.04139	0	0.01458	0	0	0	50.69332	0.60733	3.68989	4.17376	0.8795	0	0	0	0	0
Healthy	0.50883	0.12658	0.21881	0.08432	0.00334	0.02204	0	0.04863	0	0	76.25415	0	3.43924	0	0	0.19107	0	0.15078	0.02812	0
Healthy	1.44884	0.89041	0.01282	2.67181	0	0.00186	0	0	0	0	47.28328	0.00242	0	0	0	0.32405	0	0	0	0
Healthy	4.47422	0.99327	0.37374	1.50785	1.23251	0.34475	0.26703	0.67899	0.15142	0.11033	17.64853	4.75221	3.49105	1.05584	0.93383	0.07637	0	0	0.00766	0.01225
Healthy	12.6926	0.22728	0	0.05169	0.07553	0.28523	0.17852	0.06965	0.07416	0.03303	10.0281	1.09727	0.0153	0	0.54604	0.0682	0	0	0.00894	0
Healthy	2.54515	0.81207	0.11367	2.57406	0	0	0	0	0	0	71.34902	1.27979	8.89236	0	0	0.66	0.0265	0.10557	0.04149	0
Healthy	11.7823	5.92745	0.2947	3.04272	1.50473	3.4524	0	0.1484	0.51381	0.05975	9.92101	2.20749	1.20717	0	0	0	0	0	0	0
Healthy	6.07949	0.80252	1.48636	0.35531	0.48647	0.92437	0.15157	0.81587	0.57293	0.17882	2.73855	7.48005	0.69689	1.68887	5.07088	0.1066	0.1773	0	0	0
Healthy	0.95058	0.86452	0	0.41134	0.23856	0.12548	0.10479	0	0	0	12.54858	0	0	0	0	0	0	0	0	0
Healthy	5.44192	1.02136	0.07913	0.41486	5.98915	2.08297	0.13314	0.62703	3.56256	0.56926	5.19303	9.26248	0.78328	0	0.21559	0.01715	0	0.05454	0.02319	0
Healthy	0.1659	1.04064	0.0189	2.25241	1.98187	0.46725	0.68989	0.52265	0.39337	0.29854	8.33845	0.44883	0.39352	0	0.80686	0.09159	0.1759	0.02318	0.20382	0
D000236	5.55298	0.06596	5.81726	0.60932	0	0.29229	0.113	1.53923	0.59716	0.01852	8.70665	0.70641	0.05408	0	0	0	0	0	0	0
Healthy	2.01585	0.37949	0	0.07547	0	0.23639	0.10169	0	0	0	29.0255	11.69023	1.40699	0	0.59148	0.04657	0.12067	0.1775	0	0
Healthy	7.8147	0.06937	0.97201	1.03267	0	0.0205	0.00495	0	0	0	40.7047	2.59959	1.19831	0	1.07475	0.09517	0.08126	0.10903	0	0
Healthy	2.60453	0.15289	0	0.66463	0	0	0	0	0	0	18.52786	4.31032	5.24896	0	1.34917	0.31676	2.07365	0.02903	0	0.14493
Healthy	7.71138	0.07719	0.03075	0.0495	0	0.05288	0.01937	0.20827	0.01589	0	29.77308	12.11739	4.05854	0	0.86528	0.1488	0	0.29865	0.0344	0
Healthy	1.12091	0.43085	0	0.1409	0	0.03056	0	0	0.06373	0	38.48169	2.65871	42.7682	0	0	0.12828	0	0	0.26513	0
Healthy	0.16129	0.39602	0	0.71985	0.64072	0.49501	0.39658	0.20419	0	0	2.49017	0.54248	0.22985	0	0	0	0	0	0	0
Healthy	5.47841	0.2816	0.12942	1.1017	1.38195	0.81569	0.55396	0.66645	0.56568	0	15.56989	2.91929	1.72119	0	0	0.04642	0.38424	0.03784	0	0
Healthy	1.95034	0.23048	0	0.01747	0.0043	0.03829	0	0	0	0	45.81251	8.66799	4.96899	0	1.03324	0.11443	0.05703	0.26803	0.12602	0
Healthy	10.9878	0.28117	0.01196	4.07062	1.41733	0.89647	0.05181	0.219	0.27105	0.70773	7.65953	9.53379	0.72353	0.5339	0	0.73575	0	0.00386	0	0
Healthy	13.1264	0.01256	0.91259	0.80418	0	0.0074	0.04004	0	0	0	3.12048	0	0	2.6772	0	0.23932	0	0	0.1176	0
Healthy	3.86716	0.07289	0.00805	0.01525	0	0.10299	0	0	0	0.07178	16.80496	4.2958	0.21357	0	0	0	0	0.06137	0	0
Healthy	4.69452	0.09849	0.98418	0.73857	0.69236	1.36881	0.1315	0.51946	0.58688	0.62552	30.52667	2.22267	0.78993	4.16061	0.93246	0	0	0	0	0
Healthy	1.92769	0.51864	0	0.34378	0.88733	0.14494	0.16687	0.011	0.04823	0.42849	5.62281	3.15086	0	0.61264	0.13974	0.92676	0.99634	0.03673	0.02838	0.00701
Healthy	2.31735	0.252	0	0.99912	0.399	0.54351	0.07783	0	0.69327	0	32.10903	5.68245	1.68932	0	0	0	0	0	0	0
Healthy	26.3134	1.94732	1.0904	0.3017	0.85388	0.8701	0.78772	0	0.35753	0	6.54649	0	0.13869	0	0	0	0	0	0	0
Healthy	0.00049	0.55599	0.2919	0.69303	0	0	0	0	0	0	6.28997	3.08566	2.76597	0.66943	0.00716	0.08961	0	0	0	0
Healthy	0.3106	1.03299	0	1.50184	0.74886	0.50333	0.02125	0	0	0	31.42003	0.99893	1.80637	0	0	0	0	0	0	0
Healthy	0.75493	0.72543	0	0.62247	0.4855	0.48199	0.15534	0.26675	0.09814	0.10971	31.09774	4.5129	1.56365	0.1298	2.53487	0.00179	0.0099	0	0	0
Healthy	1.01377	0.05734	0	0.14637	0.01686	0.01719	0	0	0.05738	0	38.65586	2.49792	42.8648	0	0	0.10189	0	0	0.2438	0
Healthy	0.07885	0.14001	0	0.01682	0	0	0	0	0	0	58.81408	0	0	0	0	0.03008	0	0	0	0
Healthy	4.41363	1.2347	0	2.58143	4.03466	0.23002	0	0	0.00491	0.09503	21.81049	2.62453	2.00969	0	0	0.10229	0	0.02217	0.29209	0
D000236	9.6577	0.56053	0	1.3842	1.38525	1.73693	0.11748	0	0	0.38098	8.77307	3.24561	0.44703	0	0	0	0	0	0	0
Healthy	6.44973	0.32041	1.13129	0.49088	0.04819	0.22439	0.0374	0	0	0.0954	18.72314	6.32385	1.78035	0	0.89228	0.01359	0.09413	0.00259	0	0
Healthy	0	1.63214	29.95985	0.2648	0	0.10329	0	0	0	0	1.17422	0	0.23178	0	0	0	0	0	0	0
Healthy	22.4034	0	0	0	0	0	0	0	0	0	26.75767	10.88974	1.73526	0	0	0	0	0	0	0
Healthy	3.69267	0.14265	0.06107	0	0	0.14084	0.01267	0	0.0294	0.03481	24.24126	20.78143	3.2627	4.91651	0.86515	0.14264	0.00858	0.19868	0.02544	0
Healthy	1.12365	0.00625	0.24984	0.18325	0	0.00704	0.32075	0	0	0	21.7288	0.39264	10.4904	0	0	0.03937	0	0	0.09754	0
Healthy	5.59263	0.24542	0.06828	1.06264	0.7827	0.16348	0.09575	0.0116	0.05211	0.05574	2.08606	8.13197	1.3818	2.664	0.43218	0.03422	0	0.08471	0	0.01419
Healthy	0.85026	0.31523	0.00705	0.14624	0.06808	0.06739	0.0131	0.00411	0	0.0236	22.217	4.66351	4.83323	0	0	0.1726	0.12088	0.27826	0.21257	0
Healthy	9.59486	0.32597	0.18967	0.96429	0.718	0.20365	0.061	0.0246	0.2178	0.13242	16.93016	8.31674	6.51834	0	2.06451	0.28942	0	0	0	0
Healthy	3.37358	2.30005	0	0	0	0	0.02553	0	0	0	5.17113	27.56543	12.02871	0	0.44895	0	0.00732	0.02505	0	0
Healthy	1.39582	0	0	0	0	0	0	0	0	0	0.12769	6.37841	0	0.78742	0	0.00151	0	0	0	0
Healthy	2.08916	0.03474	0.29319	0.0564	0.04516	0.0355	0.00147	0	0.00292	0	50.17076	6.55913	2.49912	0	0.6803	0.06833	0.32369	0.20062	0.11697	0
Healthy	6.26158	2.32451	0.93536	1.19434	1.26986	0.58002	0.20388	0	0.08243	0.0806	9.39399	9.71539	10.41179	0.01757	0.97583	0.07335	0.08582	0.14427	0.00728	0
Healthy	4.91408	3.26077	1.73645	2.819	0.9517	0.63022	2.00198	1.04363	0.58002	0	9.6571	3.09674	1.10955	0	0.41272	0.06224	0.06657	0.05448	0.01726	0
Healthy	0.00117	0	0.16655	0	0	0	0	0	0	0	0.04787	0	49.7333	0	0	0	0	0	0	0
Healthy	7.5992	0	0.10176	0	0	0.04135	0	0	0	0.21293	0.18131	0.01248	0	0	0	0	0	0.26726	0	0
Healthy	11.1771	1.96285	0	0.69726	0.30265	0.50424	0.17411	0.75403	0.14785	0	19.79952	6.87735	2.00096	0.4471	0	0.04873	0.04511	0	0.12189	0
Healthy	0	0	0.18547	0	0	0	0	0	0	0	24.30239	0	18.0913	0	0	0	0	0	0	0
Healthy	3.86412	0.39428	0	0	0.05253	0.01864	0.01098	0.01814	0	0	21.40068	16.91826	11.69549	0	1.20349	0.00299	0	0.00833	0	0.06993
Healthy	7.34147	3.56408	1.52451	1.46205	1.30152	1.02504	0.59152	0.22162	0.47627	0.32967	3.90297	5.0425	2.91046	1.05634	1.03909	0.06376	0.06339	0.01844	0	0
Healthy	0	11.4936	0	0	0	0	0	0	0	0	34.28106	0	0	0	0	0	0	0	0	0
Healthy	1.3236	0	0.01707	0.53916	0	0	0	0	0	0	15.86491	0	0	0	0	0.0431	0	0	0	0
Healthy	0.55987	0.0359	0	1.81436	0	0	0	0	0	0	36.06962	11.46918	20.5524	0	0	0.18163	0.28575	0.34776	0	0.01235
Healthy	3.70501	0.07938	0	0.32821	0.05777	0	0.00097	0.40283	0	0	63.18952	7.22247	4.44661	0	0	0.20856	0	0	0	0
