group	Faecalibacterium	Mediterraneibacter	Streptococcus	Enterocloster	Bariatricus	Blautia_A	Dorea	Eubacterium_G	Eubacterium_I	Coprococcus_A	Bacteroides	Alistipes	Parabacteroides	Sutterella	Odoribacter	Flavonifractor	Alistipes_A	Parasutterella	Holdemania	Pseudodesulfovibrio
Healthy	4.3939	0.13775	0	0.01693	0.18129	0.05437	0.02958	0.35702	0	0.00261	17.51919	14.91122	5.9107	1.89831	1.46441	0.21705	0.01061	0.08058	0.0705	0.15758
Healthy	0	0	1.29801	0	0	0	0	0	0	0	0.23773	0	0.07567	0.00451	0	0	0	0	0	0
Healthy	3.08489	0.06744	0	0.31096	0	0.00326	0	0	0	0	38.59253	5.19285	0.12317	2.28503	0	0.234	0	0	0.0696	0
Healthy	4.33798	0.42416	0	0.45578	0.00428	0	0.01187	0	0	0	62.02093	1.02199	4.70028	5.48059	1.10253	0	0	0	0	0
Healthy	1.06456	1.02903	0	0.10653	0	0	0	0	0	0	9.31795	23.3736	2.30945	0	2.02803	0	0	0.00451	0	0.12714
Healthy	6.61531	0.18276	0.06202	0.32366	0.01002	0.02688	0	0	0	0	29.456	0.67553	5.52126	5.96924	0.9248	0.23214	0	0	0.01001	0
Healthy	4.2821	1.94388	0	0.85862	0.88918	0.69762	0.7736	0.61565	0.54227	0.51911	16.55994	0.06726	0	0	0	0.14104	0	0	0.12755	0.09292
Healthy	3.4486	0.01883	0	6.0913	0.00757	0.05107	0.06577	0	0	0	38.05297	6.68251	2.33571	0	0.37936	0.42862	0	0.0439	0.02154	0.15974
Healthy	14.4566	0.24563	6.39372	1.13069	0	2.29163	0.35522	0.12486	0	0.01334	13.09115	5.07935	1.36347	0.27022	0	0	0	0	0	0
Healthy	3.41877	0.73788	0.24437	0	1.49219	0.1082	0.03309	0	0.03265	0.01506	42.48578	6.65725	4.33194	0	0	0.05862	0	1.25218	0	0
Healthy	0.69095	2.4194	0	0.32868	0	0.34248	0.06166	0	0	0	8.09807	0	28.0902	0	0	0	0	0.01915	0.08795	0
Healthy	1.31603	0.16924	0.94986	0.97451	1.02935	0.95335	0.87126	0.07585	0.07432	0.35285	11.00988	1.96328	1.50887	0.56572	0.18279	0.08302	0.00527	0.0035	0.01129	0
Healthy	1.62206	0.15785	0	0.05411	0	0.00497	0	0.02079	0	0.00149	38.25011	23.67785	5.49203	0.69598	1.31608	0.01931	0.02405	0.0175	0	0
Healthy	4.72189	0.53888	0.54739	0	0.04835	0.0601	0	0.00409	0	0	40.75919	2.08148	6.24406	6.21298	1.13476	0.03977	0.00628	0.07184	0	0
D000236	24.656	2.12659	1.00301	1.06443	2.82682	2.31509	0.63972	0.65966	0.47975	0.42262	11.14138	3.22099	3.34916	1.71186	0	0	0	0	0	0
Healthy	4.47586	0.19514	0	0.00181	0.04339	0.1445	0	0	0	0.01763	22.51417	14.02979	10.00908	1.43051	2.38534	0.1123	0.04089	0.00862	0.00655	0.16406
Healthy	2.51813	0.09334	0.25238	0.96909	0.09831	0.3686	0.17068	0	0.02389	0	31.01309	15.82441	6.3601	0	1.01049	0.13804	0	0.11675	0	0
Healthy	10.1641	0.34366	0.29031	0.18467	0.24447	0.24407	0.10177	0.64739	0.07237	0.14758	21.76667	10.3337	3.24381	2.31853	0.91986	0.07802	0	0.01494	0.00443	0
Healthy	5.87519	1.85324	0.10377	1.13489	1.49019	0.37789	0.09577	0.63033	0.07349	0.08213	8.46817	0.6955	1.92303	0	0.98878	0.08857	0.01041	0.00546	0.01271	0.00095
Healthy	5.17678	0.07969	0.04505	0.44336	0	0.04077	0	0	0	0	23.14603	18.12838	3.29696	0.06226	1.18209	0.14817	0	0.01042	0.0085	0
Healthy	5.62901	0.77817	0.03598	0.22676	0.4328	0.34912	0.15493	0.37574	0.18239	0.13415	7.17576	7.81203	1.39024	1.73585	1.45011	0.0137	0	0	0	0
Healthy	6.73902	2.89998	0	0	0	0	0	0	0	0	28.686	6.27967	1.10036	0	0	0	0	0	0	0
Healthy	0.78783	4.28308	4.93064	5.33576	0	3.40832	0.03777	0.53652	0.10988	0.08467	0.40048	0.29456	0	0	0	0.01696	0.01394	0.05784	0.03778	0.10248
Healthy	2.33311	0.07035	0.25867	0.82698	0.07582	0.40714	0.1514	0	0.01978	0	30.51119	15.76833	6.73179	0	0.93011	0.14425	0	0.00192	0	0
D000236	2.43586	1.33523	0.17378	1.57952	4.59969	0.45481	0.31081	1.53038	0.07928	0.29259	5.337	0.3643	1.12348	0	0.98876	0	0	0	0	0
Healthy	6.06053	7.83513	0.02708	0.05169	0.327	0.20753	0.44564	0.81525	0.67856	0.19983	11.54107	5.05791	4.71009	4.365	0	0	0.06033	0	0	0
Healthy	11.8756	0.04833	0	1.04486	0.92045	0.36596	0	0	0.14562	0.21235	12.65856	15.48637	1.19443	7.56823	1.40695	1.89966	0.03568	0.00544	0	0
Healthy	1.79958	0.20959	0	0.02062	0	0.00761	0.00847	0	0	0	32.51292	35.74021	8.06429	0.31544	2.32708	0.00709	0.04872	0	0	0
Healthy	0.47812	0.0471	0.20662	0.10718	0.00666	0.01328	0	0.03787	0	0	75.98148	0	3.27117	0	0	0.16014	0	0.09861	0.02872	0
Healthy	5.39704	0.05033	0.04507	0.87395	0.34597	0.27214	0.33445	0.05349	0.05371	0.16469	7.40098	4.63506	1.76381	0.00027	0.5829	0.01447	0.11448	0.00483	0.00463	0.00153
Healthy	1.02896	0	0	0.06537	0	0	0	0	0	0	14.86688	0.45168	4.32419	0	0	0	0	0	0	0
Healthy	12.9227	0.69387	0	0.81968	0.48205	0.77715	0	0	0.9988	0	21.63359	12.12784	0.38125	3.22835	0	0	0	0	0	0
Healthy	1.91859	0.85369	0.13335	0	0.89653	0.20247	0	0.96759	0.89263	0.15038	4.88316	2.68752	1.19315	0	0	0	0	0	0	0
Healthy	0.01321	0.02965	0.1372	0.04961	0	0	0.04392	0	0.03401	0	16.61632	6.59686	0	0.15667	1.39155	0	0	0	0	0
Healthy	0.83016	0.01401	0.32948	0.00378	0	0.35524	0.12032	0	0	0	9.43027	10.00232	3.9494	0	0	0.20941	0.35317	0	0.49243	0
Healthy	1.52976	0.18138	0	0	0	0.06075	0.01962	0	0	0	20.37751	12.62482	1.86123	0	0	0.02806	0.26512	0.19925	0.0036	0
Healthy	12.5879	0.42563	0	0.40983	0.08314	0.32686	0	1.14728	0	0	9.58687	13.18937	1.87638	2.47967	0	0.27872	0	0	0	0
Healthy	19.2954	0.09502	0	0.04198	0	0.02375	0.05139	0.33069	0	0	10.23709	4.51969	1.85242	0	0	0	0	0.01387	0	0
Healthy	7.57085	0.08237	0.03531	0.12368	0.03039	0.03069	0.01715	0	0	0	6.26844	20.50449	5.05717	0	0.89591	0	0.01276	0.01643	0	0
Healthy	8.16256	0.09151	1.36683	0.30083	0.19693	1.02385	0.26222	2.3358	0.03231	0.1163	13.33746	0.58214	2.12069	0.68711	0	0.11307	0	0	0.0535	0
Healthy	2.40959	1.08469	0.01289	0.35883	0.15882	0.19265	0.08165	0	0.01437	0.08619	6.3912	0.99168	2.00203	0.16241	0	0.05318	0	0	0	0
Healthy	6.50107	0.17432	0.02139	0.29478	0	0.02228	0	0	0	0	30.88426	3.70409	5.70685	5.81367	0.90225	0.21838	0	0	0.016	0
Healthy	0	0.57829	0.09226	0	0	0	0	0	0	0	3.01383	0	2.87763	0	0	0	0	0	0	0
Healthy	4.73158	0.22149	0.02512	0.01339	0.02975	0.15658	0	0	0	0.00434	22.37732	13.95599	9.75446	1.39016	2.42495	0.17208	0.03356	0.01291	0	0.25658
Healthy	5.31706	0.21025	0.34933	0.16647	0.05066	0.14077	0.07429	0.86811	0.02047	0.07988	21.19908	3.64755	1.13747	0	0	0.00129	0	0.00093	0	0
Healthy	5.96816	0.74627	1.78662	0.82434	1.44128	1.20039	0.18615	0.24079	0.15597	0.09345	11.28227	1.42256	0.79286	0	0	0	0	0	0	0
Healthy	1.46575	0.55025	0	0.2102	0	0	0	0	0	0	50.20991	9.47612	15.57429	0	0.57779	0.04158	0.03104	0.06139	0	0.01258
Healthy	1.90704	0.15219	0	0.01818	0.01739	0.0201	0	0	0	0	45.88964	8.75577	5.09986	0	1.04674	0.1523	0.03304	0.21907	0.12342	0
Healthy	4.725	0.40721	0.59573	0	0.05292	0.08409	0	0.01167	0	0	40.84411	2.03865	6.12678	5.86799	1.0504	0.03388	0.01197	0.05699	0	0
Healthy	1.57594	0.35464	0.15456	0.89628	0	0.16557	0.31769	0	0.02173	0	17.42201	5.08063	8.36338	0.53477	0.66718	0.01549	0.0068	0	0.01949	0.00166
D000236	30.1602	1.48471	0	1.08737	1.23672	0.39326	0	0.02287	0	0	23.67335	2.34254	1.7111	0	0	0	0	0	0	0
Healthy	1.46801	0.11277	0	0.66673	0	0	0	0	0	0	15.95331	0	0	0	0	0.05325	0	0	0	0
Healthy	1.00764	0	0	1.06634	0	0	0	0	0	0	65.30283	1.55928	5.7834	0	0	0.00424	0	0.49721	0	0
Healthy	5.30416	0.26796	0.00667	0.36068	0.18518	0.089	0.0724	0.00595	0	0	12.66356	8.69344	1.76117	0	0.62961	0.0224	0	0.16631	0.05875	0
Healthy	5.67625	3.96986	0	0	0	0.46618	0	0	0	0	26.18025	1.60216	0.11371	0	0	0	0	0	0	0
Healthy	5.80833	0.02143	0.30198	0.52456	0.43757	0.58309	0.13348	0.29126	0.10026	0.26148	4.62693	2.03459	2.54773	0.65466	0.19016	0.04856	0.12275	0.00753	0.01009	0
Healthy	0.00169	0	0.63046	0	0	0	0	0	0	0	0.01181	0	0	0	0	0	0	0	0	0
Healthy	0.11081	0.51837	0	0.09027	0	0.18821	0	0	0	0	8.67186	1.27139	2.92682	0	0	0.08409	0	0.00825	0.03959	0.66239
Healthy	4.01519	0.08771	0	0.32056	0.05841	0.17634	0.03252	0	0	0	35.56308	14.54996	5.02736	0	1.78906	0.12715	0	0.03476	0	0
D000236	6.98708	3.09704	26.56685	2.80084	1.19839	1.10279	0.86678	1.00549	0.07998	0.28074	1.48195	1.79293	0.21635	0	0	0.00173	0.01166	0	0	0
Healthy	7.97302	1.92096	0	1.2181	3.69459	0.75131	0.22933	0.18473	0	0	3.86431	1.73137	1.00992	0	0	0	0	0	0	0
Healthy	0	10.2458	0	0	0	0	0	0	0	0	50.9343	0	0	0	0	0	0	0	0	0
Healthy	3.35185	0.02076	0	6.13741	0	0.03847	0.04536	0	0	0	37.94578	6.5187	2.33277	0	0	0.39937	0	0.04948	0.01162	0.13879
Healthy	0.00085	0.0031	0.21355	2.09311	0	0	0	0	0	0	0.01147	0.00397	25.6359	0	0	0.06961	0	0	0	0
Healthy	3.29087	0.02885	0	6.01902	0.0058	0.02449	0.04788	0	0	0	37.87078	6.60515	2.37028	0	0	0.41347	0	0.05193	0.00199	0.16511
Healthy	5.25823	0.17561	0.12254	0.59296	0.92514	0.53435	0.17928	0.32557	0.08371	0.1741	5.64194	1.77671	1.63452	0.45594	0.5822	0.01334	0	0.00275	0.0087	0.02801
Healthy	0.00017	0.3375	0.008	0.01532	0	0	0	0	0	0	40.11565	0	0	0	0	0.00727	0	0	0	0
Healthy	8.15685	0.0784	0.60294	0.21907	0.91147	1.30421	0.21421	0.01959	0	0.07093	7.07814	1.17167	0.98117	0.16194	2.04269	0.02904	0	0.00079	0.0626	0.00526
Healthy	11.2426	0.12516	0	0.32581	0.14593	1.11764	0.66581	0.01959	0.01745	0.50986	0	0	0	0	0	0	0	0	0	0
Healthy	6.51407	0.19321	0.04078	0.31406	0.00988	0.07976	0	0	0	0	30.7069	0.68093	5.73805	6.07816	0.95151	0.18256	0	0	0.01586	0
Healthy	3.31277	0.21852	0.18376	0	1.40066	0.09244	0.03647	0	0.01494	0.00388	42.6489	7.18415	4.07057	0	0	0.06083	0	1.29227	0	0
Healthy	6.42999	0.69213	5.64859	0.15272	0.12071	0.31878	0.48062	0.10677	0.09703	0.00794	2.22787	4.3066	0.3542	0.98011	0.39881	0.00793	0.28853	0.00051	0	0
Healthy	8.45223	1.38839	0	0	0	0	0.02881	0	0	0	11.1772	22.96771	15.90736	0	0.09559	0	0.01881	0.01355	0	0.03983
Healthy	0.01281	0.00369	0.14359	0	0	0	0	0	0	0	10.63453	0	0	0	0	0.00889	0	0	0	0
Healthy	3.4314	0.71791	3.96242	1.07907	1.83605	1.12623	0.47241	0.69465	0.3834	0.29299	11.99895	1.39305	1.95038	0.06613	0.36223	0.05602	0.02964	0.0489	0.08972	0
Healthy	4.13709	0.0448	0	0.62735	0	0	0	0	0	0	11.86827	17.54099	4.94345	0.05389	0	0.0615	0.0254	0.0239	0	0
Healthy	0.93055	1.76367	0.03958	0.26155	0.02328	0.02955	0.19848	0	0.00786	0.38707	12.42463	12.27194	1.65329	0	0.98588	0.02374	0	0.18857	0	0.02384
Healthy	3.44359	0.27388	0.07353	0.07374	0.06882	0.00434	0	0.06254	0	0	4.53315	9.88245	0.92958	0.09805	1.04702	1.19404	0.0526	0	0.04876	0.06897
Healthy	0.24836	0.99423	0.07326	0.06938	0	0.04376	0.26063	0	0	0.7083	14.47704	8.94301	1.39914	0	0	0	0	0.05562	0	0.07694
Healthy	4.32336	0.03812	0.00989	0.18406	0.07435	0.02653	0	0	0	0	56.37983	0	2.72167	0	0	0.52318	0	0.03336	0.09266	0
Healthy	4.22282	0.512	0.07607	0.39424	0.51251	2.67305	0.13557	0	0.31379	0.22481	12.1365	8.83952	1.47263	0.15254	0	0.16905	0	0	0	0
Healthy	5.18334	0.03711	0.0136	0.17304	0.01104	0.10349	0.05783	0	0	0	34.78435	13.4087	3.03062	0	0.66493	0.22042	0	0.00977	0	0
Healthy	7.52308	0.04533	0.05338	2.49606	2.91205	2.30008	0.01598	0	0	0	4.74565	0.09207	0.10651	0	0	0	0	0	0.03161	0
Healthy	1.56754	0.18754	0	0.16067	0	0	0	0	0	0	50.37397	10.152	15.20628	0	0.59467	0.02324	0.02849	0.078	0	0
Healthy	1.32094	1.58339	0.82714	1.63964	1.64209	1.46485	0.64123	0.01551	0.5535	0.16478	0.74141	0.27103	0.20294	0	0	0.01966	0.00328	0	0.01358	0
Healthy	3.1686	0	0	0.7023	0	0	0	0	0	0	32.15003	15.03817	3.29539	0	0	0	0	0.67253	0	0
Healthy	5.07852	0.18968	0.69361	0.07395	0.09663	0.19383	0.02084	0.76415	0.05876	0.00194	28.3392	10.06954	1.90207	6.01891	0	0.02377	0	0	0.03957	0
Healthy	8.73022	5.24578	0.43816	0	0.20864	0.48299	0.04444	0.29513	0	0	15.3324	1.96006	0.19591	0	0	0	0	0	0	0
Healthy	0	11.4936	0	0	0	0	0	0	0	0	34.28106	0	0	0	0	0	0	0	0	0
Healthy	0.89366	0.04463	0.22885	0.04144	0.00253	0.03628	0.19784	0	0.2092	0	12.16838	18.35437	0	0.23883	0.72886	0.29169	0	0	0	0
Healthy	7.80518	1.1354	0	1.94515	0	0	0	0	0	0	52.23918	7.04887	5.73348	0.38192	0	0.02706	0.03545	0.29334	0	0
Healthy	12.9311	0.95296	0	1.10536	0	0.12428	0	0	0.30196	0	37.33701	0.80896	0	0	0	0	0	0.04081	0	0
Healthy	1.13235	0.07111	0.03602	0.04063	0	0.05225	0.02261	0	0	0	30.76405	20.08772	5.98944	0	0.76262	0.18793	0.34027	0.00276	0.28141	0
Healthy	2.50903	0.27648	5.24636	0	0	0	0	0	0	0	5.34812	0.45432	0	0	0	0	0	0	0	0
Healthy	1.48966	1.21433	0	1.56798	1.4711	0.6504	1.14032	2.78136	0.76752	0.38884	5.99943	1.42356	6.35402	0.05082	0	0	0.28972	0	0	0
Healthy	1.65719	1.83397	0.30573	0.91066	0.56032	2.21805	4.63614	0	0	0.06606	0	0	0	0	0	0	0	0	0	0
Healthy	0.8115	0.24625	0	0.4634	0.44771	0.32705	0.01698	0.21373	0	0.09942	15.79717	2.09801	11.12207	0.39442	0.05655	0.07784	0	0	0	0
Healthy	0	0	0.13643	0.00504	0	0	0	0	0	0	0.19002	0.01013	0.00912	0	0	0.00096	0.0066	0	0	0
Healthy	5.20856	1.19444	0.00942	0.03174	0.69079	0.14603	0.07611	0.13852	0.0145	0.11949	11.7492	2.65678	0	2.87166	0.39147	0.03895	0.89879	0.00833	0	0
Healthy	2.9477	0.04627	0	0.02739	0.01977	0.14094	0	0	0	0.05363	12.32389	1.99107	0.22489	0	0	0	0	0.02229	0	0
Healthy	17.6948	0	0	0	0.03493	0.01392	0	0	0	0.01254	3.99124	10.64537	0.53825	1.70875	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	4.17295	0	0	0	0	0	0	0	0	0
Healthy	2.89925	0.10489	0.06023	0.37455	0.23637	0.05163	0.17785	0	0.00125	0.02261	0.26016	0.06106	0.03211	0	0.1843	0.01094	0	0	0	0
Healthy	7.32277	0.31199	0.15746	0	0	0.28034	0	0	0.04915	0.05097	11.60203	0.95764	0.15826	0	0	0	0	0.01583	0	0
Healthy	0.42489	2.11832	0	0.05359	0	0.03091	0.00941	0	0	0.17018	22.06455	13.16527	3.53099	0	2.3376	0	0	0.09379	0	0
Healthy	2.2329	0.27587	0.23457	0.85825	0.09083	0.40884	0.17041	0	0.03953	0	30.63989	15.74545	6.28398	0	0.95971	0.17988	0	0.11068	0	0
Healthy	1.97809	0.02661	18.75969	2.34308	3.72767	4.14065	1.01617	0.30847	0.02967	0.43782	6.43762	1.38643	0.49892	0.07881	0.43344	0.00176	0.08062	0	0	0
Healthy	3.60058	0.14596	0	0.00992	0.03361	0.08941	0	0	0.01094	0	53.02242	11.95312	8.19375	0	1.23634	0.0366	0	0.64158	0	0
Healthy	0.11211	0.00725	0.00366	0.09502	0	0.17183	0	0	0	0	8.76541	1.27101	3.08371	0	0	0.04244	0	0.01048	0.05042	0.63671
Healthy	4.03048	0.18522	0	0	0.21116	0.05782	0.04852	0.39222	0	0	17.57388	13.85571	6.11748	1.90566	1.52698	0.19302	0.00431	0.00471	0.09488	0.20793
Healthy	5.38342	0.68495	0.11042	0.71292	0.34643	0.20782	0.91469	0.00034	0.07906	0.37164	5.88513	0.17466	0.23849	0.27054	0.28046	0.02591	0	0	0	0
Healthy	9.03523	0.99496	0.00871	0.58096	0.17399	0.22132	0.15365	0.35811	0.083	0.13214	10.58599	0.93776	3.13848	0	0	0.32474	0	0.90934	0	0
Healthy	0.87769	2.69975	0	1.43976	1.43821	0.4847	0.2464	0	0.03379	0.00801	21.11131	8.28569	6.39308	0	0.65144	0.05491	0	0.04696	0.02912	0
Healthy	0	0.03177	0.06012	0	0	0.00018	0	0	0	0	0.07763	0	0	0	0	0	0	0	0	0
Healthy	2.54791	1.07531	0.04895	2.50732	0	0	0	0	0	0	70.95432	1.30414	8.79864	0	0	0.69096	0.03798	0.09116	0.04082	0
Healthy	10.7144	0.18316	0	0	2.31611	1.25493	0.44661	0	0.87899	0	2.37704	0.15792	0.49823	0	0.42736	0.00688	0.0037	0.00596	0.02294	0
D000236	0.96616	2.20434	2.29246	9.44891	1.29991	5.77879	1.61012	1.33876	0.32188	0	18.72389	1.9975	1.4368	0	0.15734	0.03385	0	0	0	0
D000236	3.07803	1.43931	0.53195	0.16853	0.2338	0	0	0.23903	0	0	14.20331	5.96265	1.08652	0.17731	0	0	0.10631	0	0	0
Healthy	38.2226	2.49479	0.04011	0.66394	0.30616	0.58059	0.12463	0.67416	0.18735	0.26502	7.52988	1.44036	4.81816	0	0.61088	0.07801	0	0.00366	0.1846	0
Healthy	7.91341	0.20534	0.03064	0.38117	0.00774	0.06063	0	0	0	0	36.7274	0.7056	7.14546	7.36099	1.10387	0.25055	0	0	0.01972	0
Healthy	12.4301	0.25652	0.16944	0.27545	0	0.51936	0.14373	0.05441	0.12136	0.28408	32.94099	0.00264	2.44377	0.0057	0	0.08867	0	0	0	0
Healthy	1.23572	1.28507	0	0.01047	0.17083	0.01942	0.03827	0	0.07482	0	38.70455	7.1558	1.65529	0.19026	0	0.03147	0.01102	0	0.04754	0
Healthy	1.79297	0.3115	0	0.00516	0	0.00463	0.03199	0	0	0	25.73769	15.48187	0.979	0	0.63421	0.02891	0.23608	0.15182	0	0
Healthy	3.97903	0.44472	0.42056	0.12037	0.13546	0.1896	0.00767	0	0.02901	0.12987	12.24032	1.22454	0.18438	0	0	0	0	0.0698	0	0
Healthy	0.0022	0	0.39184	0	0	0	0	0	0	0	0	0.01414	0	0	0	0	0	0	0	0
Healthy	2.98065	0.13769	0.6557	0	0	0.28555	0.36259	1.15296	0.09466	0	12.17701	6.93374	3.87457	0	0	0	0.05971	0	0	0
Healthy	5.18037	0.09294	0.62887	0.08012	0.09593	0.16649	0.02393	0.76007	0.03571	0.00761	27.25486	9.44303	2.0206	5.92908	0	0.03108	0	0	0.01561	0
Healthy	0.04351	0.02254	0.00854	2.24803	0	0.05943	0	0	0	0	44.38022	3.55211	0.53718	0	0	0.05007	0.00106	0.21131	0	0
Healthy	6.03973	0.08156	0.3738	0.04838	0.05414	0.02812	0	0.06292	0	0	21.21142	14.28361	1.57741	5.85099	0	0.06025	0	0	0.03571	0
Healthy	5.75864	0.11006	0.02477	0.10894	0.44091	0.08476	0.22399	0.42735	0.06457	0.05369	12.93797	4.73358	1.58333	1.58886	0.67883	0.04338	0.15845	0.00459	0.00141	0.00394
Healthy	4.53971	0.34319	0.62619	0.26739	0.41414	0.31594	0.17051	0	0.26662	0	16.02712	0.11641	1.1048	2.32149	2.12838	0.03809	0	0	0.05581	0
Healthy	7.28723	1.8978	0.92779	1.22903	0	0.1518	0.03058	0	0	0	10.81227	1.37439	0.9527	0	0.33728	0.02642	0.02822	0.04896	0	0
Healthy	20.6505	0	0	2.77305	1.56965	0.87095	0.19347	1.19876	0	0	1.06932	1.70331	0	0	0	0	0	0	0	0
Healthy	6.70341	0.38488	0.00293	0.48328	1.09262	0.07195	0.14297	0.27628	0	0.20564	3.52299	1.95487	0	0	0.50203	0.0591	0	0.01166	0.01462	0
Healthy	1.62073	0.15826	0	0	0	0	0	0	0	0	26.12588	13.98389	1.10514	0	0.63033	0.0087	0.20573	0.11865	0	0
Healthy	10.226	0.00287	0.00131	0.14325	0.11721	0.03677	0.43027	0.05893	0.02122	0.1404	1.67415	0.70666	0.51725	0	0	0.00913	0	0.00495	0.00603	0
Healthy	0.21362	0.08944	0	4.4627	0	0	0	0	0	0	12.14951	0.15674	72.6973	0	0	0.07853	0	0	0	0
Healthy	2.12451	0.25648	0.05147	0.17986	0.10009	0.1937	0.20139	0	0.07083	0	28.58126	12.50404	2.74812	0.05153	1.58678	0	0	0	0.0925	0
Healthy	1.34171	0.02723	0.26431	2.72719	0.37922	0.28078	0.77873	0.18624	1.08088	0	6.4632	2.07511	0.96429	0.60007	0.43845	0.03854	0.22639	0.01259	0.00813	0
Healthy	2.35233	0.48594	0.05049	0.24019	0.18429	0.10387	0.0464	0.16426	0	0.01709	7.44981	7.13593	1.27736	0	0	1.04113	0.01607	0	0.08623	0.10709
Healthy	3.42408	1.87865	0.17403	1.76572	0.00328	0	0	0	0	0	8.98326	8.20938	1.56726	0	0	0.72668	0.01536	0.00225	0.07095	0.07603
Healthy	5.94707	0.19977	0.3103	0.2358	1.29722	0.25243	0.05317	0.5158	0.14396	0.27361	8.37351	2.5143	0.2146	0	0.49958	0.0173	0.03511	0.36846	0.01699	0
Healthy	0.58674	4.29913	0	0.05183	2.0478	0.00672	0	0.42398	0	0	7.98091	8.20474	1.78105	0	0.4571	0.06264	0	0.01512	0	0
Healthy	3.44472	0.36611	0.0536	1.54654	0.51162	0.18941	0.85346	0.00717	0.13287	0.0789	7.46856	3.21319	2.37231	2.57161	1.10649	0.10058	0.06232	0.04157	0.02681	0.01383
Healthy	21.1607	0.73659	0	0.5509	0.58929	0.24075	0.44124	0	0.36417	0.13347	0	0	0	0	0	0.01127	0	0	0	0
Healthy	3.7009	1.0756	0	0.11894	0.39629	0.19992	0.88526	0.42699	0.23738	0.24785	13.40945	8.09434	1.92358	5.70747	0	0	1.01375	0	0	0
Healthy	0	0.22869	0	0	0	0	0	0	0	0	25.0955	1.14132	0.13554	0	0	0	0	0	0	0
Healthy	1.72893	0.27529	0.37811	0.04675	0.3265	0.14686	0.24791	0.36801	0.09854	0.16391	11.99838	4.71693	1.85234	0.68038	1.36426	0.02913	0.03404	0.00232	0.00998	0.00472
Healthy	15.3164	0.14978	0.0414	0.77361	0.45744	1.44565	0.5252	0.67513	0.23802	0	11.57067	5.5469	3.12049	0.63784	1.46932	0.32039	0.01485	0	0.03436	0
Healthy	4.91634	0.53695	0.43484	2.25062	2.12729	1.18972	0.54591	1.19316	0.12262	0.60641	3.69777	0.67394	0.88129	0	0.22232	0	0	0	0	0
Healthy	7.45658	0.12846	0	1.55214	0.82204	0.49533	0	0.06344	0.09945	0.24302	9.74315	11.93474	1.00808	6.64688	0	1.35541	0.02242	0.06362	0	0.15852
Healthy	0.48691	0.02433	0.22329	0.12376	0.0231	0.01504	0	0.05759	0	0	76.26201	0	3.35049	0	0	0.19783	0	0.11553	0.02959	0
Healthy	11.702	0.66065	0.23123	0.36315	0.73339	0.95938	0.18889	0.0016	0.24923	0.16382	11.9364	3.59157	0.63248	0	0.52626	0.02972	0.01038	0.00158	0.00876	0.00245
Healthy	4.84507	0.03011	0.049	0.10197	0	0.26591	0	0	0	0	10.95579	1.35307	0.09016	0	0	0	0	0.0211	0	0
Healthy	3.09866	0	0	0	0	0	0	0	0	0	22.58426	0	0	0	0	0	0	0	0	0
Healthy	8.58237	0.54637	0.2824	1.21705	0	0.25937	0.31798	0	0	0	17.051	0	3.07068	0	0	0.17662	0	0.02833	0	0
D000236	7.41601	0.14462	0.2377	0.1672	0.54489	0.06987	0.02845	0.39565	0.08464	0.04425	2.07053	7.9768	0.54531	0	0	0	0	0	0	0
Healthy	0.42426	0.57036	0	0.13399	0.13483	0.03408	0.08427	0.57474	0.04794	0.01274	12.77367	2.28986	8.41256	0	0	0	0.02026	0.24998	0	0
Healthy	3.78729	0.03004	0.01102	0.346	0.07312	0.13161	0.04049	0	0	0	37.57101	13.74025	5.38605	0	1.73913	0.09587	0	0.0605	0	0
Healthy	3.86415	0.04826	0.0023	0	0	0.05843	0.05771	0	0.09269	0	14.92103	33.10746	9.53401	0.93478	0	0.14988	0.28741	0.16851	0.08013	0.06348
Healthy	26.121	0.14104	0.37978	0.12011	0.13181	0.14399	0.06787	0	0.13408	0.12056	22.91796	18.51388	0.65916	2.52636	0.56368	0.01291	0.06315	0	0	0
Healthy	3.03014	0	0	0.09153	0	0.14681	0	0	0	0.06441	20.17726	2.69638	0.19446	0	0	0	0	0.04549	0	0
Healthy	3.24652	0.01859	0	5.91315	0.00947	0.03879	0.06041	0	0	0	37.87138	6.8974	2.38199	0	0	0.43285	0	0.05471	0.01728	0.15552
Healthy	3.22054	0.0065	0	6.2094	0	0	0	0	0	0	37.12039	6.6198	2.48501	0	0	0.36389	0	0.03036	0	0.18615
Healthy	9.97329	0.14027	0.01961	0.01695	0.04898	0.08497	0.02618	0.02402	0.02851	0.09428	5.70375	1.03838	0.73078	0	0	0	0	0.09149	0.01828	0
Healthy	1.5475	0.43089	0	0	0	0.05029	0.01338	0	0	0	21.3265	14.53933	1.81532	0	0.49005	0.02997	0.2432	0.21142	0	0
Healthy	15.3799	0.08427	0.02727	0.887	0.00059	0.01013	0.00102	0	0.0338	0	62.35105	0.89537	0	0	0	0.04365	0	0.03544	0.03518	0
Healthy	3.1005	1.40473	1.70035	0.74483	0.93385	0.76738	1.3808	0.07948	0.60105	0.1441	2.6514	6.45135	0.35774	1.29965	0.88448	0.02002	0	0	0	0
Healthy	1.85571	0.40573	0.00698	0.02514	0	0.01654	0	0.01278	0	0	30.02614	36.29817	7.79481	0.31959	2.37368	0	0.04139	0.00502	0.00927	0
