group	Agathobacter	Prevotella	Butyrivibrio_A	Barnesiella	Methanobrevibacter_A	Mediterraneibacter	Anaerobutyricum	Anaerostipes	Paraprevotella	Coprobacter	Prevotella	Barnesiella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Blautia_A	Paraprevotella	Dorea	Anaerostipes	Coprobacter
Healthy	23.6703	0.00496	0	0	0	1.98501	0	0.99128	0	0	0.00496	0	1.98501	1.17837	0	0.14058	0	0.02673	0.99128	0
Healthy	0	67.1588	0	0	0	0	0	0	0	0	67.1588	0	0	0.62655	0	0	0	0	0	0
Healthy	5.21754	0	0	0	0	1.25134	0.05958	0.43838	0	0	0	0	1.25134	0.10477	0.05958	0.2328	0	0	0.43838	0
Healthy	5.16985	0	0	2.63823	0	0.78836	0	0	0	0	0	2.63823	0.78836	0.00636	0	0.0255	0	0.02286	0	0
Healthy	4.89669	0	0	0	0	0.07772	0.75599	0.36952	0	0	0	0	0.07772	0.19423	0.75599	0.2859	0	0	0.36952	0
Healthy	7.90596	0	0	0	0	0.13434	0.47715	0.55465	0	0	0	0	0.13434	0.06457	0.47715	0.24789	0	0	0.55465	0
Healthy	0.00209	45.5113	0	0	0	0.47061	0.10619	0.00182	0.13836	0	45.5113	0	0.47061	0.09861	0.10619	0.1004	0.13836	0.12958	0.00182	0
Healthy	0	0	0.00145	0	0	0	0	0	2.66962	0	0	0	0	0	0	0	2.66962	0	0	0
Healthy	0.96019	0	0	0	0	0.03084	2.13005	0.9426	0	0	0	0	0.03084	0	2.13005	0	0	0	0.9426	0
Healthy	6.8971	0	0	3.68721	0	0	0	0	0	0	0	3.68721	0	0	0	0	0	0.05522	0	0
Healthy	0.64327	0	0	18.614	0	0.02807	0	0	0	0	0	18.614	0.02807	0.03249	0	0	0	0.05672	0	0
Healthy	13.9747	0	0	0.54578	2.31774	0.4011	0.74038	0.06131	0	0	0	0.54578	0.4011	0.35103	0.74038	0.46408	0	0.20578	0.06131	0
Healthy	0	0.00567	0	0	0	0.20693	0	2.90259	0	0.01404	0.00567	0	0.20693	14.72491	0	0.63821	0	0.73654	2.90259	0.01404
D050177	16.2155	0	0	5.68645	0.97407	1.09683	0.64534	1.16546	0	0.54254	0	5.68645	1.09683	0	0.64534	0.26982	0	0.19543	1.16546	0.54254
Healthy	3.59535	0	0	0	0	1.439	8.73376	0.4143	0	0	0	0	1.439	0.21029	8.73376	1.58812	0	0.52398	0.4143	0
Healthy	0.64798	0	0	3.79832	0.22399	0.09291	0	0	0	0	0	3.79832	0.09291	0	0	0.00459	0	0	0	0
Healthy	0.66586	0	0	18.1993	0	0.14905	0	0	0	0	0	18.1993	0.14905	0.03506	0	0	0	0.05019	0	0
Healthy	0	0	0	0	0	0.33062	0	0	0	0	0	0	0.33062	0.21396	0	0	0	0	0	0
Healthy	3.37928	0.00228	0	3.16193	0.07584	0.04746	0.03539	0	0	0.03524	0.00228	3.16193	0.04746	0.033	0.03539	0.04185	0	0	0	0.03524
Healthy	0.10577	0	5.88198	4.74161	2.19226	0.03863	0.46553	0.14237	0.38389	0.11022	0	4.74161	0.03863	0.17518	0.46553	0.1448	0.38389	0.12999	0.14237	0.11022
Healthy	1.84122	0	0	0	0	0.1417	0	0	0	0	0	0	0.1417	0.05271	0	0	0	0	0	0
Healthy	0.65322	0	0	3.49984	0	0.47768	0	0	0	0	0	3.49984	0.47768	0	0	0.05219	0	0	0	0
Healthy	0	0.31923	0	0	1.21267	0	0	0	0	0	0.31923	0	0	0.52749	0	0	0	0	0	0
Healthy	0.15364	10.0148	0	0	0	0.05622	1.32032	0.4675	0	0	10.0148	0	0.05622	1.36684	1.32032	0.5716	0	0.44436	0.4675	0
Healthy	1.80186	0	0	0	0	0.40924	0	0	0	0	0	0	0.40924	0.03238	0	0	0	0	0	0
Healthy	2.05543	0	0	5.49943	0.17934	0.181	0.02807	0	1.56135	0.37534	0	5.49943	0.181	0.02277	0.02807	0.11065	1.56135	0	0	0.37534
Healthy	0.88292	0	12.456	0	2.50338	0.94064	0.67474	0	0	0	0	0	0.94064	2.37083	0.67474	0.25185	0	0.21315	0	0
Healthy	3.26116	0	0	0	0	0.09942	0	0	0	0	0	0	0.09942	0.01833	0	0.01954	0	0.00375	0	0
Healthy	0	31.6358	0	0	0	0.02272	0	0	0	0	31.6358	0	0.02272	0.04959	0	0.0784	0	0.06866	0	0
Healthy	0	0	0	2.47928	0	0.22682	0	0	8.61336	0	0	2.47928	0.22682	0.03471	0	0.02469	8.61336	0.02411	0	0
Healthy	0	0	0	2.65321	0	0.22178	0	0	8.098	0	0	2.65321	0.22178	0.01215	0	0.03145	8.098	0.07336	0	0
Healthy	0	0	0	0.81153	0	1.50731	0	0	0	0.07446	0	0.81153	1.50731	1.58523	0	0	0	0.0348	0	0.07446
Healthy	14.7569	1.90822	0.05611	0	0.03388	19.92163	1.51966	0.88227	0	0	1.90822	0	19.92163	1.15387	1.51966	8.26851	0	9.67881	0.88227	0
Healthy	0	0	31.7732	1.65598	0.23581	2.01925	12.9413	0.30213	0	0	0	1.65598	2.01925	5.13583	12.9413	1.2029	0	0	0.30213	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	10.152	6.02751	10.5744	0	0.39922	0.18243	0.66485	0.08445	0.01245	0	6.02751	0	0.18243	1.67795	0.66485	0.53762	0.01245	1.06555	0.08445	0
Healthy	1.09851	6.09896	0	0	8.82705	6.55988	6.7474	2.58125	0	0	6.09896	0	6.55988	1.59485	6.7474	6.04753	0	2.61592	2.58125	0
Healthy	0.2931	0	0	2.28105	0	0.18094	0	0	0	0.04669	0	2.28105	0.18094	0.04114	0	0.03175	0	0.00342	0	0.04669
Healthy	12.5668	18.54513	1.27922	0	0.70438	0.47159	0.92335	0.08094	0	0	18.54513	0	0.47159	1.81094	0.92335	0.83337	0	0.80387	0.08094	0
Healthy	3.27936	0.00137	0	0.04152	0.06908	3.86664	9.85001	0.43104	0	0.00015	0.00137	0.04152	3.86664	0.30427	9.85001	1.20096	0	0.64695	0.43104	0.00015
Healthy	0	0.05575	0	0	0	0.27069	0	0.37728	0	0	0.05575	0	0.27069	1.30937	0	0	0	0	0.37728	0
Healthy	10.6034	0	0	0	0	0.29043	2.40381	0.97637	0	0	0	0	0.29043	0.94627	2.40381	0.70722	0	0.16009	0.97637	0
Healthy	1.58548	43.5126	0	0.50202	0	1.12939	0.46002	0.42316	0	0.11614	43.5126	0.50202	1.12939	0.69221	0.46002	0.69192	0	0.31791	0.42316	0.11614
Healthy	0.28444	0	0	0	0	0.10317	0	0	0	0	0	0	0.10317	0	0	0	0	0	0	0
Healthy	0	3.65818	0	3.87652	0	0.2232	0.36202	0.15561	0	0.0937	3.65818	3.87652	0.2232	0.17418	0.36202	0.29737	0	0.21638	0.15561	0.0937
Healthy	6.44633	0	0	1.16028	0	0.05906	0.00529	0.01256	0	0	0	1.16028	0.05906	0.1157	0.00529	0.04467	0	0.01621	0.01256	0
Healthy	0.57114	0	13.1092	2.56178	0	0.04799	0.03076	0	0	0.08277	0	2.56178	0.04799	0	0.03076	0.11705	0	0.07003	0	0.08277
Healthy	15.6171	0	0	0	0	0.05215	0.78187	0.41749	0	0.08109	0	0	0.05215	0.89996	0.78187	1.5239	0	0.51339	0.41749	0.08109
Healthy	1.2103	0	14.7793	1.11991	0	0.12795	0.00913	0	0	0.09857	0	1.11991	0.12795	0	0.00913	0.11787	0	0.04212	0	0.09857
Healthy	0.25963	0	0	0	0	1.17326	0.29384	0.00064	0	0.09984	0	0	1.17326	0.98975	0.29384	0.23321	0	0.03152	0.00064	0.09984
Healthy	0	0	0	2.16939	0	0.0797	0.01563	0	0	0.39025	0	2.16939	0.0797	0.46185	0.01563	0.04822	0	0	0	0.39025
Healthy	0	0	0	3.076	0.61813	0.23378	0	0	0	0.07672	0	3.076	0.23378	0.15139	0	0.00444	0	0	0	0.07672
Healthy	6.77764	0	0	0.81888	0.41728	0.32195	0	0.48132	0.08722	0	0	0.81888	0.32195	0.89148	0	2.32148	0.08722	0.34585	0.48132	0
Healthy	2.47196	0.00499	0	3.9219	0	0.37812	0.45447	0.0178	0.38418	0	0.00499	3.9219	0.37812	0.27708	0.45447	0.26036	0.38418	0.0971	0.0178	0
Healthy	31.8769	0	0	0.2679	0	0	0.88669	0.01656	0	0	0	0.2679	0	0.25276	0.88669	0.32907	0	0	0.01656	0
Healthy	3.5721	0	0	3.09743	0.0551	0	0.032	0	0	0.0256	0	3.09743	0	0.05051	0.032	0.00947	0	0	0	0.0256
Healthy	1.60989	0	0	0	0	0.18975	0	0	0	0	0	0	0.18975	0.12666	0	0.21507	0	0.07625	0	0
Healthy	0.70723	0	0	4.64627	9.94258	0.11798	0.26127	0.22009	0	0.02836	0	4.64627	0.11798	0.34307	0.26127	1.47249	0	0.07093	0.22009	0.02836
Healthy	3.76087	30.18611	0.1023	0	1.00191	0	0.10849	0	0	0	30.18611	0	0	0	0.10849	0.13707	0	0.05539	0	0
Healthy	1.98245	3.38637	0	5.61149	0	2.35611	0.30938	0.34434	0	0.25151	3.38637	5.61149	2.35611	1.83937	0.30938	0.1665	0	0.80037	0.34434	0.25151
Healthy	3.72312	0	0	0.47242	0	0.53914	0.2567	0	0	0	0	0.47242	0.53914	0.74743	0.2567	0.11641	0	0.33491	0	0
Healthy	0	0	0	2.15171	0	0.28218	0.00345	0	0	0.34971	0	2.15171	0.28218	0.44287	0.00345	0.03908	0	0	0	0.34971
Healthy	0	0.00327	0	0	0	0.47168	0	3.15508	0	0.04101	0.00327	0	0.47168	17.06955	0	1.01305	0	0.83282	3.15508	0.04101
Healthy	2.12432	0	0	1.04932	0	0.42066	0	0	0	0.00475	0	1.04932	0.42066	0	0	0.02721	0	0.01856	0	0.00475
Healthy	0	63.8662	0	0	0	4.08993	0	0	0	0	63.8662	0	4.08993	0	0	0	0	0	0	0
Healthy	0	0	0	0.00267	0	0.43225	0	0.00218	0	0	0	0.00267	0.43225	0.0973	0	0	0	0	0.00218	0
Healthy	0	0	0	0	0	2.77161	0.94081	0	0.14296	0	0	0	2.77161	0	0.94081	1.61532	0.14296	0.31945	0	0
Healthy	5.78405	0	0	1.35917	0.06225	0.08308	0	0	0.93867	0.22432	0	1.35917	0.08308	0.00918	0	0.05332	0.93867	0.06143	0	0.22432
Healthy	5.17228	0	0	0	0	1.59718	0.29575	0.04177	0	0.826	0	0	1.59718	0.05877	0.29575	0.17861	0	0	0.04177	0.826
Healthy	3.4699	0.00261	0	0	0	0.05521	0.26782	0.06803	0	0.40138	0.00261	0	0.05521	0.05574	0.26782	0.07528	0	0.03348	0.06803	0.40138
Healthy	0	0	0	0	0	0.01503	0	0	0	0	0	0	0.01503	0.15123	0	0.00864	0	0	0	0
Healthy	1.27962	0	0	0.83618	0.96345	0.05515	1.04597	0.25535	0	0	0	0.83618	0.05515	0	1.04597	0.68952	0	0.09547	0.25535	0
Healthy	6.27286	0	0	1.00992	0.16752	0.22948	0.56087	0.00901	0	0.35713	0	1.00992	0.22948	0.64349	0.56087	0.41968	0	0.09634	0.00901	0.35713
Healthy	1.59961	0	0	0	0	0.28109	0	0	0	0	0	0	0.28109	0.12392	0	0.20379	0	0.10503	0	0
Healthy	24.7128	0	0	0.59969	0.59351	1.95263	0.785	0.20189	0.90938	0	0	0.59969	1.95263	1.2814	0.785	0.62813	0.90938	0	0.20189	0
Healthy	0.79941	0	0	0	0	0.07768	0	0	0	0	0	0	0.07768	0.02315	0	0	0	0.00213	0	0
Healthy	1.32011	31.25742	0	1.85879	0.02383	0.31245	0	0	0.10507	0	31.25742	1.85879	0.31245	0.58874	0	0.01162	0.10507	0.0763	0	0
Healthy	0.01911	0	0	3.33883	0	0.0109	0	0	0	0	0	3.33883	0.0109	1.13573	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.38465	0.13025	0	0	0	0	0	0.38465	0.09871	0.13025	0.01041	0	0	0	0
Healthy	0	0	0	0	0	5.71533	4.54964	0.17646	0	0.09658	0	0	5.71533	0.08016	4.54964	4.73962	0	0.57795	0.17646	0.09658
Healthy	0	0	0	4.57053	0	2.89013	0	0	0	0	0	4.57053	2.89013	0	0	3.32575	0	0	0	0
Healthy	5.82809	0	0	0.1681	0	1.15745	0.10392	0.21684	0.34101	0.06437	0	0.1681	1.15745	0.21612	0.10392	0.06998	0.34101	0.1831	0.21684	0.06437
Healthy	16.946	0	23.4378	1.40905	0	0.78202	0.15199	0.00926	0.30313	0	0	1.40905	0.78202	0.59419	0.15199	0.1753	0.30313	0.05478	0.00926	0
Healthy	21.1148	0	0	0	0	0.43443	5.82354	1.42141	0	0	0	0	0.43443	1.35291	5.82354	1.24928	0	0.7006	1.42141	0
Healthy	3.09927	0.00636	0	1.15995	0	0.0702	0.19919	0.00732	1.06984	0	0.00636	1.15995	0.0702	0.19553	0.19919	0.3194	1.06984	0.29698	0.00732	0
Healthy	3.72796	0	0	1.27031	0	0.84274	0.70551	0.10271	0	0.0105	0	1.27031	0.84274	1.07062	0.70551	0.30377	0	0.1705	0.10271	0.0105
Healthy	0.57465	0.01927	1.06552	0.14961	0.00258	0.09883	2.12282	0.05741	0.28044	0.04472	0.01927	0.14961	0.09883	2.63246	2.12282	0.78047	0.28044	0.70204	0.05741	0.04472
Healthy	5.70959	0	0.01027	5.47125	0	1.14177	0.3169	0.23588	0.38096	0	0	5.47125	1.14177	0.3183	0.3169	0.58068	0.38096	0.44424	0.23588	0
Healthy	0.00397	27.66347	0	0	0	0.58543	0.11334	0.21579	0	0	27.66347	0	0.58543	0.1473	0.11334	0.18242	0	0.23029	0.21579	0
Healthy	0.64061	0	12.7549	2.72774	0	0.23544	0	0	0	0.07578	0	2.72774	0.23544	0.00989	0	0.05711	0	0.07446	0	0.07578
Healthy	2.11594	0	0	1.54987	0	1.32288	0.39419	0.25127	0	0.86054	0	1.54987	1.32288	3.46463	0.39419	0.18055	0	0.08547	0.25127	0.86054
Healthy	14.6761	12.7514	0	0	0	0.21938	1.10863	0.03226	0	0.18965	12.7514	0	0.21938	1.52968	1.10863	0.52751	0	0.31203	0.03226	0.18965
Healthy	7.99857	55.5772	17.1686	0.0854	0.05233	0.294	0.1016	0	0.20765	0.04808	55.5772	0.0854	0.294	0.1179	0.1016	0.06449	0.20765	0.09636	0	0.04808
Healthy	0	0.16236	0	0.0081	0	0.00749	0	0	0	0	0.16236	0.0081	0.00749	0	0	0	0	0	0	0
Healthy	5.06952	0.87136	0	2.23729	8.19702	0.29571	5.91558	0.21793	0	0	0.87136	2.23729	0.29571	5.23597	5.91558	1.68117	0	1.73689	0.21793	0
Healthy	1.11501	36.5585	4.51869	0.49143	0.72082	0.67626	0.07125	0.02291	0.19273	0	36.5585	0.49143	0.67626	0.47121	0.07125	0.19468	0.19273	0.18902	0.02291	0
Healthy	17.5451	0	0	0	0	0.08978	0.33396	0.35239	0	0	0	0	0.08978	0.11884	0.33396	0.20245	0	0	0.35239	0
Healthy	0	0	0	2.87418	0.67959	0.30778	0	0	0	0.07468	0	2.87418	0.30778	0.18626	0	0	0	0	0	0.07468
Healthy	0	0.00215	0	0	0	1.00382	0	3.33153	0	0.01129	0.00215	0	1.00382	17.51893	0	0.83932	0	0.8073	3.33153	0.01129
Healthy	0.99623	0	0	1.40008	0	0	0	0	0	0	0	1.40008	0	0	0	0	0	0	0	0
Healthy	0	33.79873	0	1.35264	0.01711	0.1841	0	0	1.09944	0	33.79873	1.35264	0.1841	0.74935	0	0	1.09944	0	0	0
Healthy	1.77779	16.695	14.3534	3.24113	0.27636	0.37144	0.17828	0.07629	0.5406	0.04726	16.695	3.24113	0.37144	0.03746	0.17828	0.06354	0.5406	0.20622	0.07629	0.04726
Healthy	0	0	0	0	0	0.40375	0.18821	0.14616	0	0	0	0	0.40375	0.13083	0.18821	0.18356	0	0.18731	0.14616	0
Healthy	4.03416	0.00289	11.9449	0.54207	6.16548	0.13395	0.61549	0.54065	0.1323	0.01151	0.00289	0.54207	0.13395	0.61018	0.61549	0.53835	0.1323	0.17569	0.54065	0.01151
Healthy	0	0.05004	0	0	0	0.03357	0	0	0	0	0.05004	0	0.03357	0.00378	0	0.00032	0	0	0	0
Healthy	0	0	0	0.50366	0	0.39837	0	0	0	0.03944	0	0.50366	0.39837	1.35436	0	0.21105	0	0.76502	0	0.03944
Healthy	4.91556	44.2251	0	0	0	0.33536	1.07891	0.11242	0	0.1456	44.2251	0	0.33536	1.15299	1.07891	0.2556	0	0.42524	0.11242	0.1456
Healthy	6.5975	0	0	7.21994	0.85652	0.47631	0.33959	0.3766	0	0.04393	0	7.21994	0.47631	0.13867	0.33959	1.64937	0	0.00402	0.3766	0.04393
Healthy	11.2629	0	2.19951	4.00439	0.47172	0.57111	0.44759	0.2512	0	0.00661	0	4.00439	0.57111	1.48545	0.44759	0.18949	0	0.17918	0.2512	0.00661
Healthy	0.74866	0	0	18.7353	0	0.08681	0	0	0	0	0	18.7353	0.08681	0.03774	0	0	0	0.06045	0	0
Healthy	2.20645	0	0	3.65276	1.0821	0.37063	1.53614	0.23326	0.32909	0.15144	0	3.65276	0.37063	0.55933	1.53614	0.49619	0.32909	0.40356	0.23326	0.15144
Healthy	0.68318	0	0	3.78948	0	0.77152	0	0	0	0	0	3.78948	0.77152	0	0	0.02766	0	0	0	0
Healthy	10.122	1.27957	0.01289	0	0.26175	0.78573	7.7057	1.65342	0	0	1.27957	0	0.78573	1.61	7.7057	5.14381	0	5.16965	1.65342	0
Healthy	0	0	0	0.80727	0	3.91692	0	0	0	0.33391	0	0.80727	3.91692	7.31749	0	0.19037	0	0	0	0.33391
Healthy	1.09371	9.96169	27.1785	0	0	3.38291	0.12017	0	0.02615	0	9.96169	0	3.38291	0	0.12017	0.03057	0.02615	0	0	0
Healthy	0	1.82185	0	0.90466	33.4883	0.58412	8.83522	3.95476	0	0	1.82185	0.90466	0.58412	2.48444	8.83522	4.53966	0	2.83314	3.95476	0
Healthy	3.82581	0	0	0.44413	0	0.05337	0.29511	0.17979	0	0.00069	0	0.44413	0.05337	0.87716	0.29511	0.23416	0	0.26253	0.17979	0.00069
Healthy	14.4943	0	0	6.58898	0.29046	0.05182	0.96628	0.63554	0	0.05096	0	6.58898	0.05182	1.13835	0.96628	0.39907	0	0.19113	0.63554	0.05096
Healthy	0	0	0	0	0	0.03366	0	0.18775	0	0	0	0	0.03366	7.07377	0	0	0	0	0.18775	0
Healthy	0	14.224	0	0	0	0	0	0	0	0	14.224	0	0	0	0	0	0	0	0	0
Healthy	6.81731	0	0	0	0	0.14674	0.81415	0.99155	0	0	0	0	0.14674	0.20356	0.81415	0.36995	0	0	0.99155	0
Healthy	0.00029	0.15471	0	1.6633	0	1.20285	0	0.00727	1.25577	0	0.15471	1.6633	1.20285	0.29432	0	0.01054	1.25577	0	0.00727	0
Healthy	3.97166	1.02627	0	0.35879	0.0131	3.64424	0.50847	1.69097	0.88292	0.02321	1.02627	0.35879	3.64424	1.47902	0.50847	1.61046	0.88292	2.06351	1.69097	0.02321
Healthy	1.52069	0.01883	0	0.92301	0.29631	0.11663	0.04482	0.33362	0.67952	0.07396	0.01883	0.92301	0.11663	1.66398	0.04482	0.416	0.67952	0.05914	0.33362	0.07396
Healthy	3.04443	1.12625	0	0	27.6589	0.77304	5.58338	3.27951	0	0	1.12625	0	0.77304	3.5888	5.58338	4.35758	0	9.70416	3.27951	0
Healthy	0	0	0	0	0	0.07061	0	0	0	0	0	0	0.07061	0.05921	0	0	0	0	0	0
Healthy	2.41463	1.26184	3.47636	3.17647	0	0.87179	0.30377	0.20894	0	0	1.26184	3.17647	0.87179	0.51132	0.30377	0.37992	0	0.10388	0.20894	0
Healthy	6.58686	0	0	2.74297	0	0.2116	0.05892	0.02444	21.5002	0	0	2.74297	0.2116	0.22575	0.05892	0.14787	21.5002	0.00157	0.02444	0
Healthy	3.48333	0.00051	0	3.06306	0	0.02126	0.07599	0.13532	0.44518	0	0.00051	3.06306	0.02126	0.11087	0.07599	0.38696	0.44518	0.20856	0.13532	0
Healthy	15.5245	0	0	2.14892	0	0.97405	3.1349	0.14365	0	0	0	2.14892	0.97405	1.95594	3.1349	0.02919	0	0.34052	0.14365	0
Healthy	0	29.5254	28.133	0.71219	0	0.10141	1.03941	0.38393	0.75882	0.49658	29.5254	0.71219	0.10141	0.74984	1.03941	0.5192	0.75882	0.54429	0.38393	0.49658
Healthy	6.59699	0	6.7541	2.64863	0	0.18925	2.02186	0.15793	0	0.0523	0	2.64863	0.18925	0.17376	2.02186	0.53548	0	1.24612	0.15793	0.0523
Healthy	0.46465	0	0	0	0	1.47225	0	0	1.1945	0	0	0	1.47225	1.95792	0	0	1.1945	0	0	0
Healthy	1.99923	25.573	0	5.23775	0	2.20455	0.57971	0.30373	0	0.92257	25.573	5.23775	2.20455	0.01002	0.57971	0.13316	0	0.20721	0.30373	0.92257
Healthy	0	0	0	0	0	0.06753	0	0.21592	0	0	0	0	0.06753	5.61798	0	0	0	0	0.21592	0
Healthy	7.1424	0	0	3.59034	0	0.48463	0	0	0	0	0	3.59034	0.48463	0	0	0	0	0	0	0
Healthy	0	0	0	0.00597	0	0.26866	0	0	0	0	0	0.00597	0.26866	0	0	0	0	0	0	0
Healthy	3.15747	0	0	5.08355	0	0.26153	0.05261	0	0	0	0	5.08355	0.26153	0.15335	0.05261	0.05202	0	0.01381	0	0
Healthy	1.56038	0	0	0.06317	0	1.54231	8.94159	5.07113	0	0	0	0.06317	1.54231	0.18039	8.94159	2.12789	0	0.31274	5.07113	0
Healthy	6.84353	33.3334	0	0	0	3.09641	0.06804	0.02262	0.13795	0	33.3334	0	3.09641	0.01028	0.06804	0.09498	0.13795	0.10235	0.02262	0
Healthy	1.28581	0	0	0	0	0.07841	0.00346	0	0.67127	0	0	0	0.07841	0.05404	0.00346	0.00515	0.67127	0	0	0
Healthy	0	33.01953	0	1.34859	0.03482	0.11429	0	0	1.10043	0	33.01953	1.34859	0.11429	0.70097	0	0	1.10043	0	0	0
Healthy	0	0	0	6.46903	0	9.61031	0	0	0	0	0	6.46903	9.61031	0	0	0	0	0	0	0
Healthy	4.05512	11.1791	0	4.67204	0	2.59038	0.45735	1.20434	0	0.34118	11.1791	4.67204	2.59038	0.02607	0.45735	0.18802	0	0.27542	1.20434	0.34118
Healthy	6.69225	0	7.11788	2.73425	0	0.21464	2.1498	0.16617	0	0.02118	0	2.73425	0.21464	0.19575	2.1498	0.62219	0	1.24485	0.16617	0.02118
Healthy	0	0.01807	0	7.67149	0	1.87464	0	6.34188	0	0	0.01807	7.67149	1.87464	0.71525	0	0.00682	0	0	6.34188	0
Healthy	9.79939	0	0	0	0	1.59596	2.03894	0.378	0	0	0	0	1.59596	0.62333	2.03894	0.14439	0	0.60024	0.378	0
Healthy	0.2167	32.031	0	1.86034	0	0.03137	0.27652	0.52902	0.51723	0.02165	32.031	1.86034	0.03137	0.41682	0.27652	2.09558	0.51723	1.49231	0.52902	0.02165
Healthy	3.12802	0	0	0.80461	0	0.00461	0.04229	0	0	0	0	0.80461	0.00461	0.40524	0.04229	0.02835	0	0.00069	0	0
Healthy	1.09155	0	14.2528	1.05785	0	0.14161	0.0032	0	0	0.09399	0	1.05785	0.14161	0	0.0032	0.08811	0	0.05802	0	0.09399
Healthy	0	0	0	2.57442	0	0.88991	0	0	0	0	0	2.57442	0.88991	2.38763	0	0	0	0	0	0
Healthy	1.59584	0	0	3.86806	0	0.27882	1.41922	0.36703	0	0.13264	0	3.86806	0.27882	0.21301	1.41922	0.36027	0	0.74111	0.36703	0.13264
Healthy	6.56955	0	0	0.00195	0	0.50737	0.93054	0.10363	0	0	0	0.00195	0.50737	1.13665	0.93054	1.05115	0	0.76844	0.10363	0
Healthy	22.6022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.02654	0	0	5.54465	0	0.00083	0.39232	1.36001	0	0	0	5.54465	0.00083	5.28143	0.39232	0.13808	0	0.02251	1.36001	0
Healthy	2.60011	0	0	0	0	0.24666	0.93395	0.01719	0	0	0	0	0.24666	0.1617	0.93395	0.1104	0	0.00506	0.01719	0
Healthy	2.86715	0	3.42486	2.6852	0	0.14373	0.00603	0	0	0.03127	0	2.6852	0.14373	0	0.00603	0.13694	0	0.0207	0	0.03127
Healthy	8.56407	0	0	0	0	0.56835	0.02475	0.01479	0	0	0	0	0.56835	0.01063	0.02475	0.05858	0	0.01451	0.01479	0
Healthy	0.00642	0.0844	0	1.54814	0.02432	0.00689	1.45144	0.0673	0	0	0.0844	1.54814	0.00689	0.48681	1.45144	0.20023	0	0.37804	0.0673	0
Healthy	0	0	0	2.14672	0	0.66628	0.01864	0	0	0.31526	0	2.14672	0.66628	0.43399	0.01864	0.03991	0	0	0	0.31526
Healthy	15.6437	2.59796	0	0	23.3995	2.05098	3.36608	1.84193	0	0	2.59796	0	2.05098	1.76153	3.36608	4.10269	0	2.38941	1.84193	0
Healthy	0.83293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.04935	36.6792	13.3985	0.98781	0	0.21159	0.53286	0.10794	1.04067	0.08265	36.6792	0.98781	0.21159	0.59115	0.53286	0.26167	1.04067	0.31437	0.10794	0.08265
Healthy	0.16218	0	0	0	0	0.42386	0	0	0	0.25233	0	0	0.42386	0.03545	0	0.01015	0	0.01313	0	0.25233
Healthy	0.79282	9.94063	0	0.7294	2.20373	0.48304	0.05387	0	0.29351	0	9.94063	0.7294	0.48304	0.26923	0.05387	0.1001	0.29351	0.03866	0	0
Healthy	5.69379	0	0	0	0.00709	0.51193	0	0	0	0	0	0	0.51193	0.33016	0	0.19326	0	0.03171	0	0
Healthy	3.08223	1.86945	4.49896	0.34774	1.79634	1.64666	0.62945	0.00502	0.07672	0.13214	1.86945	0.34774	1.64666	0.32791	0.62945	0.28485	0.07672	0.14004	0.00502	0.13214
Healthy	0.68477	0	0	0	0	0.37115	0.31815	0.01685	2.10463	4.03221	0	0	0.37115	0	0.31815	0	2.10463	0	0.01685	4.03221
Healthy	0	0	0	0	0	0.98319	0	0.04814	0.16554	0.04927	0	0	0.98319	0.33712	0	0	0.16554	0	0.04814	0.04927
Healthy	3.1432	18.9555	22.8671	0.05615	0	0.75623	0.34971	0.14087	0.34215	0	18.9555	0.05615	0.75623	0.10443	0.34971	0.27166	0.34215	0.18285	0.14087	0
Healthy	0.57176	10.4922	0.19138	0.16108	0.15196	0.04064	0.13734	0	0.23276	0.02998	10.4922	0.16108	0.04064	0.51842	0.13734	0.12197	0.23276	0.0795	0	0.02998
Healthy	1.59954	0	0	3.86388	0	0.34108	1.44041	0.31818	0	0.14652	0	3.86388	0.34108	0.22868	1.44041	0.34638	0	0.68105	0.31818	0.14652
Healthy	5.09002	0	0	0.76569	0	0	0.75723	0	0.22863	0	0	0.76569	0	0	0.75723	0	0.22863	0	0	0
Healthy	3.90723	0	0	0	0	1.736	0	0.38984	0	0	0	0	1.736	0.22755	0	0.07425	0	0	0.38984	0
Healthy	3.57642	0	0	3.15538	0.03425	0.0833	0.04728	0	0	0.03661	0	3.15538	0.0833	0.05594	0.04728	0.01406	0	0	0	0.03661
Healthy	16.5854	0	0	0	0	4.26555	0.72652	0.31482	0	0.01737	0	0	4.26555	0.7668	0.72652	1.54139	0	0.29888	0.31482	0.01737
Healthy	2.06587	44.1226	0	3.3906	0.14067	1.13772	0	0	0.33049	0	44.1226	3.3906	1.13772	0.43707	0	0.01936	0.33049	0	0	0
Healthy	4.2886	0	0	0.37331	3.03688	0.15698	5.86816	0.08361	0	0	0	0.37331	0.15698	1.90614	5.86816	0.60572	0	2.59682	0.08361	0
