group	Agathobacter	Prevotella	Butyrivibrio_A	Barnesiella	Methanobrevibacter_A	Mediterraneibacter	Anaerobutyricum	Anaerostipes	Paraprevotella	Coprobacter	Prevotella	Barnesiella	Mediterraneibacter	Enterocloster	Anaerobutyricum	Blautia_A	Paraprevotella	Dorea	Anaerostipes	Coprobacter
Healthy	5.74786	0	0	0	0	0.12282	0.7121	0.06005	0	0	0	0	0.12282	0.14255	0.7121	0.14791	0	0.13804	0.06005	0
D050177	1.94561	0	0	3.95578	1.18908	0.31349	1.43648	0.13908	0	0.02917	0	3.95578	0.31349	1.9445	1.43648	0.22186	0	0.99912	0.13908	0.02917
Healthy	0	0	0	0.09899	0	0	0	0	0	0	0	0.09899	0	0	0	0	0	0	0	0
Healthy	0.21873	59.3669	0	0.25472	0.08662	1.14247	0.02916	0.14177	0	0.09846	59.3669	0.25472	1.14247	0.97034	0.02916	0.2519	0	0.07658	0.14177	0.09846
Healthy	0	38.85502	0	0	0	0.15804	0.0422	0.33237	0	0	38.85502	0	0.15804	0.26282	0.0422	0.12404	0	0.04515	0.33237	0
Healthy	6.93251	0	0.44736	0.67923	0.69324	0.80043	1.63817	0.30322	0.12362	0.42835	0	0.67923	0.80043	0.0394	1.63817	0.62239	0.12362	0.10503	0.30322	0.42835
Healthy	0	0.00591	0	0	0	0.03421	0	0	0	0	0.00591	0	0.03421	0.48919	0	0.00223	0	0.55245	0	0
Healthy	0.31873	3.29118	0	0	2.63237	0.19646	0.9422	1.17753	1.0281	0.20274	3.29118	0	0.19646	3.23424	0.9422	0.37005	1.0281	0	1.17753	0.20274
Healthy	1.55201	0	0	0.28884	0	3.44624	8.89652	5.43249	0	0	0	0.28884	3.44624	0.07329	8.89652	2.0689	0	0.22729	5.43249	0
Healthy	8.74599	0	0	1.54458	0	0.70445	0.30573	0.04518	0	0.57249	0	1.54458	0.70445	0.29128	0.30573	0.31407	0	0.22442	0.04518	0.57249
Healthy	0.10896	0	0	5.06016	0	0.1224	1.77192	0.01465	0.21334	0.24613	0	5.06016	0.1224	1.35058	1.77192	0.4536	0.21334	0.06748	0.01465	0.24613
Healthy	0.08329	0	0	1.65052	0	0.84082	1.1873	0.21811	0	0.01672	0	1.65052	0.84082	0.25109	1.1873	1.04458	0	0.0704	0.21811	0.01672
Healthy	11.1825	0	0	2.98586	0.94896	5.23755	1.89286	0.03136	0	0	0	2.98586	5.23755	2.72136	1.89286	3.26684	0	0	0.03136	0
Healthy	0.27585	0	0	2.06854	0	0.08711	0	0	0	0.40985	0	2.06854	0.08711	0.06158	0	0.00935	0	0	0	0.40985
Healthy	0	0	0	0	0	1.00693	0	0	0	0	0	0	1.00693	0.33227	0	0	0	0	0	0
Healthy	14.3301	0	2.42098	0.8281	0	0.21284	0.28557	0.04142	0	0.04612	0	0.8281	0.21284	1.00118	0.28557	0.11944	0	0.30482	0.04142	0.04612
Healthy	1.55242	1.61529	0	9.83166	0.15968	1.01941	0	0.08945	0	0	1.61529	9.83166	1.01941	0.57875	0	0.03386	0	0.19372	0.08945	0
Healthy	0.33076	0	0	0	0	1.00984	0.8002	0.0605	0	0	0	0	1.00984	1.48163	0.8002	1.05069	0	0.61107	0.0605	0
Healthy	0.3802	0	0	0	0	0.16906	0	0	0	0	0	0	0.16906	0	0	0.02193	0	0.00755	0	0
Healthy	18.8577	7.21774	0	2.84819	0	1.37431	0.74327	1.61221	0	0	7.21774	2.84819	1.37431	0.11127	0.74327	0.26249	0	0.47874	1.61221	0
Healthy	1.21919	58.5086	3.56916	0.42509	0	1.30687	0.06826	0	0.18814	0	58.5086	0.42509	1.30687	0.24068	0.06826	0.16314	0.18814	0.03924	0	0
Healthy	0	56.7927	0	0	0	0	0	0	0	0	56.7927	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	2.04215	0	0.0875	0.08856	0.00382	0	0.14636	0	2.04215	0.0875	0.11355	0.08856	0.11414	0	0.0283	0.00382	0.14636
Healthy	0	7.0259	0	0.55784	0.52052	2.20919	0	0	0.47935	0	7.0259	0.55784	2.20919	1.96463	0	0	0.47935	0	0	0
Healthy	1.75049	0	0	0	9.59731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	1.31885	0	0	0	0	0	0
Healthy	0.71724	0	0	17.8049	0	0.6039	0	0	0	0	0	17.8049	0.6039	0.01698	0	0	0	0.04429	0	0
Healthy	3.14647	0.00477	0	5.35967	0	1.87217	1.05073	0.30909	1.67452	0.08673	0.00477	5.35967	1.87217	0.78063	1.05073	0.56965	1.67452	0.27416	0.30909	0.08673
Healthy	7.07546	0	0	0	0	3.33721	0.20083	2.13165	0	0	0	0	3.33721	0.84157	0.20083	0.20879	0	0.1009	2.13165	0
Healthy	0.75393	0	0	18.0705	0	0.16471	0	0	0	0	0	18.0705	0.16471	0.03884	0	0	0	0.06038	0	0
Healthy	0	0	0	0.26727	0	3.19405	0.39143	0.46132	1.56015	0	0	0.26727	3.19405	1.17043	0.39143	2.7858	1.56015	0.55426	0.46132	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.12831	0	0	0.44652	0	1.08569	12.8784	8.26921	0	0	0	0.44652	1.08569	0.32583	12.8784	2.28682	0	0.81813	8.26921	0
Healthy	5.0044	3.13839	0	3.61482	3.86897	0	0.35606	0	0.30736	0.08392	3.13839	3.61482	0	0.80051	0.35606	0.83513	0.30736	0.21302	0	0.08392
Healthy	1.05011	0	0	0	0	0.31485	0	0	0.81128	0	0	0	0.31485	0	0	0	0.81128	0	0	0
Healthy	1.95699	0	0	5.42094	0	0.10748	0.41627	0	11.42804	0.17129	0	5.42094	0.10748	0	0.41627	0.45515	11.42804	0.0756	0	0.17129
Healthy	9.99069	0	0	0.50216	1.41679	11.92105	1.85861	0	0	0	0	0.50216	11.92105	1.27175	1.85861	0.41086	0	1.18655	0	0
Healthy	0.95291	0	0	1.94597	2.97451	0	0	0	0	0	0	1.94597	0	1.56969	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	2.01786	0	0	0	0.0738	0.05055	0.01461	0	0	0	0	0	0.05055	0.22467	0.01461	0.0919	0	0.05479	0	0
Healthy	3.13203	0	0	0	0	0.03038	0	0	0	0	0	0	0.03038	0.22958	0	0.03209	0	0.0019	0	0
Healthy	0	0	0	0	0	3.69163	0	0	0	0	0	0	3.69163	0	0	2.69225	0	0	0	0
Healthy	6.13899	0	0	9.43509	0	0.0582	0.60797	0.04403	0	0	0	9.43509	0.0582	0.24742	0.60797	0.81202	0	0.06081	0.04403	0
Healthy	0	0	0	0	0	0.00807	0.05203	0.04235	0	0.35974	0	0	0.00807	0.05183	0.05203	0.02017	0	0.03273	0.04235	0.35974
Healthy	0	0	0	0	0	1.68467	0.39997	0.38884	1.60368	0	0	0	1.68467	0.8644	0.39997	3.52668	1.60368	0.68055	0.38884	0
Healthy	1.27259	0	0	2.93708	0	0.06939	0	0	0	0	0	2.93708	0.06939	0.00595	0	0.04442	0	0	0	0
Healthy	5.44664	0	0	3.17908	4.86383	0.14148	0.50211	0.04661	0	0.1146	0	3.17908	0.14148	1.44076	0.50211	0.27275	0	0.13818	0.04661	0.1146
Healthy	0.07548	0.05281	0	2.91655	0	0.09518	0.00167	0	0	0.10597	0.05281	2.91655	0.09518	0.05868	0.00167	0.0503	0	0.00569	0	0.10597
Healthy	2.98983	18.73555	23.7358	0.12347	0	0.69208	0.41294	0.14666	0.50551	0.00764	18.73555	0.12347	0.69208	0.14423	0.41294	0.27382	0.50551	0.18968	0.14666	0.00764
Healthy	19.0295	0	0	2.13962	1.64981	1.20075	0.20648	0	0	0	0	2.13962	1.20075	0.35557	0.20648	0.17708	0	0.12285	0	0
Healthy	8.96585	0	0	0	0	0.45321	0.12093	0.19288	0	0	0	0	0.45321	2.77798	0.12093	0.2639	0	0.26852	0.19288	0
Healthy	7.17823	0.60963	0	0	0	0.01713	0.06367	0	0	0	0.60963	0	0.01713	0.07335	0.06367	1.09372	0	0.40218	0	0
Healthy	20.3189	0	0	1.66506	0	0.74576	0.28747	0.13353	0	0.00598	0	1.66506	0.74576	0.47332	0.28747	0.1932	0	0.13326	0.13353	0.00598
Healthy	0	0.72205	0	0	0	0.93613	0	0.0525	0	0	0.72205	0	0.93613	0.75565	0	0	0	0	0.0525	0
Healthy	2.16269	0	0	5.51191	0.18142	0.18183	0.02152	0	1.64047	0.34942	0	5.51191	0.18183	0.00179	0.02152	0.09191	1.64047	0	0	0.34942
Healthy	5.15111	0.88559	0	2.34956	8.23615	0.26964	5.92	0.23184	0	0	0.88559	2.34956	0.26964	4.88674	5.92	1.65058	0	1.74192	0.23184	0
Healthy	0.66189	0	0	18.365	0	0.13277	0	0	0	0	0	18.365	0.13277	0.01827	0	0	0	0.06429	0	0
Healthy	2.32693	0	0	0	0	0.29511	0	0.0902	0	0	0	0	0.29511	0.07583	0	0.21365	0	0.03043	0.0902	0
Healthy	3.61552	0	0	3.09199	0.06083	0.08277	0.03622	0	0	0.0297	0	3.09199	0.08277	0.06059	0.03622	0.02106	0	0	0	0.0297
D050177	5.82474	65.259	0	0.0717	0	0.12427	0.29786	0	0.23589	0	65.259	0.0717	0.12427	0.25207	0.29786	0.1413	0.23589	0.11676	0	0
Healthy	0.00586	0.07068	0	0.30831	0	0.12526	1.30742	1.27785	0.44236	0	0.07068	0.30831	0.12526	0.10975	1.30742	0.21336	0.44236	0.18746	1.27785	0
Healthy	0.62356	0	0	0.02627	0	0.04304	0.43632	0.14557	0.00597	0	0	0.02627	0.04304	0.08931	0.43632	0.08986	0.00597	0.16377	0.14557	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	8.54674	0	0	0	0	0.84303	0.62914	0	0	8.54674	0	0	0.72326	0.84303	0.41664	0	0.21496	0.62914	0
Healthy	7.22091	12.0682	0	0.03148	0.70616	0.08538	0.75911	0.70356	0.40555	0.36562	12.0682	0.03148	0.08538	0.93902	0.75911	0.43427	0.40555	0.33129	0.70356	0.36562
Healthy	7.56575	0	0	4.40509	7.89196	0.12072	0.62297	0.33705	0	0	0	4.40509	0.12072	0.45191	0.62297	1.97453	0	0.2432	0.33705	0
Healthy	44.18	0	0	0	0	0.15845	0.61245	0.27707	0	0	0	0	0.15845	0.33644	0.61245	0.24614	0	0.26598	0.27707	0
Healthy	0	0	0	0	0	0.86523	0	0	0	0	0	0	0.86523	0.09096	0	0.12584	0	0	0	0
Healthy	0.57617	0	0	4.1285	0.23747	0.15985	0	0	0	0	0	4.1285	0.15985	0	0	0.01394	0	0	0	0
Healthy	0.03799	0	0	1.07553	6.80921	1.27752	0.13098	0	0	0	0	1.07553	1.27752	0.42442	0.13098	0.69689	0	0.05913	0	0
Healthy	1.98732	0	0	0	0.0696	0.03746	0.00738	0	0	0	0	0	0.03746	0.217	0.00738	0.0697	0	0.05368	0	0
Healthy	1.14195	0	0.72669	0	0	0.24472	0.2484	0.06886	0	0	0	0	0.24472	0.22357	0.2484	0.41019	0	0.03537	0.06886	0
Healthy	5.3572	0	0	0	0.00337	0.28642	0.0145	0	0	0	0	0	0.28642	0.33649	0.0145	0.22889	0	0.03834	0	0
Healthy	2.88879	0.01457	0	0.84705	0	0.1708	1.46696	0.14144	0	0	0.01457	0.84705	0.1708	0.15023	1.46696	0.14208	0	0.04189	0.14144	0
Healthy	2.15367	3.90542	0	5.85919	0	2.17986	0.35864	0.35549	0	0.22361	3.90542	5.85919	2.17986	2.06466	0.35864	0.12659	0	0.81248	0.35549	0.22361
Healthy	11.2954	0	0	0.39789	0	1.92473	3.07329	0.91827	0	0	0	0.39789	1.92473	0.65556	3.07329	1.2803	0	1.16976	0.91827	0
Healthy	0	0	0	0.75647	0	5.39598	0	0	0	0	0	0.75647	5.39598	0	0	0.62061	0	0	0	0
Healthy	5.10159	0	66.5101	0	0	2.65375	0	0	0	0	0	0	2.65375	0	0	0	0	0	0	0
Healthy	11.5228	0	0	1.78821	0	0.0508	2.4886	1.04319	0	0.07375	0	1.78821	0.0508	0.00158	2.4886	0.32718	0	0	1.04319	0.07375
Healthy	1.03672	0	14.6382	1.07594	0	0.14119	0.00317	0	0	0.11336	0	1.07594	0.14119	0.00667	0.00317	0.12119	0	0.03815	0	0.11336
Healthy	1.1407	0.94241	12.5029	0.56763	0.24088	0.27342	1.21352	0.15573	0.03166	0.06522	0.94241	0.56763	0.27342	1.30728	1.21352	0.41478	0.03166	0.85831	0.15573	0.06522
Healthy	0.55586	3.75622	0.20111	0.51071	0	0.13709	0	0	0.8308	0	3.75622	0.51071	0.13709	0	0	0	0.8308	0	0	0
Healthy	1.15612	39.4271	0	5.12192	0.28937	0.2843	0.05333	0	0.73492	0.12366	39.4271	5.12192	0.2843	0.64293	0.05333	0.02785	0.73492	0.10795	0	0.12366
Healthy	21.2479	0	0	0	0	0.04855	0	0.03096	0	0	0	0	0.04855	0.04203	0	0.02029	0	0.01056	0.03096	0
Healthy	1.68102	0	0	0	7.57858	0.01133	0.35937	0.80136	0.04786	0.01734	0	0	0.01133	0.09347	0.35937	0.2272	0.04786	0.35944	0.80136	0.01734
Healthy	1.49915	0	0	6.53682	0	0.26128	0.03764	0	0	0	0	6.53682	0.26128	0.01232	0.03764	0.01032	0	0.00159	0	0
Healthy	6.08008	0	0	1.09607	0	0.09281	0	0	0	0	0	1.09607	0.09281	0	0	0.07024	0	0	0	0
Healthy	0	7.20773	0	0.64972	0.62091	3.16967	0	0	0.43983	0.04878	7.20773	0.64972	3.16967	1.90963	0	0	0.43983	0	0	0.04878
Healthy	4.97835	20.0487	0	0.07374	0.62376	0.04735	0.61543	1.10208	0.5771	0.44397	20.0487	0.07374	0.04735	1.26308	0.61543	0.65202	0.5771	0.15235	1.10208	0.44397
Healthy	0	0	0	0	0	0.52431	0	0	0	0.13046	0	0	0.52431	2.21108	0	0	0	0	0	0.13046
Healthy	16.991	1.24701	0	0.05946	0.00049	0.11694	0.57543	0.26153	0.03483	0	1.24701	0.05946	0.11694	11.05109	0.57543	1.20418	0.03483	3.96675	0.26153	0
Healthy	7.26817	0	0	0	0	0.79795	0.12482	0.03937	0	0	0	0	0.79795	0.5801	0.12482	0.23504	0	0.04429	0.03937	0
Healthy	4.54339	5.26314	0	0.46314	0	2.15233	1.26933	0.09908	0.44802	0.00179	5.26314	0.46314	2.15233	0.49279	1.26933	0.46773	0.44802	0.12167	0.09908	0.00179
Healthy	0	0	0	0	0	0.02969	0	0	0	0	0	0	0.02969	6.13222	0	0.01989	0	0.03295	0	0
Healthy	1.76371	0	0	0	0	0.13645	0	0	0	0	0	0	0.13645	0.03897	0	0	0	0	0	0
Healthy	1.82102	0	0	6.79418	1.16611	0.11564	0.68065	0.18861	0	0.00891	0	6.79418	0.11564	2.65	0.68065	0.33421	0	0.802	0.18861	0.00891
Healthy	0	43.2318	0	0	0	0.23774	0	0	0	0	43.2318	0	0.23774	0	0	0	0	0	0	0
Healthy	0	0.19939	0	0	0	0.41266	1.2024	1.05778	0	0	0.19939	0	0.41266	0.77393	1.2024	1.22957	0	0.622	1.05778	0
Healthy	7.45631	0.01637	0	2.89812	0	1.12399	0.25733	0.0468	0	0.06663	0.01637	2.89812	1.12399	1.02578	0.25733	0.1457	0	0.36349	0.0468	0.06663
Healthy	0	7.11611	0	0.61304	0.58954	1.83974	0	0	0.49911	0.01448	7.11611	0.61304	1.83974	1.80701	0	0	0.49911	0	0	0.01448
Healthy	3.10013	0	0	0	0	0.12185	0	0.00437	0	0	0	0	0.12185	0.03833	0	0.0295	0	0	0.00437	0
Healthy	0	0	0	6.00385	0	0.11359	0	0	0	0.00878	0	6.00385	0.11359	0.52508	0	0	0	0	0	0.00878
Healthy	11.947	10.31152	0.31645	0	0.74182	1.00391	3.78053	2.72536	0	0	10.31152	0	1.00391	4.08053	3.78053	4.49978	0	5.50623	2.72536	0
Healthy	23.9764	0	0	0	0	0.18272	1.14941	0.56686	0	0	0	0	0.18272	0.43046	1.14941	0.37801	0	0	0.56686	0
Healthy	2.94504	0	0	11.1742	0	0.07466	0	0.03398	0	0	0	11.1742	0.07466	0.03693	0	0.03604	0	0.2065	0.03398	0
Healthy	3.705	0	0	1.53413	0	5.13208	0	0	0	0	0	1.53413	5.13208	0	0	0	0	0	0	0
Healthy	1.30873	1.38738	0	3.29861	0.70071	0.43624	0.36299	0.13407	0	0	1.38738	3.29861	0.43624	1.40097	0.36299	0.39328	0	0.18894	0.13407	0
D050177	11.1919	37.3355	0	0	0	0.23496	0.31975	0.2041	0.10828	0	37.3355	0	0.23496	0.7242	0.31975	0.19652	0.10828	0	0.2041	0
Healthy	2.19103	44.27986	0	3.5212	0.07716	0.39232	0	0	0.31916	0	44.27986	3.5212	0.39232	0.3666	0	0.004	0.31916	0.00336	0	0
Healthy	0.84222	0	0.03025	0	0.00441	0.04683	0.00059	0.04784	0	0	0	0	0.04683	0.47723	0.00059	0.12503	0	0.04546	0.04784	0
Healthy	0.71776	0	11.6008	4.1437	0	0.31066	0.02357	0.03766	0	0.01156	0	4.1437	0.31066	0.0287	0.02357	0.14383	0	0.07595	0.03766	0.01156
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	2.03418	0	0.07725	0.00522	0	0	0.36954	0	2.03418	0.07725	0.4392	0.00522	0.04293	0	0	0	0.36954
Healthy	2.182	0	0	0	0	0.14912	0	0.12972	0	0	0	0	0.14912	0.065	0	0.1763	0	0.02904	0.12972	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.09517	0.02981	0	2.94017	0	0.05233	0	0	0	0.08816	0.02981	2.94017	0.05233	0.03523	0	0.04224	0	0.00713	0	0.08816
Healthy	0	0	0	1.82916	0	0.03719	0.15364	0.03142	0	0.05145	0	1.82916	0.03719	0.00501	0.15364	0.32072	0	0.08761	0.03142	0.05145
Healthy	0.3506	45.48352	0	0.75572	0	0.33813	0	0	0.31789	0.00522	45.48352	0.75572	0.33813	0.06514	0	0	0.31789	0	0	0.00522
Healthy	0.69227	0	0	3.55464	0	0.69605	0	0	0	0	0	3.55464	0.69605	0	0	0.07273	0	0	0	0
Healthy	0	0	0	2.47642	0	0.90323	0	0	0	0	0	2.47642	0.90323	2.62476	0	0	0	0	0	0
Healthy	1.30053	6.1196	1.07161	0	0.94651	0.83593	1.12834	0	0	0	6.1196	0	0.83593	2.18281	1.12834	0.61855	0	0.08359	0	0
Healthy	0.73246	0	4.92452	0	0.67752	0.62572	0.37633	0	0	0	0	0	0.62572	1.43792	0.37633	0.33537	0	0.22928	0	0
Healthy	0	0	0	0	0	0.01705	0	0	0	0	0	0	0.01705	5.82719	0	0.05177	0	0.0591	0	0
Healthy	1.94552	0	57.341	0.07584	0	0	0	0	0.20443	0	0	0.07584	0	0	0	0	0.20443	0	0	0
Healthy	2.08516	45.29351	0	3.26787	0.11507	0.87272	0	0	0.38033	0	45.29351	3.26787	0.87272	0.43911	0	0.00771	0.38033	0.0162	0	0
Healthy	0	0	0	6.4425	0.00328	0.14861	0	0	0	0.04403	0	6.4425	0.14861	0.43429	0	0	0	0	0	0.04403
Healthy	0	0	0	0	0	0.90614	0	0	0	0	0	0	0.90614	0	0	0	0	0	0	0
Healthy	7.63283	0	22.9078	0	0.50796	2.44021	0.04745	0.0166	0	0	0	0	2.44021	0.18403	0.04745	0.21271	0	0.19583	0.0166	0
Healthy	1.6914	0.30701	0	3.77618	0.95478	0.83374	0.40827	0	0	0	0.30701	3.77618	0.83374	1.72355	0.40827	0.19254	0	0.16462	0	0
Healthy	0	0	0	0	0	0.14718	0	0	0	0.21391	0	0	0.14718	0.32614	0	0.04859	0	0	0	0.21391
Healthy	0	0	0	1.97047	0	0	0	0	0	0	0	1.97047	0	1.0404	0	0	0	0	0	0
Healthy	0.2964	0	14.3368	2.81808	0	1.06246	0	0	0	0	0	2.81808	1.06246	0	0	0	0	0	0	0
Healthy	3.18599	0	0	8.26997	0	0.96816	0.12647	0.00795	0	0	0	8.26997	0.96816	0.21122	0.12647	0.13088	0	0.76885	0.00795	0
Healthy	2.89192	0	0	0.95871	0	1.92338	0	0	0	0	0	0.95871	1.92338	0	0	0	0	0.01066	0	0
Healthy	0	0	0	0	0	0.06451	0.36476	0.07603	0	0	0	0	0.06451	2.10665	0.36476	0.04545	0	0.00776	0.07603	0
Healthy	7.47157	0	0	1.53473	0	2.36659	1.99371	0.49473	0	0.05807	0	1.53473	2.36659	2.21972	1.99371	2.30091	0	0.74617	0.49473	0.05807
Healthy	5.52482	0	36.0962	0.15739	0	2.69736	0.0184	1.83216	0	0.43432	0	0.15739	2.69736	0.08815	0.0184	0.22304	0	0.10688	1.83216	0.43432
Healthy	2.58519	0	17.9172	1.46526	0.28825	3.20991	0.30953	0	0	0	0	1.46526	3.20991	0.16406	0.30953	0.63778	0	0.20179	0	0
Healthy	3.08986	0	0	0.95414	0	1.93705	0	0	0	0	0	0.95414	1.93705	0	0	0	0	0.0065	0	0
Healthy	3.56212	0	0	4.94584	0	0.01549	0.81508	0.45819	0	0.11008	0	4.94584	0.01549	0.49866	0.81508	0.71598	0	0.04421	0.45819	0.11008
Healthy	1.15084	0	0	0	0	0.25555	0.00471	0	0.86404	0	0	0	0.25555	0.07287	0.00471	0.00937	0.86404	0	0	0
Healthy	5.88374	0	0	0	0.01011	0.38041	0	0.00424	0	0	0	0	0.38041	0.36195	0	0.19704	0	0.02796	0.00424	0
Healthy	0.60854	0.26179	0	0	0	0.01208	0.17742	0.14247	0	0	0.26179	0	0.01208	0.34925	0.17742	0.26608	0	0.29756	0.14247	0
Healthy	0.0145	0	0	0.00305	0	0	0	0	0	0	0	0.00305	0	0	0	0	0	0	0	0
Healthy	0	0	0	1.09929	0	0	0	0	0	0	0	1.09929	0	0	0	0	0	0	0	0
Healthy	11.3544	0	0	2.02421	0	4.3484	1.94708	0.09318	0.31787	0.31009	0	2.02421	4.3484	1.70161	1.94708	1.14231	0.31787	0.30889	0.09318	0.31009
Healthy	0.31298	0	0	0	0	0.16469	0	0	0	0	0	0	0.16469	0	0	0.00993	0	0	0	0
Healthy	0	7.02305	0	0.64546	0.60704	1.94538	0	0	0.43427	0.0359	7.02305	0.64546	1.94538	1.72905	0	0	0.43427	0	0	0.0359
Healthy	1.96795	0	0	0	0.04179	0.04926	0.00482	0	0	0	0	0	0.04926	0.24887	0.00482	0.13005	0	0.04875	0	0
Healthy	20.6447	0	0	0	0	0.13176	0.25316	0.08213	0	0	0	0	0.13176	0.11173	0.25316	0.17574	0	0.0987	0.08213	0
Healthy	2.01591	44.32041	0	3.26936	0.07465	0.90959	0	0	0.37611	0	44.32041	3.26936	0.90959	0.40587	0	0.00757	0.37611	0	0	0
Healthy	0.09146	0	0	0	0	0.02781	0	0.04671	0	0	0	0	0.02781	0.17382	0	0.02794	0	0	0.04671	0
Healthy	1.62509	0	0	0	0	0.36137	0	0	0	0	0	0	0.36137	0.09102	0	0.22717	0	0.10468	0	0
Healthy	1.13522	0	0	0	0	0.02993	0.0142	0.04863	2.86955	0	0	0	0.02993	0.08819	0.0142	0.05001	2.86955	0.07355	0.04863	0
Healthy	3.05354	0	0	1.5687	0	1.56281	0	0	0	0	0	1.5687	1.56281	0	0	0	0	0.04422	0	0
Healthy	8.70722	21.90152	0	0.07114	5.60501	1.696	0.75408	0.12309	0	0	21.90152	0.07114	1.696	2.59467	0.75408	1.75379	0	0.58303	0.12309	0
Healthy	0	0	0	0.81834	0	3.50073	0	0	0	0.42162	0	0.81834	3.50073	6.71522	0	0.18193	0	0	0	0.42162
Healthy	8.00883	13.96248	7.95044	0.75966	0.15387	1.30552	0.1994	0.00954	0	0.01294	13.96248	0.75966	1.30552	0.71224	0.1994	0.22363	0	0.34005	0.00954	0.01294
Healthy	3.64917	0.01086	0	0	0	0.00796	0	0.03777	0	0	0.01086	0	0.00796	0.46012	0	0.00971	0	0.03866	0.03777	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4467	0	0	0	0	0	0
Healthy	0	0	0	0	3.23033	0	4.58507	0	0	0	0	0	0	4.64414	4.58507	0	0	0	0	0
Healthy	1.56116	47.3312	0.00051	1.25826	0	0.49315	0.19574	0.01948	0.3533	0.05111	47.3312	1.25826	0.49315	0.39614	0.19574	0.13302	0.3533	0.1214	0.01948	0.05111
Healthy	3.75637	0.09853	0	3.7532	0	0.04064	2.31136	1.11387	0	0	0.09853	3.7532	0.04064	1.67928	2.31136	0.98152	0	0.5249	1.11387	0
Healthy	0.36707	0	0	0	0	1.47331	0	0	0.85687	0	0	0	1.47331	1.92255	0	0	0.85687	0	0	0
Healthy	1.7109	64.5871	0.40578	0.38651	0	0.52102	0.18748	0.00611	0.23138	0.01794	64.5871	0.38651	0.52102	0.00084	0.18748	0.15349	0.23138	0.13509	0.00611	0.01794
Healthy	0	0.4199	0	0.97608	3.15509	0.00683	2.62803	0.17961	0	0.70408	0.4199	0.97608	0.00683	0.45866	2.62803	2.13147	0	0.31371	0.17961	0.70408
Healthy	0	0.00052	0	0	23.2123	0.11603	14.8345	0	0	0	0.00052	0	0.11603	0.4079	14.8345	0.22012	0	1.09828	0	0
Healthy	3.03733	0	0	0	0	0.00803	0	0.04145	0	0	0	0	0.00803	0.27573	0	1.98183	0	0.13863	0.04145	0
Healthy	1.23471	0	0	0	0	0.20399	0.00978	0	0.70101	0	0	0	0.20399	0.04455	0.00978	0.00163	0.70101	0	0	0
D050177	4.13348	5.29285	0.13681	2.4746	10.4882	5.38676	2.9166	1.34561	0	0	5.29285	2.4746	5.38676	0.81597	2.9166	0.36382	0	0	1.34561	0
Healthy	0.69769	0	0	0.58829	0	0.05932	0	0	3.67836	0	0	0.58829	0.05932	0.06747	0	0.02851	3.67836	0	0	0
Healthy	5.2325	0	0	1.46482	0.07596	0.88148	0.0473	0	5.74013	0	0	1.46482	0.88148	0.44785	0.0473	0.39655	5.74013	0.12751	0	0
Healthy	32.1316	0	0	0.49332	0	0.59487	2.60154	0.70452	0	0	0	0.49332	0.59487	2.40405	2.60154	1.43085	0	0.25722	0.70452	0
Healthy	0.8883	0	0	4.34467	0	0.07459	0.744	0.12246	0	0.00966	0	4.34467	0.07459	0.47031	0.744	0.57118	0	1.09577	0.12246	0.00966
Healthy	14.4344	0.01329	0	1.8394	0	0.30259	0.76613	0.19031	0	0.00402	0.01329	1.8394	0.30259	0.13626	0.76613	1.24323	0	0.16809	0.19031	0.00402
Healthy	0	0.00189	0	0.00288	0	1.60255	0	0	0	0	0.00189	0.00288	1.60255	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.04684	0.01562	0.03874	0	0	0	0	0.04684	0.12247	0.01562	0.01809	0	0	0.03874	0
Healthy	5.06344	0.00696	0	0.11926	0.04071	0.13523	0.01972	0.0302	0.30006	0	0.00696	0.11926	0.13523	0	0.01972	0.00782	0.30006	0.06396	0.0302	0
Healthy	0	0	0	2.11805	0	0.10229	0.09069	0.01072	0	0.11805	0	2.11805	0.10229	0.08071	0.09069	0.11886	0	0.02101	0.01072	0.11805
Healthy	9.00412	0	0	5.94479	0	1.03872	0.32634	0.2425	0.81827	0	0	5.94479	1.03872	0.3478	0.32634	0.1358	0.81827	0.09531	0.2425	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.42484	32.35583	0	1.92015	0.02599	0.39788	0	0	0.07862	0	32.35583	1.92015	0.39788	0.50352	0	0.04681	0.07862	0.02997	0	0
