group	Blautia_A	Streptococcus	Dorea	Longicatena	Faecalimonas	Clostridium_A	Adlercreutzia	Gordonibacter	Eggerthella	Lactococcus	Faecalibacterium	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Collinsella	Blautia_A	Dorea	Flavonifractor
Healthy	1.34854	0.0672	0.53885	0.00594	0	0.02568	0.26192	0	0.00389	0	6.92244	0.8047	0	1.01605	1.08996	1.02855	1.19242	1.34854	0.53885	0.04495
Healthy	1.54898	2.732	0.4917	0	0	0	0	0	0	0	3.64784	0.02013	20.9506	7.97917	3.33748	0	8.07396	1.54898	0.4917	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0.00792	0	0	0	0.0141	0	0	0	3.29535	0.10354	0.50076	0.21079	0.27551	0.38452	0.00653	0	0.00792	0
Healthy	0.03535	0.02111	0.01933	0	0	0	0.22405	0	0	0	6.92127	0.55184	0.35335	0.56569	0.07276	0.12226	0.09496	0.03535	0.01933	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.64758	0	0	0.0444	0.02901	1.79054	0	0	0	0.18675
Healthy	0.72149	0.99203	0.36605	0.00578	0	0.01514	0.02795	0	0	0.17536	2.68884	0	0	3.63596	0.07625	0.95265	0.43562	0.72149	0.36605	0.08096
Healthy	0.56984	0	0.21141	0	0	0.01904	0	0	0	0	10.7056	2.86952	0.08515	1.27646	2.28741	0.67915	0.18546	0.56984	0.21141	0.06531
Healthy	0.08343	0.22672	0.02209	0	0	0	0	0	0	0	3.52931	5.97417	0	4.33704	0.42781	0	0	0.08343	0.02209	0.06992
Healthy	0	0	0	0	0	0	0	0	0	0	17.8385	0.28056	0.03449	5.61169	0.13755	0.00741	0	0	0	0.17008
Healthy	0.30499	0.00661	0.27393	0.06512	0	0	0.06423	0.01759	0	0	3.62159	7.1531	1.04447	1.87307	0.9731	0.70374	0	0.30499	0.27393	0.01315
Healthy	0.94119	0	0.42065	0	0	0	0	0	0	0	25.6386	2.66133	0	0.08221	0.59747	0.0099	0.95473	0.94119	0.42065	0
Healthy	0.33446	0.88718	0.39779	0	0	0	0.51778	0.14399	0	0	2.95742	1.01921	0	0.55408	0.24852	0	1.05088	0.33446	0.39779	0
Healthy	0.44033	1.22918	0.11086	0.05584	0	0.04535	0	0.00127	0.04376	1.68353	2.04914	7.46586	7.89261	0.90349	0.12449	0.39686	2.79408	0.44033	0.11086	0.07714
Healthy	0.4218	0	0	0	0	0	0	0	0	0	10.5953	0.59629	1.51624	2.0721	0.17713	1.2324	0	0.4218	0	1.5748
Healthy	0.95731	0	0	0	0	0	0	0	0	0	1.71266	0	32.483	0	1.3753	1.74283	0	0.95731	0	0
Healthy	0.11705	0.0323	0.09402	0	0	0	0.04271	0	0	0	9.69365	0	0.06731	1.56469	0.29736	0.04792	0	0.11705	0.09402	0.04168
Healthy	0.28329	0.4527	0.21763	0.06208	0	0.00664	0	0	0	0	4.9751	9.68422	0.00042	1.56484	0.06039	0.69794	0.55142	0.28329	0.21763	0.00443
Healthy	0	0	0	0	0	0	2.01574	0	0	0	45.6278	7.88167	4.36137	2.16504	0.80755	0	2.04615	0	0	0
Healthy	0.12093	0.06187	0.10665	0	0	0	0	0	0	0	0.96581	3.53974	0.06202	3.05739	0.12507	0.12932	0	0.12093	0.10665	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	11.183	0	3.44115	0	0	0	0	0	0
Healthy	0.13061	0.22365	0.16076	0	0	0	0	0	0	0	0	0	0	0	0.99151	0.36578	0	0.13061	0.16076	0.02319
Healthy	0.54876	1.83156	1.97697	0.03674	0	0.04706	0.11888	0.02017	0.00375	2.11792	4.62895	10.2666	11.3365	7.15093	2.62093	2.84767	1.12483	0.54876	1.97697	0.07068
Healthy	0	0	0	0	0	0	0	0	0	0	1.06426	1.83243	7.33099	0	0	0	0	0	0	0
Healthy	0.22425	0	0	0	0	0	0	0	0	0	9.97333	5.57702	1.49798	1.22439	0.05642	1.86496	0	0.22425	0	1.80319
Healthy	0.14579	1.37676	0.52977	0.06009	0.00285	0.04095	0.01093	0.01948	0	0.01261	0.2403	1.48845	0.00316	3.94938	0.09697	5.58976	0.75056	0.14579	0.52977	0.01623
Healthy	0.20394	0	0.10167	0.27107	0	0.48209	0.00525	0	0	0	1.79676	1.66805	0	0.99219	0.25434	0.09186	0	0.20394	0.10167	1.76831
Healthy	0	0	0.00415	0.01762	0	0.15006	0	0	0	0	1.62245	0.81814	0	0	0.15125	0.00267	0	0	0.00415	0.03192
Healthy	0	0	0.01433	0.02401	0	0.16033	0.00461	0	0	0	1.62754	0.89611	0	0	0.19733	0	0	0	0.01433	0.01075
Healthy	0.09705	0.00917	0	0	0	0	0.02285	0	0	0	4.70666	2.13187	0.69164	0.83003	0.12017	0.01418	0.22265	0.09705	0	0.14393
Healthy	0.54442	0.22132	0.35703	0	0	0.00389	0.04251	0.04345	0.00095	0	4.87308	4.02246	4.60894	0.97013	2.48504	2.4429	0.41176	0.54442	0.35703	0.01514
Healthy	0	3.40948	0	0	0	0	0	0	0	0	0.00155	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	7.63655	0	0.44254	1.73259	0	0	0	0	0	0
Healthy	0.2151	0.19082	0.05786	0	0	0	0	0	0	0	10.2581	2.31189	1.75271	7.20143	0.31529	0.89815	0	0.2151	0.05786	0.32509
Healthy	0	0.23626	0	0.18429	0	0	0	0	0	0	0	0	0	0	0.26401	0	0.68492	0	0	0.00677
Healthy	0.13837	0.07282	0.09434	0	0	0	0	0	0	0	1.97641	3.23148	0.02299	3.15181	0.19689	0.11429	0	0.13837	0.09434	0
Healthy	1.10363	0.1676	0.10788	0	0	0	0.16393	0	0	0	0.59619	0.3356	6.28787	0.38738	0.01134	0.19173	0.94487	1.10363	0.10788	0.17732
Healthy	1.30232	0.26361	0.55255	0.02099	0	0	0	0	0	0	7.37514	5.21351	8.56068	4.80582	0.95629	1.28746	0.2099	1.30232	0.55255	0.0891
Healthy	0.16274	0.53812	0.11507	0.00446	0	0.14079	0.00055	0	0	0	6.93553	2.24135	0.00025	3.39701	0.00577	0.06513	0.24642	0.16274	0.11507	0.01935
Healthy	0.22865	0.07821	0.30483	0	0.03248	0	0.2156	0.00314	0.00775	0	2.75222	0.97179	0	0.71219	1.33471	0.16939	0	0.22865	0.30483	0.03002
Healthy	0	0	0	0	0	0	0	0	0	0	0.08666	1.75764	0	0	0.3709	0.02739	0	0	0	0.00604
Healthy	0.11329	0.08599	0.02073	0	0	0	0.12626	0	0	0	3.82459	2.63843	0	7.41354	0.186	0	0.00624	0.11329	0.02073	0.13028
Healthy	0.25	0	0.2295	0	0	0	0	0	0	0	5.60942	3.12724	0	0.4473	1.94923	0.27248	0.14805	0.25	0.2295	0.04424
Healthy	0.03797	0.01324	0	0	0	0	0.22473	0	0	0	7.41268	0.54401	0.33221	0.6638	0.0569	0.10873	0.1252	0.03797	0	0
Healthy	0.1054	0.2514	0.076	0	0	0	0.00111	0	0	0	2.95617	2.21295	2.74794	13.96922	0.02809	0.03366	0.0274	0.1054	0.076	0
D008545	0.13475	0.29317	0.14831	0.03937	0.35161	0.42113	0.52721	0.00751	0.00926	0.00256	1.05494	6.45893	10.5202	0.58387	0.04115	0.04472	1.45551	0.13475	0.14831	0.16113
Healthy	0.02239	0.36152	0.00366	0	0	0	0	0	0	0.04362	4.37354	1.51459	1.78927	0.92447	0.19827	0.00693	0	0.02239	0.00366	0.0541
Healthy	0.1772	0.02196	0.02595	0	0	0	0	0	0	0	3.01066	5.27794	0.62582	1.789	0.14346	0.36372	0.25238	0.1772	0.02595	0.10266
Healthy	0.13712	0.07261	0.1438	0	0	0	0	0	0	0	8.23542	4.55373	0.08425	2.0859	0.12535	0.1994	0.19768	0.13712	0.1438	0.04566
Healthy	0.02416	0	0.00477	0	0	0	0	0	0	0	1.9311	1.41998	1.01705	1.1112	0.61134	0.01884	0.19603	0.02416	0.00477	0.11905
Healthy	0	0	0	0	0	0	0	0	0	0	0	47.0518	0	0	0	0	0	0	0	0
Healthy	0.47968	0	0.12845	0.00969	0.44859	0.52848	0.02467	0.01426	0	0	1.36853	0.5399	19.7259	0.06739	0.09917	0.98099	0.12508	0.47968	0.12845	0.07097
D008545	1.55876	6.64786	0.62844	0	0	0	0.00253	0	0	0	3.26585	3.57415	0	0.21075	0.01454	1.33161	2.02402	1.55876	0.62844	0.02284
Healthy	0	0	0	0	0	0.20337	0	0	0	0	5.40469	0	0.84027	0.05581	0.18913	1.98775	0	0	0	1.38473
Healthy	1.23863	0	0.05553	0	0	0	0	0	0	0	2.1394	48.0839	0	0.2527	8.37429	0	0.3283	1.23863	0.05553	0
Healthy	0.00965	0	0.01637	0	0	0	0.10822	0	0	0	3.88558	2.27708	0.1503	1.66205	0.56574	0	0.07502	0.00965	0.01637	0
Healthy	0	0.08465	0.75535	0.12208	0	0.00148	0	0	0.00644	1.13873	21.8773	0	0	0	0.70934	2.30524	2.25101	0	0.75535	0.06214
Healthy	0.01188	0	0.00152	0	0	0	0	0	0	0	1.83702	1.28064	2.16782	0.18938	0.14048	0.04748	0.17215	0.01188	0.00152	0.00946
Healthy	0	0.00128	0.00965	0	0	0	0	0	0	0	1.65197	1.18111	1.90643	0.14892	0.05732	0.03053	0.16663	0	0.00965	0.01262
Healthy	0	0.06486	0	0	0	0.23375	0	0	0	0	2.39217	0	0	0	1.22268	2.52228	0	0	0	0.68582
Healthy	0.28222	0.0201	0.31416	0.00049	0	0	0	0	0	0	3.89802	0.04312	2.70835	1.59403	0.01427	0.5643	0.08076	0.28222	0.31416	0.02229
Healthy	0.41153	0.3211	0.17443	0.00257	0	0.11912	0.38866	0.14075	0.01776	0	2.31697	3.18029	1.22257	0.54121	0.02054	0.86082	1.21269	0.41153	0.17443	0.15369
Healthy	0.51889	0.0407	0.27654	0.23834	0	0	0	0	0.07788	0	1.44011	10.061	0	4.97527	1.82302	1.03473	0	0.51889	0.27654	0.01253
Healthy	0.2342	0.0018	0	0	0	0	0	0	0	0	6.3115	3.11962	0.08646	0.07753	0.01966	1.53098	0	0.2342	0	0.00227
Healthy	0.10332	0	0.16261	0	0	0	0	0	0	0	1.27026	0.35832	3.88725	1.84098	2.27525	0.25819	0.0213	0.10332	0.16261	0
Healthy	0.15908	2.75445	0.22006	0	0	0	0	0	0	0	1.04945	12.5636	5.80751	3.09981	1.09506	1.51206	0.01587	0.15908	0.22006	0.69546
Healthy	5.37221	0.17798	0	0	0.04104	0	0	0	0	0	1.00623	9.60091	0	0	1.35558	0.972	0	5.37221	0	0
Healthy	0.02896	0	0.04431	0.01478	0	0	0	0	0	0	3.30648	0	0.70089	0	0.02318	6.15282	0	0.02896	0.04431	0.42892
Healthy	0.18537	0.39257	0.0306	0	0	0	0	0	0	0	5.06823	10.3699	8.77603	5.17092	0.4601	0.18495	0.03795	0.18537	0.0306	0
Healthy	0.55032	22.66877	1.08943	0	0	0.00515	0	0	0	0	0.52082	3.03591	1.82214	2.20209	0.04145	0.76528	1.39904	0.55032	1.08943	0.00481
Healthy	0	0	0.02797	0	0	0	0.00523	0	0	0	3.3887	0.12776	0.49023	0.27064	0.34126	0.37815	0.03553	0	0.02797	0.00762
Healthy	0.07468	0.00788	0.0024	0	0	0.06979	0.00265	0.01273	0	0	0.85137	3.26444	4.59896	0.44431	0.21306	0.16771	0.61709	0.07468	0.0024	0.16984
Healthy	1.05007	0.89028	0.19875	0	0	0	0.47704	0.09537	0.01146	0.02935	4.86861	11.1805	11.8665	7.91041	0.27185	2.46612	0	1.05007	0.19875	0.00095
Healthy	0	0	0	0	0	0	0	0	0	0	0.07268	1.88349	0	0	0.40157	0.04194	0	0	0	0.00579
Healthy	0.93751	2.70459	0.07645	0.1595	0	0.1257	0.60873	0.05735	0.05949	0.00277	1.73479	1.54646	0	0.17192	0.02418	3.60054	0.27075	0.93751	0.07645	0.14235
Healthy	0.61328	0.47923	0.58717	0.0072	0	0.04958	0.03211	0.00059	0	0.02413	2.78321	0.57836	0.04277	0.32495	0.54732	1.94007	0.33736	0.61328	0.58717	0.20699
Healthy	0.4905	0.00305	0.35691	0	0	0	0	0	0	0	2.27947	11.7496	0.0129	2.94172	0.39693	0.12579	0.01622	0.4905	0.35691	0.01991
Healthy	0	0.58717	0.25498	0.03855	3.05554	0	0	0	0.06107	0	0.32214	0	0	0	0.01567	2.07739	0.00959	0	0.25498	0.33137
Healthy	1.04498	0	1.0834	0	0	0	0.07311	0	0	0.18468	4.52892	0	0	0.35849	1.8385	0.58804	1.30639	1.04498	1.0834	0
Healthy	0.42969	0.00442	0.26426	0.02128	0	0.0451	0	0	0	0	4.19009	2.68949	0.03097	2.48071	4.3974	1.24332	0.6486	0.42969	0.26426	0.44107
Healthy	0.85682	0.02178	0.42851	0.00096	0.04417	0.00137	0.16879	0.01829	0.00405	0	4.1991	13.0214	9.93014	3.84462	0.40332	0.30162	0	0.85682	0.42851	0.04091
Healthy	0	0.06225	0	0	0	0	0	0	0	0	3.36544	0.38463	0	1.30618	0.32633	0.06216	0.288	0	0	1.35409
Healthy	0.00253	0.00321	0	0.01281	0	0	0	0	0.02125	0	0.37723	0	0	0.01806	0.00485	0.10631	0.28648	0.00253	0	0.03648
Healthy	0.88183	0.05541	1.29949	0	0	0.00672	0.0805	0	0	0	4.40797	23.7081	7.44441	2.48027	0.93831	0.24258	0	0.88183	1.29949	0.07725
Healthy	0.50679	0.33577	0.34333	0	0	0.04946	0.01449	0	0	0	4.61533	37.3925	16.8811	0.12522	0.18417	0.77587	0.8974	0.50679	0.34333	0
Healthy	0.04847	0	0.06204	0	0	0	0	0	0	0	1.7476	0.72075	7.94153	0	0	0	2.26472	0.04847	0.06204	0
Healthy	0.01391	0.0069	0.00362	0	0	0.27429	0	0	0	0	4.22361	0.63238	0	0.70223	0.02434	0.14336	0.19782	0.01391	0.00362	0.59749
Healthy	0.06177	0	0	0	0	0.01652	0	0	0	0	10.3419	0.44844	0.0495	1.16056	1.11009	0.08479	0.00371	0.06177	0	0.0379
Healthy	0.00933	0.00183	0	0	0	0	0	0	0	0	2.24256	3.55951	1.08845	1.14485	0.04735	0.05804	0	0.00933	0	0.03435
Healthy	0.07589	0.0703	0.12687	0.00348	0	0.00694	0.12008	0	0	0	3.03284	10.982	0.62859	3.14109	0.83172	0.35763	0	0.07589	0.12687	0.37683
Healthy	0.03818	0.42147	0	0	0	0	0	0	0	0.06158	4.37322	1.38531	1.84255	0.90714	0.19422	0.01665	0	0.03818	0	0.07678
Healthy	0.22547	0.01714	0.03394	0.05601	0	0.03669	0.02621	0	0	0	1.76952	5.16554	6.96807	0.31489	0.52522	0.16884	0	0.22547	0.03394	0.05422
Healthy	0	0.1065	0	0.24695	11.1482	0	0	0	0	0	0	0	0	0	0	7.03574	0	0	0	0
Healthy	1.06418	0.42938	0	0.0925	0.33787	0.00702	0.15412	0.00572	0.01253	0	6.49705	8.45367	4.62659	1.49103	0.11687	1.02445	0	1.06418	0	0.04187
D008545	5.46029	0.05513	0.41603	0.01063	0	0.48955	0.06557	0.0038	0.01176	0.0511	7.00942	7.73401	0	2.42773	0.02975	3.99103	0.79908	5.46029	0.41603	0.11432
Healthy	0.31912	0	0	0	0	0	0.02924	0	0	0	6.10433	7.34455	1.7857	1.21308	0.00952	0.24443	0.05092	0.31912	0	0
Healthy	0.57489	0.04334	0.44794	0	0	0.01671	0	0	0	0	5.21195	1.49754	10.0477	3.01635	0.01575	2.26211	0.5224	0.57489	0.44794	0.00979
Healthy	0.51089	0.13466	0.14707	0	0	0	0	0	0	0	1.45434	1.3154	0.03853	2.17633	2.37779	0.14554	0	0.51089	0.14707	0.40289
Healthy	0	0.1507	0.15618	0	0	0	0	0	0	0	0.7743	3.24175	0	0.24015	0.02422	0	0.58973	0	0.15618	0.25714
Healthy	2.25875	0.07062	0.16875	0.00214	0	1.50698	0.05947	0	0	0	5.46909	4.97536	5.91183	1.3775	1.05523	0.41061	0	2.25875	0.16875	0.00909
Healthy	0.11271	0.22502	0.11999	0.02765	0	0	0.2074	0.00089	0	0	8.02322	0.03177	0	0.04347	0.00569	0.55998	0.21436	0.11271	0.11999	0.10412
Healthy	0.03249	5.72034	0.07933	0.00113	1.07467	0	0	0	0	0	5.64274	0	0	0.05265	0.15603	0.00727	0	0.03249	0.07933	0.03744
Healthy	0.06996	0.00686	0.17061	0	0	0.04288	0.04929	0.01595	0.00972	0	1.83965	2.92391	0	0.81046	0.02938	0.11993	0.2337	0.06996	0.17061	0.07112
Healthy	0.15278	0.06146	0.03921	0	0	0	0.13802	0	0	0	3.89811	2.79805	0	7.26436	0.10658	0	0	0.15278	0.03921	0.08659
Healthy	0.01606	0.13079	0	0	0	0	0	0	0	0	3.24878	2.10373	0.96256	0.73746	0.02179	0.76089	0	0.01606	0	0.09421
Healthy	0	0	0	0	0	0	0	0	0	0	0.09184	1.906	0	0	0.12227	0.0286	0	0	0	0
Healthy	0.46965	1.65573	0.33125	0.00027	0	0.03752	0.12115	0.02935	0	0.01849	8.4554	7.75505	0.65777	9.48481	0.95133	0.30546	1.32554	0.46965	0.33125	0.09566
Healthy	0.48069	0.24089	0.19687	0.00759	0	0.0827	0.33343	0.11806	0.01429	0	2.2521	3.3868	1.31725	0.56701	0.5033	0.87314	1.2966	0.48069	0.19687	0.11788
Healthy	0.2128	0	0	0	0	0	0	0	0	0	4.50627	0	0	5.337	2.07091	2.42854	0	0.2128	0	0.08701
Healthy	0.0961	0	0.09653	0	0	0.01876	0	0	0	0	3.76048	6.45007	0.81331	4.86743	0.56112	0.77463	0.3113	0.0961	0.09653	0.19431
Healthy	0.14841	0.40981	0	0	0	0	0.11505	0	0	0	4.21288	7.70644	0.37401	2.11434	0.00963	0.05191	0.22257	0.14841	0	0
Healthy	0.27015	0.52576	0.11567	0	0	0	0	0	0	0	1.2761	6.65938	4.84978	0.79588	1.32422	0.15761	0	0.27015	0.11567	0.02485
Healthy	0.26158	0.02154	0	0	0	0	0	0	0	0	3.28081	6.17233	6.29077	3.03936	0.04591	0.02887	0.03561	0.26158	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	19.3163	12.4159	0	12.8798	0	0	0	0	0
Healthy	0	0.34894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17965	0	0	0
Healthy	0.18827	2.48602	0.11267	0.02913	0.00024	0.19287	0.10013	0.00752	0.07113	0.0069	8.32789	8.26545	0	1.66657	2.73955	0.28737	0	0.18827	0.11267	0.10564
Healthy	0	0	0	0	0	0	0	0	0	0	1.49969	0.04686	0	0	0	0	0.09009	0	0	0.02424
Healthy	0.04294	0.04906	0.00441	0.00249	0	0.00572	0	0	0	0	1.08622	0.08812	0.73291	0.04393	0.06365	0.02844	0.92484	0.04294	0.00441	0.12628
Healthy	0.03522	0.09139	0.05312	0	0	0	0	0	0	0	1.3585	1.32498	1.71192	0.42298	0.45164	0.58824	0.58374	0.03522	0.05312	0.06251
Healthy	2.23736	0.01102	4.35547	0	0	0	0	0	0	0	19.7607	1.4848	2.81604	1.40042	0.5007	1.99015	0.52526	2.23736	4.35547	0
Healthy	0.17854	0.12048	0.13763	0	0	0	0.01612	0	0	0	5.62646	42.4755	0.27212	1.26988	0.87617	0.49133	0.36241	0.17854	0.13763	0.02459
Healthy	0.1739	0.36133	0.11577	0	0	0	0	0	0	0.73726	3.13926	4.56219	5.13706	0.25048	0.19549	0.08322	4.83101	0.1739	0.11577	0
Healthy	0	0.12471	0.04577	0	0	0	0	0	0	0	0	0.73034	0	0	0.44362	0.04771	0.23047	0	0.04577	0
Healthy	0.10174	0.13908	0	0	0	0	0.03545	0	0	0	6.83973	4.73247	1.7915	0.61575	0.13298	0.01312	0.15234	0.10174	0	0
Healthy	0	0	0	0	0	0.0952	0	0	0	0	2.36202	0	0.90947	0.10482	0.13371	0.74978	0.11564	0	0	0.33589
Healthy	0.03161	0	0.00465	0	0	0.04919	0	0.01672	0	0	0.36878	0.26954	0.54273	0	0.0074	0.27427	0.72767	0.03161	0.00465	0.20632
Healthy	2.41201	4.51398	1.18241	0	0	0.08806	0.0763	0	0	0.68884	0.36568	13.2578	20.3895	0.75306	0.04025	5.62826	0.64423	2.41201	1.18241	0
Healthy	1.22769	21.38985	0.67817	0.13894	0.00042	0.04013	0.02596	0.02622	0.07092	0.06057	0.26027	3.28452	0.00764	0.82377	3.57177	0.27216	2.94568	1.22769	0.67817	0.00442
Healthy	0.10189	0.04729	0	0.04885	0.19326	0	0	0	0	0	6.32975	0.63357	0.07249	0.46276	1.13876	0.22155	0.01038	0.10189	0	0
Healthy	0.39054	0	0.17602	0	0	0	0	0	0	0	3.62008	10.8761	0	2.58953	1.95348	0.0567	0.03323	0.39054	0.17602	0
Healthy	0	1.29801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08065	0	0	0
Healthy	0.05437	0	0.02958	0	0	0	0.00804	0	0	0	4.3939	5.57201	0.82971	1.79289	0.13775	0.01693	0.46314	0.05437	0.02958	0.21705
Healthy	4.38813	0.32315	1.58449	0.80209	0	0	0	0	0	0	30.9399	0.54967	3.10948	0.90709	0.37898	1.91553	4.79853	4.38813	1.58449	0
Healthy	0.00326	0	0	0.00766	0.01785	0.21402	0	0	0	0	3.08489	0.00417	0	0	0.06744	0.31096	0.06135	0.00326	0	0.234
Healthy	0	0	0.01187	0	0	0	0.00314	0	0	0	4.33798	0.16689	0.62477	0.32263	0.42416	0.45578	0.0362	0	0.01187	0
Healthy	2.29163	6.39372	0.35522	0	0	0	0	0	0	0	14.4566	6.83565	10.4054	5.97341	0.24563	1.13069	1.97075	2.29163	0.35522	0
Healthy	0.05107	0	0.06577	0.00999	0	0	0	0	0	0	3.4486	0	0.80578	0	0.01883	6.0913	0	0.05107	0.06577	0.42862
Healthy	0.95335	0.94986	0.87126	0.01623	0	0.11764	0.05837	0.00069	0.01064	0.00013	1.31603	0.33972	3.87034	0.41858	0.16924	0.97451	4.58264	0.95335	0.87126	0.08302
Healthy	0.00497	0	0	0	0	0	0	0	0	0	1.62206	1.233	1.9026	0.16557	0.15785	0.05411	0.17187	0.00497	0	0.01931
Healthy	0.3686	0.25238	0.17068	0	0	0.11894	0.26396	0.14261	0.04305	0	2.51813	3.51116	1.28895	0.6115	0.09334	0.96909	1.45726	0.3686	0.17068	0.13804
Healthy	0.37789	0.10377	0.09577	0.00649	0	0.08031	0.00492	0	0	0	5.87519	22.9942	6.30459	1.6776	1.85324	1.13489	0.75728	0.37789	0.09577	0.08857
Healthy	0.34912	0.03598	0.15493	0	0	0	0.04065	0	0	0	5.62901	5.3832	0.03789	3.41722	0.77817	0.22676	0.31141	0.34912	0.15493	0.0137
D008545	1.69424	1.57326	1.10184	0	0	0.05702	0	0	0	0	5.73778	3.04167	16.552	0.02345	0.18684	1.5572	4.2972	1.69424	1.10184	0
Healthy	0.00761	0	0.00847	0	0	0	0	0	0	0	1.79958	1.53974	1.1683	1.52729	0.20959	0.02062	0.43889	0.00761	0.00847	0.00709
Healthy	0.27214	0.04507	0.33445	0.00204	0	0.12994	0.08263	0	0.00056	0	5.39704	3.76487	0.00063	0.05124	0.05033	0.87395	1.04846	0.27214	0.33445	0.01447
Healthy	0	0	0	0	0	0	0	0	0	0	1.02896	10.2259	0.80515	0.95752	0	0.06537	0	0	0	0
Healthy	0	0.1372	0.04392	0	0	0	0	0	0	0	0.01321	0.71917	0	0	0.02965	0.04961	0.26375	0	0.04392	0
Healthy	0.20247	0.13335	0	0	0	0	0	0	0	0	1.91859	0.12405	0	8.86122	0.85369	0	0	0.20247	0	0
Healthy	1.02385	1.36683	0.26222	0	0	0.07503	0	0	0	0	8.16256	11.4443	0	5.59524	0.09151	0.30083	0.42019	1.02385	0.26222	0.11307
Healthy	0	0.09226	0	0	0	0	0	0	0.00331	0	0	0	0	0	0.57829	0	0.44482	0	0	0
Healthy	0.15658	0.02512	0	0	0	0	0.05238	0	0	0	4.73158	2.10844	0.67387	0.84016	0.22149	0.01339	0.191	0.15658	0	0.17208
Healthy	0	0	0	0	0	0	0	0	0	0	1.46575	0	1.33391	0.26764	0.55025	0.2102	0	0	0	0.04158
Healthy	0.08409	0.59573	0	0	0	0	0	0	0	0	4.725	0.66997	0	3.22216	0.40721	0	0.05049	0.08409	0	0.03388
Healthy	0.089	0.00667	0.0724	0	0.00756	0	0	0	0	0	5.30416	0.62263	1.97903	1.13817	0.26796	0.36068	0.05175	0.089	0.0724	0.0224
Healthy	0.18821	0	0	0.11294	0	0.0304	0	0.13905	0.01624	0	0.11081	0	1.94433	0	0.51837	0.09027	1.23319	0.18821	0	0.08409
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.2458	0	0	0	0	0
Healthy	0	0.21355	0	1.45072	1.76153	0	0	0.07489	0	0	0.00085	0	0	0	0.0031	2.09311	0	0	0	0.06961
Healthy	0.53435	0.12254	0.17928	0.00143	0.04993	0.00851	0.05412	0	0.00028	0	5.25823	4.211	2.51918	1.91275	0.17561	0.59296	0.68687	0.53435	0.17928	0.01334
Healthy	1.11764	0	0.66581	0	0	0	0	0	0	0	11.2426	12.7022	0.04348	3.775	0.12516	0.32581	0.1127	1.11764	0.66581	0
Healthy	0.31878	5.64859	0.48062	0	0	0	0	0	0	0	6.42999	5.28864	0.14532	7.27433	0.69213	0.15272	0.08396	0.31878	0.48062	0.00793
Healthy	0	0	0.02881	0	0	0.02595	0.05158	0.00489	0	0	8.45223	3.06397	0.06496	2.71521	1.38839	0	0.1071	0	0.02881	0
Healthy	0	0.14359	0	0	0	0	0	0	0	0	0.01281	0.00782	0	0	0.00369	0	0	0	0	0.00889
Healthy	1.12623	3.96242	0.47241	0.03286	0	0.01952	0.12077	0	0	0.01317	3.4314	13.8495	19.8346	6.68287	0.71791	1.07907	0	1.12623	0.47241	0.05602
Healthy	0	0	0	0	0	1.17815	0.1724	0	0	0	4.13709	0	1.21734	0	0.0448	0.62735	0	0	0	0.0615
Healthy	0.02955	0.03958	0.19848	0.00681	2.52735	0.38841	0	0	0	0	0.93055	0.16966	1.65375	0.0675	1.76367	0.26155	0.73453	0.02955	0.19848	0.02374
Healthy	0.04376	0.07326	0.26063	0.03155	3.22817	0.65766	0	0	0	0	0.24836	0.00406	2.0483	0.03087	0.99423	0.06938	1.9337	0.04376	0.26063	0
Healthy	0.10349	0.0136	0.05783	0.0074	0	0.14154	0.18039	0.04352	0.01059	0.01332	5.18334	1.86349	0.27351	0.55267	0.03711	0.17304	0.56382	0.10349	0.05783	0.22042
Healthy	0	0	0	0	0	0	0	0	0	0	1.56754	0	1.22586	0.26397	0.18754	0.16067	0	0	0	0.02324
Healthy	1.46485	0.82714	0.64123	0.00302	0	0.39243	0.0717	0	0	0.00806	1.32094	4.5236	10.8661	0.17861	1.58339	1.63964	1.5066	1.46485	0.64123	0.01966
Healthy	0	0	0	0	0	0	0	0	0	0	3.1686	2.0935	0.74001	0.4386	0	0.7023	0	0	0	0
Healthy	0.19383	0.69361	0.02084	0	0	0	0	0	0	0	5.07852	2.34219	0.66952	2.89047	0.18968	0.07395	0	0.19383	0.02084	0.02377
Healthy	0	0	0	0	0	1.12151	0	0	0	0	7.80518	0.43517	3.80187	1.47954	1.1354	1.94515	0	0	0	0.02706
Healthy	0.12428	0	0	0	0	0.1597	0	0	0	0	12.9311	19.9746	2.45119	0.38434	0.95296	1.10536	0	0.12428	0	0
Healthy	0.6504	0	1.14032	0	0	0.07404	0	0	0	0	1.48966	7.59718	7.30953	1.5036	1.21433	1.56798	0.1013	0.6504	1.14032	0
