group	Blautia_A	Streptococcus	Dorea	Longicatena	Faecalimonas	Clostridium_A	Adlercreutzia	Gordonibacter	Eggerthella	Lactococcus	Faecalibacterium	Agathobacter	Ruminococcus_H	Roseburia	Mediterraneibacter	Enterocloster	Collinsella	Blautia_A	Dorea	Flavonifractor
Healthy	0.24514	0.09888	0.50902	0.00529	0	0.0976	0	0	0	0	6.05802	3.37257	0	3.44526	0.02935	0.87992	0.29588	0.24514	0.50902	0.05635
Healthy	0.57152	1.60955	0.68709	0	0	0.00058	0	0	0	0	1.00071	10.1396	0.66444	6.50516	0.05952	0.72787	0.03785	0.57152	0.68709	0.00715
Healthy	0.50349	0	0.05316	0	0	0	0	0	0	0	13.6637	6.52916	3.92368	0.66597	0.81629	0.04296	1.00364	0.50349	0.05316	0
Healthy	0.11172	0	0	0	0	0	0	0	0	0	3.19307	1.38735	0	4.00427	0.92559	0.10527	0	0.11172	0	0
Healthy	0.66603	0	0.70136	0	0	0	0.03878	0	0	0.40837	7.34323	0	0	2.48605	0.06038	0.17693	0.38453	0.66603	0.70136	0
Healthy	0.0708	0.09803	0.36225	0	0.05726	0.04359	0	0	0	0	0	0	0	0	1.4595	8.3973	0	0.0708	0.36225	0.38809
Healthy	0.65927	0.6513	0.4027	0	0	0	0	0	0	0	0.77794	5.65203	4.73477	1.32258	0.78863	0.20308	0	0.65927	0.4027	0
Healthy	0.17479	0.03125	0.07206	0	0	0.01383	0	0	0	0	3.95565	2.82233	0.61035	1.2391	0.75001	0.26895	0.27859	0.17479	0.07206	0.00902
Healthy	0	0	0	0	0	0.07405	0	0	0	0	2.41693	0	0.90059	0.10408	0.17982	0.65803	0.14886	0	0	0.37301
Healthy	0.04838	0.02956	0	0	0	0.12658	0	0	0	0	5.24127	0	0	0	0.08724	0.39428	0.05215	0.04838	0	0.13614
Healthy	0.01696	0	0.02212	0	0	0.00883	0	0	0	0.0161	7.36644	6.06344	0	10.47511	0.02415	0.02566	0	0.01696	0.02212	0.00925
Healthy	0.36115	0.29615	0.1375	0.00486	0	0.12458	0.2947	0.10311	0.01249	0	2.17067	3.42408	1.27973	0.50065	0.24453	0.87453	1.20806	0.36115	0.1375	0.17474
Healthy	0.67249	0.31688	0.17711	0	0	0	0.01596	0	0	0	4.47993	9.72321	5.29828	4.30128	0.85903	0.11748	0.06525	0.67249	0.17711	0
Healthy	0	0.02025	0	0	0	0.13817	0	0	0	0	0.76327	0.0357	0	0	1.62957	1.0797	0.06576	0	0	1.1756
Healthy	0	0	0	0	0	0	0	0	0	0	0.593	0	0	0.03809	0.04984	1.84129	0	0	0	0.22674
Healthy	0	0	0	0	0	0	0	0	0	0	6.6158	0.85164	1.21739	1.69344	0	0	0	0	0	0
Healthy	5.02823	0.56117	10.386	0.11357	0	0	0	0	0	0	17.4253	2.2557	0.08778	1.72506	4.60224	1.47994	2.23707	5.02823	10.386	0
Healthy	0.13979	0.08341	0.03446	0	0	0	0.12817	0	0	0	3.72164	2.90933	0	7.77286	0.10122	0	0.03354	0.13979	0.03446	0.10112
Healthy	0.122	0.05612	0.0268	0	0	0	0.17511	0	0	0	3.71931	2.70851	0	7.49962	0.13147	0	0.021	0.122	0.0268	0.10696
Healthy	0.00957	0	0	0	0	0	0	0	0	0	0.60032	0	0.70106	0.31536	1.72564	0	0.02368	0.00957	0	0.02395
Healthy	0	0.43878	0.00369	0	0	0	0	0	0	0.03938	4.47308	1.44666	1.82117	0.92227	0.11963	0.0024	0	0	0.00369	0.07574
Healthy	0.01045	0	0	0	0	0	0	0	0	0	2.18043	3.16903	0.40013	0.05881	0.03619	0.00678	0.00925	0.01045	0	0.00191
Healthy	0.01188	9.16246	0	0.19375	0.95033	0	0	0	0	0.35804	0	6.15838	0	0.02223	0.84175	4.8671	0	0.01188	0	0.00369
Healthy	2.54985	0.36728	0.45244	0	0	0	0	0	0	0.22085	20.0078	0	27.1605	0.12992	1.72718	0.55029	1.21596	2.54985	0.45244	0
Healthy	0	0	0	0	0	0	0	0	0	0	0.86856	0	0	0.83585	0	0	0	0	0	0
Healthy	0.14263	0.06844	0.02753	0	0	0	0.13351	0	0	0	3.68432	2.92204	0	7.56611	0.1321	0	0	0.14263	0.02753	0.09378
Healthy	0	0.09177	0	0	0	0.14612	0	0	0	0	2.44274	0	0	0	1.24277	2.45195	0	0	0	0.63022
Healthy	0.1511	0.06962	0.1095	0	0	0	0	0	0	0	3.82103	0.76591	6.81986	1.98339	0.53251	0.01355	0.21112	0.1511	0.1095	0.07683
Healthy	0	0	0	0.00781	0	0.64429	0.09891	0	0	0	2.17056	0	1.47426	0	0.03158	0.38134	0.03176	0	0	0.02784
Healthy	0.06579	0	0	0	0	0	0	0	0	0	2.71593	0.72453	0.54528	0.08688	0.03383	0.37201	0	0.06579	0	0.52412
Healthy	0.11263	0.08386	0.02416	0.02778	0	0.13202	0	0	0	0	2.47474	0	2.03252	0	0.08791	0.11354	0.74854	0.11263	0.02416	0.20043
Healthy	0.51415	0.30885	0.37264	0	0	0.02372	0	0	0	0	1.88231	21.8014	0.07188	5.34508	0.03226	3.39605	0	0.51415	0.37264	0.06997
Healthy	0.23064	0.01933	0.13215	0	0	0	0	0	0	0	3.01888	5.98494	2.43968	0.81155	0.10676	1.04591	0	0.23064	0.13215	0.349
Healthy	0	0	0	0	0	0	0	0	0	0	5.84912	68.2424	0	0	0	0	0	0	0	0
Healthy	0.04383	0.14173	0	0.00557	0	0	0	0	0	0	3.33774	2.10214	0.89045	0.73976	0.09248	0.72264	0	0.04383	0	0.08345
Healthy	0.35329	0.27774	0.07823	0.00208	0.00122	0.00309	0.08882	0.01763	0.00414	0	12.037	4.16494	4.99371	0.2481	0.01235	0.37319	0.59238	0.35329	0.07823	0.03022
Healthy	0	0	0	0	0	0	0	0	0	0	0.07171	1.74982	0	0	0.0473	0.02153	0	0	0	0.01544
Healthy	0.60587	0.04004	0.19323	0	0	0.08401	0.07246	0.0207	0	0	10.3753	4.24965	3.99589	3.42816	0.19432	0.43994	0.07111	0.60587	0.19323	0.02777
Healthy	0.56647	0.03315	0.43504	0	0	0	0	0	0	0.00451	0.74206	2.72953	4.31238	5.23539	1.23055	0.94566	0	0.56647	0.43504	0.04348
Healthy	0.33394	0.02304	0.38271	0.0017	0	0.04035	0.05093	0	0	0	2.8195	20.941	0.75387	1.74371	0.61975	1.1891	0.43663	0.33394	0.38271	0.07033
Healthy	0.03113	0.32553	0	0	0	0	0	0	0	0.03561	4.38518	1.48606	1.78843	0.91471	0.13863	0.02274	0	0.03113	0	0.07427
Healthy	0.42918	0	0.12438	0.06253	0.0069	0	0.02508	0	0	0	4.73024	17.5341	0.01163	1.21807	0.92876	1.73631	0.52109	0.42918	0.12438	0.25416
Healthy	0.22827	0	0.37601	0	0	0	0	0	0	0	1.60387	5.14422	3.4248	0.59782	0.50541	0.68081	0	0.22827	0.37601	0.08516
Healthy	0.22072	0	0.0643	0	0	0	0	0	0	0	1.00684	1.56298	1.48462	0.7862	0.09302	0.50755	0.00539	0.22072	0.0643	0.01018
Healthy	0.11879	0.11943	0.06203	0.05188	0	0.00841	0.29366	0.02024	0.06995	0	2.60568	0	0.92688	0	0.0311	2.92509	2.6665	0.11879	0.06203	0.00719
Healthy	0.13977	0	0	0.11701	0	0.03254	0	0.16385	0.01827	0	0.11595	0	1.99102	0	0.69556	0.0707	1.31779	0.13977	0	0.06234
Healthy	0.13089	0	0.08211	0.00218	0	0.90885	0	0	0	0	6.41316	0.98414	0	0.40207	0.22041	0.09132	0.04025	0.13089	0.08211	0.0259
Healthy	0.20241	1.56746	0.13843	0	0	0	0	0	0	0	3.88939	3.33552	0	0.93304	0.69611	0.11107	0.12091	0.20241	0.13843	0.17013
Healthy	1.48685	0.66777	0.8769	0.02432	0	1.03316	0.11938	0.02117	0	0.03088	11.0099	1.45028	4.38688	8.50161	0.51034	1.48272	0	1.48685	0.8769	0.09055
Healthy	0.65772	0.3917	0.62553	0.02879	0.00266	0.01237	0.01051	0	0	0	7.47698	5.16351	7.62291	5.15107	1.00275	1.43878	0.26266	0.65772	0.62553	0.11483
Healthy	0.11548	0.19158	0.1351	0	0	0	0.00776	0	0	0	6.71395	0.83098	0	0.56593	0.11815	0.08296	0.06391	0.11548	0.1351	0
Healthy	0.28038	0.18325	0.71844	0.04388	0	0.09336	0.18069	0.01387	0.00087	0	11.1243	16.4459	7.9312	8.81414	0.70531	1.56976	0	0.28038	0.71844	0.08221
Healthy	0.08895	0.34729	0.10959	0	0	0	0	0	0	0.05115	3.80957	5.08495	0.434	2.96514	0.5351	0.01838	0.10602	0.08895	0.10959	0.03703
Healthy	0.17709	0	0.00321	0.02267	0	0.02781	0.04102	0	0	0	2.46149	4.78723	6.65887	0.23944	0.57701	0.12508	0	0.17709	0.00321	0.04348
Healthy	0.17628	0	0	0	0	0	0	0	0	0	1.93097	3.52309	0.03698	0.01335	0	1.90811	0	0.17628	0	0
Healthy	0.1324	0.08211	0.04132	0	0	0	0	0	0	0.07786	4.21101	26.49	0.01799	1.66879	0.56024	0.00306	0.0029	0.1324	0.04132	0
Healthy	0	0	0	0	0	0.16526	0	0	0	0	2.37137	0	0.80933	0.11396	0.13552	0.6449	0.1261	0	0	0.308
Healthy	0.15549	0.00526	0.13184	0	0	0.04013	0	0	0	0	3.0645	6.58229	0.8473	5.40993	0.6039	0.8111	0.24638	0.15549	0.13184	0.19383
Healthy	1.61213	0.8535	2.14502	0.52628	0	0	0	0	0	0	17.9938	3.16088	16.6394	4.62953	3.0499	2.29031	1.21051	1.61213	2.14502	0
Healthy	0.05367	0.43095	0	0	0	0	0	0	0	0	4.84339	0.74379	0	3.17356	0.65666	0	0.02509	0.05367	0	0.04566
Healthy	0.38599	0.23069	0.17167	0.02318	0	0.07793	0.2894	0.09072	0.0052	0	2.16858	3.27579	1.26449	0.56463	0.00388	0.9056	1.35987	0.38599	0.17167	0.18304
Healthy	0.17192	0.00191	0.15199	0	0	0	0.0399	0	0	0	4.81766	9.79621	3.2217	1.27217	0.57207	0.51812	0.34311	0.17192	0.15199	0.12661
Healthy	10.946	4.45262	7.42205	0	0	0	0	0	0	0	10.3911	5.30295	0.66312	0.20056	4.13206	0.40363	2.10498	10.946	7.42205	0
Healthy	0	0	0	0	0	0.6945	0.08275	0	0	0	2.0869	0	1.35876	0	0.39337	0.39675	0.06188	0	0	0.03119
Healthy	0.04795	0.01432	0.04134	0.02979	0	0	0	0	0	0	3.88483	2.08818	0	0.06586	0.01404	0.11697	0	0.04795	0.04134	0
Healthy	0.17976	0.01773	0.17537	0	0	0	0.13587	0.019	0	0	11.9531	6.08774	0	9.25698	0.25562	0.29471	1.08668	0.17976	0.17537	0.03463
Healthy	0.27917	0.01997	0.228	0	0	0	0	0	0	0	0.38024	43.7325	0	0.51723	0.24559	0.03597	0	0.27917	0.228	0.04499
Healthy	2.00881	0.37943	1.1403	0	0	0.04805	0	0	0	0	16.3468	12.0239	6.13945	4.55939	0.85549	1.77449	1.80325	2.00881	1.1403	0
Healthy	0.12944	0.08935	0.02354	0.00627	4.98721	0.05085	0	0	0	0	1.24285	1.19801	1.83561	1.19539	0.19452	0	0.01862	0.12944	0.02354	0.31775
Healthy	0.00382	0	0	0	0	0	0	0	0	0	1.85459	2.10151	0	0.5766	1.61304	0.49546	0.58449	0.00382	0	0.14007
Healthy	0	2.60608	0	0	0	0	0	0	0	0	0.92995	0	1.86635	0	1.05214	0	0	0	0	0
Healthy	0.27309	0.00661	0.16216	0.0124	0.47921	0.05784	0	0	0	0	13.9071	33.7585	0.72469	4.3346	2.34157	0.28666	0.05074	0.27309	0.16216	0.16955
Healthy	0.15712	0.87776	0	0	0	0	0	0	0	0	6.17688	12.5571	0.82341	5.70805	0	0	0.10742	0.15712	0	0
Healthy	0.02483	0.00317	0	0	0	0.33726	0	0	0	0	4.17801	0.65605	0	0.62619	0.04519	0.15126	0.23506	0.02483	0	0.58605
Healthy	0.17699	0.17678	0.0987	0.00303	0	0.0007	0.01832	0	0	0	0.60622	15.0228	2.25946	5.07766	0.16532	0.06838	0	0.17699	0.0987	0.2302
Healthy	0.19419	0	0.0829	0.29707	0	0.52929	0	0	0	0	1.83792	1.53069	0	0.9558	0.4794	0.05462	0	0.19419	0.0829	1.80978
Healthy	0	0	0	0	0	0	0	0	0	0	0.63072	2.83274	0.57861	0.21988	0.88561	0	0	0	0	0
Healthy	0.03584	0	0.09188	0.11423	0.12763	0	0	0	0	0	0	0	0	0.00791	0.09043	0.28044	0	0.03584	0.09188	0.33015
Healthy	0.08093	0.00396	0	0	0	0	0.02499	0	0	0	4.7763	2.05175	0.6431	0.82594	0.24085	0.00535	0.20445	0.08093	0	0.15407
Healthy	0.23606	0.27112	0	0	0	0	0	0	0	0	4.89613	8.04579	1.64954	3.62674	0.08128	0.21822	0.2881	0.23606	0	0
Healthy	0.35319	0	0.16476	0	0	0	0.08534	0.10111	0	0	10.053	24.1748	4.13164	5.7686	1.16325	1.60594	0.25558	0.35319	0.16476	0.01822
Healthy	0	0	0	0	0	0.13059	0	0	0	0	2.26004	0	0.80134	0.12362	0.16949	0.6075	0.16083	0	0	0.2877
Healthy	0.14472	0.09454	0.0439	0	0	0.02823	0	0	0	0	2.22624	0.76949	4.78444	2.5204	0.50984	0.18776	0.45095	0.14472	0.0439	1.03394
Healthy	0.0864	0	0.40366	0.23297	0.41633	0	0	0	0	0	14.1124	4.68153	10.3071	25.6536	0.03783	0.05651	0.09204	0.0864	0.40366	0.25817
Healthy	0.17555	0	0	0	0	0	0	0	0	0	0	1.73157	10.9391	0	0.08433	2.35291	0	0.17555	0	0
Healthy	0	0	0	0	0	0	0.071	0	0	0	3.61684	2.20296	0.13739	1.57288	0.50223	0	0.06604	0	0	0
Healthy	0	0	0.0231	0.03309	0	0.19041	0	0	0	0	1.73577	0.8732	0	0	0.33265	0.00824	0	0	0.0231	0.00443
Healthy	0.01328	0	0.00515	0	0	0	0	0	0	0	1.69782	1.39773	1.19812	1.43694	0.27919	0.04681	0.51228	0.01328	0.00515	0
Healthy	0.97854	3.55343	0.4405	0.00143	0	0.04832	0.21001	0.17871	0.03804	0	10.5205	3.72888	3.44129	14.03883	0.00556	1.74052	0.84728	0.97854	0.4405	0.02623
Healthy	0.33775	0.02207	0.43274	0	0	0	0.02922	0	0	0	4.83697	10.0732	0.00843	14.88392	0.81899	0.03666	0.23723	0.33775	0.43274	0.01886
Healthy	0.36305	0.04988	0	0	0	0	0.00709	0	0	0	4.78212	7.24578	3.06533	2.94099	0.33845	0.27482	0.06452	0.36305	0	0
Healthy	0.09209	0.20831	0.03308	0	0	0	0	0	0	0	3.4683	6.17816	0	4.47939	0.33886	0	0	0.09209	0.03308	0.07559
Healthy	0.00107	0	0	0.00875	0.01286	0.19836	0	0	0	0	3.09314	0.00159	0	0	0.05815	0.26475	0.04954	0.00107	0	0.19913
Healthy	0.02603	0.03471	0.18978	0.26057	0	0.37831	0	0	0	0	0.78309	0.03111	0	0.01322	2.46986	0.49453	2.31551	0.02603	0.18978	0
Healthy	0.09936	0.0334	0	0	0	0	0	0	0	0	0.55445	3.17873	0	2.68584	0.10943	0.03827	0	0.09936	0	0
Healthy	0.85012	0.18472	0.64873	0	0	0.01185	0	0	0	0	3.19101	0.44847	5.46414	1.83128	0.0322	2.15543	0.27622	0.85012	0.64873	0.01668
Healthy	0	0	0	0.00528	0	1.11011	0.1381	0	0	0	4.29912	0	1.14158	0	0.20794	0.56226	0	0	0	0.0548
Healthy	0.11846	0	0.15567	0	0.01873	0.01039	0	0	0	0	4.70375	2.36821	4.16286	0.42601	0.21747	0.77396	0.02411	0.11846	0.15567	0.07177
Healthy	0.07617	0.45064	0	0	0	0	0	0	0	0	4.76349	0.72277	0	3.12961	0.38247	0	0.04917	0.07617	0	0.02105
Healthy	1.07145	0.1529	0.30986	0	0	0	0	0	0	0	25.8233	11.3784	9.59689	4.2361	0.5504	2.25697	0.10263	1.07145	0.30986	0
Healthy	0.04104	0	0	0	0	0.03847	0	0.01951	0	0	0.41346	0.26116	0.5331	0	0.00744	0.28773	0.64819	0.04104	0	0.19114
Healthy	0.19558	0	0.41366	0	0	0	0	0	0	0	9.02234	4.96879	0	0.54986	3.837	0.12204	1.90188	0.19558	0.41366	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.75766	1.85301	0.11494	0	0	1.52891	0	0	0	0
Healthy	0	0	0	0	0	0	0.05886	0	0	0	7.37991	0.25727	0.57758	0.34594	0.82782	0.14951	0.02511	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	5.86005	2.34553	0	0	0	0	0	0	0
Healthy	0.19088	0	0.01069	0.03583	0	0.00312	0	0	0	0	1.1435	5.07338	6.92887	0.24663	0.60094	0.10203	0	0.19088	0.01069	0.00757
Healthy	0	0	0	0	0	0	0	0	0	0	1.65135	0	1.31791	0.32065	0.30832	0.19807	0	0	0	0.02935
Healthy	0.34607	0	0.08462	0	0	0	0	0	0	0.05471	7.8147	2.10312	0	0.45413	0	0.61621	0.47577	0.34607	0.08462	0
Healthy	1.59182	4.93871	0.25982	0.03083	0	0.29582	0.08199	0	0	0.05145	0.99081	1.26866	25.4048	0.12655	0.63146	0.2015	0.82614	1.59182	0.25982	0.00453
Healthy	0.01225	0	0.03028	0	0	0	0.02655	0	0	0	1.34327	5.11944	0	8.26467	0.01774	0.00775	0.19859	0.01225	0.03028	0.0534
D008545	0	0.05531	0	19.41957	0.8818	0	0.76281	0.11945	0	0	2.31173	0	0	0.44138	0.14938	6.11522	9.55126	0	0	0
Healthy	0.06034	0	0.07494	0	0	0	0	0	0	0	3.49777	1.12751	0.23332	6.18308	0.1164	0	0.04907	0.06034	0.07494	0.16747
Healthy	0.52659	0	0.22343	0	0	0	0	0	0	0	5.5467	12.3684	3.65226	3.25492	0.1638	0.56861	0.15957	0.52659	0.22343	0.05698
Healthy	0.44666	0.06142	0.13906	0	0	0.01555	0.01291	0	0	0	4.29655	3.66466	0.00228	2.40709	1.36706	0.43937	0.39704	0.44666	0.13906	0.00706
D008545	2.01388	0.02375	0.57822	0.00335	0	0.00487	0.14755	0	0.00094	0.00088	9.87591	4.3768	0.01012	2.52455	0.76427	0.33059	0.72057	2.01388	0.57822	0.03277
Healthy	0.26691	0.03581	0.16788	0	0	0.00754	0.21535	0.02237	0	0	3.58916	0.68982	0.14663	0.83774	0.00522	0.9022	1.00861	0.26691	0.16788	0.00324
Healthy	0.08202	0.07486	0.01794	0.04591	0	0.14437	0	0	0	0	2.38155	0	1.96721	0	0.12152	0.10955	0.71707	0.08202	0.01794	0.20912
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	27.428	48.6163	0	0	0	0	0
Healthy	0.19873	0.00642	0	0.00512	0.86659	0	0	0.0099	0.00992	0	0.02006	0	0.02693	10.02762	0.53861	2.97462	0	0.19873	0	0.01476
Healthy	0.65583	0.00464	0.62671	0	0	0	0	0	0	0	0.23092	2.36671	5.93273	0.55231	1.17737	0.19589	0	0.65583	0.62671	0
Healthy	0.0508	0.10861	0.10822	0	0	0	0	0	0	0	17.4987	0.02696	0.80139	0.40318	0.67769	0.02424	0	0.0508	0.10822	0.07871
Healthy	2.10944	0.25786	1.2426	0	0	0.03122	0.27862	0.03336	0.00223	0.61859	0.80797	9.70519	31.3138	0.75195	0.09996	3.45432	0	2.10944	1.2426	0
Healthy	0.04978	0.01188	0.06035	0	0	0	0.06744	0	0	0	3.59525	0.53795	0.32924	2.6487	0.00538	0	0.08808	0.04978	0.06035	0.1273
Healthy	0.97151	0	0.94239	0	0	0	0	0	0	0	18.7677	0.28947	0	3.1807	2.43794	3.07134	4.43335	0.97151	0.94239	0
Healthy	0.26865	0.00705	0.19708	0	0	0	0	0	0	0.04256	0.43431	6.39587	5.58772	1.80827	0.44931	1.85715	0	0.26865	0.19708	0
Healthy	0	0.02324	0	0.0162	0	0	0	0	0.00107	0	0.00162	0	0	0	0.24765	0.51054	1.94511	0	0	0
Healthy	0	0	0.00218	0.04636	0	0.15842	0	0	0	0	1.60608	0.8361	0	0	0.16015	0.01563	0	0	0.00218	0.02791
Healthy	0.10494	0.03822	0.2494	0	0	0	0	0	0	0	0.40739	18.0114	0	0.99755	0.26059	0.58379	0.08364	0.10494	0.2494	0.00341
Healthy	0.12434	0	0	0	0	0	0	0	0	0	17.7612	6.64108	2.66024	7.00785	0.65706	0.05531	0	0.12434	0	0
Healthy	0.00225	0	0.05629	0	0	0.0405	0.08299	0.03179	0	0	8.30901	3.05353	0.07661	2.8215	1.3178	0	0.06428	0.00225	0.05629	0
Healthy	0.52792	5.45463	0	0	0	0	0	0	0	0	25.6175	2.45722	0	1.97298	0.30259	0.2822	0	0.52792	0	0
Healthy	0.0467	0.05352	0	0	0	0	0.19568	0	0	0	7.63611	0.61341	0.27763	0.65695	0.06565	0.13439	0.08993	0.0467	0	0
Healthy	0.01693	0.00438	0.00172	0	0	0	0	0	0	0	1.72872	1.49448	1.18423	1.47065	0.12393	0.04607	0.50491	0.01693	0.00172	0
Healthy	1.20918	1.5188	0.27611	0.00588	0	0.0253	0.23768	0	0.00809	0	11.7769	0.05206	5.73724	7.31343	1.82267	0.72072	0.97507	1.20918	0.27611	0.0793
Healthy	0.04165	0.01091	0	0	0	0	0	0	0	0	2.35612	3.26911	1.06802	1.04298	0	0.03889	0	0.04165	0	0.01499
Healthy	0.22406	3.59735	0.31468	0	0.08893	0	0	0	0	0	0	8.3478	3.73209	0.68376	0.01381	0.18947	0	0.22406	0.31468	0
Healthy	0.27479	0.65103	0.98044	0.02193	0.44688	0.01674	0.10095	0.07901	0	0	3.7866	7.63225	2.26239	3.59082	0.26212	1.17335	0.10153	0.27479	0.98044	0.05457
Healthy	1.10572	0.00938	0.34718	0	0	0	0	0	0	0	16.5615	2.06743	0.19981	0.04486	1.97136	0.12421	0.19707	1.10572	0.34718	0.00551
Healthy	0	0	0	0	0	0	0.08351	0	0	0	2.79839	2.24629	0.17888	1.43895	0.52464	0	0.03597	0	0	0
Healthy	0.1415	0.04397	0.04092	0	0	0	0.02239	0	0	0	4.0359	5.07684	0.60929	2.05381	0.1095	0.31616	0.33245	0.1415	0.04092	0.12766
Healthy	2.39639	0	0.92784	0.62672	0	0	0	0	0	0	7.02764	15.6826	3.5281	0.13683	0.66879	0.16	2.47695	2.39639	0.92784	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	9.24888	0	0	0	0	0	0
Healthy	0.11125	2.25199	0.06855	0	0	0	0	0	0	0	6.64714	0.06495	2.0723	0.51177	0.01922	0.07123	0	0.11125	0.06855	0
Healthy	0.06908	0.02754	0.0212	0	0	0	0	0	0	0	4.06394	0	2.04145	0.26297	0.23139	0.01083	0	0.06908	0.0212	0
Healthy	0.0636	0	0	0	0	0	0	0	0	0	3.36887	1.31131	0.00353	2.59695	2.19943	0.02063	0	0.0636	0	0.10024
Healthy	0.29038	0.02264	0.11196	0.01769	0	0.00568	0	0	0	0	0.78112	0.97537	4.64948	0.46441	0.13568	0.96385	0.05744	0.29038	0.11196	0.12098
Healthy	3.92601	0	2.98562	0	0	0	0	0	0	0	13.9693	2.98876	1.24484	0.08775	2.45937	0.32727	3.16693	3.92601	2.98562	0
Healthy	0.44228	0	0.73071	0	0	0	0	0	0	0	2.70049	6.60374	6.62134	1.29704	0.93634	1.14517	0	0.44228	0.73071	0
Healthy	0	0	0	0	0	0	0.05768	0	0	0	3.368	2.97352	0.21589	0.99692	2.09705	0	0.05281	0	0	0
Healthy	0	0	0	0	0	0.12014	0	0	0	0	0.33773	0	0	0	0	0.00966	0.06081	0	0	0.08153
Healthy	0.3463	0.50576	0.8645	0.03563	0.00493	0.46459	0.096	0	0	0	1.65814	5.21003	5.68242	8.50054	2.08485	2.63867	1.88037	0.3463	0.8645	0.00402
Healthy	0.21441	0	0.11982	0	0	0	0	0	0	0	0.3964	6.49238	1.57552	0.97105	0.48238	0.41051	0	0.21441	0.11982	0
Healthy	0.28234	0	0.24774	0	0	0.06342	0.02329	0	0	0	0.76078	7.52053	0	4.76659	0.01296	0.58359	0.2341	0.28234	0.24774	0.04539
Healthy	0.5596	0.01962	0.06051	0.04555	0.31157	0.00233	0.02177	0	0	0.00205	1.85603	0.80016	0	0.66052	0.0266	0.87938	0	0.5596	0.06051	0.05208
Healthy	0.14915	0.20013	0.19359	0.01196	0	0	0	0	0	0	4.40718	14.0417	8.81265	3.32974	0.26985	0.15072	0.60156	0.14915	0.19359	0.02122
Healthy	0.07002	0	0.07927	0	0	0	0.02825	0	0	0	4.18148	5.45303	0.76696	1.75312	0.10377	0	0.51592	0.07002	0.07927	0.21708
Healthy	0	0.0135	0	0.00052	0	0	0	0	0.01197	0	0	0	0	0	0.05948	0.0104	0	0	0	0.00469
Healthy	0.02035	0.57766	0	0	0	0	0	0	0	0	4.59389	0.74267	0	3.16826	0.58771	0	0.04976	0.02035	0	0.03627
Healthy	0.03159	0.06916	0.01701	0	0	0	0	0	0	0	4.47197	0.30363	0	0.92538	0.00824	0.03834	0.03478	0.03159	0.01701	0.07248
Healthy	1.9417	5.65207	0.53875	0	0	0	0	0	0	0	1.24839	4.12252	4.22785	15.01231	0.21469	2.21584	0	1.9417	0.53875	0
Healthy	0.1578	0	0	0	0	0	0	0	0	0	4.20721	23.215	3.42082	5.95668	0.1218	0.21697	0.11357	0.1578	0	0
Healthy	1.61201	4.22231	0.62975	0	0	0.00657	0	0.00428	0	0.034	2.27898	0.14291	22.0613	8.2882	0.03402	0.23989	3.93227	1.61201	0.62975	0
Healthy	0.14277	0.32549	0.10428	0	0	0	0	0	0	0.04469	3.74896	5.42796	0.44518	2.99918	0.64108	0.01695	0.09911	0.14277	0.10428	0.048
Healthy	0.45797	0.42998	0.02044	0.98681	0.06245	0.0419	0.12742	0.00095	0.00945	0	1.34125	0	0	1.20639	0.03696	0.98955	0	0.45797	0.02044	1.25346
Healthy	0.08256	0	0.01949	0	0	0	0.05707	0	0	0	2.4505	11.9714	1.46077	0.89484	0.1201	0.41284	0.72749	0.08256	0.01949	0
Healthy	1.53419	0.81377	0	0	0	0	0	0	0	0	0.18091	38.9254	25.3458	0	3.78048	0	0	1.53419	0	0
Healthy	1.33883	2.27089	1.19986	0.01438	0	0	0	0	0.05986	0	14.8059	11.4785	17.7746	5.8409	1.98295	0.70954	0	1.33883	1.19986	0.10424
Healthy	0.48358	0	0.13264	0	0	0	0	0	0	0	1.3428	3.43795	0.67196	1.17753	0.00717	1.04568	0.10103	0.48358	0.13264	0
Healthy	0.10095	1.33874	0.04169	0.00177	0.00092	1.37441	0	0.09606	0.01242	0	7.31153	3.64061	0	5.67576	0.06567	1.38163	0	0.10095	0.04169	0.41078
Healthy	0.09467	0.16507	0.17513	0.04045	0	0.13	0	0	0	0	1.00916	1.69738	1.97389	0.87923	1.60657	0.45884	0.74484	0.09467	0.17513	0.01683
Healthy	0.57061	2.9345	1.98257	0.03437	0	0.01296	0.01775	0	0.00062	0	3.26264	6.67631	5.01607	2.67651	1.218	2.38461	3.27875	0.57061	1.98257	0.2531
Healthy	0.04873	0.13567	0	0	0	0	0	0	0	0	3.26274	2.07018	0.95273	0.71895	0.05384	0.71188	0	0.04873	0	0.0704
Healthy	0.10002	0	0	0	0	0	0	0	0	0	14.8954	2.46061	0.77399	0.13285	0	0	1.25973	0.10002	0	0
Healthy	0.49368	0	0.39552	0	0	0	0	0	0	0	0.16086	0	3.51893	1.93139	0.39496	0.773	0	0.49368	0.39552	0
Healthy	0.17688	0	0.50416	0	0	0	0.08767	0	0	0	3.17093	3.15686	0	0.83402	1.97253	0.07912	1.63617	0.17688	0.50416	0
