group	Prevotella	Faecalibacterium	Phytobacter	Ruminococcus_B	Parasutterella	Ruminococcus_C	Bilophila	Faecalimonas	Pseudodesulfovibrio	Rothia	Bacteroides	Mediterraneibacter	Streptococcus	Anaerobutyricum	Blautia_A	Anaerostipes	Flavonifractor	Alistipes_A	Coprococcus_A	Adlercreutzia
Healthy	0	4.77623	0	0	0	0	0	0	0	0	3.16411	2.31087	4.32196	2.1154	2.13482	0.54572	0.00993	0	0.29498	0.01819
Healthy	14.83932	7.47847	0	0	0	0	0	0	0	0	0	0.56684	0.01956	0	0.52254	0	0	0	0.7153	0
Healthy	0	6.91828	0	0.01352	0	0	0	0	0	0	48.88699	0.04957	0.12891	0.26358	0.02817	0.18855	0.02428	0	0	0.00027
Healthy	0	9.1405	0.67827	1.5158	0.00639	0	0.02071	0.54622	0.0057	0	24.48966	0.02493	1.47785	1.03976	0.04616	0.96575	0.10078	0.07118	0	0
Healthy	32.50907	1.31386	0	0	0	0	1.27757	0	0	0	13.42855	0.29986	0.09496	0	0.05048	0	0.07383	1.94184	0	0
Healthy	0	4.32039	0.17098	0	0.01462	0.00957	0	0	0.18797	0	21.46288	0.2036	0.01765	0.01904	0.09785	0	0.12967	0.0205	0	0.03097
D006973	82.4263	2.7754	0	0	0.02163	0	0.00978	0	0	0	0.35065	0.0172	0	0	0.0005	0	0	0.05575	0	0
Healthy	0	0.00325	13.0925	0.71114	0	0	0.03791	0	0	0	16.20848	0.0704	0.17418	0	0	0	0	0	0	0
Healthy	6.56121	3.7764	0	0	0.00061	0.0079	0.00332	0	0	0	2.03089	1.03705	0.04287	0.50309	0.55069	0.14668	0.02238	0.00841	0.2542	0
Healthy	0	1.80062	0	0	0.25944	0	0.08042	0	0	0	45.57807	0.31214	0	0.05631	0.02999	0	0.09744	0.04275	0	0
Healthy	0	4.93352	0	0	0	0	0	0	0	0	25.32449	0.916	0.17328	0.37185	0.18847	0.08074	0.07124	0	0.06375	0
D006973	14.39162	16.1384	0.02922	0.07372	0	0	0	0	0	0	0.02279	0.0963	0	0	0	0	0.00446	0	0	0
Healthy	0	0.09463	10.2369	0	0.01441	0	0.07364	0	0.67174	0	8.44081	0.01043	0.01199	0	0.14762	0	0.08211	0	0	0
Healthy	0	5.06081	0	0	0.09704	0	0	0	0	0	19.1748	0.11758	0.15003	0.98436	0.15755	0.96101	0	0	0.11424	0
Healthy	0	5.5839	0.03477	0	0.00795	0	0.03635	0	0	0	28.93354	0.09408	0	0.05107	0.41631	0.32203	0.05614	0.0609	0	0.09714
Healthy	0	2.01428	0.03077	0	0.01255	0	0.1361	0	0	0	16.25691	0.07723	0	0	0	0	0.02386	0.06601	0	0.08142
Healthy	20.84463	16.2324	0	0	0	0.02921	0	0	0	0	0	1.02132	0.03805	2.02304	3.34298	0.24474	0	0	0.60106	0
Healthy	0.03077	1.13587	0.92181	0	0.03103	0.15306	0	0	0	0	30.6999	0.07304	0.03649	0.01623	0.0513	0	0.1633	0.31715	0	0
Healthy	0	0.83765	1.65574	0.53712	0	0.00657	0	0	0	0	0.08487	0.10085	0.25205	4.96738	2.12422	0.38617	0	0	0.42061	0.2604
Healthy	0	0.07607	1.26381	0.32487	0	0	0	0	0	0	57.31232	0.3712	0	0	0	0	0.00303	0	0	0
Healthy	0	1.77624	0	0	0	0	0	0	0	0	31.99732	2.70361	0	0	0	0	0	0	0	0
Healthy	0	4.201	0.0879	0	0.04127	0	0.18111	0	0	0	12.40076	0.3626	0	0	0	0	0.03781	0.03521	0	0.17736
Healthy	0	1.9645	0	1.62473	0.12978	0	0	0	0	0	29.89545	0.19338	0	0.01436	0.15926	0	0.03965	0.13158	0	0
Healthy	0	2.00868	0	0	0	0	0	0	0	0	17.21751	0.30131	0.51762	0.70634	0.39422	0.7839	0	0	0	0
Healthy	0	1.483	1.94387	0.3147	0	0	0	0	0	0	0.0597	0.3177	0	5.31476	3.34958	0.09473	0	0	0.62189	0.78727
Healthy	7.06356	3.31365	5.63484	0	0.00461	0	0.00509	0	0.16669	0	9.05662	1.70778	0.21766	0	0	0	0.70964	0.00596	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	23.9463	0.01714	0	0.00686	1.54446	0.02644	0	0.00763	0.00048	3.19929	0.43272	0	0.1191	0.25175	0	0.15626	0	0	0.39869
Healthy	0	2.57804	0.21806	0	0.08504	0	0.12261	0	0	0	70.53314	1.16077	0.08829	0	0	0	0.56362	0.04134	0	0
D006973	2.12945	34.9772	0.04223	0	0.42093	0.14594	0.02986	0	0.15296	0	8.44023	0.02827	0	0	0.05042	0	0.05577	0.00531	0.01187	0
Healthy	0	0.10262	1.1848	0.31513	0	0	0	0	0	0	56.86802	0.38652	0	0	0	0	0	0	0	0
Healthy	0.13154	0.0324	3.52983	1.66408	0	0	0.261	0.08583	0	0	5.92285	0.01215	0.05537	0	0.00278	0.04289	0.08329	0	0	0
Healthy	0	4.10722	0	0	0.00538	0	0	0	0	0	20.91154	0.52362	0	0	0.03651	0	0	0	0.00271	0.11447
Healthy	0	1.53287	0	0	0	0	0	0	0	0	25.6735	5.58056	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	48.7645	0	0	0	0	0	0	0	0	0
Healthy	0	2.48083	0.2122	0	0.11415	0	0.08961	0	0	0	70.95738	1.07911	0.07448	0	0	0	0.54138	0.03677	0	0
Healthy	2.11199	4.69586	0.04396	0	0.01904	0.01576	0.02262	0	0	0	19.69788	0.06439	0.04463	1.3767	0.48582	0.15001	0.006	0.52753	0.23447	0.1854
Healthy	0	3.07692	0	0	0	0.0308	0	0	0	0	6.32849	0.28814	0.05219	0.06877	0.15676	0.02368	0.10315	0	0.03192	0
Healthy	0	1.57562	0	0.11397	0.21762	0	0	0	0	0	20.47117	0.07356	0	0	0.05463	0	0.02267	0.22517	0	0
Healthy	0	6.4459	0	0	0	0	0	0	0	0	3.29332	5.27254	0.32147	0.27987	0.41306	0.17632	0	0	0.54057	0
Healthy	0	2.073	0	0	0.03386	0	0.09187	0	0	0	33.46614	0.44849	0	0	0	0	0	0.10382	0	0
Healthy	0	6.00606	0.0066	0.003	0.05427	0	0.05129	0	0	0.00276	28.82007	0.02607	4.6689	0.89364	0.80219	0.57876	0.05178	0.10592	0.18578	0.12389
Healthy	61.8385	2.72737	0	0	0	0	0	0	0	0	10.11591	0.58019	0	0.03575	0.06233	1.34789	0	0	0.07733	0
Healthy	0	3.72487	0.11105	0	0.01996	0	0	0	0	0	5.19524	0.27842	0.10553	3.75469	1.01769	0.96676	0	0.01967	0	0.01278
Healthy	0	1.96463	0	0	0	0	0	0	0	0	31.63188	1.47593	0.27096	0.61172	0.30078	0.10687	0	0	0.04038	0
Healthy	0	5.46963	0.00323	0.00588	0	0	0	0	0	0	10.47317	0.03949	0.04228	0.06253	0.09306	0.18831	0.02587	0	0	0.01363
Healthy	4.23389	4.38497	0.242	0.0026	0	0.20667	0.00031	0	0	0	2.57407	0.02769	0.02337	0.86728	0.1947	0.03676	0.03409	0	0.27117	0
Healthy	0	27.8179	0	0	0	0.42731	0	0	0	0	1.90251	0	0	0	0	0	0	0	0	0.08635
Healthy	0	13.5037	0	0.03488	0	0	0.00601	0	0	0	2.52952	1.39833	0.09439	0.58542	0.27572	0.0682	0.02535	0	0.30009	0.49265
Healthy	0	3.94646	0	0	0.39317	0	0	0	0	0	24.40203	0.00541	0	0.02702	0.11422	0	0.14042	0.08021	0	0.00588
Healthy	3.74084	2.25041	0.06496	0	0	0	0.03399	0	0	0	15.52343	1.96009	0	0.31824	0.12871	0.37086	0.02232	1.93487	0.11501	0
Healthy	0	2.3338	0.05838	0	0.17986	0	0.05212	0	0	0	37.1947	0.04789	0.00187	0.06891	0.0242	0	0.02982	0.03908	0	0
Healthy	0.21208	10.2082	0.01446	0.00175	0.00804	0	0	0	0	0	53.34192	0.75777	0	0.39489	0.01403	0.44464	0.12496	0	0	0
Healthy	8.03464	3.34144	0	0	0	0	0	0	0	0	21.03267	0.09752	0	0.26009	0.32501	0.18826	0	0	0.02863	0
Healthy	0	2.42954	0.38205	0	0.09231	0	0.10488	0	0	0	70.90591	0.79941	0.05378	0	0	0	0.56171	0.03753	0	0
Healthy	0	0.68694	2.79433	0.00351	0	0.01972	0.01751	0.77697	0.00319	0	17.50096	0.34593	0.56144	1.47445	0.40683	0.18124	0.0642	0.50084	0.20151	0.15845
Healthy	0	0.54869	4.81685	0	0.04909	0.00907	0.0225	0.23208	0	0	9.26909	0.51508	0.41582	0.59096	0.27579	0.05171	0.02959	0.04577	0	0.01452
Healthy	37.9305	1.9689	0	0	0	0	0	0	0	0	5.79631	0.45886	0.04231	0.05046	0.02978	0	0.01499	0.12812	0.01636	0
Healthy	0	3.26961	2.6428	0	0	0	0	0.88556	0	0	7.20009	1.50416	15.18573	1.9119	4.70618	0	0	0	0.27076	0
Healthy	0.51566	4.12315	0	0.0085	0	0	0.07035	0	0	0	6.96649	1.43552	0.04971	0.61327	0.4604	0.21707	0.01362	0	0.12279	0.0159
Healthy	6.73647	2.5158	2.89897	0	0	0	0.01486	0	0	0.00308	2.40136	0.27662	2.1438	0.92662	1.22352	0.09474	0.05272	0.6663	0.09706	0
Healthy	6.65361	20.0883	0	0	0	0.99449	0	0	0	0	0.44893	1.5344	0	0.94982	0.78914	0	0	0	0	0
Healthy	11.60555	0.85608	0	0	0	0.18238	0	0	0	0	1.18244	1.141	1.85376	0.57206	0.31509	0.3428	0.12216	0	0.09127	0
Healthy	0	2.32592	0.14805	0.05228	0.01544	0	0.11837	0	0	0	30.3849	0.01157	0.2353	0.20048	0.34211	0.04811	0.15781	0	0	0.29815
Healthy	8.38563	0.48993	2.66119	0	0	0.22908	0.01907	0	0	0.01772	3.59751	0.29657	21.41129	1.50317	0.47456	0.0129	0	0.04903	0.03861	0
Healthy	0	0.09959	0.71224	0.30374	0	0	0	0	0	0	57.24825	0.14233	0	0	0	0	0.01849	0	0	0
Healthy	0	5.05414	0	0	0	0	0	0	0	0.57277	14.85254	0.44407	8.05628	0.30395	9.82076	2.67951	0	0	0	1.7896
Healthy	0	0	0	0	0	0	0	0	0	0	25.4947	0	0	0.3035	0	0	0	0	0	0
Healthy	0.04011	8.20124	0.64204	0.17527	0.04607	0.08934	0	0	0.0131	0	5.36664	5.22084	0.70166	3.36147	2.5431	0.26278	0.05088	0	0.19076	0.04129
Healthy	0.05527	7.2338	0.90504	2.06644	0.0026	0	0	0.86715	0	0.00072	43.11174	1.75106	0.0646	0	0	0.21014	0.10534	0	0	0.05173
Healthy	0	3.28516	0.04132	0.00325	0	0.00332	0.03559	0	0.0898	0	12.62585	3.238	0.43402	0.34242	0.1096	0.04228	0.01411	0.03771	0.0354	0
Healthy	33.56139	11.6472	0.23325	0	0	0	0.06536	0	0	0	10.19466	0.86732	0.1245	0.28541	0.25395	0.02971	0.00426	0.24273	0.09442	0.05822
Healthy	0	8.0912	0.27732	0	0	0.07957	0	0	0.0316	0	9.64948	0.67502	0.50102	0.50277	0.3845	0.00566	0.05243	0	0.15592	0
Healthy	0.00728	0	0.82903	3.06005	0	0	0	0	0	0.00943	4.22101	0.21935	0.16109	0	0	0	0	0	0	0
Healthy	62.2519	5.43348	0	0	0	0.0392	0	0	0	0	3.31244	1.01349	0.06218	0.09396	0.33887	0.00376	0.003	0	0.08968	0
Healthy	0.00689	0.00477	0	0	0	0	0	0	0	0.00086	65.78514	0.0071	0.01847	0	0	0	0	0	0	0
Healthy	0.44372	0	11.877	0.00031	0	0	0	0	0	1.51571	0.22506	0	0.78107	0	0	0	0	0	0	0
Healthy	0.38512	2.73368	1.83665	0.02158	0	0	0	0.00112	0.0346	0.30448	11.6528	0.41316	9.45995	0.60342	9.00925	2.12542	0.06468	0	0.3622	0.61852
Healthy	0	3.60569	0	0	0.21506	0	0	0	0	0	27.65138	0.13204	0.06329	0	0.09503	0	0.09632	0.01219	0.00768	0.15264
Healthy	0	5.70388	0.37713	0	0	0.01438	0	0	0	0	10.84619	0.05775	0.55633	0.61601	0.60115	0	0.02425	0	0.18355	0
Healthy	0	9.59839	1.63938	0.00682	0	0.3028	0.12114	0	0	0.10894	9.349	1.70587	0.32385	2.53996	0.61347	0.61588	0	0.05262	0.42204	0.03866
Healthy	1.2852	3.47903	1.62939	0	0	0	0	0	0.14056	0	4.60151	0.55048	0	0	0.09172	0	0.23611	0	0.03792	0
Healthy	9.15031	19.4144	0	0	0	0	0	0	0	0	0.24453	0	0	1.4359	1.39439	0	0	0	0.05847	0
Healthy	0	3.05799	0.20979	0.21888	0.03825	0.03196	0.00136	0	0.0165	0	6.61006	2.15575	0.224	0.09211	0.53337	0.03441	0.04395	0.01031	0.16516	0
Healthy	0	0.70933	0	0	0	0	0.07112	0	0	0	11.15646	0.0036	0.01218	0	0	0	1.68676	0	0	0
Healthy	0	2.30526	0.58489	0	0.08963	0	0.13645	0	0	0	71.28627	1.41726	0.08399	0	0	0	0.57387	0.02602	0	0
Healthy	10.59029	2.3202	0	0	0	0	0	0	0.16394	0	7.3214	0.55774	0.09193	0.05078	0.14571	0	0.9009	0.01445	0.01932	0
Healthy	0.06042	4.58983	0.09809	0	0	0	0	0	0	0	13.04055	0.38391	0.65614	0.76261	0.23119	0.02929	0.0045	0.07354	0.03755	0.0222
Healthy	0	4.58308	0.01409	0.03604	0.04955	0	0.00122	0	0.00099	0	35.6284	2.07439	0.01329	0	0.00222	0	0.1022	0	0	0.16014
Healthy	0	4.36824	0.20655	1.33663	0	0	0	0.00611	0	0.02328	11.14032	0.15465	0.44653	0	4.08529	0.18098	0.05838	0	0	0.12528
Healthy	0.00103	4.20551	0.53174	0.00211	0.33703	0	0.077	0.01768	0	0	6.16017	0.00321	0.45275	0.25658	1.35716	1.01948	0.01104	0	0.03471	0.05251
Healthy	0	24.7067	0	8.54296	0	0	0	0.55539	0	0	0	0	0	0	0.21531	0	0	0	0.7252	0
Healthy	0	2.06233	0.11909	0.00287	0.22241	0	0.02485	0	0	0	51.07862	0.32751	0.29531	0.01267	0.03728	0	0.05457	0.38514	0	0
Healthy	0	3.52669	0	0	0.19453	0	0	0	0	0	23.35218	0.1619	0.09236	0	0.13935	0	0.11546	0.01824	0.02649	0.12014
Healthy	30.7571	1.07655	0.19934	0	0.28787	0.00423	0	0	0.05744	0	11.6026	0.1131	0.0039	0.15248	0.04337	0.06946	0.02886	0.14254	0.02819	0
Healthy	0	0.0012	69.1835	0	0	0	0	0	0	0.45284	0.30182	0.00446	1.44299	0	0	0	0	0	0	0
Healthy	0	5.11406	0	0	0.02341	0	0	0	0	0	8.11841	0.16218	0.15754	1.14977	0.3541	0.40345	0.00261	0	0	0.01112
Healthy	0	3.73129	0	0	0	0.21085	0	0	0	0	2.22646	0.38072	0	0.10757	0.22999	0.09828	0	0	0	0
Healthy	0	1.44884	2.25559	0.37416	0	0	0	0.69453	0	0	47.28328	0.89041	0.01282	0	0.00186	0.58711	0.32405	0	0	0
Healthy	0.99024	6.07949	2.10036	0	0	0.00538	0	0	0	0.0468	2.73855	0.80252	1.48636	1.06692	0.92437	0.33016	0.1066	0.1773	0.17882	0.15378
Healthy	0	0.95058	30.2101	0	0	0	0	0	0	0	12.54858	0.86452	0	0.20636	0.12548	0	0	0	0	0
Healthy	0	5.44192	0.01831	0.01673	0.05454	0.00784	0.0255	0	0	0.00516	5.19303	1.02136	0.07913	2.87482	2.08297	3.3788	0.01715	0	0.56926	0.06906
Healthy	33.31176	2.60453	0	0	0.02903	0	1.4973	0	0.14493	0	18.52786	0.15289	0	0	0	0	0.31676	2.07365	0	0
Healthy	24.8798	0.16129	0	0	0	0	0	0	0	0	2.49017	0.39602	0	1.26736	0.49501	0.46835	0	0	0	0
Healthy	0	5.47841	1.31873	0	0.03784	0	0	0	0	0	15.56989	0.2816	0.12942	3.267	0.81569	0.86148	0.04642	0.38424	0	0.22011
Healthy	0	1.95034	0.04266	0.0047	0.26803	0	0.07129	0	0	0	45.81251	0.23048	0	0.03769	0.03829	0	0.11443	0.05703	0	0
Healthy	0	13.1264	0.62109	0.85743	0	0	0	2.89032	0	0.03376	3.12048	0.01256	0.91259	0	0.0074	0.23634	0.23932	0	0	0
Healthy	0	0.75493	0	0	0	0.00192	0	0	0	0	31.09774	0.72543	0	0.17127	0.48199	0.02034	0.00179	0.0099	0.10971	0
Healthy	0	0.07885	0.83119	0.28403	0	0	0	0	0	0	58.81408	0.14001	0	0	0	0	0.03008	0	0	0
Healthy	0	4.41363	0	0.48121	0.02217	0	0	0	0	0	21.81049	1.2347	0	0	0.23002	0.06462	0.10229	0	0.09503	0
Healthy	0.00479	0.85026	0	0.01767	0.27826	0	0.13092	0	0	0	22.217	0.31523	0.00705	0.08661	0.06739	0	0.1726	0.12088	0.0236	0
Healthy	0	9.59486	0	0	0	0	0.08853	0	0	0	16.93016	0.32597	0.18967	0.56435	0.20365	0.06973	0.28942	0	0.13242	0
Healthy	0	3.37358	0	0	0.02505	0	0.06468	0	0	0	5.17113	2.30005	0	0	0	0	0	0.00732	0	0.09044
Healthy	4.52075	1.39582	0	0	0	0	0	0	0	0	0.12769	0	0	0	0	0	0.00151	0	0	0
Healthy	0	6.26158	0	0	0.14427	0	0.0428	0	0	0.02385	9.39399	2.32451	0.93536	0.35936	0.58002	0.30128	0.07335	0.08582	0.0806	0.0565
Healthy	0	4.91408	0.18723	0.00581	0.05448	0	0.04599	0	0	0	9.6571	3.26077	1.73645	3.21536	0.63022	0.0522	0.06224	0.06657	0	0.12477
Healthy	0	0.00117	0	0	0	0	0	0	0	0	0.04787	0	0.16655	0	0	0	0	0	0	0
Healthy	0	11.1771	0.12919	0	0	0.32342	0.22843	0	0	0	19.79952	1.96285	0	0.92468	0.50424	0.19048	0.04873	0.04511	0	0
Healthy	0	3.86412	0	0	0.00833	0	0	0	0.06993	0	21.40068	0.39428	0	0	0.01864	0	0.00299	0	0	0.1044
Healthy	0	3.70501	0.41766	0	0	0	0	0.0412	0	0	63.18952	0.07938	0	0	0	0	0.20856	0	0	0
Healthy	0.11667	0.39467	0.03083	0.64001	0	0	0	0.00015	0.11198	0.14898	0.02371	0.03943	3.06158	0.91812	0.04336	0.05271	0	0	0	0.07587
Healthy	0	1.41979	0	0	0.022	0.27197	0.14915	0	0	0	26.05833	0.16232	0	0	0	0	0.01282	0.04056	0	0
Healthy	67.4119	1.37611	4.48171	0	0	0	0	0	0	0	16.04489	0	0	0	0	0	0.07162	0	0	0
Healthy	5.26812	14.8174	0	0	0	3.56044	0	0	0	0	9.20852	0.47551	0	3.67627	1.64456	0.20909	0	0.07644	0	0
Healthy	0	2.05003	8.27501	0.09102	0.06002	0.09421	0	0	0	0	11.51397	0.12267	1.12044	0.2815	0.3507	1.12282	0.11322	0.19647	0	0
Healthy	2.38117	3.20211	0	0	0	0	0	0	0.01947	0	24.51581	0.83134	0.02844	0.75945	0.24262	0.06177	0	0	0	0
Healthy	8.48129	1.12348	0	0	0	0	0	0	0	0	40.93718	0.30727	0.03148	0.42515	0.10891	0	0	0	0.00621	0
Healthy	0	2.80893	0	0	0.61599	0	0	0	0	0	39.21651	0.1029	0	0	0	0	0	0	0	0
Healthy	0	6.46823	0	0	0	0	0	0	0	0	29.94127	0.20779	0.01728	0	0.03761	0	0.19746	0	0	0.57453
Healthy	0	1.3702	0	0.04415	0	0	0	0	0	0	30.16328	0.04197	0	0	0.02749	0.06277	0.01612	0	0	0
Healthy	0	1.42186	0	0	0	0	0	0	0	0	7.75526	5.16813	0	0.12937	1.44457	1.28208	0	0	0	0
Healthy	5.45146	2.4691	0.17021	0	0	0	0	0	0	0	0.30088	6.57464	0.01461	1.15416	0.72601	0.16091	0	0	0	0
Healthy	0	0.00078	44.0561	0.13602	0	0	0	0	0	0.00445	0.00227	0.07124	0.04117	0	0	0	0	0	0	0
Healthy	0.6885	1.9216	0.68284	0	0.37045	0	0	2.21929	0	0	15.6028	1.28129	0.39508	0	0.12469	0.13651	0.01853	0	0.44863	0.01603
Healthy	9.38903	3.34668	0.02209	0.11887	0.00684	0	0.06163	0.00722	0	0.00364	6.77872	0.00261	0.42236	1.28031	0.18902	0.1031	0.14813	0	0	0
Healthy	28.7518	6.96154	0	0	0.01891	0.03129	0.02316	0	0	0	6.56758	1.46133	0.02819	0.19826	0.33769	0.04198	0.08852	0	0.08522	0.09906
Healthy	0	0.53503	0.43979	0.00992	0.13692	0	0	0	0	0	78.91204	0.06122	0.20397	0.01119	0.01285	0.01062	0.14619	0	0	0
Healthy	0	0.97626	5.0395	0	0.00342	0	0.10694	0	0	0	10.12512	0.13987	0.00331	0.19254	0.15302	0.228	0.07228	0.08684	0.04545	0
Healthy	0.0449	0	1.99531	0	0	0	0	0	0	0	6.10279	0.29364	0	0	0.15084	0	0	0	0	0
Healthy	0	0	2.30323	0.01738	0.08873	0	0.02984	0.07553	0	0	41.55257	1.62326	0.12872	0	0.06469	0	0.37807	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	17.5367	0	0	0	0	0	0	0	0	0
Healthy	0	0.09976	0	0	0	0	0	0	0	0	23.32709	1.04175	0	0.0749	0.0544	0	0	0	0.191	0
Healthy	0	0.54654	2.17496	0	0.3271	0	0.02562	0	0.05418	0	35.96766	0.05467	0	0	0	0	0.14579	0.23193	0	0
Healthy	6.87869	12.5997	1.18723	0	0	0	0.047	0	0	0	13.24565	0.11975	0	1.12081	0.25587	0.74799	1.45979	0.0758	0.3471	0
Healthy	0	3.49142	0	0.00114	0	1.30045	0.02724	0	0	0	17.861	1.05379	0.12442	1.6448	0.81615	0.01906	0.14067	0.01333	0	0.08461
Healthy	0	6.56706	0.06196	0.02722	0.07608	0	0	0	0	0	0.4166	1.21831	0.37524	0.23644	0.36265	0.07657	0	0	0.08848	0
Healthy	0	10.737	0.03069	0	0	0.04816	0	0	0	0	4.95018	1.02645	0.27929	0.80913	0.70581	0.14253	0	0	0.56425	0
Healthy	0	0.85842	0	0	0	0	0	0	0	0	7.53481	1.94194	0	0.71057	0	0	0	0	0	0
Healthy	0	3.31133	0.00191	0.02418	0	0	0.0321	0	0.01002	0	24.29393	0.04024	0.08799	1.88501	0.28167	0.06622	0.02174	0.09031	0.15678	0.21522
Healthy	0	2.24333	0.50132	0	0.02994	0.07771	0	0	0	0	14.06063	0.09327	0.09521	0.08574	0.10125	0.00187	0.22627	0.18578	0	0
D006973	30.0772	6.17894	1.10201	0	0	0.00515	0	0	0	0.00349	0.04539	0	0	0	0	0	0	0	0	0
Healthy	0	16.8108	0.18507	0.03823	0.43407	0.06309	0	0	0	0.00929	10.13771	0.25998	0.00991	0.00815	0.06658	0.00137	0.03089	0	0	0
Healthy	0	1.06865	0	0	0.03818	0	0	0	0	0	6.0146	0.25542	0	0.48431	0.35168	0.31504	0.005	0.08857	0.52042	0
Healthy	21.65453	6.28876	13.8958	0	0	0.17	0	0	0	0.13362	0	0.71781	0.25861	0.48577	0.1054	0.25864	0.08081	0	0.16683	0
Healthy	31.0061	1.96912	0	0	0.01678	0.16504	0.01156	0	0	0	10.76802	0.16566	0	0.56103	0.32648	0.6169	0.58072	0.00369	0.1283	0
Healthy	0	3.67888	0.02936	0.03086	0.0153	0	0.06517	0	0	0	36.54859	0.18941	0.0236	0	0.14878	0	0.08668	0	0	0.02028
Healthy	0.00091	3.0298	0.01164	0.00848	0.0004	0	0.03116	0.5437	0	0	24.15875	0.83336	0.16282	0.61407	0.08111	0.36369	0.31561	0	0	0
Healthy	0	1.09246	16.2704	0	0	0	0.18158	0	0.04887	0	13.09852	0.06784	0.03414	1.17286	0.59012	0.57348	0.01738	0.30461	0.04602	0.26711
Healthy	0	7.0613	0	0	0.02542	0.10112	0.06235	0	0	0	10.63135	0.08568	0.0178	0	0.04787	0.00421	0	0.02705	0	0.16689
Healthy	0	0.77006	0	0	0	0	0.02042	0	0	0	11.99822	0.01903	0.03282	0	0	0	1.41911	0	0	0
Healthy	0	2.25029	0	0	0	0	0	0	0	0	12.93369	0.55666	0.03904	0.14991	0.42312	0	0	0	0	0
Healthy	0	0.0044	0.01872	0.75786	0	0	0.04258	0	0.00081	0.00078	21.96464	0.00694	0.27504	0	0	0	0.10108	0	0	0
Healthy	0	4.68877	0	0	0	2.60759	0.01188	0	0	0	22.91857	0.27181	0.15378	1.97956	0.71086	0.02675	0.18253	0.00641	0	0.07519
Healthy	0	5.23098	7.89383	0.00599	0.3805	0.04897	0.01495	0.02243	0.00461	0	33.06413	0.03205	0.17934	0.11721	0.10618	0	0.65794	0	0	0.00503
Healthy	0.98776	3.52848	0	0	0.09257	0	0	0	0	0	0.57976	0.84136	0.25154	1.95125	1.84529	0.50052	0	0	0.34139	0.05963
Healthy	10.4305	0.54264	0.28043	0	0	0	0	0	0	0	0.68811	0.01246	0	0.43856	0.27467	0	0	0	0.31579	0
Healthy	0	7.63009	0	0	0.19702	0.08369	0.01202	0	0	0	52.00293	1.35418	0	0	0	0	0.00781	0.03469	0	0
Healthy	40.6397	3.05977	0	0	0	0	0	0	0.02682	0	3.88501	1.07217	0.06796	0.28936	0.19889	0.22132	0.1001	0	0.12372	0
Healthy	0	8.22854	0	0	0.03996	0.00494	0.03471	0	0	0	10.47653	0.54443	0.01391	0.1013	0.09394	0.02552	0.06961	0.01053	0.08909	0.00253
Healthy	0	5.40378	0	0	0.03241	0.12077	0	0	0	0	12.06093	1.14615	0.12449	0.32677	0.16662	0.27799	0	0	0.14104	0
Healthy	0	0	0.32467	0.05146	0	0	0	0.0028	0	0	23.95191	1.33644	0.17009	0	0.00425	2.6739	0.40764	0	0	0.21817
Healthy	0.01898	12.4199	14.8379	0.03972	0	0	0	0.24083	0	0.005	9.35013	0.64858	0.11446	0.46902	0.06891	1.499	0.08452	0	0	0
Healthy	0.02765	3.59525	0.00738	0.02086	0.03807	0	0.02082	0	0	0	11.08639	0.03549	0.12189	0.14205	0.08565	0.01271	0	0	0.01034	0
Healthy	0	5.21484	0.09251	0.06586	0.00154	0	0.00628	0	0	0	22.72135	0.09098	0.03645	0	0.03106	0	0.15542	0	0	0
Healthy	0	1.30613	0	0.05655	0	0	0	0	0	0	29.14607	0.01774	0	0	0.02523	0.07306	0.01776	0	0	0
Healthy	0	1.73795	0	0	0.02021	0.03446	0.01546	0	0	0	38.45427	0.0703	0	0.00842	0	0	0.01357	0.04913	0.00146	0
Healthy	0.02316	19.2472	0	1.44896	0.04462	0	0	0	0	0	10.05044	5.26903	0	3.54209	4.09673	0.02668	0	0	0	0
D006973	0.1306	0.01589	0	0	0	0	0	0	0	0.38343	22.68771	0	0.40496	0	0	0	0	0	0	0
Healthy	0	0.45661	0.18701	5.25015	0	0	0	0	0	0	0.12418	0	0	0	0	0	0	0	0	0
Healthy	0	0.85884	0.09698	0	0	0.0106	0.00323	0	0	0	9.47486	0.01465	0.32028	0.14988	0.34302	0.02956	0.16997	0.35863	0	0
Healthy	0	25.7256	0	0.01479	0	0	0	0	0	0	6.79074	5.2631	1.00425	2.14026	0.94346	0.29494	0	0	0	0
Healthy	0	5.19088	0.41381	1.12173	0	0	0	1.70834	0	0	10.63866	0.89326	0.52512	0	0	0.80669	0.0621	0	0	0
Healthy	0	4.02568	0	0	0	0	0	0	0	0	4.10027	0.14171	0.2042	0.44678	0.40098	0.125	0	0	0.05014	0
Healthy	0	0.0986	10.2031	0	0	0	0.08427	0	0.62211	0	8.5689	0.00725	0	0	0.14564	0	0.07506	0	0	0
Healthy	0	5.15634	0	0	0	0	0	0	0	0	31.95796	0.45411	0.01904	0	0.00929	0	0	0	0	0.0642
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
