group	Lachnospirales	Methanobacteriales		Bacteroidales	Lachnospirales	Actinomycetales	Enterobacterales	Veillonellales	Methanobacteriales	Erysipelotrichales	Coriobacteriales	Desulfovibrionales	Peptostreptococcales
Healthy	5.0581	0		72.1312	5.0581	0.02348	7.89453	0	0	0.31453	0	0	0
Healthy	1.90078	0		79.11498	1.90078	0	0	0.03804	0	0	0.03685	0	0
Healthy	3.65012	0.2505		68.24437	3.65012	0.03215	0.06281	0.30071	0.2505	1.7962	0.24472	0	0
Healthy	22.44874	0		11.01509	22.44874	1.12074	22.95247	0.02836	0	0	0	0	0
Healthy	0.779	0		78.14997	0.779	0.08355	0.02112	3.38631	0	0	0	0	0
Healthy	37.78292	0		21.87536	37.78292	0.70362	0.5002	0	0	0.06261	0.12009	0.08063	0
Healthy	14.95768	0		58.53372	14.95768	0.16687	0.08051	0	0	0	0.19751	0.07621	0
Healthy	8.13644	0		84.4203	8.13644	0	0.20279	0	0	0.88392	0	0	0
Healthy	17.22782	0.23517		42.47926	17.22782	1.02377	0.61295	1.75677	0.23517	2.54213	0.15376	0.05312	0.03665
Healthy	6.09247	0		47.37889	6.09247	0.23011	0.11432	0.09331	0	0	0.16553	0.66426	0
Healthy	0	0		10.74691	0	44.45367	43.4978	0	0	0	0.13559	0	0
Healthy	6.3569	33.6412		25.67414	6.3569	9.36124	1.83613	0	33.6412	1.23099	2.47201	0.23576	0.011
Healthy	0	0		22.49124	0	4.34724	62.5387	0	0	0	0	0	0
Healthy	3.00788	0		76.83471	3.00788	0.65513	0.09242	6.36546	0	0.11875	0.13388	0.08689	0
Healthy	0.66851	0		92.28812	0.66851	0.0128	4.06977	0	0	0	0	0	0
Healthy	39.18812	0		31.98124	39.18812	0.04444	0.36146	0.0084	0	0.69017	0.0372	0	0.85915
Healthy	28.18362	0.45884		23.00965	28.18362	0.21021	2.0831	0	0.45884	0.49922	0.38038	0.13869	0
Healthy	8.52487	0		38.17931	8.52487	30.45602	3.88326	0.99329	0	0.56797	0.22509	0	0.1041
Healthy	7.39893	0		56.97941	7.39893	0.96965	1.04473	0.01951	0	0.22868	0.15903	0.0363	0.00447
Healthy	24.78142	0		36.78631	24.78142	6.7531	1.97684	0.36813	0	0.04801	0.91117	0	0.02578
Healthy	21.20273	0		33.69758	21.20273	0.49914	1.75981	1.10061	0	0.05464	0.86453	0.00341	0.02005
Healthy	6.4048	0.53657		42.76229	6.4048	2.96717	1.0333	0.50892	0.53657	1.3414	0.18263	0.28307	0.02365
Healthy	0.41297	0		13.51035	0.41297	0.00698	10.2371	2.75299	0	0.1539	1.41008	0.73117	0
Healthy	12.59497	1.65946		30.40843	12.59497	9.5138	0	0	1.65946	0	2.03488	0	0
Healthy	17.74424	0		60.42897	17.74424	0.43635	0	0	0	2.43155	0.24039	0	0.0811
Healthy	3.77426	0.14643		48.36933	3.77426	0.96541	0.11712	7.19169	0.14643	0	0.34772	0	0
Healthy	3.62742	0		86.67021	3.62742	0.20043	1.63541	0	0	0.05664	0	0.10866	0
Healthy	10.0246	0		53.94904	10.0246	3.06287	0	0.79588	0	0	0.06261	0	0
D050177	14.59751	1.59543		11.55399	14.59751	0	1.44297	0.36845	1.59543	5.35385	0	0	0.01005
Healthy	1.48986	0		70.08185	1.48986	0.27841	0.11603	6.0438	0	0.00697	0	0	0
Healthy	4.66185	0		68.69444	4.66185	0.00483	0.0171	4.18391	0	0.04769	0.01468	0.08122	0
Healthy	38.72134	0		36.02451	38.72134	0	0	0	0	0.0077	0	0.23754	0.15557
Healthy	0.76608	0		41.26125	0.76608	2.46911	0.248	0	0	0	0.24821	1.83635	0
Healthy	4.12593	0		86.325	4.12593	0.2136	1.50464	0	0	0.04716	0	0.10447	0
Healthy	18.19203	0		32.03391	18.19203	1.02903	0.6389	0.00027	0	0.07368	0.03021	0.02126	0.00694
Healthy	0.88446	0		54.38789	0.88446	0.01614	1.2401	9.07253	0	0.32979	0.65288	0.19795	0
Healthy	52.88648	0		11.50015	52.88648	1.8103	0	0	0	0	4.32143	0	0
Healthy	0.72839	0		87.51526	0.72839	5.16666	0.02444	0.00139	0	0.10791	0.89432	0	0
Healthy	12.47854	0		64.18112	12.47854	0	3.81471	0	0	0	0.00743	0.24541	0
Healthy	4.18866	0		44.35732	4.18866	5.57605	0	18.04581	0	0.17465	0.60856	0.101	0.01066
Healthy	8.46781	0		71.89766	8.46781	0	0.31653	0	0	0.03656	0.28924	0	1.00951
Healthy	24.57283	0.83832		16.44269	24.57283	2.10578	0	0	0.83832	0.58646	0.1074	0	0
Healthy	34.36928	0.00087		33.92695	34.36928	1.60928	0.14818	0.31699	0.00087	0.09467	0.44716	0.06757	0.03265
Healthy	1.75971	0		69.49744	1.75971	0.27597	0.01937	6.00624	0	0.05616	0	0	0
Healthy	68.64843	0.37891		8.0179	68.64843	0	0	0	0.37891	0.36672	0	0	0.14174
Healthy	27.51525	0		34.71316	27.51525	1.18394	1.59734	0.64263	0	0.00144	0.23723	0	0.03624
Healthy	0.79525	0		80.53586	0.79525	0.01073	0	2.78692	0	0	0	0	0
Healthy	0.83639	0		54.81073	0.83639	0.02617	1.28812	9.10087	0	0.31449	0.75143	0.15019	0
Healthy	6.71303	0		39.9344	6.71303	3.34891	0	11.0352	0	0	0.3124	0.17665	0
Healthy	26.45181	0		31.95878	26.45181	0.99115	0.87141	4.00506	0	0.21718	0.02643	0	0.26809
Healthy	4.87012	0		69.64278	4.87012	0.39499	0.02403	6.07134	0	0.29405	0	0	0
Healthy	92.4206	0		0	92.4206	0	0.66821	0.84313	0	0	0	0	0
Healthy	34.44731	1.30656		22.84838	34.44731	0	0.12429	0	1.30656	1.1746	1.89296	0	0
Healthy	34.59798	0		13.085	34.59798	8.16815	1.86635	2.54944	0	0	0.57416	0.02522	0.20024
Healthy	43.05313	0		7.51293	43.05313	11.2962	0.09296	0	0	0	7.47214	0	0.07026
Healthy	2.50648	0		71.33247	2.50648	0	2.41736	0	0	0	0	0.17028	0
Healthy	1.41648	0		13.53736	1.41648	0.01157	10.872	2.61884	0	0.15424	1.45693	0.70847	0
Healthy	3.29556	0		16.28189	3.29556	0	0	0	0	18.7223	0	0	0
Healthy	0.90055	0		94.04399	0.90055	0.12933	0.52267	0.00094	0	0	0	0.03564	0
Healthy	22.67387	0.81108		47.92076	22.67387	0.00314	0.31482	0	0.81108	0	0	0.06093	0
Healthy	32.36244	0		35.26747	32.36244	1.43912	0.31275	7.11565	0	0.12464	0.33878	0.01864	0.0066
Healthy	18.01938	0		49.26256	18.01938	1.14877	0	0.21168	0	0.006	1.38018	0	0.04859
Healthy	7.0108	10.5995		13.61599	7.0108	0.01157	16.4746	5.34623	10.5995	0.91406	0.64845	0.42185	0
Healthy	5.53006	0		16.58933	5.53006	67.91905	0.52049	0.3099	0	0.46136	0.17776	0	0.21581
Healthy	1.01419	0.00353		66.40109	1.01419	0.16311	0.06226	0	0.00353	0.50787	0.09098	1.54568	0
Healthy	21.28276	0		45.57119	21.28276	0.02445	0.31172	3.99643	0	0.00268	0	0	0.01236
Healthy	0.65403	0		92.02535	0.65403	0.00517	5.0916	0	0	0	0	0	0
Healthy	6.0521	0		65.49834	6.0521	0.07207	0.22463	7.97394	0	0.12524	0.02172	0.02861	0
Healthy	13.55958	0.27414		50.54832	13.55958	0.28743	0	0	0.27414	3.16374	0.43965	0.35913	0
Healthy	20.78452	0		34.21805	20.78452	0.52184	0.26004	0.01684	0	0.13694	0.37631	0	0.02864
Healthy	15.24657	0		15.17885	15.24657	0	7.20261	3.42889	0	0.19939	0	0	0
Healthy	2.35519	0		69.2182	2.35519	0	0.01468	0.42243	0	0	0.29557	0.07743	0
Healthy	10.82104	0		67.58822	10.82104	0.1362	0.02937	0	0	0.14397	0.08966	0	0.00356
Healthy	40.89378	0.71112		7.31158	40.89378	0.04801	7.62006	0.30352	0.71112	5.75119	1.16741	0	1.85593
Healthy	28.36723	8.58242		8.95533	28.36723	8.03553	8.47483	0.01346	8.58242	6.05915	3.24377	0.05299	0.00372
Healthy	12.70828	0		56.26507	12.70828	0.0674	0	0	0	0	0.66879	0.07281	0
Healthy	25.61626	0		64.66053	25.61626	0.07351	0	0.01432	0	0.02959	0.09753	0.02468	0.10707
Healthy	0.03276	0		6.89327	0.03276	12.5078	63.5736	0	0	1.1913	0	0	0
Healthy	4.48996	0		59.975	4.48996	0.4311	0	0.49903	0	0	0.18906	0.57947	0
Healthy	0.69422	0		92.48165	0.69422	0	4.79591	0	0	0	0	0	0
Healthy	4.67138	0		35.01314	4.67138	22.0966	0	0	0	0.14165	4.03491	0	0.39186
Healthy	8.20025	0		51.79606	8.20025	0.14003	0.03607	0	0	0	0.19311	0.35196	0
Healthy	27.67931	0.61392		57.25337	27.67931	0.00054	0.12214	0.15952	0.61392	1.96951	0.00856	0	0.62265
Healthy	19.82791	0		20.35269	19.82791	20.4019	0	0	0	0	0	0	0
Healthy	12.4706	0		81.25365	12.4706	0.0046	0	0	0	0.52707	0	0	0
Healthy	5.05638	0		80.42243	5.05638	0.0526	0.19702	0	0	0.02396	0.14979	0.09552	0.03951
Healthy	4.00389	0		70.31795	4.00389	0.90232	1.58934	0	0	0.01445	0.18635	0.08712	0
Healthy	6.01233	0		47.59874	6.01233	3.54828	1.21501	0.31721	0	0.01103	0.99828	0	0.10232
Healthy	8.01665	0		62.53313	8.01665	0	0.02717	0.08033	0	0	0.31286	0	0
Healthy	34.96723	1.31384		10.95277	34.96723	0.65157	0.04464	6.05045	1.31384	0.01987	0.06931	0.00433	0.00861
Healthy	6.7935	0		75.5891	6.7935	0.03074	0.46323	0.09855	0	0	0.05804	0.12392	0.06545
Healthy	26.42567	0		16.44147	26.42567	3.56673	0.00309	0.47126	0	1.21773	0.04161	0	0.15375
Healthy	3.71935	0.02611		68.36849	3.71935	0.71192	0.02339	0	0.02611	0.19379	0.57964	1.39963	0
Healthy	25.38143	0		31.58918	25.38143	1.65977	2.24352	0	0	0.14384	3.79931	0.46929	0.05022
Healthy	3.95109	0		89.78272	3.95109	0.92561	0.44077	0.06305	0	0.301	0.04577	0	0.07867
Healthy	6.7284	0		69.69771	6.7284	2.70311	0.03709	0.93352	0	0.03032	0.22879	0.32733	0
Healthy	5.06807	0		0.00524	5.06807	1.08141	5.30433	35.66707	0	6.3173	0.00997	0	0
Healthy	28.37237	0		41.96014	28.37237	0	0.18237	0.00032	0	0.01094	0.07984	0.03622	0.12332
Healthy	20.3958	0		50.03338	20.3958	0	0.14606	0	0	0.00816	0.04008	0	0
Healthy	27.31611	0		51.28457	27.31611	0	0.19218	0	0	9.01943	0.11124	0	0.02134
Healthy	2.72289	0		64.45705	2.72289	0.96963	1.63128	0	0	0.02866	0.20647	0.1043	0
Healthy	21.5874	0.46484		25.41636	21.5874	1.52765	1.86282	0.30193	0.46484	0	1.97135	0	0
Healthy	0	0		33.53843	0	20.64883	0.03481	0	0	0	0	0	0
Healthy	0	0		0.17184	0	0	99.3463	0	0	0.12628	0	0	0
Healthy	10.84597	0		67.5978	10.84597	0.84055	0.02692	0.0505	0	0	0.36006	0.01262	0
Healthy	37.59467	0		47.86406	37.59467	0	0.24418	7.87332	0	0	0	0	0
Healthy	49.1509	0.37332		18.99234	49.1509	0	1.63876	0.02525	0.37332	1.45013	0.04012	0.02249	0
Healthy	58.2224	0		19.00433	58.2224	0	0	0	0	0	0	0	0
Healthy	59.30929	4.54308		5.58134	59.30929	0.7182	0.00837	0.00167	4.54308	1.31814	0.12651	0.04365	0.03468
Healthy	21.2987	0		71.8222	21.2987	0	0	0	0	0	0	0	0
Healthy	18.25151	0.81977		21.9499	18.25151	12.65467	21.5008	0.0505	0.81977	3.51248	0.33167	0.03903	0.05991
Healthy	2.44182	0		68.94433	2.44182	0	0.05671	0.45911	0	0	0.31869	0.0803	0
Healthy	7.49474	0		64.0782	7.49474	0	0	0	0	0	0.84446	0.14952	0
Healthy	11.34262	13.65711		28.4711	11.34262	0	0	0	13.65711	8.31317	1.09278	0	0.7533
Healthy	14.75114	0		64.33329	14.75114	0.876	0	0	0	0.07598	0.24974	0.08643	0
Healthy	13.23618	12.9929		45.38809	13.23618	1.37422	0.01989	0	12.9929	0.65297	0.21988	0.17241	0.00434
Healthy	12.62105	0		63.45599	12.62105	0	3.74954	0	0	0	0.03156	0.24935	0
Healthy	3.82725	0.0457		69.81945	3.82725	0.7644	0	0	0.0457	0.18071	0.66573	1.37307	0
Healthy	8.67648	0		69.98304	8.67648	0	0	11.7478	0	0	0	0	0
Healthy	13.27475	0		62.43706	13.27475	0.71989	0.16773	9.51592	0	0	0.38073	0.13521	0
Healthy	6.97518	0		29.76015	6.97518	0.19183	0.0298	0	0	0	0	0.02902	0
Healthy	0.36828	0		67.42135	0.36828	0.33954	0.82726	0.04518	0	0.32443	0.89704	0.44981	0
Healthy	18.19845	0		47.00231	18.19845	4.47215	0	6.39375	0	0	0.51306	0.1164	0
Healthy	16.07936	5.49142		38.03577	16.07936	2.23512	0	0	5.49142	0	0.14939	0	0
D050177	48.02851	0		28.05403	48.02851	0	0.06126	0	0	0	0	0	0
Healthy	14.95221	0		3.48867	14.95221	6.50004	27.6154	0.77266	0	0.08323	0.97005	0	0.14273
Healthy	13.98306	17.6933		34.634	13.98306	0	0	0	17.6933	2.74557	0	0	0
Healthy	32.31142	0		46.3665	32.31142	0	0.36292	0	0	0.25717	0.06912	0	0.04995
Healthy	0.83181	0		54.44457	0.83181	0.03173	1.05364	9.05807	0	0.31407	0.67489	0.18762	0
Healthy	0.99503	0		77.24692	0.99503	0.1013	0.07806	0	0	0.00416	0.0421	0.00309	0
Healthy	29.1242	0		39.9439	29.1242	0	5.80849	2.1907	0	2.42427	0	0	0.24692
Healthy	7.72942	0		28.4648	7.72942	2.66297	13.9963	0.51456	0	0.14687	0.86277	0.18521	0.00563
Healthy	0.02521	0		11.18476	0.02521	8.65842	1.97889	0.33042	0	0.31368	0.00572	0	0
Healthy	5.05781	0		68.83196	5.05781	0.18874	0	4.49546	0	0	0.06438	0	0
Healthy	13.34716	0		18.48175	13.34716	9.54251	0	2.75629	0	0.15336	2.23933	0.00557	0.16066
Healthy	26.86308	0		19.80125	26.86308	12.25742	1.47459	2.14611	0	0	0.6945	0	0
Healthy	1.84236	0		89.60612	1.84236	0.20254	0.33198	0	0	0.02738	0.04658	0	0
Healthy	12.19507	0		79.32634	12.19507	0	2.7942	0	0	0.02934	0	0.02326	0
Healthy	1.59126	0		64.7915	1.59126	0.05957	10.0015	8.9084	0	0	0.23655	0.0209	0
Healthy	8.07975	0.04177		46.14072	8.07975	2.3804	1.38799	0.11281	0.04177	0.11963	0.53344	0.13915	0
Healthy	8.70872	0		74.22648	8.70872	1.97195	0.28046	0.11493	0	0.05535	0.00078	0	0
Healthy	39.09351	2.40259		24.52221	39.09351	1.3118	0.10108	0.03702	2.40259	0.64157	1.43841	0.08894	0.0745
Healthy	13.1076	0		62.82739	13.1076	0	3.66633	0	0	0	0.01594	0.19456	0
Healthy	6.97978	0		16.25658	6.97978	22.98323	0.83901	1.27647	0	0.15578	0.15821	0.18604	0.11959
Healthy	2.41414	0		60.71918	2.41414	0.0323	7.15652	9.30341	0	0	0.01238	0.30347	0
Healthy	33.17414	0		38.66583	33.17414	3.01538	0.6495	0	0	0.42561	0.13632	0	0.64746
Healthy	1.98244	0		73.60357	1.98244	0.04541	0.40236	2.56042	0	0	0	0.02988	0
Healthy	17.14042	0		22.96777	17.14042	5.90147	0.06508	4.49516	0	4.84416	4.2277	0	0.24596
Healthy	12.28677	0		16.50911	12.28677	11.19317	9.7891	0.43653	0	0	1.27449	0	0
Healthy	4.4081	0		51.20972	4.4081	0.11527	17.49554	1.22751	0	0.02618	0.41828	0.01556	0
Healthy	26.02062	0		24.12008	26.02062	0.66193	0.25436	8.2285	0	0.16911	0.16626	0	0
Healthy	20.16807	0		47.11644	20.16807	0.96963	2.15515	1.03152	0	0.01334	0	0	0
Healthy	0.62434	0		46.53449	0.62434	28.37131	0	0.80593	0	0	0	0	0
Healthy	10.85923	0		49.88645	10.85923	1.65081	0.10395	0	0	0.10711	0.29666	0.31051	0
Healthy	16.43143	0		40.86327	16.43143	3.36545	0.26632	0.0047	0	0.22563	0.21175	0	0.00586
Healthy	11.80033	0		82.80283	11.80033	0	0	0	0	0.15243	0	0	0
Healthy	15.9579	0		16.93243	15.9579	11.68151	2.14707	0	0	0	2.36626	0	0
Healthy	11.43972	0		74.21552	11.43972	0.02335	0.01098	0	0	0.14494	0.11767	0.02569	0.05229
Healthy	1.45453	0		66.90504	1.45453	0.06144	11.5426	8.09313	0	0	0.21004	0.01842	0
Healthy	34.3164	6.63654		1.76094	34.3164	3.99045	1.50484	0	6.63654	1.19718	1.68792	0.0237	0.11784
Healthy	0.87248	0		77.53896	0.87248	0.24642	0.06158	7.44466	0	0.03819	0.03848	0.00133	0
Healthy	23.83988	1.63292		7.16012	23.83988	12.06113	1.66306	1.98326	1.63292	4.17157	1.63534	0.00046	0
Healthy	7.23867	0		20.66517	7.23867	17.04909	8.78375	1.28951	0	0	4.57511	0	0
Healthy	29.00089	0		41.07074	29.00089	0.28458	2.05426	0.03122	0	0.05165	0.00387	0	0
Healthy	24.05722	0		27.96579	24.05722	12.98484	0	3.84082	0	0	1.11762	0.00347	0.00655
Healthy	5.51617	0.0527		69.93574	5.51617	4.23675	0.07433	2.71768	0.0527	0	0	0.0611	0
Healthy	25.07007	0.26311		30.96834	25.07007	6.81544	0.40548	3.33071	0.26311	0.12035	1.75348	0.14221	0.28309
Healthy	6.33741	0		53.65126	6.33741	0	0.28069	0	0	0	0	0.05295	0
Healthy	13.67274	0		62.8	13.67274	0.2069	0	0	0	0	0	0	0
Healthy	4.83223	0		68.59559	4.83223	0.21653	0	4.35983	0	0	0.05665	0	0
Healthy	24.22755	0		63.18419	24.22755	0	0	0	0	0.0663	0.0476	0.43122	0
Healthy	28.10445	0.39262		21.09517	28.10445	2.55861	0	0	0.39262	0.80749	0	0	0
Healthy	15.54098	0		15.95491	15.54098	32.46688	0	2.07311	0	0	2.56499	0	0
Healthy	30.3801	0		57.7349	30.3801	0	0	0	0	0	0	0	0
Healthy	27.86185	0		36.7589	27.86185	5.76618	0.12575	2.02217	0	0.89319	0.18821	0	0.27214
Healthy	18.19148	0		56.86951	18.19148	0.10876	0.18209	0	0	0.0065	0.73683	0	0
Healthy	20.76858	0		58.40417	20.76858	0.08189	0.00906	0.05187	0	5.14037	0.32197	0	0
Healthy	1.53271	0		82.74286	1.53271	0.64975	0.72617	0.12295	0	0	0.04989	0	0
Healthy	0	0		0.0113	0	0.00739	82.805	0.92279	0	0.44632	0	0	0
Healthy	18.27437	0		42.49249	18.27437	3.63972	0	3.73288	0	0.3211	0.97004	0.05792	0.12234
Healthy	19.2545	0		64.67929	19.2545	0	0	0	0	0.04758	0.09646	0.45755	0
Healthy	17.50598	0		66.61678	17.50598	0.03068	0	0.05627	0	0.00988	0.01768	0.00175	0.03922
Healthy	27.96496	0		19.25327	27.96496	0.77807	0.27603	0	0	1.38214	0	0	0
Healthy	0.27299	0		6.74321	0.27299	65.81408	0.18035	1.04081	0	0.05739	3.84846	0	0
Healthy	5.07182	0		69.46398	5.07182	0.20776	0	4.61877	0	0	0.04771	0	0
Healthy	3.18816	0.09692		42.84926	3.18816	1.15794	30.17302	0.07546	0.09692	0.02807	0.9556	0.0795	0.03252
Healthy	16.50009	0		62.42068	16.50009	0	0	0	0	0	0.42755	0	0
Healthy	23.37176	0		64.45509	23.37176	0	0	0	0	0.09143	0.08662	0.47047	0
Healthy	69.55627	12.5629		5.88306	69.55627	0	0	0	12.5629	3.02827	0	0	0
Healthy	11.35727	0		26.19194	11.35727	0.72195	0.1208	6.45168	0	0.12452	0.88246	0.00465	0.06238
Healthy	12.19708	0.40335		57.48656	12.19708	4.01731	0	0	0.40335	0	1.11129	0.05587	0
Healthy	17.53426	2.51116		32.68989	17.53426	2.59621	2.1448	0.75139	2.51116	0	0.12765	0.022	0.1023
Healthy	1.61941	0.23143		59.43163	1.61941	1.94693	0.03912	0	0.23143	0	0.161	0.87425	0
Healthy	6.40014	0		7.70073	6.40014	7.05114	0	6.42124	0	0.0345	0.11341	0	0
Healthy	0.41168	0		68.41298	0.41168	0.31889	0.60083	0.05853	0	0.40236	0.89028	0.42072	0
Healthy	10.12739	0		43.74143	10.12739	14.80964	0.07344	0.20121	0	0.01682	0.95788	0.0675	0.03708
Healthy	4.60121	0		19.80319	4.60121	1.5923	0	0.51624	0	0	0	0	0
Healthy	42.80271	0		22.94598	42.80271	0.43292	1.36942	0	0	0	0.92171	0	0.16096
Healthy	23.17752	0		58.22365	23.17752	0.48423	0	6.75712	0	4.52987	0	0	0
Healthy	19.29362	1.28516		38.86294	19.29362	3.93282	0.3845	1.46819	1.28516	2.2781	0.40593	0.01959	0.00076
Healthy	1.10433	0		13.12369	1.10433	0.02675	10.3109	2.55874	0	0.17695	1.45406	0.72076	0
Healthy	0.11079	0		0.00985	0.11079	0.27556	93.33717	0	0	0	0	0	0
Healthy	4.45262	0		44.97863	4.45262	5.4419	0	17.96113	0	0.20636	0.70914	0.12106	0
Healthy	10.83284	0		25.14386	10.83284	0.23919	0.15795	4.63536	0	0.01362	0.15658	0.10155	0.00414
Healthy	17.9189	5.67771		35.31285	17.9189	2.37697	0.35545	0.01775	5.67771	2.49719	1.02747	0.10535	2.10565
Healthy	42.31668	0		36.11413	42.31668	0.41072	0.03997	0.06971	0	0.06304	0.05049	0	0
Healthy	10.69293	0		77.08866	10.69293	0.02763	0.18092	2.86705	0	0.25017	0	0	0.09696
Healthy	6.58515	0.18688		63.73873	6.58515	0.62643	0.15005	0.29363	0.18688	0	0.223	0.05634	0
Healthy	3.52614	0		83.6596	3.52614	1.15496	0.12628	0	0	0.03591	0.4799	0.05384	0
Healthy	32.07273	0		16.99597	32.07273	14.72908	0.3603	0.16466	0	0.0226	0.66037	0.15744	0.00042
Healthy	24.18858	0.18574		16.26391	24.18858	1.50978	0.0382	0.0135	0.18574	2.58074	0.45753	0.28306	0
Healthy	4.13482	0.10866		78.51763	4.13482	0	0	0	0.10866	0.29062	0.61621	1.7125	0
Healthy	23.74565	0		63.59761	23.74565	0	0	0	0	0.09975	0.03955	0.49759	0
Healthy	11.5957	0		36.04103	11.5957	0.07277	0.09703	1.71883	0	0.1009	0.03609	0	0
Healthy	23.7461	0.56772		45.38754	23.7461	0.09781	0	2.23177	0.56772	0.23356	0.01564	0	0.03304
Healthy	0	0		0.00421	0	0.00228	99.3324	0	0	0	0	0	0
Healthy	6.29628	0		82.99465	6.29628	0	0.55071	0.2602	0	0	0.239	0	0
Healthy	9.17758	0		36.25359	9.17758	30.34293	0.7624	0.59226	0	0.54942	0.20832	0	0.15417
Healthy	14.61272	0		63.32827	14.61272	0.94641	0	0	0	0.05353	0.25935	0.05515	0
Healthy	2.98327	5.73709		20.864	2.98327	0	0	0	5.73709	4.57667	0.27293	0.12984	0
Healthy	6.81091	0		58.84551	6.81091	0.31477	0	0.51805	0	0	0.20949	0.558	0
Healthy	4.22041	0		66.80943	4.22041	0	0.81014	6.50562	0	0.02503	0.05285	0.06348	0.15122
Healthy	4.69129	0		70.63648	4.69129	0.35379	0	6.20217	0	0.36642	0	0	0
Healthy	1.72415	0		73.14741	1.72415	0	0.52748	2.82719	0	0	0	0.0076	0
Healthy	23.80849	0		42.19125	23.80849	2.84119	0.04164	0.02608	0	0	1.15313	0	0
Healthy	5.97067	0		67.05309	5.97067	0	0.09185	0	0	0.00047	0.1482	0.01281	0
Healthy	0.69477	0		77.87985	0.69477	0.0952	0.11803	0	0	0.02461	0.03061	0	0
Healthy	4.99754	0		83.57456	4.99754	0.34483	0.19074	8.19476	0	0.00036	0	0	0.03091
Healthy	22.44835	0		43.23673	22.44835	0	0.35282	0	0	7.07218	0.11416	0.00266	0
Healthy	22.19163	0		21.21822	22.19163	11.145	0.15676	0.62685	0	0.03068	0.08943	0	0.13131
Healthy	1.35342	0.6732		83.62879	1.35342	3.65866	0	0	0.6732	0	0	0.39031	0
Healthy	22.92103	1.51831		9.64181	22.92103	11.72604	1.36281	1.94683	1.51831	4.08595	1.46142	0.00529	0
Healthy	50.82137	0.41172		15.2001	50.82137	0.73248	0	0	0.41172	0.01137	0.3561	0.00744	0.36434
Healthy	2.29972	0		6.84403	2.29972	74.24128	5.28272	0.023	0	0	4.75024	0	0.00864
Healthy	20.32889	0		64.07225	20.32889	0.15337	1.18181	0.01208	0	0	0.22931	0.2493	0.00826
Healthy	25.33694	0		24.68236	25.33694	1.26194	0.71467	6.82016	0	0.21195	2.36591	0	0.00257
Healthy	9.96944	0		47.58464	9.96944	0.00246	3.12897	0.04092	0	0.02608	0.00771	0.01577	0.29017
Healthy	14.53917	2.58859		41.69468	14.53917	0.01777	0.12877	0.06613	2.58859	0.03567	1.90207	0.1953	0.04687
Healthy	31.00509	0.04879		41.82928	31.00509	0.18946	0.05275	0.52446	0.04879	0.17285	0.00331	0.01062	0.30967
Healthy	3.40973	0		83.32758	3.40973	1.08547	0.12491	0	0	0.03567	0.44293	0.05279	0
Healthy	15.06191	0		25.55658	15.06191	38.26172	1.31321	0.85009	0	1.12563	0.35287	0	0.49756
Healthy	20.85388	0		45.19073	20.85388	10.0008	0.53268	0	0	0	0.3159	0.00132	0.27633
Healthy	5.77072	25.1723		35.35294	5.77072	6.76928	0	0	25.1723	0	1.01716	0.06853	0.01195
Healthy	29.14473	0		40.45877	29.14473	0.30703	2.24622	0.04695	0	0.03848	0.00983	0	0
Healthy	18.13691	0		39.76939	18.13691	9.43173	0.89265	0.23996	0	0.06618	0.01306	0	0.02572
Healthy	12.8056	0		40.0581	12.8056	0.92758	1.10372	6.42822	0	0.94072	0.03192	0.01538	0.01107
Healthy	0	0		7.38156	0	77.81907	2.90729	2.17314	0	0	0	0	0
Healthy	17.67872	0		40.00541	17.67872	13.49806	1.44863	4.13448	0	0.31	0	0	0.37412
Healthy	12.90721	0.05076		67.45016	12.90721	0.04287	0	0	0.05076	0	0	0	0
Healthy	28.61221	0		18.93339	28.61221	10.49698	0.04844	0.00272	0	0.04387	0.07108	0.03051	0.04726
Healthy	13.96411	0		33.38716	13.96411	0.1036	0.0546	0.15995	0	1.22523	0.19052	0	0
Healthy	21.23129	0.05808		14.36023	21.23129	0.48572	1.10797	0	0.05808	0	0.01378	0	0.00279
Healthy	52.59742	0.1082		26.99455	52.59742	0.12523	0.01539	0	0.1082	0.72541	0.05756	0	0.00373
Healthy	10.98274	0.09203		32.13403	10.98274	0.00421	1.15812	0.06149	0.09203	0.68012	0.53123	0.01282	0.01007
Healthy	39.77654	0		15.76133	39.77654	12.15454	0	3.47983	0	1.96761	0.83719	0	0
Healthy	39.62724	0		0.00116	39.62724	26.17698	7.46327	0.24214	0	3.71166	0.0532	0	0.66857
Healthy	1.457	0.00083		21.72158	1.457	47.76658	0.0274	0.15082	0.00083	0	0.69723	0.00855	0.00332
Healthy	11.18939	0		80.02181	11.18939	0	0.23876	0	0	0.00703	0.02949	0.03054	0.00384
Healthy	1.72893	0		92.37086	1.72893	0.18969	0.06106	0	0	0	0	0	0
Healthy	38.8167	7.54448		36.46828	38.8167	0	0	0.14734	7.54448	6.35549	0	0	0
Healthy	8.44434	0		38.19224	8.44434	5.35245	7.74478	0.01761	0	0.08378	1.33277	0.00133	0.07496
Healthy	0	0		0.03814	0	6.59575	87.6699	0	0	0	0	0	0
Healthy	24.73501	1.70994		45.26473	24.73501	0.26711	1.01853	0.05289	1.70994	0.40302	0.21191	0.00889	0.28323
Healthy	9.69299	0		74.29777	9.69299	0	0	3.61042	0	0	0	0	0
