s	Agathobacter_rectalis	Bifidobacterium_adolescentis	Collinsella_sp003487125	Enterocloster_aldenensis	Anaerobutyricum_hallii_A	Bariatricus_comes	Holdemanella_biformis	Blautia_A_wexlerae	Dorea_formicigenerans	Coprococcus_A_catus	Bacteroides_uniformis	Bacteroides_ovatus	Bacteroides_caccae	Alistipes_shahii	Odoribacter_splanchnicus	Alistipes_onderdonkii	Enterocloster_sp900540675	Parasutterella_excrementihominis	Clostridium_Q_symbiosum	Bilophila_wadsworthia
Healthy	-0.0663001724628269	-3.52287874528034	0.272713963632576	-0.121495438748757	-0.375882988070873	-0.301073427283789	-5	-0.334766208115313	-0.412693217869176	-1.27917941822966	0.682037618084064	-2.73518217699046	0.469902978588678	-0.00932822493400018	-0.128800811879859	-1.2564118498401	-2.32513885926219	-2.17005330405836	-5	-2.17069622716897
Healthy	1.26986793990046	-5	-5	0.421414704345194	0.641239051944366	-5	-5	-1.1651979459513	-0.18324183259207	-0.672334612949958	1.28096764965521	-0.541029948371251	0.141449773400467	-5	-5	-1.00034757463392	-1.79506647764585	-0.783306400830245	-5	-1.9734667354767
Healthy	0.170607839248132	-5	-0.353655098683705	-1.49661793652627	-1.59057413132856	-5	-5	-1.88873748634093	-1.95350483566529	-5	0.976040772355113	0.385642016529233	0.401819122962247	0.454904285713841	0.351668781788749	1.37089984097188	-1.98674133471648	-2.33535802444387	-5	-1.27736607746619
Healthy	0.970698726086209	1.57926224472144	-0.492575939905145	-0.893979180859731	-0.11536320796282	-5	0.0513995175029299	-0.454087026281703	-2.14026143380285	-1.06717123309915	0.896712461222984	-1.16361258067359	0.148525536013046	-0.0266873795470983	-5	-1.1248229401853	-5	-1.21817284706757	-5	-5
Healthy	-1.21056031543282	0.842216574753056	-0.500436626465597	-0.695423311233887	-0.807153884811158	-0.0842362065320154	-5	-0.192586753812181	-0.388946169898087	-0.864835533343045	-0.340663880012802	-0.447429115686041	-0.508512238970173	-0.998525903308267	-5	-1.47794719913118	-5	-1.49689056332863	-5	-2.87614835903291
D009765	0.25634003895668	0.236592678362413	-0.251819728321649	0.500690571960692	-0.134179704665533	0.178769817094647	-1.18990195931886	-0.0819644181443545	-0.464288246486239	-1.09006974024717	-0.0817336977206417	-1.12784372725171	-0.79196195064682	-0.244567282996761	-0.443516580887291	-5	-5	-5	-5	-5
D009765	-0.0656429699831523	1.3775468316562	0.853926855675214	0.415741036222343	-1.55940573816017	0.308282617629278	-0.636294027145276	-0.415499162475889	-0.577985004020536	-0.146186235038257	-0.4278722121229	-5	-1.12239832027073	0.0773570023569584	-5	-5	-5	-5	-5	-5
Healthy	-1.01913344541792	0.691282229527147	-0.0900483653834037	-1.44093166596546	-0.54118091805397	-0.630283322451439	-5	0.14026914680436	-2.24641694110709	-0.720995038155098	0.603499460808554	-1.87778412172717	1.13427307541555	0.0126516612110816	-5	-0.220050157020082	-5	-5	-5	-5
Healthy	0.516350246993911	-5	-5	-1.64263696938486	-5	-1.03592902944204	-5	-1.82159865846624	-5	-5	0.97336018519354	-0.22473916686395	-5	0.577145834986231	-5	-0.403128121395753	-5	-5	-5	-5
D009765	0.890787527143644	-1.26608084898761	-0.549689293994995	0.0363813408327725	-0.571638394955997	0.0686829742281511	0.459953089487632	-0.919157141165438	-0.448257317876833	-1.36001575195841	0.714344012419066	-0.779839590475404	0.611731802681857	-0.577295282623208	-5	-0.454655765933888	-5	-1.04010041213406	-5	-5
D009765	0.281369758313677	0.210473692840409	-0.191978185612404	0.532837154509228	-0.164087582888614	0.219896121543817	-1.18936429972446	-0.0583196527085983	-0.421062959288594	-0.980343774680651	-0.0732769406841993	-1.02163685291612	-0.885722703438414	-0.268628839431426	-5	-5	-5	-5	-5	-5
Healthy	-5	-1.90763030037088	-5	-0.883591519370101	0.738860594435064	-5	-5	-2.25336580106242	-1.0876185010812	-5	-5	-0.3170340616636	0.466004102417388	-5	-5	-5	-3.27572413039921	-5	-0.37323888912829	-5
Healthy	0.856711373284169	-0.4094033467436	-5	-0.637668348129974	-0.888334304060481	-0.591980630870233	-0.0713686273460218	-0.760450279159527	-0.850996548071452	-1.19017103893211	0.716563389293303	0.4634495136305	0.76652066369373	-5	-5	-5	-1.41240127027875	-5	-2.06499684854635	-5
Healthy	-5	0.875864254907033	-5	-5	-5	-5	-5	-5	-5	-5	0.397809700780305	-1.9072793553159	-0.08549288931395	-5	-1.23777171571353	-5	-5	-5	-5	-5
Healthy	1.05665372605811	1.12865802337484	-5	-1.21623930425608	-0.189377733105181	-5	-0.508624296892266	-1.29713882942707	-5	-5	1.02144194359663	-0.602738019719488	0.377304429359337	0.145749414063477	-5	-0.900975784389107	-5	-1.34399767931704	-5	-5
Healthy	0.812238005000249	-1.36774522331529	-5	-5	-0.588835026244812	-1.0115748299937	-5	-0.531475442700297	-0.438409713792262	-5	0.785904005535584	-0.836868453965052	0.823557689158913	-5	-5	-0.451770323497888	-5	-5	-5	-5
D009765	1.54942643157284	0.199390370251233	0.547683653941131	0.143782728421145	0.0323084396643095	-0.0321058493747866	-0.139967604636963	-0.635355214670088	-0.132909810948979	-0.859146418677277	-0.900112272588533	-5	-0.467207414962415	-5	-5	-5	-5	-5	-5	-5
Healthy	0.702189194687771	-5	-5	-0.330125497510197	0.462297649305525	0.776244862509026	-5	0.333342466895051	-0.786641646375609	-0.239268493321014	0.359541428032134	0.244259798169348	-0.306457709440122	0.0555006506215215	-5	-5	-5	-1.10513034325475	-5	-1.57888987020657
Healthy	0.508564730448454	-1.22308099715795	-0.720036632541263	-0.828653903312823	-0.759825304980723	-0.936253938386556	-0.134090986834566	-0.634137784597445	-0.439722648145958	-0.915316502096749	0.658414959789995	-0.724343190462986	-0.514008997229323	-0.0386073851939904	-0.0326158510874388	-1.89109687233269	-5	-5	-5	-5
Healthy	1.02388635489355	-0.313605072495461	-1.86043573382415	-1.32827191176044	-1.32312356802686	0.019759982034825	-5	-0.701692862671492	-1.06529959828457	-0.908227558580317	-5	-2.92445303860747	-5	-5	-0.316556691209752	-0.0942526770091427	-5	-2.03105031901866	-5	-5
D009765	0.695932373312418	-5	-5	-5	-1.13643923547376	0.00914057461228358	-5	-5	-5	-5	0.744951359424246	-5	-5	-5	-5	-5	-5	-5	-5	-5
D009765	1.39561309006565	-5	-5	0.0803811350321121	-0.351249787301981	-0.440476392942106	0.621049507467855	-0.466418574941294	-0.25771488340559	-0.576000909942272	0.395259976762492	-0.565926346214949	0.6314792822968	-5	-5	-5	-5	-5	-5	-5
D009765	0.491315460025324	-0.933450461238066	0.0601574685665925	0.242767460988647	0.087653665350347	0.431786593254309	-0.414584394340249	-0.214556266619342	-0.236542056126241	-0.405861691282286	-0.483649753006089	-2.50584540598156	-5	-1.05340037498487	-5	-0.01464988222765	0.406114192678464	-5	-5	-5
Healthy	0.530826986248977	-1.06605739725874	-1.23980377054487	0.374777664479156	-0.323974345823605	-0.189545685432612	-0.264241462556261	-0.352587686654944	-0.418073086107135	-0.689604105989774	-0.375089096815163	-1.16909070045356	0.602887618953054	-0.963930299302298	0.484254271633615	-0.970981670453518	-5	-1.22973726182941	-5	-5
Healthy	0.844914356651832	-5	-0.274709231973527	0.0229477291312661	-0.753895515857289	-0.39503994006065	-0.988937305270265	-0.913106528690544	-0.679812156596737	-0.815450518679302	-1.44405956218149	-5	-5	-5	-5	-1.77469071827414	-5	-5	-5	-5
Healthy	1.24183549902367	-5	-0.0771707803333511	0.343764943264214	0.344030538531607	0.325332958543564	-5	0.100677200390068	-0.30858252401874	-0.225957732957863	0.337353420313917	-0.959714201067508	0.111850362800993	-2.26440110030182	-0.649616285841611	-5	-5	-5	-5	-5
Healthy	-5	-5	-2.26921772433361	-5	-5	-5	-5	-5	-5	-5	-2.93181413825384	-5	-5	-5	-5	-5	-0.0752143323744068	-5	1.09920776918135	-5
Healthy	-1.26440110030182	-5	-0.156617705783265	-2.13608262304214	-1.4414114168918	-0.0871989159456776	-5	-1.74714696902011	-1.48452355861762	-2.33254704711005	-0.0905723526335055	-0.255761796212549	-0.149893139313376	-0.956991590120048	-5	-2.24718356881173	-2.13548891894161	-3.79588001734407	-5	-2.42712839779952
D009765	1.06007087101302	-5	0.663735780597929	0.577250458079471	-0.0286081692924771	-0.164493329335682	-5	0.0652958181689535	0.157036474828166	-5	0.820539039843864	-5	-5	-0.878538646454015	-5	-5	-5	-5	-5	-5
Healthy	0.443697846668159	-5	-1.53017798402184	-2.1001794975729	-5	-1.43770713554353	-2.15242734085789	-1.72955409198204	-1.66254073870934	-1.96058588082386	0.458182923400214	-2.22694530663574	-0.73327453296808	0.190124308068967	-0.0300020014016579	-0.834014177225546	-2.07211658966929	-0.819415403397044	-5	-1.51498878542143
D009765	-0.750899522817078	-2.64397414280688	-0.256858836426839	-0.592830123516295	-0.756961951313705	-0.194981959547696	-5	-1.20641913263184	-1.01345218658528	-0.447137185707379	0.6400698050785	-0.665908311797845	-5	-5	-0.673664139071248	-1.50376245483326	-5	-2.19654288435159	-5	-1.8018930011266
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	1.21018497314227	-0.239019926902178	-0.743594981665834	-0.558933593360737	-5	-2.32882715728492	-0.464655236323343	-0.293410221146578	-0.437623854176461	-5
Healthy	0.85171992353627	-5	-5	-0.409069042607392	0.340432216198166	0.114020182226573	0.793388022118648	-0.657182685364267	-0.301473202109255	-5	-0.26983974345181	-0.357852165202157	0.47953788179214	-5	-5	-5	-5	-5	-5	-5
Healthy	0.415200457999291	0.689750921694339	0.0749845692601487	-0.334784983545773	-0.157184893703075	-0.507658746745025	-5	-0.168552572928961	-0.583892287676438	-0.237764207229299	0.201765708466026	-1.27934464344828	0.392696953259666	-0.453259974790727	0.320167065254232	0.179884852308201	-0.434447318600432	-5	-0.703181298419511	-5
D009765	0.955979106000251	-0.981424316532749	-1.07789763319239	-1.55455148573395	-0.0853342834828456	-5	-5	-0.898734215008665	-0.77409655507384	-2.05998184499234	1.13924638109621	-0.397245692805683	0.393955811805259	-0.180166631270542	-5	-2.00217691925427	-5	-5	-5	-1.53850147321698
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-1.77494930386195	-2.18708664335714	-3.56863623584101	-5	-5	-5	-5	-5	-5	-5
D009765	0.633813733900613	-1.15490195998574	0.268528830179623	-0.0200557510609725	0.245416421441037	0.295239331356726	0.132221254690371	0.149773177559665	0.0153807150618282	-0.0890182761704493	-0.498803757972911	-1.37335173152599	-5	-0.842059944035232	-5	-0.168776711703507	0.232830996311035	-5	-5	-5
Healthy	0.907953353044405	-5	-5	-0.0321198781071436	-0.860656243847625	-0.111916027661954	-5	-0.00070847757171407	-5	-5	1.18976843137162	-0.303346609980183	0.1745976157771	-0.167561346495778	-5	-1.01322826573376	-1.39663907565162	-5	-5	-2.05060999335509
Healthy	0.514518533088357	-5	-5	-0.404966978610421	-0.667379780434359	-5	-5	-0.380176499542722	-1.25313237214957	-5	0.944031857724751	-0.512423307383851	1.14041721508567	-1.29559207261316	-5	-0.0985798240854995	-5	-1.81559251458768	-5	-5
Healthy	0.677855050117645	0.102677199085815	-0.172824651701307	-0.296407729963199	0.249777845493322	-0.206076973265437	-5	-0.139326667869294	-0.262219151563367	-0.863723464339708	0.131580172733646	-0.571735585172785	-0.286156788372149	0.0420081573735264	0.01546454355833	-1.45792185366437	-5	-2.08092190762393	-3.74472749489669	-1.21034879120659
Healthy	-0.926758352388001	-5	-5	-5	-5	-0.669322483001064	-5	-1.37716452047848	-5	-5	-5	1.45275231808451	-5	-5	-5	-5	-1.39394125058969	-5	-0.691286223360996	-5
D009765	0.920317984392558	-5	0.302411025464487	-5	-0.522386823570525	-5	-5	0.19152925867408	-0.134274356998744	-5	0.455580251895316	-5	-5	-5	-5	0.648055410078349	-5	-5	-5	-5
Healthy	-5	-5	-5	-2.10846254232744	-5	-1.20565139610392	-5	-1.1922620779859	-1.32477174640694	-5	0.0790835187944683	-0.379916021827301	0.576254943504197	-0.0239757493284727	0.166551474347601	0.569695706760275	-5	-2.04479346245806	-5	-1.38584129049082
Healthy	0.539673156902935	0.521736787923754	-5	-1.16513442009996	-1.46130062045759	-1.62214758099325	-5	-1.80994858224079	-5	-5	0.482875012206673	-0.593306566203788	0.431648375040413	0.2007520322611	-0.148625447178581	-0.0242787583031479	-5	-0.613768649420475	-5	-1.22797183467514
Healthy	-5	-5	-0.213461519502198	0.0485350231297493	0.381494132878298	0.0345562687178096	-0.269516505447269	-0.187594730922018	-0.364315237452777	-0.656256704989906	0.853036534164229	-1.38205656517103	-0.647431613820691	0.11094978974092	-0.159793502241003	-1.08996287644695	-1.38373459471829	-1.21353252325972	-5	-2.24108810760203
Healthy	0.0390133521942419	-5	-5	-5	-0.920059402847638	-1.1436941335667	-0.113576962358928	-1.5145625189237	-5	-5	0.00661149584343508	-0.114819773712263	0.00600797308103278	-5	-5	-5	-5	-5	-5	-5
Healthy	-0.0937457897517832	-0.838093207932721	-0.416076117680687	-0.602807620982813	-1.12848544129162	-0.702195733474714	-0.768122812653522	-0.812620306760783	-1.2580609222708	-1.36542197714611	0.500491705671057	-5	0.453934173198988	0.0613167408513943	-5	-0.341254264638846	-5	-5	-2.02641037657274	-1.69378949183224
Healthy	0.290682229256103	0.281787611225383	-5	-0.174872602972569	-1.10607187345739	-1.10171372141088	-5	-1.41532961553565	-5	-5	0.543438481678788	-2.72584215073632	0.344085604625479	0.228313080356868	0.0901945446269871	-0.790163404930345	-5	-0.95120872615159	-5	-1.16953964996903
Healthy	0.549730157967155	0.543886843713349	-5	-1.24169381827469	-1.2419969907002	-1.6996219351293	-5	-2.1518108830086	-5	-5	0.456924486401631	-0.636331621889232	0.411853623316672	0.216857055096058	-0.111668838505759	0.0212513367076271	-5	-0.581201709409646	-5	-1.21169018789295
Healthy	0.887315101778087	-5	-5	-5	-0.334203322310506	0.0589571787773104	-5	-0.0749045939993268	-0.184209804817196	-1.14819148577176	0.546643822569479	-0.441807610760151	-5	-1.04431224968649	-5	-5	-5	-5	-5	-5
Healthy	-0.260649210149569	-5	-5	-0.249753958129727	-0.388892999011758	-0.546819310297906	-5	-0.523777215949415	-1.13377175262035	-5	1.34411136529356	-5	0.950425709764985	-0.835260615708568	-5	-1.08830984124614	-2.20971483596676	-5	-3.01322826573375	-5
Healthy	0.803350577520284	0.0403491256287113	-1.69464863055338	-0.674361208209461	-0.211449843918446	-1.10100072911021	-0.494836450189588	-0.563360368307339	-0.686301470439688	-1.54683460747414	1.18038711907973	-0.711840236676122	0.424832653288131	0.0307413606269462	-5	-0.960744556193514	-5	-1.26312563835158	-5	-5
Healthy	0.324093053376097	0.398712365655856	-5	-0.0922179272018244	-0.576852468022756	-5	-5	0.220074075694586	-0.357317892392487	-0.179201057630617	0.102073359382784	-1.28291227507298	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.209737466462578	-5	-5	-1.10723776538418	-2.06752623532285	-5	-5	-0.79805693659835	-1.04706233224902	-5	1.42829049633723	0.34298886848598	-5	0.18134042929131	-0.255667893010633	-5	-1.35506929208641	-0.668410759044863	-5	-5
Healthy	-5	-5	-1.07422394616325	-0.774277301315833	-5	-5	-5	-5	-5	-5	0.947944673056169	0.089403441180243	0.622956560006514	0.302525732960741	0.117831207602698	-1.3902988976206	-0.258627763093368	-1.33875539104067	-5	0.181057146162505
Healthy	-0.107043232578286	-5	0.138160542163589	0.58688648225242	-0.73504058230946	0.256053532456802	0.555917496998117	1.03294939170684	0.633775383195856	-5	0.922307566372849	-0.661722839303228	-5	-0.715321168758329	-5	-0.403831913281014	-5	-5	-5	-5
Healthy	0.701276054883741	-0.143966295281358	-0.62125698118698	-5	-5	-0.814401189417685	-5	-2.2839966563652	-2.00086945871263	-5	1.3693811919108	0.945254339438058	-0.658308338426907	0.0793874869481919	-5	-0.383115066465352	-5	-5	-2.45345733652187	-1.18615224577115
Healthy	-0.444385677113765	-5	-5	-5	-5	-5	-5	-1.38289476949762	-1.78489141894691	-5	1.26863904025059	0.279052932390578	-5	0.217854910108307	-5	-5	-2.12842706445412	-0.583858968831671	-5	-5
Healthy	0.0347407250814849	-5	-5	-0.121788525685204	0.199845645847053	0.226715873412207	-5	0.262099714929538	-0.223872928829701	-0.391869932489698	1.36478186983197	-0.00475979813718457	-5	-1.72101788313456	0.052043359503518	-0.968995718636463	-5	-1.83120797968582	-5	-5
Healthy	1.14327748457903	0.335838869579954	-0.600793699328692	-2.3429441471429	-0.594397544790687	-0.650975155792233	-5	-0.676170599824331	-0.663640345534769	-0.90752498707402	0.561015470748882	-0.952491494405988	-0.224600743988733	-0.548704917357315	0.0477069992958161	-1.35615268970029	-5	-5	-5	-2.72124639904717
Healthy	0.712447657203049	-0.126952735061976	-0.668613199025177	-5	-5	-0.768148276256584	-5	-2.11294562194904	-1.4907974776689	-5	1.37696564086328	0.932095114045484	-0.582528306796707	0.0604447428764243	-5	-0.380750101031033	-2.80687540164554	-5	-2.76447155309245	-1.2143143317191
Healthy	0.761994705606301	-0.0407200498690612	-0.529913071591167	-0.265936615685406	-0.284991661533671	-0.356211861916728	0.278504381572393	-0.304404511241308	-0.90018129038477	-0.729134911260221	0.62129886435119	-0.176330186731864	0.178162240966235	-0.29374320687608	0.247941367855549	-0.0168113846863981	-5	-5	-5	-5
Healthy	0.320021590369592	-5	-5	-5	-5	-5	-5	0.814612462935092	0.808782001912341	-0.16355561530413	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.464853046105669	-5	-5	-0.245238974831725	-0.391473966422806	-0.309210494358082	-5	-0.380677055116824	-0.632048032242022	-0.880645118703574	0.902280359319367	-0.214243200037357	-1.84588047448415	-1.32029961912804	-0.127703842835025	-2.1331221856625	-5	-5	-5	-5
Healthy	-0.880447202332883	-5	-1.52900183033913	-1.44635966376865	-2.10513034325475	-0.93177702065355	-5	-1.3631110930162	-0.923032047802081	-0.856829006799822	-0.0392391554631014	-0.669545640278002	0.602425730383013	-5	-0.105241005628108	-0.93118357007778	-0.51705499225131	-1.37571790416433	-0.918616682537715	-1.44213203843198
Healthy	-5	0.731174416637187	0.603330613605986	-5	-5	-5	-5	-5	-5	-5	-0.221298991379371	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.121907665676567	1.16578455748066	-5	-5	-5	-5	-0.190804033032651	-5	-2.58004425151024	-5
Healthy	0.94749792998141	-5	-5	0.132307728299071	0.291235610848788	-0.255300300839621	-5	0.515644719423987	-0.0994034933344006	-0.374564070532475	0.572391755335104	-1.5111673656176	-0.585561497517843	-0.806458011433782	-5	-0.766724608706056	-5	-5	-5	-5
D009765	0.352626236830803	-0.366551744633534	-0.10446696051593	0.354352421040331	-0.395115442336376	-0.00349270583645547	-5	-0.827192811630913	-0.046839748640618	-0.864835533343045	0.795322372803592	-0.694197370815095	0.583002560080506	-0.748946097812692	-0.0476580624067687	-0.804432419340272	-5	-5	-5	-1.74424521335696
Healthy	0.0565847269210594	-5	-5	-5	-5	-5	-5	-1.34891591075699	-5	-5	-1.36171046458574	-1.28224630678928	0.296930511382828	0.552894428262698	-5	-0.400018731733576	-5	-0.444107860055416	-5	-5
Healthy	0.0687608283667952	-5	-1.17360121781238	-5	-5	-5	-5	-1.11560117444331	-1.14605855411951	-5	-1.70223948890087	-1.21147811277753	0.268273671966616	0.523704855766031	-0.0902140481009321	-0.497258881193792	-5	-0.363502073866795	-5	-5
Healthy	1.20829378949551	-5	-0.50275235458409	-5	-0.337128888880692	-0.0786257045815256	-5	-0.309874830981833	-0.592473134197046	-5	0.729529249627174	-0.582229468883075	-5	-0.528546925702613	-0.449551497100031	-1.19674778856954	0.0980065240515756	-0.846093714861132	-1.61457248519487	-1.38700434396765
Healthy	0.279279007906624	-0.085207440509609	0.192305348063851	0.360627489389119	-0.128281156681238	0.0591921968755648	1.21596547336174	-0.129204118965246	-0.0206929670536596	-0.257581260379471	-0.0851546002027056	-1.67964596718233	0.0306037694259527	-1.14080163846612	-0.614679775799089	-5	-5	-5	-5	-5
Healthy	1.13886486396383	-5	-5	0.474044261063798	-0.0604208488250624	0.293450951716005	-5	-0.0399337375316477	-0.257007934247491	-0.266481748565512	0.0902509969116588	-1.09205147838773	-5	-0.58404225411901	-0.496740597409138	-1.37468754903833	-5	-1.38679264789624	-5	-5
Healthy	0.880352195104973	-2.05060999335509	0.0300205464658139	0.137271802868008	-0.736861228781858	-5	-5	0.385456121156971	-0.180416584936091	-0.631992194778825	0.622396409075987	-0.642636969384857	0.190446560874655	-0.286786754658526	-0.279468603626626	-1.23306690616272	-2.02136305161553	-5	-5	-5
Healthy	0.317072515260928	-5	-0.158196449630666	-5	-0.562995034522697	0.0969308586428965	-0.241815061849435	0.351138958581849	-0.0463852583093595	-0.231051271055011	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	0.482859297371087	-5	-0.552392396432687	0.123145747243285	-0.0646035891411616	-0.110222235532079	0.48640922411825	-0.444699945330358	-0.540351233489477	-0.576164541488574	-0.506555891266547	0.473438793550854	-5	0.0169498130975607	0.0560010361482319	-0.53986923630405	-5	-1.39501837039257	-5	-2.67162039656126
Healthy	0.380910977553149	-5	-5	0.0880864522090516	-0.387746093903563	-0.525623455460234	-5	-0.0291047896803874	-0.804128010540672	-1.24154231138953	0.235712730461647	-0.462394957848223	-5	0.543647195279408	0.639729466821538	0.157284466837217	-5	-5	-1.60730304674033	-5
Healthy	0.575989855704142	-5	-1.37048846579955	-0.865408565289123	-1.27556027660293	-1.25344363858963	-5	-0.820247193102502	-0.877554743718044	-0.893333238030084	-1.02502800570193	-0.972691172964454	0.251236586109533	-0.0620059490638874	-0.0751058988133832	-1.34756025241058	-5	-2.93930215964639	-5	-5
D009765	0.0873234641218826	0.212227568315024	-0.738332771225815	0.132720642500449	-0.508120263780192	-0.21169725884732	-0.720995038155098	-0.396628250899138	-0.889780776310596	-0.993962045002683	-0.367401003133042	-5	-5	-0.191134364220829	0.346650227480351	0.00598655615923092	-5	-5	-5	-5
Healthy	0.803447555601767	-1.08249449044745	-5	-0.589425203457672	-0.502862935948042	-0.155330261386863	-0.0793654259568524	-0.282271262178657	-0.769091480679235	-1.38362952770873	0.675986276797795	-2.65169513695184	-0.0995236286107431	-0.804709339889031	0.0274393119239603	-2.25884840114821	-5	-1.68888215733749	-5	-5
Healthy	0.192408536039449	-5	-5	-2.61798295742513	-5	-1.63152716155964	-5	-1.72676716595695	-5	-5	1.09308217236518	-0.162550457208285	-5	0.736399689747381	-0.100666574246114	-0.287232482518662	-5	-5	-5	-5
Healthy	-5	-5	-0.51957621940059	-5	-0.292659805392957	0.591142550323421	-5	-1.12326270285934	0.0768369784229377	-5	0.601877549330061	-0.177152232506162	-5	-0.542269451754002	-0.277283832511505	-5	-1.99913227846877	-0.735985420019022	-1.59756665378069	-5
D009765	0.989518338234589	-1.00802120900542	0.224722070351444	-0.976212720210153	-0.0565104305284661	-5	-5	0.0986471863170701	-0.0859955235874174	-1.01682492796219	0.61216587167507	-1.16845014800424	-5	-5	-5	-1.74136271727592	-1.38859536228841	-5	-5	-5
D009765	0.776614025848792	0.378782962118477	0.00326660735437402	0.0224696127677694	-0.41936008799192	0.207033532435403	0.357584222235151	-0.253420285866617	-0.39575234076235	-0.274676532769212	-0.458370840016136	-0.512522243561101	-0.169385672133028	-0.985647499348991	-5	-2.32239304727951	-5	-5	-5	-5
Healthy	-0.491753169548772	-1.05522131887649	-0.710946442407359	-1.2390500485891	-5	-1.46331532737907	-5	-5	-5	-5	0.415410762826708	-5	0.29471967435228	0.340961390496301	0.0225603304654423	-0.286719514700674	-5	-5	-5	-5
Healthy	0.617662816540107	-5	0.00429987352362671	-0.301090801147931	0.109517802169425	0.0942299810985113	0.457112499237567	0.213326465927919	0.230101346744353	-0.655823944803636	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
D009765	0.958134153921189	0.865203501398333	-5	-0.0606455110213213	-0.389915019149611	-0.0434330086369042	-5	-0.386211015216508	-1.4639468448408	-0.441267435959361	0.369733361610794	-1.92775010238649	-1.5775743236288	-0.611952111171564	-5	-0.228993436469358	-5	-5	-5	-5
Healthy	-2.64206515299955	-5	-0.393683138859893	-0.575477702913367	-5	-0.318776858604828	-5	-0.46063530425386	-5	-5	0.436380535025891	-0.0608003459474768	-3.4089353929735	0.0727754398846268	-5	-0.38787337833645	-0.470030961879477	-0.408023219601713	-5	-5
Healthy	-2.05012229596312	-1.69550947222651	-5	-5	-5	-5	-5	-5	-5	-5	-2.22767829327708	-1.93554201077308	-5	-5	-5	-2.81247927916354	-5	-5	-5	-5
D009765	1.35925116248316	0.528172108188816	0.287275332675486	-0.970372760952587	-5	-0.0728607061241307	-0.250364155629386	-5	-0.39483507145388	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5
Healthy	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	-5	0.351121544660881	-5	-1.11114683301706	-5	-5	-0.652357795267573	-5	-5	-5
Healthy	0.879230679189773	-5	0.257001411616545	0.0441946963198728	-5	-5	-5	0.435904857337093	-0.398548446952947	-5	0.537734745635346	-0.279212458245032	0.161008437306002	0.108916646351285	-5	-5	-5	-5	-5	-5
Healthy	0.889390233518476	-5	-5	-0.862899195420877	-0.489093228438107	-0.0429485056935565	-5	-0.0127628798536081	-0.238455531751698	-1.11019424813191	0.542724619119897	-0.445886543013626	-5	-0.999956572723137	-5	-5	-5	-5	-5	-5
Healthy	0.575118537086691	-1.0691018855899	-1.03282657704446	0.264626596932044	-0.168162207344897	0.118592060078142	0.167506374190479	-0.725726662241582	-0.430356934640684	-0.897600600135017	0.00429127312198067	-0.395817162446876	-5	-0.386961996497295	0.324626050046979	-1.51655535190146	-5	-1.80882854427144	-5	-5
Healthy	0.293901496778882	-0.468252925053282	-0.742729517701117	-1.30042240860109	-0.352998672405951	-5	-5	-0.536554968229572	-0.54868955416217	-5	-0.621892937490258	-0.494741461629059	-0.153180606330457	-2.69897000433602	-5	-5	-0.825678472735959	-0.611153106400489	-1.8639139026159	-0.830384337777253
Healthy	-2.63264407897398	-5	-5	-5	-5	-5	-5	-5	-5	-5	-2.5016894462104	-2.85387196432176	-2.27245874297144	-5	-5	-5	-5	-5	-5	-5
Healthy	0.736384549053013	-5	-0.523371224817642	0.211865094302201	-0.452988748773399	-0.116196661730628	-0.943552541525082	-0.693596419619958	-0.494565109402964	-0.890455199121653	1.23917705841512	-0.560872657557154	-5	-0.796803875064967	0.151945667098375	-1.27736607746619	-5	-3.10790539730952	-5	-1.78093966755114
Healthy	-5	-3.92081875395237	0.588412899642472	-5	-5	-5	-5	-5	-5	-5	-2.96657624451305	-2.82973828460504	-2.87942606879415	-5	-5	-5	-0.46063530425386	-5	-5	-5
D009765	0.78661728107683	-0.113503634676066	0.53586984319492	0.0280137944708322	0.523799775137791	0.355127642144458	-0.111859835952696	0.441632303684314	-0.332332287893781	-0.226272049797251	0.932515365660685	-5	-5	-5	-5	-0.371662166423882	-5	-5	-5	-5
Healthy	-0.579763619530112	-5	-1.10165883427249	-5	-5	-5	-5	-1.89894064509188	-5	-5	0.638607049596966	-1.28066871301627	0.127088593044486	-0.371039199781782	-5	0.24748471708686	-0.991357252434715	-1.7026772857947	-5	-1.40582852088509
Healthy	0.24343741592887	-5	-5	-0.739594667760176	-0.964130186304447	-0.679521366842382	-5	-1.43215054942689	-1.12953756841108	-5	0.449007594115513	-2.50584540598156	0.205003957419013	-1.14146280243036	-5	-1.86550414416533	-5	-0.596073435168731	-5	-5
