group	Bacteroidaceae	Enterobacteriaceae	Streptococcaceae	Lactobacillaceae	Veillonellaceae	Erysipelatoclostridiaceae	Micrococcaceae		Enterobacteriaceae	Burkholderiaceae	Streptococcaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae
Healthy	41.91523	0.65793	0.0651	0	0.01466	0	0.00322		0.65793	0.00304	0.0651	0	0.04603	0	0.01466	0.02304	0	0.00968
Healthy	29.12403	0	0.01704	0	0.03741	0	0		0	0.06841	0.01704	0	0.04956	0	0.03741	0.02005	0	0.24526
Healthy	31.56341	0.55499	0.00318	0	0.02256	0	0		0.55499	0.00015	0.00318	0	3.02379	0	0.02256	0.00322	0	0
Healthy	45.43295	3.33224	0.06078	0	0	0	0		3.33224	0.08977	0.06078	0	0	0	0	0	0	0
D014376	83.24909	0.96787	0.10564	0.00142	0	0	0		0.96787	1.94873	0.10564	0	0	0	0	0	0.00142	0
Healthy	73.83023	1.60419	0.0933	0	0	0	0		1.60419	0.10532	0.0933	0	0.04027	0	0	0	0	0
D014376	52.84293	0.28734	1.59618	0.01333	0.3532	0	0.00181		0.28734	0.24783	1.59618	0	0.21874	0	0.3532	0.80854	0.01333	0
Healthy	24.72507	0	0.33411	0	0.04038	0	0		0	5.86788	0.33411	0.87301	0.03855	0	0.04038	2.15948	0	0
Healthy	1.72012	19.26871	0.54497	0	0	0	0		19.26871	0	0.54497	0	0	0	0	0	0	0
Healthy	33.01195	0.15204	0.12421	0	0.05513	0	0		0.15204	0.1691	0.12421	0	0	0	0.05513	0	0	0
Healthy	59.45733	0.03218	0	0	0	0.07924	0		0.03218	0	0	0.07567	0.17399	0.07924	0	0	0	0
Healthy	21.3805	0.24918	0.13277	0.03975	0.00328	0.06273	0.0011		0.24918	2.02905	0.13277	0	0.02758	0.06273	0.00328	0.00658	0.03975	0.01363
Healthy	34.92947	0	0.64001	0	0.37807	0	0		0	6.05602	0.64001	3.44399	0.0057	0	0.37807	2.03012	0	0
Healthy	31.66333	0.0542	0.37533	0	0	0	0		0.0542	2.5475	0.37533	0	0.47012	0	0	0	0	0
Healthy	10.25901	17.2665	0.0724	0	0	0	0		17.2665	0	0.0724	1.40121	1.87534	0	0	0	0	0
Healthy	31.87127	0.02491	0	0	0.07814	0	0		0.02491	0.00244	0	0	0	0	0.07814	0.28719	0	0
Healthy	50.16558	0.79603	0.03336	0	0	0.00782	0		0.79603	1.29585	0.03336	4.49462	0.33034	0.00782	0	0.00248	0	0.00536
Healthy	6.80214	0.32158	0.25409	0	0.16998	0	0		0.32158	0.01267	0.25409	0	0	0	0.16998	0	0	0
Healthy	11.05639	0.10318	0.29871	0	0	0	0		0.10318	0	0.29871	0.01425	0.8151	0	0	0	0	0
Healthy	17.02237	9.22203	2.12798	0	0	0	0		9.22203	0	2.12798	0.18431	0	0	0	0	0	0
Healthy	49.67483	1.0624	0	0	0	0	0		1.0624	0.32502	0	0	0.32579	0	0	0	0	0
Healthy	56.1964	1.79614	0.71998	0	0.39935	0.19755	0.01361		1.79614	0	0.71998	0	0.01247	0.19755	0.39935	1.49969	0	0.5997
Healthy	9.19068	10.3544	0.00185	0	0	0	0		10.3544	0.28124	0.00185	0	0.14981	0	0	0	0	0
Healthy	39.85226	0.3481	0	0	0	0	0		0.3481	0.00279	0	0	0.03778	0	0	0	0	0
Healthy	47.29318	0	0.01542	0	0	0	0		0	6.12487	0.01542	0	0.07712	0	0	0.0099	0	0
Healthy	73.32621	1.46955	0.07654	0	0	0	0		1.46955	0.09536	0.07654	0	0.03983	0	0	0	0	0
Healthy	15.00695	0.47781	0	0	0	0	0		0.47781	0	0	0.0051	1.12635	0	0	0	0	0
Healthy	38.49784	0.09477	0	0	0	0.03828	0		0.09477	0.30524	0	0	0	0.03828	0	0	0	0
Healthy	40.48812	3.92252	0.30473	0	0.07346	0.01069	0		3.92252	0	0.30473	0	0.05286	0.01069	0.07346	0.1417	0	0.59479
Healthy	32.9921	0.00675	2.22493	0.14363	0	0	0		0.00675	0.13296	2.22493	0	0.1416	0	0	0.02958	0.14363	0.26551
Healthy	85.45274	0.52504	0.20895	0	0.03213	0	0		0.52504	0.13412	0.20895	0	0.0271	0	0.03213	0	0	0
Healthy	12.31956	1.29633	0	0	0	0	0		1.29633	0	0	0	0	0	0	0	0	0
Healthy	19.52168	0	0	0	0	0	0		0	5.06789	0	0.92775	0	0	0	0.1119	0	0
Healthy	17.0887	1.88029	10.15615	0	0	0.18125	0.30233		1.88029	0.02253	10.15615	2.29265	5.20824	0.18125	0	0	0	0
Healthy	41.04792	0	0.04491	0	0.0081	0	0		0	0.01507	0.04491	0	0	0	0.0081	0.0207	0	0
Healthy	10.80234	0.05795	0.33934	0	0	0	0		0.05795	0	0.33934	0.00178	0.82368	0	0	0	0	0
Healthy	24.1723	0	0.00805	0	0	0	0		0	0.11188	0.00805	0	0	0	0	0	0	0
Healthy	10.44674	0.13974	0.30983	0	0	0	0		0.13974	0.0031	0.30983	0.01349	0.75318	0	0	0	0	0
Healthy	55.84403	0	0.03344	0.00823	0	0.51375	0		0	0.23883	0.03344	0	0.76109	0.51375	0	0.14387	0.00823	0.25326
Healthy	63.96997	0	0.01599	0	0	0	0		0	6.04836	0.01599	0	0	0	0	0.06958	0	0
Healthy	17.78298	6.24797	0.21766	0	0	0	0		6.24797	0.0044	0.21766	1.08581	0.02633	0	0	0	0	0
Healthy	14.55619	0	1.04862	0	0.08948	0	0		0	0	1.04862	0	0	0	0.08948	0	0	0.13203
Healthy	18.82952	0	0.0841	0	0	0	0		0	0.02681	0.0841	0	0	0	0	0.18283	0	0.28345
Healthy	45.33488	0.15278	0.00272	0	0.0129	0	0		0.15278	0.03488	0.00272	0	0	0	0.0129	0	0	0
Healthy	45.7825	0.0386	0.10886	0	0.00655	0	0		0.0386	0.0059	0.10886	0.00533	0.12561	0	0.00655	0.01085	0	0
Healthy	15.80812	0.03594	0.47971	0	0	0.66528	0.00585		0.03594	0.02132	0.47971	0	0.03992	0.66528	0	0	0	0.11949
Healthy	23.6702	0.07364	0.04377	0	0.00424	0	0		0.07364	0.13238	0.04377	0	0.17444	0	0.00424	0.04419	0	0.01002
Healthy	23.05568	12.1653	0	0	0.00587	0	0		12.1653	0.6261	0	0	0.49268	0	0.00587	0	0	0
Healthy	53.66671	0	0.24909	0	0.29701	0	0		0	1.1027	0.24909	0	0	0	0.29701	2.92516	0	0
Healthy	44.59455	0.14395	0.39866	0	0	0	0		0.14395	0.27283	0.39866	0	0	0	0	0	0	0
Healthy	34.09855	0.07045	0.06824	0	0	0	0		0.07045	0.24452	0.06824	0	0.33581	0	0	0	0	0
Healthy	5.69953	0.1369	0.03981	0	0	0	0		0.1369	0.26241	0.03981	0	0	0	0	0	0	0
Healthy	30.91155	0.47257	0.27678	0	0	0	0		0.47257	2.38374	0.27678	4.9935	0.53728	0	0	0	0	0.31227
Healthy	7.33018	23.5867	0	0	0	0	0		23.5867	0	0	0	0	0	0	0	0	0
Healthy	4.29478	0.18748	1.661	0	0.04564	0.30772	0.00907		0.18748	0	1.661	0	0.14363	0.30772	0.04564	0.0026	0	0
Healthy	73.73258	1.35285	0.04902	0	0	0	0		1.35285	0.09381	0.04902	0	0.04811	0	0	0	0	0
Healthy	4.50624	0.31867	0.50695	0	0.68955	1.03863	0		0.31867	0	0.50695	0	0.04012	1.03863	0.68955	0.11722	0	0.51637
Healthy	25.05616	1.10727	0	0	0.10997	0	0		1.10727	1.79394	0	0	0.07318	0	0.10997	0	0	0
Healthy	12.57533	1.43863	0	0	0	0	0		1.43863	0	0	0	0	0	0	0	0	0
Healthy	25.89382	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	22.50461	0.06187	6.70611	3.6728	0.05627	0	0		0.06187	0	6.70611	0.18643	0.12615	0	0.05627	0.07114	3.6728	0
Healthy	40.20228	0.02002	0.04678	0	0	0	0		0.02002	0.08807	0.04678	0	0.01468	0	0	0	0	0
Healthy	45.89284	0.05613	0.03292	0	0	0	0		0.05613	0.02582	0.03292	0	0	0	0	0	0	0
Healthy	7.31269	0	0.04914	0	0.10841	0	0		0	0.8122	0.04914	0	0	0	0.10841	0.09874	0	0
Healthy	8.73212	18.38479	0.96039	0.00991	5.13874	0	0.05688		18.38479	0.00137	0.96039	0	0	0	5.13874	0	0.00991	0.08665
Healthy	0.04323	10.6286	1.69443	4.82089	0.14109	0	0.2337		10.6286	0	1.69443	0.00015	0.00295	0	0.14109	0.03579	4.82089	0
Healthy	46.91609	0	0	0	0	0.00339	0		0	0.74444	0	0	0	0.00339	0	0.00626	0	0
Healthy	52.9485	0	0.26841	0	0.26418	0	0		0	1.16922	0.26841	0	0	0	0.26418	2.81905	0	0
Healthy	5.37216	0.20022	0.03455	0	0	0	0		0.20022	0.16419	0.03455	0	3.89411	0	0	0.2915	0	2.83469
Healthy	61.8785	2.92696	0.07974	0	0.0231	0	0		2.92696	0.01081	0.07974	0	1.78487	0	0.0231	0.08847	0	0
Healthy	13.24174	0.01178	0.12836	0	0.02694	0	0		0.01178	2.67459	0.12836	0	0.74866	0	0.02694	0.01459	0	0.14545
Healthy	16.86451	52.97984	2.10657	0	0	0	0.1215		52.97984	0	2.10657	0	0.02092	0	0	0	0	0.00199
Healthy	75.64904	0	0	0	0.02246	0	0		0	4.11582	0	0	0	0	0.02246	0	0	0
Healthy	32.39798	32.8765	0.01115	0	0.02571	0	0		32.8765	0	0.01115	0	0.72251	0	0.02571	0	0	0
Healthy	30.59148	7.02995	0	0	0	0	0		7.02995	1.53113	0	0	0	0	0	0	0	0
Healthy	30.15081	0.01693	0.14813	0	0.03506	0	0		0.01693	0.02317	0.14813	0	0.00034	0	0.03506	0.09058	0	0.06303
Healthy	15.18462	6.72529	4.01235	0.06316	0	0.0398	0.01727		6.72529	0.14937	4.01235	0.30316	0.16797	0.0398	0	0.11539	0.06316	0.24489
Healthy	24.86108	12.43941	0.01771	0	0.00079	0	0		12.43941	0	0.01771	0	0.27278	0	0.00079	0.87357	0	0
Healthy	39.39159	0	0.39342	0	0.0997	0	0		0	2.34407	0.39342	0.27176	0.03229	0	0.0997	0.81935	0	0
Healthy	24.03221	53.421	0.02684	0	0	0	0.0361		53.421	0.20938	0.02684	0	0.06351	0	0	0	0	0
Healthy	50.51595	1.00475	0	0	0	0	0		1.00475	0.24951	0	0	0.30666	0	0	0	0	0
Healthy	1.92937	0	0.0314	1.45124	0	0.04228	0		0	0	0.0314	0	0	0.04228	0	0	1.45124	0
Healthy	19.49459	0	0	0	0	0	0		0	1.15184	0	0	0.0557	0	0	0	0	0
Healthy	11.80101	0.07348	0.06132	0	0	0	0		0.07348	0.02693	0.06132	0	1.00071	0	0	0	0	0.6669
Healthy	56.71712	0	0	0	0	0	0		0	0.16675	0	0	0.3007	0	0	0	0	0
Healthy	21.70025	0.05649	0.07913	0.10225	0	0	0		0.05649	0.05209	0.07913	0	0.00925	0	0	0.00055	0.10225	0.02098
Healthy	41.76074	0	0.01836	0	0	0	0		0	2.5317	0.01836	0	0.59643	0	0	0	0	0
Healthy	28.30757	0.08795	0.05811	1.60891	0.09326	0	0		0.08795	1.04064	0.05811	0	0.05294	0	0.09326	0.00625	1.60891	0
Healthy	15.02373	0.34107	0.35948	0	0.00651	0	0		0.34107	0.31386	0.35948	0	0.12799	0	0.00651	0.23746	0	0.49229
Healthy	22.49926	16.1326	1.78948	0	0.07161	0.10999	0		16.1326	0.03397	1.78948	0	0.02929	0.10999	0.07161	0.04471	0	0
Healthy	37.26799	0	12.38081	5.91691	0	0	0		0	0	12.38081	0	0	0	0	0	5.91691	0
Healthy	27.35426	0	0.24874	0	0	0	0		0	0.54358	0.24874	0	0	0	0	0	0	0
Healthy	16.6074	0	0	0.28513	0	0	0		0	0.33609	0	0.00909	0	0	0	0	0.28513	0.12967
Healthy	16.54693	0.03824	1.8784	0.19311	0	0	0		0.03824	0	1.8784	1.58995	16.29565	0	0	0	0.19311	0.40591
Healthy	26.37939	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	14.95394	0.06096	0.20589	2.80469	0.00611	0	0		0.06096	0.14083	0.20589	0	0.15563	0	0.00611	0	2.80469	0.11759
Healthy	36.02863	0.07668	0	0	0	0	0		0.07668	0.59378	0	0	0.11295	0	0	0	0	0
Healthy	23.83564	0.22775	0	0	0	0	0		0.22775	0	0	0	0	0	0	0	0	0
Healthy	4.45334	2.18514	0.4009	7.47165	4.36897	0	0		2.18514	0.07202	0.4009	0	0	0	4.36897	0	7.47165	0.11799
Healthy	55.32361	0	0	0	0	0	0		0	1.91748	0	0	0.02539	0	0	0	0	0.02352
Healthy	19.29414	0.16062	0.02639	0.01077	0.0041	3.13542	0		0.16062	0.04399	0.02639	0	8.61011	3.13542	0.0041	0.00115	0.01077	0.08685
Healthy	28.88681	0	0.00826	0	0	0	0		0	0	0.00826	0.08075	0.15956	0	0	0	0	0
Healthy	60.64059	0	0	0	0	0.0912	0		0	0	0	0.13047	0.15583	0.0912	0	0	0	0
Healthy	7.6748	0.55205	0.76771	0.16841	0	0.9098	0		0.55205	0.03789	0.76771	0	0.01211	0.9098	0	0	0.16841	0.13183
Healthy	33.22625	0.09424	0.23922	0	0.00405	0	0		0.09424	0.0019	0.23922	0	0	0	0.00405	0	0	0
Healthy	33.95532	0.10131	0.11453	0	0.01678	0	0		0.10131	0.17636	0.11453	0	0	0	0.01678	0	0	0
Healthy	45.22248	10.96439	0.00017	0.01026	0.08037	0.00477	0		10.96439	0.25882	0.00017	0	0.0314	0.00477	0.08037	0.00236	0.01026	0.09905
Healthy	27.75371	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	12.72489	10.1218	0.23294	0	0	0	0		10.1218	0	0.23294	3.42114	1.57624	0	0	0	0	0
Healthy	20.94654	0	0.92349	0	0	0	0		0	0	0.92349	1.92331	0	0	0	0	0	0
Healthy	56.03619	0	0	0	0	0	0		0	0.19444	0	0	0.25493	0	0	0	0	0
Healthy	16.66603	0.06144	0	0	0	0	0		0.06144	0.06719	0	0	0.00774	0	0	0	0	0
Healthy	14.61281	0.03789	0.11551	0	0	0	0		0.03789	0.00476	0.11551	0	0.04867	0	0	0	0	0.22656
Healthy	14.24623	0	0	0	0	0	0		0	1.94292	0	0	1.04698	0	0	0	0	0
Healthy	27.51054	0	0.00336	0	0	0	0		0	0.00766	0.00336	0	0.82434	0	0	0	0	0
Healthy	37.93617	0.01927	0	0.00755	0.02279	0	0		0.01927	0	0	0	0.0061	0	0.02279	0.04154	0.00755	0
Healthy	10.70121	2.17433	0.02439	0.19586	0	0.84564	0		2.17433	0	0.02439	0	0.46721	0.84564	0	0	0.19586	0.00638
Healthy	9.47264	0	0	0	0.97483	0	0		0	0	0	0	0	0	0.97483	0	0	0
Healthy	23.33105	0.12276	0.56996	0.01753	0	0	0.01816		0.12276	1.33098	0.56996	1.19187	0.29557	0	0	0.0026	0.01753	0.35254
Healthy	4.54417	8.15067	3.27288	9.00898	0	0	0		8.15067	0.00966	3.27288	0.03543	6.15808	0	0	0	9.00898	0
Healthy	9.90735	0	0	0	0	1.00457	0		0	0	0	0	0	1.00457	0	0	0	0
Healthy	30.0283	0	0.23627	0	0	0	0		0	0.23708	0.23627	0	0	0	0	0	0	0
Healthy	20.15041	0.3122	0.12415	0.07895	0.06983	0.16446	0		0.3122	0.07912	0.12415	0	0	0.16446	0.06983	0	0.07895	0.51615
Healthy	15.96473	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	92.95383	4.40645	0	0	0	0	0		4.40645	0	0	0	0	0	0	0	0	0
Healthy	20.91101	0.05786	0.02073	0	0.01788	0	0		0.05786	1.27027	0.02073	0.27462	0.16915	0	0.01788	0.19642	0	0.04477
Healthy	18.58649	0	0.98912	0	0	0	0		0	0	0.98912	1.95357	11.1676	0	0	0	0	0
Healthy	33.91315	0	0.71498	0	1.01208	0	0		0	5.95715	0.71498	3.51077	0	0	1.01208	2.12326	0	0
Healthy	11.10284	0	0.42563	0	0.10908	0	0		0	0.21246	0.42563	0.51509	0.85731	0	0.10908	0.25386	0	0.10367
Healthy	73.73829	0.35049	0.00207	0	1.06003	0	0		0.35049	0.01922	0.00207	0	0.11113	0	1.06003	0	0	0
Healthy	44.42219	2.08425	1.07361	0.27969	0.5279	0.08482	0		2.08425	0.01018	1.07361	0.00174	0.01294	0.08482	0.5279	0.04557	0.27969	0.0082
Healthy	0.0054	21.42305	0.51683	0.00834	0.2387	0	1.1473		21.42305	0	0.51683	0	0	0	0.2387	0.08013	0.00834	0
Healthy	56.21861	0	0.10617	0	0	0	0		0	0.05324	0.10617	0	0.00371	0	0	0	0	0.04171
Healthy	23.86403	0.08108	0.03817	0	0	0	0		0.08108	0.2314	0.03817	0	0.4962	0	0	0.05207	0	0.02152
Healthy	7.98729	0	0	0	0	0	0		0	0.01243	0	0	2.37194	0	0	0	0	0.07903
Healthy	27.00905	0	0	0	0	0	0		0	6.83995	0	0.53378	0	0	0	2.27487	0	0
Healthy	50.52223	0	0	0	0	0.1339	0		0	0.09745	0	0	0.02092	0.1339	0	0	0	0
Healthy	5.48987	0	0.02097	0	0.08503	0	0		0	0	0.02097	0	0	0	0.08503	0.01913	0	0
Healthy	66.15968	0	0.01317	0	0.06535	0	0		0	7.93494	0.01317	0	0	0	0.06535	0.00287	0	0
Healthy	23.53143	1.4441	0.0095	0	0.08298	0	0		1.4441	1.8415	0.0095	0	0.123	0	0.08298	0	0	0
Healthy	17.30628	0.0498	0.09111	0	0	0	0.0323		0.0498	0.00493	0.09111	1.77931	1.33077	0	0	0.00571	0	0.03796
Healthy	28.721	0.04365	0	0	0	0.21959	0		0.04365	4.22759	0	2.85095	0	0.21959	0	0	0	0
Healthy	53.05437	0.01873	0	0	0	0	0		0.01873	0.1197	0	0	0.03537	0	0	0	0	0
Healthy	55.24442	0	0.00951	0.13192	0.10206	0	0		0	1.83934	0.00951	0	0.20298	0	0.10206	0.04371	0.13192	0
Healthy	41.47742	0	0	0	0	0	0		0	0.5632	0	0	0	0	0	0	0	0
Healthy	8.99204	10.002	0.01204	0	0	0	0		10.002	0.30795	0.01204	0	0.16277	0	0	0	0	0
Healthy	69.00583	0.12787	0.00567	0	0	0	0		0.12787	0.0369	0.00567	0	0.1067	0	0	0	0	0
Healthy	23.65422	1.42793	0	0	0.08261	0	0		1.42793	1.8845	0	0	0.07691	0	0.08261	0	0	0
Healthy	4.75543	0	0	0	0	0.07425	0		0	0.07083	0	10.00915	0.88193	0.07425	0	0	0	0.00357
Healthy	7.37254	0	1.86153	0	0	0	0.00405		0	0.26147	1.86153	0	0.06338	0	0	0	0	0
Healthy	36.81586	2.06596	0	0	0	0	0		2.06596	0.30887	0	0	0	0	0	0	0	0
Healthy	20.88629	0.00647	0.03316	0	0	0.00959	0.00684		0.00647	0	0.03316	1.0463	0.19042	0.00959	0	0.01326	0	0.81709
Healthy	9.59318	0.8847	0.09659	0	0	0	0		0.8847	0.07183	0.09659	0	2.51885	0	0	0.06358	0	0.49934
Healthy	15.57994	0.40114	0.08462	0	0	0	0		0.40114	0.02854	0.08462	0.05493	0.49112	0	0	0	0	0
Healthy	21.94129	0	0	0	0	0	0		0	0.32236	0	0	0	0	0	0	0	0
Healthy	60.47469	1.80581	0.69912	0	2.58237	1.55161	0.00365		1.80581	0	0.69912	0	0.15199	1.55161	2.58237	0.76587	0	0
Healthy	18.33958	0	0	0.02734	0	0	0		0	1.47058	0	0	0	0	0	0	0.02734	0
Healthy	30.90247	0	0	0	0	0	0		0	0	0	0	0.50121	0	0	0	0	0
Healthy	87.4567	0.12828	0.23364	0	0.20735	0	0		0.12828	0	0.23364	0	0	0	0.20735	0	0	0.0197
Healthy	33.05903	0.03446	2.36528	0.15845	0	0	0		0.03446	0.12716	2.36528	0	0.15382	0	0	0.03986	0.15845	0.27995
Healthy	92.41809	4.44716	0	0	0	0	0		4.44716	0	0	0	0	0	0	0	0	0
Healthy	31.51137	0.33297	0.05879	0.01144	0.04238	0	0		0.33297	0	0.05879	0	2.19756	0	0.04238	0	0.01144	0.03556
Healthy	41.98378	0.07423	0.08228	0.00332	0.26655	0.00128	0		0.07423	0.01291	0.08228	0	0.07893	0.00128	0.26655	0.02426	0.00332	0.07712
Healthy	4.62884	11.0772	0.16385	0.20581	1.60027	0.07725	0.00283		11.0772	0.50592	0.16385	0	0.10551	0.07725	1.60027	0.01154	0.20581	0
Healthy	89.96456	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	37.63209	0.71272	0.03834	0	0	0	0		0.71272	0.03187	0.03834	0.03575	0.39877	0	0	0	0	0
Healthy	30.23581	0	0.00611	0	0.0233	0	0		0	0.26698	0.00611	0	0.24125	0	0.0233	0	0	0
Healthy	17.69977	0	0	0	0.20619	0	0		0	0.08659	0	0	1.24965	0	0.20619	0.2299	0	1.66741
Healthy	14.96336	0.63191	0.00615	8.35173	0.007	0.08468	0		0.63191	0	0.00615	0	0	0.08468	0.007	0	8.35173	0.55315
Healthy	85.37122	0.28946	0.2402	0	0.02553	0	0		0.28946	0.12364	0.2402	0	0.03294	0	0.02553	0	0	0
Healthy	54.0871	0.0817	0	0	0	0	0		0.0817	0.22215	0	0	0.02227	0	0	0	0	0
Healthy	55.62782	0.08549	0	0	0.18509	0	0		0.08549	0.24043	0	0	0.16376	0	0.18509	0.02733	0	0
Healthy	74.61544	0.26297	0.16751	0	0.03374	0.54752	0		0.26297	0	0.16751	5.04781	3.31592	0.54752	0.03374	0.07496	0	0.14209
Healthy	0.00098	0.09045	0.68429	2.4052	3.79897	0	0.09082		0.09045	0	0.68429	0	0.05897	0	3.79897	0.03219	2.4052	0
Healthy	20.72322	0.099	0	0.10334	0.0132	0	0		0.099	0	0	0	0.01473	0	0.0132	0.27366	0.10334	0.29432
Healthy	16.46483	9.25016	2.02082	0	0	0	0		9.25016	0	2.02082	0.07379	0	0	0	0	0	0
Healthy	58.03784	0	0	0.12598	0.02104	0	0		0	1.01387	0	0	0.08408	0	0.02104	0	0.12598	0
Healthy	55.54874	0	0	0	0.21827	0	0		0	0.27881	0	0	0.15339	0	0.21827	0.00847	0	0
Healthy	12.27783	1.2703	0	0	0	0	0		1.2703	0	0	0	0	0	0	0	0	0
Healthy	49.08521	0	0	0	0	0	0		0	0.66299	0	0	0	0	0	0.01169	0	0
Healthy	60.89541	0	0.06632	0	0	0	0		0	0.59019	0.06632	0	0.79394	0	0	0.06093	0	0
Healthy	8.87961	0	0	0	0	5.16955	0		0	0	0	0	0.36278	5.16955	0	0	0	0
Healthy	46.30492	0	0.07253	0	0	0.1061	0		0	3.16566	0.07253	0	0.06437	0.1061	0	0	0	0
Healthy	38.86226	0	0	0	0	0	0		0	0.0302	0	0	0.61706	0	0	0	0	0.18783
Healthy	15.06161	46.2181	0.45277	0	0	0	0		46.2181	0	0.45277	0	0	0	0	0	0	0
Healthy	28.33744	0	0	0	0	0	0		0	0.01848	0	0	0.83493	0	0	0	0	0
Healthy	45.9444	0.12448	0.04798	0	0	0	0		0.12448	0.03135	0.04798	0	0	0	0	0	0	0
Healthy	28.8758	2.85526	30.96	0.40283	0	0	0		2.85526	0	30.96	0	0	0	0	0.11266	0.40283	0.52212
Healthy	62.92679	0	0	0	0	0	0		0	0.24272	0	0	0	0	0	0	0	0
Healthy	6.04184	1.36828	0.41852	1.33554	0.00409	0.03477	0		1.36828	0.03776	0.41852	0.0076	0.08283	0.03477	0.00409	0	1.33554	0
Healthy	48.282	0	0	0	0	0	0		0	0.61221	0	0	0	0	0	0.00382	0	0
Healthy	2.50231	9.40828	0.7609	0.00306	0.01636	0	0.0103		9.40828	0.11923	0.7609	1.37754	0.03863	0	0.01636	0.29666	0.00306	0.00798
Healthy	50.37213	0.25095	0.28896	0	0	0	0		0.25095	0.23837	0.28896	0	0.10789	0	0	0.09921	0	0
Healthy	35.48593	0	0.20963	0.03678	0	0	0		0	0.61436	0.20963	9.85721	3.98076	0	0	0	0.03678	0
Healthy	32.93431	0	0.41624	0	0.00348	0	0		0	0.51012	0.41624	0	0.018	0	0.00348	0	0	0.02288
Healthy	28.70693	0.08686	0.27805	0.03341	0.01984	0.00078	0		0.08686	0.47825	0.27805	0	0.08361	0.00078	0.01984	0.01291	0.03341	0.06082
Healthy	1.1413	93.0192	0	0	0	0	0		93.0192	0	0	0	0	0	0	0	0	0
Healthy	24.91609	4.15827	0.00816	0.00165	0.3593	0.01656	0		4.15827	2.05418	0.00816	0.09753	0	0.01656	0.3593	0.13422	0.00165	0.04863
Healthy	43.08631	10.5315	0.15555	0	0.76797	0	0		10.5315	0.15486	0.15555	0	0	0	0.76797	0	0	0
Healthy	27.66977	0	0.00767	0	0.01074	0	0		0	0.00493	0.00767	0	0.58298	0	0.01074	0.01975	0	0
Healthy	64.51046	0.10401	0	0	0	0	0		0.10401	0.20149	0	0	0	0	0	0	0	0
Healthy	22.72273	0	0.03412	0	0.00418	0	0		0	1.89767	0.03412	0	0.44223	0	0.00418	0	0	0
Healthy	18.31213	12.66586	0.12476	0.03069	0	0	0.00556		12.66586	0.00054	0.12476	2.61039	1.27898	0	0	0.01663	0.03069	1.2498
Healthy	15.78903	0	0.53403	0	0.07935	0	0		0	0.07638	0.53403	0	0.41512	0	0.07935	1.01134	0	0.2206
Healthy	76.66215	0.71995	0.10967	0	0.03733	0.08021	0.01508		0.71995	1.78378	0.10967	0	0.01067	0.08021	0.03733	0.69543	0	0.03436
Healthy	5.90389	0	0.09233	0	0.31968	0	0		0	0	0.09233	0	0.72617	0	0.31968	0.21117	0	0
Healthy	27.75347	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	36.54511	0.28237	0.04569	0	0.17872	0	0		0.28237	0.0101	0.04569	0	0	0	0.17872	0.27211	0	0
Healthy	23.369	0	1.63437	0.07697	0.10727	0.34332	0		0	0	1.63437	2.71212	1.7811	0.34332	0.10727	0.12988	0.07697	0
Healthy	52.03079	0	0	0	0	0	0		0	0.20185	0	0	0.07307	0	0	0	0	0
Healthy	1.42106	19.7295	1.19559	0.07864	1.05046	0.0011	0.26847		19.7295	0	1.19559	0	0.00161	0.0011	1.05046	0.01417	0.07864	2.23535
Healthy	56.73944	0	0	0	0	0	0		0	0.07126	0	0	0	0	0	0	0	0
Healthy	28.34466	0.05681	0.01638	0	0.00231	0	0		0.05681	0.05113	0.01638	0	0.01483	0	0.00231	0.0021	0	0.03974
Healthy	54.76006	0.06207	0	0	0	0.57787	0		0.06207	0.04411	0	0	0	0.57787	0	0	0	0
Healthy	44.3981	0	0.06969	0	0	0	0		0	4.0669	0.06969	0	0.04252	0	0	0	0	0
Healthy	0.76561	0	1.71618	0	0	1.06726	0		0	0	1.71618	0	24.4907	1.06726	0	0	0	0.02961
Healthy	25.87757	0	0.89779	0	0	0	0		0	0	0.89779	0	0	0	0	0	0	0
Healthy	25.60329	0.0229	0	0	0	0	0		0.0229	5.28431	0	1.14845	0	0	0	0.00943	0	0
Healthy	2.17972	0	1.29297	0	0	0	0		0	0	1.29297	0	0	0	0	0	0	0
Healthy	3.56838	0	0.06991	0	0.03482	0	0		0	0.27033	0.06991	0	1.65467	0	0.03482	0.05656	0	1.97389
Healthy	1.09393	1.54677	0.73226	0	0	0	0		1.54677	0	0.73226	0.19732	1.13343	0	0	0	0	0.12803
Healthy	4.4902	19.0073	1.16377	0	0	0	0.04567		19.0073	0	1.16377	0	0	0	0	0	0	0
Healthy	57.85535	0.05156	0.14894	0	0	0	0		0.05156	0.34203	0.14894	0	0	0	0	0	0	0
