group	Prevotella_copri_A	Bacteroides_stercoris	Prevotella_stercorea	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Phytobacter_ursingii	Alistipes_senegalensis	Bacteroides_faecis	Bilophila_wadsworthia	Prevotella_copri_A	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Bacteroides_sp900066265	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Parasutterella_excrementihominis	Clostridium_Q_symbiosum
Healthy	36.9157	0.76005	8.56782	0	0	2.05632	0	0.49006	0	0	36.9157	0	2.05632	0	0	0	0.87273	0	0	0
Healthy	0	19.4499	0	0	0	7.26708	0	0.01233	0.00672	0	0	0	7.26708	0	0	3.71477	0	0	0.0694	0
Healthy	0	0	0	0	0	0	0.45876	0	0	0.13449	0	0	0	0	0	0	0	0	0.08782	0.13466
Healthy	6.1196	0	0	0	0	0	0	0	0	0	6.1196	0	0	0	1.12834	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.02906	0.06193	0	0	0	0	0	0	0.37633	0	4.4505	0	0	0.00092
Healthy	0	25.0788	0	0	0	0	0	0	0	0.01433	0	0	0	0	0	0.07653	0	0	0.0779	0.02999
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	40.6951	2.03004	4.59841	0	0	3.53652	0.06397	0.53111	0.77554	1.67863	40.6951	0	3.53652	0	0	0.21114	0.09942	0	0	0
Healthy	0	0	0	0	0	0.41398	0.05925	0.37785	0	0.13928	0	1.8594	0.41398	0	0	0	0	0	0.03435	0
Healthy	0	0.16829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.00045	0	0.0094	0	0	0	0	0.00045	0	0.04745	0	0	0	0	0
Healthy	0	0	0.30701	0	0	0	0	0	0	0	0	0	0	0	0.40827	0	0	6.01304	0	0
Healthy	0	0	0	0	0	0	0	0	0.01175	0	0	1.34952	0	0	0	1.44643	0	2.94489	0	0
Healthy	0	18.0556	0	0	0	10.6702	0.12185	0	0	0	0	0	10.6702	0	0	21.6175	0	0	0.53767	0.36607
Healthy	0	4.05285	0	0	0	0	0	0	1.19635	0	0	0	0	0	0	1.08958	0	1.44919	0	0
Healthy	0	2.97852	0	0.19725	2.5231	2.6247	0	0.087	0	0.04914	0	0	2.6247	0.19725	0.12647	0.04523	0	1.1045	0	0.00716
Healthy	0	1.08017	0	0	0	0	0	0.90434	0	0.06289	0	0	0	0	0	0	0	0	0.02375	0
Healthy	0	0	0	0	0	0	0.11053	0	0	0	0	0	0	0	0.36476	0	0	0	0.217	0.02873
Healthy	0	0.41557	0	0	0	0	0	0	0	0	0	0	0	0	1.99371	0	0	0	0	0
Healthy	0	1.61866	0	0	0	2.13982	0	0	1.35768	0	0	0	2.13982	0	0.0184	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	1.77485	0	0	0.30953	0	1.51484	0	0	0
Healthy	0	1.11682	0	0	0	0	0	0.94872	0	0.04901	0	0	0	0	0	0	0	0	0.03274	0
Healthy	0	0	0	0	0	5.33358	0	0.03392	0	0.04876	0	15.2181	5.33358	0	0.81508	0.00071	0	0	0.05912	0.00782
Healthy	0	0	0	0	0	0	0	0.40509	0	0.02446	0	12.4993	0	0	0.00471	0.28994	0	0	0.00428	0
Healthy	0	0	0	0	0	2.52314	0.15389	0	0	0.07854	0	0	2.52314	0	0	0	0	4.0693	0.01829	0
Healthy	0.0215	0.00202	0	1.67309	20.5824	0	0.14199	0	0	0	0.0215	0	0	1.67309	0.17742	0.54028	0	0	0	0.01227
Healthy	0	0.01752	0	0	0	0	0.00117	0	0.00031	0	0	0	0	0	0	0.00113	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0.65195	0.12456	0.23139	0.01451	0	0	1.68416	0.65195	0	1.94708	0	0	0	0.05055	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10547	0
Healthy	6.81845	0.28492	0.2046	0	0	0.51623	5.06457	0.15679	0	0.00871	6.81845	0	0.51623	0	0	0	1.01667	0	0.00765	0
Healthy	0	0	0	0	0	3.85837	0	0	0	0.09544	0	0	3.85837	0	0.00482	0	0	1.59901	0.00803	0
D014607	0.0432	6.37983	0	0	0	29.9984	0.10989	0.03236	0.0022	0.11446	0.0432	0	29.9984	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	28.4112	0	0	1.67498	0	0	0	28.4112	0	0.25316	0	0	0	0.04009	0
Healthy	39.8551	1.85834	4.46531	0	0	3.52379	0.0306	0.4103	0.75589	1.51966	39.8551	0	3.52379	0	0	0.14528	0.10397	0	0	0
Healthy	0	0	0	0	0	0	0	0.92059	0	0	0	0	0	0	0	0	0	0	0	0.19603
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13784	0.00219
Healthy	0	4.54684	0	0	0	5.886	0.01783	0	0.24353	0	0	0.00215	5.886	0	0.0142	0.85888	0	0	0	0
Healthy	0	8.6263	0	0	0	0	0.05688	0.74697	0	0.01149	0	0	0	0	0	0	0	0	0.0074	0
Healthy	21.114	0	0.78752	0	0	0.10978	0.00862	0.01401	0.00156	0	21.114	0	0.10978	0	0.75408	0.01629	0	0	0.00699	0
Healthy	0	0	0	0	0	0.57	0	0	2.19559	0.22267	0	0	0.57	0	0	0.13939	0	0	0.14393	1.80928
Healthy	13.9612	0.00128	0	0.44735	1.50939	0	0	0.06851	0.00062	0.00225	13.9612	0.13896	0	0.44735	0.1994	0.01024	0	0	0.01793	0
Healthy	0	0	0	0	0	0	0.08203	0	0	0	0	0	0	0	0	0	0	0	0.02427	0.09782
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.58507	0	0	0	0	0
Healthy	47.3312	0.00655	0	0	0.06728	1.34951	0.00174	0.02057	0.0007	0.00036	47.3312	0.06982	1.34951	0	0.19574	0.00697	0	0	0	0
Healthy	0.09853	0	0	0	0	0	0.45444	0	0	0.00237	0.09853	0	0	0	2.31136	0	0	0	0.05352	0
Healthy	0	0	0	0	0	0	0	0.06102	0	0.04057	0	0.16046	0	0	0	0.01225	0	0	0.26009	0
Healthy	64.5871	0.96826	0	0	0.28519	2.53942	0	0	0.01224	0	64.5871	0	2.53942	0	0.18748	1.78972	3.30314	0	0	0
Healthy	0.4199	0	0	0	0.22132	5.14952	0.09194	0.00454	0	0.06586	0.4199	0	5.14952	0	2.62803	0	0	1.18912	0	0
Healthy	0.00052	0.12232	0	0	0	0	0	0	0	0.00435	0.00052	0.22186	0	0	14.8345	0	4.03805	0	0	0.0789
Healthy	0	0	0	0	0	0	1.19633	0	0	0	0	0	0	0	0	0	0	0	0.02623	0.50411
Healthy	0	0	0	0	0	0	0	0.39188	0	0.03246	0	12.5263	0	0	0.00978	0.30843	0	0	0.01684	0
Healthy	0	0	0	0	24.0379	0	0	0.02544	0	0.03744	0	0	0	0	0	3.20949	0	0	0.00319	0
Healthy	0	0	0	0	0	0	0.04563	0.01071	0	0	0	0	0	0	0.0473	0	0	0	0.00148	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0.30969	0	0	2.60154	0.65975	0	0	0	0
Healthy	0	0.00162	0	0	0	3.21919	0.01808	0.0007	0	0.01248	0	0	3.21919	0	0.744	0	0	0	0.02092	0.01096
Healthy	0	0.00742	0	0	0	5.53914	0	0.11474	0.00255	0.00109	0	12.3509	5.53914	0	0.76613	0.1604	0	0.37499	0	0.00139
Healthy	0.00189	0	0	0	0	0	31.1938	0	0	0	0.00189	0	0	0	0	0	0	0	0	0
Healthy	0	0.00329	0	0	0	0	0.02351	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.50987	0	0	0.005	0	57.8985	0	0	0.01562	0	0	0	0.10605	0.42559
Healthy	0	1.51717	0	0	0	3.53378	0	0.60842	0.2914	0.0156	0	0.00144	3.53378	0	0.01972	0.88411	0	1.01452	0.01269	0
Healthy	0	1.47108	0	0	0	0.68699	0.60739	0.01753	0	0	0	0	0.68699	0	0.09069	0	0	0	0.0514	0.01253
Healthy	0	6.1471	0	0	0	0	0	0.00245	0	0.00518	0	0	0	0	0.32634	0	0	0	0.04211	0
Healthy	0	0	0	0	0.01616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	28.8483	2.96182	3.50753	0	0	1.61261	0	0.43861	0.96946	1.37696	28.8483	0	1.61261	0	0	0.31671	0	0	0	0
Healthy	0	0	0	0.01058	0	0	0.02519	0	0	0	0	1.86081	0	0.01058	0.49026	0	1.37859	0	0.00249	0
Healthy	0	0	0	0	0	0	0.21199	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	25.727	0	0	0	0	0.01502	0	0	0.04529	0	0	0	0	0.06016	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27294	0
D014607	69.4682	0.03116	8.13253	0.00244	0.06225	2.14889	0.15243	0.04403	0.00145	0	69.4682	0.00744	2.14889	0.00244	0	0.00755	5.96747	0	0.00488	0
Healthy	0.0459	0.0063	0	0.00563	0.00292	0.00859	0.08678	0	0	0	0.0459	0	0.00859	0.00563	0	0	0	0	0.00139	0
Healthy	0	3.74725	0	0	0	6.98648	0	0	0	0	0	0	6.98648	0	1.44689	3.1446	3.0651	0	0.71365	0
Healthy	6.71216	2.35496	0	0.15354	0.00973	0	0	0.04288	0	0.07116	6.71216	0	0	0.15354	1.61132	0	2.02303	0	0	0
Healthy	0	0	0	5.16621	0	0	0.19164	0	0	0	0	0	0	5.16621	0.65432	0	0	0	0	0.31213
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00755	0	0	11.5476	0	0	0	0.07865	0	2.75211	0	0
Healthy	0	0	0	0	23.8358	0	0	0.04329	0	0.0558	0	0	0	0	0	3.28742	0	0	0.02131	0
Healthy	0	0.6902	0	0	0	0	2.31736	0	0	0.01722	0	0	0	0	0	0	0	0	0.33648	0.60132
Healthy	0	0	0	4.97145	0	3.24483	0.20136	0.00014	0	0.01265	0	0	3.24483	4.97145	1.13597	0	0	2.60609	0.33276	0.001
Healthy	0	0	0	0	0	0.45435	0.08711	0.11765	0	0.27229	0	0	0.45435	0	0.88881	0	0	1.30574	0	0.02028
Healthy	0	20.5736	0	0	0	8.27613	0	0	0	0.0077	0	0	8.27613	0	0	4.35488	0	0	1.34498	0
Healthy	0	3.46105	0	0	0	0	0	0	0	0.02754	0	0	0	0	0	1.44893	0	0.40413	0	0
Healthy	0	12.8368	0	0	0	0	0	0	0	0.02239	0	0	0	0	0.27156	0	0	0	0.11116	0.0017
Healthy	8.97436	0	1.07668	0	0	0	5.96798	0	0	0	8.97436	0	0	0	1.38983	0	30.9145	0	0	0
Healthy	0	0	0	0.76516	0	0	0	0	0.97489	0	0	0	0	0.76516	0.88429	0.99894	2.25693	0	0	0
Healthy	0	0	0	0	0	0	8.16134	0.00444	0	0	0	0	0	0	0.24945	0	0	0	0.0513	0.13292
Healthy	8.90353	0	0	0.44997	0.03327	0.18417	0	0	0	0.19633	8.90353	1.48736	0.18417	0.44997	1.35625	0	0.92544	0.68937	0.0517	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21971	0	0	0	0	0
Healthy	0	7.47397	0	26.5439	0	9.16404	0.04028	0	0.01328	0.04748	0	0.0125	9.16404	26.5439	0.22783	4.17474	0	0	0	0
Healthy	55.8483	0.48056	0	0	0	3.24624	0.11647	0	0	0	55.8483	0	3.24624	0	0.11749	0.15759	0	0	0.00026	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19324	0
Healthy	8.26867	0	0	0	0	9.46939	0	0	3.43426	0	8.26867	0	9.46939	0	0.28134	0	0	1.23469	0	0
Healthy	0	0	0	16.2841	47.7343	0	0	0	0	0	0	0	0	16.2841	0	2.33324	0	0	0	0
Healthy	0	0	0	0	0	0	0.22094	0	0	0	0	0	0	0	0.4263	0	0	0	0	0.39421
Healthy	0	0	0	0	0	0	0.22091	0.00493	0	0.05284	0	0	0	0	3.14218	0	0	0	0.03821	0.09322
Healthy	0	0	0	0	0	1.27077	0	0	0	0	0	0	1.27077	0	2.63855	0	0	0	0	0
Healthy	22.6101	0	0	1.0869	1.00423	0.16734	0	0.02245	0.01823	0.01043	22.6101	1.16522	0.16734	1.0869	0.74748	0	1.24666	0.37344	0.01578	0
Healthy	11.4038	0.09395	0	0	0	1.61866	0.00603	0	0.00555	0.02674	11.4038	0	1.61866	0	0.86308	0	0	0	0.00049	0.07555
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14996	0
Healthy	0	0	0	0	0	0	0.01973	0	0	0	0	0	0	0	0	0	0	0	0.17531	0
Healthy	0	0	0	0	0	0	0.07578	0	0	0	0	0	0	0	0	0	0	0	0.13742	0
Healthy	0	0.03644	0	0	0	0	0.0772	0	5.03267	0	0	0	0	0	0.04057	0	0	0	0.01683	0
Healthy	0	0	0	0	0	0	0.40413	0.07053	0	0.00038	0	8.75092	0	0	0.86436	0	0	0	0.04007	0
Healthy	0	0	0	0	0	0	26.5371	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	5.98757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.15826	0	0.09369	0	0	0	0	0.52926	0	0	0	0	0
Healthy	0	7.16883	0	0	0	0	12.4845	0	0	0.00023	0	0.76459	0	0	0	0	0	1.68706	0	0
Healthy	7.34701	0	0	0	0	8.51221	0	0.0495	3.09522	0	7.34701	0	8.51221	0	0.3707	0	0	1.31336	0.00282	0
Healthy	0	1.65466	0	0	0	0.30742	0	0	0	0.07284	0	0	0.30742	0	0.14344	0.67824	0	0	0	0
Healthy	0.78903	0	1.04692	0	0	0	0.27444	0.01908	2.47791	0.06421	0.78903	0	0	0	1.24667	0	2.83403	0	0	0
Healthy	0.00367	0	0	0	0	0	0.19124	0	0	0.11236	0.00367	0	0	0	0.32494	0	0	0	1.0012	0.0057
Healthy	0.03421	1.9954	0.06739	0.27472	0	0	0.83585	0.14282	0	0.01006	0.03421	12.6406	0	0.27472	0.57133	0.33018	1.88668	0.42898	0.5187	0
Healthy	0	0	0	0	0	0	1.19252	0	0	0	0	43.4369	0	0	0	0	0	0	0	0
Healthy	0	2.51536	0	0	0	0	0	0	1.29302	0	0	0	0	0	0.01438	7.28547	0	2.11941	0.22244	0
Healthy	1.9927	0	0	0.13305	0.07187	0.23358	0	0.10496	0	0	1.9927	0	0.23358	0.13305	0.55981	0	0	0	0	0
Healthy	0	0	0	0	25.0149	0	0	0.0392	0	0.05192	0	0	0	0	0	3.48182	0	0	0.02241	0
Healthy	31.7337	0.09944	23.3086	1.02792	2.09804	0.44971	0.12826	0.02985	0.02409	0	31.7337	0.03781	0.44971	1.02792	0.08542	0.00851	0	0.02521	0.00271	0
Healthy	0	0	0	0	0	0	0	0	5.26036	0	0	14.5796	0	0	0	0	0.23932	0	0	0
Healthy	0	0	0	0	0	2.35368	0	0	0	0.04488	0	0	2.35368	0	0	0	0	3.76919	0.01533	0
Healthy	16.5724	0	0.67413	0	0	0	15.9415	0	0	0	16.5724	0	0	0	0.43756	0	2.23398	0	0	0
Healthy	0	0	0	0	0	0	0.05751	0.00135	0	0.09095	0	0	0	0	0.05382	0	0	0	0.27255	0.00571
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.28602	0	0	0.03188	0	0	0	0	0.05519	0	0	0	0.49336	0.08785
Healthy	0	0	0	0	0	0	0	0	2.05808	0.03501	0	0	0	0	0	0	0	0	0.0273	0.88683
D014607	0.04014	16.1725	0	0.00622	0.01052	0	0.13151	0	0.00093	0	0.04014	0	0	0.00622	0.00799	0	0	0	0	0.00354
Healthy	8.27946	0.08258	0	0	0	0.16418	0	0	0	0	8.27946	0	0.16418	0	1.67583	0	0	0	0	0
Healthy	0	7.26273	0	0	0	0	0	0.31685	0	0	0	0	0	0	0	0	0	0	0.00557	0
Healthy	0	0	0	0	0	0	1.3961	0	0	0	0	0	0	0	0	0	0	0	0	0.46608
Healthy	0	0	0	0	0	0	0	0.40845	0	0.03168	0	13.5299	0	0	0.0149	0.3161	0	0	0.00448	0
D014607	0.0236	10.3741	0	18.6266	14.8163	0.00371	0.99554	0.00398	0	0.112	0.0236	0.09163	0.00371	18.6266	0	0.68459	0	0	0.4652	0.0031
D014607	0.08733	19.2316	0.00503	0.02145	0.01651	0.03346	0.67776	0.00474	0.028	0.11658	0.08733	0.00224	0.03346	0.02145	0.01112	0	0	0	0.13838	0
Healthy	0	0	0	0	0	0	0	0.39617	0	0.04472	0	12.5332	0	0	0.00785	0.28983	0	0	0.00951	0
Healthy	0	0	0	0	0	0	0.43487	0	0	0.13573	0	0	0	0	0	0	0	0	0.10994	0.16258
Healthy	37.6559	0	0	0	0	0	0.01598	0.02432	0	0.00354	37.6559	2.26203	0	0	0.50034	0	4.96439	0	0	0
Healthy	0	0	0	0	0	1.29126	0.13716	0	0	0.12344	0	0	1.29126	0	0.18202	0	0	1.98192	0.07371	0
Healthy	0	0	0	0	0	0	0.28098	0	0	0	0	0	0	0	2.48377	0	0	0	0	0.03984
Healthy	29.1666	0	0.21333	0	0	0	0	0	0	0	29.1666	0	0	0	0.11666	0	0.0954	0	0	0
Healthy	29.7369	1.28443	0	0	15.5934	0	0	0	0.19842	0	29.7369	0.82085	0	0	0.31959	0	4.44069	0	0.00895	0
Healthy	0	13.6716	0	0	0	0	0	0.00277	0	0	0	0	0	0	0.55046	0	0	1.80994	0	0
Healthy	0	0.13651	0	0	0	0	0.42733	0	0	0	0	13.0596	0	0	1.1336	0	0	0	0	0
Healthy	0	24.9488	0	0	0	0	0.06647	0	0	0.03292	0	0	0	0	0	0.05322	0	0	0.04569	0.04033
Healthy	0	0	0	6.90579	0	0	0	0.01027	0	0	0	0	0	6.90579	0.42697	0	0	0	0.02364	0
Healthy	7.95789	0.03745	0.80044	0	0	0.48843	3.12589	0.24186	0	0.02434	7.95789	0.26003	0.48843	0	1.49807	0.0347	1.24634	0	0	0.00054
Healthy	0	0	0	0	0	0	0	0	0.02736	0	0	11.8805	0	0	0	0.07012	0	2.93794	0	0
Healthy	0	0	0	0	0	0	0	0.00205	0	0.11801	0	0	0	0	0.07888	0	0	0	0.32221	0
Healthy	0	0.00793	0	0	0	1.84625	0.8469	0.02475	0.31178	0	0	0.37353	1.84625	0	0.23025	0	1.11179	0	0.01399	0
Healthy	0	0	0	0	0	0	0.91375	0	0	0	0	42.7898	0	0	0	0	0	0	0	0
Healthy	0	3.72742	0	0.04109	0	0	0.01889	0	0	0.3909	0	0.21274	0	0.04109	0.87595	0	0	0	0.00565	0.08736
Healthy	0.24509	0.02462	0	0.10151	0.04665	0.09917	0.00701	0.0467	0.25345	0.01887	0.24509	0	0.09917	0.10151	1.92324	0	0	0	0.01306	0
Healthy	19.0083	0.58496	0.00651	2.35073	2.80703	0.71112	0	0.00614	0.00119	0	19.0083	0.21809	0.71112	2.35073	0.49045	2.29792	4.26177	0	0	0
Healthy	0	0	0.00108	0	0	0	0.08296	0	0	0.00557	0	0	0	0	0	0	0	0	0	0.63801
Healthy	2.85672	0	0	0	0	4.934	0.24198	0.18691	0	0	2.85672	0	4.934	0	2.19926	0.36126	0	0	0	0
Healthy	6.69404	0	0	0	0	0	0	0.00893	0.02578	0	6.69404	0	0	0	1.88852	0	0	0	0	0
Healthy	0	1.89607	0	0	7.21202	3.74281	0.16578	0.04421	0	0.08296	0	0	3.74281	0	0.70969	0	0	0	0	0
Healthy	37.3532	0.81746	8.41743	0	0	2.10174	0	0.50458	0	0	37.3532	0	2.10174	0	0	0	0.89314	0	0	0
Healthy	0.02749	0	0	0	0	0	0.31677	0	0	0	0.02749	0	0	0	0.02432	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.05046	0	0	0	0	0	0	0	1.20471	0	0	0	0	0
Healthy	0	0	0	0	0	5.71517	0	0	0.57647	0	0	0	5.71517	0	1.26348	0	0	0	0.07046	0
Healthy	0	0	0	0.01019	0	0.40751	0	0	0	0	0	0	0.40751	0.01019	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.33113	0	0	0.01026	0	35.6976	0	0	0.00541	0	0	0	0.02838	0.02512
Healthy	0	18.0648	0	0	0	0	0	0	0	0	0	0	0	0	0.01783	0	0	0	0.73588	0
Healthy	0	23.2604	0	0	0	0	0.23085	0.00527	0	0.03959	0	0	0	0	0.05075	0	0	0	0.19129	0
Healthy	0	0	0	0	0	0	0.05406	0.00175	0	0.04791	0	0	0	0	0.06463	0	0	1.27391	0.25508	0.00026
Healthy	0	0	0	0	0	0	0	0	4.97077	0	0	14.7783	0	0	0	0	0.28307	0	0	0
Healthy	0	0	0	0	0.00141	0.00129	0	0	0	0	0	0	0.00129	0	0.43778	0	0	0	0	0
Healthy	0	0	0	0	0	0	2.24583	0	0	0	0	0	0	0	0	0	0	0	0	1.74185
Healthy	0	0	0	0	0	0	0.84199	0.01488	0	0.00684	0	0	0	0	0.15065	0	1.19428	0	0	0
Healthy	0	0	0	13.3619	0	0	0	0.0763	0	0	0	0	0	13.3619	1.61422	0	0	0	0.0171	0
Healthy	8.4288	0.82594	21.1006	4.81903	5.47986	2.35495	0.26993	0.00145	0.6448	0.02192	8.4288	0.00822	2.35495	4.81903	0.42701	0.02101	0	0	0.01259	0
Healthy	9.72196	0	0	0	0	0	0	0	0	0	9.72196	0	0	0	0.45921	0	0	0	0.00753	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.03607	0	0.52756	0.02332	0	0	0	0	2.90632	0	3.59262	0	0.06997	0
Healthy	0	30.0082	0	0	0	6.14533	0.28019	0.01362	0.00025	0.02082	0	0	6.14533	0	0.23005	2.60923	0	0	0.00196	0.00067
Healthy	0.01026	7.76896	14.9535	0.00037	0	4.39913	0.27129	0	0.00485	0.00874	0.01026	0	4.39913	0.00037	0.01826	0.84304	0	0	0	0
Healthy	6.90858	0.01292	0	0	0	0	0	0.08908	0.17782	0	6.90858	0	0	0	0.15293	0	0	0	0.04445	0
Healthy	0	2.19198	0	0	0	0	0	0	1.3459	0	0	0	0	0	0	7.24501	0	2.22458	0.21446	0
Healthy	0	17.8708	0	0	0	0	0.19681	0.02014	0	0.05733	0	0	0	0	0.06896	0	0	0	0.18523	0
Healthy	0	0	0	0	0	0	0.97595	0	0	0	0	42.8335	0	0	0	0	0	0	0	0
Healthy	0.00568	9.03155	0	0	0	0	0.44396	0.00494	0	0	0.00568	0	0	0	0.48875	0	0.00283	0	0.1413	0
Healthy	0	0	0	0	0	1.26128	0.15858	0	0	0.11176	0	0	1.26128	0	0.18872	0	0	2.21617	0.0719	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.05228	0	0	0	0	0	0.02423	0.03322	0
D014607	32.6902	2.96539	0.00555	8.13944	0.06956	0.29953	1.39107	0.08538	0.00934	0.0064	32.6902	0	0.29953	8.13944	0	1.12268	1.68227	0.81278	0.00377	0.00404
Healthy	1.85669	0	0	0	0.20864	0	1.8865	0.0076	0.00215	0	1.85669	0	0	0	0	0.62971	0	0	0	0
Healthy	0	0	0	2.45518	0	0	0	0.03729	0	0	0	0	0	2.45518	0.73078	0	0	0	0.05514	0
Healthy	0	1.98832	0	0	0	0	0	0.18421	0.98079	0	0	0	0	0	0.76616	0	0	0	0	0
Healthy	0	0	0	7.51363	0	0	0	0.04758	0	0	0	0	0	7.51363	0.53394	0	0	0	0.01366	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	4.20588	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	30.1017	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	2.20711	0	1.91914	0.03638	0	0	0	0	1.74219	0	0	0	0	0.0001
Healthy	4.36739	0	0	0	0	0	0	0.0083	0.02043	0	4.36739	0	0	0	0	0	0	0	0	0
Healthy	0	6.24001	0	0	0	5.11854	0.88721	0.00619	0	0.00311	0	0	5.11854	0	0	0	0	0	0.03388	0.00263
Healthy	27.7717	2.75922	3.4138	0	0	1.74739	0	0.52864	1.07471	1.34798	27.7717	0	1.74739	0	0	0.42525	0	0	0	0
Healthy	10.3661	0	0.4886	0	0	0	0	0	0	0	10.3661	0	0	0	0.77502	0	17.0279	0	0	0
Healthy	0	0.14851	0	0	6.80295	0.20876	0.04461	0.05064	0	0.02952	0	0.18037	0.20876	0	0.43534	1.75948	0	0	0.01369	0
Healthy	0	0	0	0	0	0	9.13135	0	0	0	0	0	0	0	0.01211	0	0	0	0.06944	0
Healthy	0	0	0	0	0	0	11.7181	0	0	0.01453	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	6.39234	0	0	0	0.0784	0	0	0	0	0	6.39234	0.55842	0	0	0	0.0127	0
Healthy	26.988	0.9995	6.41355	0	0	1.4468	0.06497	0.40549	2.2314	1.35994	26.988	0	1.4468	0	0	0.58584	0	0	0.05006	0
Healthy	0	35.5648	0	0	0	0	1.08832	0	0	0.03855	0	0	0	0	0.01067	0.21863	0	0	0.01175	0
D014607	0.13022	0	0	38.1706	29.1009	0.00824	0.27388	0	1.72765	0	0.13022	0	0.00824	38.1706	0.01372	0	0	0.37587	0.38753	0
Healthy	0	0	0	0	0	0	0	0.01225	0	0	0	0	0	0	3.3923	0	0	0	0.0269	0
Healthy	0	0.00367	0	0	0	0.71687	0.02963	0	0	0.00578	0	0	0.71687	0	9.79017	0	0.18707	0.04998	0.0003	0
Healthy	50.329	5.34796	0	10.4989	0	0	0.32901	0	0	0.022	50.329	0	0	10.4989	0.01943	0.20802	0	0	0	0.02936
Healthy	16.5243	0.46597	0	2.72006	2.3345	0.70919	0	0	0	0	16.5243	0.15946	0.70919	2.72006	0.51279	1.99459	4.86149	0	0	0
Healthy	0	0.00874	0	0	0	0.00865	13.3728	0	0	0	0	0	0.00865	0	0	0	0	0	0	0
Healthy	0	0.01335	0	0	0	0	1.14409	0	2.44572	0	0	0	0	0	0	0	0	0	0.08058	0
Healthy	2.59833	0	0.20901	0	0	0	0	0	0	0	2.59833	0	0	0	1.0619	0	4.78413	0	0	0
Healthy	0	31.562	0	0	0	7.30164	13.1928	0	0	0.05799	0	0	7.30164	0	0	1.12629	0	0	0	0.01512
Healthy	0	0	0	0	0	0	0	0	0.03887	0	0	14.722	0	0	0	0.08501	0	3.61604	0	0
Healthy	0	4.90807	0	0	0	0	2.40029	0	0	0	0	0	0	0	0.1011	0	0	0	0	0
Healthy	0	25.7031	0	0	0	0	0.02524	0	0	0.02702	0	0	0	0	0	0.06593	0	0	0.0439	0.03119
Healthy	0	6.47994	0	0	0	0.34484	0.78188	0.03758	0	0.0464	0	0	0.34484	0	1.92036	0	0	0	0.0035	0.02287
Healthy	0	0	0	0	0	0	0	0.46712	0	0.03834	0	12.8152	0	0	0.0018	0.30771	0	0	0.0175	0
Healthy	0	0	0	0	0	1.26763	0.14069	0	0	0.09323	0	0	1.26763	0	0.1858	0	0	2.19807	0.11675	0
Healthy	0	4.29671	0	0	0	0.00075	0.00421	0	0	0.01593	0	0	0.00075	0	2.17209	0	0	0	0.00546	0
