group	Prevotella_copri_A	Bacteroides_stercoris	Prevotella_stercorea	Phocaeicola_plebeius_B	Phocaeicola_coprocola	Phocaeicola_sp900554435	Phytobacter_ursingii	Alistipes_senegalensis	Bacteroides_faecis	Bilophila_wadsworthia	Prevotella_copri_A	Bacteroides_eggerthii	Phocaeicola_sp900554435	Phocaeicola_plebeius_B	Anaerobutyricum_hallii_A	Bacteroides_sp900066265	Phascolarctobacterium_faecium	Bacteroides_salyersiae	Parasutterella_excrementihominis	Clostridium_Q_symbiosum
Healthy	35.8204	0	4.25246	0	0	0	0	0	0	0	35.8204	0	0	0	1.28681	0	1.40714	0	0	0
Healthy	0.03222	30.2849	0	0.02653	0.013	0	0.02631	0	0.07321	0	0.03222	0.00111	0	0.02653	0	1.87873	0	0	0.39081	0
Healthy	0	0	0	0	0	0	15.6337	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	1.31886	0	0	0	0	79.5399	0	0	0	0	0	0	0	0
Healthy	0	5.36025	0	0	0	0	2.36877	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	11.9407	17.7119	0	0	0	0	0	0	0	0	0	0	0	0.32426	0.37042	3.79571	0	0	0
Healthy	38.6079	0	5.34343	0	0	0	0	0.19477	0.08754	0	38.6079	0	0	0	0.67894	0.66715	0.29629	0	0.01552	0
Healthy	0.07147	0.59223	0.55312	0.0663	0.01831	0.00279	0.78469	0	0.00492	0.14777	0.07147	0.14559	0.00279	0.0663	0.4436	0	0	0.00777	0.24481	0.01367
Healthy	0.0019	0.00068	0	0	0	0	0	0	0.0132	0	0.0019	0	0	0	0	0	0	0.00022	0	0
Healthy	0	0	0	15.8423	0	16.0873	0.07817	0.00448	0	0.01655	0	0	16.0873	15.8423	0.35237	0	0.00449	0	0.00077	0
Healthy	0	0	0	0	0	0	4.27323	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	24.54	0	0	0.02169	0	0.03927	0	0	0	0	0	2.35201	0	0	0.01982	0
Healthy	33.1072	0	0	0	9.11616	0	0.12255	0	0	0	33.1072	2.41849	0	0	0.1086	2.10791	3.1767	1.83382	0.25346	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00318	0	0	0	0.19767	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0.03605	0.07472	0	0.00772	0.00978	0.01083	18.6713	0	0	0	0.03605	0.00018	0.01083	0.00772	0	0	0	0	0	0
Healthy	0	1.61605	0	0	0	0	1.0251	0	0	0.00203	0	15.563	0	0	0.0075	1.32882	0	0	0.37347	0.0681
Healthy	0.0084	0	0	0	0	0	0.09689	0	0	0	0.0084	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.02619	0	0	0	0	0	1.88553	0	0	0	0
Healthy	0	0.00107	0	0	0	0.7931	0.30347	0.10568	4.12645	0.07712	0	2.66553	0.7931	0	2.63983	0	0	0	0.00766	0.00123
Healthy	28.2668	0	0.20903	0	0	0	0	0	0	0	28.2668	0	0	0	0.0991	0	0.12298	0	0	0
Healthy	0	0	0	0	0	1.27103	0.17465	0	0	0.11779	0	0	1.27103	0	0.23825	0	0	2.18294	0.12171	0
Healthy	0	19.6113	0	0	0	7.01125	0	0.00609	0	0	0	0	7.01125	0	0	3.66109	0	0	0.03345	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16545	0
Healthy	0	2.89957	0	0	0	0	9.93651	0	0	0.06627	0	0	0	0	0	0.22045	0	0	0	0.01803
Healthy	0	1.24736	0	0	0	0	0.07966	0.00517	0	0.03459	0	0	0	0	0.54764	0	0	0	0.03738	0.05453
Healthy	0	0	0	0	0	0	0.27898	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	7.07632	0	0	0	0	0.81252	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	8.93761	0	0	0.44934	0	0	0.01352	0	0.86819	0	8.93761	1.12191	0	0	0	0	0
Healthy	0	1.65307	0	0	0	1.54572	1.56178	0	0.09965	0.11973	0	0	1.54572	0	2.56839	0	0	0	0	0
Healthy	57.1151	0.51853	0	1.44525	0.00602	0.1316	0.0024	0.00089	0	0	57.1151	0.00135	0.1316	1.44525	0.38382	0	0	0	0.00643	0
Healthy	1.66779	0	0	0.34671	1.12953	0	0	0.03121	0.005	0.00517	1.66779	0	0	0.34671	0.80016	0.33898	0	0	0.0042	0
Healthy	0	0	0	0	0	0	0	0	5.95151	0	0	8.09544	0	0	0.01344	0	3.26728	0	0	0
Healthy	0	0.03118	0	0	10.5946	4.12158	0.02496	0.01374	0	0.01113	0	11.0216	4.12158	0	0.5881	0.1286	0	0	0	0
Healthy	0	27.8129	0	0	11.1876	0	0.08922	0	2.09257	0.066	0	0	0	0	0	0	0	0	0.27169	0.06619
Healthy	0	2.86558	0	0	0	0	9.88235	0	0	0.06798	0	0	0	0	0	0.22765	0	0	0.0081	0.02209
Healthy	0	0	0	0	0	0	0	0.01002	0	0	0	3.14344	0	0	0.87443	2.60425	0	0	0.00578	0
Healthy	0	0	0	0	0	0	1.58023	0.00261	0	0.02349	0	0	0	0	2.48434	0	0	0	0.06759	0
Healthy	5.9487	0	0	0	0	2.89315	0	0.00175	0	0	5.9487	0	2.89315	0	2.54872	0.6614	0	0	0	0
Healthy	0	0	0	0	0	0	0.37113	0	0	0.01044	0	35.7499	0	0	0	0	0	0	0.02805	0.04509
Healthy	0	0	0	7.99266	0	0	0	0.00391	0	0	0	0	0	7.99266	0.48854	0	0	0	0.00403	0
Healthy	0	0	0	0	25.1242	0	0.01877	0.05015	0	0.08483	0	0	0	0	0	3.45238	0	0	0.01246	0
Healthy	45.3128	0.22409	0	1.94013	1.53899	0.00095	0	0.00298	0	0	45.3128	0	0.00095	1.94013	0.00235	0.88783	3.56166	0	0.31437	0
Healthy	0	0	0	0	0	0	2.9113	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D014607	0.10381	35.2671	0.17765	0.0316	0.06905	0.0704	1.12199	0.00434	0.04302	0.35197	0.10381	0.01019	0.0704	0.0316	0	0	0	0.16609	0.0244	0
Healthy	2.20891	0	0	0.15306	0.01146	0	0	0.04758	0	0	2.20891	0.22335	0	0.15306	0.12137	0	9.57749	0	0	0
Healthy	0	0.00369	0	0	0	0	0	0	0	0.00893	0	0.00929	0	0	3.00787	0	0	0.0012	0	0.02168
Healthy	0	0.03163	0	0	0	0	0	0	0	0	0	0	0	0	0.28014	0	0	5.639	0.02892	0
Healthy	0	0	0	0	0	0	0	0	0	0.13413	0	0	0	0	0.06048	0	0	0	0.2694	0
Healthy	2.36699	0	0	1.30144	0.52942	0	0	0.00039	0	0	2.36699	0	0	1.30144	1.70497	0	0	0.22934	0	0
Healthy	0	17.9122	0	0	0	10.6288	0.06494	0	0	0	0	0	10.6288	0	0	22.004	0	0	0.53159	0.4034
Healthy	0	0	0	0	0	0	0	0	0.10687	0	0	1.45556	0	0	0	1.8547	0	3.34237	0	0
Healthy	0	0.05042	0	0	0	0	1.20757	0	2.64217	0	0	0	0	0	0	0	0	0	0.08778	0
Healthy	0	0	0	0.23082	0.76649	1.36123	0	0	0	0	0	0	1.36123	0.23082	0.43915	0	0	0	0	0
Healthy	0.01029	0.89639	0	15.7326	6.10018	0	0	0	0	0	0.01029	0	0	15.7326	0.41107	0	0	0	0.09344	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.04867	2.75924	0	0	0	0	0	0	0	0	0	0	0	0.06543
Healthy	0	0.00719	0	2.99509	0	0	0.03647	0	0.01106	0.03007	0	0	0	2.99509	0.59336	0	2.35582	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0.0425	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.04095	0	0	0	0	1.23047	0	2.52738	0	0	0	0	0	0	0	0	0	0.00461	0.00223
Healthy	0	0	0	0	0.02947	0.70508	0.04098	0.23879	0	0.11187	0	2.62734	0.70508	0	0	0	0	0	0.03383	0
Healthy	0	24.6129	0	0	0	0.00069	0.00425	0.00101	0	0.01172	0	0	0.00069	0	0.43775	0	0	0	0	0.12751
Healthy	0.02971	0	0	0	0	0	0	0	0	0	0.02971	0	0	0	0	0	0	0	0	0
Healthy	0	1.50813	0	0	0	1.35087	0	0	0	0	0	0	1.35087	0	0.23211	1.0642	0	0	0	0
Healthy	8.99717	0.19318	1.09571	0	0	1.36556	0	0.47806	0	0.01123	8.99717	0	1.36556	0	0.03233	0	2.49701	0	0	0
Healthy	0	0	0	0	0	0	0.36863	0.16138	0	0	0	0	0	0	0	0	0	0	0	3.05785
Healthy	68.194	0	0	0	0	0	4.1579	0	0	0	68.194	0	0	0	0	0	0	0	0	0.0198
Healthy	0	0	0	0	0	0	0.05966	0	0	0.07095	0	0	0	0	0.0563	0	0	0	0.25053	0.00853
Healthy	12.9126	1.03607	0	0	0	2.94866	0.09955	0	0.52028	0	12.9126	0	2.94866	0	0.42221	0.02075	0	0	0	0
Healthy	0	0	0	0	0	1.95612	0	0	0	0	0	0	1.95612	0	0	0	0	3.94542	0.07875	0
Healthy	0	0	0	0	0	0	0.04148	0	0	0	0	0	0	0	0	0	0	0	0.16176	0
Healthy	0	0	0	0	0	0	0.19572	0	0	0	0	0	0	0	0.12907	0	0	0	0.27122	0
Healthy	17.7961	0	0.00246	0	0	0	0	0	0	0	17.7961	0.48761	0	0	0.20395	0	3.85052	0	0	0
Healthy	0	0	0	0	0	0	0.29729	0	0	0.09375	0	0	0	0	0	0	0	0	0.10489	0.15456
Healthy	0	0	0	0	0	0	0.18393	0	0	0.00126	0	0	0	0	0.41399	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.439	0.00388	0	0.06921	0	0	0	0	0.6869	0	0	0	0.0164	0
Healthy	0	0	0	0	0	0	2.78783	0	0	0	0	0	0	0	2.52923	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.36457	0	0	0.00129	0	57.7793	0	0	0.01314	0	0	0	0.11036	0.45891
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22898
Healthy	0	35.6163	0	0	0	0	1.03393	0	0	0.02227	0	0	0	0	0.02214	0.25397	0	0	0.01179	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23517	0
Healthy	0	0	0	0	0	0	0.2978	0	0	0.06318	0	0	0	0	0.20813	0	0	0	3.38681	0.09351
Healthy	0	0.2042	0	0	0.01936	2.26252	0.24642	0	0.44643	0	0	0	2.26252	0	0.11507	0.32479	0	0.15372	0.03504	0
Healthy	0.89633	0.18752	0	0	0	0.02371	1.24297	0	0.0484	0	0.89633	0.04159	0.02371	0	0.12793	0.0261	0	0.78447	0.01464	0.03645
Healthy	0	0	0	1.19418	0	2.05128	0	0	0	0	0	0	2.05128	1.19418	0.51484	0	0	5.66035	0.37923	0
Healthy	0	2.65863	0	0	0	0	0	0	3.55575	0	0	0	0	0	0.0151	4.5987	0	3.72654	0.40076	0
Healthy	28.6153	2.81101	3.51196	0	0	1.63772	0	0.52319	1.02819	1.4564	28.6153	0	1.63772	0	0	0.41497	0	0	0	0
Healthy	0	0	0	1.15864	0	0	0	0	0	0	0	0	0	1.15864	0.38239	0	0	0	0.08042	0
Healthy	0	0	0	0	0	0	5.55053	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.50653	1.54385	0	0	0	0	0.21767	0	0	0	1.50653	0	0	0	0.16769	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	13.6344	0	0	0.59608	6.93091	0	0	0.04987	0
Healthy	0	0	0	0	0	0	3.13477	0	0	0.07362	0	0	0	0	0.00303	0	0	0	0.33156	0.09618
Healthy	0	0	0	0	0	0	0	0	6.13031	0	0	0	0	0	0.46331	0	0	0	0	0
Healthy	0.00149	0	0	0	0	0	15.641	0	0	0	0.00149	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0.03649	0	0.0077	0	0	0	0	0.71646	0	0	0	0.00088	0
D014607	0.01425	39.0227	0	0.00674	0	7.18896	0.05173	0.01485	1.1074	0.1068	0.01425	0	7.18896	0.00674	0	1.74284	5.04983	0.54801	0.19024	0
Healthy	0	0	0	0	0	0	0	0	0.0063	0	0	4.07027	0	0	0	0.10367	0	5.29519	0	0
Healthy	0	0	0	1.11503	0	0	0	0.10651	0	0	0	0	0	1.11503	0.7121	0	0	0	0.07799	0
Healthy	0	0.19213	0	0	0	0	33.1783	0	0.26651	0.01308	0	0	0	0	0	0	0	0	0	0
Healthy	59.3669	0	0	0	0	3.93219	0	0	0.00666	0.01052	59.3669	0	3.93219	0	0.02916	0.84024	1.75872	0	0.00387	0
Healthy	38.8528	2.45793	0.00222	0.00648	0	0	1.57665	0	0	0.09024	38.8528	0	0	0.00648	0.0422	0	0	0	0.01037	0.0131
Healthy	0	1.2572	0	0	0	0.95363	0.43651	0	0	0	0	0	0.95363	0	1.63817	0	0	0	0	0
Healthy	0.00591	0	0	0	0	0	13.3292	0	0	0	0.00591	0	0	0	0	0	0	0	0	0
Healthy	3.29118	0	0	0.49769	0.63962	0.2185	0	0.08066	0.06636	0.02769	3.29118	0.79652	0.2185	0.49769	0.9422	0	0.66627	0.85641	0.03292	0
Healthy	0	0	0	0	0	0	14.6807	0	0	0	0	0.52473	0	0	8.89652	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.10819	0	0	0	0	0	0	0	0.30573	0	0	0	0.70432	0.01719
Healthy	0	0.48414	0	0	3.9772	0	0.02683	0	0	0	0	11.7265	0	0	1.77192	0	0	0	0	0
Healthy	0	0.80245	0	0	19.8382	0	0.06758	0.05209	0	0.10246	0	0.88728	0	0	1.1873	0	0	0	0.20787	0
Healthy	0	0	0	0	0	0	0.50497	0.07054	0	0	0	0	0	0	1.89286	0.20377	0	0	0	0
Healthy	0	3.03573	0	0	19.8318	0	0.59771	0	0.93773	0	0	0	0	0	0	0	0	0	0.00804	0
Healthy	0	0	0	0	0	0	24.6012	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.02327	0	0	0.00228	0	0	0	0	0.28557	0	0	0	0.06515	0
D014607	0.04282	4.06778	0.00343	8.28723	0.00549	0.00574	0.17024	0	0.0027	0.24482	0.04282	0	0.00574	8.28723	0	0	0	0	0.41352	0
Healthy	1.61529	0.00315	0	0	0	2.31046	0.37708	1.04348	0	0	1.61529	1.09733	2.31046	0	0	0	0	0	0.10194	0.00512
Healthy	0	0	0	0	0	0	0.41061	0.00274	0	0.03148	0	0	0	0	0.8002	0	0	0	0.05655	0.08413
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23086	0
Healthy	7.21774	1.76273	0	0	0	0	0.02862	0	0	0	7.21774	0	0	0	0.74327	0	0	0	0	0
Healthy	58.5086	0.98675	0	0	0	0.00081	0.02888	0.03205	0	0	58.5086	0.00958	0.00081	0	0.06826	0.04886	7.86018	0	0	0
Healthy	56.7927	0	0	0	0	0	0	0	0	0	56.7927	0	0	0	0	0	0	0	0	0
Healthy	0	1.53641	0	0	0	0.66847	0.54371	0.01143	0	0	0	0	0.66847	0	0.08856	0	0	0	0.00439	0.02897
Healthy	6.7791	0.25946	0.2468	0	0	0.59406	6.07006	0.18012	0	0.00767	6.7791	0	0.59406	0	0	0	1.123	0	0.01825	0
Healthy	0	0	0	0	0	10.295	0	0	0	0	0	0	10.295	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	11.4312	0	0	0.01268	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00454	0	0	0	0.58388	0.12543	0.14138	0	0.31666	0	0	0.58388	0	1.05073	0	0	1.38547	0.00583	0.05281
Healthy	0	0	0	0	0	0	0.10747	0.90817	2.32033	0.03769	0	0	0	0	0.20083	0	0	0	0.00931	0.08244
Healthy	0	0	0	0	0	0	11.7311	0	0	0.0451	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.27525	0	0	0	5.81341	0	0	0	0.51351	0	7.91836	5.81341	0	0.39143	0.19042	3.40113	0.18965	0	0
Healthy	0	14.4396	0	0	0	2.16561	44.4709	0	0	0	0	0.30341	2.16561	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	15.01	0	0	0.00259	0	1.17194	0	0	12.8784	0	0	0	0.02161	0
Healthy	3.13839	0.61951	0	0.26675	0.01531	0	12.0614	0	0	0	3.13839	0.02315	0	0.26675	0.35606	0.03398	2.84004	0	0	0
Healthy	0	0	0	0	0	0	0	0.39672	0	0	0	13.387	0	0	0	0.21487	0	0	0	0
Healthy	0	0.21747	0	0.1698	0	1.67537	0	0	0	0	0	1.33868	1.67537	0.1698	0.41627	0	1.78382	1.26075	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85861	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.62995	0	0	0	0	0	0	0	0	0	0	8.42959	0	0
Healthy	0	0	0	0	0	0	13.9637	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0.00374	0	0	0	3.96409	0	0	0	0.07513	0	0	3.96409	0	0.01461	0	0	1.54848	0.12314	0
Healthy	0	1.58227	0	0	0	0	0.34104	0	0	0.0028	0	18.9394	0	0	0	2.71758	0	0	0.35574	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	3.38057	0	0	0	0	0.10583	0	1.35834	0.07469	0	0	0	0	0.60797	0	0	0	0.13676	0.00656
Healthy	0	63.6526	0	0	0	0	0.1259	0	0	0.00504	0	0	0	0	0.05203	0	0	0	0.00539	0.08108
Healthy	0	0.08787	0	0	0	5.85014	0	0	0	0.40432	0	7.78707	5.85014	0	0.39997	0.19999	3.4041	0.15398	0	0
Healthy	0	28.6499	0	0	0	0	0.06409	0	0	0.02718	0	0.01225	0	0	0	0	0	0	0.20805	0.00909
Healthy	0	0	0	5.59881	0	0	0.00837	0.00014	0.29174	0.00017	0	0	0	5.59881	0.50211	0.29288	0	0	0.00014	0
Healthy	0	6.26248	0	0	0	5.02651	0.96743	0.00735	0	0.00602	0	0	5.02651	0	0.00167	0	0	0	0.02144	0.01013
Healthy	18.2969	0.15743	0.43761	0.85575	0.27514	0	0.02125	0.01723	0.13457	0	18.2969	0.1229	0	0.85575	0.41294	0.13047	2.46283	0	0	0
Healthy	0	1.53924	0	1.40464	0	0	1.90269	0	0	0	0	0	0	1.40464	0.20648	0	7.05933	0	0	0
Healthy	0	0	0	0	0	0.00094	0.11296	0	0	0.00879	0	0	0.00094	0	0.12093	0	0	0	0	0.08118
Healthy	0.60963	4.15006	0	0.05911	1.47038	0.31609	0.81274	0	0	0	0.60963	0	0.31609	0.05911	0.06367	0.15989	0	0	0	0
Healthy	0	0.0127	0	0	0	0	0	0	0	0	0	0	0	0	0.28747	0	0	0	0	0
Healthy	0	0	0	0	0	0	1.08125	0	0	0	0	0	0	0	0	0	0	0	0.35212	0
Healthy	0	0.02723	0	0	0	0	0.22055	0	4.99012	0	0	0	0	0	0.02152	0	0	0	0.00446	0
Healthy	0.88559	0.36842	0	0	0	0.2444	8.16123	0	0.19035	0.04905	0.88559	0.04193	0.2444	0	5.92	0.06076	0.00421	0	0	0
Healthy	0	0	0	0	0	0	10.9231	0	0	0.0378	0	0	0	0	0	0	0	0	0	0
D014607	0.04529	0.0376	0.01918	15.8816	21.2402	22.2692	0.23116	0	0.00086	0.10624	0.04529	0	22.2692	15.8816	0	0	0	0.06943	0	0.01441
Healthy	0	0	0	0	0	0	0	0	5.59919	0	0	7.93834	0	0	0	0	3.34023	0	0	0
Healthy	0	23.0805	0	0	0	0	0.09361	0.00181	0	0.05765	0	0	0	0	0.03622	0	0	0	0.30472	0
Healthy	0.0699	28.8486	0.00078	0.01956	0.01063	3.38835	0.43889	0	0.00311	0.0141	0.0699	0.02379	3.38835	0.01956	1.30742	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43632	0	0	0	0	0
Healthy	0	0	0	0	0	0	65.8825	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	8.54674	9.43668	0	0	0	6.81048	0	0	0	0	8.54674	0	6.81048	0	0.84303	0	0	0	0	0
Healthy	12.0682	0	0	6.15909	4.00668	2.2134	0	0.00731	1.1553	0.01923	12.0682	3.88687	2.2134	6.15909	0.75911	0	1.64596	2.2647	0.01369	0
Healthy	0	4.76047	0	0	0	0.22455	0	0	0	0	0	0	0.22455	0	0.62297	0.72015	0	0	0	0
Healthy	0	0	0	0	0	4.51964	0	0	0.74149	0	0	0	4.51964	0	0.61245	0	0	0	0.02746	0
Healthy	0	2.7503	0	0	0	0	9.87097	0	0	0.06989	0	0	0	0	0	0.22057	0	0	0.01138	0.03023
Healthy	0	0	0	0	0.04679	0.61699	0.03993	0.24567	0	0.14196	0	2.57798	0.61699	0	0	0	0	0	0.02676	0
Healthy	0	0	0	0	0	2.92501	1.58171	0.0079	0	0	0	0.14393	2.92501	0	0.13098	0	0	0	0	0.35151
Healthy	0	0.00549	0	0	0	3.77517	0	0	0	0.0694	0	0	3.77517	0	0.00738	0	0	1.56967	0.13863	0
Healthy	0	14.9064	0	0	0	0	0.05442	0	0	0.08079	0	0	0	0	0.2484	0	0	0	0.001	0
Healthy	0	0.00838	0	0	0	2.43637	0.08556	0	0	0.07725	0	0	2.43637	0	0.0145	0	0	3.86047	0.00914	0
Healthy	0	0.03932	0	0.00183	0	3.5915	1.37508	0.20645	0.00247	0.0569	0	0	3.5915	0.00183	1.46696	0	0	0	0.21045	0
Healthy	3.90542	3.35542	0	0	0	0	0.08243	0.00275	0.66478	0.03907	3.90542	0.23585	0	0	0.35864	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	1.29245	0	0	0	0	0	3.07329	0	0	0	0.03671	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	1.76496	0.00164	0	0.01928	0	0	0	0	2.4886	0	0	0	0.06502	0
Healthy	0	2.60307	0	0	0	0	0	0	3.49371	0	0	0	0	0	0.00317	4.56607	0	3.66116	0.32427	0
D014607	29.5626	0.98846	0	0.0122	0.00441	0.7313	0.02853	0.11521	0.00027	0.08063	29.5626	0.06339	0.7313	0.0122	0.00523	0.31916	5.10933	0.44115	0.00914	0.00266
Healthy	0.94241	1.28777	0	0	1.49322	0.44252	0.43481	0.06293	0.38026	0.17493	0.94241	0.18666	0.44252	0	1.21352	0.09668	1.26509	2.76124	0.00522	0.08027
Healthy	0	0.74354	3.75622	1.32804	0.15346	0.00278	0.02436	0.45918	0.02018	0.06426	0	1.01868	0.00278	1.32804	0	0.02455	10.4298	0	0	0
Healthy	39.4271	0	0	0	0	0	0	0.0187	0.07634	0	39.4271	0.34077	0	0	0.05333	0.41315	0	0.22203	0	0
Healthy	0	0	0	0	0	0	0.41519	0	0	0	0	0	0	0	0	0	0	0	0.01458	0.11586
Healthy	0	0	0	0.26445	0	0.65397	0.00574	0.02151	0.19	0.02011	0	0	0.65397	0.26445	0.35937	0	0	0	0	0
Healthy	0	0	0	0	0	0	0.05991	0.00272	0	0.08381	0	0	0	0	0.03764	0	0	0	0.30531	0
Healthy	0	20.6516	0	0	0	8.22928	0	0	0	0.00396	0	0	8.22928	0	0	4.09231	0	0	1.12334	0
Healthy	6.94985	0.27401	0.25788	0	0	0.4896	5.68717	0.18989	0	0.00768	6.94985	0	0.4896	0	0	0	1.02321	0	0.01139	0
D014607	0.42499	0.26635	0.1993	0.14588	0.03094	3.08714	0.24671	0	0.01685	0	0.42499	2.1226	3.08714	0.14588	0.04929	0	0	0	0.00541	0
Healthy	20.0487	0	0	5.74775	4.17677	0.73136	0	0.022	0.95722	0.04166	20.0487	2.70435	0.73136	5.74775	0.61543	0	1.48895	1.63061	0.00564	0
Healthy	0	0	0	0	0	0	0.78968	0	6.24082	0.03003	0	0	0	0	0	0	0	0	0	0
Healthy	1.24445	1.38365	0.00256	0	0	0.28071	0.31318	0.00314	0.09365	0	1.24445	0.01533	0.28071	0	0.57543	0.04104	0.05673	0	0	0.00253
Healthy	0	0	0	0	0	0	0.7279	0	0	0.02898	0	0	0	0	0.12482	0	0	0	0.51855	0
Healthy	5.26314	1.38932	0	0	0	0	0	0.32215	0.03399	0.00474	5.26314	3.41203	0	0	1.26933	0	1.66935	4.00558	0.00746	0
Healthy	0	25.8812	0	0	0	0	0.0386	0	0	0.0176	0	0	0	0	0	0.07466	0	0	0.07291	0.03792
Healthy	0	0	0	0	0	0	1.08916	0	0	0	0	42.6678	0	0	0	0	0	0	0	0
Healthy	0	0.01308	0	0	0	1.94732	0	0.00891	0.11396	0.0026	0	0.00101	1.94732	0	0.68065	0.5473	0	0	0.00838	0
Healthy	43.2318	0.40577	0	0	0	0	0	0	0	0	43.2318	0.84844	0	0	0	0	0	0	0	0
Healthy	0.19939	0	0	0	0	0	0	0	0	0	0.19939	0	0	0	1.2024	0	0	0	0	0
Healthy	0.01637	0.85477	0	14.6833	5.82348	0	0	0	0	0	0.01637	0	0	14.6833	0.25733	0	0	0	0.11329	0
Healthy	6.83056	0.2457	0.28555	0	0	0.57346	5.44098	0.15547	0	0.01467	6.83056	0	0.57346	0	0	0	0.98952	0	0.00432	0
Healthy	0	0	0	0	0	0	0	0	2.32165	0	0	8.27284	0	0	0	0	0.90074	0	0	0
Healthy	0	0	0	0	0	0.25816	0.04711	0.29054	0	0.1256	0	1.31162	0.25816	0	0	0	0	0	0.02597	0
Healthy	8.08031	0	2.23121	0	0	0	0	0	0	0	8.08031	0	0	0	3.78053	0	4.42928	0	0	0
Healthy	0	0	0	0	0	9.87273	0	0	1.2394	0	0	0	9.87273	0	1.14941	0	0	0	0.06939	0
Healthy	0	0	0	0	0	0	0	0	0	0.04506	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.60747	0	0.06333	0	0
Healthy	0	0	1.38738	0	0	0	0.35158	0	0	0	0	0	0	0	0.36299	0	0	5.23264	0	0
D014607	0.90454	14.9306	0.18298	24.7442	0.0475	9.74859	0.86741	0.04531	0.00855	0.16407	0.90454	0.36171	9.74859	24.7442	0	0.00728	0.00582	0.03757	0.0311	0
Healthy	39.6819	1.97241	4.59796	0	0	3.44298	0	0.47021	0.82889	1.67721	39.6819	0	3.44298	0	0	0.16717	0.07464	0	0	0
Healthy	0	0.00199	0	0	0	0	2.32188	0	0	0	0	0	0	0	0.00059	0	0	0	0.01148	0
Healthy	0	1.79913	0	23.1158	17.9056	0	0	0.03473	0	0.00273	0	0	0	23.1158	0.02357	0	0	0	0	0
Healthy	0	0	0	0	0	30.3269	0	0	0	0	0	0	30.3269	0	0	0	0	0	0	0
Healthy	0	14.9066	0	0	16.3657	0	0.13805	0	1.87207	0.01133	0	0	0	0	0.00522	0	0	0	0.0046	0.0552
Healthy	0	0	0	0	0	0	0	0	5.89885	0	0	7.79743	0	0	0	0	3.22968	0	0	0
Healthy	0	0	0	0	0	0	20.1597	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	6.19997	0	0	0	5.09533	0.83831	0.00613	0	0	0	0	5.09533	0	0	0	0	0	0.02796	0
Healthy	0	0.9279	0	0	0	0.69712	0.11862	0.01569	0	0.00336	0	0	0.69712	0	0.15364	0	0	0	0	0.05592
