group	Burkholderiales	Enterobacterales	Acidaminococcales	Pseudomonadales	Desulfovibrionales		Bacteroidales	Lachnospirales	Veillonellales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Erysipelotrichales	Desulfovibrionales	Peptostreptococcales	
Healthy	0.11041	1.46934	0	0	0		22.69278	36.42228	0	0	0.11041	0	0	0	0	
Healthy	0.13045	0.32028	0	0	0.49892		65.63431	13.75463	0	1.60553	0.13045	0.02843	0.04627	0.49892	0	
Healthy	0.51792	0.06522	0	0	0.00015		51.33971	8.48086	1.4261	0	0.51792	0	0.00635	0.00015	0.24775	
Healthy	1.36016	0.01524	0	0.01087	0.01827		18.57704	14.19199	2.69514	0.03728	1.36016	0.00258	0.17303	0.01827	0.18904	
Healthy	0.4643	0.05186	0	0	0.02414		49.3268	23.99365	0.26046	0	0.4643	0	1.05422	0.02414	0	
Healthy	0.37153	0.42424	0	0.01906	0.09877		70.43372	3.57858	0.16919	0.19217	0.37153	0	0.07759	0.09877	0.14088	
Healthy	1.1555	0	0	0	0.39388		64.34829	19.30309	0	0	1.1555	0	0.06448	0.39388	0	
Healthy	0.13296	0.03633	0	0	0.00207		37.61604	28.02608	0.5024	0.10231	0.13296	0.0425	0.1416	0.00207	0.26551	
Healthy	0.02049	0.14029	0	0	0.00391		70.61778	15.05159	0.01173	0.28862	0.02049	0	0.01917	0.00391	0.84427	
Healthy	0.13412	0.52504	0	0	0.00376		88.70008	1.21727	3.45223	0	0.13412	0	0.0271	0.00376	0	
Healthy	0.63578	0	0	0	0.1667		30.21417	27.8375	6.38297	0.07376	0.63578	0	0	0.1667	0	
Healthy	0	0	0.32888	0	0.04298		61.01007	26.85272	0.1655	0.07785	0	0.05233	0.55985	0.04298	0	
Healthy	0	1.29633	0	0.1378	0		85.02589	9.98731	0	0	0	0	0	0	0	
Healthy	0	7.05769	0	0.06858	0		4.0487	0.31011	0.04011	0	0	0	0.33491	0	0	
Healthy	5.06789	0.1119	0.92775	0	0.04153		33.15861	12.64003	0	5.59844	5.06789	0.60919	0	0.04153	0	
Healthy	0.01339	8.23197	0.0319	0.16639	0.04163		8.92705	28.81256	0.01676	0.00109	0.01339	8.71892	6.19252	0.04163	0.00088	
Healthy	0.46989	0.64217	0	0	0.05072		45.84826	21.51963	0.29762	0.10108	0.46989	0.72082	0.25673	0.05072	0.00702	
Healthy	0.02253	1.88029	2.29265	0	0.08899		23.37735	27.24408	0	1.0919	0.02253	0.06064	5.38949	0.08899	0	
Healthy	0.01507	0.0207	0	0.02074	0.07252		67.76955	2.36121	0.4059	0.56357	0.01507	0	0	0.07252	0	
Healthy	0.0512	2.63522	0	0	0		41.09719	24.22156	1.5652	0	0.0512	0	0.4366	0	0.88499	
Healthy	0	0.05795	0.00178	0	0.62835		26.70962	1.30462	0.62559	0.41167	0	0	0.82368	0.62835	0	
Healthy	0.0453	0.01752	0	0	0.39632		82.97937	1.29135	0	0.06019	0.0453	0.67959	0	0.39632	0	
Healthy	0	0.54057	0.01126	0	0.00842		34.36715	27.69889	0	0	0	0	6.03361	0.00842	0	
Healthy	0.44667	0.49775	0	0	0		61.30247	0.99623	0	4.77249	0.44667	0	0	0	0	
Healthy	0.05625	0.03119	0	0	1.7196		69.02879	1.09798	0	0	0.05625	0.01711	0.49563	1.7196	0	
Healthy	0.14954	0.13762	0	0	0.26053		35.09807	22.14154	0.09483	0	0.14954	0.27636	3.58942	0.26053	0.07458	
Healthy	0	1.18355	0	0.1401	0.01822		61.0165	10.36007	0.11654	0	0	0	0	0.01822	0.01209	
Healthy	0.5599	0.03188	1.06927	0	0.04369		20.40557	30.22276	0.1533	3.148	0.5599	6.16548	0.00798	0.04369	0.02988	
Healthy	0.11188	0	0	0	0.08445		43.39885	1.24269	0	0	0.11188	0	0	0.08445	0	
Healthy	0.0031	0.13974	0.01349	0	0.67306		26.66764	1.29615	0.57559	0.44721	0.0031	0	0.75318	0.67306	0	
Healthy	0	4.8633	0	0.10462	0		78.11938	2.44423	0.55878	0	0	0	0.03341	0	0.0015	
Healthy	0	0.34762	3.0387	0	0		42.04096	7.49013	1.14351	1.90252	0	0	0	0	0	
Healthy	0.93721	0	0	0	0.15658		59.64182	14.30526	3.32365	0.05559	0.93721	0	0.00099	0.15658	0	
Healthy	0.23883	0.14387	0	0	0.0135		62.10141	10.63404	6.46618	0	0.23883	0	1.27484	0.0135	0.25326	
Healthy	6.04836	0.06958	0	0	0		71.26837	2.38286	0	0	6.04836	0	0	0	0	
Healthy	0.0044	6.24797	1.08581	0	0.57966		28.53601	5.31424	0	19.8205	0.0044	0.5783	0.02633	0.57966	0	
Healthy	0	0	0	0	0		14.95691	24.05345	0.08948	0	0	0	0	0	0.13203	
Healthy	0.85303	0	0	0	0.03273		39.79314	24.76613	0	0.93731	0.85303	0.85652	0	0.03273	0.23147	
Healthy	0.01628	0.03478	0	0	0		43.19804	22.20032	2.52717	0.71124	0.01628	0.47172	0.33376	0	0.09313	
Healthy	0.02681	0.18283	0	0	0		33.43442	22.89416	0	0.31863	0.02681	0	0	0	0.28345	
Healthy	0.03488	0.15278	0	0	0.1027		67.15942	9.32184	0.0129	0.57034	0.03488	0	0	0.1027	0	
Healthy	0.16728	11.1315	0	0	0.04055		68.08716	1.69427	8.96535	0	0.16728	0	0	0.04055	0	
Healthy	0	2.37216	0	0	0		35.22199	23.56972	0	0.09932	0	1.0821	5.02967	0	0	
Healthy	5.99714	0	0	0	0		68.2051	5.01575	4.70629	0	5.99714	0	0	0	0	
Healthy	0	1.48486	0.1329	0	0		1.27957	36.19282	0	0	0	0.26175	24.20836	0	0.07183	
Healthy	0.2531	3.90595	0	0	0.31757		63.81396	13.45679	0	0	0.2531	0	0	0.31757	0	
Healthy	0	0	0	0	0		28.90645	46.36169	6.5253	0	0	0	0.76968	0	0	
Healthy	0	0	0	0	0		14.03954	31.7778	0	0	0	33.4883	0.10806	0	0.00273	
Healthy	1.51797	0	0.02848	0	0.05808		28.46694	22.52129	0.00078	0.02418	1.51797	0	0.18022	0.05808	0	
Healthy	0.23596	0	0	0	0.02254		32.77295	24.93715	0	0.29347	0.23596	0.29046	0	0.02254	0	
Healthy	0.0059	0.04945	0.00533	0	0.07697		51.71282	19.97007	0.00655	0.10078	0.0059	0	0.12561	0.07697	0	
Healthy	0.02132	0.03594	0	0.00037	0.00395		20.13582	13.62097	0	0	0.02132	0	0.7052	0.00395	0.11949	
Healthy	0.13238	0.11783	0	0	0.06095		28.41094	5.11376	49.82144	0.21938	0.13238	0	0.17444	0.06095	0.01002	
Healthy	0.2804	1.12111	0	0	0		31.20192	24.10635	3.05237	14.0828	0.2804	0	0.10321	0	0.2573	
Healthy	0.6261	12.1653	0	0	0.07662		36.82398	5.50413	9.80831	0.59719	0.6261	1.06334	0.49268	0.07662	0	
Healthy	1.1027	2.92516	0	0	0		66.57883	13.18481	5.1784	0	1.1027	0	0	0	0	
Healthy	0.27283	0.14395	0	0	0		52.72574	23.4495	7.43802	2.48081	0.27283	0	0	0	0	
Healthy	0.24452	0.07045	0	0	0.05108		43.21223	16.57394	0	0	0.24452	0.57846	0.33581	0.05108	0	
Healthy	0	0	0	0	0		14.224	0	0	0	0	0	0	0	0	
Healthy	0.00727	1.45295	0	0	0		36.20723	22.42504	1.2736	0	0.00727	0	0.65485	0	0.53998	
Healthy	0.03516	10.66404	2.27389	0.36836	0.00048		46.58828	2.57439	0.02318	0	0.03516	0	0.07661	0.00048	0	
Healthy	0.26241	0.1369	0	0	0.44702		13.3599	26.68844	0.29958	1.61759	0.26241	0.10831	0	0.44702	0	
Healthy	0.33636	0.0875	0.00643	0	0.01255		28.3422	21.99895	2.64538	0.04019	0.33636	0.0131	0.04449	0.01255	0	
Healthy	0.46167	0.06408	0	0	0.14794		55.96573	16.59904	0.08596	0.04611	0.46167	0.33041	0.19673	0.14794	0.0509	
Healthy	2.38374	0.47257	4.9935	0.33536	0.19253		36.83866	18.59434	0	0	2.38374	0	0.53728	0.19253	0.31227	
Healthy	0	0	0.73894	0	0		1.12625	38.14371	0	0	0	27.6589	7.69219	0	0.21052	
Healthy	0	23.5867	0	0	0		7.33018	1.62245	0	0	0	0	0	0	0	
Healthy	0	0.19008	0	0	0		4.37322	62.40925	12.94604	0.00094	0	0	0.45135	0	0	
Healthy	0.09688	0.25286	0	0	0		89.66419	0.89403	3.30114	0	0.09688	0	0	0	0	
Healthy	0.09381	1.35285	0	0	0.10279		86.50021	3.71951	0	0	0.09381	0	0.04811	0.10279	0	
Healthy	0.00406	0.44586	7.4324	0	0.10778		15.58417	17.25484	0.18656	2.21401	0.00406	0	0.6815	0.10778	1.62808	
Healthy	0	0.43589	0	0	0		6.34116	63.02564	0.68955	0	0	0	1.07875	0	0.51637	
Healthy	3.29887	0	0	0	0.07529		58.04112	9.79647	6.94735	0.06182	3.29887	0	0.35895	0.07529	0.00349	
Healthy	1.79394	1.10727	0	0	0.0914		48.89644	9.14405	0.10997	0	1.79394	0.06746	0.07318	0.0914	0	
Healthy	0	1.43863	0	0.0341	0		85.0273	10.39772	0	0	0	0	0	0	0	
Healthy	0.10831	0.75839	0	0.47414	0.02113		56.28109	22.92361	0	0	0.10831	0	0	0.02113	0	
Healthy	0	0	0	0	0		28.92219	7.45679	0	0	0	24.9923	0	0	0	
Healthy	0	0.13301	0.18643	0	0.05167		35.47554	17.89035	0.05627	0.68786	0	3.13665	0.12615	0.05167	0	
Healthy	0.02297	0	0	0	0		38.0437	25.52487	0.37245	0.05856	0.02297	0	0	0	0	
Healthy	0.08807	0.02002	0	0	0.06538		57.63054	3.75075	0	0	0.08807	0.08612	0.01468	0.06538	0	
Healthy	0.02582	0.05613	0	0	0.08433		67.99629	8.78812	0	0.59906	0.02582	0	0	0.08433	0	
Healthy	0	0	2.32862	0	0		42.85214	36.3546	0	0	0	0	1.76819	0	0	
Healthy	0	0	2.3425	0	0.10321		41.96543	25.4433	0	1.17867	0	0	1.21683	0.10321	0	
Healthy	0.8122	0.09874	0	0	0.6349		49.33694	6.21465	0.10841	9.5016	0.8122	0	0	0.6349	0	
Healthy	0.00137	18.38479	0	0.33173	0		14.75489	0.00903	5.13874	0.00156	0.00137	0	0	0	0.08665	
Healthy	0.65026	0	0	0	0.06209		69.41397	5.72044	0	0	0.65026	0	0.27637	0.06209	0	
Healthy	0	10.66439	0.00015	0	0		0.04323	0.01216	0.14143	0	0	0	0.00295	0	0	
Healthy	0.74444	0.00626	0	0	0.01897		79.67785	1.87462	0	3.71606	0.74444	0	0.00339	0.01897	0	
Healthy	3.78919	0	0	0	0		52.47847	9.49517	0	0	3.78919	0	0	0	0	
Healthy	0.39975	0.70657	0.03118	0	0		15.08786	15.81389	5.33536	1.83454	0.39975	0	0.30838	0	0.12602	
Healthy	1.45191	0	0	0	0		43.74967	8.51692	0.70159	0	1.45191	0	0	0	0	
Healthy	1.16922	2.81905	0	0	0.00386		65.78699	13.42623	5.23243	0	1.16922	0	0	0.00386	0	
Healthy	1.96804	5.58854	0	0	0.85589		49.05444	0.27954	1.85762	3.4515	1.96804	0	0	0.85589	0	
Healthy	0.28833	0	0	0	0.14253		44.34291	4.2168	17.75847	7.0576	0.28833	0	0.17424	0.14253	0.0037	
Healthy	0.16419	0.49172	0	0	0		20.52414	25.23401	0	4.72955	0.16419	5.60451	3.89411	0	2.83469	
Healthy	0	16.36647	0	0.50897	0		1.78582	25.1217	0	0	0	0	0	0	0	
Healthy	0.01081	3.01543	0	0	0.03353		69.90994	5.14667	0.0231	0	0.01081	0	1.78487	0.03353	0	
Healthy	0.00612	0.28054	0	0	0		37.11887	10.82112	3.48633	0	0.00612	0	0	0	0	
Healthy	2.67459	0.02637	0	0	0.1924		43.09291	16.56852	0.02694	0.48831	2.67459	10.4082	0.74866	0.1924	0.14545	
Healthy	0	52.97984	0	0	0		17.59236	0	0	0	0	0	0.02092	0	0.00199	
Healthy	4.11582	0	0	0	0		81.20998	1.59518	0.02246	0	4.11582	0	0	0	0	
Healthy	0	32.8765	0	1.96472	0		33.58074	12.18996	0.02571	0	0	0	0.72251	0	0	
Healthy	1.53113	7.02995	0	0	0.39177		60.12419	2.77963	9.22372	0.65551	1.53113	0	0	0.39177	0	
Healthy	0.70029	0.00624	0	0	0.02366		79.30587	1.8096	0	3.81881	0.70029	0	0	0.02366	0	
Healthy	0.02317	0.10751	0	0	0.01428		37.79332	28.91133	0.03506	0.06024	0.02317	2.88522	0.00034	0.01428	0.06303	
Healthy	0.06515	0.12557	0	0	1.51226		68.77621	0.93636	0	0	0.06515	0.03482	0.48153	1.51226	0	
Healthy	0.184	0.51193	0	0	0		54.92171	11.12671	0	0	0.184	0	0	0	0	
Healthy	0.14937	6.84068	0.30316	0	0.1378		21.07674	28.66722	0	0.67475	0.14937	0	0.20777	0.1378	0.24489	
Healthy	0.00057	13.31298	0	0.01477	0		26.16258	0.04346	0.00079	0	0.00057	0	0.27278	0	0	
Healthy	7.27039	0.02817	0	0	0.17679		40.04677	12.09567	0	0.07512	7.27039	0	0	0.17679	0	
Healthy	0	0	2.24223	0	0.09293		42.59283	26.22514	0	1.0876	0	0	1.2736	0.09293	0	
Healthy	0.61386	0.02359	0	0.0085	0.03837		29.62494	12.45187	0.89652	0.08254	0.61386	0	0.03449	0.03837	0.17238	
Healthy	0.00362	0.22567	0	0	0.05341		20.57994	26.69622	4.05404	0	0.00362	0	0.07729	0.05341	0.09969	
Healthy	2.34407	0.81935	0.27176	0	0		59.40884	7.5777	0.0997	5.6916	2.34407	0	0.03229	0	0	
Healthy	0.3158	0.21154	2.4811	0	0		56.09359	19.31489	0.05715	0.00656	0.3158	0	0.03904	0	0	
Healthy	0.02349	41.8721	0	0.12598	0.0735		16.4986	5.11782	0	0.11587	0.02349	0	0.18948	0.0735	0	
Healthy	3.00587	0	0	0	0.44448		64.50159	23.50501	0	0	3.00587	0	0.06736	0.44448	0	
Healthy	0.08617	1.66267	0	0	0.07865		86.90238	3.54505	0	0	0.08617	0	0.03409	0.07865	0	
Healthy	0.20938	53.421	0	2.39911	0		28.80368	8.61385	0	0	0.20938	0	0.06351	0	0	
Healthy	0.24951	1.00475	0	0	0.20147		54.90497	0.89419	8.97374	6.85726	0.24951	0	0.30666	0.20147	0	
Healthy	0.01361	0	2.25014	0	0.29311		35.64172	15.98386	0	0.85302	0.01361	0	0.084	0.29311	0	
Healthy	0	0.40553	0	0	0		67.44051	19.97129	0.09318	0	0	0	1.0239	0	0.044	
Healthy	0	0	0	0	0		0	22.6022	0	0	0	0	0	0	0	
Healthy	0.4991	0.11557	0	0.0553	0.18197		53.74459	13.29806	0	9.32086	0.4991	0	0.08152	0.18197	0.29643	
Healthy	0	0	0	0.16959	0		4.52602	44.73936	0	0	0	0	0.04228	0	0	
Healthy	0.0184	0.30886	0	0.34024	0.04435		50.29043	26.2342	0.01793	0.00392	0.0184	0	0.1062	0.04435	0.00597	
Healthy	1.15184	0	0	0	0.40158		65.09545	18.65948	0	0	1.15184	0	0.0557	0.40158	0	
Healthy	0.02693	0.07348	0	0	0.07018		25.21972	8.73576	0	6.78358	0.02693	33.6936	1.00071	0.07018	0.6669	
Healthy	0.16675	0	0	0	0		69.49329	5.01189	6.26984	0	0.16675	0	0.3007	0	0	
Healthy	0.05209	0.05704	0	0.4463	0.04475		41.46659	8.64569	0.83656	5.46605	0.05209	0	0.00925	0.04475	0.02098	
Healthy	5.36447	0.06619	0	0	0.16		61.15669	21.44709	0.00271	0	5.36447	0	0.02599	0.16	0	
Healthy	1.28118	0.43906	0	0	0.03474		36.72224	10.95063	0.07396	1.58795	1.28118	0	0.04584	0.03474	0	
Healthy	2.5317	0	0	0	0		56.18731	20.41575	0	0	2.5317	0.03293	0.59643	0	0	
Healthy	0.41417	0.45467	0.02816	0	0.0233		41.85675	5.3987	0.03471	0.00934	0.41417	0.02432	0.1922	0.0233	0.19506	
Healthy	1.04064	0.0942	0	0	0.05728		38.80621	15.90515	4.2544	0.29304	1.04064	0	0.05294	0.05728	0	
Healthy	0.31386	0.57853	0	0.03556	0.00719		18.27071	32.75398	6.0251	1.33308	0.31386	4.66766	0.12799	0.00719	0.49229	
Healthy	0.03397	16.17731	0	0	0.03488		28.19344	24.17274	0.07161	5.77018	0.03397	12.7756	0.13928	0.03488	0	
Healthy	0.06071	0.05589	0	0	0.00964		77.2291	1.26229	0	0	0.06071	0	0.02311	0.00964	0	
Healthy	0	0	0	0	0		38.44628	5.20234	1.99129	0	0	0	0	0	0	
Healthy	0	0	0.44241	0	0		2.59796	36.49023	0	0	0	27.47608	5.39218	0	0.08722	
Healthy	0	0	0	0	0		7.60267	2.86244	0	0	0	0	0	0	0	
Healthy	0	0	4.9034	0	0.15146		50.35418	18.89524	0	0.0018	0	0	0.58579	0.15146	0	
Healthy	0.54358	0	0	0	0		36.83659	36.22127	5.90031	0.12109	0.54358	0.1314	0	0	0	
Healthy	7.9908	0	0	0	0		73.12423	5.93985	0.01146	0	7.9908	0	0	0	0	
Healthy	0.33609	0	0.00909	0	0		44.20571	23.05903	0	3.13036	0.33609	2.55668	0	0	0.12967	
Healthy	0	0	2.41626	0	0.56793		29.28913	6.18667	0	23.2954	0	2.20373	0.25249	0.56793	0	
Healthy	0	0.03824	1.58995	0.04385	0		18.63199	28.0521	0	0.00313	0	0.00775	16.29565	0	0.40591	
Healthy	0	0	0	0	0		28.43816	29.12181	3.49235	0.22355	0	0.34774	0	0	0	
Healthy	0.14083	0.06096	0	0	0.3653		24.69692	4.19186	1.44298	0.04777	0.14083	1.2056	0.15563	0.3653	0.11759	
Healthy	0.01221	0	0	0	0.06634		68.10723	9.67728	0	0.46775	0.01221	0.00709	0	0.06634	0	
Healthy	0.02667	0.00785	0	0	0		8.72825	20.07063	0	12.7781	0.02667	1.79634	2.05041	0	0.05551	
Healthy	0.59378	0.07668	0	0	0.26343		49.61754	11.13307	0	1.37603	0.59378	0	0.11295	0.26343	0	
Healthy	0.15269	0	0	0	0		73.87226	2.19671	4.41976	0	0.15269	0	0	0	0	
Healthy	0.13621	0.31536	0	0	0		85.8639	2.89096	0.00263	0	0.13621	0	0.0619	0	0.02106	
Healthy	0	0.13609	2.5385	0	0		28.52758	42.1833	0.10977	0	0	0	2.31411	0	0	
Healthy	0	0.22775	0	0	0		33.1389	6.27856	0.28758	0	0	0	0	0	0	
Healthy	0.07925	0.93377	6.05502	1.01856	0.02399		17.4332	12.03122	0	1.71467	0.07925	0.15196	0.69006	0.02399	0.41721	
Healthy	0.07202	2.18514	0	0.92014	0		4.94548	6.84785	6.80414	0	0.07202	0	0	0	0.11799	
Healthy	1.91748	0	0	0	0		63.74033	7.82102	11.8928	0.78033	1.91748	0	0.02539	0	0.02352	
Healthy	0.01278	0	2.27483	0	0.25011		35.00576	16.25088	0	0.89056	0.01278	0	0.07954	0.25011	0	
Healthy	0	0	0	0	0		48.68608	25.42356	7.34585	0.38099	0	0	0	0	0	
Healthy	0.04399	0.16177	0	0	0.05473		28.78968	17.47768	1.00323	0	0.04399	0	11.74553	0.05473	0.08685	
Healthy	0	0	0.08075	1.69032	0.05434		56.44389	10.89549	0.04975	0.53454	0	0.03207	0.15956	0.05434	0	
Healthy	21.745	2.06045	0	0	0		39.15464	15.14251	0.00912	0	21.745	0	0.00124	0	0.53441	
Healthy	0	0	0.13047	0	1.49648		78.23298	4.54863	0	0	0	0.08486	0.24703	1.49648	0	
Healthy	0.35482	0.10306	0	0	0.1119		70.79374	5.89331	2.70282	0.09754	0.35482	0.03425	0	0.1119	0	
Healthy	0.03789	0.55205	0	0.14318	0.04649		14.95651	33.85214	0	1.50826	0.03789	2.58635	0.92191	0.04649	0.13183	
Healthy	0	0.24042	0.51247	0	0		19.48864	32.45249	0	0	0	0	1.19817	0	0	
Healthy	0.0019	0.09424	0	0	0.09357		56.76372	5.72689	0.00405	0	0.0019	0.19089	0	0.09357	0	
Healthy	0	0.03099	0.13541	0	1.58013		77.8724	4.50981	0	0	0	0.14067	0.28609	1.58013	0	
Healthy	0.17636	0.10131	0	0	0.26361		60.85497	4.60013	7.40556	0.87116	0.17636	0.95041	0	0.26361	0	
Healthy	0.25882	10.96675	0	0.45627	0.04359		46.03264	5.69559	2.9293	0	0.25882	0	0.03617	0.04359	0.09905	
Healthy	0	0	0	0	0		33.03167	50.66659	0	0	0	0	0	0	0	
Healthy	0	10.1218	3.42114	0	0.1769		20.21896	15.82033	0.03002	1.2648	0	3.23876	1.57624	0.1769	0	
Healthy	0.16836	0.12401	0	0	0.15233		27.73597	19.00671	0.40303	0.03985	0.16836	3.03688	0.01308	0.15233	0.00233	
Healthy	0	0	2.3859	0	0		4.08443	2.52421	0	0	0	0.50733	0.21529	0	0	
Healthy	0	0	1.92331	0	0.07764		35.587	8.75655	0	1.44681	0	0	0	0.07764	0	
Healthy	0.19444	0	0	0	0		69.95272	5.13883	6.11149	0	0.19444	0	0.25493	0	0	
Healthy	1.21645	2.89202	0	0	0		65.82434	13.95267	4.88055	0	1.21645	0	0	0	0	
Healthy	0.03865	0.04941	0.04697	0	0.0127		46.25692	2.01383	13.6002	3.63759	0.03865	0	0.02093	0.0127	0	
Healthy	0	0	0	0	0		43.74522	28.60151	0.23658	0	0	0	0.29781	0	0	
Healthy	0.03863	0.13725	0	0	0		23.10294	6.13666	0.26387	0	0.03863	0	0.80668	0	0.22442	
Healthy	0.73001	0.6324	0.00299	0	0.04167		31.75604	44.3016	0.00011	2.06245	0.73001	0	0.13718	0.04167	0.07882	
Healthy	0.06719	0.06144	0	0	0.95251		49.41957	0.61599	0	14.039	0.06719	0.01395	0.00774	0.95251	0	
Healthy	0.00476	0.03789	0	0.083	0.02768		43.72766	4.4203	0.37326	1.77862	0.00476	0	0.04867	0.02768	0.22656	
Healthy	0	1.60489	2.24989	0	0		45.25011	35.68276	0.40841	0	0	0	2.52791	0	0	
Healthy	0.14522	0.04807	0	0	0.02657		36.91185	5.54966	0.00116	11.1368	0.14522	2.20914	0.51968	0.02657	0.01907	
Healthy	1.94292	0	0	0	0		26.36118	43.36492	0	1.44248	1.94292	0.45527	1.04698	0	0	
Healthy	0	0	0	0	0		0	86.40719	0.33804	0	0	0	0	0	0	
Healthy	0.00766	0	0	0	0		39.20047	6.90806	0	0.09905	0.00766	0	0.82434	0	0	
Healthy	0	0.06081	0	0	0		40.68302	21.62313	5.15333	0	0	0	0.0061	0	0	
Healthy	0	2.17433	0	0	0.31821		26.95037	5.98746	0	11.2649	0	33.0343	1.31285	0.31821	0.00638	
Healthy	0	0	0	0	0		10.37808	52.95862	3.99074	0	0	5.43402	0	0	0	
Healthy	1.33098	0.12536	1.19187	0	0.15813		38.79379	11.80424	0	0.08334	1.33098	0.2373	0.29557	0.15813	0.35254	
Healthy	0.06942	0.09253	0	0	0		76.8929	0.74201	0	0	0.06942	0	0.02496	0	0	
Healthy	0.00966	8.15067	0.03543	0.16986	0.04017		8.71721	28.76685	0.01329	0	0.00966	8.70403	6.15808	0.04017	0.00031	
Healthy	0	0	0	0	0		11.95072	35.29522	3.85203	1.73021	0	0	1.00457	0	0	
Healthy	0.01589	1.40043	0	0	0		22.17878	0.63115	0	0	0.01589	0	0.59839	0	0	
Healthy	0.23708	0	0	0.00701	0.0155		57.7267	4.57035	15.787	0	0.23708	0	0	0.0155	0	
Healthy	0.03816	0.40601	0	0	0		92.03324	0.27859	1.00884	0	0.03816	0	0.00801	0	0	
Healthy	0.07912	0.3122	0	0.31645	0.02406		35.20643	8.17914	0.06983	0	0.07912	0	0.16446	0.02406	0.51615	
Healthy	0.0703	0	8.77528	0	0.03991		5.66918	57.42024	0	0	0.0703	3.85493	1.12576	0.03991	0	
Healthy	0.015	0	0.18012	0.08607	0		7.86782	31.44906	2.13205	0.09261	0.015	0.02976	0	0	0.09098	
Healthy	0	0	0	0	0		21.25678	25.86791	1.28016	0.62275	0	16.9051	0	0	0	
Healthy	0	4.40645	0	0	0		92.95383	0.58886	0	0.47275	0	0	0	0	0	
Healthy	0.01941	0.0686	0	0	0		57.381	21.1384	0.03167	0	0.01941	0	0	0	0.00563	
Healthy	0.05479	0	0	0	0.03929		57.5735	23.19424	0	0.07637	0.05479	0	0.01435	0.03929	0.05157	
Healthy	1.27027	0.25428	0.27462	0	0.00109		33.03258	20.25348	0.01788	0	1.27027	0	0.16915	0.00109	0.04477	
Healthy	0	0	0	0	0		65.20158	2.01168	0.06363	0.75438	0	0	0	0	0	
Healthy	0	0	1.95357	0	0		19.74816	18.60829	0	0	0	0	11.1676	0	0	
Healthy	0.21392	0.09498	0	0	0.07027		70.26426	5.47431	2.73361	0.13707	0.21392	0.03854	0	0.07027	0	
Healthy	0.08027	0	0	0	0.63944		51.37327	5.81601	0	0	0.08027	0.02838	0	0.63944	0	
Healthy	0.20258	2.93463	0	1.79664	0.02332		58.48155	15.81535	0	0	0.20258	0	0.28036	0.02332	0.01928	
Healthy	5.95715	2.12326	3.51077	0	0		45.87194	20.29995	1.01208	0.00844	5.95715	0	0	0	0	
Healthy	0.22925	17.7156	0	0	0.02652		31.09127	20.15046	1.0628	0.51086	0.22925	0	0.0234	0.02652	0.20928	
Healthy	0.21246	0.25386	0.51509	0	0.02172		15.2552	20.1204	2.8692	2.67562	0.21246	1.52558	0.85731	0.02172	0.10367	
Healthy	0.29055	0.26635	0	0.09159	0.18632		47.52272	11.56237	0.07475	4.89103	0.29055	1.11164	0.02314	0.18632	0.06022	
Healthy	1.15015	0.36312	0	0	0		17.5367	8.03084	0.84349	0.13279	1.15015	0	0.00775	0	0	
Healthy	0.01922	0.35049	0	0	0.00386		76.4265	1.74989	9.12101	0	0.01922	0	0.11113	0.00386	0	
Healthy	0	0	0	0	0		63.65279	18.6942	0.24146	0.47763	0	0	0	0	0.23864	
Healthy	0.17317	11.4232	0	0	0.0211		68.10589	1.68866	8.71266	0	0.17317	0	0	0.0211	0	
Healthy	0.22616	0.27949	0	0	0.01202		64.26608	6.03681	7.71715	0	0.22616	0	0.09715	0.01202	0	
Healthy	4.96662	0	0	0	0		77.80827	1.93304	0	0	4.96662	0	0	0	0	
Healthy	0.01018	2.12982	0.00174	0	0		55.01057	7.28483	0.5279	0.84927	0.01018	0	0.09776	0	0.0082	
Healthy	0.97032	0	10.3694	0	2.27827		43.39463	0.9388	0	10.9175	0.97032	0	0	2.27827	0	
Healthy	0.13661	0.03673	4.37403	0.0615	0.36254		46.43819	14.07809	5.68611	0.29531	0.13661	0.05199	1.35966	0.36254	0.0596	
Healthy	0	21.50318	0	76.0127	0		0.0054	0.00733	0.2387	0	0	0	0	0	0	
Healthy	0.26264	0	0	0.00858	0.01556		56.89743	4.32754	15.3019	0	0.26264	0	0	0.01556	0	
Healthy	0.48033	0	0	0	0.47782		57.07274	6.57742	0.41902	8.15551	0.48033	0	0	0.47782	0	
Healthy	0.12155	0	0	0	0.07545		42.8335	1.15731	0	0	0.12155	0	0	0.07545	0	
Healthy	2.3192	0.94282	0.2522	0	0		60.20397	7.16859	0.1325	5.82255	2.3192	0	0.0507	0	0	
Healthy	0.21354	1.71609	0	1.36094	0.06604		68.04629	15.1956	0.51819	0	0.21354	0	0.64251	0.06604	0.00865	
Healthy	0.05324	0	0	0	0.57549		67.01221	10.04532	0	0	0.05324	0	0.00371	0.57549	0.04171	
Healthy	0.2314	0.13315	0	0	0.11905		51.10262	12.78713	0	4.38812	0.2314	0.64416	0.4962	0.11905	0.02152	
Healthy	0.01243	0	0	0	0		9.38307	24.11223	0	9.22338	0.01243	2.09976	2.37194	0	0.07903	
Healthy	0.47887	0	0	0	0		42.63748	16.64858	0	0	0.47887	0	0	0	0	
Healthy	6.83995	2.27487	0.53378	0	0		44.25744	25.17308	0	0.8716	6.83995	0	0	0	0	
