group	Lachnospiraceae	Ruminococcaceae	Streptococcaceae	Veillonellaceae	Lactobacillaceae	Pasteurellaceae	Oscillospiraceae	Eggerthellaceae	Erysipelatoclostridiaceae	Peptostreptococcaceae	Lachnospiraceae	Rikenellaceae	Acutalibacteraceae	Enterobacteriaceae	Barnesiellaceae	Burkholderiaceae	Streptococcaceae	Erysipelotrichaceae	Lactobacillaceae	Coprobacteraceae
Healthy	9.93341	2.43987	0.00318	0.02256	0	0.00322	0.11402	0.05538	0	0	9.93341	3.20127	0.0193	0.55499	0	0.00015	0.00318	3.02379	0	0
Healthy	12.10456	0	0.06078	0	0	0	0.3616	0	0	0	12.10456	0	0.05584	3.33224	0	0.08977	0.06078	0	0	0
D015212	34.16279	7.47937	0.02299	0	0	0	0.36864	0.02155	0	0.19899	34.16279	2.20098	2.46888	0	2.40375	0.14223	0.02299	0.54106	0	0
Healthy	3.58003	2.67861	0.0933	0	0	0	0.9265	0	0	0	3.58003	1.53298	0.16947	1.60419	2.59741	0.10532	0.0933	0.04027	0	0
Healthy	28.68756	6.19646	0.33411	0.04038	0	2.15948	0.04487	0.0114	0	0	28.68756	14.56831	2.67904	0	0	5.86788	0.33411	0.03855	0	0
Healthy	27.54936	2.30929	0.54497	0	0	0	0	0.89167	0	0	27.54936	0	0.43552	19.26871	0.12913	0	0.54497	0	0	0
Healthy	4.69588	4.23327	0.12421	0.05513	0	0	0.09474	0	0	0	4.69588	15.7425	0.82433	0.15204	5.77752	0.1691	0.12421	0	0	0.02082
D015212	9.27	1.10408	0	0	0	0	1.0278	0	0	0	9.27	0.20151	1.80468	4.3626	0	0.00189	0	0.16753	0	0
Healthy	3.72533	2.16534	0	0	0	0	0.11629	0	0.07924	0	3.72533	10.26834	0.01002	0.03218	3.27392	0	0	0.17399	0	0
Healthy	7.87316	8.50483	0.13277	0.00328	0.03975	0.00658	0.30071	0.23134	0.06273	0.01363	7.87316	8.74358	0.00102	0.24918	5.60583	2.02905	0.13277	0.02758	0.03975	0
Healthy	20.22245	5.41623	0.64001	0.37807	0	2.03012	0.02457	0	0	0	20.22245	9.84875	0.727	0	0	6.05602	0.64001	0.0057	0	0
Healthy	8.68596	17.66638	0.37533	0	0	0	0.05462	0.01797	0	0	8.68596	10.53038	0.09091	0.0542	1.81793	2.5475	0.37533	0.47012	0	0.01994
Healthy	6.25422	7.80866	0.0724	0	0	0	0	0	0	0	6.25422	5.1278	0	17.2665	3.06729	0	0.0724	1.87534	0	0
Healthy	37.00175	6.02386	0	0.07814	0	0.28719	0	0.00557	0	0	37.00175	0.88132	7.54138	0.02491	0	0.00244	0	0	0	0
Healthy	14.55765	3.87608	0.03336	0	0	0.00248	0.07412	0.00693	0.00782	0.00536	14.55765	3.55248	0.59576	0.79603	0.62881	1.29585	0.03336	0.33034	0	0.06112
Healthy	24.91088	9.01974	0.25409	0.16998	0	0	0	0.13376	0	0	24.91088	7.57343	10.3192	0.32158	1.33003	0.01267	0.25409	0	0	0
Healthy	1.34389	3.64003	0.29871	0	0	0	3.84559	0.0716	0	0	1.34389	9.94701	5.37546	0.10318	2.00146	0	0.29871	0.8151	0	0.06802
Healthy	25.97651	6.73524	2.12798	0	0	0	0	0.29234	0	0	25.97651	2.0947	19.3761	9.22203	2.01463	0	2.12798	0	0	0
Healthy	0.7833	3.87048	0	0	0	0	0.36779	0.02437	0	0	0.7833	2.51711	0.50534	1.0624	0	0.32502	0	0.32579	0	0
Healthy	24.03998	0	0.71998	0.39935	0	1.49969	0.52526	0	0.19755	0.5997	24.03998	0	0	1.79614	0	0	0.71998	0.01247	0	0
Healthy	0.41165	3.73431	0.00185	0	0	0	0.10146	0.16338	0	0	0.41165	1.28286	1.97241	10.3544	0	0.28124	0.00185	0.14981	0	0
Healthy	13.61368	10.99938	0	0	0	0	0.04098	0.05554	0	0	13.61368	20.81667	0.01894	0.3481	2.95125	0.00279	0	0.03778	0	0
Healthy	3.50474	2.15573	0.01542	0	0	0.0099	0.00577	0	0	0	3.50474	22.08116	0	0	1.87868	6.12487	0.01542	0.07712	0	0
Healthy	3.23799	2.58698	0.07654	0	0	0	0.91885	0	0	0	3.23799	1.44992	0.16297	1.46955	2.59706	0.09536	0.07654	0.03983	0	0
Healthy	12.80241	3.10142	0	0	0	0	0.00236	0	0	0	12.80241	22.89123	0	0.47781	0	0	0	1.12635	0	0.09279
Healthy	3.1049	1.83225	0	0	0	0	0.00475	0	0.03828	0	3.1049	35.83965	1.13732	0.09477	0	0.30524	0	0	0	0
Healthy	2.38077	3.53829	0.30473	0.07346	0	0.1417	0.144	0.33333	0.01069	0.59479	2.38077	0	0.03253	3.92252	0	0	0.30473	0.05286	0	0
D015212	12.56615	8.24637	0.30669	0.03584	0	0.02746	0.297	0.1184	0	0.42973	12.56615	5.10072	0.57936	0.3771	0	3.15276	0.30669	0.05727	0	0
Healthy	28.02608	10.26083	2.22493	0	0.14363	0.02958	0.04921	0.00659	0	0.26551	28.02608	2.77445	0.0796	0.00675	1.84949	0.13296	2.22493	0.1416	0.14363	0
Healthy	1.21727	0.88819	0.20895	0.03213	0	0	0.17493	0	0	0	1.21727	0	0.39827	0.52504	0	0.13412	0.20895	0.0271	0	0
D015212	10.52572	6.067	2.72022	5.15811	0.02057	3.03917	0	0	0.34053	0	10.52572	0	0	2.75339	0	0	2.72022	0	0.02057	0
Healthy	9.98731	0.23122	0	0	0	0	0.09557	0	0	0	9.98731	0.14643	0.06371	1.29633	0	0	0	0	0	0
D015212	53.35664	10.75626	0.24276	0.01193	0	0.00862	0.91975	1.01881	0.21924	0.11258	53.35664	0	0	0	0	0.01692	0.24276	0.09372	0	0
Healthy	12.64003	22.14855	0	0	0	0.1119	1.07405	0	0	0	12.64003	12.33154	3.22498	0	0	5.06789	0	0	0	0.09175
D015212	34.72667	9.35111	0.78984	0	0.02927	0.04172	0.03307	0	0.39702	0.01287	34.72667	0.76481	0.23176	0.19587	0.28116	0.34522	0.78984	1.5023	0.02927	0
Healthy	27.24408	6.58303	10.15615	0	0	0	0.06557	0.67407	0.18125	0	27.24408	0.91138	0.01339	1.88029	0.62805	0.02253	10.15615	5.20824	0	0
Healthy	2.36121	7.51714	0.04491	0.0081	0	0.0207	0	0.21678	0	0	2.36121	20.11284	0.32307	0	0.71892	0.01507	0.04491	0	0	0
Healthy	1.30462	3.66088	0.33934	0	0	0	2.21044	0.10618	0	0	1.30462	9.96396	5.16835	0.05795	1.86635	0	0.33934	0.82368	0	0.05184
Healthy	1.24269	0.83182	0.00805	0	0	0	1.45313	0	0	0	1.24269	15.8614	0.17262	0	3.36515	0.11188	0.00805	0	0	0
Healthy	1.29615	3.58331	0.30983	0	0	0	0.64929	0.08818	0	0	1.29615	10.29595	5.08472	0.13974	1.82427	0.0031	0.30983	0.75318	0	0.03443
Healthy	10.63404	2.23907	0.03344	0	0.00823	0.14387	0	0	0.51375	0.25326	10.63404	3.59247	0.87936	0	0.87852	0.23883	0.03344	0.76109	0.00823	0.01244
Healthy	2.38286	8.42235	0.01599	0	0	0.06958	0.23366	0.44574	0	0	2.38286	0.63251	0	0	0	6.04836	0.01599	0	0	0.19776
Healthy	5.31424	3.36767	0.21766	0	0	0	0.76256	0	0	0	5.31424	8.46085	1.05547	6.24797	0.60849	0.0044	0.21766	0.02633	0	0.04007
Healthy	24.05345	24.8019	1.04862	0.08948	0	0	0	0	0	0.13203	24.05345	0	14.5722	0	0.22627	0	1.04862	0	0	0
Healthy	22.89416	5.14802	0.0841	0	0	0.18283	0	0	0	0.28345	22.89416	3.87524	4.88013	0	7.04598	0.02681	0.0841	0	0	0
Healthy	9.32184	5.53932	0.00272	0.0129	0	0	0.12661	0.00332	0	0	9.32184	14.94825	0.64716	0.15278	0	0.03488	0.00272	0	0	0
Healthy	19.97007	9.2578	0.10886	0.00655	0	0.01085	0.04736	0.06294	0	0	19.97007	1.01044	5.46218	0.0386	2.23447	0.0059	0.10886	0.12561	0	0.04722
Healthy	13.62097	4.06276	0.47971	0	0	0	0.08249	0.34305	0.66528	0.11949	13.62097	3.09406	0.88479	0.03594	0	0.02132	0.47971	0.03992	0	0
Healthy	5.11376	4.4942	0.04377	0.00424	0	0.04419	0.03588	0.00139	0	0.01002	5.11376	1.76528	0.07254	0.07364	0.12089	0.13238	0.04377	0.17444	0	0.00091
Healthy	5.50413	4.7518	0	0.00587	0	0	0	0	0	0	5.50413	7.17706	2.26394	12.1653	0.89318	0.6261	0	0.49268	0	0.06285
Healthy	13.18481	3.76221	0.24909	0.29701	0	2.92516	0.16554	0	0	0	13.18481	7.42963	0	0	1.16025	1.1027	0.24909	0	0	0
Healthy	23.4495	3.33005	0.39866	0	0	0	0	0	0	0	23.4495	4.0087	0	0.14395	2.46521	0.27283	0.39866	0	0	0
Healthy	16.57394	14.67308	0.06824	0	0	0	0.68271	0.10073	0	0	16.57394	3.82967	0.68206	0.07045	4.57825	0.24452	0.06824	0.33581	0	0.05398
Healthy	26.68844	6.86503	0.03981	0	0	0	0.0061	0	0	0	26.68844	2.45394	6.01356	0.1369	2.43282	0.26241	0.03981	0	0	0.00424
Healthy	18.59434	9.43595	0.27678	0	0	0	0.05988	0	0	0.31227	18.59434	1.4373	0	0.47257	0.96827	2.38374	0.27678	0.53728	0	0
Healthy	1.62245	0	0	0	0	0	0	0	0	0	1.62245	0	0	23.5867	0	0	0	0	0	0
Healthy	62.40925	0.22592	1.661	0.04564	0	0.0026	0	0.01001	0.30772	0	62.40925	0.03971	0.12684	0.18748	0.03312	0	1.661	0.14363	0	0
Healthy	3.71951	2.48326	0.04902	0	0	0	1.10345	0	0	0	3.71951	1.61507	0.16616	1.35285	2.58335	0.09381	0.04902	0.04811	0	0
Healthy	63.02564	0.10416	0.50695	0.68955	0	0.11722	0.13601	0.05247	1.03863	0.51637	63.02564	0	5.76475	0.31867	0	0	0.50695	0.04012	0	0
Healthy	9.14405	3.86094	0	0.10997	0	0	0.16887	0.01114	0	0	9.14405	12.79619	0.81897	1.10727	1.45276	1.79394	0	0.07318	0	1.48793
Healthy	10.39772	0.22357	0	0	0	0	0.08557	0	0	0	10.39772	0.13307	0.08846	1.43863	0	0	0	0	0	0
Healthy	7.45679	0	0	0	0	0	0	0	0	0	7.45679	0	0	0	1.99601	0	0	0	0	0
Healthy	17.89035	7.00796	6.70611	0.05627	3.6728	0.07114	0.01723	0.09443	0	0	17.89035	5.39452	0.00939	0.06187	0.941	0	6.70611	0.12615	3.6728	1.09353
Healthy	3.75075	9.46911	0.04678	0	0	0	0.21657	0.26796	0	0	3.75075	13.55938	0.35507	0.02002	0	0.08807	0.04678	0.01468	0	0
Healthy	8.78812	5.40312	0.03292	0	0	0	0.0795	0.02498	0	0	8.78812	15.32951	0.59858	0.05613	0	0.02582	0.03292	0	0	0
Healthy	6.21465	3.5768	0.04914	0.10841	0	0.09874	0	0.08723	0	0	6.21465	28.80044	0.25089	0	0.9426	0.8122	0.04914	0	0	0
Healthy	0.00903	0.00589	0.96039	5.13874	0.00991	0	0	0.00536	0	0.08665	0.00903	0	0.00071	18.38479	0	0.00137	0.96039	0	0.00991	0
Healthy	0.01216	0.0008	1.69443	0.14109	4.82089	0.03579	0	0.00329	0	0	0.01216	0	0	10.6286	0	0	1.69443	0.00295	4.82089	0
Healthy	1.87462	1.79526	0	0	0	0.00626	0.04295	0	0.00339	0	1.87462	25.19202	2.07726	0	0	0.74444	0	0	0	0
Healthy	13.42623	3.53594	0.26841	0.26418	0	2.81905	0.21042	0	0	0	13.42623	7.43971	0	0	1.09382	1.16922	0.26841	0	0	0
Healthy	25.23401	9.64133	0.03455	0	0	0.2915	0.02803	0.00859	0	2.83469	25.23401	9.31968	4.78891	0.20022	5.24712	0.16419	0.03455	3.89411	0	0
Healthy	5.14667	7.3895	0.07974	0.0231	0	0.08847	0	0.00149	0	0	5.14667	4.50989	0	2.92696	0.71991	0.01081	0.07974	1.78487	0	0.19611
Healthy	16.56852	2.69466	0.12836	0.02694	0	0.01459	0.19479	0.00698	0	0.14545	16.56852	18.3148	0.00515	0.01178	7.24737	2.67459	0.12836	0.74866	0	0.04078
Healthy	0	0	2.10657	0	0	0	0	0	0	0.00199	0	0	0	52.97984	0	0	2.10657	0.02092	0	0
Healthy	1.59518	6.21348	0	0.02246	0	0	0	0.01748	0	0	1.59518	0.62494	0.46323	0	0	4.11582	0	0	0	0.08943
Healthy	12.18996	1.40988	0.01115	0.02571	0	0	0.07777	0	0	0	12.18996	0.04873	1.79711	32.8765	0.78418	0	0.01115	0.72251	0	0.00237
Healthy	2.77963	0.56581	0	0	0	0	0.05633	0	0	0	2.77963	21.11233	0.67101	7.02995	5.16736	1.53113	0	0	0	0
Healthy	28.91133	7.72902	0.14813	0.03506	0	0.09058	0.02872	0.0447	0	0.06303	28.91133	1.69516	2.17968	0.01693	4.37539	0.02317	0.14813	0.00034	0	0.02005
D015212	51.98685	9.87643	0	0	0	0	0.76898	0.04764	0	0	51.98685	0	0	0	0	0	0	1.72937	0	0
Healthy	28.66722	3.42903	4.01235	0	0.06316	0.11539	0.05461	0.16258	0.0398	0.24489	28.66722	1.46145	20.45689	6.72529	2.15554	0.14937	4.01235	0.16797	0.06316	0
Healthy	0.04346	0	0.01771	0.00079	0	0.87357	0	0.00669	0	0	0.04346	0.00028	0	12.43941	0	0	0.01771	0.27278	0	0
Healthy	7.5777	4.52815	0.39342	0.0997	0	0.81935	0.06749	0	0	0	7.5777	17.47417	1.7888	0	0	2.34407	0.39342	0.03229	0	0
Healthy	8.61385	0	0.02684	0	0	0	0	0	0	0	8.61385	0	0	53.421	0	0.20938	0.02684	0.06351	0	0
Healthy	0.89419	3.83161	0	0	0	0	0.36819	0.01839	0	0	0.89419	2.5695	0.54573	1.00475	0	0.24951	0	0.30666	0	0
Healthy	44.73936	0.44541	0.0314	0	1.45124	0	0	0.35324	0.04228	0	44.73936	1.06001	0	0	1.47858	0	0.0314	0	1.45124	0
Healthy	18.65948	3.72241	0	0	0	0	0.35994	0.05633	0	0	18.65948	32.6882	0.30837	0	2.61813	1.15184	0	0.0557	0	0.0548
Healthy	8.73576	3.29193	0.06132	0	0	0	0	0	0	0.6669	8.73576	8.91595	5.58557	0.07348	3.69303	0.02693	0.06132	1.00071	0	0
Healthy	5.01189	1.77598	0	0	0	0	0.03307	0	0	0	5.01189	11.34369	0.44661	0	0	0.16675	0	0.3007	0	0
Healthy	8.64569	12.95191	0.07913	0	0.10225	0.00055	0.44178	0.08447	0	0.02098	8.64569	12.38877	0.89397	0.05649	4.92977	0.05209	0.07913	0.00925	0.10225	0
Healthy	20.41575	5.89462	0.01836	0	0	0	0.2293	0	0	0	20.41575	4.20576	4.0846	0	2.51648	2.5317	0.01836	0.59643	0	0.51257
Healthy	15.90515	5.43138	0.05811	0.09326	1.60891	0.00625	0.04139	0.04006	0	0	15.90515	5.40655	5.18407	0.08795	1.99102	1.04064	0.05811	0.05294	1.60891	0.18532
Healthy	32.75398	1.89326	0.35948	0.00651	0	0.23746	0	0	0	0.49229	32.75398	1.82222	24.2154	0.34107	0.44649	0.31386	0.35948	0.12799	0	0.06491
Healthy	24.17274	1.30636	1.78948	0.07161	0	0.04471	0.09958	0.00849	0.10999	0	24.17274	1.06157	4.26343	16.1326	1.58507	0.03397	1.78948	0.02929	0	0
D015212	5.94311	0.00184	29.91066	0.08061	0.40015	0.90725	0.00145	0.07023	3.38942	0.24735	5.94311	0	0	0.03319	0	1.47976	29.91066	0.01781	0.40015	0
Healthy	5.20234	3.92372	12.38081	0	5.91691	0	0	0	0	0	5.20234	0	11.0582	0	0	0	12.38081	0	5.91691	0
Healthy	36.22127	0.63918	0.24874	0	0	0	0	0	0	0	36.22127	2.96731	0.98482	0	1.73873	0.54358	0.24874	0	0	0.96804
Healthy	23.05903	2.81725	0	0	0.28513	0	0.16157	0.06958	0	0.12967	23.05903	15.07509	2.41317	0	8.27071	0.33609	0	0	0.28513	0.01363
Healthy	28.0521	10.9465	1.8784	0	0.19311	0	0	0	0	0.40591	28.0521	0.49019	10.6256	0.03824	0.90946	0	1.8784	16.29565	0.19311	0
Healthy	29.12181	3.53459	0	0	0	0	0	0	0	0	29.12181	0	8.77079	0	0	0	0	0	0	0
Healthy	4.19186	25.61101	0.20589	0.00611	2.80469	0	0.07411	0.71899	0	0.11759	4.19186	5.2612	8.0268	0.06096	0	0.14083	0.20589	0.15563	2.80469	0
Healthy	11.13307	13.04274	0	0	0	0	0.12328	0.0244	0	0	11.13307	7.39382	0.09694	0.07668	4.28773	0.59378	0	0.11295	0	0.05613
Healthy	6.27856	3.158	0	0	0	0	0	0	0	0	6.27856	6.30197	11.7745	0.22775	1.3198	0	0	0	0	0
Healthy	6.84785	0.01172	0.4009	4.36897	7.47165	0	0.04181	0.00662	0	0.11799	6.84785	0	0	2.18514	0	0.07202	0.4009	0	7.47165	0
Healthy	7.82102	2.189	0	0	0	0	0.05184	0.02917	0	0.02352	7.82102	4.78594	6.41909	0	0	1.91748	0	0.02539	0	0.18572
Healthy	17.47768	4.97876	0.02639	0.0041	0.01077	0.00115	0.26743	0.22538	3.13542	0.08685	17.47768	5.80211	8.12974	0.16062	0.11359	0.04399	0.02639	8.61011	0.01077	0.00169
Healthy	10.89549	3.54513	0.00826	0	0	0	0.14067	0.00994	0	0	10.89549	12.72589	0.86419	0	11.9433	0	0.00826	0.15956	0	0
Healthy	4.54863	2.04312	0	0	0	0	0.12953	0	0.0912	0	4.54863	9.75388	0	0	3.51255	0	0	0.15583	0	0
Healthy	33.85214	8.52807	0.76771	0	0.16841	0	0.69477	0.0612	0.9098	0.13183	33.85214	1.92653	17.31275	0.55205	3.18452	0.03789	0.76771	0.01211	0.16841	0
Healthy	5.72689	4.40121	0.23922	0.00405	0	0	0.13933	0.47144	0	0	5.72689	15.85628	1.3388	0.09424	0	0.0019	0.23922	0	0	0
Healthy	4.60013	4.25443	0.11453	0.01678	0	0	0.08623	0	0	0	4.60013	15.49177	0.97384	0.10131	5.77425	0.17636	0.11453	0	0	0.01938
Healthy	5.69559	4.15665	0.00017	0.08037	0.01026	0.00236	0.02635	0	0.00477	0.09905	5.69559	0	0	10.96439	0	0.25882	0.00017	0.0314	0.01026	0
Healthy	50.66659	2.78791	0	0	0	0	0	0	0	0	50.66659	0	0	0	2.97808	0	0	0	0	0
Healthy	15.82033	10.6634	0.23294	0	0	0	0	0	0	0	15.82033	3.07803	1.46036	10.1218	3.39645	0	0.23294	1.57624	0	0.04691
Healthy	8.75655	19.43829	0.92349	0	0	0	0	0.38218	0	0	8.75655	6.48814	0	0	3.91048	0	0.92349	0	0	0.17414
Healthy	5.13883	1.88917	0	0	0	0	0.03792	0	0	0	5.13883	11.80665	0.40885	0	0	0.19444	0	0.25493	0	0
Healthy	0.61599	4.36706	0	0	0	0	0.10146	0.09325	0	0	0.61599	20.50599	2.03772	0.06144	6.57865	0.06719	0	0.00774	0	0.05004
Healthy	4.4203	2.32432	0.11551	0	0	0	0.5096	0.00392	0	0.22656	4.4203	9.58433	5.52781	0.03789	17.6745	0.00476	0.11551	0.04867	0	0.11855
Healthy	43.36492	5.63071	0	0	0	0	0.09948	0.01773	0	0	43.36492	7.23691	1.80735	0	0	1.94292	0	1.04698	0	0
Healthy	6.90806	2.33618	0.00336	0	0	0	0	0	0	0	6.90806	2.24914	6.00524	0	5.61279	0.00766	0.00336	0.82434	0	0.4414
Healthy	21.62313	12.65904	0	0.02279	0.00755	0.04154	0.08402	0.02288	0	0	21.62313	0.95205	2.49284	0.01927	1.21917	0	0	0.0061	0.00755	0
Healthy	5.98746	1.04751	0.02439	0	0.19586	0	0.01056	0	0.84564	0.00638	5.98746	5.01869	0.27698	2.17433	0.38159	0	0.02439	0.46721	0.19586	0
Healthy	52.95862	1.36329	0	0.97483	0	0	0	0	0	0	52.95862	0	6.10482	0	0.26358	0	0	0	0	0
Healthy	11.80424	4.51495	0.56996	0	0.01753	0.0026	0.10832	0.69668	0	0.35254	11.80424	10.66956	9.16365	0.12276	2.62214	1.33098	0.56996	0.29557	0.01753	0.06304
Healthy	28.76685	3.86384	3.27288	0	9.00898	0	0.01361	0.00276	0	0	28.76685	0.37259	3.19339	8.15067	2.24022	0.00966	3.27288	6.15808	9.00898	0
Healthy	35.29522	9.55983	0	0	0	0	0	0	1.00457	0	35.29522	0.68599	0.13409	0	0.83614	0	0	0	0	0
Healthy	4.57035	0.74063	0.23627	0	0	0	0.19723	0	0	0	4.57035	14.06416	0.02007	0	12.8507	0.23708	0.23627	0	0	0
Healthy	8.17914	0	0.12415	0.06983	0.07895	0	0	0.00746	0.16446	0.51615	8.17914	0	0	0.3122	0	0.07912	0.12415	0	0.07895	0
Healthy	25.86791	0.17357	0	0	0	0	0	0	0	0	25.86791	1.92686	19.7553	0	0.89807	0	0	0	0	0
Healthy	0.58886	1.4264	0	0	0	0	0.08949	0	0	0	0.58886	0	0	4.40645	0	0	0	0	0	0
D015212	0	0	0	0	3.89032	0	0	0	0	0	0	0	0	78.39737	0	0	0	0	3.89032	0
Healthy	20.25348	5.5215	0.02073	0.01788	0	0.19642	0.00445	0	0	0.04477	20.25348	6.3252	0.70567	0.05786	3.18876	1.27027	0.02073	0.16915	0	0
Healthy	18.60829	24.59392	0.98912	0	0	0	0	0	0	0	18.60829	0.36122	10.6976	0	0.80045	0	0.98912	11.1676	0	0
Healthy	20.29995	5.30925	0.71498	1.01208	0	2.12326	0.01551	0	0	0	20.29995	9.92768	0.7097	0	0	5.95715	0.71498	0	0	0
Healthy	20.1204	9.70701	0.42563	0.10908	0	0.25386	0.02341	0.00165	0	0.10367	20.1204	2.26109	6.23971	0	0.26602	0.21246	0.42563	0.85731	0	0.06086
Healthy	1.74989	4.15944	0.00207	1.06003	0	0	0.51493	0	0	0	1.74989	0	0.29483	0.35049	0	0.01922	0.00207	0.11113	0	0
Healthy	7.28483	8.57228	1.07361	0.5279	0.27969	0.04557	1.05085	0	0.08482	0.0082	7.28483	5.60706	3.52158	2.08425	0	0.01018	1.07361	0.01294	0.27969	0
Healthy	0.00733	0.00497	0.51683	0.2387	0.00834	0.08013	0	0	0	0	0.00733	0	0	21.42305	0	0	0.51683	0	0.00834	0
Healthy	10.04532	3.86148	0.10617	0	0	0	0.14798	0.00258	0	0.04171	10.04532	9.36939	2.22488	0	0	0.05324	0.10617	0.00371	0	0
Healthy	12.78713	8.90608	0.03817	0	0	0.05207	0.03441	0.02927	0	0.02152	12.78713	13.62345	2.844	0.08108	9.11145	0.2314	0.03817	0.4962	0	0
Healthy	24.11223	7.24935	0	0	0	0	0.04104	0	0	0.07903	24.11223	0.66092	0	0	0.32947	0.01243	0	2.37194	0	0.08508
Healthy	25.17308	6.58109	0	0	0	2.27487	0	0	0	0	25.17308	15.68558	3.434	0	0	6.83995	0	0	0	0
Healthy	3.6701	2.74234	0	0	0	0	0.07269	0	0.1339	0	3.6701	13.88717	1.64034	0	1.91217	0.09745	0	0.02092	0	0
Healthy	12.25174	0	0.02097	0.08503	0	0.01913	0	0.07377	0	0	12.25174	0	0	0	0	0	0.02097	0	0	0
Healthy	5.92682	5.06861	0.01317	0.06535	0	0.00287	0.02019	0.05449	0	0	5.92682	1.06521	0	0	0	7.93494	0.01317	0	0	0.27295
Healthy	8.69583	4.4121	0.0095	0.08298	0	0	0.19884	0.03438	0	0	8.69583	14.10675	0.76814	1.4441	1.2806	1.8415	0.0095	0.123	0	0.22142
Healthy	9.63133	16.49589	0.09111	0	0	0.00571	0.202	0.47317	0	0.03796	9.63133	1.17745	0.00912	0.0498	0.4913	0.00493	0.09111	1.33077	0	0.0565
Healthy	4.43805	31.30495	0	0	0	0	1.88834	0	0.21959	0	4.43805	13.52901	0.00398	0.04365	1.97633	4.22759	0	0	0	0
Healthy	1.70603	1.65036	0	0	0	0	0.01503	0	0	0	1.70603	15.0469	0.15298	0.01873	0	0.1197	0	0.03537	0	0
Healthy	16.74169	1.39858	0.00951	0.10206	0.13192	0.04371	0.07096	0	0	0	16.74169	3.86299	0.03568	0	2.71883	1.83934	0.00951	0.20298	0.13192	0.13489
Healthy	1.19331	3.04774	0	0	0	0	0	0	0	0	1.19331	29.81295	0.50441	0	0	0.5632	0	0	0	0
Healthy	0.36064	3.7498	0.01204	0	0	0	0.07716	0.19082	0	0	0.36064	1.27111	1.90828	10.002	0	0.30795	0.01204	0.16277	0	0
Healthy	7.93356	4.47095	0.00567	0	0	0	0.41138	0	0	0	7.93356	5.88267	0.9033	0.12787	0	0.0369	0.00567	0.1067	0	0
Healthy	8.2247	4.42643	0	0.08261	0	0	0.19356	0.02299	0	0	8.2247	14.47225	0.75971	1.42793	1.33607	1.8845	0	0.07691	0	1.41889
Healthy	52.69141	5.89557	0	0	0	0	0.00369	0	0.07425	0.00357	52.69141	0.66985	5.5304	0	0.24096	0.07083	0	0.88193	0	0
Healthy	28.99089	9.80063	1.86153	0	0	0	0	0.05524	0	0	28.99089	4.6789	26.75019	0	1.03738	0.26147	1.86153	0.06338	0	0.00635
Healthy	2.4951	0.58902	0	0	0	0	0.17545	0	0	0	2.4951	11.77489	0	2.06596	3.31215	0.30887	0	0	0	0
Healthy	15.41146	2.5932	0.03316	0	0	0.01326	0.0847	0.10603	0.00959	0.81709	15.41146	19.64031	6.97525	0.00647	11.6226	0	0.03316	0.19042	0	0
Healthy	10.97435	4.7883	0.09659	0	0	0.06358	0	0.06226	0	0.49934	10.97435	6.99753	2.4636	0.8847	4.23688	0.07183	0.09659	2.51885	0	0
Healthy	0.61893	2.45685	0.08462	0	0	0	2.68725	0.01452	0	0	0.61893	21.0452	2.21267	0.40114	2.07828	0.02854	0.08462	0.49112	0	0.14366
Healthy	9.24188	1.85642	0	0	0	0	0.30469	0.05052	0	0	9.24188	12.34123	3.27466	0	7.42608	0.32236	0	0	0	0
Healthy	1.25322	1.29313	0.69912	2.58237	0	0.76587	0.01027	0.00096	1.55161	0	1.25322	0.00137	0.00126	1.80581	0	0	0.69912	0.15199	0	0
Healthy	20.78842	6.06195	0	0	0.02734	0	0.25642	0	0	0	20.78842	15.00908	0.94707	0	10.4789	1.47058	0	0	0.02734	0
D015212	29.16391	18.02671	1.14904	0	0	0	1.20859	0.75594	0	0	29.16391	4.0018	0	0.0433	0	0	1.14904	0.19952	0	0
Healthy	12.59702	1.46593	0	0	0	0	0.28498	0	0	0	12.59702	0.9706	0	0	0	0	0	0.50121	0	0
Healthy	3.20188	0	0.23364	0.20735	0	0	0.00727	0	0	0.0197	3.20188	0	0	0.12828	0	0	0.23364	0	0	0
Healthy	27.55895	10.46024	2.36528	0	0.15845	0.03986	0.03582	0.00229	0	0.27995	27.55895	2.83128	0.08892	0.03446	1.89388	0.12716	2.36528	0.15382	0.15845	0
Healthy	0.71247	1.44276	0	0	0	0	0.06992	0	0	0	0.71247	0	0	4.44716	0	0	0	0	0	0
Healthy	10.84138	0.6751	0.05879	0.04238	0.01144	0	0.05717	0.00199	0	0.03556	10.84138	4.27559	2.15726	0.33297	2.65682	0	0.05879	2.19756	0.01144	0
Healthy	15.79548	1.26561	0.08228	0.26655	0.00332	0.02426	0.01284	0	0.00128	0.07712	15.79548	4.50903	2.11287	0.07423	0	0.01291	0.08228	0.07893	0.00332	0
Healthy	0.85971	0	0.16385	1.60027	0.20581	0.01154	0	0.00435	0.07725	0	0.85971	0.00268	0	11.0772	0.00262	0.50592	0.16385	0.10551	0.20581	0
Healthy	10.0355	0	0	0	0	0	0	0	0	0	10.0355	0	0	0	0	0	0	0	0	0
Healthy	0.37437	1.96123	0.03834	0	0	0	0.71987	0.01318	0	0	0.37437	20.09277	0.70368	0.71272	2.90746	0.03187	0.03834	0.39877	0	0.11637
