group	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Coriobacteriaceae	Akkermansiaceae	Acidaminococcaceae	Erysipelotrichaceae	Lactobacillaceae	Erysipelatoclostridiaceae	Bacteroidaceae	Lachnospiraceae	Ruminococcaceae	Bifidobacteriaceae	Acutalibacteraceae	Akkermansiaceae	Methanobacteriaceae	Coriobacteriaceae	Acidaminococcaceae	Eggerthellaceae
Healthy	1.23217	0.61842	0	0.15999	0.10075	0	0	0	0	0	23.8708	1.23217	0.61842	0	0.15999	0	0	0.10075	0	0
Healthy	36.2769	4.8351	0.11193	8.3959	1.19723	0	0	0	0	0	31.83094	36.2769	4.8351	0.11193	8.3959	0	0	1.19723	0	0
Healthy	9.67989	0	0	0	0	0	0	0	0	0	54.07795	9.67989	0	0	0	0	0	0	0	0
D009765	14.9763	17.12038	0.11628	0	0	0.01982	0	0.2403	0	0	27.97759	14.9763	17.12038	0.11628	0	0.01982	0	0	0	0
Healthy	31.8156	16.1291	0	12.5307	0	0	0	0	0	0	23.28874	31.8156	16.1291	0	12.5307	0	0	0	0	0
Healthy	7.41093	4.4427	0.81819	1.80811	0	5.85149	0.26428	0.07281	0	0	40.36867	7.41093	4.4427	0.81819	1.80811	5.85149	0	0	0.26428	0
Healthy	6.17621	9.97041	0	0.70508	0	5.88994	0	0.028	0	0	39.08014	6.17621	9.97041	0	0.70508	5.88994	0	0	0	0
Healthy	2.09958	0.86179	5.8666	0.42651	0	0.00115	0.00033	0.16046	0	0.07214	64.74334	2.09958	0.86179	5.8666	0.42651	0.00115	0	0	0.00033	0.05954
Healthy	21.33534	4.6139	1.17982	0.02087	1.31913	1.90163	0	0.213	0	0	15.54464	21.33534	4.6139	1.17982	0.02087	1.90163	0	1.31913	0	0.06261
D009765	29.66713	2.04202	0	0	0	0	0	0.19397	0	0	36.25511	29.66713	2.04202	0	0	0	0	0	0	0
Healthy	0.76121	5.3939	0.09903	0.11557	0.05876	0	0	0.02083	0	0	51.90519	0.76121	5.3939	0.09903	0.11557	0	0	0.05876	0	0
Healthy	5.72513	3.44435	4.05199	0.95857	0	0.10717	0	0	0	0	46.22622	5.72513	3.44435	4.05199	0.95857	0.10717	0.04814	0	0	0
Healthy	15.12293	0.58598	0	0	0	1.29381	0	0	0	0	43.31286	15.12293	0.58598	0	0	1.29381	0	0	0	0
D009765	6.3837	24.15097	4.8363	0.68417	1.36609	2.73942	0.18634	0.33983	2.19557	0	44.91998	6.3837	24.15097	4.8363	0.68417	2.73942	0	1.36609	0.18634	0
Healthy	9.78814	2.84173	0.14502	7.38221	0.02427	0	0	0.3195	0	0.71578	39.33635	9.78814	2.84173	0.14502	7.38221	0	0	0.02427	0	0.05764
D009765	13.41145	0.41493	0	0	0	0	0	0	0	0	48.39987	13.41145	0.41493	0	0	0	0	0	0	0
D009765	16.98996	1.7119	0	32.5574	0	0	0	0	0	0	17.60239	16.98996	1.7119	0	32.5574	0	0	0	0	0
Healthy	20.0574	4.23559	0.87487	0.03805	0.16288	0	0	0.88635	0	0.11674	66.02304	20.0574	4.23559	0.87487	0.03805	0	0	0.16288	0	0.06377
Healthy	1.70546	0.03625	0.07304	0	0.29068	0	0	0	0	0	39.96737	1.70546	0.03625	0.07304	0	0	0	0.29068	0	0
Healthy	2.70959	8.73338	0	0	0	0	0	0	0	0	61.16748	2.70959	8.73338	0	0	0	0	0	0	0.58739
Healthy	27.26938	4.41343	1.3467	6.65527	0.56754	0.18045	0	2.07139	0	0	29.82025	27.26938	4.41343	1.3467	6.65527	0.18045	0	0.56754	0	0.04751
Healthy	2.42962	8.59103	0	0	0	0	0	0	0	0	61.55379	2.42962	8.59103	0	0	0	0	0	0	0.59301
Healthy	20.09009	4.62922	0.02539	0.12081	0	0	5.0336	0.88492	0.05369	0.37498	1.44531	20.09009	4.62922	0.02539	0.12081	0	22.3755	0	5.0336	1.06157
Healthy	6.18849	10.19266	0	0.71587	0	5.94372	0	0.03168	0	0	39.24998	6.18849	10.19266	0	0.71587	5.94372	0	0	0	0
D009765	17.60329	6.27063	0.1437	3.60625	0.13353	0	0	1.32888	0	0	43.68472	17.60329	6.27063	0.1437	3.60625	0	0.14915	0.13353	0	0
Healthy	3.74794	2.43803	0.23047	0.1507	0	0	0	0.02781	0	0	74.46039	3.74794	2.43803	0.23047	0.1507	0	0	0	0	0
Healthy	5.6304	5.7395	4.43001	27.1201	0.04776	10.6627	0	0	0	0	8.60161	5.6304	5.7395	4.43001	27.1201	10.6627	0	0.04776	0	0
Healthy	35.85053	6.11979	0.45537	5.19532	0.04697	0.55245	0	0.04525	0.02567	0	8.48384	35.85053	6.11979	0.45537	5.19532	0.55245	1.49401	0.04697	0	0
Healthy	6.11296	2.52174	0.11535	4.99805	0.35659	23.5265	2.59134	0.23185	0	0	19.92818	6.11296	2.52174	0.11535	4.99805	23.5265	2.19041	0.35659	2.59134	0.01285
D009765	21.78125	2.60919	0.97299	3.96819	3.8423	0	0	0.522	0	0	8.77091	21.78125	2.60919	0.97299	3.96819	0	0	3.8423	0	0
Healthy	43.90919	0.06666	0	6.31524	0	0	0	0	0	0	10.86163	43.90919	0.06666	0	6.31524	0	10.4569	0	0	0
Healthy	1.57102	1.79174	0.3179	0.12536	0	0	0	0.02955	0	0	52.31217	1.57102	1.79174	0.3179	0.12536	0	0	0	0	0
Healthy	23.18683	27.77423	1.70982	10.0415	0.05672	0	1.90138	0.46577	0.23038	0	9.36598	23.18683	27.77423	1.70982	10.0415	0	0.75007	0.05672	1.90138	0
Healthy	0.32418	1.92122	0.30593	0.67394	0.90607	0.00985	0.03559	0.31144	0	0	38.00848	0.32418	1.92122	0.30593	0.67394	0.00985	0	0.90607	0.03559	0.00579
D009765	9.27019	34.0527	15.35015	0.047	3.90844	4.06344	5.6232	0.81028	3.15422	0	1.00538	9.27019	34.0527	15.35015	0.047	4.06344	0.09568	3.90844	5.6232	0
Healthy	0	0	0	0	0	0	0	0	0	0.01169	0.0051	0	0	0	0	0	0	0	0	0
Healthy	4.27275	7.41987	5.09528	0.37237	0.40306	0	0	0.002	0	0	45.74196	4.27275	7.41987	5.09528	0.37237	0	0.0641	0.40306	0	0.20883
D009765	16.92614	7.38962	0.11063	0	1.22916	0.24527	0	0	0	0	23.67229	16.92614	7.38962	0.11063	0	0.24527	0	1.22916	0	0.03143
Healthy	1.2422	3.50894	1.23626	5.26729	1.25125	0.43209	0.00862	0.7685	0	0	10.60939	1.2422	3.50894	1.23626	5.26729	0.43209	0	1.25125	0.00862	0.06228
Healthy	3.03737	3.25638	0.14009	0	0.26175	10.5133	0.92096	0.03311	0	0	53.81094	3.03737	3.25638	0.14009	0	10.5133	0.00202	0.26175	0.92096	0
Healthy	0.98848	3.77952	0.13723	1.06391	0.12241	0	0	0	0	0.45071	55.05468	0.98848	3.77952	0.13723	1.06391	0	0.03445	0.12241	0	0
Healthy	19.22917	3.94336	0	0.3608	0.09436	0	0	0.08966	0	0	18.92584	19.22917	3.94336	0	0.3608	0	0	0.09436	0	0.06189
Healthy	29.9519	10.34569	0.00223	27.12993	0.54054	0.00206	0	0.04769	0	0	7.54406	29.9519	10.34569	0.00223	27.12993	0.00206	0	0.54054	0	0.04531
D009765	27.15343	0.21362	0	0.25988	0	0	0.1033	0.38337	0	0.57785	17.70914	27.15343	0.21362	0	0.25988	0	0.04726	0	0.1033	0
Healthy	0.70725	5.64156	0.10854	0.11937	0.06371	0	0	0.02631	0	0	51.50504	0.70725	5.64156	0.10854	0.11937	0	0	0.06371	0	0
Healthy	8.03962	8.41449	0.15596	0.09087	0.1	5.54787	0	0	0	0	11.9619	8.03962	8.41449	0.15596	0.09087	5.54787	0	0.1	0	0.09355
D009765	11.4994	10.4218	10.83176	0	3.10488	10.8842	7.08905	0.91349	4.07566	0	6.14149	11.4994	10.4218	10.83176	0	10.8842	0.07163	3.10488	7.08905	0
Healthy	5.41206	6.13421	5.11137	21.9481	0.1583	11.9466	0	0	0	0	6.67974	5.41206	6.13421	5.11137	21.9481	11.9466	0	0.1583	0	0.01875
Healthy	25.39822	18.67846	11.68667	6.34578	1.69258	0.91338	0.2767	0	0	0	8.68011	25.39822	18.67846	11.68667	6.34578	0.91338	0	1.69258	0.2767	0
Healthy	10.57816	12.92938	1.7763	4.27941	0.47792	5.55483	0	0.03832	0.23287	0.01936	16.25298	10.57816	12.92938	1.7763	4.27941	5.55483	0.32437	0.47792	0	0.48947
D009765	0	0	0	0	0	0	0	0	0	12.5676	69.3368	0	0	0	0	0	0	0	0	0
Healthy	1.59744	6.5165	0	0.52022	0.0421	0	0	0	0	0	74.62482	1.59744	6.5165	0	0.52022	0	0	0.0421	0	0.02474
Healthy	8.83503	5.62771	1.48252	0.56896	0.29772	0.58248	0	0	0	0	45.65424	8.83503	5.62771	1.48252	0.56896	0.58248	0	0.29772	0	0.00661
Healthy	9.14533	5.13136	1.40869	0.60805	0.35408	0.54782	0	0	0	0	45.91474	9.14533	5.13136	1.40869	0.60805	0.54782	0.01295	0.35408	0	0
Healthy	35.9601	11.73818	0	1.54063	0.3423	0	0.55058	0.91842	0	0.05115	42.27842	35.9601	11.73818	0	1.54063	0	0.14841	0.3423	0.55058	0
Healthy	4.02704	3.71539	0.02775	0.5637	0.55687	6.98413	0	0.2707	0	0	51.38181	4.02704	3.71539	0.02775	0.5637	6.98413	0	0.55687	0	0
D009765	6.34499	22.2864	38.2551	0	2.91714	0	9.04418	0	0	0	6.19447	6.34499	22.2864	38.2551	0	0	0	2.91714	9.04418	0
Healthy	6.21473	2.34516	0.10419	4.85397	0.37073	23.0526	2.61111	0.28806	0	0	20.89571	6.21473	2.34516	0.10419	4.85397	23.0526	2.25595	0.37073	2.61111	0.00889
Healthy	23.18369	1.41065	3.74179	0	0.32995	1.17037	0	0	0	0	3.20104	23.18369	1.41065	3.74179	0	1.17037	0	0.32995	0	0.01504
Healthy	14.66232	1.36756	0.9567	0	0.29208	0	0	0.08549	0	0	51.86236	14.66232	1.36756	0.9567	0	0	0	0.29208	0	0.01203
D009765	53.03022	1.81318	2.86566	19.73779	4.21532	0.12654	0.0171	0.75887	0.14978	0	3.13823	53.03022	1.81318	2.86566	19.73779	0.12654	0.0218	4.21532	0.0171	0.01618
Healthy	0.69034	3.22715	1.2112	2.17464	0.71992	0.14643	0.0337	0.56378	0	0	15.5299	0.69034	3.22715	1.2112	2.17464	0.14643	0	0.71992	0.0337	0.01987
Healthy	6.51314	9.50291	0	0.70297	0	6.15939	0	0.03337	0	0	39.15929	6.51314	9.50291	0	0.70297	6.15939	0	0	0	0
Healthy	2.74978	2.14044	67.39364	9.01791	2.58962	0	0	0	1.35867	0	4.47905	2.74978	2.14044	67.39364	9.01791	0	3.75983	2.58962	0	0
D009765	21.93169	29.8363	3.67416	0.07394	3.36538	1.58738	0.20196	0	0.44863	0	30.2578	21.93169	29.8363	3.67416	0.07394	1.58738	0	3.36538	0.20196	0
Healthy	3.69966	2.0773	0	0	0.64731	0	0.04113	0.2092	0	0.10477	60.1767	3.69966	2.0773	0	0	0	0.10412	0.64731	0.04113	0
Healthy	47.86065	9.32606	0.96114	6.4487	0	0.72467	0	1.2137	0.76878	0	9.40983	47.86065	9.32606	0.96114	6.4487	0.72467	2.99009	0	0	0.04448
Healthy	2.28218	0.09076	0.2095	0	0	0	0	0	0	0	66.55142	2.28218	0.09076	0.2095	0	0	0	0	0	0
Healthy	6.24883	10.05653	0	0.69301	0	5.82754	0	0.02964	0	0.00417	38.41226	6.24883	10.05653	0	0.69301	5.82754	0	0	0	0
Healthy	18.1754	3.09799	25.62091	5.58794	3.42746	0	0	0	0	2.47771	7.77288	18.1754	3.09799	25.62091	5.58794	0	0.78441	3.42746	0	0
Healthy	8.60718	0.68908	36.28447	5.49925	1.15465	0.05007	0	0.00318	0	0.03097	18.861	8.60718	0.68908	36.28447	5.49925	0.05007	0	1.15465	0	0
Healthy	6.81285	13.19843	0.83152	3.50237	0.2084	0.22973	3.05144	0.002	0	1.91759	14.82641	6.81285	13.19843	0.83152	3.50237	0.22973	0	0.2084	3.05144	0
Healthy	26.96077	2.39016	0.19149	0	0	0	0	0.02529	0.06733	1.72663	0	26.96077	2.39016	0.19149	0	0	0	0	0	0
Healthy	28.894	2.20286	0	0	0	2.25271	0	6.64053	0	0	9.79107	28.894	2.20286	0	0	2.25271	6.83579	0	0	0
Healthy	46.93193	9.74278	0.29324	3.34098	0.2656	0.43301	0	0.09623	0	0.25879	17.06239	46.93193	9.74278	0.29324	3.34098	0.43301	0.29171	0.2656	0	0.06199
Healthy	0.01859	0.00078	37.43929	0	1.99768	0	0	0	0.50201	0	22.39048	0.01859	0.00078	37.43929	0	0	0	1.99768	0	0
Healthy	16.79701	12.10365	12.16802	2.98485	0.99768	0.07339	0	0.14734	0	0.00146	28.16378	16.79701	12.10365	12.16802	2.98485	0.07339	0	0.99768	0	0.02048
Healthy	28.05617	0	0	0	0	0	0.9355	0	0	0	50.11589	28.05617	0	0	0	0	0	0	0.9355	0
Healthy	8.12301	5.31051	1.84367	1.07597	0.69983	0.21883	0	0.46374	0.05235	0.0089	40.15561	8.12301	5.31051	1.84367	1.07597	0.21883	0.00143	0.69983	0	0.03708
Healthy	7.85219	6.0375	1.37209	0	0.05178	0	0.09208	0.25499	0.13224	0.03148	43.91791	7.85219	6.0375	1.37209	0	0	0	0.05178	0.09208	0.00397
Healthy	15.8757	17.58185	0.68159	0.11519	0.68133	0.83149	2.27543	0.07085	0.00262	0	20.95826	15.8757	17.58185	0.68159	0.11519	0.83149	0	0.68133	2.27543	0.37481
Healthy	24.02851	3.82989	0	0.2061	0.0728	0	0	0.09727	0	0	31.59693	24.02851	3.82989	0	0.2061	0	0	0.0728	0	0
D009765	8.66815	6.36928	0.18995	1.77542	0.05523	0.13159	0	0.03034	0	0	16.25637	8.66815	6.36928	0.18995	1.77542	0.13159	0.0457	0.05523	0	0.0031
Healthy	3.73018	1.96571	0	0	0.62741	0	0.11775	0.17713	0	0.08573	60.0796	3.73018	1.96571	0	0	0	0.10932	0.62741	0.11775	0
Healthy	35.25653	15.4791	0	12.3531	0	0	0	0	0	0	22.6282	35.25653	15.4791	0	12.3531	0	0	0	0	0
Healthy	0.82863	3.84055	0.03159	0.51209	0.67344	7.17834	0	0.31186	0	0	49.25564	0.82863	3.84055	0.03159	0.51209	7.17834	0	0.67344	0	0.01561
Healthy	13.08515	3.96668	2.0627	0.51019	0.21376	0	0	0	0	0	33.15089	13.08515	3.96668	2.0627	0.51019	0	0	0.21376	0	0
Healthy	15.20616	14.60528	0.23432	4.06478	0	0	0.83159	0	0	0	35.36336	15.20616	14.60528	0.23432	4.06478	0	1.12509	0	0.83159	0.13437
Healthy	1.20825	0.86833	0	0.38591	0.15418	0	0	0.02717	0	0	85.84568	1.20825	0.86833	0	0.38591	0	0	0.15418	0	0
Healthy	6.64336	6.31401	0.48039	0.64461	0.19742	0	0	0.00617	0	0	32.4933	6.64336	6.31401	0.48039	0.64461	0	0.15029	0.19742	0	0.04676
D009765	7.3935	3.55734	2.27356	1.72883	0.16349	0	0	0	0	0	20.52698	7.3935	3.55734	2.27356	1.72883	0	0	0.16349	0	0.01101
Healthy	9.28995	4.81253	0.11051	0	1.3424	0	0	0	0	0	54.78992	9.28995	4.81253	0.11051	0	0	0	1.3424	0	0
Healthy	5.98464	3.5989	0.27269	0.25645	0.08154	9.16536	0	0	0	0	8.01752	5.98464	3.5989	0.27269	0.25645	9.16536	0	0.08154	0	0.07487
Healthy	21.33333	1.85423	1.69776	10.3417	0.07281	2.55681	0	2.75207	0	0	21.81949	21.33333	1.85423	1.69776	10.3417	2.55681	1.41365	0.07281	0	0.00661
Healthy	14.7844	55.382	26.4576	0	0	0	0	0	0	0	3.37609	14.7844	55.382	26.4576	0	0	0	0	0	0
Healthy	19.27721	5.45879	5.48557	27.48554	0.35995	0	0	0.00847	0.03752	0	19.98768	19.27721	5.45879	5.48557	27.48554	0	0	0.35995	0	0.06065
Healthy	21.62777	2.25388	0.16703	0	0.3887	0	0	0.08712	0.5761	0	47.27719	21.62777	2.25388	0.16703	0	0	0	0.3887	0	0.04195
Healthy	13.32261	3.61713	0.46514	0	0	0	0	0	0	0	53.86314	13.32261	3.61713	0.46514	0	0	0	0	0	0
Healthy	5.42416	28.29469	0.43193	0.58819	0.04871	0.18057	0	0	0.01834	0	47.23784	5.42416	28.29469	0.43193	0.58819	0.18057	0	0.04871	0	0
Healthy	27.43436	0.44311	8.0592	0	8.08886	0.10792	0.20431	0	0	9.57826	3.72856	27.43436	0.44311	8.0592	0	0.10792	0	8.08886	0.20431	0.0954
Healthy	17.37687	9.98515	0.13028	1.35528	0.18373	0	2.06491	0.24053	0.02644	0	32.30263	17.37687	9.98515	0.13028	1.35528	0	0.00472	0.18373	2.06491	0.05233
Healthy	1.05575	0.85433	0	0.38666	0.13229	0	0	0.00982	0	0	85.64421	1.05575	0.85433	0	0.38666	0	0	0.13229	0	0
Healthy	10.27839	4.15932	3.60287	14.49259	1.21611	0	0.19486	0.90172	0	2.75959	37.82616	10.27839	4.15932	3.60287	14.49259	0	0	1.21611	0.19486	0.00428
Healthy	68.64843	1.73693	0	1.92515	0	0	0	0.36672	0	0	8.0179	68.64843	1.73693	0	1.92515	0	0.37891	0	0	0
Healthy	15.82956	0.04933	0.02202	3.4674	0.06455	0	0	0.11481	0	0	64.71551	15.82956	0.04933	0.02202	3.4674	0	0	0.06455	0	0
Healthy	23.39615	0	0	11.2332	0	0	0	0	0	0	28.43327	23.39615	0	0	11.2332	0	0	0	0	0
Healthy	31.93906	18.4103	0.89986	3.15437	0.87178	0.42284	0	0.13656	0	0	22.46432	31.93906	18.4103	0.89986	3.15437	0.42284	0	0.87178	0	0.0341
Healthy	0	0	1.04829	0	0	0	0	0	0	0	38.55289	0	0	1.04829	0	0	0	0	0	0
Healthy	14.42117	2.79807	0.05056	3.31561	0.00789	0.07371	0	0.12072	0	0	15.02118	14.42117	2.79807	0.05056	3.31561	0.07371	0.04229	0.00789	0	0
Healthy	5.92327	2.23631	0.11477	0.28775	0.03182	0	0	0.10943	0	0	50.52412	5.92327	2.23631	0.11477	0.28775	0	0	0.03182	0	0
Healthy	6.45903	1.72587	0.12108	0.00643	0.04992	0	0	0	0	0	82.8232	6.45903	1.72587	0.12108	0.00643	0	0	0.04992	0	0
Healthy	0.20051	1.27384	0.09213	0	0	4.6295	0	0	0	0	81.16706	0.20051	1.27384	0.09213	0	4.6295	0	0	0	0
Healthy	0	0	3.17555	0	0	0	0	0	0	0	7.24817	0	0	3.17555	0	0	0	0	0	0
Healthy	15.72166	1.53919	0	0	0	2.84123	0	0	0	0	65.92365	15.72166	1.53919	0	0	2.84123	0	0	0	0
Healthy	8.31204	2.12277	1.06755	10.0199	0.04591	2.40184	0	0.28813	0	0.67821	32.5679	8.31204	2.12277	1.06755	10.0199	2.40184	0.34645	0.04591	0	0
D009765	17.575	5.88943	7.92552	0.02694	2.27691	1.27417	8.39922	2.2169	14.07135	0	6.51556	17.575	5.88943	7.92552	0.02694	1.27417	0.71925	2.27691	8.39922	0.01331
Healthy	9.80768	0.882	0.77485	1.80746	1.41242	0	2.55158	1.88037	0.95125	4.9171	15.7988	9.80768	0.882	0.77485	1.80746	0	0	1.41242	2.55158	0
Healthy	40.97327	10.52993	0.47817	0.02561	0.01795	3.47228	0	0.03613	0.03383	0	14.24778	40.97327	10.52993	0.47817	0.02561	3.47228	0	0.01795	0	0.0543
Healthy	3.13524	33.1672	2.48129	0.44935	0.01643	4.19116	3.77965	0	0	0	4.62811	3.13524	33.1672	2.48129	0.44935	4.19116	0	0.01643	3.77965	0
Healthy	5.02239	1.86375	0.36907	0.49116	0	0	0	0.30214	0	0	55.3907	5.02239	1.86375	0.36907	0.49116	0	0	0	0	0
Healthy	14.88087	6.65845	14.57025	1.58913	0.12737	0	0	0.35555	0	0	41.51809	14.88087	6.65845	14.57025	1.58913	0	0	0.12737	0	0
Healthy	54.00492	4.87138	0.82962	3.14626	0.58527	0.21299	0	0.09341	0.22955	0	16.24077	54.00492	4.87138	0.82962	3.14626	0.21299	0.08608	0.58527	0	0.10241
D009765	19.43964	5.45398	0.16716	0.01013	0.98599	0.24434	0	0.00396	0.04627	0	24.30932	19.43964	5.45398	0.16716	0.01013	0.24434	0	0.98599	0	0.12852
Healthy	2.44881	0.07622	0.18021	0	0	0	0	0	0	0	66.80106	2.44881	0.07622	0.18021	0	0	0	0	0	0
Healthy	23.99764	2.83493	0.12194	0.68775	0.10876	0	0.11895	0.305	0	0	22.00682	23.99764	2.83493	0.12194	0.68775	0	0	0.10876	0.11895	0
Healthy	30.20196	2.78907	0	21.8823	0	2.48303	0	0.01904	0	0	16.37117	30.20196	2.78907	0	21.8823	2.48303	3.55858	0	0	0
Healthy	0.39643	2.02151	0.36078	0.73909	0.88122	0	0.02612	0.31872	0	0	37.55722	0.39643	2.02151	0.36078	0.73909	0	0	0.88122	0.02612	0.02333
Healthy	1.78355	1.7229	1.09861	1.94042	0.15301	3.73739	0	0	0	0.00769	48.51751	1.78355	1.7229	1.09861	1.94042	3.73739	0	0.15301	0	0
Healthy	2.91847	2.21798	0.6711	1.05273	0.18093	0	0	0.14078	0	0	55.49834	2.91847	2.21798	0.6711	1.05273	0	0	0.18093	0	0
Healthy	39.02786	2.86958	0.0445	0.07066	0	0	0	1.13061	0	3.52049	28.52929	39.02786	2.86958	0.0445	0.07066	0	0	0	0	0
Healthy	23.17676	4.36005	0.31078	0.0185	0.47721	4.79499	0	0.58424	0	0	30.81948	23.17676	4.36005	0.31078	0.0185	4.79499	0	0.47721	0	0
Healthy	5.03933	1.98008	0.4033	0.48821	0	0	0	0.31823	0	0	56.21074	5.03933	1.98008	0.4033	0.48821	0	0	0	0	0.00265
Healthy	1.25215	3.34676	1.35364	5.2772	1.19116	0.4868	0.00879	0.76495	0	0	10.85331	1.25215	3.34676	1.35364	5.2772	0.4868	0	1.19116	0.00879	0.07416
Healthy	18.03648	2.17434	4.33754	22.3948	3.71927	0	0	1.0362	0	0	15.38989	18.03648	2.17434	4.33754	22.3948	0	0	3.71927	0	0.00084
Healthy	1.17809	3.04973	0.05927	0	0	12.5924	0	0	0	0	69.00791	1.17809	3.04973	0.05927	0	12.5924	0	0	0	0
Healthy	20.39561	16.32299	1.82498	0.05766	0	0	0	0.11243	0	0	29.50903	20.39561	16.32299	1.82498	0.05766	0	0	0	0	0.10086
Healthy	21.16724	7.05331	2.22786	0.10896	0.52595	5.3777	2.71353	0.74184	0	0	18.05739	21.16724	7.05331	2.22786	0.10896	5.3777	0	0.52595	2.71353	0
Healthy	18.8168	4.70594	0.23251	2.72886	0.20657	0	0	0.00191	0	0	56.93049	18.8168	4.70594	0.23251	2.72886	0	0	0.20657	0	0.03731
Healthy	2.31412	7.41066	0	0.30561	0.09775	0.50525	0	0	0	0	42.72081	2.31412	7.41066	0	0.30561	0.50525	0	0.09775	0	0.23638
Healthy	40.90293	8.27497	0	1.61079	0	0	0	0	0	0	28.98718	40.90293	8.27497	0	1.61079	0	0	0	0	0
Healthy	21.77194	16.95668	0.36956	8.11028	0.11222	0.04092	6.24934	1.42159	0	0.40119	19.63393	21.77194	16.95668	0.36956	8.11028	0.04092	0.04421	0.11222	6.24934	0
Healthy	44.66688	8.45806	9.2484	0	4.87395	0	0	0.20611	0.95853	0	10.10665	44.66688	8.45806	9.2484	0	0	0	4.87395	0	0.52692
Healthy	13.32349	2.48088	0	0	0	0.3553	2.49667	0	0	0	75.31251	13.32349	2.48088	0	0	0.3553	0	0	2.49667	0
Healthy	1.74986	0.01567	66.81357	0.00199	0.00085	0	0	0.00651	4.03384	0.00692	11.40137	1.74986	0.01567	66.81357	0.00199	0	0	0.00085	0	0
Healthy	5.53072	1.50292	4.7669	0.9984	0	1.24863	0	0.15541	0	0	42.13129	5.53072	1.50292	4.7669	0.9984	1.24863	0	0	0	0.0728
D009765	35.79937	8.27489	1.23984	4.59224	0.2847	2.50706	2.66899	0.00222	0.00391	0.56743	19.0564	35.79937	8.27489	1.23984	4.59224	2.50706	0.14799	0.2847	2.66899	0.00537
Healthy	16.89956	9.5735	10.79398	25.6241	0.50091	0	0	0	0	0	16.54132	16.89956	9.5735	10.79398	25.6241	0	0	0.50091	0	0
Healthy	3.44613	1.94148	0.31106	0.48612	0	0	0	0.24047	0	0	55.07359	3.44613	1.94148	0.31106	0.48612	0	0	0	0	0
D009765	46.98366	0.66358	16.08481	2.69278	14.8132	0	0	0.04063	0	0	0.13235	46.98366	0.66358	16.08481	2.69278	0	0	14.8132	0	0.96224
Healthy	4.95075	5.09308	0.18811	0	0.05353	0	0	0	0	0	55.7797	4.95075	5.09308	0.18811	0	0	0	0.05353	0	0
Healthy	27.17506	19.8272	0.24558	0.04355	0	0.06568	0	0	0.10694	0	33.16983	27.17506	19.8272	0.24558	0.04355	0.06568	0	0	0	0
Healthy	25.21606	3.1184	0	3.01651	0	0.35684	3.90566	1.61073	0	0.1396	14.82834	25.21606	3.1184	0	3.01651	0.35684	0	0	3.90566	0
Healthy	26.36663	3.90882	0.20181	1.92772	0.14055	0	0	0.17922	0.63255	0.98282	22.94297	26.36663	3.90882	0.20181	1.92772	0	0	0.14055	0	0.01199
D009765	15.12458	7.55181	0.5801	0.00167	0	0	0	0.10263	0	0.00819	57.12585	15.12458	7.55181	0.5801	0.00167	0	0	0	0	0.035
Healthy	6.4388	3.11299	0	7.01945	0.13524	0	0	0.28255	0	0	21.77431	6.4388	3.11299	0	7.01945	0	1.24695	0.13524	0	0
Healthy	22.10863	1.30825	0.02847	0	0	0	0	0	0	0	43.7073	22.10863	1.30825	0.02847	0	0	0	0	0	0
Healthy	0.0717	0	13.95056	0	2.96233	0	0	0	0.14831	0	46.32102	0.0717	0	13.95056	0	0	0	2.96233	0	0
Healthy	12.20816	13.1978	0.23212	1.59732	0.66989	0.02265	0	0.13579	0	0	17.1173	12.20816	13.1978	0.23212	1.59732	0.02265	0.12133	0.66989	0	0.16413
Healthy	11.69041	8.04319	21.91893	1.04722	1.40459	4.64073	0	3.91787	0	0	1.39175	11.69041	8.04319	21.91893	1.04722	4.64073	27.2102	1.40459	0	0.18193
Healthy	26.45985	12.45935	4.01656	14.2435	0	2.12082	0	0	0	0	13.03294	26.45985	12.45935	4.01656	14.2435	2.12082	1.33131	0	0	0
Healthy	2.552	0.59174	0	0	0	0	0	0	0	0	35.85704	2.552	0.59174	0	0	0	0	0	0	0
Healthy	4.35537	1.15205	5.33633	4.50349	0.60626	6.84902	0	0.22527	0	0	30.10848	4.35537	1.15205	5.33633	4.50349	6.84902	0	0.60626	0	0.01656
Healthy	0.27054	1.24508	0.31983	0.74199	0.9362	0.00874	0.03838	0.29686	0	0	37.92842	0.27054	1.24508	0.31983	0.74199	0.00874	0	0.9362	0.03838	0.02275
Healthy	3.32815	5.69763	0.96653	4.61929	0.34314	0.2033	0	0	0	0	31.40794	3.32815	5.69763	0.96653	4.61929	0.2033	0.11554	0.34314	0	0
Healthy	15.61718	6.05744	0.56352	0	0.22654	0.0876	0	0.01407	0	0	35.3399	15.61718	6.05744	0.56352	0	0.0876	0	0.22654	0	0
Healthy	40.73785	1.38447	3.70058	0	0	0	0	0.06649	0	0.07348	45.72108	40.73785	1.38447	3.70058	0	0	0	0	0	0
Healthy	1.45792	4.99021	0.66726	0	0.05125	0	0	0	0	0	53.54461	1.45792	4.99021	0.66726	0	0	0	0.05125	0	0
Healthy	4.62016	3.32127	0	0	0	0	0	0.00254	0	0	54.80768	4.62016	3.32127	0	0	0	0	0	0	0
