group	Bacteroidaceae	Enterobacteriaceae	Dialisteraceae	Veillonellaceae	Oscillospiraceae	Erysipelatoclostridiaceae		Rikenellaceae	Acutalibacteraceae	Dialisteraceae	Barnesiellaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae	Coprobacteraceae
Healthy	32.85584	0.17704	7.8227	0.02579	0.10667	0		15.82964	0.93386	7.8227	5.8578	0.88322	0	0.10667	0.35953	0	0.00686
Healthy	0	0	0	0	0	0		0	0	0	0	0	0.3569	0	0	0	0
Healthy	48.89075	0.00249	0	0.00268	0.00648	0		3.90279	3.6192	0	1.87095	0.02178	0.18953	0.00648	0.00521	0.00252	0.00583
Healthy	19.61692	0	0	0	0.34441	0		32.43282	0.29401	0	2.64872	0	0.07235	0.34441	0.38634	0.03461	0.10033
Healthy	56.2787	0	0.01147	0	0.07841	0		9.94395	1.23667	0.01147	3.11793	0.67639	0	0.07841	0.39139	0	0.09832
Healthy	46.07893	0	1.07746	0.31404	0	0		5.35226	2.25468	1.07746	0	0	0.07815	0	0	0	0
Healthy	47.57156	0	8.40183	0.05347	0	0		0.15995	0	8.40183	0.64144	0	0.01742	0	0	0	0.04556
Healthy	49.51525	0	0	0.11337	0.01911	0		1.74901	0	0	0	0	0.26401	0.01911	0	0.13336	0.29137
Healthy	23.0626	1.80709	0	0.14332	0.03237	0		18.78242	7.6717	0	0	0	0.00327	0.03237	0.03918	0.01317	0.12413
Healthy	15.33654	6.89374	0	0	0.58663	0.04076		1.37526	20.2049	0	2.07087	0	0	0.58663	0.13386	0.13545	0
Healthy	15.50673	0.15212	0	0.04221	0.06231	0		1.59987	9.91859	0	0	0	0.80896	0.06231	0.00451	0.01887	0
Healthy	21.60774	0	0	0	0	0		7.29962	0	0	1.00796	1.83433	2.04866	0	0	0	0.44514
Healthy	46.08594	0.14691	2.93753	0	0.03164	0		16.04783	0.94638	2.93753	3.03812	0.05754	0	0.03164	0.07503	0	0.01159
Healthy	1.17784	0	0	0	0	0.04827		0.71787	0	0	0.82426	0	3.04863	0	0	0.09369	0
Healthy	74.77476	0	0	0	0	0		0.64096	0.52152	0	0	0	0.01209	0	0	0.01532	0.12274
D003424	65.67581	0.30518	0.89999	0.2498	0.22041	0		0	0	0.89999	0	0	0.01807	0.22041	0	0	0
D003424	65.49586	0	0.13087	0.44112	0	0		0	0	0.13087	0	0	0.00858	0	0	0	0
Healthy	64.85874	0	0	0.07772	0	0		1.17122	0	0	0	0	0.19877	0	0	0.11604	0.2628
Healthy	52.34124	0.90631	0	0.14355	0.0154	0.02268		0	0	0	0	0	0	0.0154	0	0.05082	0
Healthy	12.46353	0.61485	0	0.67738	0.28541	0		0.95157	6.96326	0	1.07697	0	1.028	0.28541	0.07592	0.14967	0
Healthy	47.11987	19.9867	0	0	0	0		0	0	0	0	0	1.58019	0	0	0	0
Healthy	25.30975	3.67768	0	0.35186	0.00587	0.08734		0	0	0	0	0	0.83439	0.00587	0	0	0
Healthy	66.00967	0.76985	10.434	0.86547	0.00296	0		0	0	10.434	0	0	0	0.00296	0	0	0
Healthy	30.90546	0	2.89174	0	0	0		0	7.38067	2.89174	0	0	0	0	0	0	0.09567
Healthy	8.76992	10.125	2.45922	0	0.05729	0		1.17993	1.90307	2.45922	0	0	1.25316	0.05729	0.65777	0.1399	0
Healthy	61.45003	0.0121	0	0	0.02663	0		1.79179	3.98383	0	0.07931	0	0.0657	0.02663	0.00279	0	0.05402
Healthy	18.94927	0	10.968	0	0.07434	0		10.47882	1.38062	10.968	1.23898	0	0.2056	0.07434	0.3094	0.04289	1.40559
Healthy	64.28886	0.02754	3.18142	0	0.00613	0		12.78113	0	3.18142	0	0	0	0.00613	0	0	0
Healthy	40.23851	0	0.43302	0.01765	0.00603	0		20.54202	0.39364	0.43302	0.65469	0	0.10098	0.00603	0.08835	0.23256	0
Healthy	40.55081	0	0.18515	0	0	0		15.8615	0.63845	0.18515	0.71936	0	0.07971	0	0.04016	0.12701	0
Healthy	11.3419	1.09099	0	0	0.11189	0		19.84856	8.32346	0	5.18227	0	0.21585	0.11189	0.04587	0.99702	0.07942
Healthy	26.28133	0.09538	4.91258	0.03285	0.02262	0		8.68764	4.73926	4.91258	1.9968	0	0.15169	0.02262	0.06495	0.09043	0.71512
D003424	32.30532	0	0.84984	0.6065	0	0		0	0	0.84984	0	0	0.04321	0	0	0	0
Healthy	30.62503	3.78983	0	0	1.69959	0		13.40952	3.36068	0	0.84186	0	0.01379	1.69959	0.29698	0	0.39162
Healthy	13.56003	0.04209	0	0	0.12704	0		17.97362	2.37128	0	5.8745	0	0	0.12704	1.38114	0.14019	0
Healthy	76.11309	0	0	0.00507	0	0		0.60733	0.45359	0	0	0	0.01787	0	0	0.01732	0.08464
Healthy	85.70265	0.36322	3.32787	0.03127	0.19107	0		0	0.35403	3.32787	0	0	0.1371	0.19107	0.00504	0	0
Healthy	28.26922	0.12818	9.41435	0	0.07637	0		4.75221	2.21291	9.41435	1.39238	0	0.99882	0.07637	0.43764	0.03715	0
Healthy	37.34318	0.04594	5.16927	0.02208	0.08171	0		1.09727	2.50413	5.16927	1.28147	0	0	0.08171	0	0.04397	0
Healthy	73.6576	1.53301	0	0	1.00093	0		1.30629	0.18198	0	2.74606	0	0	1.00093	0.10296	0	0
Healthy	12.70233	0.54592	0	0	1.0322	0		2.20749	14.8993	0	2.9801	1.08675	0	1.0322	0	0	0
Healthy	18.28431	0.12584	0.00541	0	0.09159	0.01532		0.62473	9.67468	0.00541	1.68854	0	0.23862	0.09159	0.00145	0.01878	0.0243
Healthy	55.0359	0	6.48153	0	0.04657	0		11.8109	0.58332	6.48153	0	0	0	0.04657	0	0	0
Healthy	62.00959	0.75869	0	0	0.09517	0		2.68085	0	0	0	0	0	0.09517	0.17763	0.00869	0
Healthy	48.81242	0.01907	3.45205	0	0.1488	0		12.11739	0.83252	3.45205	0	0	0.01511	0.1488	0.00148	0	0
Healthy	38.48169	0.02321	1.30264	0	0.3307	0		2.65871	0.22229	1.30264	0	0	0.02645	0.3307	0	0	0
D003424	78.72855	0	0	0	0.18213	0		3.34053	0	0	0	0	0.03059	0.18213	0.01413	0	0
Healthy	14.3961	0	0	0.01564	0.73575	0		9.53379	3.87761	0	0	2.25756	0	0.73575	0.00423	0	0.08351
Healthy	32.58154	0	0.74752	0.05151	0	0		4.2958	2.51608	0.74752	0	0	0.15137	0	0	0.01953	0
Healthy	35.84909	0	0	0.13449	0	0		2.22267	0	0	0	0	0.94334	0	0.019	0.01529	0
Healthy	12.6924	0	0	0.00037	0.92712	0		4.1472	0.24045	0	2.21403	0	0.22512	0.92712	0.07872	0.00535	0.01429
Healthy	45.23473	0	3.25777	0	0	0		5.68245	0	3.25777	1.69355	0	0	0	0	0	0
Healthy	14.18334	0	0	0.12907	0	0		0	14.0247	0	0.30358	0	0	0	0	0	0
Healthy	50.06666	0.19376	0	0.01142	0.79321	0.052		3.08566	0	0	0	0	0.10673	0.79321	0.03033	0.21658	0
Healthy	41.27258	0.18688	0	0	0	5.4121		0.99893	9.59557	0	2.56402	3.01271	0	0	0	0	0
Healthy	38.65586	0	1.37444	0	0.29435	0		2.49792	0.23688	1.37444	0	0	0.0358	0.29435	0	0	0
Healthy	28.63357	22.1672	0	0.05636	0.60143	0		6.41798	2.38942	0	0.57244	0	0.21899	0.60143	0.01624	0.0267	0
Healthy	30.14582	3.18917	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	32.04341	0	2.74127	0	0	0		10.88974	0	2.74127	0.94257	0	0.82508	0	0	0	0
D003424	0	0	0	0	0	0		0	0	0	0	0	7.10599	0	0	0	0
Healthy	34.99766	0	0	0	0.21492	0		20.79001	0	0	2.67336	0	0.01579	0.21492	0.1832	0.10541	0.03842
Healthy	24.79339	0.8376	4.97612	1.08332	0.03937	0.2439		0.39264	2.64676	4.97612	0	0	3.27877	0.03937	0.0021	0.00756	0
Healthy	14.4427	0.1633	5.77197	0	0.07041	0		8.13197	2.93421	5.77197	0.38526	0.15552	0.13775	0.07041	0.73306	0	0
Healthy	50.17076	0.18712	8.16815	0	0.06833	0		6.88282	0.29238	8.16815	5.27022	0	0.04301	0.06833	0.01711	0	0
Healthy	55.80794	0.10794	0	0.01432	0	0		0.01248	0.16973	0	0	0	0.03607	0	0	0	0
Healthy	47.17054	0.00296	0	0	0	0.21942		0	0	0	0	0	0	0	0	0.02591	0
Healthy	10.85985	0	0	0	0.08831	0.76374		5.10589	0.4868	0	3.62351	0.00862	0	0.08831	0.01904	0.17382	0
Healthy	59.55566	0	8.53501	0	0	0		0	0	8.53501	0	0	0	0	0	0	0
Healthy	92.84776	4.36693	0	0	0.0431	0		0	0	0	0	0	0	0.0431	0	0	0
D003424	86.36986	0	4.18132	0	0.07532	0		0.10141	0.01245	4.18132	0	0	0	0.07532	0	0	0
Healthy	36.06962	2.39681	0	0	0.18163	0		11.75493	0	0	3.26846	0	0	0.18163	0.03509	0	0
Healthy	66.88997	1.00535	10.7056	0.84376	0.02339	0		0	0	10.7056	0	0	0	0.02339	0	0	0
Healthy	14.0122	0.26138	0	0	0	0		0.63972	4.21798	0	3.57079	0	0	0	0	0	0
Healthy	39.08999	11.8998	8.09638	0.706	0	0		6.28127	0	8.09638	18.1495	0	0.14533	0	0.04396	0	0
Healthy	22.78948	0	0	0	0.35342	0		9.49054	2.21282	0	6.91258	9.50394	0.30832	0.35342	0.06786	0	0
Healthy	8.86346	10.014	2.57063	0	0.08751	0		1.29088	1.798	2.57063	0	0	1.38014	0.08751	0.67751	0.17848	0
Healthy	4.75497	9.5299	0.04796	0	0.00614	0		1.13591	2.50165	0.04796	2.00865	3.57724	8.28998	0.00614	0.03683	0	0
Healthy	42.84491	0.15088	0	0.01659	0	0		3.01217	0.34564	0	1.09221	0	0.02629	0	0.55645	0.07309	0.15508
Healthy	53.36578	0	4.69517	0.30352	0.19158	0		7.11006	0	4.69517	1.07231	0	0	0.19158	0.01561	0	0
Healthy	75.60287	0	0	0.01559	0	0		0.75766	0.46012	0	0	0	0.02701	0	0	0.03051	0.08441
Healthy	20.53284	0	15.9651	0	0	0		2.50732	0	15.9651	0.79816	0	0	0	0	0.05698	0
Healthy	77.26842	0	0.21017	0.00573	0.01841	0		8.12916	0.0192	0.21017	0	0	0	0.01841	0	0	0
Healthy	91.9548	4.13304	0	0	0.09406	0		0	0	0	0	0	0	0.09406	0	0	0
Healthy	45.92573	0	0	0	0.08016	0		14.31981	0.53199	0	0	0.02146	0.40143	0.08016	0.06554	0.02195	0
Healthy	55.23312	0.1421	4.05717	0	0.11263	0		8.53545	0	4.05717	2.80679	0	0	0.11263	0.11411	0	0
Healthy	4.43774	0	25.9687	0	0	0		6.96709	4.91229	25.9687	0.92252	0	0.72678	0	0.17623	0.01264	0
Healthy	17.70179	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	84.43985	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	34.8843	0	4.45934	0	1.83829	0		3.16553	0.26289	4.45934	0	0	0	1.83829	0	0	0
Healthy	18.03711	0	0	0	0.27951	0		4.61532	7.35714	0	4.65866	6.89201	2.25198	0.27951	0	0.23259	0
Healthy	55.90911	0	6.12746	0	0.05053	0		12.02973	0.53321	6.12746	0	0	0	0.05053	0	0	0
Healthy	16.85905	1.84917	0	0.00304	0.12334	0.26323		0.95685	0	0	0.58234	0.05766	1.33923	0.12334	0.05309	0.71951	0
Healthy	0.27232	0	0	0	0	0		2.59906	0	0	0	0	0	0	0	0	0
Healthy	30.82664	0	0	0.18084	0.01742	0		3.10749	0.01522	0	0	0	0.24301	0.01742	0	0	0
Healthy	54.69375	0.15972	0	0.01603	0.5566	0		0.00157	0	0	0	0	0	0.5566	0	0	0
Healthy	24.71427	0	0	0.05479	0.064	0		14.61982	2.61931	0	0	0	0	0.064	0	0.00195	0
Healthy	39.15026	0	2.05788	0	0	0		3.23073	4.38821	2.05788	0	0	0.02057	0	0	0	0
Healthy	32.30265	0.06461	0.3535	0.02014	0.15494	0		13.71788	0.61546	0.3535	5.41002	0.21375	0.23223	0.15494	0.19126	0.02037	0.40556
Healthy	6.13182	77.2984	0	0.70908	0.04055	0		2.55531	0.74654	0	0	0	0.02367	0.04055	0	0.00217	0
Healthy	26.39883	0	0	0	0	0		0	0.96576	0	1.82871	17.665	0	0	0	0	0
Healthy	22.97043	0	0	0.10107	0.22751	0.41427		2.38017	0.00941	0	0.06231	0	0.11936	0.22751	0	0	0
Healthy	47.23513	0.00823	0.02036	0.13844	0.09443	0.00162		3.34875	2.63915	0.02036	0.02386	0	1.31884	0.09443	0	0.0254	0
Healthy	49.54937	0.4514	0	0.14006	1.87573	0		18.60375	0	0	2.22675	0	0.06541	1.87573	0	0	0.39432
Healthy	28.88519	0.04173	0	0	0	0		4.40872	0.53086	0	0	0	0	0	0.02346	0.02777	0
Healthy	52.91018	0.05765	6.13742	0	0.00829	0		15.17791	0.14018	6.13742	0	0	0	0.00829	0	0	0
Healthy	2.35035	9.92646	0	0	0	0		0	0	0	0	0	0.00056	0	0	0	0
Healthy	32.85601	0.06685	0	0.24884	0.05144	0		11.85176	3.28984	0	10.0835	0	0.0752	0.05144	0.00159	0.00033	0.03157
Healthy	42.35973	0	0.61306	0	0	0		0.07484	0.15458	0.61306	0	0	0.03504	0	0	0	0
Healthy	11.61313	0	0	0.12248	0	0		0	15.5125	0	0.25616	0	0	0	0	0	0
Healthy	50.91938	0	0	0	0	0		2.74265	0	0	3.49461	0	0.66904	0	0	0	1.5823
Healthy	13.74561	1.3884	13.5926	0	0	0		0.45089	20.3588	13.5926	0	0	8.43543	0	0	0	0
Healthy	10.6792	0	3.46727	0	0	0		1.86074	6.75813	3.46727	0.25548	1.33638	0.02349	0	0	0	0.02593
Healthy	32.5966	0.37676	0	0.03572	0.00158	0		4.38452	1.30097	0	5.1616	0	0.01035	0.00158	0.38467	0.03814	0.11982
Healthy	41.41169	0	0	0	0.22617	0		6.81784	2.57401	0	4.53713	0	0.2526	0.22617	0.01957	0.0318	0
Healthy	49.83387	1.00028	9.1095	0	0.39212	0		2.623	0.58795	9.1095	0	0	0.67773	0.39212	0.11766	0.02033	0
Healthy	31.13092	0	0	0	2.0594	0.01228		2.58798	0.01057	0	0.35828	0.29786	3.59342	2.0594	0.78752	0.0289	0
Healthy	38.84589	0	0	0	1.39068	0		4.79465	1.31043	0	0.03974	0.6609	0	1.39068	0.00447	0	0.19168
Healthy	53.30752	0.01982	5.91116	0	0.01491	0		14.8888	0.13911	5.91116	0	0	0	0.01491	0	0.00671	0
Healthy	54.78862	0	6.11356	0	1.93841	0		11.89123	0.54553	6.11356	0	0	0	1.93841	0	0	0
Healthy	48.81389	0	6.04242	0	0	1.14516		1.62947	1.62282	6.04242	3.14994	0	0	0	0	0	0
Healthy	50.2751	7.53919	0	4.64447	0	1.31521		0	0	0	0	0	0	0	0	0	0
Healthy	12.06082	10.53786	0	0.02088	0.04395	0		16.83811	6.39799	0	5.60307	0	1.94935	0.04395	0.01696	0.14862	0.00362
Healthy	46.22565	0	0	0	0.24123	0		6.34043	0.00693	0	5.18587	0	0.57769	0.24123	0	0.08142	0
Healthy	73.73789	0.221	8.21917	1.09195	0.63366	0		0	0.29465	8.21917	0	0	0.21169	0.63366	0.00758	0	0
Healthy	70.65791	0	1.76006	0	0.02335	0		2.81952	0.1528	1.76006	0	0	0.0005	0.02335	0	0	0
Healthy	19.75469	0.02829	0	0	1.41506	0		12.45034	1.05668	0	1.14736	0.03448	0	1.41506	0.67046	0	0.32406
Healthy	67.06407	0.91502	10.3011	0.80401	0.02297	0		0	0	10.3011	0	0	0	0.02297	0	0	0
Healthy	34.71971	0	0	0.00272	0.17357	0		20.16489	0	0	2.68881	0	0.01515	0.17357	0.2095	0.13102	0.04008
Healthy	73.63161	1.48694	0	0	0.91625	0		1.4978	0.16178	0	2.6134	0	0	0.91625	0.1116	0	0
D003424	88.75909	0.33706	2.1428	0	0	0		1.67886	0	2.1428	0	0	0.06663	0	0	0	0
Healthy	40.17864	0.01004	0	0.04549	0.46134	0.0536		1.76495	0.9252	0	3.15534	0.00211	0.00299	0.46134	0.01137	0.04906	1.16109
Healthy	7.31907	0	0	0	0	0		0	24.1679	0	0	0.16863	1.56759	0	0	0	0
Healthy	17.16407	0	0	0	0	0		7.10169	10.7472	0	0.59662	1.39634	2.08154	0	0	0.21559	0.0372
Healthy	47.46587	0.26705	15.1591	0.0444	0.00616	0		1.11863	0.07138	15.1591	0.01725	0	0.07535	0.00616	0	0	0
Healthy	19.22216	5.96187	0	0	0.08334	0		9.9613	0	0	3.68421	0	0.0526	0.08334	0.50015	0	0.34009
Healthy	17.94314	13.16383	0	0	0.11878	0		3.73828	0.13604	0	3.20238	0	0.42674	0.11878	0.00589	0.04262	0.06904
Healthy	24.47287	0	0	0	0	0		2.54259	1.91025	0	1.5372	0.0917	0	0	0	0	0
Healthy	14.9615	0	0	0	0.10793	0		7.12823	1.96927	0	0	0.4225	0.33557	0.10793	0	0.01636	0
Healthy	60.21116	0.11192	0	0	0	0		10.06608	0	0	5.03873	0	0.14943	0	0.12417	0.06555	0.12275
Healthy	46.03059	0	0	0.01319	0.10619	0		13.94375	0.63776	0	0	0	0.28869	0.10619	0.09285	0.01332	0
Healthy	14.72384	0	3.21651	0	0	0		0.61673	30.6348	3.21651	0.15049	0	1.00147	0	0	0	0
Healthy	65.74523	1.15375	10.8327	0.82718	0.00916	0		0	0	10.8327	0	0	0	0.00916	0	0	0
Healthy	85.13786	0.42786	3.58408	0.0374	0.16588	0		0	0.44183	3.58408	0	0	0.12811	0.16588	0	0	0
Healthy	38.52546	0.09638	0.02864	0.02371	0.05126	0.43821		0.00671	0	0.02864	0	0	0	0.05126	0	0.08686	0
Healthy	15.62342	0.38936	3.09071	0	2.64096	0		21.27971	2.15063	3.09071	1.86899	0	0.74412	2.64096	0.64934	0.02169	0.13681
Healthy	20.79256	0.80866	0	0	0	0		2.68436	3.55577	0	0.7067	0.45781	1.1403	0	0	0	0.26615
Healthy	18.9049	0	3.6506	0.09642	1.16906	0		5.93957	0	3.6506	1.1934	0	1.15815	1.16906	0.00668	0.17368	0.03494
Healthy	59.8763	0	0	0	3.02847	0		0.68751	0	0	0	0	0	3.02847	0	0.58729	0.21414
Healthy	45.56877	3.07745	0	0	0.47462	0.02398		0	0.05714	0	0	0	0	0.47462	0.02721	0	0
Healthy	8.68325	0.14072	3.52113	0.05711	0	1.08085		1.32347	2.99911	3.52113	0.21631	2.15523	0.62139	0	0	0	0
Healthy	36.03327	2.07969	0	0	0.25138	0		11.34921	0	0	3.23532	0	0	0.25138	0.10091	0	0
Healthy	12.29634	2.75306	2.36428	0	0	0		4.21711	9.65779	2.36428	1.67696	0	0	0	0	0.57896	0
Healthy	20.75551	0	2.17607	0	0	0		2.48925	2.08621	2.17607	4.80051	0.84261	0	0	0	0	0
Healthy	19.68008	0	0	0	0.3729	0		32.39951	0.35965	0	2.64561	0	0.07387	0.3729	0.43223	0.03243	0.08311
Healthy	11.93753	1.399	0	0	0.07862	0		0.1297	0.05188	0	0	0	0	0.07862	0	0	0
Healthy	57.41781	0.24188	0	0.00896	0.00465	0.00789		0.59902	0	0	0.34663	0	0.24786	0.00465	0	0	0
Healthy	18.9129	1.8246	2.00147	0.00432	0.02428	0.09266		4.62077	5.07992	2.00147	0	0.14616	1.12271	0.02428	0.34193	0.03049	0.0298
Healthy	59.55542	0.05196	0	0	0	0		10.44264	0.20533	0	2.53864	0	0	0	0.00306	0	0.1013
Healthy	29.25989	0	5.36896	0	0	0		1.1095	1.95437	5.36896	1.16431	0	0	0	0	0	0
Healthy	17.55206	0	7.32354	0.2024	0.01249	0		3.49587	7.44835	7.32354	0.79694	0	0	0.01249	0.0123	0.08061	0.08892
Healthy	0.44312	2.30231	0	0	0	0		0.20177	31.36991	0	0.18095	0	0	0	0	0.28128	0
Healthy	25.91495	0	1.36354	0.00261	0	0		0.5545	2.27313	1.36354	0	0	0.13765	0	0	0.00536	0
Healthy	30.08043	0	0	0	0.26868	0		0.96757	0	0	0	0	0	0.26868	0	0	0
Healthy	15.70664	0	0.41556	0	0	0.08954		0.679	15.773	0.41556	0	0	0	0	0	0	0
Healthy	0.21928	0	0	0	0	0		0.84002	0	0	0	0	0	0	0	0	0
Healthy	15.76668	0.5421	3.08492	0	2.65101	0		21.43944	2.08417	3.08492	1.98093	0	0.76007	2.65101	0.69799	0.00727	0.13257
Healthy	30.57538	0.03561	0	0	0	0		5.5923	0	0	2.88926	0	0.99492	0	0.05916	0.01158	0.41426
Healthy	8.83754	19.4089	0	0	0	0		4.53821	0	0	2.51391	0.19313	0.37033	0	0	0	0
Healthy	43.57307	0	0	0	0.02103	0.21513		4.42259	2.63643	0	0.98884	0	0.11976	0.02103	0.19257	0	0.04961
Healthy	55.76659	0	6.2613	0	0.05795	0		11.74033	0.53711	6.2613	0	0	0	0.05795	0	0	0
Healthy	80.88058	0.58474	0.16172	0.08164	0.20692	0.17638		0	0	0.16172	0	0	0.00101	0.20692	0	0.07558	0
Healthy	69.74923	0.3673	0	0.01053	0.05765	0		4.59773	1.16913	0	1.13788	0	0.1036	0.05765	0.00186	0.01151	0
Healthy	20.2027	0	3.90595	0	0	0		2.74353	4.8755	3.90595	0	0.2591	0	0	0	0	0
Healthy	23.30888	0.03	0	0	0.05517	0		5.63008	8.40088	0	2.40449	0.55965	0.06671	0.05517	0.00321	0	0.05978
Healthy	48.95995	0	0	0	2.61338	0.13086		13.77421	1.63956	0	1.95703	0.01877	0.57128	2.61338	1.33117	0	0
Healthy	41.04866	0	0	0	0.025	0		1.99266	12.09543	0	0	0	1.20861	0.025	0	0.02551	0
Healthy	92.47901	4.53415	0	0	0.04805	0		0	0	0	0	0	0	0.04805	0	0	0
Healthy	50.04103	0	0	0	0	0		1.85374	0	0	2.46657	0	1.68149	0	0.07375	0	0.42922
Healthy	53.89702	0	4.54214	0.25366	0.14258	0		7.10713	0	4.54214	1.07087	0	0	0.14258	0	0	0
Healthy	17.18971	0.12373	0	0	0.10334	0		23.57475	0.15118	0	0.52437	0	0.4575	0.10334	2.65193	0	0
D003424	51.82106	0	0	0	0.14613	0		5.08621	0.00137	0	3.78376	0	0.82412	0.14613	0.17537	0.07799	0
Healthy	8.13754	0	0	0	0.26528	0		6.76763	3.6023	0	4.15093	35.1411	1.29787	0.26528	0	0.07147	0
Healthy	76.4727	1.53536	0	0	0.8752	0		1.34845	0.16027	0	2.33717	0	0	0.8752	0.09632	0	0
Healthy	34.35816	0.20751	0	0	0.1676	0		15.76797	1.34149	0	0	0.20364	1.40458	0.1676	0.10935	0.3909	0
Healthy	11.28898	1.17903	0	0.04534	0.00775	0		2.44939	11.9669	0	1.36268	0.77591	0	0.00775	0.08277	0.63577	0
Healthy	26.4724	0	7.59543	0	0.10226	0		1.98064	0.00583	7.59543	1.4862	0	0	0.10226	0	0.00074	0
Healthy	46.5794	0.23199	0	0	0.04656	0		6.4052	2.16458	0	0	0	0.20099	0.04656	0.02455	0	0
Healthy	34.09888	5.44491	8.60092	0	0	0		21.84875	0.38422	8.60092	4.09509	0	0	0	0.22609	0	0
Healthy	24.78537	0	0.86563	0.70646	0	0		1.91814	9.96809	0.86563	0	0	0.15105	0	0	0	0
Healthy	67.44375	1.20195	10.6053	0.83577	0	0		0	0	10.6053	0	0	0	0	0	0	0
Healthy	55.8719	0.04182	3.92706	0.13291	0	0		1.10933	0	3.92706	8.63714	0	0	0	0	0	0
Healthy	45.96753	0.22271	2.85673	0	0.02796	0		15.92806	0.96525	2.85673	3.074	0.05586	0	0.02796	0.11614	0	0.01904
Healthy	33.20945	0.05389	0	0	0.13633	0		15.80305	1.32144	0	0	0.19256	1.39849	0.13633	0.0717	0.48381	0
Healthy	22.93571	0	1.11129	0.16394	0	0		0.35526	19.1706	1.11129	0	0	0.14193	0	0	0	0
Healthy	15.63581	1.2167	0.93998	0	0	0		4.59144	4.35138	0.93998	1.5607	3.32246	0	0	0	0	0
Healthy	12.90064	0	0	0	0	0		0.727	1.04824	0	1.92045	0.51583	0	0	0	0	0.02219
D003424	85.72078	0.0225	0	0	0.01331	0.05114		0.57051	0.32176	0	1.1386	0.05843	0	0.01331	0	0	0
Healthy	59.80829	0	0.11455	0.57178	0	0		1.95936	5.37573	0.11455	0	0	0	0	0	0	0
Healthy	40.69162	0	0.3382	0	0	0		20.31839	0.31506	0.3382	0.71652	0	0.10079	0	0.06204	0.20142	0
Healthy	29.84366	3.60249	0	0	1.27495	0		12.05245	3.1519	0	0.6852	0	0	1.27495	0.28287	0	0.42311
Healthy	59.04823	0	2.15205	0	0	0		0	0	2.15205	0	0	0	0	0	0	0
Healthy	7.30625	0	0	0	0.00863	0		0.76495	0	0	0.37237	2.26721	0.03826	0.00863	0	0	0.13939
Healthy	23.27902	0.0051	0	0	0.2674	0		24.67263	0.28939	0	0	0	1.4619	0.2674	0.64324	0.01452	0
Healthy	50.52064	0	0	0.08151	0.00317	0		1.49551	0	0	0	0	0.27304	0.00317	0	0.10526	0.36669
D003424	0	0	0.4359	0	0	0		0	0	0.4359	0	0	0	0	0	0.26097	0
Healthy	65.82313	0.14588	0	0.22984	0	0.06844		0	0.19556	0	0	0	0.17531	0	0.11504	0.00646	0
Healthy	46.01868	0	0.63239	0	0	0		3.29894	12.5183	0.63239	3.86143	0	0	0	0	0	0
Healthy	15.64829	1.36303	0	0.00087	0.00509	0		2.2877	5.57867	0	0.8644	1.5014	0.80147	0.00509	0.14269	0.02147	0.11024
Healthy	48.82208	0	0	0.22855	0.09077	0		5.92515	6.48206	0	4.15678	0	0.24671	0.09077	0.00715	0	0.00809
Healthy	54.84655	0	0	0	0.01827	0		17.72523	0	0	1.91359	0	0.19978	0.01827	0.14421	0	0
Healthy	56.29311	0.04607	6.2716	0.19692	0.62569	0		8.40584	1.04293	6.2716	6.33451	0	0.18884	0.62569	0.05495	0	0
Healthy	8.99093	10.6542	2.74722	0	0.08372	0.00363		1.29904	1.92591	2.74722	0	0	1.31902	0.08372	0.72008	0.14606	0
Healthy	11.93338	3.53088	0	3.93941	0	0.13253		0.00057	0	0	0	0	0	0	0	0.009	0.02749
Healthy	41.5846	0	0.13726	0	0.00328	0		13.27617	0.67142	0.13726	0.7642	0	0.04363	0.00328	0.03414	0.08955	0
Healthy	33.62024	0	0	0	0	0		0.22768	0	0	7.46588	3.11173	0	0	0	0	0
Healthy	18.24724	1.00904	0	0	0.08924	0		2.64777	0.13804	0	0.83644	0.57844	0.03036	0.08924	0.04745	0	0.09334
Healthy	5.84934	0	0.28195	0	0.00717	0		1.49584	13.86325	0.28195	0	9.29125	1.65203	0.00717	0.01788	0.02111	0.02535
Healthy	59.19358	4.25211	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	35.17321	0	4.30214	0.41934	0	0		0	0	4.30214	1.34238	0	0	0	0	0	0.11663
Healthy	6.47971	0.006	6.31929	0.02858	0.30678	0.0824		9.23026	0.16972	6.31929	13.0687	0.0089	0.00854	0.30678	0.00212	0.01451	0.00227
Healthy	11.8947	1.2327	0	0.01114	0.00468	0		2.39061	11.8786	0	1.38445	0.70044	0	0.00468	0.0843	0.66136	0
Healthy	10.11264	0	0	0	0	0		5.58462	2.35448	0	0	0	1.13592	0	0	1.88735	0
Healthy	55.97027	0	0	0.32115	0.07354	0		0.56803	6.52159	0	3.00722	0	0	0.07354	0	0	0.02073
Healthy	28.26705	0	15.318	0	0.22674	0		15.15027	0.01905	15.318	13.3842	0	0.58803	0.22674	0.02339	0	0
D003424	73.40033	0.04372	0	0	0.10129	0.02818		0.07227	0.52218	0	1.34942	0	0.05613	0.10129	0.00182	0	0
