group	Bacteroidaceae	Enterobacteriaceae	Dialisteraceae	Veillonellaceae	Oscillospiraceae	Erysipelatoclostridiaceae		Rikenellaceae	Acutalibacteraceae	Dialisteraceae	Barnesiellaceae	Methanobacteriaceae	Coriobacteriaceae	Oscillospiraceae	Desulfovibrionaceae	Eggerthellaceae	Coprobacteraceae
Healthy	19.86247	0.47299	4.71543	0.00186	0.11883	0		1.52814	27.61576	4.71543	0.1857	0	0.30276	0.11883	0	0.05995	0
Healthy	54.96992	0	0	0	1.2697	0		9.86851	0	0	0.78865	0	0.19455	1.2697	0.19444	0	0
Healthy	40.07286	0	0	0	0	0.74543		0	1.63422	0	0	0.71531	1.00994	0	0	0	0
Healthy	53.10253	0.02631	0	0	0.27357	0.91977		1.6101	0	0	0	0	0.40393	0.27357	0	0.06881	0
Healthy	0.04254	15.6337	0.00048	0	0	0		0.00153	0	0.00048	0	0	0	0	0	0	0
Healthy	83.40261	1.31886	0	0	0	1.26078		0.07741	0	0	0	0	0	0	0	0	0
Healthy	19.13218	2.36877	0	0.06649	0	0		5.56369	10.2576	0	0.77206	0.49771	1.80717	0	0	0	0
Healthy	54.9095	0	0	0	0	0		0.8505	1.38926	0	0.44166	0	0	0	0	0	0
Healthy	47.44693	0	0	0.08681	0.01289	10.9273		0.659	0.47418	0	0.00144	0	0.09271	0.01289	0	0	0
Healthy	20.15201	0.78469	0	0	0.00321	0		0.06141	3.70962	0	0	0	0.18082	0.00321	0.14777	0.00335	0
Healthy	0.03058	0.15749	0	0	0	0		0.0135	0	0	0	0	0	0	0	0	0
Healthy	54.09437	0.07817	0	0.00282	0.04777	0		0.66387	9.18627	0	0.56206	0	0.29965	0.04777	0.02767	0.00326	0.30407
Healthy	0.01207	4.27323	0	0.10549	0.07233	0.11987		0	0	0	0	0	3.87625	0.07233	0	7e-05	0
Healthy	42.74961	0	0.20528	0	0.02147	0		15.84823	0.62992	0.20528	0.74262	0	0.07912	0.02147	0.03927	0.13703	0
Healthy	57.53581	0.12255	0	0	0	0		2.31537	2.06624	0	0.08709	0	0	0	0	0	0.00614
Healthy	55.94539	0	6.30271	0	0.05422	0		11.67459	0.45379	6.30271	0	0	0	0.05422	0	0	0
Healthy	48.7416	0	0	0	0	0		0	0	0	0	0	2.77932	0	0	0	0
Healthy	5.90647	18.6713	0	0.01348	0	0		0.03166	0	0	0	0	0	0	0	0	0
Healthy	50.74195	1.0251	0.80153	0.04263	0.59253	0		2.58597	3.37052	0.80153	0	0	0.31875	0.59253	0.00203	0	0
Healthy	31.05144	0.15486	2.64985	0.21648	0.04823	0.08768		0.00027	0	2.64985	0	0	0	0.04823	0	0	0
Healthy	27.26433	0	0.65623	0	0.00225	0		1.2919	8.85593	0.65623	0.54445	0	1.12734	0.00225	0.02619	0.04408	0.16401
Healthy	14.90616	0.30347	0	0.00198	0.04477	0		8.1883	9.32453	0	0.88152	0	0.81806	0.04477	0.1864	0.52422	0.15656
Healthy	29.77408	0	0	0	0	1.18591		0.04774	0.07599	0	0.02559	0.83654	0	0	0	0	0
Healthy	34.31664	0.17465	0	0	0.19817	0		15.03435	1.3787	0	0	0.17766	1.38578	0.19817	0.11779	0.47756	0
Healthy	55.22226	0	4.41165	0	0.08393	0		2.20826	0	4.41165	3.73784	0	0.04655	0.08393	0	0	0
Healthy	70.31759	0	2.76131	0	0	0		8.28927	0	2.76131	0	0	0	0	0	0	0
Healthy	9.23456	9.93651	2.73148	0	0.06887	0		1.31308	2.01491	2.73148	0	0	1.28768	0.06887	0.60646	0.19064	0
Healthy	13.26506	0.07966	0.29548	0	1.00341	0		9.14021	9.75493	0.29548	0.5656	0.00886	0.02616	1.00341	0.03459	0.05476	0
Healthy	26.76191	0.27898	0	1.09017	0.26198	0.0785		0	0	0	0	0	7.0379	0.26198	0	0.01795	0
Healthy	13.19024	0.81252	0	7.54867	0	0		0	0	0	0	0	0.08225	0	0	0	0
Healthy	16.92778	0.44934	4.95061	0	0.00595	0		0.73339	7.57984	4.95061	0.18419	0	0	0.00595	0.01352	0.02042	0
Healthy	15.8995	1.56178	0	0.00429	0.01239	0		2.33993	5.57129	0	0.89031	1.43462	0.8386	0.01239	0.11973	0.0158	0.06839
Healthy	61.47021	0.0024	0	0.05124	0	0		1.85048	0	0	0.36034	0	0.01795	0	0	0.00429	0
Healthy	5.20868	0	23.8095	0	0.0101	0		5.39872	5.64879	23.8095	1.03834	0	0.47425	0.0101	0.11021	0.01682	0
Healthy	34.56477	0	0	0.98843	0.02429	0		9.94266	0.77779	0	0	0	0	0.02429	0	0	0
Healthy	35.67595	0.02496	0.79662	0	0.05479	0		0.99045	0.08674	0.79662	4.32298	9.02686	0.23581	0.05479	0.01113	0	0.25006
Healthy	57.60384	0.08922	0	0	1.4766	0		16.29838	1.42052	0	0.78709	0	0	1.4766	0.066	0	0.05986
Healthy	9.12484	9.88235	2.47905	0	0.11915	0		1.21067	1.95855	2.47905	0	0	1.34761	0.11915	0.73443	0.1527	0
Healthy	46.61101	0	5.49084	0	0	0		3.01581	0	5.49084	1.74187	0	0	0	0	0	0
Healthy	5.51358	1.58023	2.68525	0.04947	0.01601	0		3.05415	13.63409	2.68525	1.84471	0	0	0.01601	0.02349	0.61498	0.07737
Healthy	22.69433	0	0	0	0	0.06569		2.8867	0.0411	0	3.48803	0.67796	2.33976	0	0	0.04163	0
Healthy	73.96651	0.37113	7.9928	1.10627	0.57775	0		0	0.29666	7.9928	0	0	0.24101	0.57775	0.01044	0	0
Healthy	42.9432	0	0.8877	0.0198	0	0		2.31265	4.04555	0.8877	0	0	0.1148	0	0	0	0
Healthy	40.31075	0.01877	0.36376	0.01004	0.00819	0		20.86077	0.35994	0.36376	0.75121	0	0.08713	0.00819	0.08483	0.27661	0
Healthy	54.36538	0	0	0.0068	0.0162	0		6.46251	0.39908	0	1.42259	0	0.19234	0.0162	0	0.05817	0
Healthy	29.76353	2.9113	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	54.47159	0	0	0	0.09952	0.24703		5.84946	0	0	0	0	0	0.09952	0	0.13008	0
Healthy	3.90279	0	0	0	0	0.07134		0.56384	5.83247	0	0.33219	3.42295	0.31976	0	0.19699	0	0
Healthy	40.56129	0	0.83648	0.00389	0.4669	0.05956		0.61902	0.2881	0.83648	0.00142	0	0.71882	0.4669	0.01015	0.02808	0
Healthy	56.97599	0	0	0	0	0		1.25267	2.55543	0	3.48808	0	0	0	0	0	0
Healthy	29.51028	0	17.9764	0.02759	1.08473	0		4.71841	4.71822	17.9764	5.01123	0	0.62212	1.08473	0.13413	0.03604	0
Healthy	7.65339	0	0	0	0.00186	0		4.82541	27.18844	0	1.08526	0	0.56859	0.00186	0	0.05244	0.00496
Healthy	83.1803	0.06494	0	0	0.09046	0		1.5347	0	0	1.9972	0	0	0.09046	0	0	0
Healthy	51.86899	0	0	0	0.35929	0		0.72914	0	0	0	0	0	0.35929	0	0.67161	0.23737
D003424	81.57417	1.47077	2.42594	1.20317	0.36826	0		0	0	2.42594	0	0	0	0.36826	0	0	0
Healthy	22.74961	1.20757	0	0.05853	0.19687	0		14.12829	0.73701	0	1.37295	0.07196	0.48773	0.19687	0.1381	0.01789	0.17079
Healthy	8.34456	0	5.33404	0.82588	0	0		1.07383	5.41519	5.33404	0.66867	1.31778	0.04435	0	0	0	0.04974
Healthy	40.83767	0.04797	0	0.02472	0.11111	0		5.45714	0.73931	0	2.7843	0	0.16674	0.11111	0	0.00638	0.09612
Healthy	5.51896	0	8.03066	0	0	0		0.45861	3.36355	8.03066	0	0	0	0	0	0	0
Healthy	37.36739	0.04867	1.32785	0	0.36716	0		2.75924	0.21442	1.32785	0	0	0.03053	0.36716	0	0	0
Healthy	26.42113	0.03647	0	0	0.24183	0		8.49697	15.58698	0	1.9029	1.67696	1.6807	0.24183	0.1039	0	0.03958
Healthy	25.44306	0	15.7034	0	0.29962	0		18.60053	0.02663	15.7034	11.579	0	0.83256	0.29962	0.0425	0	0
Healthy	23.06283	1.23047	0	0.0719	0.23223	0		14.30181	0.83192	0	1.5146	0.05882	0.52714	0.23223	0.13362	0.0258	0.26374
Healthy	32.62029	0.04098	0	0	0.02543	0		20.72669	1.8481	0	3.90749	0.16213	0.07547	0.02543	0.77618	0.03307	0
Healthy	44.43274	0.00425	7.43943	0.03522	0.04606	0		0.95153	0.01327	7.43943	0.56926	0	0.13333	0.04606	0.0132	0	0.08332
Healthy	95.24226	0	0	0	0	0		0	0	0	0	0	0	0	0	0.00074	0
Healthy	20.41611	0	0	0	0.47227	0		12.8426	7.13395	0	7.69807	2.94825	0.77635	0.47227	0	0.15275	0
Healthy	20.0711	0	0	0	0.91156	0		7.26599	4.83499	0	0.72461	2.14605	0.32328	0.91156	0.65749	0	0
Healthy	11.9778	1.20807	0	0	0.06967	0		0.16138	0.05518	0	0	0	0	0.06967	0	0	0
Healthy	92.94877	4.1579	0	0	0.05289	0		0	0	0	0	0	0	0.05289	0	0	0
Healthy	55.30161	0.05966	6.14885	0.23005	0.59341	0		9.00304	1.00663	6.14885	6.44686	0	0.14466	0.59341	0.07095	0.00193	0
Healthy	30.8006	0.09955	6.95298	0	0.04932	0		10.67355	0.06198	6.95298	1.77522	0.00287	0.80353	0.04932	0	0.03737	0.01636
Healthy	56.88426	0	0	0	0	0		12.2705	0.2646	0	0	0	0	0	0	0	0
Healthy	54.4097	0.04148	6.20098	0	1.83585	0		11.129	0.48975	6.20098	0	0	0	1.83585	0	0	0
Healthy	8.05544	0.19572	0.00341	0	0.01731	0		2.11101	5.33899	0.00341	0.57392	0	1.41122	0.01731	0	1.42082	0.03623
Healthy	29.69044	0.03233	0	0.22593	0.00129	0.54359		2.06671	3.39552	0	0.0193	0	0.16486	0.00129	0	0	0
Healthy	73.78138	1.5362	0	0	1.03062	0		1.40814	0.20739	0	2.70583	0	0	1.03062	0.09375	0	0
Healthy	17.16571	0.18393	2.65842	0.04624	0.04979	0.90599		14.12101	3.48923	2.65842	1.02913	0.08105	1.01192	0.04979	0.0062	0.36149	0.09881
Healthy	14.9044	0.439	0	0	0.16445	0		4.80075	4.07087	0	4.09417	0.4182	1.05984	0.16445	0.34092	0	0.11252
Healthy	1.41101	2.78783	0	0	0	0		0.2703	10.50411	0	0	4.59177	2.83929	0	0	0.14743	0
Healthy	86.04325	0.36457	3.22468	0.02182	0.16488	0		0	0.39038	3.22468	0	0	0.11391	0.16488	0.00129	0	0
Healthy	47.94037	0	0	1.35298	0	0		9.00628	1.19466	0	0	0	0	0	0	0	0
Healthy	50.24785	1.03393	9.17277	0	0.36127	0		2.42514	0.58104	9.17277	0	0	0.72103	0.36127	0.19078	0.00815	0
Healthy	63.51547	0	3.30805	0	0.01452	0		13.14379	0	3.30805	0	0	0	0.01452	0	0	0
Healthy	6.38963	0.2978	0	2.26471	0.13394	0		0.45395	3.13694	0	0	0	0.1604	0.13394	0.06318	0.35874	0
D003424	18.23128	0.03032	2.44416	0.13797	0.01572	0		6.80524	0.37765	2.44416	0	0.12229	0.08646	0.01572	0.03981	0.0217	0
Healthy	15.07773	0.24642	5.94358	0.00638	0	0		1.68053	24.0444	5.94358	0.46424	4.87042	0	0	0	0	0.04892
Healthy	31.00556	1.24297	0.68734	0.72332	1.0104	0		0.19396	1.52863	0.68734	0	0	0.28545	1.0104	0	0	0
Healthy	39.9518	0	0	0	0	0		3.10335	0	0	0.3522	3.47638	0	0	0	0	0
Healthy	31.36842	0	0	0	0.34425	0		24.12829	0.1678	0	1.11668	0	0.05778	0.34425	0.55837	0	0.09057
Healthy	48.66146	0	0	0	2.62647	0.10907		13.77978	1.58041	0	1.97979	0.01845	0.61893	2.62647	1.4564	0	0
Healthy	15.06565	0	3.06014	0.29405	0	0		0.52674	2.095	3.06014	0	0	0.07793	0	0	0.02256	0
Healthy	0.01052	5.68379	0	2.67796	0	0.10266		0	0	0	0	0	0	0	0	0.00706	0
Healthy	26.18532	0.21767	0	0	0	0		6.1228	0	0	4.33821	0	2.16757	0	0	0.00983	0.68284
Healthy	55.74766	0	0.80969	0	0	0		5.64342	0	0.80969	5.81874	0	0	0	0	0	0
Healthy	22.30145	3.13477	0	0	0.01013	0		8.25858	2.2788	0	0	0	0.0011	0.01013	0.07362	0	0
Healthy	64.98285	0	0	0.018	0.02919	0		2.01691	0.01372	0	2.55194	0	0.01178	0.02919	0	0	0.07933
Healthy	20.00069	15.641	0	0.40077	0.07623	0		0	0	0	0	0	0	0.07623	0	0	0
Healthy	32.63091	0	0	0	0.2239	0		4.54629	4.65334	0	2.97141	0.0691	0.07989	0.2239	0.01993	0.0046	0.67859
Healthy	65.93476	0	0	0.08131	0	0		0.94453	0	0	0	0	0.15786	0	0	0.05506	0.2105
Healthy	47.32972	0	6.8698	0.47713	0	0		6.92786	3.0549	6.8698	0	0	0.13429	0	0	0	0
Healthy	10.08405	33.1783	0	0	0	0		0	0	0	0.09899	0	0.79689	0	0.01308	0	0
Healthy	71.61152	0	0	0.07584	0.0052	0		1.38336	0.00969	0	0.25472	0.08662	0	0.0052	0.01052	0	0.09846
D003424	23.77452	0.02381	5.05424	0.03641	0.08039	0		4.76861	0	5.05424	2.55565	0	0.00484	0.08039	0.04491	0.0125	0
Healthy	70.70671	1.57665	0.43081	0	0.05882	0.02173		6.29295	0.00133	0.43081	0	0	0	0.05882	0.09024	0.0003	0
Healthy	20.44063	0.43651	0	0	0	0		2.83584	3.99297	0	0.67923	0.69324	1.29052	0	0	0	0.42835
Healthy	27.00068	13.47374	0	2.6056	0.08254	0		0	0	0	0	0	0	0.08254	0	0.0139	0
Healthy	17.5828	0	0	0	1.3811	0		17.44569	2.82042	0	0	2.63237	0	1.3811	0.02769	0	0.20274
Healthy	1.53012	15.42036	0	0	0	0		0	0.22927	0	0.28884	0	0	0	0	0.69601	0
Healthy	30.84323	0.10819	0.028	0	0.01115	0		2.63863	3.37449	0.028	1.54458	0	0.12572	0.01115	0	0.02868	0.57249
Healthy	23.32172	0.02941	2.84323	0.00687	0.06426	0		8.22335	11.27971	2.84323	5.06016	0	1.88448	0.06426	0	0.43621	0.24613
Healthy	25.02234	0.07569	1.62894	0.07886	0.04035	0.01701		2.47739	0.15393	1.62894	1.65052	0	0	0.04035	0.12396	0.70106	0.01672
Healthy	13.27555	0.50497	0	0	0.85043	0		2.50236	14.1418	0	2.98586	1.10419	0	0.85043	0	0	0
Healthy	52.90265	0.59771	0	0.14985	1.77061	0		17.75248	0	0	2.06854	0	0.04562	1.77061	0	0	0.40985
Healthy	15.43674	24.81727	0	7.08914	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	17.6853	0.02327	9.09737	0.06741	0.07918	0		2.77	0.0881	9.09737	0.8281	0	0.09493	0.07918	0.00228	0.00609	0.04612
Healthy	23.88255	0.37708	0	0	0.03567	0		27.07421	0.64674	0	9.83166	0.15968	0.08786	0.03567	0.00643	0	0
Healthy	26.03903	0.41808	0.0011	0.01001	0.35633	0		12.45538	3.71952	0.0011	0	0	0.25706	0.35633	0.03148	0.38053	0
Healthy	63.4168	0	3.08086	0	0.01749	0		13.02988	0	3.08086	0	0	0	0.01749	0	0	0
Healthy	14.07461	0.02862	0	0	0	0		1.51673	1.6733	0	2.84819	0	3.53082	0	0.04423	0	0
Healthy	60.49589	0.03824	0	0.12021	0.00959	0.13941		0.76454	3.07825	0	0.42509	0	0.09109	0.00959	0	0	0
Healthy	90.445	0	6.44336	0	0	0		0	0	6.44336	0	0	0	0	0	0	0
Healthy	15.66955	0.54371	3.10949	0	2.62462	0		21.49502	2.22722	3.10949	2.04215	0	0.67087	2.62462	0.64154	0.0199	0.14636
Healthy	18.47175	6.07823	0	0	0.82035	0		8.71389	1.03083	0	0.55784	0.52052	0	0.82035	0.66615	0	0
Healthy	45.50296	0	0	0	0	0		3.47335	13.4688	0	0	9.59731	0	0	0	0	0
Healthy	39.25094	0	18.3647	0	2.52039	0		0	0.72594	18.3647	0	0	0.47945	2.52039	0	0	0
Healthy	41.81829	11.4312	7.76007	0.9316	0	0		5.78717	0	7.76007	17.8049	0	0.19684	0	0.01268	0	0
Healthy	29.86491	0.12543	0	0.00257	0.15483	0		7.09309	0.20302	0	5.35967	0	0.21619	0.15483	0.31666	0.01703	0.08673
Healthy	15.50903	0.10747	4.3694	0.08887	0.24523	0.0116		18.00996	1.58301	4.3694	0	0	1.46947	0.24523	0.04387	0.6662	0
Healthy	40.65332	11.7311	7.67518	0.9325	0	0		5.86154	0	7.67518	18.0705	0	0.2106	0	0.0451	0	0
Healthy	28.64014	0	0	0	0.78585	0		3.10355	0	0	0.26727	0	6.33637	0.78585	1.05946	0	0
Healthy	23.09959	44.4709	0	0	0	0		0	0	0	0	0	0.08659	0	0	0	0
Healthy	3.0967	15.78313	0	0.00668	0.00309	1.37362		0.27714	0.55021	0	0.44652	0	0	0.00309	0.00259	0.49942	0
Healthy	13.89616	12.0614	0	0	0	0		3.30871	1.57327	0	3.61482	3.86897	0	0	0.28891	0	0.08392
Healthy	51.5229	0	0	0	0	0		24.04727	1.85638	0	0	0	0.0754	0	0	0	0
D003424	61.32966	0.05483	1.33073	0.02518	0.02496	0.00805		6.13065	0.16165	1.33073	0.13722	0	0.10316	0.02496	0.31502	0.00153	0.2908
Healthy	29.08401	0	0	0.00998	0.02239	0.2073		2.71328	5.52499	0	5.42094	0	0	0.02239	0	0	0.17129
Healthy	17.16928	0	0	0	0	0		6.76493	10.3784	0	0.50216	1.41679	2.20999	0	0	0.13396	0
Healthy	41.74498	0.62995	0	0	0	6.34904		0.09455	10.0853	0	1.94597	2.97451	0	0	0	0	0
Healthy	0.43444	14.06899	0	0.04811	0	0		0	0.04525	0	0	0	24.8601	0	0	0.29333	0
Healthy	41.0789	0	0	0	0.21716	0		13.64637	0.41351	0	0	0.0738	0.53827	0.21716	0.07513	0.25955	0
Healthy	47.0145	0.61469	2.00582	0.27045	0.70537	0		0.48066	0.52992	2.00582	0	0	0.09097	0.70537	0.0028	0	0
Healthy	1.76456	0	0	0	0	0		0	0	0	0	0	4.16136	0	0	0	0
Healthy	33.4128	0.10583	7.81595	0.00162	0.17482	0		2.7792	2.11865	7.81595	9.43509	0	0.00084	0.17482	0.08538	0.20446	0
Healthy	88.30315	0.16982	1.18713	0	0.10806	0.01206		0	0.6796	1.18713	0	0	0	0.10806	0.00504	0.00325	0.35974
Healthy	28.04764	0	0	0	0.58095	0		3.74278	0	0	0	0	6.82519	0.58095	0.91704	0	0
Healthy	54.39247	0.06409	4.33794	0	1.86734	0		8.43328	0	4.33794	2.93708	0	0	1.86734	0.15746	0	0
Healthy	16.51826	0.0486	0	0.10264	0.00829	0		4.3679	5.83056	0	3.17908	4.86383	0.08436	0.00829	0.00017	0.00051	0.1146
Healthy	37.29448	0.96743	0.0579	0	0.63913	0		20.46333	0.68997	0.0579	2.91655	0	0.91759	0.63913	0.48144	0.00707	0.10597
Healthy	23.21232	0.02125	0	0.14294	0.41466	0.45018		2.63884	0.00833	0	0.12347	0	0.12605	0.41466	0.00456	0	0.00764
Healthy	7.75146	1.90269	0.00273	0	0.04259	0		2.2885	5.24592	0.00273	2.13962	1.64981	0.34673	0.04259	0	0	0
Healthy	45.79703	0.11296	7.13816	0.05076	0.00674	0		0.16133	1.94472	7.13816	0	0	0.00691	0.00674	0.00879	0	0
Healthy	16.33992	0.86706	0	0.00142	0	0		0.03287	0.00239	0	0	0	0	0	0	0	0
Healthy	32.59596	0	0.26578	0	0	0		1.1002	0.05631	0.26578	1.66506	0	0	0	0	0	0.00598
Healthy	0.72957	1.21725	0	9.39774	0.00901	0.06825		0	0.03261	0	0	0	0	0.00901	0	0.00958	0
Healthy	32.33223	0.22055	0.31141	0.03401	0.12304	0		14.27781	0.69764	0.31141	5.51191	0.18142	0.22899	0.12304	0.18878	0.03302	0.34942
Healthy	4.70262	8.16123	0	0	0.02197	0		0.46452	3.03393	0	2.34956	8.75407	3.22606	0.02197	0.04905	0.0045	0
Healthy	40.06374	10.9231	7.72056	0.69536	0	0		6.21174	0	7.72056	18.365	0	0.24998	0	0.0378	0	0
Healthy	33.04889	0	0	0.90955	0.03639	0		9.87033	0.68273	0	0	0	0	0.03639	0	0	0
Healthy	46.8606	0.09361	2.69371	0	0.03023	0		15.29226	1.07907	2.69371	3.09199	0.06083	0	0.03023	0.08094	0	0.0297
Healthy	46.79226	0.43889	0	0.00184	0.14095	0.04615		16.47688	0.00105	0	0.30831	0	0.91134	0.14095	0.0141	0.53604	0
Healthy	0.59464	0	0	0	0.01771	0.39646		0.13929	20.27926	0	0.02627	0	4.3106	0.01771	0	4.9962	0
Healthy	1.59127	65.90596	0	0.1824	0	0		0	0	0	0	0	0	0	0	0.00805	0
Healthy	43.81523	0	0	0	0	0		0.0178	0	0	0	0	2.39212	0	0	0	0
Healthy	38.71521	0	0	0	0.88202	0		7.7026	2.67334	0	0.03148	0.70616	0	0.88202	0.02998	0	0.36562
Healthy	17.53213	0.11747	0	0	0.14409	0		8.22454	3.40203	0	4.40509	7.89196	1.00528	0.14409	0	0.05363	0
Healthy	19.55501	0	0	0	0	0		1.7955	14.542	0	0	0	0.46561	0	0	0	0
Healthy	8.87732	9.87097	2.64022	0	0.08834	0		1.2553	1.83322	2.64022	0	0	1.3244	0.08834	0.52357	0.17146	0
D003424	26.33317	0.00507	2.18302	0.24372	0.17557	0.08037		9.76984	0.01136	2.18302	2.46514	0	0.11702	0.17557	0.01344	0.04114	0
Healthy	33.67474	0.03993	0	0	0.01698	0		21.16194	1.86405	0	4.1285	0.23747	0.1382	0.01698	0.76491	0	0
Healthy	19.49535	1.58171	0	0	0	0		1.2684	12.92493	0	1.07553	6.80921	1.59323	0	0	0.04366	0
Healthy	39.55608	0	0	0	0.20383	0		13.4359	0.39791	0	0	0.0696	0.56058	0.20383	0.0694	0.21797	0
Healthy	49.01525	0.05442	0	0	0.10633	0		14.20799	0.267	0	0	0	0.13055	0.10633	0.08079	0.02068	0
Healthy	46.14902	0.08556	0	0	0.14385	0		14.46505	0.63136	0	0	0.00337	0.3873	0.14385	0.07725	0.02361	0
Healthy	16.71404	1.37508	0	0.01054	0.35408	0		11.9616	18.37859	0	0.84705	0	0.06499	0.35408	1.00894	0.01481	0
Healthy	20.86723	0.08243	0	0	0.02068	0		4.38479	0.38967	0	5.85919	0	1.12872	0.02068	0.04638	0.04323	0.22361
Healthy	14.04438	0	0.02518	0.49242	0.09565	0		0.05252	18.069	0.02518	0.39789	0	0	0.09565	0	0.07522	0
Healthy	14.97616	0	3.71537	0	0	0		0	0	3.71537	0.75647	0	0.48966	0	0	0	0
Healthy	10.44183	0	0	0	0	2.59767		0	0.75741	0	0	0	0	0	0	0	0
Healthy	5.43878	1.76496	2.52775	0.06147	0.02318	0		2.99625	13.26728	2.52775	1.78821	0	0	0.02318	0.01928	0.59012	0.07375
Healthy	30.89412	0	0	0	0.26336	0		24.1186	0.22341	0	1.07594	0	0.06336	0.26336	0.47738	0	0.11336
Healthy	17.61567	0.43481	3.15079	0.11686	0.28814	0		4.18011	3.41008	3.15079	0.56763	0.24088	1.65829	0.28814	0.17493	0.47224	0.06522
Healthy	17.79383	0.02436	0	0	0.11217	0		24.70618	0.06438	0	0.51071	0	0.40818	0.11217	2.96312	0	0
Healthy	57.93011	0	0	0	0.04962	1.60517		3.39352	0.69709	0	5.12192	0.28937	0.23014	0.04962	0	0	0.12366
Healthy	34.26113	0.41519	2.41852	2.30825	0	0		0	0	2.41852	0	0	0	0	0	0	0
Healthy	5.71969	0.00574	0.30743	0	0.00923	0		1.51692	13.75092	0.30743	0	9.16896	1.69284	0.00923	0.02011	0.02744	0.01734
Healthy	56.30496	0.05991	5.97402	0.20313	0.64258	0		8.62147	1.0791	5.97402	6.53682	0	0.16479	0.64258	0.08381	0	0
Healthy	53.36762	0	4.78544	0.26098	0.19488	0		7.12918	0	4.78544	1.09607	0	0	0.19488	0.00396	0	0
Healthy	18.13031	5.74301	0	0	0.72466	0		8.41125	1.00559	0	0.64972	0.62091	0	0.72466	0.46558	0	0.04878
Healthy	46.83241	0	0	0	0.88878	0		6.04176	1.38051	0	0.07374	0.62376	0	0.88878	0.04166	0	0.44397
Healthy	22.3188	1.01176	0	0.01301	0.43646	0.31234		0.92582	0.0125	0	0	0	0	0.43646	0.03003	0.00404	0.13046
Healthy	5.114	0.31318	0.25333	0.188	0.2989	7.2004		0.99651	2.96886	0.25333	0.05946	0.00049	1.19512	0.2989	0	0.0217	0
Healthy	11.38842	0.7279	0	0	0.11975	0		18.88455	2.15726	0	0	0	0.00473	0.11975	0.02898	0.00649	0
Healthy	23.79322	0	0	0.01712	0.03903	0		22.97853	0.05833	0	0.46314	0	0.20174	0.03903	0.28787	0.13253	0.00179
Healthy	40.08372	0.0386	0	0	0.49527	0		6.61262	0.73952	0	0	0	0	0.49527	0.15681	0	0
Healthy	66.66305	1.08916	10.7694	0.84661	0	0		0	0	10.7694	0	0	0	0	0	0	0
Healthy	11.08973	0	0	0	1.3193	0		11.19783	10.70207	0	6.79418	1.16611	0.58754	1.3193	0.06807	0.43524	0.00891
Healthy	54.38242	0	8.23983	0	0.10306	0		3.68858	0.36664	8.23983	0	0	0	0.10306	0	0	0
Healthy	0.49986	0	0	0	0	0		0	0	0	0	0	2.41086	0	0	0.04657	0
Healthy	38.30535	0	0	0	0.14544	0		8.90655	0.62427	0	2.89812	0	0.39077	0.14544	0	0	0.06663
Healthy	18.11189	5.46585	0	0	0.72846	0		8.38025	0.95682	0	0.61304	0.58954	0	0.72846	0.77551	0	0.01448
Healthy	25.52082	0	0	0.05825	0.05557	0		14.44833	2.56573	0	0	0	0	0.05557	0	0.00191	0
Healthy	14.00882	0.04711	0	0	0.0987	0		18.43012	2.33127	0	6.00385	0	0	0.0987	1.4588	0.18762	0.00878
Healthy	10.32206	0	0	0.36192	0	3.1472		0	0.30603	0	0	0.74182	2.27388	0	0.07814	0	0
Healthy	40.07259	0	0	0.0188	0	0		3.44645	2.33447	0	0	0	0.52018	0	0	0	0
Healthy	23.05797	0	15.6198	0	0.32856	0		17.85983	0.02944	15.6198	11.1742	0	0.8744	0.32856	0.04506	0	0
Healthy	40.8624	0	0.42754	0	0	0		9.45725	21.8277	0.42754	1.53413	0	0	0	0	0	0
Healthy	30.65763	0.35158	0	0.00581	0.05095	1.18442		4.99753	7.74784	0	3.29861	0.70071	0.1718	0.05095	0.18461	0	0
Healthy	59.15087	0	0	0	3.44808	0.13366		9.7067	0	0	3.5212	0.07716	0.62314	3.44808	1.67721	0	0
Healthy	28.7838	2.32188	0	0	0	0		0	0.03356	0	0	0.00441	0	0	0	0	0
Healthy	49.65855	0	0	0.237	0.10767	0		4.61882	6.81295	0	4.1437	0	0.15678	0.10767	0.00273	0	0.01156
Healthy	79.9754	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0
Healthy	52.79299	0.13805	0	0	2.87833	0		18.06044	0.1183	0	2.03418	0	0.06393	2.87833	0.01133	0	0.36954
Healthy	33.28561	0	0	0.9444	0.03386	0		9.4506	0.67985	0	0	0	0	0.03386	0	0	0
Healthy	79.55221	20.1597	0	0	0	0		0.0036	0	0	0	0	0	0	0	0	0
Healthy	37.47515	0.83831	0.03901	0	2.07249	0		20.36045	0.7283	0.03901	2.94017	0	0.87928	2.07249	0.42136	0.01828	0.08816
Healthy	10.47474	0.11862	0.57009	0	0.64974	0		10.12308	5.19687	0.57009	1.82916	0	1.23037	0.64974	0.66975	0.10556	0.05145
Healthy	53.73766	0	0	0	1.28132	0		10.02896	0	0	0.75572	0	0.25629	1.28132	0.32908	0	0.00522
Healthy	56.25296	0	4.66449	0	0.11182	0		2.21665	0	4.66449	3.55464	0	0.06449	0.11182	0	0	0
