group	Oscillospirales	Enterobacterales	Pseudomonadales	Peptostreptococcales		Bacteroidales	Veillonellales	Verrucomicrobiales	Burkholderiales	Methanobacteriales	Desulfovibrionales	
Healthy	2.71835	30.2101	1.76873	0		34.95702	0	0	0	0	0	
Healthy	13.57776	0.01831	0	0.05575		19.00427	0	1.72503	0.05454	0	0.0255	
Healthy	9.98145	0.12584	0	0		21.82226	0.00541	0.056	0.02318	0	0.00145	
Healthy	2.64574	0	0	0		68.84527	6.48153	0	0.1775	0	0	
Healthy	7.90987	0.75869	0.38433	0.05397		66.99495	0	0.06807	0.10903	0	0.17763	
Healthy	5.20694	0	0	0		70.04262	0	0	0.02903	0.0325	1.64223	
Healthy	14.55207	0.01907	0	0		65.85363	3.45205	8.75589	0.29865	0	0.00148	
Healthy	3.39252	0.02321	0	0		83.9086	1.30264	0	0	0	0	
Healthy	3.68058	0	0	0		36.58514	0	0	0	0	0	
Healthy	29.42963	1.31873	0	0		27.32927	0	0	0.03784	0	0	
Healthy	3.80451	0.07479	0	0		77.10105	6.24845	0	0.26803	0	0.07129	
Healthy	21.88043	0.48452	0	0		24.73693	0.01564	7.05557	0.61386	2.25756	0.00423	
Healthy	16.28669	1.02204	0	1.57864		15.19089	0.08601	0	2.6772	0	0	
Healthy	6.51456	0.06028	0	0.14442		37.09091	0.79903	0	0.06137	0	0	
Healthy	4.70969	0.0801	0.00133	0.1405		39.80066	0.13449	0	4.16061	0	0.019	
Healthy	4.09839	0.01108	0	0		19.20766	0.00037	1.79223	0.68399	0	0.07872	
Healthy	2.31735	0	0	0		54.30005	3.25777	6.14789	0	0	0	
Healthy	40.3381	0	0	0.20503		14.62561	0.12907	0	0	0	0	
Healthy	0.89849	0.29956	0.0115	0.03962		55.92545	0.67285	0	0.66943	0	0.03033	
Healthy	9.90617	0.75786	0	0.63571		46.6419	0	0.36559	0	3.01271	0	
Healthy	4.30377	0	0	0		52.12844	5.71308	0	0.1298	0.72133	0	
Healthy	3.29804	0	0	0		84.01858	1.37444	0	0	0	0	
Healthy	0.10893	0.83119	0	0		67.25747	11.26683	0	0	0	0	
Healthy	17.96102	0	0	0		32.67489	7.63882	0.0342	0.02217	0	0	
Healthy	9.68141	22.18081	0.00184	0.03609		38.49641	0.73938	2.50516	0.29426	0	0.01624	
Healthy	0	3.18917	0	0.33598		30.3776	0	0	0	0	0	
Healthy	22.4034	0	0	0		45.61098	2.74127	0	0	0	0	
Healthy	3.90759	0.10041	0	0		62.6273	0	0	5.11519	0	0.1832	
Healthy	5.08256	1.5878	0	0.31518		35.67643	6.75422	1.10551	0	0	0.0021	
Healthy	11.26172	0.17777	0	0.02589		24.77391	6.0531	0	2.74871	0.15552	0.73306	
Healthy	6.83104	0	0	0.00406		45.39976	17.54257	6.8727	0.27826	0	0.13092	
Healthy	12.16722	0	0	0		47.09162	0	4.64406	0	2.8795	0.08853	
Healthy	3.71478	0.08126	0	0		48.99319	0.11518	9.56151	0.80723	0	0.6865	
Healthy	1.39733	0	0	0		11.1504	81.5048	0	0.78742	0	0	
Healthy	2.55452	0.31627	0	0		65.50322	8.16815	0	0.20062	0	0.01711	
Healthy	12.54978	0	0	0		42.79942	0.02526	2.55549	0.16184	1.44556	0.0428	
Healthy	23.30479	0.18723	0	0.01406		17.76425	0	0.54412	0.05448	2.37869	0.04599	
Healthy	0.00117	0	0	0		49.78117	0	0	0	0	0	
Healthy	7.76974	0.14181	0.01096	0		55.82042	0.01432	0	0.26726	0	0	
Healthy	11.68344	0.12919	0	0		52.39411	0	0.9009	0.4471	0	0.22843	
Healthy	0	0.00296	0	0		65.26184	0	0	0	0	0	
Healthy	4.17936	0	0	0		58.95136	0.44836	8.01092	0.67825	0	0.60454	
Healthy	7.96663	0.01006	0	0.16522		23.5388	0	3.33021	1.07478	0.00862	0.01904	
Healthy	0	0	0	0		59.55566	8.53501	0	0	0	0	
Healthy	1.3667	4.36693	0	0		92.84776	0	0.54846	0	0	0	
Healthy	0.7415	2.39681	0	0		71.64541	0	0	0.34776	0	0.03509	
Healthy	5.52712	0.41766	0	0.00971		79.69018	0	0.12672	0	0	0	
Healthy	0.08296	1.00535	0	0		66.88997	11.54936	0	0	0	0	
Healthy	6.25686	1.29894	0	0		18.22271	0	0	0.13267	0	0	
Healthy	0.03196	11.8998	0	0		64.98923	8.80238	0	0.15783	0	0.04396	
Healthy	2.88534	0.03083	0	0.34899		0.20737	0	25.364	0	0	0.11198	
Healthy	4.83809	0	0	0		48.62684	0	2.1929	0.21671	9.50394	0.06786	
Healthy	1.70458	0	0	0		78.06938	0	0	5.77567	0	0.14915	
Healthy	5.65923	10.014	0	0		12.98923	2.57063	43.9338	0.24068	0	0.67751	
Healthy	8.82116	9.5299	0.73774	0		8.73754	0.04796	0	0	3.57724	0.03683	
Healthy	11.41677	0.2036	0.05372	0.18738		51.09131	0.01659	2.10778	0.08205	0	0.55645	
Healthy	1.44773	4.48171	0	0		92.19868	0	0.61933	0	0	0	
Healthy	18.40714	0	0	0.08546		20.91212	4.17314	0	0	0	0	
Healthy	10.36845	8.27501	0	0.06993		25.42745	1.73267	0.91083	0.06002	0	0	
Healthy	3.20211	0	0.05482	0		80.25683	0	0	0	0	0.41873	
Healthy	1.19038	0	0	0		72.74153	6.86911	0	0.04111	0	0	
Healthy	3.30033	0	0	0		75.23818	4.9285	0	0.61599	0	0	
Healthy	11.47582	0.06032	0	0		67.54981	0	0	5.83703	0	0	
Healthy	1.79653	0	0	0		80.41789	0	0	0	0	0	
Healthy	34.72993	0	0	0		28.48383	4.66442	0	0.31645	0	0	
Healthy	2.6451	0.17021	0	0		8.4354	7.25171	2.21026	0	0	0	
Healthy	4.25504	2.91034	0	0		65.96314	4.99869	0	1.20495	0	0.01561	
Healthy	6.89891	0.02984	0	0		80.92745	0.01559	0	4.329	0	0	
Healthy	0.00078	45.03472	2.61263	0.26245		4.13869	0.30991	0	0	0	0	
Healthy	2.48237	0	0	0		24.87324	15.9651	10.7516	0	0	0	
Healthy	10.47749	0.78667	0	1.70888		48.12981	0.03547	2.37923	0.50081	1.84641	0	
Healthy	7.43261	1.97032	0.21035	0.49571		29.41653	0.11725	0	2.19051	0	0.36311	
Healthy	1.75236	0.03588	0	0		87.5923	0.2159	0	0.00552	0	0	
Healthy	7.10196	0	0	0		43.39508	19.0918	0	4.64575	0	0.02316	
D001172	0.02184	80.1844	0	0		0.07948	0	0	0	0	0	
Healthy	1.45978	0.43979	0	0		88.43237	3.67225	0	0.13692	0	0	
Healthy	1.4391	5.0395	1.37375	0		35.72193	0	0.08234	0.66418	0	0.22974	
Healthy	11.38339	1.99531	0	0		44.58036	0	0	0	3.36441	0	
Healthy	0.44184	2.47232	0	0		78.61557	0	0	0.08873	0	0.02984	
Healthy	0	0	0	0		69.3368	0	0	0	0	0	
Healthy	1.53714	4.13304	0	0		91.9548	0	0.5846	0	0	0	
Healthy	6.03121	0	0	0		67.30225	0	0.53104	0.01735	0.02146	0.06554	
Healthy	31.53446	0	0	0		31.1846	3.77341	0	0.01848	0	0	
Healthy	0.69989	2.17496	0	0		70.89	0	0	0.3271	0	0.0798	
Healthy	18.10745	1.18723	0	0		36.71937	0	8.50569	5.04539	1.41113	0.047	
Healthy	12.36191	0.00577	1.61626	0		37.19751	0	0	0.88791	0	0.02724	
Healthy	7.02516	0.06196	0.35419	0.08272		19.92265	0.31738	0	0.07608	0	0	
Healthy	3.52316	0.1421	0	0		69.93581	4.05717	0	0.23636	0	0.11411	
Healthy	17.1601	0	0	0.15516		14.11977	26.68055	0	0.08527	0	0.17623	
Healthy	22.04379	0.03069	0.03404	0.39658		18.5091	0	0.00129	0	0.00183	0	
Healthy	0	1.86419	77.7156	0		17.81893	0	0	0	0	0	
Healthy	2.27869	0	0	0		35.7711	1.81937	0	0	0	0	
Healthy	0	0	0	0		86.33174	0	0	0.30118	0	0	
D001172	22.02527	1.13147	0.27038	0.05922		41.63853	0.10579	0.00167	0.09873	0	0.22585	
Healthy	3.88763	0	0	0		40.76994	4.45934	29.7937	0.26164	0	0	
Healthy	9.64953	0.01718	0	0.01809		56.38101	0.0027	0.06377	0.0005	0.62413	0.04212	
Healthy	8.72844	0.50132	0	0		45.37619	3.10731	0.15749	0.02994	0	0.61886	
Healthy	17.62758	0.27638	0	0		70.36254	0.07449	0	0.43407	0	0	
Healthy	11.27565	0.19619	0	0.04762		29.97033	2.91943	0.25248	0.0461	0.25198	0	
Healthy	7.31924	14.09016	0.64576	0		21.65453	0	0	0	0.19386	0	
Healthy	6.18019	0.40445	0	0		54.53694	0	0.87606	2.37415	0.66909	0.01156	
Healthy	6.04333	0.02936	0	0		67.85409	0.00338	0.53268	0.0153	0	0.06517	
Healthy	8.97941	0	0	0.00649		29.8191	0	6.07064	0.11919	6.89201	0	
Healthy	2.42562	0	0	0		69.3746	6.12746	0	0.24045	0	0	
Healthy	6.86965	1.84917	0	0		23.22308	0.00304	0.98327	0.02352	0.05766	0.05309	
Healthy	3.85463	0	0	0		2.87138	0	0	0	0	0	
Healthy	13.63679	1.57368	0	0.01909		33.93413	0.65846	0.01772	1.29475	0	0	
Healthy	9.84968	0.23566	2.35765	0.05917		54.92257	0.07043	1.45081	0.00722	0	0	
Healthy	9.12311	0.01164	0	0.03406		62.85998	0	0	0.21502	0	0.03116	
Healthy	9.13305	2.26157	0.00957	0		40.90707	0.05479	0.74671	5.87215	0	0	
Healthy	12.96605	16.2704	0	0.0391		22.76908	0.12056	0.86713	0.46924	0	0.23045	
Healthy	9.3625	1.63806	0	0.55938		42.61863	2.05788	0	0.02424	0	0	
Healthy	7.31159	0.08197	0	0		64.0462	0.37364	0	1.39296	0.21375	0.19126	
Healthy	0.9067	77.2984	0.09237	0		8.68713	0.70908	0	0	0	0	
Healthy	7.53518	0.0433	0	0		69.76236	0.37665	0.55589	0.02542	0	0.06235	
Healthy	1.45118	0	0	0		34.57653	0	0.1712	0	17.665	0	
Healthy	10.13094	0.18071	0	0		27.98001	0.14382	0	0	0	0	
Healthy	2.34553	0	0	0		44.18492	0	0	0.12438	0	0.02042	
D001172	17.53535	0.93964	0.02212	0.00207		58.20977	0	0	0.004	0	0.00627	
Healthy	4.80889	0	0	0		40.13547	0	0	1.02364	0.50272	0	
Healthy	0.10548	0.01872	0	0		41.51341	0	0	0	0	0.04339	
Healthy	10.77459	0.00707	0.17662	0		53.51315	0	0	0.6107	0	0.01188	
D001172	12.93819	2.97219	0.41959	0		66.81275	0.00847	0	0.05235	0	0.03075	
Healthy	13.9252	7.9426	0	0		49.55652	3.24693	0.74258	0.3805	0	0.01956	
Healthy	3.52848	0.03688	0.98143	0.06087		8.20022	0	0	0.16257	0	0	
Healthy	4.86292	0.00945	0	0.08164		56.32792	0.1588	6.18736	2.03547	0	0	
Healthy	21.63439	0.64003	0	1.32887		16.9745	0	0.17318	0	0.66186	0	
Healthy	7.22664	0.58478	0	0		80.95711	0.14006	0	0.25185	0	0	
Healthy	24.41231	0.10564	0	0.081		35.94443	0	0	0.00397	0	0.02346	
Healthy	1.84493	0.05765	0	0		69.60656	6.13742	0	0.1336	0	0	
Healthy	13.26023	0	0	0		70.82307	0	0	0.53043	0	0.01202	
Healthy	0	9.92646	0.33189	0.00032		2.48786	0	0	0.15393	0	0	
Healthy	3.32527	0	0	0.01624		57.17684	2.94862	0.05104	0.24973	0	0.07337	
Healthy	14.46065	0	0	0.00792		26.68836	0	0	0.03996	0	0.03471	
Healthy	11.21415	0.16291	0	0.48636		34.86327	0.02365	0.38007	0.03241	0	0	
Healthy	9.4907	0.1135	0	0.2242		58.01557	0.24884	0	0.42497	0	0.00159	
Healthy	11.3495	0.41425	0.0596	0.50904		39.94067	0.59052	0.98081	0.30719	0	0	
Healthy	8.66396	0.86819	0	0.0456		42.6898	0.61306	0	0.03817	0	0	
Healthy	12.57566	18.94541	0	0.01158		37.05122	0.86377	0.48728	0.01705	0	0	
Healthy	41.7923	0	0	0.25889		12.0482	0.12248	0	0	0	0	
Healthy	10.87567	0	0	0		60.78524	0	0	3.16701	0	0	
Healthy	24.00314	1.3884	0.49486	0		15.93134	13.5926	0	0	0	0	
Healthy	16.66666	0.20335	0	0.02029		13.98049	3.49624	2.45662	0.11625	1.33638	0	
Healthy	3.59525	0.12967	0	0		79.82242	0.38637	0	0.03807	0	0.02082	
Healthy	18.76948	0.45542	0.0053	0.01837		48.27273	0.03572	0.55249	0.93434	0	0.38467	
Healthy	10.80279	0	0	0		64.67191	0	0.01061	0.01494	0	0.01957	
Healthy	4.70002	1.00028	0	0		54.34622	9.1095	7.07393	0.30854	0	0.11766	
Healthy	9.65306	0	0	0		38.06069	0	0	0.05722	0.29786	0.78752	
D001172	8.72396	0.99871	0	0.15199		74.53815	0.08673	0	0.13162	0.19043	0	
Healthy	10.34233	0.01139	0	0		46.40154	0	1.17807	6.39631	0.6609	0.00447	
Healthy	8.1352	0.09251	0	0		78.21942	0	0	0.05845	0	0.00628	
Healthy	1.72733	0	0	0		80.66671	0	0	0	0	0	
Healthy	3.76741	0.0041	0	0		81.26761	0	3.60839	0.66954	0	0.01546	
Healthy	34.9665	0	0	0.01672		19.34565	0.42123	0	0.04462	0	0	
Healthy	1.78877	0.01982	0	0		69.81187	5.91116	0	0.14096	0	0	
Healthy	4.31377	0	0	0		68.66863	6.11356	0	0.11941	0	0	
Healthy	0.45661	0.18701	0	0		0.12418	0	0	0	0	0	
Healthy	13.77388	0.09698	0	0		26.27508	0.58867	0.47557	0	0	0.80185	
Healthy	3.36929	0	0	0		62.75116	6.04242	0	0.61452	0	0	
Healthy	0	7.55457	0.1399	0		50.2751	4.68887	0	0.00509	0	0	
Healthy	16.37296	10.54654	0.04349	0.06063		40.28616	0.02088	1.16882	2.13392	0	0.01696	
Healthy	40.817	0	0	0.01617		11.41057	0.12008	0	0	0	0	
Healthy	5.54146	0.63906	0	0.32284		41.77133	0.03902	0	0	0	0	
Healthy	5.12831	0.92074	0	0.03406		62.88804	0	0	1.42709	0	0	
Healthy	5.22414	0.221	0	0		76.47648	9.31112	0	0.03153	0	0.00758	
Healthy	11.85673	0	0	0		10.46804	6.49956	0.59724	0.2618	1.03233	0	
Healthy	5.91058	10.2031	0	0		13.12476	2.67283	43.7613	0.28678	0	0.70638	
Healthy	5.29898	0	0	0		71.75492	0.04235	0	7.80803	0	0	
Healthy	0	0	0	0		0	0	0	0	0	0	
Healthy	19.33646	0.04127	0	0		74.627	1.76006	0.3822	0.36943	0	0	
Healthy	2.98749	0.10074	0	0		91.54241	0.03587	0	0	0	0.00633	
Healthy	34.37376	0.84904	0	0.01		13.0814	0	0	0	0	0.003	
Healthy	6.98745	0	0	0		70.79203	0	0	2.95052	0.00796	1.36614	
Healthy	19.23084	5.38692	0.07802	0.24465		30.04129	0.00346	0	0.03528	0.72247	0.98392	
Healthy	1.05359	0.06415	0	0.35414		77.96466	2.92276	0	3.09817	0	0	
Healthy	0	0	0	0		74.06347	0	0	0	0	0	
Healthy	7.76739	0.04241	0	0		69.10866	0.39306	0.56457	0.01767	0	0.07147	
Healthy	19.37463	0.02829	0	0		51.42544	0	0	0.04098	0.03448	0.67046	
Healthy	4.09307	0	0	0		60.69722	0.43235	8.47837	0.36389	0	0.59214	
Healthy	0.08218	0.91502	0	0		67.06407	11.10511	0	0	0	0	
Healthy	0.27266	0.00216	0	0.09271		57.83074	8.03295	0	0.00636	0	0	
Healthy	4.3093	0	0	0		59.55536	0	4.66528	0.16484	0.23364	0.67643	
Healthy	8.87816	9.59962	0.16309	0		8.02558	0	0	0	4.61479	0	
Healthy	3.89088	0.09197	0	0		60.82889	0.00272	0	5.3442	0	0.2095	
Healthy	3.45482	1.48694	0	0		86.81178	0	0	0.13223	0	0.1116	
Healthy	10.68433	8.54454	5.24286	0		63.61255	0.02412	0	0.0026	0	0	
Healthy	11.96576	0.01115	0	0.01953		48.55793	0.04549	0.18982	2.20383	0.00211	0.01137	
Healthy	4.01194	28.66625	0.00186	0.05371		49.7634	1.43461	0	1.53805	0	0	
Healthy	26.24523	0	0	0		7.31907	0	14.1787	0	0.16863	0	
Healthy	23.95417	0	0	0		25.56865	0	0.88722	0.0246	1.39634	0	
Healthy	13.20442	0.45335	0	1.39548		26.21276	0.89479	0	0.0207	0	0	
Healthy	2.32958	0.31808	0	0.01496		50.74802	15.2035	2.78702	0.41934	0	0	
Healthy	2.00092	0	0	0		74.85589	0	0	5.81992	0	0.1492	
Healthy	1.73014	5.96187	1.87907	0		38.94166	0	0.09708	0.11315	0	0.50015	
Healthy	1.63099	3.76517	0.3815	0		41.91831	0	0	0.22149	0	0.73109	
Healthy	1.19851	0	0	0		65.7009	8.76626	0.63691	0.02705	0	0	
Healthy	4.50043	13.17469	0	1.1828		28.71889	0	3.40381	0.00206	0	0.00589	
Healthy	0.60183	4.67377	0	0		30.25685	4.92798	0	0	0	0	
Healthy	3.4233	0.07914	0	0		69.86554	4.26221	0	0.24664	0	0.16907	
Healthy	8.20338	0	0	0		30.04631	0	0.74691	0	0.0917	0	
Healthy	7.74264	0	0	0		26.72493	0	1.39047	2.00692	0.4225	0	
Healthy	10.49743	0	0	0.0244		25.40333	0	0	0.05222	0	0.06312	
Healthy	2.63815	0.83626	0	0		68.267	0.05508	0.0078	0.03938	0	0.46041	
Healthy	1.88463	0.11192	0	0		80.57588	0	0	0.62357	0	0.12417	
Healthy	0	26.99255	7.51608	0		4.67693	0.4438	0	0	0	0	
Healthy	6.30887	0	0	0		66.88368	0.01319	0.62769	0.03262	0	0.09285	
Healthy	31.09104	0	0	0		15.49106	3.21651	0	0	0	0	
Healthy	0.08504	1.15375	0	0		65.74523	11.65988	0	0	0	0	
Healthy	9.38546	0	0	0.07713		9.41402	0	12.906	0.03187	1.69349	0	
Healthy	25.73814	0	0	0		8.01845	0	0	0	0	0	
Healthy	30.24598	0.24872	0	0.51059		22.35372	0	5.60774	0.02842	0	0	
Healthy	1.47916	0.42786	0	0		88.54341	3.62148	0	0.09614	0	0	
Healthy	7.6544	0.61158	0	0		45.04249	1.86084	0.4519	2.56783	0.16007	0.03388	
Healthy	1.73166	0.01889	0	0		69.97331	6.08902	0	0.16644	0	0	
Healthy	20.52749	0	0	0		16.00169	0	3.80362	0	10.4943	0	
Healthy	0.06269	1.70243	0.00221	5.9266		38.53477	0.05235	0	0.42103	0	0	
Healthy	2.43579	0.03122	0	0		76.71103	0	0	0	0.11602	1.62576	
Healthy	32.46709	0.03119	0	0.68221		14.89728	0.54164	0.01069	0.05057	0	0	
Healthy	8.11208	0.38936	0	0		45.56493	3.09071	0.15443	0.04306	0	0.64934	
Healthy	5.47135	0.28324	0	0		51.07376	3.06152	0.13985	0.00365	0	0.71702	
Healthy	11.13612	0	0	0		33.27138	0.00109	0.0269	0.05758	0.15359	0.18829	
Healthy	19.06213	0.80866	0	0		25.46761	0	1.23786	1.84863	0.45781	0	
Healthy	0	1.94555	18.8494	0.0852		50.30233	0.32975	0	0	0	0.08815	
Healthy	13.34316	0	0	0.00231		27.08035	3.74702	0	1.47353	0	0.00668	
D001172	19.63412	1.46254	0	0.19902		35.5714	0.10967	0.27848	0.00493	0	0.41229	
Healthy	11.68677	0.04569	0	0		67.07715	0	0	5.88561	0	0	
Healthy	3.25562	0.14953	0	0		64.77856	1.80462	0	0	0	0	
D001172	9.49123	0.175	0	0		72.09433	0	0	4.07981	0	0	
Healthy	0.53176	3.07745	0	0		79.59677	0	0	0.10274	0	0.02721	
Healthy	4.19897	0.02636	0	0		58.16031	0.48802	8.491	0.36592	0	0.59774	
Healthy	16.69997	0.29525	2.54566	0.4346		10.48737	4.34749	1.00434	0	2.15523	0	
Healthy	3.52328	0.03043	0	0		77.92428	6.18061	0	0.23028	0	0.05777	
Healthy	7.25943	0	0	0		26.59922	0	1.38974	1.8944	0.44728	0	
Healthy	0.81871	2.07969	0	0		70.9806	0	0	0.37989	0	0.10091	
Healthy	6.79632	0.3843	0	0.04977		50.4362	0.94379	0.72584	1.32578	0	0.0431	
Healthy	1.06816	0.06543	0	0		92.86092	0	1.84295	0.51879	0	0	
Healthy	27.67614	2.75306	0	0		18.80944	2.36428	0	0	0	0	
Healthy	12.18951	0.09449	0	0.77823		28.8121	2.17607	0.22312	0.07436	0.84261	0	
Healthy	4.44006	0	0	0		64.81071	0	0	1.16749	0	0.43223	
Healthy	2.77662	0	0	0		57.87419	0	0	0	0	0	
Healthy	3.52609	0.10868	0	0		76.71894	0.00035	0	1.82918	0	0.11548	
Healthy	0.80508	0.03075	0.02542	0.04428		34.33722	0	0	0.2255	0	0	
Healthy	22.75001	9.70979	0	0		22.11136	0	0.96622	0	0	0	
Healthy	0.35095	1.399	0	0		85.39423	0	0	0	0	0	
Healthy	0	0	0	0		9.68946	0	0	0	0	0	
Healthy	1.32952	0.24804	0	0		60.68742	0.00896	0	0.01735	0	0	
Healthy	5.03359	0	0	0		67.86759	4.75304	0	5.847	0	0.00368	
Healthy	0.74876	2.05871	0	0		70.48466	0	0	0.2724	0	0.10118	
Healthy	21.38723	2.07421	0.06487	0.0007		27.35827	2.00579	0.89717	0.0221	0.14616	0.34193	
Healthy	4.30793	0.09706	0	0		76.25237	0	0.03022	0.08897	0	0.00306	
Healthy	4.07856	2.79337	0	0		66.32373	4.80668	0	1.25736	0	0	
Healthy	22.15667	0	0	0		31.55205	5.36896	0	0	0	0	
Healthy	6.79275	0	0	0.00247		44.56937	17.96126	7.23898	0.33006	0	0.11814	
Healthy	4.11014	0.15188	0.01969	0.23583		31.565	0	3.62249	0.1611	0	0.05942	
Healthy	4.74516	0.13703	0.48063	0		62.40328	0.04798	0	0.92493	0	0	
Healthy	9.82673	0	0	0		22.85404	7.52594	0.08994	0.00845	0	0.0123	
Healthy	4.43638	0	0	0		57.15039	0.47645	8.73029	0.43745	0	0.56962	
Healthy	32.43446	2.30231	8.42604	0.02016		0.84417	0	0.53602	0	0	0	
Healthy	3.8897	0.16357	0	0		48.23484	0.10177	9.35753	0.78385	0	0.6243	
Healthy	6.77981	0.85456	0	0.42088		26.60649	1.36615	0	0.0026	0	0	
Healthy	7.29221	0	0	0		71.12524	0	0	1.44768	0	0	
Healthy	1.73417	0	0	0		81.6959	0	0	0	0	0	
Healthy	6.59348	0.37776	0	0.41354		53.09434	1.10913	0	0.07346	0	0	
Healthy	34.5574	0	0	0.05872		19.46004	0.41556	0	0.06878	0	0	
Healthy	0.86535	0	0	0		1.0593	0	0	0	0	0	
Healthy	6.05111	0	0	0		65.89271	0	0.58083	0.03051	0.01859	0.10337	
Healthy	8.08383	0.5421	0	0		45.89856	3.08492	0.14175	0.02185	0	0.69799	
Healthy	3.15344	0	0	0		36.2758	7.19383	5.17575	0	0	0	
Healthy	16.38094	0.03561	0	0		41.50004	0	0	5.21258	0	0.05916	
Healthy	1.1432	0.03928	0	0		92.08051	0	1.68633	0.49193	0	0.00464	
Healthy	3.20124	0	0.27411	0		80.73328	0	0	0.4584	0	0	
Healthy	7.14021	19.4089	0.81899	0		16.15155	0	2.17357	0	0.19313	0	
Healthy	6.94334	0	0	0		50.36431	0	0.00195	0	0	0.19257	
Healthy	1.05257	0	0.03427	0		56.92641	15.2478	0	0.22682	0	0.00345	
Healthy	2.46331	0	0	0		69.39126	6.2613	0	0.15717	0	0	
Healthy	1.69879	0.64238	0.00961	0.10377		80.88058	0.24336	0	0	0	0	
Healthy	16.46076	0.10767	0	0.03164		32.82227	0	0.01569	0.01539	11.0253	0.03972	
Healthy	4.42969	0.39583	0.16248	0.07969		77.87295	0.01053	2.21179	0.53882	0	0.00186	
Healthy	19.7307	0	0	0		16.28189	0	0	0	0	0	
Healthy	8.53343	0	0	0		24.71545	3.90595	0	0.25355	0.2591	0	
Healthy	15.62476	0.03	0	0		35.63195	0	0.58929	0.23757	0.55965	0.00321	
Healthy	7.0161	0	0	0		70.99252	0	0	3.24403	0.01877	1.33117	
Healthy	1.46071	0.71518	10.3371	0		74.5758	2.25728	0	0	0	0	
Healthy	18.24398	0.47582	0	0		44.1636	0	0	0.19732	0	0	
Healthy	1.46182	4.53415	0	0		92.47901	0	0.51403	0	0	0	
Healthy	9.47927	0	0	0		56.09489	0	0	4.74194	0	0.07375	
Healthy	0	0	0	0		0.00817	0	0	0	0	0	
Healthy	3.84335	2.7571	0	0		66.2303	4.7958	0	1.10957	0	0	
Healthy	1.5586	0.12373	0	0		41.8416	0	10.9796	1.04682	0	2.65193	
Healthy	4.52321	0	0	0		40.34055	0	0	0	0	0	
Healthy	1.8227	0	0	0		80.16513	0	0	0	0	0	
Healthy	7.82171	0.02922	0	0		57.4587	0	0	0.10444	0.07354	0.04761	
Healthy	5.87262	2.18129	0	0.55546		38.531	4.76352	0.31727	0.06503	0	0	
Healthy	0	3.51716	0	0.45677		30.3123	0	0	0	0	0	
Healthy	7.69422	1.80386	0	0.39572		57.49053	4.63587	0.37515	0.11171	0	0	
Healthy	4.86076	0	0	0		20.75023	0	0.41073	0.12538	35.1411	0	
Healthy	28.28543	0	0	0		46.0521	0	0	0.25438	0	0	
Healthy	3.2623	1.53536	0	0		87.7612	0	0	0.11023	0	0.09632	
Healthy	20.96995	0.44198	0	0.33437		30.62288	0.68458	0	0.00285	0	0	
Healthy	2.5614	6.71667	1.49755	0.02746		56.64935	0.86602	0.00852	0.07041	2.77246	0.0671	
Healthy	5.92507	0.20751	0	0		57.5046	0	0	0.00381	0.20364	0.10935	
Healthy	6.36141	0	0	0		52.2457	0	0.36339	1.79976	0.60507	0	
Healthy	2.7184	0.205	0	0		66.37647	8.01525	0	0.24361	0	0.00966	
Healthy	25.09637	0	0	0		16.45568	1.4303	0	0	0	0	
Healthy	16.99438	2.01148	0.51495	0.41982		16.91489	0.04534	0	0.02597	0.77591	0.08277	
Healthy	15.46271	0	0	0.00031		32.23104	7.59543	0.04302	0.03603	0	0	
Healthy	6.16718	0.45777	0	0		55.35614	0	0	0.03172	0	0.02455	
Healthy	0.75741	5.44491	0	0		60.41193	8.60092	0.58013	1.42702	0	0.22609	
Healthy	1.4735	0	0	0		39.59254	4.5423	0.02043	0.01848	0.08089	0	
Healthy	14.35694	1.8414	0	0.38722		26.77579	1.57209	0	0.03924	0	0	
Healthy	0.08765	1.20195	0	0		67.44375	11.44107	0	0	0	0	
Healthy	0.30864	0.84789	0	0.34577		66.12035	4.05997	0	0	0	0	
Healthy	4.43298	0.22271	0	0		70.13297	2.85673	0.13626	0.23241	0.05586	0.11614	
Healthy	8.89788	2.25848	0.02061	0		40.6757	0.03503	0.72342	5.88855	0	0	
Healthy	5.99463	0.05389	0	0		56.39179	0	0	0.00574	0.19256	0.0717	
Healthy	0	25.39843	0.93219	0		9.50106	0.04465	0	0.00571	0	0	
Healthy	28.49601	0.846	0	0.35653		23.30865	1.27523	0	0.0336	0	0	
Healthy	7.49494	0.01506	0	0		69.9358	0	0	1.24613	0	0.08954	
Healthy	16.2683	1.2167	0.39466	0		22.89065	0.93998	2.84965	0	3.32246	0	
Healthy	1.65543	0	0	0		19.52397	0	0	0.22402	0.51583	0	
Healthy	0.14108	4.52925	0.0705	0.10798		48.35566	0.10856	0	1.06212	0	0.00671	
Healthy	6.6659	0	0	0		36.49329	0.30839	0.04873	0	0	0.01322	
Healthy	0.0421	0.14888	0	0.02139		82.50748	8.68395	1.81304	0	0	0	
Healthy	8.06849	8.87264	0	0		19.63362	1.40684	1.73198	0.03018	0	0	
Healthy	7.25194	0.11223	0	0		63.9582	0.37027	0	1.42157	0.16611	0.1824	
Healthy	8.08684	2.14854	0	0.24409		63.77111	0.68633	0	0.01662	0	0	
Healthy	24.74781	0.00658	0	0		34.52551	0	0	0	0	0	
Healthy	7.91954	0.04879	0.01062	0		67.86063	0.3382	0.56547	0.02925	0	0.06204	
