group	Ruminococcaceae	Marinifilaceae	Streptococcaceae	Lactobacillaceae	Pasteurellaceae	Desulfovibrionaceae	Eggerthellaceae	Veillonellaceae	Peptostreptococcaceae	Micrococcaceae	Lachnospiraceae	Rikenellaceae	Acutalibacteraceae	Enterobacteriaceae	Barnesiellaceae	Burkholderiaceae	Streptococcaceae	Erysipelotrichaceae	Lactobacillaceae	Coprobacteraceae
Healthy	2.54017	1.39486	0	0	0	0.24541	0	0	0	0	12.47854	13.31968	3.11558	3.81471	0.7725	0.23006	0	0	0	0.37142
Healthy	1.23593	0	0.00221	0	0	0.101	0.02223	0.01661	0.01066	0	4.18866	4.89091	4.45929	0	5.21679	0.30087	0.00221	0.17465	0	0
Healthy	5.73043	2.12062	0	0.00913	0.02027	0	0.00032	0	1.00951	0	8.46781	0.93521	1.77528	0.29626	1.26354	0.04101	0	0.01001	0.00913	0.43957
Healthy	27.72997	0	0.11859	0.31235	0	0	0	0	0	0	24.57283	2.85363	9.13784	0	2.61874	0	0.11859	0.58646	0.31235	0
Healthy	8.94793	1.27364	2.07131	0.08321	0	0.06757	0	0.31699	0.03265	0	34.36928	0.8234	1.20272	0	0.14458	0.00239	2.07131	0.09467	0.08321	0.0049
Healthy	1.6754	0.6285	0	0	0	0	0	0	0	0	1.75971	14.50295	0.14604	0.01937	0	0.13016	0	0.05616	0	0
Healthy	1.73693	0	0	0	0	0	0	0	0.14174	0	68.64843	0	1.92515	0	0	0	0	0.36672	0	0
Healthy	12.62303	0	0.23377	0	1.59734	0	0	0.18278	0.03624	0	27.51525	2.4822	0.0426	0	0	1.20222	0.23377	0.00144	0	0
Healthy	1.01859	0	0	0	0	0	0	0	0	0	0.79525	8.96125	0	0	0	0.17312	0	0	0	0
Healthy	3.80423	0	0	0	0	0.15019	0.02455	0	0	0	0.83639	2.55997	0.57428	1.28812	0	0.27332	0	0.31449	0	0
Healthy	4.8098	0.94375	0	0	0	0.17665	0.02872	0	0	0	6.71303	11.19774	1.52962	0	1.21176	1.92983	0	0	0	1.44565
Healthy	0.00136	0	0.29101	0.00147	0.69662	0	0.02643	0.95532	0.26809	0.03119	26.45181	0.02575	0.07034	0.17479	0.01302	0.02804	0.29101	0.01423	0.00147	0
Healthy	1.88624	0	0	0	0	0	0	0	0	0	4.87012	11.76911	0.51628	0.02403	0	0.16454	0	0.29405	0	0
Healthy	0	0	0	0	0	0	0	0.84313	0	0	92.4206	0	0	0.66821	0	0	0	0	0	0
Healthy	12.68001	0	2.26844	0	0	0	0.04119	0	0	0	34.44731	5.50644	10.1243	0.12429	0.48761	0.04685	2.26844	1.1746	0	0.0353
Healthy	11.0487	0.40987	0.73755	1.56992	0.19744	0.02522	0.57416	0.06947	0.20024	0	34.59798	2.88958	12.82282	1.66891	1.82301	0.06138	0.73755	0	1.56992	0.06951
Healthy	5.79401	0	0	0	0	0	0.28235	0	0.07026	0	43.05313	0.87715	0	0.09296	0.63427	0	0	0	0	0
Healthy	0.59166	0.31889	0	0	0	0.17028	0	0	0	0	2.50648	11.73996	0	2.41736	3.13055	0.3228	0	0	0	0
Healthy	3.87943	0	0.01391	0	0	0.70847	0.16498	0	0	0	1.41648	1.28968	1.96379	10.872	0	0.2422	0.01391	0.15424	0	0
Healthy	19.7307	0	0	0	0	0	0	0	0	0	3.29556	0	0	0	0	0	0	18.7223	0	0
Healthy	0.65922	0.50959	0.11431	0	0	0.03564	0	0	0	0	0.90055	10.26306	0.80206	0.52267	0	0.10499	0.11431	0	0	0.03562
Healthy	9.89104	1.0272	0.05784	0	0.31482	0.06093	0	0	0	0	22.67387	4.52153	2.34333	0	0	4.2302	0.05784	0	0	0.18359
Healthy	3.05061	1.43598	1.70933	0.35403	0.06497	0.01864	0.01272	0.00604	0.0066	0	32.36244	0.73389	8.42977	0.24778	3.26325	0.00058	1.70933	0.04458	0.35403	0.26653
Healthy	10.00673	1.15974	0.36466	0.09512	0	0	0.22875	0.00292	0.04859	0	18.01938	7.22997	9.59376	0	3.39412	0.018	0.36466	0.006	0.09512	0
Healthy	4.99253	0.17679	0.00196	0	0	0.42185	0.64845	0.005	0	0	7.0108	1.14066	8.54518	16.4746	1.48469	0.25124	0.00196	0.7963	0	0
Healthy	3.09986	0	0.02929	0	0.52049	0	0.03319	0	0.21581	0	5.53006	1.1895	0.83522	0	0	0.03134	0.02929	0.46136	0	0
Healthy	3.808	1.19529	0	0	0	1.54568	0	0	0	0	1.01419	6.67218	0.95023	0.06226	1.29762	0.03924	0	0	0	0
Healthy	1.58448	1.95681	0	0	0.31172	0	0	0.01022	0.01236	0	21.28276	2.70465	4.4502	0	8.62482	0.07583	0	0.00268	0	0.04526
Healthy	1.50752	0	0	0	0	0	0	0	0	0	0.65403	0	0	5.0916	0	0	0	0	0	0
Healthy	2.27965	0.7002	0.2548	0	0.11909	0.02861	0	0.00293	0	0	6.0521	6.81481	0.28907	0.10554	5.2826	0.25675	0.2548	0.12524	0	0
Healthy	9.07744	1.02465	0.033	0.0102	0	0.35913	0	0	0	0	13.55958	5.69575	0.02996	0	1.28029	0.79681	0.033	3.16374	0.0102	0.03694
Healthy	5.76359	1.35453	0.00703	0	0.17217	0	0	0.01684	0.02864	0	20.78452	6.56054	0.73712	0.08787	3.36873	1.31337	0.00703	0.13694	0	0
Healthy	0.10933	0	2.02211	15.26753	0.5638	0	0	3.42889	0	0	15.24657	0.03418	3.09492	6.63881	0.31191	0.11897	2.02211	0	15.26753	0.10053
Healthy	7.55326	0.88108	0.02839	0	0.01468	0.07743	0.18957	0.01122	0	0	2.35519	19.40945	0.32312	0	0.66851	0.03655	0.02839	0	0	0
Healthy	3.37425	1.13068	0	0.23763	0	0	0	0	0.00356	0	10.82104	2.10601	4.12254	0.02937	0.06528	0.17428	0	0.14397	0.23763	0.16991
Healthy	15.2558	0	3.17463	0.83067	0.6209	0	0	0.30352	1.85593	0.04801	40.89378	0	3.90077	6.99916	0	0	3.17463	5.23996	0.83067	0
Healthy	3.93493	0.42783	3.24363	9.04567	0	0.05299	0.00837	0	0	0	28.36723	0.37559	3.15578	8.47483	2.26548	0.01206	3.24363	6.05915	9.04567	0
Healthy	9.07805	0	0.16048	0	0	0.07281	0	0	0	0	12.70828	2.61705	0	0	3.59902	4.4886	0.16048	0	0	0.7836
Healthy	3.5383	0.55065	0.05776	0	0	0.02468	0.02603	0.01432	0.10707	0	25.61626	2.63569	0.016	0	3.63111	0.68001	0.05776	0.0103	0	0
Healthy	0.00584	0	0.15801	0.00302	0	0	0	0	0	0.91644	0.03276	0	0	63.5736	0	0	0.15801	1.1913	0.00302	0
Healthy	4.03225	1.19503	0	0	0	0.57947	0.12188	0.49903	0	0	4.48996	17.73796	0.1398	0	1.06258	0.49681	0	0	0	0
Healthy	1.36302	0	0.00834	0	0	0	0	0	0	0	0.69422	0	0	4.79591	0	0	0.00834	0	0	0
Healthy	5.91984	0	0	0	0	0	0.35731	0	0.39186	0	4.67138	1.16635	0.06332	0	0	0.00699	0	0.14165	0	0
Healthy	8.56116	0.06973	0	0	0	0.35196	0.09678	0	0	0	8.20025	22.59041	0.11077	0.03607	1.65023	0.45698	0	0	0	0
Healthy	1.44884	0.29247	0.10882	0.12169	0.08016	0	0	0.15387	0.62265	0	27.67931	0.05445	0.15074	0.01048	0.0191	0.02235	0.10882	0.61799	0.12169	0.0354
Healthy	8.84645	0	0	0	0	0	0	0	0	0	19.82791	13.97793	5.79033	0	0	0.05601	0	0	0	0.22661
Healthy	1.42802	0	0	0	0	0	0	0	0	0	12.4706	0.94125	0	0	0	0	0	0.52707	0	0
Healthy	6.16861	0.30862	0.01322	0.05234	0	0.09552	0.05835	0	0.03951	0	5.05638	1.99595	0	0.19702	1.4038	0.00048	0.01322	0.02396	0.05234	0
Healthy	8.14762	0.37955	0.03801	0	0	0.08712	0.06941	0	0	0	4.00389	0.69358	1.77857	1.58934	1.14465	0.00869	0.03801	0.01445	0	0.08294
Healthy	0.18969	2.3581	0.02009	0.15999	0.03244	0	0.04844	0.31721	0.10232	0	6.01233	0	0.00231	1.18257	0	0.30519	0.02009	0.01103	0.15999	0
Healthy	6.77167	1.74542	0.03296	0	0	0	0.10709	0.08033	0	0	8.01665	1.65976	0	0.02717	0	10.9664	0.03296	0	0	0.28906
Healthy	7.50621	0.79722	0.29205	0.00838	0.04464	0.00433	0	0.75946	0.00861	0	34.96723	0.9809	5.04655	0	0.68468	0.58621	0.29205	0.01987	0.00838	0.0816
Healthy	6.67373	0.94665	0.62767	0	0.22962	0.12392	0.01877	0.09855	0.06545	0	6.7935	1.6802	1.46764	0.23361	0	0.27777	0.62767	0	0	0
Healthy	13.11976	0.5316	0.13458	0.01958	0	0	0.03917	0	0.15375	0	26.42567	0.4737	17.0304	0.00309	0	0.00441	0.13458	0.21919	0.01958	0.09816
Healthy	2.72869	2.37524	0.04352	0	0	1.39963	0	0	0	0	3.71935	13.37743	1.63918	0.02339	1.94532	3.10125	0.04352	0.05304	0	0
Healthy	6.66951	1.27585	0.91443	0.01762	0.65152	0.46929	0.18644	0	0.05022	0.02484	25.38143	6.79119	2.02662	1.592	0.21396	0.5402	0.91443	0.14384	0.01762	0.01862
Healthy	1.97956	0	0.30918	0	0.04379	0	0.01007	0.06305	0.07867	0	3.95109	0.06269	0.01546	0.39698	0.05636	0.84199	0.30918	0.301	0	0.02692
Healthy	3.12444	1.12819	0.09446	0	0.03709	0.32733	0.00219	0.00462	0	0	6.7284	12.63168	0.32197	0	0	2.42037	0.09446	0.03032	0	0
Healthy	0.00063	0	0.02053	0	0	0	0.00919	35.66707	0	0	5.06807	0.00024	0	5.30433	0.00122	0	0.02053	6.3173	0	0
Healthy	22.51646	1.2473	0.02158	0	0.06263	0.03622	0.07984	0.00032	0.12332	0	28.37237	8.64646	0.98273	0.11974	0	0.00867	0.02158	0.01094	0	0
Healthy	15.6651	1.2148	0.22923	0	0.00038	0	0	0	0	0	20.3958	7.39624	0	0.14568	0	1.29565	0.22923	0.00816	0	0.07234
Healthy	3.51086	0	1.80732	0.07119	0	0	0	0	0.02134	0	27.31611	0	0	0.19218	0	0	1.80732	5.89277	0.07119	0
Healthy	8.24418	0.46376	0.05997	0.00331	0	0.1043	0.07473	0	0	0	2.72289	0.69135	2.25788	1.63128	1.4371	0.01269	0.05997	0.02866	0.00331	0.13002
Healthy	16.59845	0	5.88432	0	0	0	0	0.30193	0	0	21.5874	5.14178	9.60666	1.86282	0.80384	0.13608	5.88432	0	0	0
Healthy	0	0	7.02442	0	0.02567	0	0	0	0	0.03121	0	0	0	0.00914	0	0	7.02442	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	99.3463	0	0	0	0.12628	0	0
Healthy	5.92228	0.25399	0.02009	0	0	0.01262	0.04927	0	0	0	10.84597	25.59564	0.8393	0.02692	1.38979	0.01843	0.02009	0	0	0.1181
Healthy	2.98849	0	0	0	0.24418	0	0	0	0	0	37.59467	2.57988	0	0	1.10074	0.09064	0	0	0	0
Healthy	6.24231	0	0.09256	0.09276	0.02325	0.02249	0	0	0	0	49.1509	0	2.38069	1.61551	0	0.09089	0.09256	1.33064	0.09276	0
Healthy	1.0815	0	0	0	0	0	0	0	0	0	58.2224	0.13037	0	0	0.15436	0	0	0	0	0
Healthy	3.2711	0.20964	0.0606	0	0.00837	0.04365	0	0.00167	0.03468	0	59.30929	0.28525	5.78053	0	0.27872	0.05539	0.0606	1.16513	0	0.01244
Healthy	1.37762	0	0	0	0	0	0	0	0	0	21.2987	0	0	0	4.81208	0	0	0	0	0
Healthy	6.04637	0.84045	1.24908	0	0.327	0.03903	0	0.0505	0.05991	0	18.25151	3.60633	0.04089	21.1738	3.63102	0.13816	1.24908	3.51248	0	0
Healthy	7.30487	0.05054	0.03694	0	0.05671	0.0803	0.2305	0.00193	0	0	2.44182	19.43928	0.35632	0	0.70553	0.02085	0.03694	0	0	0
Healthy	6.88307	0	0	0	0	0.14952	0	0	0	0	7.49474	3.26802	0	0	2.90037	4.98219	0	0	0	0.21828
Healthy	15.81325	0	0	0	0	0	0	0	0.7533	0	11.34262	0	0	0	0	0	0	5.24021	0	0
Healthy	1.34331	0	0	0	0	0.08643	0.0225	0	0	0	14.75114	6.95953	0	0	2.73513	0.17197	0	0.07598	0	0
Healthy	2.17337	1.02194	0	0.00164	0.00992	0.17241	0.00775	0	0.00434	0	13.23618	12.58473	0.01155	0.00997	6.14472	2.10793	0	0.65297	0.00164	0.08821
Healthy	2.76153	1.41123	0	0	0	0.24935	0	0	0	0	12.62105	12.83965	3.11807	3.74954	0.81451	0.23787	0	0	0	0.38824
Healthy	2.69951	2.34435	0.08921	0	0	1.37307	0	0	0	0	3.82725	13.72134	1.64681	0	2.04513	3.14765	0.08921	0.04902	0	0
Healthy	0.61694	0	0	0	0	0	0	0	0	0	8.67648	1.53697	6.88277	0	0	0.29458	0	0	0	0.64278
Healthy	1.17833	0.86413	0.00651	0	0	0.13521	0.02167	0	0	0	13.27475	2.13733	0.05532	0.16773	0.85922	2.28186	0.00651	0	0	0
Healthy	5.80953	1.65204	0	0	0	0.02902	0	0	0	0	6.97518	11.34938	1.34533	0.0298	0	1.46997	0	0	0	0
Healthy	1.34218	0.81755	0.02664	0	0	0.44981	0.01399	0	0	0	0.36828	20.30727	0.71916	0.82726	2.81368	0.01762	0.02664	0.32443	0	0.09793
Healthy	5.70376	0.69392	0.43099	4.04369	0	0.1164	0.0131	0	0	0	18.19845	5.5366	0.09449	0	0	0.66598	0.43099	0	4.04369	0.23445
Healthy	1.07191	0	0	0.15054	0	0	0	0	0	0	16.07936	6.191	2.28292	0	3.62315	4.86659	0	0	0.15054	0
Healthy	13.70012	1.17606	0.9062	0.05208	0	0	0.39183	0.00697	0.14273	0.00015	14.95221	0.76079	0.06473	27.6154	0	0	0.9062	0.08323	0.05208	0
Healthy	0.4862	0	0	0	0	0	0	0	0	0	13.98306	0	0.96731	0	1.83164	0	0	2.74557	0	0
Healthy	12.10055	0	0.01493	0	0.19138	0	0	0	0.04995	0	32.31142	0	0.54766	0.17154	0	0	0.01493	0.12148	0	0
Healthy	3.84265	0	0	0	0	0.18762	0.01457	0	0	0	0.83181	2.49824	0.57121	1.05364	0	0.29491	0	0.31407	0	0
Healthy	5.41627	1.10169	0.03325	0	0	0.00309	0	0	0	0	0.99503	17.26127	0.12642	0.07806	2.01272	0.06566	0.03325	0.00416	0	0.2899
Healthy	0.23224	0	0.27393	0.39306	5.80849	0	0	2.1907	0.24692	0	29.1242	0.01626	5.93404	0	0.0541	0	0.27393	2.42427	0.39306	0.07218
Healthy	7.95785	1.44862	0.79952	0.15399	0	0.18521	0.28933	0.00019	0.00563	0.00138	7.72942	12.98762	0.03094	13.9963	2.04255	0.21463	0.79952	0.14687	0.15399	0.11589
Healthy	0.00403	0	0.15302	0.55781	0.00401	0	0.00572	0.32045	0	0.01105	0.02521	0.24394	0	1.97488	0	3.72896	0.15302	0	0.55781	0
Healthy	4.66986	1.07614	0.46318	0	0	0	0	0	0	0	5.05781	1.98659	0	0	3.69182	5.97047	0.46318	0	0	0
Healthy	11.04001	0.30584	0.15456	0.05137	0	0.00557	0.04494	0	0.16066	0	13.34716	2.18672	6.18609	0	0.14678	1.53753	0.15456	0.15336	0.05137	0.03698
Healthy	16.595	0	0.3897	1.16383	0	0	0.6945	0	0	0	26.86308	4.13399	10.2421	1.47459	1.69929	0	0.3897	0	1.16383	0
Healthy	1.81866	1.27016	0	0	0.00658	0	0.01187	0	0	0	1.84236	21.43062	0.23259	0.3254	0	0.61745	0	0.02738	0	0
Healthy	0	0	0.045	0	0	0.02326	0	0	0	0	12.19507	0	0.05386	2.7942	0	0.08939	0.045	0	0	0
Healthy	0	1.2144	0.13998	0	0	0.0209	0	1.05349	0	0	1.59126	5.8013	0	10.0015	17.6242	0.15628	0.13998	0	0	0
Healthy	4.53577	1.57853	0	0	0	0.13915	0.04209	0.11281	0	0	8.07975	14.21423	0.70141	1.38799	1.32781	1.9211	0	0.11963	0	0.21181
Healthy	6.34596	0	0.16709	0.01303	0.02839	0	0.00078	0.11493	0	0	8.70872	0.00314	0	0.25207	0	0.46264	0.16709	0.00256	0.01303	0
Healthy	8.91852	0.54242	0.19524	0.07444	0.02547	0.08894	0.1218	0.03623	0.0745	0	39.09351	4.09359	1.60585	0.07561	0.79778	0.30777	0.19524	0.64157	0.07444	0.00859
Healthy	2.76657	1.45883	0	0	0	0.19456	0	0	0	0	13.1076	12.89324	3.22159	3.66633	0.81752	0.29907	0	0	0	0.37516
Healthy	3.84478	0.18811	0.0814	0.02366	0	0.18604	0.15821	0	0.11959	0	6.97978	3.70868	22.43131	0.83901	6.90482	0.07138	0.0814	0.01193	0.02366	0
Healthy	0.49956	2.7162	0	0	0	0.30347	0	0	0	0	2.41414	20.89027	0.69795	7.15652	5.06962	1.51314	0	0	0	0
Healthy	17.6109	0	0.75743	0	0.6495	0	0	0	0.64746	0	33.17414	0	0	0	0	0	0.75743	0.42561	0	0
Healthy	4.16388	2.08522	0.04636	0	0.20559	0.02988	0	0.148	0	0	1.98244	29.39434	1.89533	0.19677	2.69027	0.02032	0.04636	0	0	0
Healthy	16.98066	1.50231	0.26814	0	0.06508	0	0.00958	0.03493	0.24596	0.03671	17.14042	0.43094	0.00105	0	3.91103	0.07442	0.26814	1.15267	0	0.3016
Healthy	5.38808	0	14.23795	0	2.07129	0	0	0.2414	0	0	12.28677	0	0.84083	7.71781	0	0.08838	14.23795	0	0	0
Healthy	3.27628	0	0.19981	0	0.07844	0.01556	0	0.08752	0	0	4.4081	2.8125	0.0304	17.4171	0	0.05176	0.19981	0.02618	0	0
Healthy	12.87294	0.37352	0.15871	0	0.25436	0	0.0039	0.0578	0	0	26.02062	3.08906	0.08944	0	0.78637	0.03037	0.15871	0.16911	0	0.26493
Healthy	5.52008	0	0.70932	0	2.15515	0	0	1.03152	0	0	20.16807	10.06927	0.66644	0	0	5.9298	0.70932	0.01334	0	0
Healthy	3.05349	0	0	0	0	0	0	0	0	0	0.62434	36.35417	0.18904	0	0	0	0	0	0	0
Healthy	13.63643	0	0	0	0	0.31051	0.02211	0	0	0	10.85923	8.57399	0.12917	0.10395	4.5288	0.57633	0	0.10711	0	0.03056
Healthy	4.87011	0	0.09723	1.43266	0.10564	0	0.02354	0.0047	0.00586	0	16.43143	0.38125	0.01571	0.16068	0	0	0.09723	0.22563	1.43266	0
Healthy	1.36351	0	0	0	0	0	0	0	0	0	11.80033	0.52878	0	0	0	0	0	0.15243	0	0
Healthy	11.94591	0	0	0	0	0	0	0	0	0	15.9579	8.33896	0	2.14707	0.45291	0	0	0	0	0
Healthy	0.82168	0.7249	0.04412	0	0	0.02569	0.00889	0	0.05229	0	11.43972	2.2654	0.03857	0.01098	7.55856	0.63126	0.04412	0.14425	0	0.03371
Healthy	0	1.33308	0.17368	0	0	0.01842	0	0.59166	0	0	1.45453	5.55411	0	11.5426	18.1661	0.15248	0.17368	0	0	0
Healthy	6.87088	0	0.81814	0	0	0.0237	0.19337	0	0.11784	0	34.3164	0.29565	10.85392	1.50484	0.19003	0	0.81814	1.19718	0	0
Healthy	7.75409	0	0	0	0.05004	0.00133	0	0.01293	0	0	0.87248	4.82446	2.61938	0.01154	0	0.85468	0	0.03819	0	0
Healthy	2.22417	0.47168	19.48389	0.05231	0.00344	0.00046	0.03157	0.00497	0	0.02943	23.83988	1.52276	6.72694	1.65962	0	0.07641	19.48389	0.03226	0.05231	0
Healthy	3.31101	0	1.05054	0	0	0	0	0	0	0	7.23867	4.91026	4.84148	8.78375	0	0	1.05054	0	0	0
Healthy	6.08888	0	0.4134	0	2.05426	0	0.00387	0.03122	0	0	29.00089	14.67047	2.47337	0	0	5.79825	0.4134	0.05165	0	0
Healthy	11.721	0	0.01278	0.14742	0	0.00347	0.1359	0.09385	0.00655	0	24.05722	5.79055	0	0	1.19671	1.37364	0.01278	0	0.14742	0.03486
Healthy	3.54985	0.76497	0	0	0	0.0611	0	0	0	0	5.51617	16.03533	0.97302	0.07433	3.15459	0.24467	0	0	0	0.03087
Healthy	9.3951	2.67055	0.65712	0.04948	0.04772	0.14221	0.38592	0.12835	0.28309	0.00026	25.07007	4.00669	3.622	0.35776	0.53773	0.13222	0.65712	0.12035	0.04948	0.08348
Healthy	18.07157	0	0	0	0	0.05295	0	0	0	0	6.33741	32.59874	0.05279	0.28069	0.45051	7.24791	0	0	0	0
Healthy	2.86281	0	0	0	0	0	0	0	0	0	13.67274	0	12.1993	0	5.91892	0.17831	0	0	0	0
Healthy	4.78221	1.17792	0.43515	0	0	0	0	0	0	0	4.83223	2.10748	0	0	3.55331	6.19596	0.43515	0	0	0
Healthy	3.71994	0	0	0	0	0.43122	0	0	0	0	24.22755	23.67918	0.16947	0	1.16234	2.98424	0	0.0663	0	0.10578
Healthy	10.31654	0	0.29468	0	0	0	0	0	0	0	28.10445	1.86586	7.43489	0	1.40376	0	0.29468	0.80749	0	0
Healthy	18.5606	0	0	0.31516	0	0	0.69813	0	0	0	15.54098	6.20713	0	0	0.45756	1.21066	0	0	0.31516	0
Healthy	11.885	0	0	0	0	0	0	0	0	0	30.3801	0	0	0	0	0	0	0	0	0
Healthy	7.23554	0	0.08695	0	0.12575	0	0	0.00742	0.27214	0	27.86185	2.4651	2.68433	0	0	0.02934	0.08695	0.89319	0	0
Healthy	6.30317	2.99733	0.54606	0.01745	0.18209	0	0.16262	0	0	0	18.19148	0.88711	0.68281	0	1.88641	0.24758	0.54606	0.0065	0.01745	0.05981
Healthy	1.71029	4.54165	0.14412	0	0.00906	0	0	0.05076	0	0	20.76858	0.86116	0.30366	0	0.94706	1.64733	0.14412	1.29461	0	0
Healthy	5.13381	2.67947	0.06265	0	0.13059	0	0	0.12295	0	0	1.53271	18.03468	0	0.59558	2.11754	0.22701	0.06265	0	0	0.38534
Healthy	0.00181	0	4.58809	0	0	0	0	0.92279	0	0	0	0.00297	0	82.805	0	0	4.58809	0.44632	0	0
Healthy	10.45571	1.25989	0.5241	0.00737	0	0.05792	0.11472	0.05381	0.12234	0	18.27437	21.10255	0.13989	0	2.60293	0.94444	0.5241	0.3211	0.00737	0.37694
Healthy	3.7023	0.85375	0	0	0	0.45755	0.02144	0	0	0	19.2545	32.66788	0.37993	0	2.74672	1.15823	0	0.04758	0	0.08952
Healthy	5.15679	2.54403	0.05621	0.20506	0	0.00175	0.00477	0	0.03922	0	17.50598	21.60387	0.36147	0	0	0.69383	0.05621	0.00988	0.20506	0.20187
Healthy	0.63606	0	0.05104	0	0	0	0	0	0	0	27.96496	1.64445	33.90792	0.27603	0	0	0.05104	1.38214	0	0.05573
Healthy	0	0	0.29204	2.30687	0	0	0.03528	1.04081	0	0	0.27299	0.96099	0	0.18035	0	0	0.29204	0.05739	2.30687	0
Healthy	5.00491	1.01658	0.5862	0	0	0	0	0	0	0	5.07182	2.30485	0	0	3.57996	5.9785	0.5862	0	0	0
Healthy	3.49239	3.18715	0.92104	0.08666	0.00462	0.0795	0.04201	0.0169	0.03252	0.00705	3.18816	12.53076	1.75505	30.1684	8.00066	1.1171	0.92104	0.02807	0.08666	0.04494
Healthy	3.79727	0	0	0	0	0	0	0	0	0	16.50009	2.26178	7.31116	0	0	0.04775	0	0	0	0
Healthy	3.34182	0	0	0	0	0.47047	0	0	0	0	23.37176	24.65464	0.2359	0	1.12065	3.08774	0	0.09143	0	0.08331
Healthy	0	0	0	0	0	0	0	0	0	0	69.55627	0	3.68892	0	0	0	0	2.7745	0	0
Healthy	5.73861	0.93381	0	0.03881	0	0.00465	0.06956	0	0.06238	0	11.35727	4.51639	31.46997	0.1208	8.54543	1.66666	0	0.12452	0.03881	0.61301
Healthy	4.18567	1.78261	0	0.19957	0	0.05587	0.06738	0	0	0	12.19708	14.67915	1.28963	0	7.02096	1.01856	0	0	0.19957	0.20762
Healthy	10.26358	0.89657	2.29294	0	2.1448	0.022	0	0.75139	0.1023	0.0038	17.53426	4.04014	2.04806	0	4.72256	0.01796	2.29294	0	0	0.1025
Healthy	2.47279	0	0	0	0	0.87425	0.02565	0	0	0	1.61941	19.80815	1.93174	0.03912	4.15876	0.25238	0	0	0	0
Healthy	16.51921	0	0.17413	0	0	0	0.11341	0	0	0	6.40014	0.42681	28.41468	0	0	0	0.17413	0.03188	0	0
Healthy	1.27171	0.7521	0.0456	0	0	0.42072	0.01728	0	0	0	0.41168	19.8138	0.64452	0.60083	2.8265	0.03376	0.0456	0.40236	0	0.11254
Healthy	7.37639	0.51401	0.08174	0	0.01433	0.0675	0.24112	0	0.03708	0.00152	10.12739	2.38465	5.98997	0.05911	1.31389	0.35714	0.08174	0.01682	0	0.11702
Healthy	1.53418	0	0.01691	0	0	0	0	0	0	0	4.60121	2.83155	8.99682	0	0.8087	0	0.01691	0	0	0
Healthy	6.00038	0	0.51558	0	1.36942	0	0.042	0	0.16096	0	42.80271	2.01421	17.24561	0	0	0.00462	0.51558	0	0	0
Healthy	0.69305	0	0.18812	0	0	0	0	0	0	0	23.17752	1.47762	2.11265	0	0.99691	0	0.18812	4.52987	0	0
Healthy	2.33905	2.73053	0.25744	0	0.0016	0.01959	0.15434	0.00019	0.00076	0	19.29362	11.36868	9.00499	0.3829	6.09959	0.02087	0.25744	2.2781	0	0.03832
Healthy	3.80278	0	0	0	0	0.72076	0.15513	0	0	0	1.10433	1.24047	1.90293	10.3109	0	0.25265	0	0.17695	0	0
Healthy	0	0	0.38853	0	16.41967	0	0	0	0	0.2525	0.11079	0	0	76.9175	0	0	0.38853	0	0	0
Healthy	1.19999	0	0.00515	0	0	0.12106	0.03523	0.02223	0	0	4.45262	4.97153	4.57981	0	5.17489	0.25018	0.00515	0.20636	0	0
Healthy	8.90457	1.59715	8.38638	8.20846	0.09435	0.10155	0.00598	0.25307	0.00414	0.00616	10.83284	1.09531	6.72262	0.0636	0	0.00356	8.38638	0.01362	8.20846	0.05288
Healthy	17.09608	0	0.54636	0	0.35545	0.10535	0.02444	0.01775	2.10565	0	17.9189	10.70099	2.55882	0	5.47243	0.32458	0.54636	2.49719	0	0
Healthy	10.20484	1.09769	0.04475	0	0.01779	0	0.05049	0.06816	0	0	42.31668	3.86805	0.00553	0.02218	0	0	0.04475	0.06154	0	0
Healthy	0.99026	0	0.16847	0	0.17251	0	0	0.04263	0.09696	0	10.69293	0.23313	0.0014	0.00841	0	0	0.16847	0.25017	0	0
Healthy	6.61904	2.28215	0.00926	0	0	0.05634	0.01559	0.02418	0	0	6.58515	13.77971	0.6934	0.15005	5.33743	1.44825	0.00926	0	0	0.31018
Healthy	1.74445	2.39902	0	0	0.01366	0.05384	0	0	0	0	3.52614	35.44224	1.04971	0.11262	0	0.34439	0	0	0	0
Healthy	5.89527	0.89659	0.70967	0	0.0387	0.15744	0.2312	0.16466	0	0	32.07273	5.43538	11.66402	0.3216	1.57656	0.16782	0.70967	0.0226	0	0
Healthy	21.80326	0	0.00774	0.05923	0	0.28306	0	0.01251	0	0	24.18858	0.37152	3.06612	0.0382	0	0.17961	0.00774	0.93941	0.05923	0
Healthy	2.18151	0	0	0	0	1.7125	0	0	0	0	4.13482	9.8801	0.0025	0	3.8456	0	0	0.21588	0	0
Healthy	3.6361	0.79849	0	0	0	0.49759	0	0	0	0	23.74565	24.16068	0.24725	0	1.16182	3.21734	0	0.09975	0	0.09991
Healthy	38.08723	0	0	0	0.08167	0	0	0.01214	0	0	11.5957	0.19848	0.78302	0.01536	1.43944	0	0	0.1009	0	0
Healthy	2.1211	1.4045	2.7731	0	0	0	0	0.1179	0.03304	0	23.7461	3.56761	6.05088	0	4.42828	0	2.7731	0.23356	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	99.3324	0	0	0	0	0	0
