group	Ruminococcaceae	Marinifilaceae	Streptococcaceae	Lactobacillaceae	Pasteurellaceae	Desulfovibrionaceae	Eggerthellaceae	Veillonellaceae	Peptostreptococcaceae	Micrococcaceae	Lachnospiraceae	Rikenellaceae	Acutalibacteraceae	Enterobacteriaceae	Barnesiellaceae	Burkholderiaceae	Streptococcaceae	Erysipelotrichaceae	Lactobacillaceae	Coprobacteraceae
Healthy	2.48237	0	0.34528	0	0	0	0.05698	0	0	0	40.39967	2.50732	0	0	0.79816	0	0.34528	0	0	0
Healthy	1.71475	0	0	0	0.03588	0	0	0.00573	0	0	0.47202	8.12916	0.0192	0	0	0.00552	0	0	0	0
Healthy	1.44308	0	0	0	0	0	0	0	0	0	0.65051	0	0	4.13304	0	0	0	0	0	0
Healthy	5.41906	1.91197	0.00288	0	0	0.06554	0.02195	0	0	0	8.96629	14.31981	0.53199	0	0	0.01735	0.00288	0	0	0
Healthy	3.41053	1.00333	0	0	0	0.11411	0	0	0	0	4.66288	8.53545	0	0.1421	2.80679	0.23636	0	0.02861	0	0
Healthy	12.24781	0.34834	0	0	0	0.17623	0.01264	0	0.15516	0	12.96484	6.96709	4.91229	0	0.92252	0.08527	0	0.05895	0	0
Healthy	0	0	0.62219	0.08897	1.86419	0	0	0	0	0.1046	0	0	0	0	0	0	0.62219	0	0.08897	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.30118	0	0	0	0
Healthy	1.78645	0	0	0	0	0	0	0	0	0	11.56338	3.16553	0.26289	0	0	0.26164	0	0.09676	0	0
Healthy	1.34276	0	0	1.4605	0	0	0.23259	0	0.00649	0	10.77031	4.61532	7.35714	0	4.65866	0.11919	0	0	1.4605	0
Healthy	1.84188	0	0	0	0	0	0	0	0	0	4.74488	12.02973	0.53321	0	0	0.24045	0	0.2803	0	0
Healthy	6.74631	1.17421	9.2923	0.02885	0	0.05309	0.71951	0.00304	0	0.28573	27.7372	0.95685	0	1.84917	0.58234	0.02352	9.2923	5.17261	0.02885	0
Healthy	3.85463	0	0	0	0	0	0	0	0	0	1.93201	2.59906	0	0	0	0	0	0	0	0
Healthy	13.60415	0	0.23307	0.00116	1.57368	0	0	0.18084	0.01909	0	26.41635	3.10749	0.01522	0	0	1.29475	0.23307	0.00649	0.00116	0
Healthy	9.29308	0	0.1242	0	0.07594	0	0	0.01603	0.05917	0	19.14214	0.00157	0	0.15972	0	0.00722	0.1242	0.00291	0	0
Healthy	6.44974	0	0.44134	0	2.26157	0	0.00195	0.05479	0	0	28.95117	14.61982	2.61931	0	0	5.87215	0.44134	0.02612	0	0
D016640	16.70522	0.81431	0.08246	0	0	0.25816	0.00553	0	0	0	8.41143	2.75145	0.03521	0.04861	0.10383	0.00417	0.08246	0.05956	0	0
Healthy	4.97429	0	0.03109	0	1.63806	0	0	0	0.55938	0	23.27727	3.23073	4.38821	0	0	0.02424	0.03109	0.30242	0	0
Healthy	6.54119	2.16538	0.0183	0	0.01736	0.19126	0.02037	0.02014	0	0	6.6805	13.71788	0.61546	0.06461	5.41002	1.39296	0.0183	0	0	0.40556
Healthy	0.11961	0	2.27287	0.30556	0	0	0.00217	0.70908	0	0.03898	1.69878	2.55531	0.74654	77.2984	0	0	2.27287	0.00061	0.30556	0
Healthy	0.48542	0	0	0	0	0	0	0	0	0	13.96067	0	0.96576	0	1.82871	0	0	2.74118	0	0
Healthy	9.89402	0.68181	1.69472	0.06093	0.15182	0	0	0.10107	0	0	44.45119	2.38017	0.00941	0	0.06231	0	1.69472	2.11912	0.06093	0
Healthy	2.12934	0	0	0	0.00122	0	0.0254	0.13844	0.08164	0	7.16031	3.34875	2.63915	0.00823	0.02386	2.03547	0	0.00585	0	0
Healthy	5.35091	2.98324	0.09687	0	0.13338	0	0	0.14006	0	0	1.54044	18.60375	0	0.4514	2.22675	0.25185	0.09687	0	0	0.39432
Healthy	23.88145	0.96774	0.02305	0	0.06391	0.02346	0.02777	0	0.081	0	33.51811	4.40872	0.53086	0.04173	0	0.00397	0.02305	0	0	0
Healthy	1.69646	0.60246	0	0	0	0	0	0	0	0	1.48738	15.17791	0.14018	0.05765	0	0.1336	0	0.02327	0	0
Healthy	0	0	1.40283	0	0	0	0	0	0.00032	0.17103	0.04822	0	0	9.92646	0	0.15393	1.40283	0	0	0
Healthy	6.14942	2.10311	0.69858	0.0074	0.04665	0.00159	0.00033	0.24884	0.2242	0	13.11846	11.85176	3.28984	0.06685	10.0835	0.42497	0.69858	0.29385	0.0074	0.03157
Healthy	8.50938	0	0	0	0.86819	0	0	0	0.0456	0	21.60129	0.07484	0.15458	0	0	0.03817	0	0.38366	0	0
Healthy	26.2798	0	1.01297	0	0	0	0	0.12248	0.25889	0	23.54448	0	15.5125	0	0.25616	0	1.01297	0	0	0
Healthy	10.87567	0	0.17742	0	0	0	0	0	0	0	10.31941	2.74265	0	0	3.49461	3.16701	0.17742	0	0	1.5823
Healthy	3.64434	0	2.7439	0	0	0	0	0	0	0	20.52769	0.45089	20.3588	1.3884	0	0	2.7439	0.3619	0	0
Healthy	9.90853	0	0.27861	0	0.20335	0	0	0	0.02029	0	17.58457	1.86074	6.75813	0	0.25548	0.11625	0.27861	0.74657	0	0.02593
Healthy	17.46693	2.15514	0.37362	0	0.07866	0.38467	0.03814	0.03572	0.01837	0	20.55581	4.38452	1.30097	0.37676	5.1616	0.93434	0.37362	0.11645	0	0.11982
Healthy	8.00261	2.13799	0.00399	0	0	0.01957	0.0318	0	0	0	14.16387	6.81784	2.57401	0	4.53713	0.01494	0.00399	0.05151	0	0
Healthy	3.71995	0	0	0	0	0.11766	0.02033	0	0	0	0.81264	2.623	0.58795	1.00028	0	0.30854	0	0.33887	0	0
Healthy	7.53769	0.0066	7.93361	0.60874	0	0.78752	0.0289	0	0	0	23.68743	2.58798	0.01057	0	0.35828	0.05722	7.93361	0.61902	0.60874	0
Healthy	7.64122	1.42283	0	0	0.01139	0.00447	0	0	0	0	19.90362	4.79465	1.31043	0	0.03974	6.39631	0	0	0	0.19168
Healthy	1.63475	0.59738	0	0	0	0	0.00671	0	0	0	1.61093	14.8888	0.13911	0.01982	0	0.14096	0	0.03409	0	0
Healthy	1.82983	0.51777	0	0	0	0	0	0	0	0	5.1752	11.89123	0.54553	0	0	0.11941	0	0.29545	0	0
Healthy	1.74647	0	0	0	0	0	0	0	0	0	13.85288	1.62947	1.62282	0	3.14994	0.61452	0	0	0	0
Healthy	0	0	0.00795	0.08794	0.01538	0	0	4.64447	0	0	0	0	0	7.53919	0	0	0.00795	0.02548	0.08794	0
Healthy	9.93102	2.37228	0.18551	0.00511	0.00868	0.01696	0.14862	0.02088	0.06063	0.01654	8.28516	16.83811	6.39799	10.53786	5.60307	2.13392	0.18551	0.02936	0.00511	0.00362
Healthy	4.88015	0	0	0	0	0	0.08142	0	0.03406	0	20.62588	6.34043	0.00693	0	5.18587	1.42709	0	0.18937	0	0
Healthy	4.29583	0	0.01269	0	0	0.00758	0	1.09195	0	0	1.72788	0	0.29465	0.221	0	0.03153	0.01269	0.09325	0	0
Healthy	19.16031	0	0	0	0.04127	0	0	0	0	0	0.45797	2.81952	0.1528	0	0	0.36943	0	0.00428	0	0
Healthy	16.90289	1.61701	0	0	0	0.67046	0	0	0	0	6.10625	12.45034	1.05668	0.02829	1.14736	0.04098	0	0	0	0.32406
Healthy	0.05921	0	0	0	0	0	0	0.80401	0	0	2.60477	0	0	0.91502	0	0	0	0	0	0
Healthy	3.71731	0	0.05492	0	0.09197	0.2095	0.13102	0.00272	0	0	21.15606	20.16489	0	0	2.68881	5.3442	0.05492	0.01484	0	0.04008
Healthy	2.37679	0	0.07424	0	0	0.1116	0	0	0	0	4.06038	1.4978	0.16178	1.48694	2.6134	0.13223	0.07424	0.01711	0	0
Healthy	10.57922	0.86367	0.1097	0	0.00111	0.01137	0.04906	0.04549	0.01953	0	12.34772	1.76495	0.9252	0.01004	3.15534	2.20383	0.1097	0.11758	0	1.16109
Healthy	2.07733	0	2.05809	0	0	0	0	0	0	0	25.41698	0	24.1679	0	0	0	2.05809	0	0	0
Healthy	13.20697	0	2.13829	0	0	0	0.21559	0	0	0	32.64568	7.10169	10.7472	0	0.59662	0.0246	2.13829	1.40381	0	0.0372
Healthy	2.25204	2.1314	0.04118	0	0.05103	0	0	0.0444	0.01496	0	15.68244	1.11863	0.07138	0.26705	0.01725	0.41934	0.04118	0.01402	0	0
Healthy	1.6468	1.62899	0.00371	0	0	0.50015	0	0	0	0	41.85287	9.9613	0	5.96187	3.68421	0.11315	0.00371	0.01084	0	0.34009
Healthy	4.24561	1.20655	0.12256	0.01837	0.01086	0.00589	0.04262	0	1.1828	0.00084	32.09044	3.73828	0.13604	13.16383	3.20238	0.00206	0.12256	1.27661	0.01837	0.06904
Healthy	6.29313	0	0.16711	0	0	0	0	0	0	0	48.7524	2.54259	1.91025	0	1.5372	0	0.16711	1.77936	0	0
Healthy	5.66544	0	0	0	0	0	0.01636	0	0	0	43.61226	7.12823	1.96927	0	0	2.00692	0	1.16405	0	0
Healthy	1.88463	1.74079	0	0.03245	0	0.12417	0.06555	0	0	0	5.93259	10.06608	0	0.11192	5.03873	0.62357	0	0.0236	0.03245	0.12275
Healthy	5.56492	1.84471	0.00541	0	0	0.09285	0.01332	0.01319	0	0.00512	9.28142	13.94375	0.63776	0	0	0.03262	0.00541	0	0	0
Healthy	0.45624	0	3.03464	0	0	0	0	0	0	0	35.58038	0.61673	30.6348	0	0.15049	0	3.03464	0	0	0
Healthy	0.07588	0	0	0	0	0	0	0.82718	0	0	2.52501	0	0	1.15375	0	0	0	0	0	0
Healthy	0.87145	0	0.24503	0	0	0	0	0.0374	0	0	1.15002	0	0.44183	0.42786	0	0.09614	0.24503	0.02447	0	0
D016640	20.15667	0.22573	0.12585	0	0	0.04032	0.01298	0	0	0	9.3705	5.63302	2.94228	0	0.77247	0.05537	0.12585	0.00026	0	0.05374
Healthy	0.01143	0	1.11136	0.02662	1.60605	0	0.08686	0.02371	5.9266	0.04931	33.95497	0.00671	0	0.09638	0	0.42103	1.11136	0.59055	0.02662	0
Healthy	3.32049	0.52245	0.09968	0	0	0.64934	0.02169	0	0	0	0.63738	21.27971	2.15063	0.38936	1.86899	0.04306	0.09968	0.55308	0	0.13681
Healthy	15.50636	0	0	0	0	0	0	0	0	0.05242	11.51499	2.68436	3.55577	0.80866	0.7067	1.84863	0	0	0	0.26615
Healthy	12.1741	0	0.01117	0.17014	0	0.00668	0.17368	0.09642	0.00231	0	22.82702	5.93957	0	0	1.1934	1.47353	0.01117	0	0.17014	0.03494
Healthy	8.6583	0.91991	0.04032	0	0.04569	0	0.58729	0	0	0	2.44034	0.68751	0	0	0	5.88561	0.04032	0	0	0.21414
Healthy	0	0	0.08284	0	0	0.02721	0	0	0	0	12.00207	0	0.05714	3.07745	0	0.10274	0.08284	0	0	0
Healthy	13.70086	0	0.38788	0.53853	0.15453	0	0	0.05711	0.4346	0	23.03604	1.32347	2.99911	0.14072	0.21631	0	0.38788	0.82741	0.53853	0
Healthy	0.56733	0	0	0	0	0.10091	0	0	0	0	2.48131	11.34921	0	2.07969	3.23532	0.37989	0	0	0	0
Healthy	18.01835	0	0.17533	1.22869	0	0	0.57896	0	0	0	27.02578	4.21711	9.65779	2.75306	1.67696	0	0.17533	0	1.22869	0
Healthy	10.1033	0	0	0	0.09449	0	0	0	0.77823	0	27.28254	2.48925	2.08621	0	4.80051	0.07436	0	0	0	0
Healthy	3.70751	0.87473	0	0	0	0.43223	0.03243	0	0	0	19.70649	32.39951	0.35965	0	2.64561	1.16749	0	0.07539	0	0.08311
Healthy	0.22045	0	0	0	0	0	0	0	0	0	10.06013	0.1297	0.05188	1.399	0	0	0	0	0	0
Healthy	1.32487	1.49106	0	0	0.00616	0	0	0.00896	0	0	7.84032	0.59902	0	0.24188	0.34663	0.01735	0	0.16394	0	0
Healthy	16.28303	0.90782	0.03603	0	0.24961	0.34193	0.03049	0.00432	0.0007	0	30.39926	4.62077	5.07992	1.8246	0	0.0221	0.03603	0.0096	0	0.0298
Healthy	4.1026	1.56931	0	0	0.0451	0.00306	0	0	0	0	8.4705	10.44264	0.20533	0.05196	2.53864	0.08897	0	0	0	0.1013
Healthy	20.2023	0	0	0	0	0	0	0	0	0	17.08991	1.1095	1.95437	0	1.16431	0	0	0	0	0
Healthy	2.36589	0	0.43477	0	0	0.0123	0.08061	0.2024	0	0	40.99906	3.49587	7.44835	0	0.79694	0.00845	0.43477	0.00516	0	0.08892
Healthy	1.06455	0	0.81432	0.25023	0	0	0.28128	0	0.02016	0	36.68818	0.20177	31.36991	2.30231	0.18095	0	0.81432	0.00038	0.25023	0
D016640	4.59011	0.77122	0.30176	0	0	0.07666	0.01913	0	0.03212	0	14.85454	14.78088	2.3551	0.15374	5.83903	0.05843	0.30176	0.00031	0	0
Healthy	4.50668	0	0	0	0.85456	0	0.00536	0.00261	0.42088	0	20.99256	0.5545	2.27313	0	0	0.0026	0	0.42747	0	0
Healthy	1.46549	0	0	0	0	0	0	0	0	0	12.29415	0.96757	0	0	0	0	0	0.52152	0	0
Healthy	18.7844	0	0	0	0	0	0	0	0.05872	0	23.61941	0.679	15.773	0	0	0.06878	0	0.59808	0	0
Healthy	0.86535	0	0	0	0	0	0	0	0	0	2.21262	0.84002	0	0	0	0	0	0	0	0
Healthy	3.34865	0.52481	0.08386	0	0	0.69799	0.00727	0	0	0	0.57429	21.43944	2.08417	0.5421	1.98093	0.02185	0.08386	0.55441	0	0.13257
Healthy	16.38094	0	0	0	0	0.05916	0.01158	0	0	0	17.65966	5.5923	0	0.03561	2.88926	5.21258	0	0	0	0.41426
Healthy	7.14021	0	0.22417	0	0	0	0	0	0	0	5.33313	4.53821	0	19.4089	2.51391	0	0.22417	1.93521	0	0
Healthy	4.28588	0.80964	0.01233	0.08878	0	0.19257	0	0	0	0	18.82662	4.42259	2.63643	0	0.98884	0	0.01233	0.30386	0.08878	0.04961
Healthy	1.86825	0.50874	0	0	0	0	0	0	0	0	5.10605	11.74033	0.53711	0	0	0.15717	0	0.28005	0	0
Healthy	1.49187	0	0.57378	0.07671	0.05764	0	0.07558	0.08164	0.10377	0	12.23176	0	0	0.58474	0	0	0.57378	0	0.07671	0
Healthy	3.20291	0.62359	0.2874	0	0.02853	0.00186	0.01151	0.01053	0.07969	0	9.23465	4.59773	1.16913	0.3673	1.13788	0.53882	0.2874	0.06866	0	0
Healthy	3.65793	0	0	0	0	0	0	0	0	0	35.46094	2.74353	4.8755	0	0	0.25355	0	0	0	0
Healthy	7.16871	0	0.26246	0	0	0.00321	0	0	0	0	22.1625	5.63008	8.40088	0.03	2.40449	0.23757	0.26246	6.09462	0	0.05978
Healthy	2.76316	2.36667	0.08932	0	0	1.33117	0	0	0	0	3.72731	13.77421	1.63956	0	1.95703	3.24403	0.08932	0.05215	0	0
Healthy	6.12355	0	0.03414	0	0.47582	0	0.02551	0	0	0	17.81643	1.99266	12.09543	0	0	0.19732	0.03414	0	0	0
Healthy	1.41377	0	0	0	0	0	0	0	0	0	0.63088	0	0	4.53415	0	0	0	0	0	0
Healthy	9.47927	0	0	0	0	0.07375	0	0	0	0	10.51845	1.85374	0	0	2.46657	4.74194	0	0	0	0.42922
Healthy	3.70077	0	0.20951	0	2.7571	0	0	0.25366	0	0	13.35752	7.10713	0	0	1.07087	1.10957	0.20951	0	0	0
Healthy	1.30408	0	0	0	0	2.65193	0	0	0	0	0.97368	23.57475	0.15118	0.12373	0.52437	1.04682	0	0	0	0
Healthy	0.99318	0	0.15438	0.27204	0	0	0.07147	0	0	0	13.71249	6.76763	3.6023	0	4.15093	0.12538	0.15438	0	0.27204	0
Healthy	2.22683	0	0.06726	0	0	0.09632	0	0	0	0	3.42316	1.34845	0.16027	1.53536	2.33717	0.11023	0.06726	0.03171	0	0
Healthy	4.41598	0.90139	0.27211	0	0	0.10935	0.3909	0	0	0	5.991	15.76797	1.34149	0.20751	0	0.00381	0.27211	0.00479	0	0
Healthy	5.01973	0	1.68773	0.05158	0.83245	0.08277	0.63577	0.04534	0.41982	0.06543	45.26128	2.44939	11.9669	1.17903	1.36268	0.02597	1.68773	0.00183	0.05158	0
Healthy	15.35462	0.14387	0.00069	0	0	0	0.00074	0	0.00031	0	16.22241	1.98064	0.00583	0	1.4862	0.03603	0.00069	0.30169	0	0
Healthy	3.95604	0	0	0	0.22578	0.02455	0	0	0	0	31.60651	6.4052	2.16458	0.23199	0	0.03172	0	0	0	0
Healthy	0.37319	0	0	0	0	0.22609	0	0	0	0	1.37921	21.84875	0.38422	5.44491	4.09509	1.42702	0	0	0	0
Healthy	4.38885	0	0.55472	0	1.8414	0	0	0.70646	0.38722	0	19.00012	1.91814	9.96809	0	0	0.03924	0.55472	0.52873	0	0
Healthy	0.08765	0	0	0	0	0	0	0.83577	0	0	2.28573	0	0	1.20195	0	0	0	0	0	0
Healthy	0.30864	0	0	0	0.80607	0	0	0.13291	0.34577	0	5.53462	1.10933	0	0.04182	8.63714	0	0	0	0	0
Healthy	3.43977	0.79043	0.00177	0	0	0.11614	0	0	0	0	5.55094	15.92806	0.96525	0.22271	3.074	0.23241	0.00177	0	0	0.01904
Healthy	4.53686	0.97313	0.20327	0	0	0.0717	0.48381	0	0	0.00502	5.87078	15.80305	1.32144	0.05389	0	0.00574	0.20327	0.00951	0	0
Healthy	9.32541	0	0	0	0.846	0	0	0.16394	0.35653	0	31.25844	0.35526	19.1706	0	0	0.0336	0	0.42068	0	0
Healthy	11.91692	0	2.37151	0	0	0	0	0	0	0.03095	22.10185	4.59144	4.35138	1.2167	1.5607	0	2.37151	0	0	0
Healthy	0.60719	0	0	0	0	0	0	0	0	0	69.83677	0.727	1.04824	0	1.92045	0.22402	0	0	0	0.02219
Healthy	2.71111	1.72219	0.21223	0	2.14854	0	0	0.57178	0.24409	0	9.86494	1.95936	5.37573	0	0	0.01662	0.21223	0.2238	0	0
Healthy	7.60448	0.99966	0.01202	0	0.04879	0.06204	0.20142	0	0	0	2.41508	20.31839	0.31506	0	0.71652	0.02925	0.01202	0	0	0
Healthy	2.51652	1.33202	0	0	0	0.28287	0	0	0	0	13.47566	12.05245	3.1519	3.60249	0.6852	0.31371	0	0	0	0.42311
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	7.21895	0	0	0	0	0	0	0	0.05978	0	23.52533	0.76495	0	0	0.37237	0.01271	0	2.52225	0	0.13939
Healthy	10.90396	1.2675	0.01747	0	0	0.64324	0.01452	0	0	0	7.05512	24.67263	0.28939	0.0051	0	0.06781	0.01747	0.11142	0	0
Healthy	7.33223	1.91832	0.02346	0	0	0	0.10526	0.08151	0	0	8.92962	1.49551	0	0	0	11.6155	0.02346	0	0	0.36669
Healthy	11.1243	0	1.41947	0.81426	0.58449	0.11504	0.00646	0.22984	0.21753	0	14.21606	0	0.19556	0.14588	0	0.69891	1.41947	0.01407	0.81426	0
Healthy	5.67516	0	0	0	0	0	0	0	0	0	10.11818	3.29894	12.5183	0	3.86143	2.52426	0	0	0	0
Healthy	10.19668	0.30758	0.32283	0	0.50292	0.14269	0.02147	0.00087	0.19056	0.09103	21.72554	2.2877	5.57867	1.36303	0.8644	1.37103	0.32283	0	0	0.11024
Healthy	4.04494	0.98259	0.06128	0	0	0.00715	0	0.22855	0.22324	0	17.04743	5.92515	6.48206	0	4.15678	0.00657	0.06128	0	0	0.00809
Healthy	1.63362	0.84587	0	0	0.027	0.14421	0	0	0	0	3.17894	17.72523	0	0	1.91359	5.64129	0	0.05228	0	0
Healthy	2.17296	1.01368	0	0	0.03235	0.05495	0	0.19692	0	0	3.146	8.40584	1.04293	0.04607	6.33451	0.18971	0	0.1265	0	0
Healthy	3.79625	0	0.01202	0	0	0.72008	0.14606	0	0	0	0.38565	1.29904	1.92591	10.6542	0	0.23267	0.01202	0.16035	0	0
Healthy	0.00083	0.35787	0.11246	0.81725	0.0213	0	0.009	3.93941	0.01881	0.00076	0	0.00057	0	3.53088	0	0	0.11246	0.04519	0.81725	0.02749
Healthy	5.85538	0.02138	0	0	0.04316	0.03414	0.08955	0	0	0	1.9568	13.27617	0.67142	0	0.7642	0.00587	0	0	0	0
Healthy	1.96996	0	0	0	0	0	0	0	0	0	29.47953	0.22768	0	0	7.46588	0	0	1.18947	0	0
Healthy	3.84376	0.55432	0.0203	0	0	0.04745	0	0	0.03699	0	30.42778	2.64777	0.13804	1.00904	0.83644	0	0.0203	0.06983	0	0.09334
Healthy	2.02787	0.45585	0.06189	2.11979	0	0.01788	0.02111	0	0.13719	0	5.01193	1.49584	13.86325	0	0	0	0.06189	0.15696	2.11979	0.02535
Healthy	0	0	0.06887	0.00055	0.04112	0	0	0	0	0.0148	0.00652	0	0	4.25211	0	0	0.06887	0	0.00055	0
Healthy	0.36792	0	0.67212	0	5.59311	0	0	0.41934	0	0	36.63131	0	0	0	1.34238	0.03579	0.67212	0	0	0.11663
Healthy	4.02033	1.57722	0.01783	0.00892	0.04074	0.00212	0.01451	0.02858	0.03757	0	11.14217	9.23026	0.16972	0.006	13.0687	0.08368	0.01783	0.09256	0.00892	0.00227
Healthy	4.76086	0	1.60299	0.0431	0.83487	0.0843	0.66136	0.01114	0.45812	0.07367	43.84906	2.39061	11.8786	1.2327	1.38445	0.01483	1.60299	0	0.0431	0
Healthy	46.506	0	0	0	0	0	1.88735	0	0	0	10.84159	5.58462	2.35448	0	0	0	0	0	0	0
Healthy	0.44251	0.77123	0.10091	0	0	0	0	0.32115	0.66563	0	24.305	0.56803	6.52159	0	3.00722	0	0.10091	0	0	0.02073
Healthy	0.76597	0.80435	0.31322	0	0	0.02339	0	0	0	0	4.2111	15.15027	0.01905	0	13.3842	0.26719	0.31322	0	0	0
Healthy	3.95924	0	0.0782	0	0.13135	0.1922	0.17269	0	0	0	21.03439	21.18007	0	0	2.7799	5.03773	0.0782	0.02457	0	0.05681
Healthy	0.61842	0.6687	0.01606	0	0	0.04787	0	0	0	0	1.23217	15.74561	0.15999	0	3.40273	0.12874	0.01606	0	0	0
Healthy	4.8351	0	0.05262	0	0	0	0	0	0	0	36.2769	3.95401	8.3959	0.25682	0	0.04164	0.05262	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	9.67989	0	0	0	0	0	0	0	0	0
Healthy	16.1291	0	0.27659	0	0	0	0	0	0	0	31.8156	2.27085	12.5307	0	0	0.03047	0.27659	0	0	0
Healthy	4.4427	0.78643	0.4411	0	0.69592	0	0	0.11644	0	0	7.41093	17.9083	1.80811	0	0	2.30368	0.4411	0.07281	0	0
Healthy	9.97041	0	0	0	0	0.23731	0	0	0	0	6.17621	6.74889	0.70508	0.03994	0	0.14103	0	0.028	0	0
Healthy	0.86179	0	0.01043	0	0.04568	0	0.05954	0.27641	0.00249	0	2.09958	0.04698	0.42651	1.55509	0	0.06611	0.01043	0.16046	0	0
Healthy	4.6139	1.2265	1.15081	0	0.23021	0.00493	0.06261	0.09281	0.00723	0.00886	21.33534	6.04093	0.02087	0	4.53503	0.00081	1.15081	0.213	0	0.42283
Healthy	5.3939	1.18435	0.02591	0	0	0.00324	0	0	0	0	0.76121	18.47392	0.11557	0.14131	2.21282	0.06954	0.02591	0.02083	0	0.37478
Healthy	3.44435	0.74343	0.00189	0	0	0.11375	0	0	0	0	5.72513	15.96016	0.95857	0.06081	3.07647	0.21323	0.00189	0	0	0.02817
Healthy	0.58598	0	0	0	0.33905	0	0	0	0	0	15.12293	3.27176	0	0	1.30736	0	0	0	0	0
Healthy	2.84173	1.03297	0.02336	0	0	0.26162	0.05764	0	0.02518	0	9.78814	25.0389	7.38221	1.9574	0	0.02574	0.02336	0.3195	0	0
Healthy	4.23559	0	0.14163	0	0.29412	0	0.06377	0.0553	0.04211	0	20.0574	0.23302	0.03805	0.08339	0.00099	0	0.14163	0.88635	0	0
Healthy	0.03625	1.36033	0.17968	0	0	0.04885	0	1.05894	0	0	1.70546	6.0314	0	12.8743	18.2103	0.17461	0.17968	0	0	0
Healthy	8.73338	0.90465	0.01799	0	0.1014	0	0.58739	0	0	0	2.70959	0.69834	0	0	0	5.87112	0.01799	0	0	0.21616
Healthy	4.41343	0.57578	0.11371	0	0	0.06165	0.04751	0	0.00795	0	27.26938	4.08269	6.65527	0.03899	1.71259	0.38063	0.11371	2.07139	0	0.03499
Healthy	8.59103	0.96424	0.01821	0	0.10583	0	0.59301	0	0	0	2.42962	0.75727	0	0	0	6.01781	0.01821	0	0	0.18901
Healthy	4.62922	0	7.7113	0.05369	0	0	1.06157	0.00942	0	0.03629	20.09009	0.14918	0.12081	0	0	0	7.7113	0.88492	0.05369	0
Healthy	10.19266	0	0	0	0	0.19675	0	0	0	0	6.18849	6.76396	0.71587	0.02492	0	0.13661	0	0.03168	0	0
Healthy	2.43803	0	0.07795	0	0	0.10547	0	0	0	0	3.74794	1.4039	0.1507	1.85023	2.64261	0.07455	0.07795	0.02781	0	0
Healthy	5.7395	0	0	0	0	0	0	0	0	0	5.6304	2.76905	27.1201	0	0	0.50243	0	0	0	0
Healthy	6.11979	0.88813	0.31964	0.02567	0.0587	0.00509	0	0.47754	0.02881	0	35.85053	0.82889	5.19532	0	0.71556	0.46794	0.31964	0.04525	0.02567	0.09025
Healthy	2.52174	0	0.12738	0	0	0.81652	0.01285	0	0	0	6.11296	7.33463	4.99805	0	0.78045	0	0.12738	0.23185	0	0
Healthy	0.06666	0	0	0	0	0	0	0.50194	0	0	43.90919	0	6.31524	0	0	0	0	0	0	0
Healthy	1.79174	0.64388	0	0	0	0	0	0	0	0	1.57102	15.44809	0.12536	0.06901	0	0.14429	0	0.02955	0	0
Healthy	27.77423	0	0.12293	0.23038	0	0	0	0	0	0	23.18683	2.52645	10.0415	0	2.38179	0	0.12293	0.46577	0.23038	0
Healthy	1.92122	0.76261	0.05261	0	0	0.44833	0.00579	0	0	0	0.32418	20.12951	0.67394	0.60334	2.84063	0.02935	0.05261	0.31144	0	0.10332
Healthy	0	0	0	0	0.20092	0	0	0	0	0.06844	0	0	0	98.5792	0	0	0	0	0	0
Healthy	7.41987	0	0.02622	0	0	0.05598	0.20883	0	0	0	4.27275	10.85603	0.37237	0	0	0.00159	0.02622	0.002	0	0
Healthy	3.50894	0	0.29646	0	0	0.70216	0.06228	0	0	0	1.2422	10.03094	5.26729	0.08659	1.83454	0	0.29646	0.7685	0	0.0522
Healthy	3.25638	1.10801	0.0626	0	0	0.26754	0	0	0	0	3.03737	9.6191	0	0	0.73485	0.09483	0.0626	0.03311	0	0.01163
Healthy	3.77952	1.28278	0	0	0	1.47767	0	0	0	0	0.98848	6.50913	1.06391	0.06642	1.31421	0.03685	0	0	0	0
Healthy	3.94336	0.89772	0.00226	0	0	0.37319	0.06189	0	0	0	19.22917	32.78023	0.3608	0	2.67032	1.09687	0.00226	0.08966	0	0.09039
Healthy	10.34569	0.54139	1.81947	0	0	0	0.04531	0	0	0.00192	29.9519	4.84425	27.12993	0	1.06738	0.25217	1.81947	0.04769	0	0.00343
Healthy	5.64156	1.17912	0.02218	0	0	0.00325	0	0	0	0	0.70725	18.21711	0.11937	0.10839	2.15507	0.06927	0.02218	0.02631	0	0.39268
Healthy	8.41449	0.087	0	0	0	0.32032	0.09355	0	0	0	8.03962	22.3585	0.09087	0.05429	1.58016	0.39124	0	0	0	0
Healthy	6.13421	0	0	0	0	0	0.01875	0	0	0	5.41206	3.62846	21.9481	0.03932	0	0.37716	0	0	0	0
Healthy	18.67846	0	0.32345	0	0	0	0	0	0	0	25.39822	0.59242	6.34578	0	0.14329	0	0.32345	0	0	0
Healthy	12.92938	1.42511	0.50262	0.23287	0	0.15039	0.48947	0	0	0	10.57816	3.88226	4.27941	18.7087	1.27596	0.00128	0.50262	0.03832	0.23287	0
