group	Bacteroides_eggerthii	Bacteroides_stercoris	Dialister_invisus	Ruminococcus_B_gnavus	Bacteroides_nordii	Adlercreutzia_equolifaciens	Anaerotruncus_colihominis	Gordonibacter_pamelaeae	Longicatena_innocuum	Eggerthella_lenta	Agathobacter_rectalis	Ruminococcus_H_sp003531055	Anaerobutyricum_hallii_A	Collinsella_sp003487125	Enterocloster_aldenensis	Bariatricus_comes	Mediterraneibacter_torques	Blautia_A_wexlerae	Roseburia_hominis	Dorea_formicigenerans
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	4.16136	0	0	1.57326	2.60416	0	0
Healthy	0	3.38057	7.81595	0.0447	0	0.19094	0.00675	0	0.00118	0.01352	6.13899	2.11846	0.60797	0.00084	0.23589	0.34302	0.0582	0.69718	0	0.06081
Healthy	0	63.6526	1.18713	0.01163	0	0	0.02936	0.00156	0.00173	0.00169	0	0.67821	0.05203	0	0	0	0.00807	0.02017	0	0
Healthy	7.78707	0.08787	0	0.70132	0.0867	0	0	0	0	0	0	0	0.39997	6.82519	0	0	1.68467	3.52668	0	0.68055
Healthy	0.01225	28.6499	4.33794	0	0.0323	0	0	0	0	0	1.27259	0	0	0	0.00457	0.02599	0.06939	0.04442	0.24547	0
Healthy	0	0	0	12.2878	0	0.00051	0	0	0.00019	0	5.44664	5.83056	0.50211	0.08436	1.44076	0.53649	0.14148	0.27275	3.23428	0.13818
Healthy	0	6.26248	0.0579	0	0	0	0	0	0	0	0.07548	0.68997	0.00167	0.33564	0.05868	0	0.09518	0.0503	0.00293	0.00569
Healthy	0.1229	0.15743	0	0	0	0	0.00327	0	0.00306	0	2.98983	0.00645	0.41294	0.12605	0.1441	0.33036	0.00733	0.27382	0.77751	0.18968
Healthy	0	1.53924	0.00273	3.59382	0	0	0	0	0.03123	0	19.0295	5.24592	0.20648	0.34673	0.35557	0.88045	0.86643	0.17708	2.05859	0.12285
Healthy	0	0	7.13816	0.02537	0	0	0	0	0	0	8.96585	1.83791	0.12093	0.00691	0.97486	0.76706	0.02736	0.2639	0.05946	0.26852
Healthy	0	4.15006	0	0.00798	0	0	0	0	0.00289	0	7.17823	0.00239	0.06367	0	0.07335	0.00515	0.01139	1.09372	0.05813	0.40218
Healthy	0	0.0127	0	0	0	0	0	0	0	0	20.3189	0.05631	0.28747	0	0.47332	0.06117	0.14164	0.1932	0.02898	0.13326
Healthy	0	0	0	6.59216	0	0	0.08815	0	0.00283	0.00958	0	0.03261	0	0	0	0	0.93613	0	0	0
Healthy	0	0.02723	0.31141	0	0	0.03302	0.0384	0	0	0	2.16269	0.69764	0.02152	0.22899	0	0.06499	0.18183	0.09191	0.51486	0
Healthy	0.04193	0.36842	0	0	0	0.0045	0	0	0.00119	0	5.15111	2.98859	5.92	3.22606	4.87744	1.84231	0.26964	1.65058	0.00823	1.74192
Healthy	0	0	7.72056	0.66045	0	0	0	0	0	0	0.66189	0	0	0.24998	0	0	0.13277	0	0	0.06429
Healthy	7.93834	0	0	0	0.02927	0	0	0	0	0	2.32693	0.68273	0	0	0.07583	0.10356	0.29511	0.21365	1.44738	0.03043
Healthy	0	23.0805	2.69371	0	0.03462	0	0	0	0	0	3.61552	1.07907	0.03622	0	0.06059	0.02756	0.08277	0.02106	0.26092	0
Healthy	0.02379	28.8486	0	0.00071	0	0.52102	0	0.00752	0	0.0075	0.00586	0.00105	1.30742	0.91134	0.07663	0.04803	0.12526	0.21336	0.01221	0.18746
Healthy	0	0	0	0.60748	0	2.99242	0.00186	1.99748	0.00314	0.0063	0.62356	16.9685	0.43632	4.3106	0	0.5692	0.04304	0.04082	5.43005	0
Healthy	0	0	0	0	0	0	0	0	0	0.00805	0	0	0	0	0	0	0	0	0	0
Healthy	0	9.43668	0	0	0	0	0	0	0	0	0	0	0.84303	2.39212	0.72326	0.02308	0	0.41664	0	0.21496
Healthy	3.88687	0	0	0	0	0	0	0	0	0	7.22091	2.67334	0.75911	0	0.93902	0.71639	0.08538	0.43427	0.15386	0.33129
Healthy	0	4.76047	0	0	0	0.05363	0	0	0	0	7.56575	3.40203	0.62297	1.00528	0.45191	0.41155	0.12072	1.97453	0.38698	0.2432
Healthy	0	0	0	0	0	0	0	0	0	0	44.18	14.4977	0.61245	0.46561	0.33644	0.34471	0.15845	0.24614	0.09369	0.26598
Healthy	0	2.7503	2.64022	0	0	0	0	0.15375	0.00973	0.01771	0	1.799	0	1.3244	0	0	0.86523	0.11843	0	0
Healthy	2.57798	0	0	0	0	0	0	0	0	0	0.57617	1.86405	0	0.1382	0	0.5091	0.15985	0.01394	0	0
Healthy	0.14393	0	0	0	0.0634	0.04366	0	0	0.04239	0	0.03799	12.0383	0.13098	1.59323	0.32589	0	0.12163	0.69689	0	0.05913
Healthy	0	0.00549	0	0	0	0.15991	0.04363	0.05091	0.00255	0.00715	1.98732	0.27024	0.00738	0.56058	0.217	0.02591	0.03746	0.0697	0.4829	0.05368
Healthy	0	14.9064	0	0	0	0.00758	0.01869	0.0131	0	0	1.14195	0.23358	0.2484	0.13055	0.15092	0.10251	0.08591	0.41019	0.36758	0.03537
Healthy	0	0.00838	0	0.00328	0	0.02361	0.00412	0	0	0	5.3572	0.63136	0.0145	0.3873	0.33649	0.03025	0.28642	0.22889	2.17889	0.03834
Healthy	0	0.03932	0	0	0	0.01481	0.09409	0	0	0	2.88879	17.8675	1.46696	0	0.08194	0.38314	0.1708	0.14208	0.01437	0.04189
Healthy	0.23585	3.35542	0	0	0	0	0	0.04323	0	0	2.15367	0.00967	0.35864	1.12872	2.06466	0.89498	0.34162	0.12659	0.56326	0.81248
Healthy	0	0	0.02518	0.15156	0	0	0	0	0.00069	0.07522	11.2954	18.069	3.07329	0	0.65556	1.54417	0.02429	1.2803	0	1.16976
Healthy	0	0	3.71537	0	0	0	0	0	0	0	0	0	0	0.48966	0	0	0.18839	0.62061	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	5.10159	0.75741	0	0	0	0	2.65375	0	0	0
Healthy	0	0	2.52775	0	0	0.10612	0	0.10204	0	0.00878	11.5228	13.2567	2.4886	0	0	1.71157	0.0508	0.32718	0.17317	0
Healthy	0	2.60307	0	0	0	0	0	0	0	0	1.03672	0.22341	0.00317	0.06336	0	0	0.14119	0.12119	3.86738	0.03815
Healthy	0.18666	1.28777	3.15079	0.08994	0	0.30733	0.00696	0.01572	0.0045	0.03122	1.1407	3.30644	1.21352	1.65829	0.93136	0.99168	0.26864	0.41403	1.35786	0.8145
Healthy	1.01868	0.74354	0	0	0	0	0	0	0	0	0.55586	0.06438	0	0.40818	0	0	0.13709	0	0	0
Healthy	0.34077	0	0	0	0	0	0	0	0	0	1.15612	0.69709	0.05333	0.23014	0.64293	0.15137	0.05201	0.02785	0	0.10795
Healthy	0	0	2.41852	0.08406	0	0	0	0	0	0	21.2479	0	0	0	0	0	0.04855	0.02029	0	0.01056
Healthy	0	0	0.30743	0.02988	0.32182	0.01591	0	0.00686	0	0.00467	1.68102	13.7456	0.35937	1.69284	0.09347	0.3322	0.01133	0.2272	0	0.35944
Healthy	0	0	5.97402	0.00782	0	0	0.04601	0	0	0	1.49915	1.0791	0.03764	0.16479	0.01232	0.02457	0.064	0.01032	0.6145	0.00159
Healthy	0	20.6516	4.78544	0	0	0	0	0	0	0	6.08008	0	0	0	0	1.43737	0.09281	0.07024	0.08304	0
Healthy	0	0.27401	0	0	0	0	0	0	0	0	0	0.95946	0	0	0	0	3.16967	0	0.22255	0
Healthy	2.70435	0	0	0	0	0	0	0	0	0	4.97835	1.38051	0.61543	0	1.26308	0.38827	0.02275	0.65202	0.38982	0.15235
Healthy	0	0	0	7.70447	0	0	0	0	0	0.00404	0	0.0125	0	0	0	0	0.52431	0	0	0
Healthy	0.01533	1.38365	0.25333	0.08618	0.00625	0	0	0	0.00283	0.0217	16.991	1.14024	0.57543	1.19512	10.9092	2.81085	0.02135	1.20418	0.65667	3.85861
Healthy	0	0	0	0.00442	0	0.00649	0.00915	0	0	0	7.26817	2.15726	0.12482	0.00473	0.5801	0.03997	0.06237	0.23504	0.03995	0.04429
Healthy	3.41203	1.38932	0	0	0.03127	0.13253	0	0	0	0	4.54339	0	1.26933	0.20174	0.48875	0.13434	0.04486	0.15993	0.18894	0.12167
Healthy	0	25.8812	0	0	0	0	0.00185	0	0.02358	0	0	0.73952	0	0	0	0.00756	0.02969	0	0	0
Healthy	42.6678	0	10.7694	0.30101	0	0	0	0	0	0	1.76371	0	0	0	0	0.01548	0.13645	0	0	0
Healthy	0.00101	0.01308	0	0.08915	0	0.37181	0.02647	0.0614	0.00484	0.00203	1.82102	10.6339	0.68065	0.58754	2.63715	0.63447	0.11564	0.33421	0.43152	0.80071
Healthy	0.84844	0.40577	8.23983	0	0	0	0	0	0	0	0	0	0	0	0	0	0.23774	0	0.00319	0
Healthy	0	0	0	0	0	0.04657	0	0	0	0	0	0	1.2024	2.41086	0.77393	0.97141	0.41266	1.22957	2.0635	0.622
Healthy	0	0.85477	0	0.04808	0	0	0	0	0	0	7.45631	0.62427	0.25733	0.39077	1.02578	1.1488	0.63235	0.1457	0.31354	0.36349
Healthy	0	0.2457	0	0	0	0	0	0	0	0	0	0.91309	0	0	0	0	1.83974	0	0.20886	0
D011236	48.2322	4.07881	0.28979	0	0.37229	0.12424	0.03823	0.02976	0.00218	0	0.00289	0	0	0	0	0	0.01097	0	0	0
Healthy	8.27284	0	0	0	0.03043	0.00191	0	0	0	0	3.10013	2.56092	0	0	0.03833	0.07813	0.12185	0.0295	0.47158	0
Healthy	1.31162	0	0	0	0	0.18762	0	0	0	0	0	1.22072	0	0	0	0	0.11359	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	11.947	0.30603	3.78053	2.27388	4.08053	1.23067	0.98869	4.49978	0	5.50623
Healthy	0	0	0	0	0	0	0	0	0	0	23.9764	2.33447	1.14941	0.52018	0.43046	0.30505	0.18272	0.37801	0.10825	0
Healthy	0	0	15.6198	0	0	0	0	0	0	0	2.94504	0	0	0.8744	0.01128	0	0.07466	0.03604	0	0.2065
Healthy	0	0	0.42754	0	0	0	0	0	0	0	3.705	21.8277	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0.00192	0	1.30873	7.74784	0.36299	0.1718	1.40097	0.67735	0.10777	0.39328	0.13306	0.18894
Healthy	0	1.97241	0	0	0	0	0	0	0	0	2.19103	0	0	0.62314	0.3666	0.04049	0.06337	0.004	0.12616	0.00336
Healthy	0	0.00199	0	1.45828	0	0	0	0	0	0	0.84222	0.03356	0.00059	0	0.40395	0.07631	0.04683	0.12503	0	0.04546
Healthy	0	1.79913	0	0	0	0	0	0	0	0	0.71776	6.81295	0.02357	0.15678	0.0287	0.28179	0.00262	0.14383	0.58971	0.07595
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	14.9066	0	0.10505	0	0	0.0363	0	0	0	0	0	0.00522	0.06393	0.0965	0	0.01171	0.04293	0	0
Healthy	7.79743	0	0	0	0.01067	0	0	0	0	0	2.182	0.65716	0	0	0.065	0.10432	0.14912	0.1763	1.60173	0.02904
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	6.19997	0.03901	0	0	0	0.00928	0	0	0	0.09517	0.7283	0	0.26552	0.03523	0	0.05233	0.04224	0.01124	0.00713
Healthy	0	0.9279	0.57009	0	0	0	0.02688	0	0.01299	0	0	4.63145	0.15364	0.90659	0	0	0.02879	0.32072	0.10731	0.08761
Healthy	0	0.76005	0	0	0	0	0	0	0	0	0.3506	0	0	0.25629	0.06514	0.09057	0.05836	0	0.45458	0
Healthy	0	19.4499	4.66449	0	0	0	0	0	0	0	0.69227	0	0	0.06449	0	0.0588	0.28563	0.07273	0.46683	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90323	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	1.30053	2.10902	1.12834	0.96879	2.18281	1.83693	0.83593	0.61855	0	0.08359
Healthy	0	0	0	0	0	0.0784	0	0	0	0	0.73246	0	0.37633	0	1.43792	0.85952	0.0381	0.33537	0.31255	0.22928
Healthy	0	25.0788	0	0	0	0	0.01212	0	0.01628	0	0	0.71541	0	0	0	0.00761	0.01705	0	0	0
Healthy	0	0	1.00888	0	0	0	0	0	0	0	1.94552	0	0	0	0	0.06172	0	0	0	0
Healthy	0	2.03004	0	0	0	0	0	0	0	0	2.08516	0.00675	0	0.62736	0.43911	0.0358	0.524	0.00771	0.20503	0.0162
Healthy	1.8594	0	0	0	0	0.10171	0	0	0	0	0	1.32495	0	0.05146	0	0	0.14861	0	0	0
Healthy	0	0.16829	0	0	0	0.40159	0	0	0	0	0	0.99991	0	0	0	0	0.90614	0	0	0
Healthy	0	0	0	0	0	0.00261	0	0	0.00401	0	7.63283	2.15434	0.04745	0.15093	0.17241	0.47015	0.64161	0.21271	0.42843	0.19583
Healthy	0	0	0	0	0	0	0	0	0	0	1.6914	12.322	0.40827	0	1.72355	0.90124	0.61337	0.19254	0	0.16462
Healthy	1.34952	0	0	0	0	0.50417	0	0	0	0	0	0	0	0	0	0	0.02153	0.04859	0.48252	0
Healthy	0	18.0556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	4.05285	0	0	0	0	0	0	0	0	0.2964	0.10439	0	0	0	0	1.06246	0	1.03663	0
Healthy	0	2.97852	0	0.11764	0	0.01454	0.02294	0	0	0	3.18599	0	0.12647	0.12011	0.12378	0	0.05446	0.13088	0.45063	0.76885
Healthy	0	1.08017	0	0	0	0.08972	0	0	0	0	2.89192	0.24537	0	0.05682	0	0	0.25005	0	0	0.01066
Healthy	0	0	8.06663	0.15218	0	0	0.01871	0	0	0	0	0.01131	0.36476	0.38686	0	0.79965	0.06451	0.02139	0.0228	0.00776
Healthy	0	0.41557	0	0	0	0	0	0	0	0	7.47157	20.2521	1.99371	1.57506	2.21972	0.8766	0.0669	2.30091	0	0.74617
Healthy	0	1.61866	0	0.01935	0.00648	0	0	0	0	0	5.52482	1.06493	0.0184	0	0.08815	0.22612	0.43478	0.22304	0	0.10688
Healthy	1.77485	0	0	0	0	0	0	0	0	0	2.58519	6.87567	0.30953	0	0.16406	0.15533	1.48122	0.63778	0	0.20179
Healthy	0	1.11682	0	0	0	0.08768	0	0	0	0	3.08986	0.28693	0	0.05066	0	0	0.1842	0	0	0.0065
Healthy	15.2181	0	0	0.02482	0.13311	0.16933	0.01398	0.11332	0.00461	0	3.56212	0.2458	0.81508	0.03277	0.43442	0.28721	0.01549	0.71598	0.18575	0.04421
Healthy	12.4993	0	0	0	0.11168	0	0	0	0	0	1.15084	1.97096	0.00471	0.13565	0.07287	0	0.20061	0.00937	0	0
Healthy	0	0	0	0.00636	0	0	0.02036	0	0	0	5.88374	0.60464	0	0.31625	0.36195	0	0.38041	0.19704	2.02136	0.02796
Healthy	0	0.00202	0	0.09084	0.04254	0.04168	0.03502	0	0.00896	0.00616	0.60854	0	0.17742	0	0.06652	0	0.01208	0.26608	2.46397	0.29756
Healthy	0	0.01752	0.00759	0	0	0	0	0	0	0	0.0145	0.00339	0	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	1.68416	0	0	0.00041	0.00207	0.65034	0.00341	0	0.012	0	11.3544	4.0802	1.94708	0.85144	1.70161	2.44092	0.06739	1.14231	0.53721	0.30587
Healthy	0	0	2.88884	0.12858	0	0	0	0	0	0	0.31298	0	0	0	0	0	0.1153	0.00993	0	0
Healthy	0	0.28492	0	0	0	0	0	0	0	0	0	0.84458	0	0	0	0	1.94538	0	0.17998	0
Healthy	0	0	0	0	0	0.17381	0.04355	0.03605	0.00738	0.01228	1.96795	0.27221	0.00482	0.55112	0.24887	0.01138	0.04926	0.13005	0.49428	0.04875
Healthy	0	0	0	0	0	0	0	0	0	0	20.6447	2.77166	0.25316	0.15977	0.11173	0.22636	0.13176	0.17574	0.01062	0.0987
Healthy	0	1.85834	0	0	0	0	0	0	0	0	2.01591	0	0	0.69124	0.40587	0.01368	0.55956	0.00757	0.17455	0
Healthy	0	0	0	0.0724	0	0	0.13551	0	0	0	0.09146	0	0	0	0	0.21032	0.02781	0.02794	0	0
Healthy	0	0	6.13294	1.67027	0	0	0	0	0	0	1.62509	0	0	0	0.05329	0	0.29127	0.22717	0	0.10468
Healthy	0.00215	4.54684	0.12829	0.03087	0	0	0	0	0	0	1.13522	0	0.0142	0.02457	0.08819	0.04898	0.02993	0.05001	0.02921	0.07355
Healthy	0	8.6263	0	0	0	0.09387	0	0.01512	0	0	3.05354	0.0717	0	0.10036	0	0.00263	0.32629	0	0.12341	0.04422
Healthy	0	0	0	0	0.00651	0	0	0.001	0.00127	0	8.70722	7.35924	0.75408	0.94643	2.59423	1.22832	0.08449	1.75379	0.76147	0.58303
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.50073	0	0	0
Healthy	0.13896	0.00128	0	0	0	0	0	0	0.00049	0	8.00883	2.47622	0.1994	0.35061	0.71224	0.98521	0.01378	0.22363	0.06481	0.34005
Healthy	0	0	1.39957	0	0	0	0	0	0	0	3.64917	0	0	0	0	0	0.00796	0.00971	0.79126	0.03866
Healthy	0	0	5.45916	0.39225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	0	6.75861	0	0	0	0	0	0	0	0	18.1635	4.58507	0	4.64414	1.14042	0	0	0	0
Healthy	0.06982	0.00655	0	0	0	0.00056	0	0	0.00244	0	1.56116	0.00756	0.19574	0.18724	0.39614	0.32208	0.10475	0.13302	0.01149	0.1214
Healthy	0	0	0	0	0	0.09959	0	0.10698	0	0.00394	3.75637	3.30195	2.31136	0.53754	1.67928	1.43145	0.04064	0.98152	1.30715	0.5249
Healthy	0.16046	0	0	0	0.03762	0	0	0	0	0	0.36707	3.6529	0	0	0	0	1.47031	0	0.02918	0
Healthy	0	0.96826	0	0	0	0	0	0	0	0	1.7109	0.03891	0.18748	0	0	0.4072	0.21907	0.15349	0.03568	0.13509
Healthy	0	0	0	0.0099	0	0.09701	0	0.00364	0.01496	0.0123	0	0.006	2.62803	1.20997	0.22724	3.39231	0.00683	2.13147	1.97544	0.31371
Healthy	0.22186	0.12232	0	0.02581	0	0.54564	0.43065	0.08311	0.02002	0.13402	0	0	14.8345	0	0	2.08425	0.11603	0.22012	0.01934	0
Healthy	0	0	0.67405	0.09393	0	0	0.07456	0.88975	0.01001	0.06514	3.03733	0	0	0	0	0	0.00803	0.00335	0	0
Healthy	12.5263	0	0	0	0.12668	0	0	0	0	0	1.23471	1.89254	0.00978	0.15255	0.04455	0	0.173	0.00163	0	0
Healthy	0	0	0.33659	0	0.05648	0.1995	0	0	0	0	0.69769	0.31167	0	0.08698	0	0	0.04796	0.02851	0.00667	0
Healthy	0	0	4.70232	0	0	0	0	0	0	0	5.2325	0.02106	0.0473	0	0.44785	0.45548	0.09	0.39655	0.05042	0.12751
Healthy	0.30969	0	33.3458	0	0	0	0	0	0	0	32.1316	0	2.60154	0	2.40405	0.9164	0.19027	1.43085	0.28618	0.25722
Healthy	0	0.00162	0	0.00724	0	0.35578	0.00289	0.01932	0.00099	0.00038	0.8883	3.87728	0.744	0.80581	0.32174	0.07514	0.07459	0.57118	0.12678	1.09577
Healthy	12.3509	0.00742	0.56439	0.01265	0	0.0672	0.01196	0.01148	0.00035	0.00106	14.4344	3.85592	0.76613	0.99048	0.12513	0.22741	0.01768	1.24323	0.66362	0.16008
Healthy	0	0	0	0.00258	0	0	0	0	0.24217	0.23941	0	0	0	0	0	0	1.60255	0	0	0
Healthy	0	0.00329	0	0	0	0	0	0	0	0	0	0	0	0.83133	0	0	0	0	0	0
Healthy	57.8985	0	3.35751	0.00941	0	0	0.3832	0	0	0	0	0	0.01562	0.14886	0	0.01559	0.04684	0	0	0
Healthy	0.00144	1.51717	5.50182	0	0	0.00775	0	0	0.00044	0	5.06344	0.92511	0.01972	0.40593	0	0.1233	0.01756	0.00782	0.05125	0.06396
Healthy	0	1.47108	3.08845	0	0	0	0.05759	0	0.0051	0	0	2.2507	0.09069	0.482	0.06945	0	0.02865	0.11886	0	0.02101
Healthy	0	6.1471	0	0	0	0	0	0	0	0	9.00412	4.35368	0.32634	0.07106	0.3478	0.51451	0.07908	0.1358	0.5083	0.09531
Healthy	0	0	0	0.00203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	2.96182	0	0	0.00207	0	0	0	0	0	1.42484	1.7073	0	0.57258	0.50352	0.07347	0.05911	0.04681	0.02719	0.02997
Healthy	1.86081	0	0	0	0	0.04434	0	0	0	0	2.56425	6.35662	0.49026	0.11939	0.36701	0.49979	0.06274	0.60867	0.00908	0.25236
Healthy	0	0	2.63906	0	0	0	0.57382	0.01656	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	25.727	0	0	0.79735	0	0	0	0	0	0.17136	0	0.06016	0	0.0482	0	0.16276	0.15714	0.12805	0.05871
Healthy	0	0	3.1302	0.15168	0	0	0.02776	0	0	0	0.34877	0	0	0	0	0	0.19084	0.05043	0	0.02357
Healthy	0	0.0063	0	0.28722	0	0	0	0	0.00715	0.00182	1.38687	0	0	0	0.02413	0	0.00928	0.00623	0	0
Healthy	0	3.74725	0	0.05876	0.00148	0.02163	0	0	0	0	6.12197	0.92374	1.44689	3.91151	2.63483	1.29352	0.16054	0.4628	0.05357	1.10206
Healthy	0	2.35496	0	0.01416	0.08258	0.26192	0	0	0.00499	0.00389	0.8047	0	1.61132	1.19242	1.02421	0.39931	0.18403	0.98263	0.07053	0.53885
Healthy	0	0	13.8864	0	0	0	0	0	0	0	0.02013	20.9506	0.65432	8.07396	0	3.09567	3.33748	1.54898	0.63923	0.4917
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	11.5476	0	0	0	0	0.0141	0	0	0	0	0.10354	0.50076	0	0.00653	0.38452	0.02527	0.08421	0	0.05532	0.00792
Healthy	0	0	0.37095	0	0.05935	0.22405	0	0	0	0	0.55184	0.35335	0	0.09496	0	0.02489	0.04774	0.03535	0.03372	0.01933
Healthy	0	0.6902	0	0	0.07777	0	0	0	0	0	0	0	0	0	0	0	0.02901	0	0	0
Healthy	0	0	0	0.01289	0	0.02795	0.02861	0	0.00391	0	0	0	1.13597	0.43562	0.73188	0.07164	0.07625	0.69008	0.48264	0.36566
Healthy	0	0	0	0	0	0	0	0	0	0	2.86952	0.08515	0.88881	0.18546	0.67915	0.27732	0.54282	0.56984	0.24881	0.21141
Healthy	0	20.5736	4.61335	0	0	0	0	0	0	0	5.97417	0	0	0	0	1.36978	0.42781	0.08343	0.04934	0.02209
Healthy	0	3.46105	0	0	0	0	0	0	0	0	0.28056	0.03449	0	0	0	0	0.05535	0	5.61169	0
Healthy	0	12.8368	0	0.37521	0	0.06423	0	0.01759	0.06512	0	7.1531	1.04447	0.27156	0	0	0.54786	0.06239	0.30499	0.03784	0.27336
Healthy	0	0	0	0	0	0	0	0	0	0	2.66133	0	1.38983	0.95473	0.0099	0.65662	0.59747	0.94119	0	0.42065
Healthy	0	0	0	0	0	0.51778	0	0.14399	0	0	1.01921	0	0.88429	1.05088	0	0	0.24852	0.33446	0	0.39779
Healthy	0	0	1.71806	0.08784	0	0	0.08002	0.00127	0.00326	0.04376	7.46586	7.89261	0.24945	2.79408	0	0	0.12449	0.30773	0.07685	0
Healthy	1.48736	0	0	0	0	0	0	0	0	0	0.59629	1.51624	1.35625	0	1.2324	0.93931	0.17713	0.4218	1.09224	0
Healthy	0	0	4.65646	0	0	0	0	0	0	0	0	32.483	0.21971	0	1.74283	2.39375	0.75847	0.95731	0	0
Healthy	0.0125	7.47397	0	0	0.07262	0.04271	0	0	0	0	0	0.06731	0.22783	0	0.02957	0.27856	0.07767	0.11705	0	0.09402
Healthy	0	0.48056	0	0	0	0	0	0	0.05992	0	9.68422	0.00042	0.11749	0.55142	0.69794	0.16818	0.06039	0.28329	0.29931	0.21763
Healthy	0	0	0	0	0	2.01574	0	0	0	0	7.88167	4.36137	0	2.04615	0	0	0	0	0	0
Healthy	0	0	6.98796	0	0	0	0	0	0	0	3.53974	0.06202	0.28134	0	0.12932	0.25267	0.12507	0.12093	0.58299	0.10665
Healthy	0	0	0	0	0	0	0	0	0	0	11.183	0	0	0	0	0	0	0	0	0
Healthy	0	0	7.20451	0.18672	0	0	0	0	0	0	0	0	0.4263	0	0	0.10479	0.99151	0.13061	0	0.16076
Healthy	0	0	0	0.0041	0.09125	0.11888	0.07006	0.02017	0.00244	0.00375	10.2666	11.3365	3.14218	1.12483	2.22476	0.91284	0.00161	0.54876	0.10573	1.97697
Healthy	0	0	6.85703	0	0	0	0	0	0	0	1.83243	7.33099	2.63855	0	0	0	0	0	0	0
Healthy	1.16522	0	0	0	0	0	0	0	0	0	5.57702	1.49798	0.74748	0	1.86496	0.33161	0.0334	0.22425	0.09733	0
Healthy	0	0.09395	0.00022	0.70844	1.52942	0.01093	0.20603	0.01948	0.00042	0	1.48845	0.00316	0.86308	0.73934	0	0	0.09697	0.1341	0.83484	0.52695
Healthy	0	0	6.24722	1.65049	0	0.00525	0	0	0	0	1.66805	0	0	0	0.04987	0	0.19645	0.20394	0	0.10167
Healthy	0	0	6.00485	0.5615	0	0	0	0	0	0	0.81814	0	0	0	0.00267	0	0.08321	0	0	0.00415
Healthy	0	0	5.80735	0.56074	0	0.00461	0	0	0	0	0.89611	0	0	0	0	0	0.16637	0	0	0.01433
Healthy	0	0.03644	0.32486	0	0	0.02285	0.04877	0	0	0	2.13187	0.69164	0.04057	0.22265	0	0.08054	0.12017	0.09705	0.54157	0
Healthy	8.75092	0	0	0.04954	0	0.04251	0	0.04345	0	0.00095	4.02246	4.60894	0.86436	0.41176	2.4429	0.73294	0.01919	0.54442	0.61903	0.35703
Healthy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	0	5.98757	0	0	0	0	0	0	0	0	0	0.44254	0	0	0	0	0	0	1.73259	0
Healthy	0	0	0	0	0	0	0	0	0	0	2.31189	1.75271	0.52926	0	0.89815	0.71316	0.00371	0.2151	0.27902	0.05786
Healthy	0.76459	7.16883	0	0.23416	0	0	0	0	0.18429	0	0	0	0	0.68492	0	0	0.26401	0	0	0
Healthy	0	0	6.25982	0.022	0	0	0	0	0	0	3.23148	0.02299	0.3707	0	0.11429	0.27323	0.19689	0.13837	0.67403	0.09434
Healthy	0	1.65466	0	0	0	0.16393	0	0	0	0	0.3356	6.28787	0.14344	0.94487	0.19173	0.15909	0.01134	1.10363	0.04869	0.10788
Healthy	0	0	0	0	0	0	0	0	0	0	5.21351	8.56068	1.24667	0.2099	1.28746	1.35017	0.13895	1.30232	0.05408	0.55255
Healthy	0	0	0.52251	0	0	0.00055	0	0	0.00328	0	2.24135	0.00025	0.32494	0.24642	0.04887	1.5029	0.00577	0.16274	0.10722	0.11417
Healthy	12.6406	1.9954	0	0	0	0.2156	0	0.00314	0	0.00775	0.97179	0	0.57133	0	0.07738	0.13522	0.80719	0.22865	0.71219	0.30483
Healthy	43.4369	0	10.6897	0.30994	0	0	0	0	0	0	1.75764	0	0	0	0	0	0.3709	0	0	0
Healthy	0	2.51536	0	0	0	0.12626	0	0	0	0	2.63843	0	0.01438	0.00624	0	0	0.186	0.11329	6.90332	0.02073
Healthy	0	0	0	0	0	0	0	0	0	0	3.12724	0	0.55981	0.14805	0.27248	0.44211	0.27871	0.25	0.10686	0.2295
Healthy	0	0	0.36077	0	0.08475	0.22473	0	0	0	0	0.54401	0.33221	0	0.1252	0	0.01071	0.01514	0.03797	0.02431	0
