group	Bacteroidaceae	Ruminococcaceae	Bifidobacteriaceae	Enterobacteriaceae	Selenomonadaceae	Streptococcaceae	Pasteurellaceae	Peptostreptococcaceae	Veillonellaceae	Micrococcaceae	Burkholderiaceae	Streptococcaceae	Coriobacteriaceae	Acidaminococcaceae	Erysipelotrichaceae	Erysipelatoclostridiaceae	Veillonellaceae	Pasteurellaceae	Lactobacillaceae	Peptostreptococcaceae
Healthy	19.29414	4.97876	7.77362	0.16062	0	0.02639	0.00115	0.08685	0.0041	0	0.04399	0.02639	0.46969	0	8.61011	3.13542	0.0041	0.00115	0.01077	0.08685
Healthy	28.88681	3.54513	0.98615	0	0	0.00826	0	0	0	0	0	0.00826	0	0.08075	0.15956	0	0	0	0	0
Healthy	60.64059	2.04312	0	0	0.01754	0	0	0	0	0	0	0	0.57405	0.13047	0.15583	0.0912	0	0	0	0
Healthy	7.6748	8.52807	2.41186	0.55205	0	0.76771	0	0.13183	0	0	0.03789	0.76771	0	0	0.01211	0.9098	0	0	0.16841	0.13183
D013167	47.92037	13.809	1.54344	0.31873	0.3884	0.03854	0.06407	0.15396	0.02562	0.09575	5.84245	0.03854	0.62434	0	0.00567	0.00302	0.02562	0.06407	0.1058	0.15396
Healthy	33.22625	4.40121	12.2649	0.09424	0	0.23922	0	0	0.00405	0	0.0019	0.23922	1.31489	0	0	0	0.00405	0	0	0
Healthy	33.95532	4.25443	3.80101	0.10131	0	0.11453	0	0	0.01678	0	0.17636	0.11453	0	0	0	0	0.01678	0	0	0
Healthy	45.22248	4.15665	18.2818	10.96439	0	0.00017	0.00236	0.09905	0.08037	0	0.25882	0.00017	3.44456	0	0.0314	0.00477	0.08037	0.00236	0.01026	0.09905
Healthy	27.75371	2.78791	0	0	2.83502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	12.72489	10.6634	0	10.1218	0	0.23294	0	0	0	0	0	0.23294	0.00949	3.42114	1.57624	0	0	0	0	0
Healthy	20.94654	19.43829	1.13764	0	0	0.92349	0	0	0	0	0	0.92349	0.87339	1.92331	0	0	0	0	0	0
Healthy	56.03619	1.88917	0.37575	0	0	0	0	0	0	0	0.19444	0	0	0	0.25493	0	0	0	0	0
Healthy	16.66603	4.36706	2.10804	0.06144	0	0	0	0	0	0	0.06719	0	0.02782	0	0.00774	0	0	0	0	0
Healthy	14.61281	2.32432	0.73474	0.03789	0	0.11551	0	0.22656	0	0	0.00476	0.11551	0.04185	0	0.04867	0	0	0	0	0.22656
Healthy	14.24623	5.63071	0.26293	0	0	0	0	0	0	0	1.94292	0	0.33626	0	1.04698	0	0	0	0	0
Healthy	27.51054	2.33618	0.0192	0	0	0.00336	0	0	0	0	0.00766	0.00336	0	0	0.82434	0	0	0	0	0
Healthy	37.93617	12.65904	1.53366	0.01927	0	0	0.04154	0	0.02279	0	0	0	0	0	0.0061	0	0.02279	0.04154	0.00755	0
Healthy	10.70121	1.04751	9.0717	2.17433	0	0.02439	0	0.00638	0	0	0	0.02439	2.54096	0	0.46721	0.84564	0	0	0.19586	0.00638
Healthy	9.47264	1.36329	0	0	0	0	0	0	0.97483	0	0	0	0	0	0	0	0.97483	0	0	0
Healthy	23.33105	4.51495	0.31596	0.12276	0	0.56996	0.0026	0.35254	0	0.01816	1.33098	0.56996	0.17763	1.19187	0.29557	0	0	0.0026	0.01753	0.35254
Healthy	4.54417	3.86384	8.03862	8.15067	0.20141	3.27288	0	0	0	0	0.00966	3.27288	3.1476	0.03543	6.15808	0	0	0	9.00898	0
Healthy	9.90735	9.55983	25.09845	0	0	0	0	0	0	0	0	0	1.68486	0	0	1.00457	0	0	0	0
Healthy	30.0283	0.74063	0.38804	0	0	0.23627	0	0	0	0	0.23708	0.23627	0.56061	0	0	0	0	0	0	0
Healthy	20.15041	0	43.7486	0.3122	0	0.12415	0	0.51615	0.06983	0	0.07912	0.12415	3.15155	0	0	0.16446	0.06983	0	0.07895	0.51615
Healthy	15.96473	0.17357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	92.95383	1.4264	0	4.40645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	20.91101	5.5215	0.43598	0.05786	0	0.02073	0.19642	0.04477	0.01788	0	1.27027	0.02073	0.29505	0.27462	0.16915	0	0.01788	0.19642	0	0.04477
D013167	48.65666	10.62915	0.56492	0.97796	3.40959	0.05487	0.07366	0.12001	0.04565	0.02622	0.19171	0.05487	0	0.02607	0.06342	0	0.04565	0.07366	0	0.12001
Healthy	18.58649	24.59392	2.01319	0	0	0.98912	0	0	0	0	0	0.98912	3.81741	1.95357	11.1676	0	0	0	0	0
Healthy	33.91315	5.30925	0.89777	0	0	0.71498	2.12326	0	1.01208	0	5.95715	0.71498	0	3.51077	0	0	1.01208	2.12326	0	0
Healthy	11.10284	9.70701	0.49436	0	0.02586	0.42563	0.25386	0.10367	0.10908	0	0.21246	0.42563	0.14914	0.51509	0.85731	0	0.10908	0.25386	0	0.10367
D013167	8.85853	35.93657	0.80911	0.01795	0.17438	0	0	0.02456	0	0	0.68973	0	0.19332	0	0.02896	0	0	0	0	0.02456
Healthy	73.73829	4.15944	0.33628	0.35049	0	0.00207	0	0	1.06003	0	0.01922	0.00207	0.21767	0	0.11113	0	1.06003	0	0	0
Healthy	44.42219	8.57228	2.08671	2.08425	0	1.07361	0.04557	0.0082	0.5279	0	0.01018	1.07361	0.63933	0.00174	0.01294	0.08482	0.5279	0.04557	0.27969	0.0082
Healthy	0.0054	0.00497	0.01223	21.42305	0	0.51683	0.08013	0	0.2387	1.1473	0	0.51683	0	0	0	0	0.2387	0.08013	0.00834	0
Healthy	56.21861	3.86148	1.17533	0	0	0.10617	0	0.04171	0	0	0.05324	0.10617	0	0	0.00371	0	0	0	0	0.04171
Healthy	23.86403	8.90608	0.0395	0.08108	0	0.03817	0.05207	0.02152	0	0	0.2314	0.03817	0.11569	0	0.4962	0	0	0.05207	0	0.02152
Healthy	7.98729	7.24935	0.2987	0	0	0	0	0.07903	0	0	0.01243	0	0.08084	0	2.37194	0	0	0	0	0.07903
Healthy	27.00905	6.58109	0	0	0	0	2.27487	0	0	0	6.83995	0	0	0.53378	0	0	0	2.27487	0	0
Healthy	50.52223	2.74234	0.68307	0	0	0	0	0	0	0	0.09745	0	0.60541	0	0.02092	0.1339	0	0	0	0
Healthy	5.48987	0	74.71421	0	0	0.02097	0.01913	0	0.08503	0	0	0.02097	0.00674	0	0	0	0.08503	0.01913	0	0
Healthy	66.15968	5.06861	0	0	0	0.01317	0.00287	0	0.06535	0	7.93494	0.01317	0.19819	0	0	0	0.06535	0.00287	0	0
Healthy	23.53143	4.4121	2.34545	1.4441	0	0.0095	0	0	0.08298	0	1.8415	0.0095	0.53687	0	0.123	0	0.08298	0	0	0
Healthy	17.30628	16.49589	16.63561	0.0498	0	0.09111	0.00571	0.03796	0	0.0323	0.00493	0.09111	1.98285	1.77931	1.33077	0	0	0.00571	0	0.03796
Healthy	28.721	31.30495	1.15248	0.04365	0	0	0	0	0	0	4.22759	0	0	2.85095	0	0.21959	0	0	0	0
Healthy	53.05437	1.65036	0.23845	0.01873	0	0	0	0	0	0	0.1197	0	0	0	0.03537	0	0	0	0	0
Healthy	55.24442	1.39858	0.26197	0	0	0.00951	0.04371	0	0.10206	0	1.83934	0.00951	0.09277	0	0.20298	0	0.10206	0.04371	0.13192	0
Healthy	41.47742	3.04774	0	0	0	0	0	0	0	0	0.5632	0	0.00169	0	0	0	0	0	0	0
Healthy	8.99204	3.7498	0.02124	10.002	0	0.01204	0	0	0	0	0.30795	0.01204	1.27472	0	0.16277	0	0	0	0	0
Healthy	69.00583	4.47095	0.357	0.12787	0.2294	0.00567	0	0	0	0	0.0369	0.00567	0.01977	0	0.1067	0	0	0	0	0
Healthy	23.65422	4.42643	2.35696	1.42793	0	0	0	0	0.08261	0	1.8845	0	0.46518	0	0.07691	0	0.08261	0	0	0
Healthy	4.75543	5.89557	2.30899	0	0	0	0	0.00357	0	0	0.07083	0	0.28827	10.00915	0.88193	0.07425	0	0	0	0.00357
Healthy	7.37254	9.80063	0.00442	0	0	1.86153	0	0	0	0.00405	0.26147	1.86153	0.57765	0	0.06338	0	0	0	0	0
Healthy	36.81586	0.58902	0	2.06596	0	0	0	0	0	0	0.30887	0	0	0	0	0	0	0	0	0
Healthy	20.88629	2.5932	3.35317	0.00647	0	0.03316	0.01326	0.81709	0	0.00684	0	0.03316	0	1.0463	0.19042	0.00959	0	0.01326	0	0.81709
Healthy	9.59318	4.7883	9.71864	0.8847	0	0.09659	0.06358	0.49934	0	0	0.07183	0.09659	1.56235	0	2.51885	0	0	0.06358	0	0.49934
Healthy	15.57994	2.45685	1.10181	0.40114	0	0.08462	0	0	0	0	0.02854	0.08462	0.6919	0.05493	0.49112	0	0	0	0	0
Healthy	21.94129	1.85642	5.73753	0	0	0	0	0	0	0	0.32236	0	0.97478	0	0	0	0	0	0	0
Healthy	60.47469	1.29313	0.00582	1.80581	0	0.69912	0.76587	0	2.58237	0.00365	0	0.69912	0	0	0.15199	1.55161	2.58237	0.76587	0	0
Healthy	18.33958	6.06195	2.35208	0	0	0	0	0	0	0	1.47058	0	0.35267	0	0	0	0	0	0.02734	0
Healthy	30.90247	1.46593	0	0	0	0	0	0	0	0	0	0	0	0	0.50121	0	0	0	0	0
Healthy	87.4567	0	0.24107	0.12828	0	0.23364	0	0.0197	0.20735	0	0	0.23364	0	0	0	0	0.20735	0	0	0.0197
Healthy	33.05903	10.46024	0.18039	0.03446	0	2.36528	0.03986	0.27995	0	0	0.12716	2.36528	0	0	0.15382	0	0	0.03986	0.15845	0.27995
Healthy	92.41809	1.44276	0	4.44716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	31.51137	0.6751	1.94488	0.33297	0	0.05879	0	0.03556	0.04238	0	0	0.05879	0.82064	0	2.19756	0	0.04238	0	0.01144	0.03556
Healthy	41.98378	1.26561	0	0.07423	0	0.08228	0.02426	0.07712	0.26655	0	0.01291	0.08228	0	0	0.07893	0.00128	0.26655	0.02426	0.00332	0.07712
Healthy	4.62884	0	69.66892	11.0772	0	0.16385	0.01154	0	1.60027	0.00283	0.50592	0.16385	1.54817	0	0.10551	0.07725	1.60027	0.01154	0.20581	0
Healthy	89.96456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	37.63209	1.96123	0.37442	0.71272	0	0.03834	0	0	0	0	0.03187	0.03834	0.84479	0.03575	0.39877	0	0	0	0	0
Healthy	30.23581	1.18381	5.38755	0	0	0.00611	0	0	0.0233	0	0.26698	0.00611	0.6499	0	0.24125	0	0.0233	0	0	0
Healthy	17.69977	5.77878	4.06155	0	0	0	0.2299	1.66741	0.20619	0	0.08659	0	0.29651	0	1.24965	0	0.20619	0.2299	0	1.66741
Healthy	14.96336	0.00146	42.28763	0.63191	0	0.00615	0	0.55315	0.007	0	0	0.00615	13.5973	0	0	0.08468	0.007	0	8.35173	0.55315
Healthy	85.37122	0.91136	0	0.28946	0	0.2402	0	0	0.02553	0	0.12364	0.2402	0.13159	0	0.03294	0	0.02553	0	0	0
Healthy	54.0871	3.35792	0.00501	0.0817	0	0	0	0	0	0	0.22215	0	0	0	0.02227	0	0	0	0	0
Healthy	55.62782	2.18424	0.63734	0.08549	0	0	0.02733	0	0.18509	0	0.24043	0	0.18241	0	0.16376	0	0.18509	0.02733	0	0
Healthy	74.61544	3.33293	0	0.26297	0	0.16751	0.07496	0.14209	0.03374	0	0	0.16751	0.20699	5.04781	3.31592	0.54752	0.03374	0.07496	0	0.14209
Healthy	0.00098	0	82.101	0.09045	0	0.68429	0.03219	0	3.79897	0.09082	0	0.68429	0	0	0.05897	0	3.79897	0.03219	2.4052	0
Healthy	20.72322	26.60034	0.28799	0.099	0	0	0.27366	0.29432	0.0132	0	0	0	0.10656	0	0.01473	0	0.0132	0.27366	0.10334	0.29432
Healthy	16.46483	6.32644	1.0323	9.25016	0	2.02082	0	0	0	0	0	2.02082	0	0.07379	0	0	0	0	0	0
Healthy	58.03784	1.33056	0.09429	0	0	0	0	0	0.02104	0	1.01387	0	0.01329	0	0.08408	0	0.02104	0	0.12598	0
Healthy	55.54874	2.21885	0.65029	0	0	0	0.00847	0	0.21827	0	0.27881	0	0.15168	0	0.15339	0	0.21827	0.00847	0	0
Healthy	12.27783	0.17807	0	1.2703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	49.08521	1.74219	1.12602	0	0	0	0.01169	0	0	0	0.66299	0	0.14674	0	0	0	0	0.01169	0	0
Healthy	60.89541	3.811	0.00479	0	0	0.06632	0.06093	0	0	0	0.59019	0.06632	0.02408	0	0.79394	0	0	0.06093	0	0
Healthy	8.87961	3.24922	0	0	0	0	0	0	0	0	0	0	0	0	0.36278	5.16955	0	0	0	0
Healthy	46.30492	2.67121	0.79582	0	0	0.07253	0	0	0	0	3.16566	0.07253	0.51706	0	0.06437	0.1061	0	0	0	0
D013167	31.44539	10.0893	0.01963	0.05737	2.60901	0.59138	0.66314	0	0.2112	0.00997	0.01846	0.59138	0.32659	0	0.11549	0.00858	0.2112	0.66314	0	0
Healthy	38.86226	3.38598	26.32632	0	0	0	0	0.18783	0	0	0.0302	0	0.13984	0	0.61706	0	0	0	0	0.18783
Healthy	15.06161	2.15496	0.42654	46.2181	0	0.45277	0	0	0	0	0	0.45277	0.21773	0	0	0	0	0	0	0
Healthy	28.33744	31.53326	0	0	0	0	0	0	0	0	0.01848	0	0	0	0.83493	0	0	0	0	0
Healthy	45.9444	5.23326	1.42318	0.12448	0	0.04798	0	0	0	0	0.03135	0.04798	0.32884	0	0	0	0	0	0	0
Healthy	28.8758	0	19.4366	2.85526	0	30.96	0.11266	0.52212	0	0	0	30.96	0	0	0	0	0	0.11266	0.40283	0.52212
Healthy	62.92679	1.65184	0.06069	0	0	0	0	0	0	0	0.24272	0	0	0	0	0	0	0	0	0
Healthy	6.04184	4.20348	0.08437	1.36828	0	0.41852	0	0	0.00409	0	0.03776	0.41852	0.0616	0.0076	0.08283	0.03477	0.00409	0	1.33554	0
Healthy	48.282	1.58183	1.03817	0	0	0	0.00382	0	0	0	0.61221	0	0.16928	0	0	0	0	0.00382	0	0
Healthy	2.50231	8.58754	8.5068	9.40828	3.77948	0.7609	0.29666	0.00798	0.01636	0.0103	0.11923	0.7609	0.5187	1.37754	0.03863	0	0.01636	0.29666	0.00306	0.00798
Healthy	50.37213	2.36085	0.11551	0.25095	0	0.28896	0.09921	0	0	0	0.23837	0.28896	0.02603	0	0.10789	0	0	0.09921	0	0
Healthy	35.48593	7.46226	0.17431	0	0	0.20963	0	0	0	0	0.61436	0.20963	0.26738	9.85721	3.98076	0	0	0	0.03678	0
Healthy	32.93431	3.98119	0.51653	0	0	0.41624	0	0.02288	0.00348	0	0.51012	0.41624	0.07174	0	0.018	0	0.00348	0	0	0.02288
Healthy	28.70693	13.44965	0.31313	0.08686	0.15524	0.27805	0.01291	0.06082	0.01984	0	0.47825	0.27805	0.09543	0	0.08361	0.00078	0.01984	0.01291	0.03341	0.06082
Healthy	1.1413	0	0.46948	93.0192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	24.91609	9.38558	29.71022	4.15827	0	0.00816	0.13422	0.04863	0.3593	0	2.05418	0.00816	3.12494	0.09753	0	0.01656	0.3593	0.13422	0.00165	0.04863
Healthy	43.08631	0.0065	0.04196	10.5315	0	0.15555	0	0	0.76797	0	0.15486	0.15555	0.15188	0	0	0	0.76797	0	0	0
Healthy	27.66977	0.14496	0.71941	0	0	0.00767	0.01975	0	0.01074	0	0.00493	0.00767	0	0	0.58298	0	0.01074	0.01975	0	0
Healthy	64.51046	1.47528	0.07404	0.10401	0	0	0	0	0	0	0.20149	0	0	0	0	0	0	0	0	0
Healthy	22.72273	9.69733	1.08945	0	0	0.03412	0	0	0.00418	0	1.89767	0.03412	0.3312	0	0.44223	0	0.00418	0	0	0
Healthy	18.31213	4.28482	1.51635	12.66586	0	0.12476	0.01663	1.2498	0	0.00556	0.00054	0.12476	0.4222	2.61039	1.27898	0	0	0.01663	0.03069	1.2498
Healthy	15.78903	10.307	0.95772	0	0	0.53403	1.01134	0.2206	0.07935	0	0.07638	0.53403	0.34871	0	0.41512	0	0.07935	1.01134	0	0.2206
Healthy	76.66215	6.83384	0.46807	0.71995	0	0.10967	0.69543	0.03436	0.03733	0.01508	1.78378	0.10967	0.2725	0	0.01067	0.08021	0.03733	0.69543	0	0.03436
Healthy	5.90389	26.83669	3.26327	0	0	0.09233	0.21117	0	0.31968	0	0	0.09233	0	0	0.72617	0	0.31968	0.21117	0	0
Healthy	27.75347	2.78792	0	0	2.83502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	36.54511	4.15981	0.02526	0.28237	0	0.04569	0.27211	0	0.17872	0	0.0101	0.04569	0	0	0	0	0.17872	0.27211	0	0
Healthy	23.369	11.82723	0.1663	0	0.32494	1.63437	0.12988	0	0.10727	0	0	1.63437	0.20292	2.71212	1.7811	0.34332	0.10727	0.12988	0.07697	0
Healthy	52.03079	1.21739	1.01154	0	0.03009	0	0	0	0	0	0.20185	0	0.22128	0	0.07307	0	0	0	0	0
Healthy	1.42106	13.1439	0.17113	19.7295	0	1.19559	0.01417	2.23535	1.05046	0.26847	0	1.19559	0.00011	0	0.00161	0.0011	1.05046	0.01417	0.07864	2.23535
Healthy	56.73944	1.84726	3.61327	0	0	0	0	0	0	0	0.07126	0	0	0	0	0	0	0	0	0
Healthy	28.34466	8.2611	1.82008	0.05681	0	0.01638	0.0021	0.03974	0.00231	0	0.05113	0.01638	0.81347	0	0.01483	0	0.00231	0.0021	0	0.03974
Healthy	54.76006	3.67609	0.13274	0.06207	0	0	0	0	0	0	0.04411	0	0.10424	0	0	0.57787	0	0	0	0
Healthy	44.3981	13.69863	0.6608	0	0	0.06969	0	0	0	0	4.0669	0.06969	0.05197	0	0.04252	0	0	0	0	0
Healthy	0.76561	4.26577	0	0	0	1.71618	0	0.02961	0	0	0	1.71618	8.15641	0	24.4907	1.06726	0	0	0	0.02961
D013167	63.24065	9.52928	1.40602	0.05645	0.82986	0.00076	0	0	0	0	0.26072	0.00076	0.09644	0	0.35201	0	0	0	0	0
Healthy	25.87757	3.49138	0	0	0	0.89779	0	0	0	0	0	0.89779	0	0	0	0	0	0	0	0
Healthy	25.60329	15.65578	0	0.0229	0	0	0.00943	0	0	0	5.28431	0	0	1.14845	0	0	0	0.00943	0	0
Healthy	2.17972	1.67582	57.6102	0	0	1.29297	0	0	0	0	0	1.29297	4.15738	0	0	0	0	0	0	0
Healthy	3.56838	5.72076	2.95461	0	0	0.06991	0.05656	1.97389	0.03482	0	0.27033	0.06991	1.57254	0	1.65467	0	0.03482	0.05656	0	1.97389
Healthy	1.09393	6.90073	3.9188	1.54677	0	0.73226	0	0.12803	0	0	0	0.73226	1.60338	0.19732	1.13343	0	0	0	0	0.12803
Healthy	4.4902	0	0.02741	19.0073	0	1.16377	0	0	0	0.04567	0	1.16377	0	0	0	0	0	0	0	0
Healthy	57.85535	3.29786	0.51766	0.05156	0	0.14894	0	0	0	0	0.34203	0.14894	0	0	0	0	0	0	0	0
Healthy	10.74473	3.58315	1.25931	0.12566	0	0.31322	0	0	0	0	0	0.31322	1.25755	0.02331	0.79051	0	0	0	0	0
Healthy	19.43271	12.22205	0.34112	0.26972	0	0.33766	0.40809	0.52203	0.13747	0	0.74913	0.33766	0.13419	9.98782	2.13145	2.44191	0.13747	0.40809	0	0.52203
Healthy	22.39267	29.1356	8.09974	0.00479	0	0.18912	0	0	0	0	0.00204	0.18912	0.24702	0	0.34092	0.07945	0	0	0	0
Healthy	18.67179	3.39432	3.05761	0	0	0	0	0	0	0	0.46085	0	0.15891	0.05746	0	0	0	0	0	0
Healthy	12.73215	0.93067	0.0143	0.1125	0	0.00373	0	0.00443	0.00523	0	0.13516	0.00373	0	0	0	0	0.00523	0	0	0.00443
Healthy	40.15725	0	0.0615	12.4914	0	0.20686	0	0	0.9672	0	0.16476	0.20686	0.26925	0	0	0	0.9672	0	0	0
Healthy	25.58288	12.29481	3.2774	0.11327	0.0517	0.04399	0.06792	0.0847	0.03174	0	0.02559	0.04399	0.8203	0	0.0312	0	0.03174	0.06792	0	0.0847
Healthy	13.60332	7.44637	3.03875	0.19359	0	0	0	0	0	0	0.05053	0	0	0	0	0	0	0	0	0
Healthy	39.14109	4.3864	7.05625	0.02712	0	0.91624	0.00582	0.18939	0.06422	0.00273	0.61263	0.91624	1.0318	0.84924	0.11379	0.01556	0.06422	0.00582	0.00501	0.18939
Healthy	8.45301	1.22466	0.37323	0	0.03549	0.11243	0	0	0	0	0.05362	0.11243	0.18821	0	0.10129	0	0	0	0.00737	0
Healthy	51.66079	5.56613	0	0	0	0	0.02425	0	0	0	0.23867	0	0	0	0	0	0	0.02425	0	0
Healthy	13.65958	8.14008	0.76322	0.72102	0	0.22235	0.04801	0	0	0	0.00905	0.22235	2.90169	0	0	0	0	0.04801	0	0
Healthy	31.16557	3.77045	0	0	0	0	0	0	0	0	3.18684	0	0.10238	0	0.05946	0	0	0	0	0
Healthy	61.19066	6.55978	0	0.07835	0	0.20264	0.11678	0.24509	0.18391	0	2.22896	0.20264	0.06129	0	0.47791	0	0.18391	0.11678	0	0.24509
Healthy	20.19869	3.14442	3.07362	0	0	0.0558	0	0	0	0	0.10273	0.0558	1.67211	0.04922	0.05659	0	0	0	0	0
Healthy	27.12689	4.03098	21.27523	0.18872	0	0.4539	0	0.27916	0.00288	0	0.22719	0.4539	2.8033	0	0.03322	0.21513	0.00288	0	0	0.27916
Healthy	30.03247	4.18259	0.97306	0	0	0	0.00448	0	0	0	0.04808	0	0.19324	0	0	0	0	0.00448	0	0
Healthy	74.35142	1.43161	0.01377	0	0	0.03321	0	0	0	0.00105	0.22475	0.03321	0.0013	0	0.00122	0	0	0	0	0
Healthy	0	0	0.82179	35.1068	0	0.00774	0	0	0	0	0	0.00774	0.0043	0	0	7.76651	0	0	0	0
Healthy	21.6409	4.84914	0	14.0667	0	0	0	0	0	0	0.24865	0	0	0	0.30586	0	0	0	0	0
Healthy	49.66399	3.84374	0.01719	1.14237	0	0	0	0	0	0	0.3137	0	0.67976	0	0.34667	0	0	0	0	0
Healthy	74.41758	2.45126	0.23023	1.71973	0	0.08112	0	0	0	0	0.06584	0.08112	0	0	0.04696	0	0	0	0	0
Healthy	8.11379	2.91124	36.009	0.78356	0	0.54877	0.00247	0.00543	0	0.04858	0.12191	0.54877	11.9689	0	0.60251	0	0	0.00247	0.19561	0.00543
Healthy	0.44961	1.81855	8.2646	4.21727	0	0.34297	0	0	0	0	0	0.34297	0	0	0	0	0	0	0.10734	0
Healthy	53.76443	5.19253	0.12321	0.08215	0	0.03597	0	0	0	0	0.0695	0.03597	0.0565	0	0.03924	0	0	0	0	0
Healthy	33.86802	5.24363	0.79985	0.03679	0	0.67489	2.07538	0	0.96367	0	6.0008	0.67489	0	3.37672	0.00297	0	0.96367	2.07538	0	0
Healthy	40.15229	8.02052	5.54477	0	0	0.0166	0	0	0	0	0.00408	0.0166	0.5576	0	0	0	0	0	0	0
Healthy	50.6838	2.12608	0.08676	0.11702	0	0.2766	0.09733	0	0	0	0.25391	0.2766	0.02708	0	0.11391	0	0	0.09733	0	0
Healthy	41.22764	0	0	10.6894	0	0	0	0	0.52471	0	0	0	0	0	0	0	0.52471	0	0	0
Healthy	30.41781	4.67764	2.16862	0.14899	2.96615	0.77474	0	0	0	0	0.0985	0.77474	0.17371	0	5.30426	0	0	0	0	0
Healthy	34.01778	5.13878	14.13866	0	0	0.34355	0	0.90418	0	0	0.04357	0.34355	2.76584	3.88389	0.41992	0	0	0	0.01153	0.90418
Healthy	55.36795	1.86826	0.39616	0	0	0	0	0	0	0	0.12285	0	0	0	0.32041	0	0	0	0	0
Healthy	63.2775	1.68748	0.10137	0	0	0	0	0	0	0	0.19207	0	0	0	0	0	0	0	0	0
Healthy	55.96511	1.06885	0	0	0	0	0	0	0	0	0.05236	0	0	0	0	0	0	0	0	0
Healthy	43.34637	1.61389	4.33914	0.04739	0	1.83558	0	0.37654	0.00389	0	2.30897	1.83558	0.40726	0	0.00039	0	0.00389	0	0.12269	0.37654
Healthy	17.18363	6.43537	1.05839	0.38415	0	0.5437	0.24629	0	0.31886	0	2.11487	0.5437	0.16185	0	2.42459	0	0.31886	0.24629	0	0
Healthy	70.88719	4.54543	0.27883	0.03694	0	6.43426	0.33856	0.11267	1.16948	0.00437	0	6.43426	0.28468	0	0.00853	0	1.16948	0.33856	0	0.11267
Healthy	12.22309	8.30222	0.14723	0.10762	0	0	0	0	0	0	0.62354	0	0.11833	0	0	0	0	0	0	0
Healthy	0	0	0	0	0	28.08369	7.72237	0	32.68873	0	0	28.08369	0	0	0	0	32.68873	7.72237	0	0
Healthy	46.02699	3.36017	4.1951	0.19839	0	0	0	0	0	0	0.28953	0	0	0	0	0	0	0	0	0
Healthy	59.45931	8.82742	0.00492	0	0.36643	0	0	0	0	0	1.34205	0	0	0	0.03108	0	0	0	0	0
Healthy	17.68292	16.2029	0	0	0	0.13364	0	0.33876	0	0	0	0.13364	1.81866	9.06829	0.84233	0.57346	0	0	0.00901	0.33876
Healthy	11.39278	4.98847	14.09391	0	0	0.33111	0	0	0.00048	0	0	0.33111	0.96339	0	0.00153	2.04681	0.00048	0	0.37295	0
Healthy	45.8556	13.53573	0	0.1011	0	0.00588	0	0	0	0	0.01256	0.00588	0	0	0.06341	0.81027	0	0	0	0
Healthy	21.8717	2.21366	9.62038	8.10184	0	2.76868	0	0.07859	0.05594	0	0.06826	2.76868	2.64849	0	0.08849	0.20605	0.05594	0	0.02984	0.07859
Healthy	57.84714	6.93974	0.75926	0	0	0.24351	0	0	0.00856	0	0.49568	0.24351	0.0928	3.5233	1.14209	0	0.00856	0	0	0
Healthy	21.02419	15.65143	1.29679	0	0	0.26328	0	0.29751	0	0	0.14371	0.26328	0.49229	0	0.0042	0	0	0	0	0.29751
Healthy	47.5954	0.30647	0.01998	0	0	0.01339	0	0.05557	0.0427	0	0.01799	0.01339	0	0	0.1973	0	0.0427	0	0	0.05557
D013167	55.99707	9.94689	9.49081	0.63454	0	0.40434	0.44951	0.38582	0.2727	0	0	0.40434	0.42338	0	0	0.59882	0.2727	0.44951	2.89681	0.38582
Healthy	17.1516	3.55759	1.29765	0	0	0.25948	0	0	0	0	2.84792	0.25948	0	0	0.0268	0	0	0	0	0
Healthy	11.12523	3.02439	0.04882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Healthy	31.39468	2.87158	0.45848	0	0	0.07445	0	0	0	0	0.33364	0.07445	0.24232	0	2.2273	0	0	0	0	0
Healthy	25.76107	0.00751	14.03713	0.01108	0	0.08659	0	0	0	0.01939	2.78928	0.08659	0	0	0.84027	1.25369	0	0	8.79937	0
Healthy	40.60362	0	0.08801	12.9001	0	0.1937	0	0	0.92774	0	0.20237	0.1937	0.25536	0	0	0	0.92774	0	0	0
Healthy	56.69639	3.19092	0.51006	0.09521	0	0.11619	0	0	0	0	0.31406	0.11619	0	0	0	0	0	0	0	0
Healthy	45.92525	0	0	2.48849	0	0.05981	0	0	0	0	0.0951	0.05981	0	0	0	0.02188	0	0	0	0
Healthy	53.72881	6.69921	0.0025	0	0	0.04826	0	0	0.0867	0	10.8936	0.04826	0.20281	0	0	0	0.0867	0	0	0
Healthy	51.43788	1.29511	0.94002	0	0.00455	0	0	0	0	0	0.19678	0	0.23633	0	0.07825	0	0	0	0	0
