group	Lachnospirales	Oscillospirales	Actinomycetales	Lactobacillales	Veillonellales	Coriobacteriales	Erysipelotrichales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Lactobacillales	Burkholderiales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	21.33534	4.97076	1.18868	1.15081	0.09281	1.38203	0.213	0.00723		28.3397	21.33534	0.23021	1.15081	0.00081	0.213	0	0	0.00493	0.00723
Healthy	0.76121	8.31266	0.09903	0.02591	0	0.05876	0.02083	0		77.32999	0.76121	0.14131	0.02591	0.06954	0.02083	0	0	0.00324	0
Healthy	5.72513	4.43491	4.05199	0.00189	2.68998	0	0	0		70.34527	5.72513	0.06081	0.00189	0.21323	0	0	0	0.11375	0
Healthy	15.12293	0.58598	0	0	22.2746	0	0	0		49.0545	15.12293	0.33905	0	0	0	0	0	0	0
Healthy	9.78814	10.22545	0.14502	0.02336	0	0.08191	1.03528	0.02518		69.79397	9.78814	1.9574	0.02336	0.02574	1.03528	0	0.09955	0.26162	0.02518
Healthy	20.0574	4.28682	0.87693	0.14163	0.09799	0.22677	1.00309	0.04211		67.81815	20.0574	0.37751	0.14163	0	1.00309	0	0	0	0.04211
Healthy	1.70546	0.03625	0.07304	0.17968	8.84937	0.29068	0	0		65.5694	1.70546	12.8743	0.17968	0.17461	0	0	0	0.04885	0
Healthy	2.70959	8.92958	0	0.01799	0	0.58739	0	0		68.45521	2.70959	0.1014	0.01799	5.87112	0	0	0	0	0
Healthy	27.26938	11.13561	1.3467	0.11371	0.40508	0.61505	2.07139	0.00795		38.97581	27.26938	0.03899	0.11371	0.38063	2.07139	0	0	0.06165	0.00795
Healthy	2.42962	8.83439	0	0.01821	0	0.59301	0	0		69.30138	2.42962	0.10583	0.01821	6.01781	0	0	0	0	0
Healthy	20.09009	5.09118	0.06168	7.76499	0.00942	1.06157	1.2599	0		1.60432	20.09009	0	7.76499	0	1.2599	5.0336	0	0	0
Healthy	6.18849	12.49654	0	0	0	0	0.03168	0		48.44869	6.18849	0.02492	0	0.13661	0.03168	0	0	0.19675	0
Healthy	3.74794	3.5101	0.23047	0.07795	0	0	0.02781	0		86.81948	3.74794	1.85023	0.07795	0.07455	0.02781	0	0	0.10547	0
Healthy	5.6304	32.8596	4.43001	0	4.54092	0.04776	0	0		12.2298	5.6304	0	0	0.50243	0	0	0	0	0
Healthy	35.85053	11.33977	0.45537	0.34531	5.38641	0.04697	0.04525	0.02881		12.06736	35.85053	0.0587	0.34531	0.46794	0.04525	0	0	0.00509	0.02881
Healthy	6.11296	8.55856	0.11535	0.12738	0	0.36944	0.23185	0		29.37652	6.11296	0	0.12738	0	0.23185	2.59134	0	0.81652	0
Healthy	43.90919	6.3819	0	0	2.67914	0	0	0		11.17298	43.90919	0	0	0	0	0	0	0	0
Healthy	1.57102	1.93601	0.3179	0	6.20158	0	0.02955	0		69.41041	1.57102	0.06901	0	0.14429	0.02955	0	0	0	0
Healthy	23.18683	37.81573	1.70982	0.35331	0	0.05672	0.46577	0		15.44434	23.18683	0	0.35331	0	0.46577	1.90138	0	0	0
Healthy	0.32418	4.48824	0.30593	0.05261	0.05706	0.91186	0.31144	0		67.72931	0.32418	0.60334	0.05261	0.02935	0.31144	0.03559	0	0.44833	0
Healthy	0	0	0.06844	0	0	0	0.01169	0		0.0051	0	98.78012	0	0	0.01169	0	0	0	0
Healthy	4.27275	7.93102	5.09528	0.02622	0	0.61189	0.002	0		60.07223	4.27275	0	0.02622	0.00159	0.002	0	0	0.05598	0
Healthy	1.2422	9.40485	1.23626	0.29646	0.60797	1.31353	0.7685	0		26.39939	1.2422	0.08659	0.29646	0	0.7685	0.00862	0	0.70216	0
Healthy	3.03737	4.63256	0.14009	0.0626	0	0.26175	0.03311	0		66.30708	3.03737	0	0.0626	0.09483	0.03311	0.92096	0	0.26754	0
Healthy	0.98848	5.25849	0.13723	0	0	0.12241	0.45071	0		69.02422	0.98848	0.06642	0	0.03685	0.45071	0	0	1.47767	0
Healthy	19.22917	4.67796	0	0.00226	0	0.15625	0.08966	0		64.42086	19.22917	0	0.00226	1.09687	0.08966	0	0	0.37319	0
Healthy	29.9519	37.47754	0.00415	1.81947	0	0.58585	0.04769	0		15.55609	29.9519	0	1.81947	0.25217	0.04769	0	0	0	0
D015212	18.19017	17.37498	7.03993	0.72101	0.19562	0.63628	0.67485	0.1372		37.8807	18.19017	0.0239	0.72101	0.1909	0.67485	0	0	0	0.1372
Healthy	0.70725	8.83678	0.10854	0.02218	0	0.06371	0.02631	0		76.65911	0.70725	0.10839	0.02218	0.06927	0.02631	0	0	0.00325	0
Healthy	8.03962	8.50536	0.15596	0	0	0.19355	0	0		52.02453	8.03962	0.05429	0	0.39124	0	0	0	0.32032	0
Healthy	5.41206	28.08231	5.11137	0	3.76164	0.17705	0	0		10.94183	5.41206	0.03932	0	0.37716	0	0	0	0	0
Healthy	25.39822	25.02424	11.68667	0.32345	11.8655	1.69258	0	0		9.58545	25.39822	0	0.32345	0	0	0.2767	0	0	0
Healthy	10.57816	17.28463	1.7763	0.74496	0.99789	0.96739	0.05768	0		24.65919	10.57816	18.7087	0.74496	0.00128	0.05768	0	0.00594	0.15039	0
Healthy	1.59744	7.03672	0	0	0.02216	0.06684	0	0		80.04586	1.59744	0.02277	0	4.27383	0	0	0	0	0
Healthy	8.83503	6.27437	1.48252	0.02136	0	0.30433	0	0		67.13567	8.83503	0.0278	0.02136	0.00294	0	0	0	0.07483	0
Healthy	9.14533	5.85141	1.40869	0.01061	0.00659	0.35408	0	0		67.41444	9.14533	0.08366	0.01061	0.32872	0	0	0	0.0955	0
Healthy	35.9601	13.27881	0.0335	1.08101	0.01704	0.3423	0.96957	0.28653		42.27842	35.9601	0.7789	1.08101	0	0.96957	0.55058	0	0	0.28653
Healthy	4.02704	4.58988	0.02775	0	8.89733	0.55687	0.2707	0		55.64763	4.02704	0.93792	0	0.24397	0.2707	0	0	0.17982	0
D015212	1.34697	9.44853	0.19274	0.09428	0.39077	0.02094	0	0.02997		53.34227	1.34697	2.0442	0.09428	1.76357	0	0	0	0.37463	0.02997
Healthy	6.21473	8.17205	0.10419	0.08707	0	0.37962	0.28806	0		30.28015	6.21473	0	0.08707	0.01322	0.28806	2.61111	0	0.5915	0
Healthy	23.18369	1.41065	3.74179	0.01654	4.68645	0.34499	0	0		4.60152	23.18369	0	0.01654	0	0	0	0	0	0
Healthy	14.66232	3.04328	0.9567	0	0.00933	0.30411	0.08549	0		63.84875	14.66232	0	0	0.17701	0.08549	0	0	0.06882	0
Healthy	0.69034	6.61852	1.2112	0.11909	3.03276	0.73979	0.56378	0		45.58241	0.69034	0.40305	0.11909	0.00292	0.56378	0.0337	0	0.62884	0
Healthy	6.51314	10.63184	0	0	0	0	0.03337	0		48.56843	6.51314	0.07667	0	0.15297	0.03337	0	0	0.19774	0
Healthy	2.74978	11.15835	67.39364	1.55162	0.06843	2.58962	0	0		6.64501	2.74978	0	1.55162	0	0	0	0	0	0
Healthy	3.69966	2.18206	0	0	0	0.64731	0.31397	0		78.67341	3.69966	0	0	0	0.31397	0.04113	0	1.51706	0
Healthy	47.86065	15.77703	0.96114	3.48619	3.39971	0.04448	1.2137	0.00452		11.67897	47.86065	0.00291	3.48619	0.00502	1.2137	0	0.32525	0.04407	0.00452
Healthy	2.28218	0.10246	0.2095	0	11.36763	0	0	0		66.55142	2.28218	0.83258	0	0	0	0	0	0	0
Healthy	6.24883	11.19708	0	0	0	0	0.03381	0		47.27326	6.24883	0.06156	0	0.12334	0.03381	0	0	0.17934	0
Healthy	18.1754	8.68593	25.62091	14.98731	1.63743	3.42746	2.47771	0		9.6557	18.1754	1.45409	14.98731	0	2.47771	0	0	0	0
Healthy	8.60718	6.28341	36.28447	0.00633	12.7201	1.15465	0.03415	0		31.27239	8.60718	0.16735	0.00633	0.01774	0.03415	0	0	0.00419	0
Healthy	6.81285	16.7529	0.83152	0.22494	0.01312	0.2084	1.91959	0		38.73967	6.81285	0	0.22494	0.05111	1.91959	3.05144	0	0.13801	0
Healthy	26.96077	3.91326	0.19149	0.06733	0.07213	0	1.75192	0		47.96941	26.96077	7.05349	0.06733	0.05886	1.75192	0	0	1.28897	0
Healthy	28.894	2.20286	0	0	0	0	6.64053	0.36995		10.74105	28.894	0	0	0	6.64053	0	0	0	0.36995
Healthy	46.93193	13.36036	0.29324	0.64308	0.07054	0.32759	0.35502	0.02577		25.8744	46.93193	0.33911	0.64308	0.00934	0.35502	0	0.00818	0	0.02577
Healthy	0.01859	0.00078	37.43929	0.82044	0.01738	1.99768	0	0.00074		46.93403	0.01859	0.00788	0.82044	0.00468	0	0	0	0.07383	0.00074
Healthy	16.79701	15.19378	12.16802	0.29673	4.01589	1.01816	0.1488	0.28392		28.91381	16.79701	0.52389	0.29673	0.09601	0.1488	0	0	0	0.28392
Healthy	28.05617	0	0	0	0	0	0	0		50.11589	28.05617	0	0	0	0	0.9355	0	0	0
Healthy	8.12301	6.87072	1.84367	0.21919	0.06195	0.73691	0.47264	0		44.43514	8.12301	0.76572	0.21919	4.12994	0.47264	0	0	0.03955	0
Healthy	7.85219	6.68376	1.37209	0.14799	0	0.05575	0.28647	0.08853		53.13198	7.85219	0.62791	0.14799	0.55197	0.28647	0.09208	0.00214	0.07429	0.08853
Healthy	15.8757	17.70562	0.68159	2.25836	0	1.05614	0.07085	0		34.50608	15.8757	0	2.25836	0.01054	0.07085	2.27543	0	0.26021	0
Healthy	24.02851	4.36624	0	0	0	0.0728	0.09727	0		63.55773	24.02851	0	0	3.23814	0.09727	0	0	0.3977	0
Healthy	3.73018	4.78626	0	0	0	0.62741	0.26286	0		77.7602	3.73018	0	0	0	0.26286	0.11775	0	1.47135	0
Healthy	35.25653	27.8322	0	0.16003	0.70523	0	0	0		26.36217	35.25653	0	0.16003	0	0	0	0	0	0
Healthy	0.82863	7.5697	0.03159	0	9.1376	0.68905	0.31186	0		53.52142	0.82863	1.22721	0	0.23542	0.31186	0	0	0.15019	0
Healthy	13.08515	4.47687	2.0627	0	0	0.21376	0	0		53.23884	13.08515	1.57391	0	1.76629	0	0	0	0	0
Healthy	15.20616	18.67006	0.23432	0	0	0.13437	0	0		49.92278	15.20616	1.95493	0	3.06521	0	0.83159	0	0	0
Healthy	1.20825	1.45312	0	0.223	3.37266	0.15418	0.02717	0		89.09289	1.20825	0.36136	0.223	0.11586	0.02717	0	0	0.00256	0
Healthy	6.64336	7.11944	0.48039	0.0145	0.32659	0.24418	0.00617	0		65.07545	6.64336	0.07258	0.0145	1.40445	0.00617	0	0	0.15304	0
Healthy	9.28995	4.81253	0.11051	0.09398	0	1.3424	0	0		64.06727	9.28995	0	0.09398	3.70084	0	0	0	0.03707	0
Healthy	5.98464	3.85535	0.27269	0.03503	0.0852	0.15641	0	0		48.80242	5.98464	0.10591	0.03503	0.76266	0	0	0	0.67466	0
Healthy	21.33333	12.19593	1.69776	0.1806	1.41727	0.07942	2.75207	0		39.68736	21.33333	0.30785	0.1806	0.00608	2.75207	0	0	0	0
Healthy	14.7844	55.382	26.4576	0	0	0	0	0		3.37609	14.7844	0	0	0	0	0	0	0	0
Healthy	19.27721	33.05769	5.48557	0.85733	4.90607	0.4206	0.00847	0.12562		22.54515	19.27721	0.43259	0.85733	0.19696	0.00847	0	0	0	0.12562
Healthy	21.62777	2.25388	0.16703	1.93799	0	0.43065	0.08712	0		61.90876	21.62777	0.31284	1.93799	0.49362	0.08712	0	0	0	0
Healthy	13.32261	3.77801	0.46514	0.24015	4.66859	0	0	0		65.77098	13.32261	2.88551	0.24015	1.28976	0	0	0	0	0
Healthy	5.42416	30.05276	0.43193	0.72561	0.03451	0.04871	0	0		52.17961	5.42416	1.34659	0.72561	0	0	0	0	0	0
Healthy	27.43436	0.44311	8.0592	18.30827	0	8.18426	9.57826	0		4.39774	27.43436	0	18.30827	0.02111	9.57826	0.20431	0	0	0
Healthy	17.37687	11.49575	0.13342	0.41061	0.00251	0.23606	0.24053	0.27774		49.23491	17.37687	0.23505	0.41061	0.98327	0.24053	2.06491	0.1721	0.34134	0.27774
Healthy	1.05575	1.4274	0	0.26034	3.43749	0.13229	0.00982	0		88.84668	1.05575	0.54344	0.26034	0.1305	0.00982	0	0	0.00761	0
Healthy	10.27839	18.65975	3.60287	2.36562	0	1.22039	3.66131	0.17155		46.5767	10.27839	0.06071	2.36562	1.67474	3.66131	0.19486	0	0.05704	0.17155
Healthy	68.64843	3.66208	0	0	0	0	0.36672	0.14174		8.0179	68.64843	0	0	0	0.36672	0	0	0	0.14174
Healthy	15.82956	3.67337	0.02202	0.18192	0.01468	0.06455	0.11481	0.46071		71.53509	15.82956	0.20425	0.18192	0.06756	0.11481	0	0.30961	0.0596	0.46071
Healthy	23.39615	11.2332	0	0	0	0	0	0		34.82541	23.39615	0	0	0	0	0	0	0	0
Healthy	31.93906	21.80977	0.89986	1.34408	0.40284	0.90588	0.13656	0.21757		23.7146	31.93906	0.10072	1.34408	0.25126	0.13656	0	0	0	0.21757
Healthy	0	0	1.06664	0.22569	0	0	0	0		38.55289	0	54.4802	0.22569	0	0	0	3.74301	0	0
Healthy	14.42117	6.11368	0.05056	0	0.00272	0.00789	0.12072	0.02552		23.71179	14.42117	24.8113	0	0.06847	0.12072	0	0	0	0.02552
Healthy	5.92327	2.56625	0.11477	0.26525	7.9329	0.03182	0.10943	0		65.86083	5.92327	0.1835	0.26525	0.2452	0.10943	0	0	0.02623	0
Healthy	6.45903	1.7323	0.12108	0.00194	0	0.04992	0	0.0561		84.82546	6.45903	0.8212	0.00194	0.14985	0	0	0	0.0213	0.0561
D015212	2.84964	0.02407	0	0	1.62028	0.05456	0	0		72.32979	2.84964	0.11965	0	16.1546	0	0	0	0	0
Healthy	0.20051	1.5189	0.09213	0	1.16371	0	0	0		88.87543	0.20051	0	0	0	0	0	0	0	0
Healthy	0	0	3.17555	0	0	0	0	0		7.28936	0	68.0827	0	0	0	0	0.36832	0	0
Healthy	15.72166	1.53919	0	0	1.73952	0	0	0		70.25622	15.72166	0.04885	0	0	0	0	0	0	0
Healthy	8.31204	12.16234	1.06755	0	0.28795	0.04591	0.96634	0		43.52601	8.31204	1.05698	0	0.23081	0.96634	0	0	0.06803	0
Healthy	9.80768	2.69242	0.79033	22.27831	2.28738	1.41242	6.79747	0.0234		18.58328	9.80768	2.73399	22.27831	0.03507	6.79747	2.55158	0.25572	0.18021	0.0234
Healthy	40.97327	10.82703	0.47817	0.2236	0	0.07225	0.03613	0		21.84724	40.97327	0.39886	0.2236	0.02812	0.03613	0	0	0.07256	0
Healthy	3.13524	33.64406	2.48129	0	0	0.01643	0	0		30.04784	3.13524	0	0	0.02182	0	3.77965	0	0	0
Healthy	5.02239	2.39336	0.36907	0	5.95091	0	0.30214	0		70.00135	5.02239	0	0	0.17425	0.30214	0	0	0	0
Healthy	14.88087	8.24758	14.57025	0.08121	2.51346	0.12737	0.35555	0.41546		44.99102	14.88087	2.4447	0.08121	0.04372	0.35555	0	0	0	0.41546
Healthy	54.00492	8.04473	0.82962	0.39736	0.59884	0.68768	0.09341	0.7662		24.68143	54.00492	0.06362	0.39736	0.05991	0.09341	0	0	0	0.7662
Healthy	2.44881	0.08823	0.18021	0	10.98174	0	0	0		66.80106	2.44881	1.26907	0	0	0	0	0	0	0
Healthy	23.99764	3.53297	0.12194	0.07118	0.04778	0.10876	0.305	0.07375		30.74518	23.99764	0.30655	0.07118	0.73357	0.305	0.11895	0	0	0.07375
Healthy	30.20196	24.67137	0	0.10194	8.4106	0	0.01904	0.31543		20.681	30.20196	0.10662	0.10194	0.1171	0.01904	0	0	0	0.31543
Healthy	0.39643	3.3899	0.36078	0.04162	0.0601	0.90455	0.31872	0		67.23864	0.39643	0.70112	0.04162	0.00555	0.31872	0.02612	0	0.43213	0
Healthy	1.78355	3.70954	1.09861	0	0	0.15301	0.00769	0		79.5532	1.78355	0	0	0.6799	0.00769	0	0	0.02068	0
Healthy	2.91847	3.83002	0.6711	0	6.50786	0.18093	0.14078	0		77.46103	2.91847	0.0629	0	0.24045	0.14078	0	0	0.08262	0
Healthy	39.02786	2.96272	0.0445	0	0	0	4.6511	0		37.48435	39.02786	0	0	0.28696	4.6511	0	0	0	0
Healthy	23.17676	4.37855	0.31078	0	0	0.47721	0.58424	0		42.17307	23.17676	0.28921	0	0.50514	0.58424	0	0	0.01653	0
Healthy	5.03933	2.50862	0.4033	0	6.22355	0.00265	0.31823	0		69.54745	5.03933	0	0	0.16316	0.31823	0	0	0	0
Healthy	1.25215	12.37836	1.35364	0.34771	0.59341	1.26532	0.76495	0		26.3885	1.25215	0.08323	0.34771	0.00315	0.76495	0.00879	0	0.51404	0
Healthy	18.03648	24.56914	4.34104	4.0795	10.6599	3.72011	1.0362	0.03073		18.78237	18.03648	0.92251	4.0795	0.07051	1.0362	0	1.08506	0.08455	0.03073
Healthy	1.17809	4.23988	0.05927	0	0.72202	0	0	0		77.19162	1.17809	0	0	0.11572	0	0	0	0	0
Healthy	20.39561	16.46134	1.82498	0.43111	10.01809	0.10086	0.11243	0		33.92262	20.39561	0.59304	0.43111	0.35801	0.11243	0	0	0.00067	0
Healthy	21.16724	7.16227	2.22786	2.68379	0	0.52595	0.74184	0.4396		27.41332	21.16724	13.544	2.68379	0	0.74184	2.71353	0	0	0.4396
Healthy	18.8168	7.44867	0.23251	0.07244	0	0.24388	0.00191	0.01483		62.32274	18.8168	0.31094	0.07244	0.04881	0.00191	0	0.06837	0.00226	0.01483
Healthy	2.31412	7.72206	0	0.0121	0.38364	0.33413	0	0		68.75745	2.31412	0.02447	0.0121	0.01745	0	0	0.01915	0.08344	0
Healthy	40.90293	9.90033	0	0	0	0	0	0.17891		36.60658	40.90293	0	0	0.05623	0	0	0	0.05779	0.17891
Healthy	21.77194	25.07178	0.37104	0.1849	0.31315	0.11222	1.82278	0.04		22.21139	21.77194	1.01397	0.1849	0.01698	1.82278	6.24934	0	0	0.04
Healthy	44.66688	8.45806	9.2484	2.86345	0	5.40087	0.20611	0		14.04776	44.66688	4.34724	2.86345	0	0.20611	0	1.5446	0	0
Healthy	13.32349	2.48088	0	0.08617	0	0	0	0		79.3563	13.32349	0	0.08617	0	0	2.49667	0	0	0
Healthy	1.74986	0.02214	67.04504	4.09721	0.03055	0.00123	0.01343	0		14.44243	1.74986	1.47257	4.09721	0	0.01343	0	0.61522	0	0
Healthy	5.53072	2.54261	4.7669	0.00098	1.32711	0.0728	0.15541	0.048		47.15603	5.53072	0.04056	0.00098	0.7626	0.15541	0	0	0	0.048
D015212	1.00472	7.09503	0.00753	0	0.01279	0	0	0		56.5943	1.00472	1.19695	0	0.10227	0	0	0.35945	0.44258	0
Healthy	16.89956	35.1976	10.79398	0.33876	5.29396	0.50091	0	0		19.14718	16.89956	0.2876	0.33876	0.05785	0	0	0	0	0
Healthy	3.44613	4.32026	0.31106	0	6.22044	0	0.24047	0		67.53369	3.44613	0	0	0.1497	0.24047	0	0	0	0
Healthy	4.95075	5.18063	0.18811	0.48478	4.38533	0.05353	0	0		67.96798	4.95075	0	0.48478	6.20782	0	0	0	0.01482	0
Healthy	27.17506	19.87075	0.24558	1.35608	0.41238	0	0	0		39.78159	27.17506	0	1.35608	0.10588	0	0	0	0	0
Healthy	25.21606	6.13491	0	0.01917	0.33762	0	1.75033	5.59423		17.42109	25.21606	0.54752	0.01917	0	1.75033	3.90566	0	0	5.59423
Healthy	26.36663	5.87192	0.20547	3.04736	0.20711	0.15254	1.16204	0.00234		46.68828	26.36663	0.09375	3.04736	0.35944	1.16204	0	0	0.01124	0.00234
Healthy	6.4388	10.21739	0	0	0.0009	0.13524	0.28255	0		33.17284	6.4388	5.34141	0	0.04037	0.28255	0	0	0.13317	0
Healthy	22.10863	1.30825	0.02847	0	3.83576	0	0	0		68.79055	22.10863	0	0	0.13697	0	0	0	0	0
Healthy	0.0717	0	13.96202	0.63723	0	2.96233	0	0		46.32513	0.0717	10.9585	0.63723	0	0	0	0.06811	0	0
Healthy	12.20816	15.91689	0.23212	0.0723	0.01343	0.83402	0.13579	0		45.38947	12.20816	0.413	0.0723	0.22996	0.13579	0	0	0.20968	0
Healthy	11.69041	9.09041	21.91893	0.14553	0.45372	1.58652	3.91787	0.83955		7.18264	11.69041	0.30643	0.14553	0.04855	3.91787	0	0	0	0.83955
Healthy	26.45985	27.71414	4.01656	0.20006	0	0	0	0		20.40739	26.45985	0.90366	0.20006	0	0	0	0	0	0
Healthy	2.552	0.79805	0	0	0	0	0	0		71.10958	2.552	2.53982	0	0.3207	0	0	0	0.06823	0
Healthy	4.35537	6.65479	5.33633	0.01394	17.60929	0.62282	0.22527	0.00769		44.66073	4.35537	0.01133	0.01394	0.00117	0.22527	0	0	0.10009	0.00769
Healthy	0.27054	4.07999	0.31983	0.05416	0.04647	0.95895	0.29686	0		67.51672	0.27054	0.73654	0.05416	0.0305	0.29686	0.03838	0	0.4126	0
Healthy	3.32815	10.3379	0.96653	0.15939	6.82389	0.34314	0	0.01169		47.52177	3.32815	0.09394	0.15939	2.55923	0	0	0	0	0.01169
Healthy	15.61718	6.55709	0.56352	0.05303	4.49228	0.22654	0.01407	0		63.18956	15.61718	0	0.05303	2.66211	0.01407	0	0	0.0502	0
Healthy	40.73785	1.38874	3.7193	1.58204	0.63096	0	0.13997	0.04384		46.5268	40.73785	2.93005	1.58204	0.41164	0.13997	0	0.15296	0	0.04384
Healthy	1.45792	6.69881	0.66726	0.05218	0.11794	0.05125	0	0		83.50859	1.45792	0.64627	0.05218	0.21041	0	0	0	0	0
Healthy	4.62016	3.43284	0	0	4.11526	0	0.00254	0		69.61899	4.62016	0.11657	0	0.21162	0.00254	0	0	0.20568	0
Healthy	27.26339	15.20514	1.33875	0.24923	0.71811	0.25627	0.00771	0.01919		35.45701	27.26339	1.63962	0.24923	1.47408	0.00771	2.89743	0	0	0.01919
Healthy	0.06048	0.30588	13.97841	0.37657	0	0	0	0.04691		35.4642	0.06048	5.04845	0.37657	0	0	0	0	0	0.04691
Healthy	0.00656	0.00191	0.56795	0	0	0	0	0.07936		81.15904	0.00656	15.5594	0	0	0	0	2.58433	0	0.07936
Healthy	24.02607	14.31615	22.8226	0.4979	2.43364	1.94707	0	0.00132		17.74643	24.02607	0.02114	0.4979	1.11617	0	0	0.02095	0.00413	0.00132
Healthy	0.05619	0.00098	42.35684	12.49222	0.09891	0	0	0		0.01829	0.05619	0.00218	12.49222	0	0	0	0	0	0
Healthy	19.15217	33.28718	5.49021	0.87485	4.91797	0.42599	0.00934	0.13109		22.85559	19.15217	0.47574	0.87485	0.18138	0.00934	0	0.00038	0	0.13109
Healthy	1.83013	6.46788	0	0	0.19137	0.16551	0	0		62.06333	1.83013	0.02725	0	0.00143	0	0	0	0.02718	0
Healthy	38.12255	13.46754	0	0	0	0.00477	0.00267	0.16291		35.39595	38.12255	0	0	0.05103	0.00267	0	0	0.23466	0.16291
Healthy	17.47388	7.21913	4.47643	10.34117	0.04482	1.32098	0.08728	0		35.00133	17.47388	0.13076	10.34117	0	0.08728	0.11406	0	0.05118	0
Healthy	46.34175	12.78462	0.36793	0.3554	1.1389	0.73849	0.03302	0.35722		24.18276	46.34175	0.24447	0.3554	0.11497	0.03302	0	0	0	0.35722
Healthy	21.60217	12.1354	3.07708	5.97318	0	5.47963	0.04042	0		35.06354	21.60217	0	5.97318	0	0.04042	3.51275	0	0.84778	0
Healthy	14.85356	11.11072	0.16995	0.72497	0.24271	0.15829	1.3466	0		34.40887	14.85356	0.09357	0.72497	0.08396	1.3466	3.39564	0	0.00188	0
Healthy	76.0443	0	0	0	0	0	0	0		8.96652	76.0443	0	0	0	0	0	0	0	0
Healthy	0.36701	5.96657	0.03174	0.00878	2.62815	1.50723	0.13637	0		13.28972	0.36701	11.0443	0.00878	0.28826	0.13637	0	0	0.67525	0
Healthy	21.31679	7.78708	0.00489	0.27559	0.0628	1.28273	1.56549	0.56078		30.94194	21.31679	1.14588	0.27559	1.99375	1.56549	9.65135	0.20092	0.34965	0.56078
Healthy	17.21413	6.48318	1.51705	0.05502	0.04572	0.17825	0.03851	0.00189		48.29775	17.21413	0.31241	0.05502	0.5597	0.03851	0	0.06642	0.02565	0.00189
Healthy	1.84794	6.3305	0.03824	0.01308	2.57974	0	0	0		73.72796	1.84794	0.40568	0.01308	0.00295	0	0	0	0.01315	0
Healthy	3.39021	3.37265	0	0	1.2734	0.04813	0.23776	0		84.11875	3.39021	0.04764	0	0	0.23776	0	0	0	0
Healthy	24.01895	2.85533	27.74194	0.75977	2.61997	0.38855	0	0		12.37931	24.01895	0	0.75977	0	0	0	0	0	0
Healthy	17.31565	32.3212	10.5561	0	0	0	0	0		32.95493	17.31565	0	0	0	0	0	0	0	0
Healthy	20.02922	9.82815	1.34629	0.21186	0	0.13767	0.02485	0.00906		39.49502	20.02922	0.64972	0.21186	0.10462	0.02485	0	0	0.11593	0.00906
Healthy	4.79829	4.13202	0.32507	0	6.19504	0	0.28924	0		69.04725	4.79829	0	0	0.12904	0.28924	0	0	0	0
Healthy	1.7076	1.89261	0.34637	0	6.01422	0.00895	0.03612	0		70.12604	1.7076	0.08873	0	0.11868	0.03612	0	0	0	0
Healthy	19.92226	7.55398	0.52373	0.21295	0.01923	0.20922	3.39497	0.05387		19.31718	19.92226	0.54414	0.21295	0.02577	3.39497	0.00157	0	0.01415	0.05387
Healthy	22.99348	15.82328	0.43557	0.24108	0	0.09716	6.43219	0		32.49242	22.99348	0.14596	0.24108	0.24195	6.43219	2.9922	0	0.00985	0
Healthy	6.21879	4.00569	0.37463	0	0.51913	0.17142	0	0		57.50504	6.21879	0	0	0.33818	0	0	0	0.52681	0
Healthy	7.53428	3.47188	4.31168	0	0	1.0771	0	0		39.89908	7.53428	0	0	0.03015	0	0.01708	0	0	0
Healthy	8.13205	7.85149	0.17366	0	0	0.17923	0	0		52.91409	8.13205	0.01875	0	0.33606	0	0	0	0.3516	0
Healthy	2.4478	7.66509	0	0.0245	0.35985	0.34022	0	0		68.77191	2.4478	0.11128	0.0245	0.0173	0	0	0.03742	0.0648	0
Healthy	27.4809	5.8047	3.37868	0.20363	0	0.51819	0	0		45.45746	27.4809	0	0.20363	0.2264	0	0.05531	0	0	0
Healthy	6.43561	2.50795	0.08024	0.25532	7.84332	0.0158	0.10005	0		66.03093	6.43561	0.224	0.25532	0.22153	0.10005	0	0	0.03382	0
Healthy	41.56012	7.58354	14.07816	0.49613	2.99955	0.85138	0.03031	0.32366		21.1453	41.56012	0.01509	0.49613	1.55291	0.03031	0	0	0.00339	0.32366
Healthy	5.1254	2.28526	0.36434	0	6.42925	0	0.31189	0		69.13208	5.1254	0	0	0.16446	0.31189	0	0	0	0
Healthy	4.02058	3.67811	0.19247	0.07872	0	0	0.0425	0		86.46015	4.02058	1.55593	0.07872	0.1169	0.0425	0	0	0.10717	0
Healthy	7.70197	2.26527	1.41318	18.44388	2.79811	2.95649	3.94497	0		21.75481	7.70197	3.84002	18.44388	0	3.94497	3.95739	1.22856	0.18342	0
Healthy	6.4222	4.37212	0.42715	0	0.45275	0.21555	0	0		58.04255	6.4222	0	0	0.38078	0	0	0	0.56576	0
Healthy	0.60297	1.59374	0.00792	0	0	0	0	0		92.24673	0.60297	4.03448	0	0	0	0	0	0	0
Healthy	13.63924	13.24824	1.06139	1.48386	4.60352	0.21786	0.03112	0		40.35934	13.63924	0.11081	1.48386	1.79857	0.03112	0	0	0.04717	0
Healthy	22.09378	0.8625	0	0.77118	1.41306	0	9.10512	0		39.48581	22.09378	0.52609	0.77118	0.02136	9.10512	0	0	0	0
