group	Lachnospirales	Oscillospirales	Actinomycetales	Lactobacillales	Veillonellales	Coriobacteriales	Erysipelotrichales	Peptostreptococcales		Bacteroidales	Lachnospirales	Enterobacterales	Lactobacillales	Burkholderiales	Erysipelotrichales	Acidaminococcales	Pseudomonadales	Desulfovibrionales	Peptostreptococcales
Healthy	23.82518	16.68609	15.5121	1.80411	4.48531	0.66492	2.00662	0.45771		10.92089	23.82518	0.23736	1.80411	0	2.00662	0.71836	2.70902	0	0.45771
Healthy	21.22642	6.60711	2.44497	2.33187	0	0.72726	0.87496	0.35072		27.32396	21.22642	15.7355	2.33187	0	0.87496	2.61133	0	0	0.35072
Healthy	2.00368	9.83123	71.95721	1.34408	0.06095	2.1806	0	0		6.20115	2.00368	0	1.34408	0	0	0	0	0	0
Healthy	2.30833	0.09348	0.18413	0	10.63309	0	0	0		67.57399	2.30833	0.88133	0	0	0	0	0	0	0
Healthy	3.85588	3.76116	0.19625	0.11274	0	0	0.03325	0		86.67407	3.85588	1.56703	0.11274	0.08254	0.03325	0	0	0.09787	0
Healthy	15.24791	4.48283	1.42945	0	13.9275	0.68164	0.02771	0		23.58338	15.24791	0	0	0	0.02771	0	0	0	0
Healthy	20.48149	11.48537	0.17001	0.11296	0.10397	0.00377	0.75211	0.00579		46.34036	20.48149	0.01482	0.11296	0.16455	0.75211	0.00153	0	0	0.00579
Healthy	3.2397	1.02349	0	0	0.18791	0	0	0		82.75444	3.2397	0.04398	0	0.00445	0	0	0	0	0
Healthy	25.60422	3.21185	0.17717	0.32769	0	0.05277	0.01071	0		50.31892	25.60422	0.22047	0.32769	1.03932	0.01071	2.31386	0	0.03251	0
D015212	9.44777	6.48929	7.87585	1.0267	8.15607	0.24932	1.00603	0.06637		42.84927	9.44777	0	1.0267	2.01801	1.00603	0	0	0.00249	0.06637
Healthy	19.09713	4.43496	0	0	0	0.12647	0.07707	0		64.3692	19.09713	0	0	1.07601	0.07707	0	0	0.41779	0
Healthy	26.17819	13.36004	0.62377	0.19684	8.50768	0.18544	0.17655	0		23.29549	26.17819	0.3113	0.19684	0.04929	0.17655	0	0	0	0
Healthy	14.7687	20.97292	28.61375	0.57419	0	1.9399	0.09108	0		3.59184	14.7687	0.26623	0.57419	0.85212	0.09108	0.93521	0	0.08892	0
Healthy	9.4694	5.23585	0.01286	0.29588	0.26616	0.02217	0.01527	0.26392		57.98975	9.4694	7.19192	0.29588	0.12848	0.01527	0	2.51976	0.00341	0.26392
Healthy	16.75764	12.77087	0.37139	0.20946	1.29354	0.4411	0.31222	0.16055		44.63161	16.75764	0.87386	0.20946	1.9251	0.31222	3.73238	3.11646	0.30797	0.16055
Healthy	29.64819	3.42893	0	0	0	0	1.64571	2.00924		40.39347	29.64819	0	0	0	1.64571	2.45066	0	0	2.00924
Healthy	4.71001	3.36492	0.01493	0	4.10384	0.00219	0.02247	0		69.7223	4.71001	0.06997	0	0.20252	0.02247	0	0	0.14337	0
Healthy	5.85819	3.94163	0.10953	0.2787	8.14103	0.04773	0.11293	0		66.12026	5.85819	0.19747	0.2787	0.24834	0.11293	0	0	0.01772	0
Healthy	12.78265	1.69663	0.0023	0	0	0	0.47047	0		80.49928	12.78265	0	0	0	0.47047	0	0	0	0
Healthy	33.08029	19.29161	5.02204	1.04363	9.99993	1.1662	0.00979	0		11.51207	33.08029	0.11919	1.04363	1.40887	0.00979	0.3693	0.15513	0.03769	0
Healthy	7.56497	4.73037	0	0.07092	0	0.02236	0.24921	0.04771		51.98054	7.56497	0.85488	0.07092	0.31664	0.24921	0	0	0.03696	0.04771
Healthy	2.57044	0.80938	0	0	0	0	0	0		70.95437	2.57044	2.02119	0	0.36974	0	0	0	0.11848	0
Healthy	6.09322	9.50962	1.07049	0.04231	11.25337	0.36396	0.40629	0		33.38458	6.09322	0	0.04231	1.84304	0.40629	0	0.00711	0	0
Healthy	0.66586	6.71252	1.09296	0.08015	3.09149	0.70875	0.51935	0		45.2512	0.66586	0.31623	0.08015	0.00557	0.51935	0.04055	0	0.64474	0
Healthy	0.60369	7.63416	1.18377	0.07356	3.20159	0.71235	0.49766	0		46.29305	0.60369	0.45635	0.07356	0.00148	0.49766	0.05828	0	0.60856	0
Healthy	34.95696	22.059	0.18347	0.03526	1.48956	0.15289	0.41261	0.01706		18.80591	34.95696	0.02341	0.03526	0.03363	0.41261	0.00165	0	0.01244	0.01706
Healthy	1.61417	7.1983	0.56615	0.07065	0.14225	0.05216	0	0		81.94286	1.61417	0.61435	0.07065	0.23188	0	0	0	0	0
Healthy	18.69292	22.05966	3.83579	0	5.64948	0	0	0		34.17539	18.69292	0	0	0	0	0	0	0	0
Healthy	25.76269	2.03844	0	0	3.34438	0	0	0		48.23051	25.76269	0.06156	0	0.04176	0	0	0	0	0
Healthy	23.8506	4.19973	0	0	0	0.07863	0.07396	0		63.57685	23.8506	0	0	3.24285	0.07396	0	0	0.47216	0
Healthy	3.76851	4.86478	1.83693	0.50067	0.0004	1.56675	0.66088	0.05619		19.703	3.76851	53.87866	0.50067	0.10032	0.66088	0	0.02462	0.00359	0.05619
Healthy	0.59849	5.93741	1.16582	0.07414	3.01302	0.74665	0.50779	0		46.26214	0.59849	0.35908	0.07414	0.00147	0.50779	0.08559	0	0.61353	0
Healthy	21.63326	15.96582	0.43164	0.22602	0	0.08937	6.35383	0		37.14894	21.63326	0.09463	0.22602	0.29749	6.35383	3.06305	0	0.00991	0
Healthy	5.99459	5.91389	12.26432	0.20946	0.00214	1.72777	0	0		57.56519	5.99459	0.20719	0.20946	0.00942	0	0	0	0.15701	0
Healthy	35.27572	24.06069	1.1604	1.50273	0	0.17382	1.23973	0.43207		13.81992	35.27572	0.22501	1.50273	0.04261	1.23973	1.57436	0	0	0.43207
Healthy	3.02548	4.59636	0.12084	0.05961	0	0.26486	0.01862	0		65.78173	3.02548	0	0.05961	0.11472	0.01862	0.87667	0	0.3641	0
Healthy	17.36167	17.06659	0.33382	0	0	0.28213	0	0		47.0639	17.36167	1.22718	0	3.24183	0	1.1774	0	0	0
Healthy	14.08585	39.2133	8.23806	0	0	0.49964	0	0		0	14.08585	0	0	0	0	0	0	0	0
Healthy	4.19912	5.17699	0	0.2114	0	0	0.01704	0		30.30793	4.19912	5.89501	0.2114	0.00684	0.01704	0.99504	0	0.57741	0
Healthy	3.61181	3.9434	4.66149	0.73705	0.01217	0.04721	0.10637	0.22954		75.21888	3.61181	0.30272	0.73705	0.02059	0.10637	0	0	0.01693	0.22954
Healthy	29.0597	12.15746	3.49853	0.08882	1.83266	0.23541	0.82986	0.79045		39.99214	29.0597	1.19787	0.08882	0.02359	0.82986	0	0	0	0.79045
Healthy	0.84423	6.68644	0.0223	0	9.23788	0.62023	0.33346	0		54.74463	0.84423	1.17011	0	0.2119	0.33346	0	0	0.21715	0
Healthy	3.88048	2.30782	0	0	0	0.67996	0.34218	0		77.84468	3.88048	0	0	0	0.34218	0.08931	0	1.45187	0
Healthy	6.38429	11.44569	0	0	0	0	0.02221	0		48.39468	6.38429	0.1265	0	0.15522	0.02221	0	0	0.26061	0
Healthy	1.56003	9.93702	1.62992	0	7.76194	0	0	0		22.37389	1.56003	1.7822	0	2.75865	0	0	0	0	0
Healthy	15.82661	5.49464	0.16693	0.21434	0.01185	0.10984	0.03138	0.19302		66.69946	15.82661	0.86895	0.21434	3.01606	0.03138	0	0.06213	0.03283	0.19302
Healthy	1.76519	4.74101	1.7906	0	0	0.1886	0	0		60.23402	1.76519	0	0	0.21717	0	0	0	0.89526	0
Healthy	2.23541	0.1025	0.20861	0	11.31735	0	0	0		67.11307	2.23541	1.02886	0	0	0	0	0	0	0
Healthy	2.04543	43.16543	1.86162	0.2495	0	0.01791	2.94967	0		37.60367	2.04543	0.01128	0.2495	0	2.94967	0	0	0.01737	0
Healthy	37.52738	12.4159	0	0	0	0	0	0		33.04527	37.52738	0	0	0	0	0	0	0	0
Healthy	57.88997	3.29874	4.27296	0	0	1.28898	0	0		0.48934	57.88997	0.19509	0	0	0	0	0	0	0
Healthy	5.24482	2.37363	0.37654	0	6.14794	0	0.2873	0		70.16514	5.24482	0	0	0.16719	0.2873	0	0	0	0
Healthy	5.52855	4.49274	4.16395	0	2.83294	0	0	0		70.25107	5.52855	0.16391	0	0.18754	0	0	0	0.10372	0
Healthy	19.0276	3.65331	0.33331	2.64307	0	1.03868	0.24548	0		46.12849	19.0276	0.87596	2.64307	0.27133	0.24548	0	0	0.01309	0
Healthy	27.92843	10.44372	0	0.00665	0	0.14115	0.52074	0		53.44081	27.92843	0.03421	0.00665	0.00597	0.52074	0	0	0.03134	0
Healthy	5.61106	0	68.62248	3.82807	3.01358	5.94947	0.11794	0		6.41326	5.61106	0.95978	3.82807	1.63824	0.11794	0	0	0.00356	0
Healthy	21.41349	10.68198	1.99442	0.02357	2.75182	0.14859	1.14094	0.7595		46.3322	21.41349	1.60579	0.02357	0.10816	1.14094	0	0	0	0.7595
Healthy	13.69936	13.85615	17.45222	0.08548	1.44742	0.12221	0.43439	0.43112		41.44966	13.69936	0.74413	0.08548	0.00313	0.43439	0	0	0	0.43112
Healthy	21.354	37.06729	0.00862	1.09935	0.02915	2.2554	0.44207	0.03539		28.00343	21.354	0.11521	1.09935	0	0.44207	5.54911	0	0	0.03539
Healthy	10.60353	5.13628	0.00782	0.19457	0	1.70122	0	0		69.05245	10.60353	0	0.19457	2.71815	0	0	0	0.02757	0
Healthy	27.13139	1.00709	11.04173	5.60017	0.01648	0.62054	5.26406	0.02		1.11268	27.13139	0.44355	5.60017	0	5.26406	0	0	0	0.02
Healthy	37.17149	4.80215	0.35979	0.02049	0.00638	0.10136	4.44892	0		36.49403	37.17149	0.00726	0.02049	0.01778	4.44892	0	0	0	0
Healthy	8.61309	6.30481	1.45081	0.0203	0	0.33521	0	0		67.66419	8.61309	0.02829	0.0203	0.01743	0	0	0	0.06041	0
Healthy	5.12896	5.12298	0.31179	0.55025	4.37359	0.0587	0	0		68.92373	5.12896	0	0.55025	5.55039	0	0	0	0	0
Healthy	40.57147	8.03559	0.04994	0.09711	0	0	0	0.86944		34.26626	40.57147	0	0.09711	0.11398	0	0	0	0	0.86944
Healthy	19.40932	4.5208	0	0	0	0.1067	0.04531	0		64.87465	19.40932	0	0	1.16127	0.04531	0	0	0.41091	0
Healthy	14.8292	25.95586	0.13222	0.15448	0.00276	0.02721	1.3084	0.94578		17.13296	14.8292	0.73631	0.15448	0.06852	1.3084	4.84096	0.40996	0.0326	0.94578
Healthy	15.1448	18.90966	16.92624	0.07613	3.82906	4.72426	4.20551	0.14488		18.81286	15.1448	0	0.07613	0	4.20551	0	0	0	0.14488
Healthy	1.27504	2.40938	0	0.01682	0	0.13507	0	0		46.39336	1.27504	0	0.01682	0.11752	0	0	0	0.03986	0
Healthy	6.25596	11.29419	0	0	0	0	0.02724	0		47.84374	6.25596	0.0718	0	0.11832	0.02724	0	0	0.23522	0
D015212	20.57166	17.61401	14.25754	1.35125	3.24404	1.05433	2.35883	0.2364		27.2188	20.57166	0.81742	1.35125	3.82168	2.35883	0	0.10411	0.02723	0.2364
Healthy	20.18891	12.17882	3.24968	5.71768	0	6.14809	0.02242	0		34.13754	20.18891	0	5.71768	0	0.02242	3.17426	0	0.85468	0
Healthy	25.02272	19.71693	25.44941	0.2068	0.21783	0.86006	0	0		16.00436	25.02272	0	0.2068	0.04767	0	0	0	0.09033	0
Healthy	3.83913	1.27563	0.50839	0.21796	15.6833	0.75772	0	0		54.01504	3.83913	0	0.21796	0.27555	0	0	0.05075	0.02273	0
Healthy	15.39769	33.13698	11.35069	0.32142	5.40768	0.53931	0	0		18.33383	15.39769	0.74511	0.32142	0.07618	0	0	0	0	0
Healthy	65.60963	0.79785	0	0	1.00891	0	0	0		26.83962	65.60963	0	0	0	0	0	0	0	0
Healthy	14.76696	6.97566	0.59068	0.05465	9.67415	0.29466	0.88328	0		39.07339	14.76696	0.17943	0.05465	0	0.88328	0	0	0.07989	0
Healthy	23.83814	7.46867	0.39612	0.01102	0.01216	0.11877	2.52292	0.12423		9.82155	23.83814	0.04821	0.01102	0.06674	2.52292	0	0	0.0045	0.12423
Healthy	25.45292	0.56432	1.81193	0.33876	21.6446	0.20557	0.51147	0.02673		13.17432	25.45292	0.05582	0.33876	0.01	0.51147	0	0	0	0.02673
D015212	1.77012	8.62221	46.03547	0.34062	12.54049	0	0.60133	0.01951		2.7799	1.77012	2.0097	0.34062	0.00721	0.60133	0	0	0	0.01951
Healthy	23.62672	4.41409	7.0961	0.42456	0.02006	0.02258	0.23805	0		39.40733	23.62672	0	0.42456	0.06977	0.23805	3.72307	0	0.02311	0
Healthy	13.60452	6.73312	38.21029	0.0024	0.82479	0.37193	0.53656	0.274		23.89571	13.60452	0.43778	0.0024	0.02112	0.53656	0	0	0	0.274
Healthy	20.97056	6.73998	2.1097	0.58484	0	0.23311	0.00283	0.00068		25.23997	20.97056	0.00733	0.58484	1.39209	0.00283	0	0	0.04026	0.00068
Healthy	20.00053	0.46822	9.07912	1.67613	19.24632	0.08905	1.8536	0.34814		0.0535	20.00053	3.02557	1.67613	0	1.8536	0.01459	0	0	0.34814
Healthy	0.32214	2.71661	0.36915	0.07109	0.05632	0.90007	0.32291	0		67.69202	0.32214	0.88552	0.07109	0.01914	0.32291	0.02049	0	0.48516	0
Healthy	9.58565	34.42512	0.546	0.08418	14.9635	0.02418	0.2409	0		16.29226	9.58565	0	0.08418	0.08653	0.2409	0	0.00586	0	0
Healthy	6.96762	11.18199	2.4367	0	0.36401	0.24176	1.51122	0.07723		41.38437	6.96762	1.00372	0	0.65476	1.51122	0	0	0.21286	0.07723
Healthy	19.30728	13.33536	20.752	0	0	0	0	0		19.63539	19.30728	0	0	0	0	3.37877	0	0	0
Healthy	1.43651	1.72735	0.2757	0	6.02135	0.00439	0.02192	0		69.62846	1.43651	0	0	0.10262	0.02192	0	0	0	0
Healthy	8.93732	5.48732	1.26417	0.03096	0	0.32956	0	0		67.52494	8.93732	0.11658	0.03096	0.027	0	0	0	0.06413	0
Healthy	4.83236	5.31106	3.87857	0.15998	7.59601	0	0	0		60.40072	4.83236	0.1475	0.15998	0.17495	0	0	0	0.34167	0
Healthy	36.2784	0	0	0	0	0	0	0		0	36.2784	0	0	0	0	0	0	0	0
Healthy	0.14735	12.417	0.38608	0	0.69349	0	0	0		0.32353	0.14735	0	0	0	0	0	0	0	0
Healthy	17.82931	3.24333	0.17627	0	2.79163	0.11404	0.00602	0.00137		59.92933	17.82931	0	0	0.25882	0.00602	0	0	0.01617	0.00137
Healthy	10.63503	2.59048	2.65854	0	1.63756	1.96776	2.3328	0.02579		54.62681	10.63503	3.03507	0	0.01636	2.3328	0	0	0.25726	0.02579
Healthy	8.46614	1.45905	0.54252	0.05421	0	0.20666	0	0		82.09293	8.46614	1.18863	0.05421	1.04672	0	0	0	0.08051	0
Healthy	1.68352	6.65669	0	0	0.00262	0.02757	0	0		81.63345	1.68352	0.00668	0	4.20265	0	0	0	0	0
Healthy	4.16465	0.53201	0	0	0	0	0	0		7.15519	4.16465	0	0	0	0	0	0	0	0
Healthy	0.02463	0.01626	0.59289	0.06709	0	0.00228	0	0		1.2664	0.02463	30.08723	0.06709	0	0	0	10.3635	0	0
Healthy	3.96388	3.68222	0.21268	0.05909	0	0	0.02556	0		86.60796	3.96388	1.55158	0.05909	0.12338	0.02556	0	0	0.12156	0
Healthy	3.71065	9.87279	5.44989	0.06447	0	0.72864	0.00505	0		58.63242	3.71065	0	0.06447	0.01007	0.00505	0	0	0.05875	0
Healthy	1.65078	1.63042	0.27026	0	6.0867	0.00235	0.04684	0		69.11832	1.65078	0	0	0.14818	0.04684	0	0	0	0
Healthy	21.91303	11.76131	24.8886	0.41845	2.77181	0.32449	0.79878	0.43887		24.69356	21.91303	4.80113	0.41845	0.05195	0.79878	0	0	0	0.43887
Healthy	4.84983	2.77379	0.05503	0.12479	0.37589	0.16121	2.42438	0.01304		67.30757	4.84983	0.03977	0.12479	0.58884	2.42438	0	0	0	0.01304
Healthy	0.00166	0.01108	62.78567	2.87911	1.14897	0	0	0		0.09526	0.00166	10.0884	2.87911	0	0	0	0.01581	0	0
Healthy	59.07812	0.30326	0.07483	0.17473	0.36856	0.66075	0.25001	0.31538		0.16537	59.07812	24.92756	0.17473	1.28341	0.25001	0	0	0	0.31538
Healthy	16.04995	3.26286	0.11616	0.00882	0.01613	0.06327	0	0		66.93676	16.04995	0.19457	0.00882	0.30614	0	3.57613	0	0.03185	0
D015212	40.42938	14.66407	0.00042	1.03565	0.00026	1.22887	0.15686	0		19.56885	40.42938	0	1.03565	0	0.15686	0	0	0	0
Healthy	6.46591	11.63344	0	0	0	0	0.02545	0		48.59647	6.46591	0.02606	0	0.15944	0.02545	0	0	0.1988	0
D015212	9.51977	17.25521	0.68641	0	19.4111	1.6315	0	0		48.19319	9.51977	0.18612	0	0	0	0	0	0	0
Healthy	6.2859	8.20623	0.08763	0.10463	0	0.36166	0.24943	0		29.30749	6.2859	0	0.10463	0.03048	0.24943	2.48945	0	0.71094	0
Healthy	7.45356	2.25381	1.66649	18.7303	2.33636	3.27596	4.12829	0		21.55582	7.45356	3.09985	18.7303	0	4.12829	2.91033	0.31351	0.14435	0
Healthy	3.24381	3.54995	0	0	1.35465	0.04195	0.16789	0		84.61456	3.24381	0	0	0	0.16789	0	0	0	0
Healthy	0.89134	0.31645	0.21813	0.17684	0.00902	0.00089	0.00244	0		92.21789	0.89134	2.29941	0.17684	0.00946	0.00244	0	0	0	0
Healthy	0.62689	1.44205	0.00538	0.00449	0	0	0	0		92.9033	0.62689	4.32045	0.00449	0	0	0	0	0	0
Healthy	32.80859	28.5933	0	0.22501	0.70752	0	0	0		27.32638	32.80859	0	0.22501	0.07377	0	0	0	0	0
Healthy	28.62055	37.51225	0.01491	1.90599	0	0.57687	0.03474	0		15.5459	28.62055	0	1.90599	0.25948	0.03474	0	0	0.00237	0
Healthy	1.24907	8.31672	0.11724	0.03723	0	0.05706	0.01445	0		77.47972	1.24907	0.09945	0.03723	0.05364	0.01445	0	0	0.00317	0
Healthy	10.25839	0.36588	0	0	0	0	0	0		84.64447	10.25839	1.41219	0	0	0	0	0.03469	0	0
Healthy	21.43962	7.99247	4.05752	0.26523	0	0.19541	0.0104	0.32578		31.72155	21.43962	0	0.26523	1.11423	0.0104	5.46574	0	0	0.32578
Healthy	1.45147	19.14699	67.5505	1.44636	0	0.1843	0	0		0.03494	1.45147	0	1.44636	0	0	0	0	0	0
Healthy	34.62681	25.72229	1.83598	5.83365	0	1.06062	0.09987	0.21083		13.61883	34.62681	0	5.83365	0.24983	0.09987	0	0	0	0.21083
Healthy	1.33854	9.50651	1.38784	0.33836	0.68123	1.35017	0.77037	0		26.84406	1.33854	0.07041	0.33836	0	0.77037	0.0052	0	0.61312	0
Healthy	4.86557	10.32246	23.68126	0.08758	0	0.74197	8.06048	0		23.48328	4.86557	3.87592	0.08758	0.9207	8.06048	4.89514	0	0.15201	0
Healthy	17.14471	8.70907	23.50119	15.63147	2.03168	2.86878	2.61305	0		10.34128	17.14471	2.20511	15.63147	0	2.61305	0	0	0	0
Healthy	0.59104	6.73485	1.12015	0.11259	3.06282	0.77395	0.46834	0		45.92099	0.59104	0.38894	0.11259	0.03167	0.46834	0.0599	0	0.64425	0
Healthy	24.33434	46.1869	0	0.55616	0	0.97589	0	0		14.41753	24.33434	0	0.55616	0.1948	0	0	0	0	0
Healthy	22.93402	7.89874	0.40383	0	0	0.10488	2.33326	0.0909		9.24917	22.93402	0	0	0.03233	2.33326	0	0	0	0.0909
Healthy	21.38004	5.65971	1.09016	0	0	0.72546	0.1975	0.02492		60.92773	21.38004	0.87234	0	1.41369	0.1975	0	0	0	0.02492
Healthy	5.00888	15.68802	51.03763	2.6575	0.29555	1.57141	0.13745	0.11643		8.02943	5.00888	0.01134	2.6575	0	0.13745	0	0	0.03312	0.11643
Healthy	3.03728	4.69942	0.13515	0.0566	0	0.2049	0.01548	0		66.38383	3.03728	0	0.0566	0.11305	0.01548	0.84656	0	0.32301	0
Healthy	7.99698	14.67128	0.73197	0.28046	0.03439	0.18773	1.72257	0		35.39785	7.99698	0	0.28046	0.04607	1.72257	2.89576	0	0.0547	0
Healthy	0.01652	0.01602	40.60107	0.21795	1.90205	0	0.73069	0		42.26421	0.01652	6.24806	0.21795	0	0.73069	0	0.82693	0	0
Healthy	31.99738	0.1939	0.48144	4.16943	0	3.25279	0.08168	0		42.48248	31.99738	0	4.16943	0.65059	0.08168	0	0.11196	0	0
Healthy	17.86529	6.22069	0.35489	0	0	0.28988	2.4385	0.00827		61.3646	17.86529	0.02355	0	0.06563	2.4385	0	0	0	0.00827
D015212	5.97155	8.63167	13.42124	0.05138	0	7.37343	0.1178	0.216		48.18278	5.97155	0.51487	0.05138	1.81292	0.1178	0	0	0.01191	0.216
Healthy	6.42589	5.90283	36.09022	0	12.3918	1.30556	0.00194	0		29.69307	6.42589	0.07343	0	0.02587	0.00194	0	0	0	0
Healthy	1.15802	1.51024	0	0.23671	3.44798	0.13619	0.00881	0		88.81887	1.15802	0.33565	0.23671	0.08902	0.00881	0	0	0.00134	0
Healthy	7.98688	3.52197	0	0.09659	0.29179	0.01494	0.06234	0.28766		75.66423	7.98688	0.7905	0.09659	0	0.06234	0	0	0.01083	0.28766
Healthy	10.04519	25.50694	0.07318	0.62684	0.2822	0.03701	2.21216	0.00623		11.04279	10.04519	0.96721	0.62684	0.6435	2.21216	6.39704	0	0.05404	0.00623
Healthy	10.3306	0.00657	0.01867	0.26111	6.54078	0	0.01005	0.05697		20.88845	10.3306	0.40867	0.26111	1.01327	0.01005	0	0.02247	0	0.05697
Healthy	3.9878	1.88544	9.59316	0.69903	0.0048	0.91346	0.02048	0.03378		21.04595	3.9878	1.47311	0.69903	0.26952	0.02048	0	0	0.00275	0.03378
Healthy	0.00907	0	39.13085	0.42169	0	0.00548	0	0		0.76754	0.00907	55.8431	0.42169	0	0	0	0.10453	0	0
Healthy	46.0693	19.634	1.54479	2.10726	3.83454	0.03901	0.70586	0		11.27066	46.0693	0	2.10726	0.18622	0.70586	0	0.16653	0.01778	0
Healthy	6.76572	7.65122	6.02517	0.69844	0	2.34005	0	0		52.3283	6.76572	0	0.69844	0.24815	0	0.02832	0	0.18711	0
D015212	26.51884	16.40574	0	0.48155	0	0.67513	0.03599	0.00465		29.47222	26.51884	0.4672	0.48155	0.14495	0.03599	0	0	0.04634	0.00465
Healthy	1.99483	7.43516	0	0	0.03341	0.07169	0	0		77.94764	1.99483	0	0	5.07894	0	0	0	0	0
Healthy	0.00888	0.01253	58.11157	8.45016	0.00156	0	0	0		0.04442	0.00888	32.52743	8.45016	0	0	0	0	0	0
Healthy	12.84546	7.16924	1.91852	0.12674	0	0.51979	0	0		56.48782	12.84546	0	0.12674	0.80141	0	0.02314	0	0.012	0
Healthy	14.44736	0.43233	14.53509	0.34636	1.49971	0.29453	0.54318	0.42217		24.46259	14.44736	14.3158	0.34636	0.01701	0.54318	0	0	0	0.42217
Healthy	34.20134	11.89664	4.34874	0.16374	5.04635	0.07529	0.00774	0.00383		28.77083	34.20134	0.04264	0.16374	0	0.00774	0	0	0	0.00383
Healthy	1.89543	1.0492	0.15693	0	0	0	0	0		93.08198	1.89543	0.21333	0	0.47338	0	0	0	0	0
Healthy	0.92175	1.5014	0.05264	0	3.05452	0	0	0		79.38439	0.92175	0	0	0.1777	0	0	0	0	0
Healthy	22.55743	30.5839	0.39117	0.47858	4.51571	2.00161	0.10744	0.53833		27.10588	22.55743	0.09735	0.47858	0.00909	0.10744	0	0	0	0.53833
Healthy	3.21747	5.41884	5.12911	0	19.4359	0	0	0		45.66209	3.21747	0	0	0.02417	0	0	0	0	0
Healthy	4.13004	1.29309	0.48766	0.20247	15.8211	0.78968	0	0		54.21951	4.13004	0	0.20247	0.24261	0	0	0.04286	0.03104	0
Healthy	12.60723	2.65288	0	0	0	0	0.60193	0		34.78397	12.60723	31.3729	0	0	0.60193	0	1.15378	0	0
D015212	28.81024	16.37979	4.69996	0.16665	0	0.8233	1.52631	0.05508		30.41499	28.81024	0	0.16665	0.08507	1.52631	0.17265	0.01679	0.02788	0.05508
Healthy	1.03475	5.15752	0.14487	0	0	0.12329	0.43387	0		70.81277	1.03475	0	0	0.03129	0.43387	0	0	1.5784	0
Healthy	7.68091	13.14182	5.30323	0.44688	1.54818	0.27376	0	0		46.03779	7.68091	0	0.44688	0	0	0	0	0	0
Healthy	8.76921	6.02852	1.45258	0	0	0.35335	0	0		66.53079	8.76921	0.02945	0	0.02946	0	0	0	0.09324	0
Healthy	9.93586	6.68465	0.02249	0.22257	0	0.00593	0.13485	0		69.43525	9.93586	0	0.22257	0.08284	0.13485	4.61571	0	0	0
Healthy	20.0526	10.3558	0.46716	0.01043	0.02685	0.09105	0	0		64.29715	20.0526	0.3614	0.01043	2.56505	0	0	0.05321	0.00606	0
Healthy	10.52208	2.31772	0	0.87229	0	1.37981	0	0		69.4734	10.52208	0.02759	0.87229	0.10293	0	0	0.46323	0	0
Healthy	8.30832	7.97935	2.46192	0	0.06752	0.53511	0.10691	0		47.3489	8.30832	1.2049	0	1.86967	0.10691	0	0	0.20722	0
D015212	35.50156	9.30188	1.61929	0.72467	2.68603	0.52064	0	0.02279		39.79754	35.50156	0.09549	0.72467	0.02085	0	0	0	0	0.02279
Healthy	43.48864	7.39843	12.46257	0.5615	3.06468	0.7222	0.04313	0.37553		20.44932	43.48864	0.01188	0.5615	1.47083	0.04313	0	0	0.00325	0.37553
Healthy	1.82593	5.18597	0.35619	0.00185	9.32309	0.17534	0.07124	0		76.33169	1.82593	0.26918	0.00185	0.03327	0.07124	0	0	0.00767	0
Healthy	1.79405	7.02362	1.04361	0	3.23764	0	0.02475	0		65.66844	1.79405	0.00945	0	2.11366	0.02475	0	0.20519	0.03244	0
Healthy	5.0581	3.37969	0.02348	7.92297	0	0	0.31453	0		72.1312	5.0581	7.89453	7.92297	0	0.31453	0	0.75751	0	0
Healthy	1.90078	7.54225	0	0	0.03804	0.03685	0	0		79.11498	1.90078	0	0	4.71587	0	0	0	0	0
Healthy	3.65012	3.29187	0.03215	0.08129	0.30071	0.24472	1.7962	0		68.24437	3.65012	0.06281	0.08129	0.78712	1.7962	0	0	0	0
Healthy	22.44874	0.32473	1.12074	0.11897	0.02836	0	0	0		11.01509	22.44874	22.95247	0.11897	0.3674	0	0	0	0	0
Healthy	0.779	1.78324	0.08355	0	3.38631	0	0	0		78.14997	0.779	0.02112	0	0.27769	0	0	0	0	0
Healthy	37.78292	11.06845	0.70362	0.09213	0	0.12009	0.06261	0		21.87536	37.78292	0.5002	0.09213	0.05967	0.06261	0	0	0.08063	0
Healthy	14.95768	5.44393	0.16687	0	0	0.19751	0	0		58.53372	14.95768	0.08051	0	0	0	0	0.63895	0.07621	0
Healthy	8.13644	0.20884	0	0	0	0	0.88392	0		84.4203	8.13644	0.20279	0	0	0.88392	2.22449	0	0	0
Healthy	17.22782	6.30289	1.02377	0.6215	1.75677	0.15376	2.54213	0.03665		42.47926	17.22782	0.61295	0.6215	1.89431	2.54213	0	0	0.05312	0.03665
Healthy	6.09247	3.72816	0.23011	0.06279	0.09331	0.16553	0	0		47.37889	6.09247	0.11432	0.06279	0.83108	0	0	0	0.66426	0
Healthy	0	0.00099	44.45367	0.83807	0	0.13559	0	0		10.74691	0	43.4978	0.83807	0	0	0	0.01653	0	0
Healthy	6.3569	1.21087	9.36124	0.24952	0	2.47201	1.23099	0.011		25.67414	6.3569	1.83613	0.24952	0	1.23099	0	0	0.23576	0.011
Healthy	0	0	4.34724	0.05253	0	0	0	0		22.49124	0	62.5387	0.05253	0	0	0	0	0	0
